State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Catchment Area 2,7.12,(5.03 - 9.99),18.01,(13.55 - 23.53),5.42,(3.91 - 7.46),7.07,(5.42 - 9.17)
Catchment Area 3,6.36,(4.62 - 8.68),17.20,(13.20 - 22.09),6.42,(4.79 - 8.56),8.02,(6.32 - 10.14)
Catchment Area 4,6.84,(4.89 - 9.50),19.30,(14.83 - 24.71),5.82,(4.29 - 7.85),7.51,(5.85 - 9.60)
Catchment Area 5,6.98,(5.12 - 9.45),17.35,(13.86 - 21.50),5.74,(4.28 - 7.66),7.61,(6.10 - 9.46)
Catchment Area 6,4.90,(3.40 - 7.01),15.97,(11.74 - 21.36),6.02,(4.36 - 8.25),7.49,(5.70 - 9.80)
Catchment Area 7,5.61,(3.95 - 7.92),*,(* - *),6.36,(4.64 - 8.66),8.08,(6.17 - 10.50)
Catchment Area 8,5.39,(3.90 - 7.41),14.94,(11.17 - 19.72),5.51,(4.05 - 7.47),6.74,(5.18 - 8.73)
California,5.68,(5.00 - 6.45),17.36,(16.10 - 18.70),6.55,(5.84 - 7.34),8.27,(7.63 - 8.96)
Region 1R,6.17,(4.48 - 8.43),21.75,(17.19 - 27.13),6.76,(5.11 - 8.88),9.40,(7.53 - 11.68)
Region 2R,6.46,(4.75 - 8.74),20.56,(16.26 - 25.66),7.22,(5.52 - 9.41),9.52,(7.66 - 11.77)
Region 3R (Sacramento),5.74,(4.20 - 7.79),18.35,(14.49 - 22.95),6.99,(5.44 - 8.93),8.76,(7.13 - 10.71)
Region 4R,6.06,(4.45 - 8.21),19.69,(15.31 - 24.96),6.07,(4.66 - 7.88),8.01,(6.44 - 9.92)
Region 5R (San Francisco),*,(* - *),19.02,(14.56 - 24.45),7.72,(5.86 - 10.11),8.77,(6.84 - 11.18)
Region 6 (Santa Clara),5.26,(3.88 - 7.09),16.68,(13.00 - 21.16),5.88,(4.53 - 7.61),7.29,(5.85 - 9.06)
Region 7R (Contra Costa),5.85,(4.26 - 7.98),18.41,(14.37 - 23.29),6.10,(4.62 - 8.02),7.81,(6.22 - 9.77)
Region 8R (Alameda),5.31,(3.96 - 7.09),17.09,(13.57 - 21.30),6.42,(4.96 - 8.27),7.89,(6.39 - 9.70)
Region 9R (San Mateo),6.10,(4.38 - 8.44),19.94,(15.16 - 25.76),6.30,(4.72 - 8.35),7.87,(6.14 - 10.02)
Region 10,6.61,(4.92 - 8.82),19.25,(15.19 - 24.07),6.67,(5.11 - 8.67),8.84,(7.15 - 10.88)
Region 11 (Los Angeles),5.35,(4.51 - 6.33),15.81,(14.14 - 17.65),6.56,(5.66 - 7.59),8.01,(7.16 - 8.95)
LA SPA 1 and 5,5.29,(3.84 - 7.25),18.73,(14.36 - 24.07),6.65,(4.96 - 8.84),8.46,(6.63 - 10.73)
LA SPA 2,5.66,(4.19 - 7.60),16.43,(13.10 - 20.42),6.18,(4.74 - 8.02),7.66,(6.15 - 9.50)
LA SPA 3,5.02,(3.70 - 6.79),14.95,(11.90 - 18.62),5.62,(4.29 - 7.34),7.08,(5.72 - 8.74)
LA SPA 4,5.24,(3.79 - 7.20),16.17,(12.52 - 20.63),7.58,(5.80 - 9.85),8.77,(6.97 - 10.98)
LA SPA 6,4.82,(3.47 - 6.66),13.49,(9.96 - 18.01),6.96,(5.14 - 9.37),8.32,(6.44 - 10.68)
LA SPA 7,5.93,(4.33 - 8.06),15.82,(12.41 - 19.96),6.88,(5.28 - 8.93),8.42,(6.78 - 10.41)
LA SPA 8,5.30,(3.90 - 7.16),15.75,(12.33 - 19.90),6.82,(5.22 - 8.85),8.16,(6.52 - 10.16)
Region 12R,6.17,(4.50 - 8.39),16.93,(12.78 - 22.08),6.52,(4.91 - 8.62),8.22,(6.44 - 10.45)
Regions 13 and 19R,6.03,(4.56 - 7.95),16.77,(13.44 - 20.72),6.66,(5.17 - 8.55),8.40,(6.81 - 10.31)
Region 13 (Riverside),6.08,(4.51 - 8.15),16.96,(13.38 - 21.26),6.69,(5.11 - 8.70),8.44,(6.75 - 10.50)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),7.89,(6.07 - 10.19)
Region 14 (Orange),5.40,(4.04 - 7.18),15.27,(12.15 - 19.03),5.85,(4.56 - 7.49),7.24,(5.88 - 8.87)
Region 15R (Fresno),5.50,(3.99 - 7.53),15.28,(11.68 - 19.73),6.52,(4.90 - 8.62),8.17,(6.45 - 10.29)
Region 16R (San Diego),6.15,(4.66 - 8.06),22.00,(18.34 - 26.16),7.57,(6.04 - 9.44),10.09,(8.51 - 11.92)
Region 17R,6.65,(4.98 - 8.83),16.29,(12.86 - 20.43),6.74,(5.16 - 8.75),8.52,(6.88 - 10.51)
Region 18R (San Bernardino),4.73,(3.49 - 6.38),13.14,(10.20 - 16.77),5.55,(4.24 - 7.24),6.95,(5.58 - 8.63)
Region 20R,6.11,(4.49 - 8.26),15.50,(11.89 - 19.96),6.57,(5.06 - 8.49),8.14,(6.52 - 10.12)
Region 21R,6.05,(4.43 - 8.21),22.13,(17.67 - 27.34),6.93,(5.27 - 9.07),9.73,(7.87 - 11.99)
Colorado,7.31,(5.94 - 8.97),23.30,(20.66 - 26.16),7.90,(6.60 - 9.43),10.12,(8.86 - 11.55)
Region 1,7.81,(5.65 - 10.70),24.98,(20.12 - 30.56),7.64,(5.75 - 10.08),10.77,(8.70 - 13.27)
Regions 2 and 7,7.55,(5.84 - 9.71),24.36,(20.75 - 28.37),8.38,(6.73 - 10.39),10.54,(8.91 - 12.43)
Region 3,6.41,(4.58 - 8.90),19.45,(15.03 - 24.78),6.54,(4.82 - 8.82),8.47,(6.62 - 10.76)
Region 4,6.95,(4.82 - 9.91),*,(* - *),6.78,(4.92 - 9.29),8.68,(6.61 - 11.31)
Regions 5 and 6,6.87,(4.86 - 9.64),*,(* - *),8.08,(5.93 - 10.90),10.16,(7.90 - 12.98)
Connecticut,6.68,(5.43 - 8.19),20.79,(18.27 - 23.56),6.65,(5.51 - 8.01),8.56,(7.42 - 9.86)
Eastern,6.69,(4.73 - 9.38),22.36,(17.31 - 28.38),6.97,(5.17 - 9.32),9.61,(7.59 - 12.10)
North Central,6.31,(4.63 - 8.56),18.99,(15.24 - 23.40),6.14,(4.62 - 8.13),7.84,(6.25 - 9.78)
Northwestern,6.74,(4.86 - 9.29),22.10,(17.48 - 27.54),6.34,(4.78 - 8.36),8.31,(6.64 - 10.36)
South Central,6.52,(4.78 - 8.82),19.62,(15.76 - 24.17),6.69,(5.09 - 8.74),8.48,(6.84 - 10.47)
Southwest,7.31,(5.27 - 10.05),22.78,(17.92 - 28.50),7.47,(5.58 - 9.93),9.32,(7.35 - 11.75)
Delaware,4.21,(3.27 - 5.40),15.85,(13.57 - 18.43),5.63,(4.58 - 6.90),7.09,(6.05 - 8.30)
Kent,4.38,(3.09 - 6.19),13.57,(10.31 - 17.66),5.20,(3.80 - 7.08),6.51,(5.03 - 8.39)
New Castle (excluding Wilmington City),4.14,(3.04 - 5.63),16.98,(13.84 - 20.67),5.63,(4.33 - 7.30),7.36,(6.03 - 8.96)
Sussex,4.71,(3.31 - 6.66),14.98,(11.49 - 19.31),5.34,(3.95 - 7.20),6.43,(4.97 - 8.28)
Wilmington City,3.22,(2.16 - 4.77),15.32,(11.23 - 20.55),7.14,(5.15 - 9.82),8.29,(6.24 - 10.94)
District of Columbia,3.29,(2.51 - 4.29),19.15,(16.78 - 21.76),8.50,(7.12 - 10.11),10.40,(9.08 - 11.88)
Ward 1,3.85,(2.57 - 5.74),17.36,(13.21 - 22.47),9.83,(7.35 - 13.03),11.24,(8.80 - 14.25)
Ward 2,*,(* - *),25.67,(20.95 - 31.04),10.89,(8.29 - 14.19),14.78,(12.11 - 17.91)
Ward 3,6.42,(4.46 - 9.17),25.40,(20.22 - 31.38),8.76,(6.66 - 11.45),11.60,(9.34 - 14.31)
Ward 4,3.52,(2.37 - 5.19),16.21,(12.16 - 21.27),6.84,(5.06 - 9.20),8.06,(6.20 - 10.41)
Ward 5,2.90,(1.93 - 4.33),17.25,(12.69 - 23.02),7.93,(5.85 - 10.67),9.58,(7.40 - 12.33)
Ward 6,*,(* - *),17.36,(12.97 - 22.86),8.21,(6.12 - 10.94),9.40,(7.26 - 12.10)
Ward 7,2.49,(1.64 - 3.77),12.00,(8.76 - 16.23),7.36,(5.38 - 9.99),8.07,(6.15 - 10.52)
Ward 8,2.58,(1.74 - 3.80),12.84,(9.42 - 17.27),7.81,(5.67 - 10.68),8.84,(6.75 - 11.50)
Florida,4.76,(4.15 - 5.46),15.62,(14.39 - 16.93),5.95,(5.26 - 6.72),7.19,(6.54 - 7.90)
Region A - Northwest,5.06,(4.02 - 6.36),18.43,(15.76 - 21.45),6.61,(5.42 - 8.03),8.59,(7.37 - 9.98)
Circuit 1,4.97,(3.60 - 6.83),17.72,(13.78 - 22.50),6.21,(4.68 - 8.20),7.91,(6.27 - 9.95)
Circuit 2,4.85,(3.44 - 6.81),19.81,(15.92 - 24.38),7.64,(5.79 - 10.01),10.40,(8.47 - 12.73)
Circuit 14,5.56,(4.07 - 7.56),17.21,(13.06 - 22.32),6.31,(4.73 - 8.38),7.78,(6.08 - 9.91)
Region B - Northeast,4.71,(3.81 - 5.80),17.82,(15.48 - 20.44),6.51,(5.41 - 7.81),8.24,(7.14 - 9.48)
Circuits 3 and 8,4.84,(3.48 - 6.68),18.77,(14.97 - 23.26),6.80,(5.12 - 8.97),9.32,(7.51 - 11.52)
Circuit 4,4.30,(3.17 - 5.81),16.54,(13.19 - 20.54),6.52,(5.00 - 8.47),7.95,(6.41 - 9.83)
Circuit 7,5.24,(3.84 - 7.12),18.59,(14.59 - 23.39),6.31,(4.85 - 8.19),7.89,(6.33 - 9.80)
Region C - Central,4.95,(4.15 - 5.90),16.26,(14.33 - 18.38),6.05,(5.18 - 7.06),7.35,(6.49 - 8.31)
Circuit 5,5.38,(3.97 - 7.25),16.91,(13.21 - 21.40),5.86,(4.47 - 7.65),7.07,(5.62 - 8.86)
Circuit 9,4.31,(3.18 - 5.81),16.10,(12.95 - 19.83),6.68,(5.23 - 8.50),8.05,(6.58 - 9.83)
Circuit 10,5.46,(3.98 - 7.45),15.21,(11.52 - 19.82),5.80,(4.38 - 7.64),7.03,(5.53 - 8.91)
Circuit 18,5.08,(3.77 - 6.80),17.75,(14.00 - 22.24),5.89,(4.53 - 7.64),7.37,(5.94 - 9.12)
Circuit 19,5.02,(3.66 - 6.86),14.35,(10.93 - 18.62),5.63,(4.21 - 7.49),6.63,(5.16 - 8.49)
Region D - Southeast,4.43,(3.54 - 5.54),13.87,(11.74 - 16.31),5.82,(4.81 - 7.04),6.74,(5.75 - 7.90)
Circuit 15 (Palm Beach),4.82,(3.54 - 6.53),15.13,(11.92 - 19.01),6.16,(4.70 - 8.03),7.15,(5.67 - 8.98)
Circuit 17 (Broward),4.18,(3.16 - 5.51),12.99,(10.52 - 15.93),5.57,(4.39 - 7.04),6.44,(5.28 - 7.84)
Region E - Sun Coast,5.31,(4.41 - 6.38),15.74,(13.81 - 17.87),5.75,(4.87 - 6.78),6.87,(6.01 - 7.86)
Circuit 6,5.09,(3.80 - 6.78),15.67,(12.50 - 19.46),5.20,(3.96 - 6.79),6.29,(5.02 - 7.87)
Circuit 12,6.14,(4.52 - 8.30),17.64,(13.35 - 22.94),6.04,(4.53 - 8.00),7.19,(5.60 - 9.19)
Circuit 13 (Hillsborough),4.88,(3.60 - 6.60),13.73,(10.91 - 17.14),6.05,(4.65 - 7.83),7.13,(5.72 - 8.84)
Circuit 20,5.62,(4.17 - 7.55),17.28,(13.57 - 21.75),5.95,(4.54 - 7.78),7.13,(5.65 - 8.96)
Region F - Southern (Circuits 11 and 16),3.87,(2.90 - 5.15),11.71,(9.46 - 14.42),5.40,(4.15 - 7.01),6.24,(5.02 - 7.72)
Georgia,3.88,(3.00 - 5.01),14.12,(12.10 - 16.42),5.75,(4.71 - 7.00),6.97,(5.96 - 8.15)
Region 1,4.24,(2.97 - 6.01),13.93,(10.56 - 18.15),5.40,(4.03 - 7.22),6.53,(5.09 - 8.34)
Region 2,4.09,(2.79 - 5.95),15.77,(11.92 - 20.58),5.86,(4.32 - 7.91),7.56,(5.88 - 9.66)
Region 3,3.52,(2.46 - 5.01),14.66,(11.56 - 18.43),6.55,(4.89 - 8.72),7.64,(6.00 - 9.68)
Region 4,3.61,(2.42 - 5.35),12.37,(8.88 - 16.99),5.21,(3.75 - 7.18),6.34,(4.77 - 8.36)
Region 5,4.05,(2.79 - 5.86),13.10,(10.00 - 16.98),5.20,(3.80 - 7.08),6.54,(5.08 - 8.39)
Region 6,3.85,(2.61 - 5.63),13.33,(9.70 - 18.04),5.12,(3.70 - 7.05),6.36,(4.82 - 8.37)
Hawaii,5.68,(4.45 - 7.24),17.80,(15.15 - 20.81),7.37,(5.91 - 9.15),8.78,(7.40 - 10.39)
Hawaii Island,5.85,(4.01 - 8.44),16.51,(12.25 - 21.87),6.89,(4.99 - 9.43),8.24,(6.26 - 10.77)
Honolulu,5.68,(4.29 - 7.47),18.23,(15.09 - 21.86),7.61,(5.95 - 9.69),9.08,(7.50 - 10.96)
Kauai and Maui,5.58,(4.00 - 7.74),16.87,(13.29 - 21.19),6.67,(4.95 - 8.94),7.89,(6.13 - 10.09)
Kauai,*,(* - *),*,(* - *),*,(* - *),7.40,(5.39 - 10.10)
Maui,5.59,(3.83 - 8.10),16.70,(12.60 - 21.81),6.94,(4.96 - 9.63),8.10,(6.08 - 10.72)
Idaho,6.13,(4.99 - 7.50),17.53,(15.34 - 19.96),5.94,(4.93 - 7.15),7.72,(6.72 - 8.86)
Region 1,7.25,(5.29 - 9.87),20.04,(15.42 - 25.63),6.46,(4.79 - 8.68),8.18,(6.39 - 10.41)
Region 2,5.99,(4.22 - 8.43),*,(* - *),6.09,(4.45 - 8.27),9.07,(7.04 - 11.62)
Region 3,5.91,(4.23 - 8.21),13.73,(10.20 - 18.23),5.15,(3.79 - 6.97),6.41,(4.94 - 8.27)
Region 4,6.39,(4.68 - 8.66),20.31,(16.64 - 24.56),6.78,(5.22 - 8.77),8.68,(7.10 - 10.58)
Region 5,5.83,(4.14 - 8.15),16.79,(12.51 - 22.16),5.54,(4.06 - 7.50),7.10,(5.46 - 9.19)
Region 6,5.95,(4.20 - 8.38),17.21,(12.93 - 22.55),5.82,(4.29 - 7.84),7.77,(6.06 - 9.90)
Region 7,5.26,(3.72 - 7.39),13.12,(9.91 - 17.17),4.70,(3.46 - 6.37),6.42,(5.04 - 8.14)
Illinois,5.25,(4.59 - 5.99),18.85,(17.50 - 20.28),6.52,(5.77 - 7.36),8.40,(7.71 - 9.14)
Region I (Cook),4.49,(3.62 - 5.56),16.91,(15.02 - 18.98),7.01,(5.91 - 8.30),8.42,(7.40 - 9.57)
Region II,5.69,(4.71 - 6.86),19.42,(17.06 - 22.03),6.16,(5.10 - 7.42),8.14,(7.11 - 9.32)
Region III,6.21,(4.80 - 8.00),22.30,(18.95 - 26.05),6.69,(5.41 - 8.24),9.60,(8.25 - 11.14)
Region IV,5.87,(4.40 - 7.80),17.40,(14.04 - 21.37),5.60,(4.30 - 7.26),7.41,(6.03 - 9.08)
Region V,5.47,(4.18 - 7.14),20.67,(17.39 - 24.39),6.11,(4.83 - 7.72),8.42,(7.09 - 9.98)
Indiana,5.01,(4.03 - 6.20),17.27,(15.19 - 19.57),5.66,(4.66 - 6.85),7.36,(6.39 - 8.46)
Central,4.60,(3.36 - 6.29),16.68,(13.35 - 20.64),6.17,(4.67 - 8.12),7.55,(6.03 - 9.42)
East,5.35,(3.64 - 7.80),16.07,(12.03 - 21.13),5.13,(3.72 - 7.04),6.80,(5.22 - 8.83)
North Central,5.18,(3.72 - 7.16),18.55,(14.42 - 23.53),5.83,(4.27 - 7.92),7.62,(5.94 - 9.74)
Northeast,5.09,(3.57 - 7.21),17.17,(12.99 - 22.35),5.69,(4.17 - 7.71),7.30,(5.68 - 9.35)
Northwest,4.60,(3.26 - 6.43),15.33,(11.67 - 19.89),5.50,(4.01 - 7.49),6.89,(5.34 - 8.86)
Southeast,5.38,(3.75 - 7.67),17.05,(13.08 - 21.91),5.11,(3.73 - 6.97),6.60,(5.11 - 8.49)
Southwest,4.95,(3.43 - 7.10),16.80,(12.49 - 22.22),5.24,(3.82 - 7.16),6.91,(5.31 - 8.94)
West,5.64,(3.98 - 7.94),19.42,(15.32 - 24.29),5.64,(4.14 - 7.64),8.62,(6.89 - 10.72)
Iowa,7.32,(5.98 - 8.93),20.12,(17.72 - 22.76),7.19,(6.04 - 8.53),9.15,(8.05 - 10.39)
Central,7.29,(5.32 - 9.93),19.13,(15.00 - 24.08),7.23,(5.51 - 9.44),8.81,(7.02 - 11.00)
North Central,7.70,(5.48 - 10.71),18.84,(14.71 - 23.80),6.77,(5.04 - 9.04),9.02,(7.17 - 11.28)
Northeast,7.51,(5.51 - 10.17),22.40,(18.09 - 27.39),7.75,(5.98 - 9.99),10.02,(8.21 - 12.17)
Northwest,6.81,(5.00 - 9.21),18.79,(14.73 - 23.65),6.55,(4.98 - 8.57),8.28,(6.64 - 10.29)
Southeast,7.35,(5.38 - 9.96),20.89,(16.53 - 26.03),7.45,(5.74 - 9.63),9.61,(7.79 - 11.80)
Southwest,7.27,(5.18 - 10.12),17.83,(13.46 - 23.23),6.66,(4.88 - 9.03),8.21,(6.32 - 10.59)
Kansas,6.61,(5.37 - 8.10),19.98,(17.54 - 22.67),6.49,(5.41 - 7.77),8.63,(7.55 - 9.85)
Kansas City Metro,6.85,(5.11 - 9.11),20.30,(16.52 - 24.70),6.93,(5.37 - 8.89),9.06,(7.45 - 10.97)
Northeast,6.35,(4.57 - 8.76),19.10,(15.12 - 23.84),6.33,(4.78 - 8.33),8.58,(6.91 - 10.61)
South Central,6.29,(4.45 - 8.82),18.24,(13.59 - 24.04),5.63,(4.09 - 7.69),7.60,(5.85 - 9.82)
Southeast,6.51,(4.60 - 9.14),*,(* - *),6.45,(4.69 - 8.81),8.75,(6.74 - 11.30)
West,6.76,(4.82 - 9.39),*,(* - *),6.14,(4.48 - 8.35),8.29,(6.42 - 10.66)
Wichita (Sedgwick),6.59,(4.80 - 8.99),21.19,(16.61 - 26.64),6.73,(5.08 - 8.85),8.81,(7.02 - 11.00)
Kentucky,4.30,(3.37 - 5.46),13.77,(11.74 - 16.09),4.75,(3.86 - 5.82),5.97,(5.09 - 7.00)
"Adanta, Cumberland River, and Lifeskills",4.52,(3.17 - 6.42),12.36,(9.10 - 16.58),4.25,(3.07 - 5.86),5.35,(4.07 - 7.00)
"Bluegrass, Comprehend, and North Key",4.33,(3.08 - 6.06),14.29,(11.23 - 18.00),5.17,(3.86 - 6.88),6.50,(5.17 - 8.14)
Communicare and River Valley,4.13,(2.88 - 5.90),14.31,(10.54 - 19.14),4.76,(3.43 - 6.59),6.04,(4.59 - 7.92)
Four Rivers and Pennyroyal,4.20,(2.84 - 6.18),12.76,(9.34 - 17.19),4.25,(3.06 - 5.87),5.45,(4.13 - 7.18)
"Kentucky River, Mountain, and Pathways",4.50,(3.13 - 6.42),13.33,(10.10 - 17.41),4.56,(3.31 - 6.26),5.73,(4.41 - 7.42)
Seven Counties,4.11,(2.90 - 5.80),14.63,(11.19 - 18.91),4.89,(3.61 - 6.59),6.10,(4.75 - 7.81)
Louisiana,4.14,(3.22 - 5.30),14.38,(12.45 - 16.55),6.28,(5.19 - 7.58),7.59,(6.54 - 8.79)
Regions 1 and 3,3.62,(2.45 - 5.32),15.17,(11.53 - 19.69),6.61,(4.84 - 8.98),7.93,(6.12 - 10.22)
Regions 2 and 9,4.46,(3.19 - 6.21),15.11,(12.06 - 18.79),6.39,(4.93 - 8.25),7.93,(6.45 - 9.70)
"Regions 4, 5, and 6",4.20,(2.96 - 5.91),13.23,(10.28 - 16.86),5.97,(4.48 - 7.91),7.12,(5.62 - 8.98)
Regions 7 and 8,3.97,(2.80 - 5.62),14.10,(10.88 - 18.08),6.08,(4.53 - 8.11),7.45,(5.86 - 9.41)
Region 10 (Jefferson),4.33,(2.97 - 6.29),14.64,(10.69 - 19.72),6.60,(4.82 - 8.97),7.67,(5.82 - 10.05)
Maine,5.00,(3.97 - 6.29),18.04,(15.85 - 20.45),5.63,(4.64 - 6.82),7.17,(6.18 - 8.30)
Aroostook/Downeast,4.81,(3.35 - 6.85),17.08,(13.05 - 22.05),5.19,(3.80 - 7.05),6.60,(5.12 - 8.48)
Central,4.91,(3.46 - 6.91),17.01,(12.92 - 22.08),5.52,(4.09 - 7.42),6.94,(5.39 - 8.89)
Cumberland,5.39,(3.84 - 7.52),19.05,(15.10 - 23.74),6.14,(4.58 - 8.18),7.72,(6.10 - 9.71)
Midcoast,5.00,(3.53 - 7.04),17.87,(13.61 - 23.09),5.46,(3.97 - 7.46),6.80,(5.21 - 8.83)
Penquis,4.60,(3.17 - 6.63),17.23,(13.41 - 21.87),5.20,(3.81 - 7.06),7.02,(5.51 - 8.90)
Western,4.92,(3.48 - 6.92),18.04,(13.85 - 23.16),5.79,(4.26 - 7.84),7.38,(5.73 - 9.46)
York,5.10,(3.55 - 7.28),19.31,(15.14 - 24.32),5.73,(4.23 - 7.72),7.28,(5.68 - 9.28)
Maryland,4.77,(3.80 - 5.99),17.42,(15.18 - 19.91),6.38,(5.32 - 7.64),7.95,(6.89 - 9.16)
Anne Arundel,5.29,(3.70 - 7.52),19.89,(15.13 - 25.69),6.57,(4.88 - 8.79),8.36,(6.54 - 10.63)
Baltimore City,3.19,(2.21 - 4.60),16.27,(12.36 - 21.11),7.38,(5.40 - 10.01),8.88,(6.86 - 11.43)
Baltimore County,4.91,(3.43 - 7.00),19.51,(15.40 - 24.41),6.52,(4.87 - 8.66),8.31,(6.59 - 10.42)
Montgomery,5.19,(3.62 - 7.40),16.73,(12.64 - 21.80),5.46,(4.01 - 7.41),6.81,(5.24 - 8.79)
North Central,5.81,(4.08 - 8.22),*,(* - *),6.02,(4.42 - 8.15),7.99,(6.20 - 10.25)
Northeast,6.08,(4.19 - 8.75),*,(* - *),6.61,(4.82 - 9.00),8.40,(6.43 - 10.91)
Prince George's,3.18,(2.19 - 4.60),13.62,(10.06 - 18.19),6.70,(4.95 - 9.01),7.84,(6.07 - 10.08)
South,5.00,(3.48 - 7.14),16.19,(12.15 - 21.24),6.28,(4.65 - 8.42),7.77,(6.04 - 9.95)
West,5.75,(4.08 - 8.04),17.88,(13.30 - 23.62),6.14,(4.55 - 8.23),7.77,(6.02 - 9.98)
Massachusetts,5.69,(4.55 - 7.10),20.07,(17.66 - 22.73),6.80,(5.64 - 8.18),8.75,(7.61 - 10.04)
Boston,4.21,(2.91 - 6.05),19.14,(14.90 - 24.24),8.28,(6.05 - 11.22),10.36,(8.09 - 13.19)
Central,6.04,(4.22 - 8.57),19.78,(15.20 - 25.32),6.57,(4.87 - 8.81),8.48,(6.63 - 10.79)
Metrowest,5.59,(4.06 - 7.67),20.87,(16.70 - 25.76),6.67,(5.09 - 8.71),8.59,(6.93 - 10.60)
Northeast,6.36,(4.56 - 8.80),20.61,(16.32 - 25.69),6.49,(4.86 - 8.61),8.35,(6.64 - 10.46)
Southeast,5.80,(4.16 - 8.05),21.08,(16.53 - 26.48),6.75,(5.08 - 8.92),8.62,(6.85 - 10.79)
Western,5.41,(3.84 - 7.57),18.44,(14.17 - 23.64),6.50,(4.79 - 8.78),8.59,(6.72 - 10.92)
Michigan,5.28,(4.64 - 5.99),18.07,(16.81 - 19.42),6.37,(5.69 - 7.14),8.08,(7.44 - 8.76)
Detroit City,2.66,(1.90 - 3.71),13.21,(10.53 - 16.43),7.95,(6.10 - 10.31),8.75,(6.99 - 10.89)
Genesee,4.90,(3.60 - 6.65),16.70,(13.20 - 20.91),6.50,(5.04 - 8.34),7.91,(6.41 - 9.73)
Kalamazoo,5.41,(4.07 - 7.15),18.85,(15.09 - 23.28),6.21,(4.84 - 7.93),8.23,(6.75 - 10.00)
Kent,4.89,(3.53 - 6.74),20.20,(16.47 - 24.53),6.40,(4.92 - 8.28),8.49,(6.94 - 10.34)
Lakeshore,5.63,(4.26 - 7.40),19.79,(16.10 - 24.08),6.44,(5.04 - 8.20),8.51,(7.03 - 10.27)
Macomb,5.20,(3.93 - 6.86),16.06,(12.99 - 19.70),5.67,(4.39 - 7.30),6.96,(5.65 - 8.55)
Mid South,5.85,(4.52 - 7.54),20.97,(17.93 - 24.37),6.50,(5.16 - 8.16),9.07,(7.70 - 10.64)
