State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
"Kentucky River, Mountain, and Pathways",4.10,(2.84 - 5.88),7.29,(4.94 - 10.65),1.43,(0.80 - 2.52),2.21,(1.44 - 3.37)
Seven Counties,5.33,(3.90 - 7.24),11.77,(8.51 - 16.05),2.31,(1.43 - 3.72),3.49,(2.45 - 4.94)
Louisiana,4.12,(3.31 - 5.12),7.20,(5.89 - 8.78),1.96,(1.40 - 2.73),2.81,(2.23 - 3.53)
Regions 1 and 3,4.19,(2.91 - 6.01),7.81,(5.31 - 11.35),2.34,(1.36 - 4.00),3.18,(2.08 - 4.84)
Regions 2 and 9,3.91,(2.79 - 5.46),6.78,(4.87 - 9.35),1.77,(1.09 - 2.86),2.65,(1.88 - 3.74)
"Regions 4, 5, and 6",3.92,(2.80 - 5.45),6.44,(4.52 - 9.10),1.68,(1.01 - 2.79),2.43,(1.67 - 3.54)
Regions 7 and 8,4.18,(2.99 - 5.83),7.60,(5.30 - 10.78),2.02,(1.21 - 3.37),2.97,(2.04 - 4.32)
Region 10 (Jefferson),4.91,(3.36 - 7.13),8.80,(5.75 - 13.23),2.36,(1.31 - 4.20),3.21,(2.00 - 5.12)
Maine,5.01,(4.10 - 6.11),9.90,(8.28 - 11.79),1.65,(1.17 - 2.32),2.67,(2.14 - 3.33)
Aroostook/Downeast,5.03,(3.58 - 7.02),9.17,(6.27 - 13.22),1.53,(0.86 - 2.70),2.44,(1.60 - 3.70)
Central,5.29,(3.70 - 7.51),10.51,(7.26 - 14.98),1.82,(1.06 - 3.09),2.89,(1.92 - 4.30)
Cumberland,4.79,(3.47 - 6.57),10.00,(7.23 - 13.67),1.45,(0.85 - 2.49),2.50,(1.73 - 3.60)
Midcoast,4.98,(3.48 - 7.07),9.96,(6.82 - 14.33),1.79,(1.03 - 3.09),2.67,(1.75 - 4.06)
Penquis,4.80,(3.46 - 6.63),9.62,(6.86 - 13.33),1.55,(0.92 - 2.60),2.77,(1.93 - 3.96)
Western,5.27,(3.75 - 7.34),10.35,(7.13 - 14.80),1.83,(1.08 - 3.07),2.93,(1.97 - 4.33)
York,4.98,(3.57 - 6.91),9.57,(6.68 - 13.53),1.68,(0.99 - 2.83),2.58,(1.74 - 3.81)
Maryland,4.06,(3.28 - 5.01),7.87,(6.43 - 9.60),1.74,(1.24 - 2.42),2.61,(2.07 - 3.29)
Anne Arundel,4.54,(3.18 - 6.45),10.30,(7.01 - 14.89),1.96,(1.11 - 3.41),3.08,(2.01 - 4.68)
Baltimore City,4.11,(2.84 - 5.92),8.88,(5.91 - 13.14),2.76,(1.56 - 4.81),3.79,(2.43 - 5.87)
Baltimore County,4.02,(2.78 - 5.77),7.42,(5.05 - 10.78),1.52,(0.88 - 2.63),2.34,(1.55 - 3.50)
Montgomery,4.33,(3.02 - 6.17),8.13,(5.39 - 12.08),1.45,(0.82 - 2.55),2.25,(1.45 - 3.46)
North Central,4.15,(2.90 - 5.91),8.24,(5.27 - 12.65),1.43,(0.82 - 2.49),2.31,(1.48 - 3.58)
Northeast,4.79,(3.30 - 6.90),*,(* - *),*,(* - *),3.01,(1.93 - 4.66)
Prince George's,3.20,(2.15 - 4.73),5.32,(3.44 - 8.15),1.77,(1.01 - 3.09),2.36,(1.50 - 3.69)
South,3.72,(2.55 - 5.40),6.80,(4.41 - 10.33),1.45,(0.81 - 2.56),2.26,(1.44 - 3.51)
West,4.16,(2.88 - 5.97),7.80,(5.00 - 11.96),*,(* - *),2.39,(1.52 - 3.73)
Massachusetts,4.85,(3.94 - 5.97),10.06,(8.33 - 12.11),1.55,(1.09 - 2.18),2.80,(2.26 - 3.46)
Boston,4.16,(2.87 - 5.98),8.43,(5.75 - 12.20),1.72,(0.98 - 3.01),3.02,(2.02 - 4.48)
Central,4.79,(3.37 - 6.76),10.74,(7.30 - 15.55),1.53,(0.86 - 2.72),2.87,(1.90 - 4.29)
Metrowest,4.31,(3.10 - 5.95),9.62,(6.81 - 13.43),1.25,(0.73 - 2.12),2.38,(1.66 - 3.40)
Northeast,5.18,(3.70 - 7.21),10.38,(7.39 - 14.39),1.45,(0.86 - 2.44),2.63,(1.82 - 3.76)
Southeast,5.48,(3.86 - 7.71),11.60,(8.08 - 16.38),1.84,(1.10 - 3.06),3.11,(2.13 - 4.52)
Western,4.90,(3.46 - 6.89),9.70,(6.73 - 13.79),1.64,(0.94 - 2.83),3.05,(2.08 - 4.45)
Michigan,4.71,(4.13 - 5.37),7.99,(7.16 - 8.89),1.76,(1.44 - 2.16),2.67,(2.34 - 3.04)
Detroit City,4.48,(3.29 - 6.07),8.84,(6.62 - 11.70),3.92,(2.58 - 5.93),4.67,(3.33 - 6.50)
Genesee,4.99,(3.68 - 6.73),9.67,(6.93 - 13.34),2.24,(1.41 - 3.56),3.27,(2.30 - 4.64)
Kalamazoo,4.05,(2.94 - 5.55),6.46,(4.51 - 9.17),1.33,(0.81 - 2.16),2.15,(1.49 - 3.08)
Kent,4.60,(3.39 - 6.23),7.73,(5.56 - 10.66),1.66,(1.06 - 2.60),2.58,(1.84 - 3.61)
Lakeshore,4.88,(3.64 - 6.51),7.90,(5.76 - 10.76),1.78,(1.16 - 2.74),2.73,(1.97 - 3.77)
Macomb,4.59,(3.41 - 6.16),9.13,(6.73 - 12.28),1.52,(0.96 - 2.40),2.47,(1.77 - 3.42)
Mid South,5.08,(3.91 - 6.58),7.87,(6.10 - 10.10),1.71,(1.13 - 2.58),2.80,(2.12 - 3.69)
