State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Arkansas,15.97,(14.09 - 18.06),54.86,(51.59 - 58.10),45.07,(41.94 - 48.25),46.46,(43.63 - 49.32)
Catchment Area 1,17.85,(14.06 - 22.39),*,(* - *),52.80,(46.41 - 59.11),54.54,(48.62 - 60.34)
Catchment Area 2,16.58,(12.89 - 21.07),*,(* - *),*,(* - *),43.54,(37.19 - 50.11)
Catchment Area 3,17.28,(13.72 - 21.53),*,(* - *),42.38,(36.09 - 48.93),43.85,(37.98 - 49.90)
Catchment Area 4,17.04,(13.10 - 21.88),*,(* - *),*,(* - *),*,(* - *)
Catchment Area 5,16.67,(13.31 - 20.67),59.16,(53.75 - 64.36),45.74,(40.07 - 51.52),47.89,(42.80 - 53.03)
Catchment Area 6,13.76,(10.44 - 17.92),*,(* - *),*,(* - *),*,(* - *)
Catchment Area 7,15.98,(12.17 - 20.69),*,(* - *),*,(* - *),*,(* - *)
Catchment Area 8,12.99,(10.19 - 16.42),48.37,(41.85 - 54.94),46.85,(40.87 - 52.91),47.05,(41.50 - 52.66)
California,14.87,(13.78 - 16.04),58.63,(56.89 - 60.34),52.68,(50.95 - 54.41),53.63,(52.14 - 55.11)
Region 1R,17.96,(14.19 - 22.47),64.70,(57.94 - 70.92),54.94,(48.28 - 61.43),56.67,(50.51 - 62.62)
Region 2R,16.31,(12.97 - 20.32),65.29,(59.17 - 70.94),59.69,(53.67 - 65.42),60.65,(55.15 - 65.89)
Region 3R (Sacramento),14.71,(11.72 - 18.30),61.84,(55.97 - 67.39),56.23,(50.69 - 61.62),57.10,(52.04 - 62.02)
Region 4R,17.56,(13.86 - 22.00),67.48,(60.94 - 73.40),63.57,(57.47 - 69.27),64.13,(58.45 - 69.44)
Region 5R (San Francisco),*,(* - *),*,(* - *),57.09,(50.25 - 63.67),57.82,(51.26 - 64.11)
Region 6 (Santa Clara),12.92,(10.16 - 16.30),57.72,(51.30 - 63.89),50.98,(45.22 - 56.71),51.86,(46.48 - 57.19)
Region 7R (Contra Costa),15.93,(12.49 - 20.11),*,(* - *),59.44,(53.00 - 65.57),59.48,(53.45 - 65.23)
Region 8R (Alameda),13.51,(10.63 - 17.03),57.92,(52.08 - 63.55),54.51,(48.21 - 60.66),54.98,(49.20 - 60.62)
Region 9R (San Mateo),16.53,(12.70 - 21.24),*,(* - *),*,(* - *),60.97,(54.28 - 67.27)
Region 10,15.65,(12.45 - 19.50),59.04,(52.74 - 65.05),54.97,(48.58 - 61.20),55.67,(49.85 - 61.34)
Region 11 (Los Angeles),13.76,(12.33 - 15.33),55.33,(52.69 - 57.93),49.03,(46.42 - 51.63),50.01,(47.68 - 52.35)
LA SPA 1 and 5,15.94,(12.40 - 20.27),*,(* - *),59.11,(52.49 - 65.42),59.99,(53.84 - 65.84)
LA SPA 2,13.39,(10.64 - 16.72),54.62,(49.10 - 60.02),48.39,(42.92 - 53.89),49.29,(44.25 - 54.34)
LA SPA 3,14.05,(11.12 - 17.59),58.01,(52.73 - 63.11),47.78,(42.24 - 53.38),49.38,(44.33 - 54.45)
LA SPA 4,13.10,(10.16 - 16.73),53.91,(47.13 - 60.54),45.81,(39.71 - 52.05),46.94,(41.21 - 52.75)
LA SPA 6,11.62,(8.92 - 15.00),*,(* - *),*,(* - *),38.63,(32.70 - 44.92)
LA SPA 7,14.50,(11.38 - 18.31),53.59,(47.20 - 59.87),48.22,(42.30 - 54.20),49.14,(43.72 - 54.59)
LA SPA 8,14.15,(11.22 - 17.68),58.16,(51.91 - 64.16),54.40,(48.68 - 60.01),54.97,(49.66 - 60.16)
Region 12R,16.61,(12.83 - 21.24),*,(* - *),*,(* - *),55.23,(48.72 - 61.57)
Regions 13 and 19R,15.51,(12.69 - 18.82),58.28,(52.57 - 63.78),49.01,(43.83 - 54.21),50.61,(45.86 - 55.34)
Region 13 (Riverside),15.60,(12.59 - 19.18),58.91,(52.82 - 64.74),49.67,(44.15 - 55.21),51.25,(46.18 - 56.29)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Region 14 (Orange),14.47,(11.79 - 17.65),60.60,(55.45 - 65.52),54.75,(49.77 - 59.63),55.61,(51.09 - 60.04)
Region 15R (Fresno),14.25,(11.11 - 18.10),*,(* - *),46.58,(40.16 - 53.11),47.55,(41.61 - 53.57)
Region 16R (San Diego),16.00,(13.23 - 19.22),65.17,(60.36 - 69.70),58.41,(53.78 - 62.89),59.59,(55.45 - 63.59)
Region 17R,15.80,(12.70 - 19.48),54.07,(47.97 - 60.05),47.36,(41.72 - 53.07),48.62,(43.49 - 53.77)
Region 18R (San Bernardino),13.88,(11.27 - 16.96),51.58,(46.26 - 56.86),42.30,(37.11 - 47.67),44.01,(39.36 - 48.78)
Region 20R,16.45,(13.04 - 20.56),*,(* - *),49.48,(43.16 - 55.81),50.11,(44.22 - 55.99)
Region 21R,16.14,(12.48 - 20.64),63.15,(56.83 - 69.05),57.77,(51.37 - 63.91),58.75,(52.95 - 64.33)
Colorado,18.78,(16.57 - 21.22),70.02,(66.84 - 73.02),63.65,(60.38 - 66.79),64.57,(61.67 - 67.36)
Region 1,22.18,(18.04 - 26.97),72.67,(66.62 - 77.99),66.48,(60.37 - 72.09),67.60,(62.05 - 72.69)
Regions 2 and 7,19.16,(16.18 - 22.54),71.34,(67.22 - 75.13),65.60,(61.49 - 69.49),66.38,(62.72 - 69.85)
Region 3,14.76,(11.52 - 18.72),*,(* - *),58.98,(52.14 - 65.48),60.12,(53.80 - 66.12)
Region 4,16.70,(12.51 - 21.94),*,(* - *),*,(* - *),*,(* - *)
Regions 5 and 6,19.64,(15.33 - 24.81),*,(* - *),*,(* - *),65.63,(58.94 - 71.76)
Connecticut,19.13,(17.01 - 21.45),70.72,(67.53 - 73.72),65.60,(62.48 - 68.59),66.29,(63.48 - 69.00)
Eastern,17.32,(13.54 - 21.89),*,(* - *),62.54,(55.81 - 68.82),63.80,(57.61 - 69.57)
North Central,17.87,(14.64 - 21.63),70.77,(65.52 - 75.51),64.78,(59.55 - 69.68),65.57,(60.79 - 70.06)
Northwestern,18.38,(14.64 - 22.82),66.28,(59.98 - 72.05),61.87,(55.97 - 67.44),62.43,(56.98 - 67.58)
South Central,20.63,(17.00 - 24.80),74.98,(69.89 - 79.46),68.24,(62.94 - 73.10),69.17,(64.35 - 73.61)
Southwest,20.97,(17.05 - 25.51),69.51,(63.24 - 75.13),68.89,(62.91 - 74.30),68.97,(63.42 - 74.03)
Delaware,15.50,(13.51 - 17.72),66.66,(63.45 - 69.72),57.81,(54.54 - 61.01),59.08,(56.17 - 61.93)
Kent,15.66,(12.21 - 19.87),62.11,(55.63 - 68.19),53.97,(47.68 - 60.14),55.25,(49.47 - 60.88)
New Castle (excluding Wilmington City),15.95,(13.29 - 19.04),71.56,(67.58 - 75.22),62.47,(58.02 - 66.72),63.85,(59.93 - 67.60)
Sussex,15.11,(11.92 - 18.98),59.37,(52.72 - 65.69),52.55,(46.73 - 58.31),53.32,(47.87 - 58.70)
Wilmington City,13.33,(10.06 - 17.46),*,(* - *),*,(* - *),*,(* - *)
District of Columbia,14.95,(13.06 - 17.07),72.19,(69.07 - 75.11),62.75,(59.44 - 65.94),64.44,(61.54 - 67.24)
Ward 1,17.28,(13.05 - 22.51),*,(* - *),*,(* - *),67.70,(61.24 - 73.54)
Ward 2,*,(* - *),87.03,(82.86 - 90.30),77.44,(71.70 - 82.30),79.95,(75.18 - 84.00)
Ward 3,*,(* - *),86.59,(82.03 - 90.13),82.98,(77.69 - 87.22),83.59,(78.82 - 87.46)
Ward 4,15.13,(11.84 - 19.13),*,(* - *),*,(* - *),58.66,(52.07 - 64.95)
Ward 5,13.13,(10.00 - 17.05),*,(* - *),*,(* - *),54.37,(47.80 - 60.80)
Ward 6,*,(* - *),*,(* - *),*,(* - *),64.17,(57.46 - 70.37)
Ward 7,11.41,(8.80 - 14.68),*,(* - *),*,(* - *),48.18,(41.89 - 54.52)
Ward 8,12.15,(9.56 - 15.32),*,(* - *),46.22,(39.71 - 52.85),47.70,(41.78 - 53.68)
Florida,16.26,(15.04 - 17.56),58.33,(56.50 - 60.14),55.67,(53.91 - 57.41),56.01,(54.45 - 57.57)
Region A - Northwest,15.93,(13.53 - 18.67),61.55,(57.39 - 65.55),52.46,(47.86 - 57.01),53.98,(49.84 - 58.06)
Circuit 1,15.77,(12.43 - 19.81),61.52,(55.01 - 67.65),52.93,(46.15 - 59.60),54.20,(47.98 - 60.30)
Circuit 2,14.79,(11.48 - 18.86),64.81,(58.45 - 70.69),*,(* - *),57.29,(50.82 - 63.53)
Circuit 14,17.74,(13.78 - 22.53),*,(* - *),*,(* - *),49.10,(42.71 - 55.53)
Region B - Northeast,17.31,(15.17 - 19.67),61.98,(58.34 - 65.49),55.82,(52.32 - 59.26),56.76,(53.59 - 59.88)
Circuits 3 and 8,17.72,(13.93 - 22.28),64.80,(58.76 - 70.40),50.97,(44.51 - 57.39),53.88,(48.10 - 59.56)
Circuit 4,16.45,(13.56 - 19.80),61.56,(56.04 - 66.80),58.77,(53.34 - 64.00),59.17,(54.19 - 63.97)
Circuit 7,18.35,(14.74 - 22.61),59.57,(52.88 - 65.92),55.04,(49.10 - 60.84),55.62,(50.07 - 61.04)
Region C - Central,15.91,(14.19 - 17.80),58.12,(55.31 - 60.88),54.09,(51.27 - 56.88),54.60,(52.05 - 57.14)
Circuit 5,16.80,(13.58 - 20.62),56.91,(50.91 - 62.71),49.68,(44.05 - 55.32),50.47,(45.21 - 55.73)
Circuit 9,13.11,(10.45 - 16.32),58.01,(53.20 - 62.68),53.22,(48.21 - 58.16),53.92,(49.41 - 58.36)
Circuit 10,16.48,(12.92 - 20.79),*,(* - *),49.99,(43.59 - 56.40),50.53,(44.54 - 56.51)
Circuit 18,16.74,(13.57 - 20.48),63.75,(57.88 - 69.23),61.67,(56.25 - 66.81),61.93,(56.92 - 66.70)
Circuit 19,19.41,(15.55 - 23.95),*,(* - *),56.12,(49.82 - 62.24),56.10,(50.16 - 61.87)
Region D - Southeast,15.63,(13.52 - 17.99),57.68,(54.09 - 61.18),59.90,(56.72 - 63.00),59.65,(56.73 - 62.51)
Circuit 15 (Palm Beach),17.67,(14.41 - 21.47),56.44,(50.73 - 61.99),61.25,(56.19 - 66.08),60.73,(56.03 - 65.24)
Circuit 17 (Broward),14.29,(11.87 - 17.11),58.54,(54.04 - 62.90),58.88,(54.80 - 62.84),58.85,(55.12 - 62.48)
Region E - Sun Coast,17.05,(15.23 - 19.03),57.39,(54.24 - 60.49),56.96,(54.07 - 59.81),57.02,(54.35 - 59.64)
Circuit 6,16.82,(13.86 - 20.27),58.22,(52.89 - 63.37),54.23,(49.22 - 59.15),54.65,(49.99 - 59.23)
Circuit 12,17.24,(13.70 - 21.47),*,(* - *),58.89,(52.24 - 65.23),58.94,(52.64 - 64.95)
Circuit 13 (Hillsborough),15.73,(12.85 - 19.11),56.26,(50.94 - 61.45),53.46,(48.37 - 58.48),53.85,(49.21 - 58.43)
Circuit 20,18.93,(15.58 - 22.80),56.69,(50.38 - 62.78),62.33,(56.69 - 67.66),61.76,(56.46 - 66.79)
Region F - Southern (Circuits 11 and 16),15.51,(12.92 - 18.52),54.45,(50.11 - 58.72),52.45,(48.01 - 56.86),52.72,(48.71 - 56.69)
Georgia,13.30,(11.56 - 15.26),54.25,(50.71 - 57.75),49.86,(46.54 - 53.18),50.50,(47.51 - 53.49)
Region 1,13.23,(10.49 - 16.54),53.93,(47.50 - 60.24),49.62,(44.33 - 54.92),50.19,(45.26 - 55.12)
Region 2,13.34,(10.33 - 17.05),56.87,(50.05 - 63.43),*,(* - *),48.68,(42.52 - 54.87)
Region 3,13.17,(10.47 - 16.43),55.69,(50.10 - 61.15),55.84,(50.26 - 61.27),55.82,(50.73 - 60.79)
Region 4,12.78,(9.64 - 16.74),*,(* - *),*,(* - *),*,(* - *)
Region 5,12.33,(9.43 - 15.97),*,(* - *),*,(* - *),42.39,(36.31 - 48.72)
Region 6,14.66,(11.44 - 18.60),*,(* - *),*,(* - *),50.14,(43.66 - 56.62)
Hawaii,13.03,(11.16 - 15.16),59.15,(55.60 - 62.61),49.38,(45.82 - 52.93),50.70,(47.52 - 53.88)
Hawaii Island,16.32,(12.58 - 20.91),*,(* - *),*,(* - *),54.38,(47.99 - 60.62)
Honolulu,12.36,(10.23 - 14.86),60.46,(56.30 - 64.47),47.84,(43.66 - 52.05),49.58,(45.84 - 53.32)
Kauai and Maui,12.88,(10.18 - 16.16),52.65,(46.13 - 59.09),52.63,(46.46 - 58.71),52.63,(46.83 - 58.37)
Kauai,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Maui,12.44,(9.35 - 16.36),*,(* - *),*,(* - *),*,(* - *)
Idaho,13.55,(11.81 - 15.51),51.96,(48.85 - 55.05),46.65,(43.57 - 49.76),47.47,(44.74 - 50.21)
Region 1,18.41,(14.53 - 23.03),*,(* - *),57.05,(50.48 - 63.39),57.79,(51.63 - 63.71)
Region 2,15.48,(11.60 - 20.36),*,(* - *),*,(* - *),*,(* - *)
Region 3,12.82,(10.05 - 16.22),*,(* - *),37.71,(31.89 - 43.90),38.62,(33.14 - 44.40)
Region 4,14.34,(11.43 - 17.83),62.92,(57.72 - 67.83),56.08,(50.63 - 61.39),57.04,(52.12 - 61.82)
Region 5,14.85,(11.32 - 19.24),*,(* - *),45.01,(38.37 - 51.84),45.66,(39.38 - 52.07)
Region 6,11.12,(8.34 - 14.68),*,(* - *),*,(* - *),38.02,(31.91 - 44.53)
Region 7,8.27,(6.01 - 11.26),31.71,(26.14 - 37.86),28.60,(23.19 - 34.69),29.23,(24.44 - 34.52)
Illinois,16.07,(14.87 - 17.35),64.49,(62.79 - 66.15),56.07,(54.26 - 57.86),57.35,(55.77 - 58.91)
Region I (Cook),15.62,(13.79 - 17.64),60.88,(58.27 - 63.44),55.66,(52.77 - 58.51),56.41,(53.85 - 58.93)
Region II,16.79,(14.96 - 18.80),67.15,(64.24 - 69.94),60.53,(57.66 - 63.33),61.52,(59.00 - 63.98)
Region III,16.07,(13.45 - 19.08),69.65,(65.85 - 73.19),55.01,(50.86 - 59.09),57.74,(54.15 - 61.25)
Region IV,17.40,(14.29 - 21.01),63.33,(58.13 - 68.23),51.58,(46.45 - 56.67),53.38,(48.76 - 57.95)
Region V,14.46,(11.97 - 17.37),63.58,(59.21 - 67.74),47.79,(43.35 - 52.27),50.29,(46.35 - 54.23)
Indiana,14.68,(12.94 - 16.60),59.21,(56.16 - 62.19),51.85,(48.66 - 55.02),52.93,(50.07 - 55.76)
Central,12.77,(10.26 - 15.77),59.03,(53.58 - 64.27),54.92,(49.29 - 60.43),55.46,(50.32 - 60.49)
East,13.77,(10.21 - 18.31),*,(* - *),*,(* - *),*,(* - *)
North Central,15.00,(11.84 - 18.81),59.49,(52.91 - 65.74),52.18,(45.85 - 58.45),53.21,(47.36 - 58.98)
Northeast,15.10,(11.63 - 19.37),*,(* - *),*,(* - *),52.71,(46.03 - 59.29)
Northwest,15.45,(12.12 - 19.48),*,(* - *),53.53,(46.89 - 60.05),54.32,(48.11 - 60.41)
Southeast,16.31,(12.74 - 20.66),*,(* - *),48.30,(41.76 - 54.89),49.06,(42.91 - 55.24)
Southwest,14.27,(10.90 - 18.47),*,(* - *),*,(* - *),50.50,(43.84 - 57.14)
West,17.38,(13.53 - 22.04),66.30,(60.13 - 71.96),53.16,(46.42 - 59.78),55.99,(50.10 - 61.72)
Iowa,16.57,(14.63 - 18.70),67.46,(64.23 - 70.53),55.69,(52.54 - 58.79),57.48,(54.66 - 60.24)
Central,16.89,(13.50 - 20.93),68.98,(63.03 - 74.37),59.67,(53.82 - 65.25),60.91,(55.53 - 66.04)
North Central,15.78,(12.22 - 20.13),66.88,(60.98 - 72.29),52.15,(45.33 - 58.90),54.90,(48.82 - 60.83)
Northeast,18.58,(15.22 - 22.47),73.07,(67.68 - 77.85),60.16,(54.52 - 65.55),62.16,(57.04 - 67.03)
Northwest,15.88,(12.68 - 19.71),65.20,(58.63 - 71.23),53.95,(47.74 - 60.03),55.54,(49.85 - 61.09)
Southeast,14.94,(12.09 - 18.31),64.23,(57.95 - 70.06),52.44,(46.82 - 57.99),54.33,(49.16 - 59.40)
Southwest,16.42,(12.55 - 21.20),*,(* - *),*,(* - *),52.78,(46.15 - 59.32)
Kansas,17.11,(15.03 - 19.41),66.75,(63.45 - 69.89),53.54,(50.29 - 56.77),55.64,(52.76 - 58.48)
Kansas City Metro,17.70,(14.53 - 21.39),71.25,(66.30 - 75.74),61.86,(57.01 - 66.48),63.35,(59.03 - 67.47)
Northeast,17.37,(13.81 - 21.63),66.83,(60.55 - 72.56),52.09,(46.02 - 58.10),54.69,(49.24 - 60.04)
South Central,16.41,(12.71 - 20.92),*,(* - *),*,(* - *),49.41,(42.70 - 56.14)
Southeast,15.74,(11.89 - 20.55),*,(* - *),*,(* - *),*,(* - *)
West,17.69,(13.79 - 22.40),*,(* - *),*,(* - *),*,(* - *)
Wichita (Sedgwick),16.37,(12.71 - 20.84),67.46,(60.88 - 73.42),52.12,(45.89 - 58.28),54.33,(48.60 - 59.94)
Kentucky,14.58,(12.75 - 16.63),55.21,(52.03 - 58.35),41.40,(38.30 - 44.57),43.28,(40.50 - 46.10)
"Adanta, Cumberland River, and Lifeskills",13.51,(10.49 - 17.24),*,(* - *),30.90,(25.50 - 36.88),32.61,(27.48 - 38.19)
"Bluegrass, Comprehend, and North Key",16.27,(13.20 - 19.89),63.30,(58.15 - 68.17),48.89,(43.89 - 53.91),50.99,(46.47 - 55.50)
Communicare and River Valley,15.38,(11.86 - 19.72),*,(* - *),*,(* - *),*,(* - *)
Four Rivers and Pennyroyal,13.41,(10.23 - 17.38),*,(* - *),*,(* - *),37.57,(31.28 - 44.31)
"Kentucky River, Mountain, and Pathways",11.64,(8.93 - 15.04),41.98,(35.91 - 48.31),27.46,(22.27 - 33.35),29.39,(24.53 - 34.77)
Seven Counties,14.79,(11.70 - 18.53),61.53,(55.21 - 67.48),50.27,(44.63 - 55.91),51.67,(46.47 - 56.84)
Louisiana,16.10,(14.16 - 18.24),59.89,(56.74 - 62.95),52.35,(48.97 - 55.72),53.57,(50.61 - 56.52)
Regions 1 and 3,16.32,(12.78 - 20.61),61.95,(55.41 - 68.09),55.51,(48.86 - 61.98),56.51,(50.45 - 62.37)
Regions 2 and 9,16.13,(12.99 - 19.86),61.31,(56.32 - 66.07),53.49,(48.12 - 58.78),54.87,(50.16 - 59.49)
"Regions 4, 5, and 6",16.50,(13.36 - 20.19),58.39,(52.74 - 63.82),49.21,(43.73 - 54.71),50.66,(45.68 - 55.63)
Regions 7 and 8,13.87,(10.93 - 17.45),56.52,(50.52 - 62.33),47.39,(41.36 - 53.49),48.94,(43.52 - 54.40)
Region 10 (Jefferson),18.92,(14.56 - 24.22),*,(* - *),*,(* - *),61.88,(55.16 - 68.18)
Maine,16.60,(14.63 - 18.78),65.01,(61.86 - 68.04),55.53,(52.30 - 58.71),56.70,(53.78 - 59.58)
Aroostook/Downeast,16.55,(13.03 - 20.81),*,(* - *),*,(* - *),49.35,(42.86 - 55.87)
Central,13.93,(10.66 - 18.01),*,(* - *),*,(* - *),47.35,(41.03 - 53.76)
Cumberland,17.05,(13.69 - 21.03),70.12,(64.68 - 75.05),61.95,(56.25 - 67.35),62.95,(57.71 - 67.91)
Midcoast,16.39,(12.66 - 20.95),*,(* - *),*,(* - *),56.34,(49.54 - 62.91)
Penquis,16.16,(12.73 - 20.29),64.07,(57.85 - 69.86),52.34,(45.72 - 58.88),54.11,(48.09 - 60.02)
Western,17.76,(14.04 - 22.20),*,(* - *),56.62,(50.05 - 62.97),57.53,(51.40 - 63.44)
York,17.64,(14.05 - 21.91),70.16,(63.75 - 75.87),62.94,(56.34 - 69.08),63.77,(57.64 - 69.48)
Maryland,15.17,(13.38 - 17.15),64.68,(61.44 - 67.79),58.63,(55.39 - 61.80),59.50,(56.60 - 62.32)
Anne Arundel,17.30,(13.52 - 21.87),*,(* - *),63.33,(56.64 - 69.54),64.08,(57.86 - 69.86)
Baltimore City,12.56,(9.59 - 16.28),*,(* - *),46.60,(39.96 - 53.36),48.29,(42.20 - 54.43)
Baltimore County,16.57,(12.77 - 21.23),69.01,(62.87 - 74.55),63.65,(56.96 - 69.85),64.39,(58.24 - 70.09)
Montgomery,16.20,(12.77 - 20.33),*,(* - *),62.57,(56.27 - 68.47),63.22,(57.32 - 68.74)
North Central,17.31,(13.55 - 21.86),*,(* - *),*,(* - *),*,(* - *)
Northeast,18.11,(14.04 - 23.03),*,(* - *),*,(* - *),*,(* - *)
Prince George's,10.07,(7.58 - 13.25),*,(* - *),51.16,(44.61 - 57.67),52.38,(46.40 - 58.29)
South,14.62,(11.33 - 18.67),*,(* - *),*,(* - *),54.22,(47.64 - 60.65)
West,17.51,(13.58 - 22.28),*,(* - *),*,(* - *),60.87,(54.14 - 67.21)
Massachusetts,18.64,(16.58 - 20.90),71.81,(68.63 - 74.79),64.10,(60.94 - 67.14),65.23,(62.40 - 67.95)
Boston,14.62,(11.10 - 19.03),*,(* - *),*,(* - *),62.24,(55.66 - 68.39)
Central,19.38,(15.14 - 24.46),*,(* - *),*,(* - *),65.12,(58.80 - 70.96)
Metrowest,18.71,(15.29 - 22.70),71.90,(66.47 - 76.77),67.24,(61.96 - 72.11),67.87,(63.06 - 72.33)
Northeast,20.24,(16.29 - 24.87),69.58,(63.64 - 74.94),61.50,(55.67 - 67.01),62.56,(57.23 - 67.61)
Southeast,19.28,(15.41 - 23.85),73.52,(67.39 - 78.85),66.39,(60.30 - 71.97),67.32,(61.69 - 72.48)
Western,17.36,(13.63 - 21.83),71.76,(65.41 - 77.36),62.64,(56.23 - 68.64),64.24,(58.43 - 69.65)
Michigan,15.56,(14.45 - 16.74),67.05,(65.43 - 68.63),58.35,(56.68 - 60.00),59.62,(58.15 - 61.07)
Detroit City,10.23,(8.15 - 12.78),52.91,(48.16 - 57.61),43.38,(38.40 - 48.50),44.82,(40.33 - 49.41)
Genesee,14.07,(11.23 - 17.48),60.80,(54.93 - 66.38),54.61,(48.94 - 60.15),55.46,(50.26 - 60.56)
Kalamazoo,15.11,(12.11 - 18.71),69.89,(64.53 - 74.75),56.40,(50.90 - 61.75),58.55,(53.60 - 63.34)
Kent,13.27,(10.42 - 16.77),67.01,(61.97 - 71.68),54.97,(49.47 - 60.35),56.79,(51.81 - 61.63)
Lakeshore,15.87,(12.93 - 19.33),63.25,(57.94 - 68.26),57.84,(52.50 - 63.01),58.68,(53.86 - 63.34)
Macomb,16.97,(14.12 - 20.26),68.17,(63.49 - 72.51),61.36,(56.81 - 65.72),62.21,(58.02 - 66.22)
Mid South,16.46,(13.70 - 19.64),75.89,(72.40 - 79.06),58.72,(54.21 - 63.09),61.76,(57.89 - 65.49)
Northern,18.63,(15.51 - 22.22),66.29,(61.45 - 70.81),58.58,(53.77 - 63.23),59.75,(55.42 - 63.93)
Oakland,15.34,(12.87 - 18.18),68.95,(64.88 - 72.73),65.38,(61.25 - 69.29),65.80,(62.05 - 69.37)
Pathways and Western,18.43,(14.63 - 22.96),72.94,(67.24 - 77.96),61.23,(54.89 - 67.22),63.11,(57.39 - 68.49)
Riverhaven,19.33,(15.49 - 23.86),66.39,(59.85 - 72.36),55.92,(49.47 - 62.18),57.31,(51.30 - 63.12)
Saginaw,16.81,(13.34 - 20.96),67.56,(61.12 - 73.40),57.99,(51.60 - 64.12),59.38,(53.48 - 65.03)
Southeast,16.45,(14.03 - 19.21),65.55,(61.63 - 69.27),58.73,(54.60 - 62.73),59.59,(55.84 - 63.23)
St. Clair,17.20,(13.62 - 21.49),*,(* - *),60.45,(53.69 - 66.83),61.36,(55.01 - 67.36)
Washtenaw,15.32,(12.16 - 19.12),70.61,(65.08 - 75.60),66.14,(60.51 - 71.34),66.98,(61.95 - 71.65)
Minnesota,16.69,(14.67 - 18.92),73.63,(70.61 - 76.45),65.70,(62.48 - 68.78),66.89,(63.99 - 69.65)
Regions 1 and 2,20.48,(15.98 - 25.85),*,(* - *),*,(* - *),*,(* - *)
Regions 3 and 4,16.96,(13.52 - 21.06),74.46,(68.75 - 79.43),64.09,(58.34 - 69.46),65.84,(60.66 - 70.67)
Regions 5 and 6,18.13,(14.65 - 22.22),72.47,(66.80 - 77.51),60.84,(54.56 - 66.78),62.70,(57.05 - 68.03)
Region 7A (Hennepin),15.26,(11.95 - 19.28),71.78,(65.99 - 76.93),67.96,(61.93 - 73.44),68.45,(62.89 - 73.54)
Region 7B (Ramsey),14.32,(10.87 - 18.63),*,(* - *),*,(* - *),*,(* - *)
Region 7C,16.01,(12.84 - 19.79),76.58,(71.33 - 81.13),70.64,(65.52 - 75.29),71.47,(66.77 - 75.75)
