State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 10,30.76,(25.78 - 36.24),22.02,(18.00 - 26.64),36.74,(31.50 - 42.31),34.20,(29.58 - 39.14)
Region 11 (Los Angeles),32.98,(30.65 - 35.40),27.97,(25.75 - 30.30),43.14,(40.67 - 45.64),40.76,(38.59 - 42.96)
LA SPA 1 and 5,30.66,(25.44 - 36.43),19.12,(15.04 - 23.99),34.80,(29.38 - 40.64),32.45,(27.59 - 37.71)
LA SPA 2,33.31,(28.73 - 38.22),27.45,(23.30 - 32.04),40.28,(35.43 - 45.34),38.43,(34.08 - 42.97)
LA SPA 3,34.02,(29.19 - 39.22),27.72,(23.53 - 32.34),45.81,(40.66 - 51.04),42.97,(38.43 - 47.64)
LA SPA 4,31.98,(26.89 - 37.54),29.71,(24.64 - 35.34),43.90,(38.31 - 49.64),41.93,(36.86 - 47.17)
LA SPA 6,32.17,(26.92 - 37.90),31.19,(25.50 - 37.51),49.23,(43.13 - 55.35),45.46,(40.18 - 50.84)
LA SPA 7,32.86,(27.95 - 38.19),32.20,(27.12 - 37.74),46.63,(41.21 - 52.14),44.15,(39.35 - 49.05)
LA SPA 8,34.05,(29.10 - 39.39),26.98,(22.24 - 32.32),42.85,(37.64 - 48.22),40.47,(35.81 - 45.30)
Region 12R,30.44,(24.71 - 36.86),22.72,(17.91 - 28.39),39.45,(33.82 - 45.38),36.71,(31.66 - 42.08)
Regions 13 and 19R,33.67,(29.31 - 38.33),26.97,(22.80 - 31.59),46.48,(41.53 - 51.49),43.11,(38.80 - 47.53)
Region 13 (Riverside),33.53,(28.86 - 38.55),26.35,(21.93 - 31.30),45.69,(40.46 - 51.01),42.38,(37.82 - 47.08)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),52.39,(46.21 - 58.49)
Region 14 (Orange),34.68,(30.38 - 39.24),25.13,(21.41 - 29.25),42.33,(37.65 - 47.16),39.81,(35.66 - 44.11)
Region 15R (Fresno),34.23,(28.68 - 40.25),30.00,(24.42 - 36.24),47.89,(42.07 - 53.77),44.51,(39.36 - 49.78)
Region 16R (San Diego),30.59,(26.60 - 34.90),21.49,(18.09 - 25.32),33.64,(29.69 - 37.82),31.51,(28.07 - 35.16)
Region 17R,35.38,(30.54 - 40.53),30.25,(25.63 - 35.31),47.68,(42.66 - 52.75),44.41,(40.04 - 48.87)
Region 18R (San Bernardino),35.33,(30.91 - 40.02),30.16,(25.80 - 34.92),48.73,(43.92 - 53.55),45.29,(41.12 - 49.52)
Region 20R,35.14,(29.79 - 40.89),30.49,(25.15 - 36.41),45.37,(39.64 - 51.22),42.74,(37.68 - 47.95)
Region 21R,28.76,(23.48 - 34.68),20.41,(16.23 - 25.33),32.13,(27.22 - 37.47),29.96,(25.64 - 34.68)
Colorado,26.76,(24.01 - 29.70),16.24,(14.09 - 18.65),31.22,(28.42 - 34.18),29.06,(26.59 - 31.67)
Region 1,28.88,(24.00 - 34.31),16.06,(12.51 - 20.38),34.43,(29.35 - 39.90),31.11,(26.73 - 35.85)
Regions 2 and 7,24.16,(20.75 - 27.93),14.67,(12.05 - 17.76),29.05,(25.56 - 32.80),27.11,(24.00 - 30.45)
Region 3,30.22,(25.10 - 35.88),17.75,(13.81 - 22.53),31.32,(26.12 - 37.04),29.29,(24.65 - 34.41)
Region 4,*,(* - *),*,(* - *),*,(* - *),41.38,(35.14 - 47.91)
Regions 5 and 6,30.57,(25.08 - 36.68),17.81,(13.73 - 22.77),31.69,(26.10 - 37.86),29.75,(24.74 - 35.30)
Connecticut,30.00,(27.19 - 32.96),20.03,(17.73 - 22.55),39.05,(36.00 - 42.20),36.49,(33.77 - 39.29)
Eastern,27.00,(21.81 - 32.90),15.54,(11.80 - 20.19),34.06,(28.50 - 40.10),30.88,(26.04 - 36.17)
North Central,30.82,(26.29 - 35.76),21.66,(17.76 - 26.14),40.39,(35.48 - 45.51),37.93,(33.53 - 42.52)
Northwestern,32.66,(27.30 - 38.51),23.50,(18.98 - 28.71),41.09,(35.55 - 46.87),38.89,(33.87 - 44.15)
South Central,29.07,(24.76 - 33.79),17.73,(14.31 - 21.78),38.42,(33.52 - 43.57),35.56,(31.23 - 40.14)
Southwest,29.16,(24.29 - 34.56),21.56,(17.32 - 26.50),39.03,(33.38 - 44.98),36.93,(31.81 - 42.35)
Delaware,34.53,(31.55 - 37.65),20.70,(18.33 - 23.27),39.72,(36.48 - 43.04),36.99,(34.16 - 39.92)
Kent,37.30,(31.86 - 43.09),23.81,(19.39 - 28.88),41.19,(35.51 - 47.12),38.47,(33.43 - 43.76)
New Castle (excluding Wilmington City),33.32,(29.44 - 37.42),18.03,(15.19 - 21.27),37.24,(32.94 - 41.76),34.32,(30.60 - 38.23)
Sussex,37.23,(31.83 - 42.97),24.78,(20.19 - 30.01),43.81,(38.48 - 49.30),41.67,(36.80 - 46.72)
Wilmington City,*,(* - *),22.83,(17.81 - 28.78),*,(* - *),38.22,(32.17 - 44.67)
District of Columbia,27.77,(24.63 - 31.15),17.38,(15.14 - 19.86),33.41,(30.32 - 36.64),30.53,(27.85 - 33.35)
Ward 1,*,(* - *),16.80,(12.69 - 21.90),29.65,(24.30 - 35.63),27.23,(22.52 - 32.52)
Ward 2,*,(* - *),11.29,(8.62 - 14.66),23.72,(19.20 - 28.91),20.44,(16.80 - 24.63)
Ward 3,22.55,(17.63 - 28.38),11.20,(8.32 - 14.90),20.26,(15.87 - 25.50),18.71,(14.87 - 23.28)
Ward 4,25.82,(20.89 - 31.46),20.39,(15.69 - 26.06),35.91,(30.23 - 42.00),33.89,(28.69 - 39.51)
Ward 5,24.69,(19.80 - 30.33),17.15,(13.09 - 22.14),38.41,(32.42 - 44.78),34.64,(29.45 - 40.22)
Ward 6,*,(* - *),18.59,(14.03 - 24.22),32.60,(27.11 - 38.61),30.78,(25.73 - 36.35)
Ward 7,31.86,(26.79 - 37.39),25.91,(20.69 - 31.91),46.59,(40.34 - 52.96),43.43,(37.90 - 49.12)
Ward 8,32.80,(27.92 - 38.07),26.91,(21.64 - 32.93),46.99,(40.55 - 53.54),42.85,(37.33 - 48.55)
Florida,34.92,(33.31 - 36.57),26.85,(25.42 - 28.33),46.09,(44.32 - 47.88),43.63,(42.06 - 45.20)
Region A - Northwest,34.58,(31.04 - 38.29),23.67,(20.80 - 26.81),43.29,(39.35 - 47.31),40.00,(36.58 - 43.52)
Circuit 1,35.12,(29.85 - 40.78),23.73,(19.32 - 28.78),41.91,(36.09 - 47.97),39.22,(34.06 - 44.64)
Circuit 2,30.51,(25.25 - 36.33),21.55,(17.49 - 26.26),43.29,(37.01 - 49.79),38.33,(33.14 - 43.80)
Circuit 14,38.26,(32.55 - 44.32),28.24,(22.83 - 34.36),46.47,(40.36 - 52.68),44.01,(38.46 - 49.71)
Region B - Northeast,34.06,(31.09 - 37.15),23.12,(20.51 - 25.95),41.11,(37.84 - 44.47),38.36,(35.50 - 41.31)
Circuits 3 and 8,34.46,(28.95 - 40.42),22.26,(18.18 - 26.96),43.76,(37.79 - 49.92),39.21,(34.23 - 44.43)
Circuit 4,34.11,(29.72 - 38.80),24.19,(19.95 - 28.99),40.36,(35.57 - 45.35),38.06,(33.77 - 42.54)
Circuit 7,33.70,(28.82 - 38.95),22.56,(18.29 - 27.48),40.48,(35.36 - 45.82),38.19,(33.56 - 43.04)
Region C - Central,35.41,(32.96 - 37.93),27.04,(24.82 - 29.37),45.36,(42.70 - 48.05),43.04,(40.66 - 45.46)
Circuit 5,34.54,(29.56 - 39.88),23.68,(19.25 - 28.76),46.36,(40.99 - 51.81),43.89,(38.99 - 48.92)
Circuit 9,37.67,(33.22 - 42.34),31.20,(27.17 - 35.54),49.04,(44.46 - 53.63),46.44,(42.40 - 50.52)
Circuit 10,37.88,(32.56 - 43.52),31.67,(26.41 - 37.45),46.36,(40.52 - 52.30),44.43,(39.15 - 49.85)
Circuit 18,32.12,(27.56 - 37.06),21.94,(17.98 - 26.49),41.49,(36.68 - 46.47),39.06,(34.71 - 43.59)
Circuit 19,33.82,(28.66 - 39.40),24.07,(19.54 - 29.26),41.10,(35.66 - 46.76),39.14,(34.21 - 44.31)
Region D - Southeast,36.25,(32.98 - 39.65),30.29,(27.21 - 33.55),44.80,(41.54 - 48.11),43.15,(40.20 - 46.15)
Circuit 15 (Palm Beach),32.92,(28.48 - 37.69),29.38,(25.06 - 34.10),42.72,(37.98 - 47.59),41.26,(36.94 - 45.72)
Circuit 17 (Broward),38.42,(34.17 - 42.86),30.93,(26.89 - 35.28),46.38,(42.13 - 50.67),44.56,(40.74 - 48.45)
Region E - Sun Coast,34.14,(31.52 - 36.86),25.23,(22.91 - 27.71),43.91,(41.18 - 46.68),41.82,(39.33 - 44.34)
Circuit 6,34.59,(30.37 - 39.08),22.91,(19.28 - 26.99),44.34,(39.58 - 49.21),42.11,(37.77 - 46.57)
Circuit 12,32.98,(27.93 - 38.47),25.68,(20.85 - 31.19),42.04,(36.36 - 47.95),40.43,(35.15 - 45.93)
Circuit 13 (Hillsborough),35.49,(31.01 - 40.25),25.86,(21.91 - 30.24),45.73,(41.10 - 50.43),42.94,(38.83 - 47.16)
Circuit 20,32.53,(27.84 - 37.60),26.99,(22.51 - 32.00),42.92,(37.89 - 48.09),41.27,(36.63 - 46.06)
Region F - Southern (Circuits 11 and 16),34.78,(30.97 - 38.79),31.83,(28.05 - 35.86),59.26,(55.01 - 63.38),55.64,(51.89 - 59.33)
Georgia,33.67,(30.76 - 36.72),26.29,(23.46 - 29.33),43.14,(39.86 - 46.48),40.67,(37.77 - 43.64)
Region 1,36.03,(31.06 - 41.32),28.19,(23.43 - 33.50),44.08,(38.96 - 49.33),41.99,(37.35 - 46.78)
Region 2,31.69,(26.56 - 37.31),24.08,(19.25 - 29.68),44.40,(38.52 - 50.44),40.91,(35.78 - 46.24)
Region 3,30.65,(26.34 - 35.33),25.18,(21.07 - 29.79),39.62,(34.75 - 44.69),37.68,(33.33 - 42.24)
Region 4,35.59,(29.36 - 42.36),*,(* - *),*,(* - *),44.00,(37.95 - 50.24)
Region 5,34.67,(29.12 - 40.67),25.50,(20.50 - 31.23),43.64,(37.33 - 50.17),40.55,(35.01 - 46.35)
Region 6,36.16,(30.30 - 42.47),*,(* - *),46.13,(39.93 - 52.44),43.27,(37.73 - 48.99)
Hawaii,31.79,(28.58 - 35.18),24.42,(21.55 - 27.54),40.31,(36.96 - 43.76),38.16,(35.20 - 41.22)
Hawaii Island,27.68,(22.54 - 33.48),22.95,(18.04 - 28.72),37.07,(31.28 - 43.25),35.09,(29.87 - 40.68)
Honolulu,33.27,(29.48 - 37.28),24.76,(21.43 - 28.43),41.65,(37.76 - 45.65),39.32,(35.90 - 42.86)
Kauai and Maui,29.36,(24.53 - 34.69),24.08,(19.72 - 29.04),37.08,(31.79 - 42.69),35.53,(30.68 - 40.70)
Kauai,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Maui,28.68,(23.04 - 35.07),23.70,(18.71 - 29.54),36.34,(30.13 - 43.04),34.84,(29.15 - 41.00)
Idaho,37.19,(34.26 - 40.22),24.84,(22.33 - 27.52),39.84,(37.04 - 42.71),37.54,(35.04 - 40.09)
Region 1,32.61,(27.61 - 38.04),18.75,(14.64 - 23.69),36.50,(31.04 - 42.33),34.27,(29.35 - 39.55)
Region 2,*,(* - *),19.80,(15.09 - 25.54),*,(* - *),34.89,(29.28 - 40.95)
Region 3,37.83,(32.37 - 43.62),28.67,(23.28 - 34.74),42.50,(37.21 - 47.97),40.48,(35.69 - 45.46)
Region 4,32.77,(27.76 - 38.21),19.32,(15.83 - 23.36),33.56,(29.20 - 38.21),31.56,(27.65 - 35.75)
Region 5,41.16,(35.02 - 47.60),30.03,(24.21 - 36.57),46.31,(40.11 - 52.62),44.04,(38.42 - 49.83)
Region 6,38.70,(32.43 - 45.37),23.24,(18.50 - 28.76),42.31,(36.10 - 48.78),39.04,(33.59 - 44.78)
Region 7,45.18,(39.47 - 51.01),35.22,(29.90 - 40.94),48.27,(42.57 - 54.02),45.60,(40.73 - 50.56)
Illinois,35.81,(34.19 - 37.46),24.21,(22.72 - 25.76),41.83,(40.05 - 43.64),39.15,(37.61 - 40.72)
Region I (Cook),33.81,(31.22 - 36.50),27.15,(24.86 - 29.57),42.42,(39.50 - 45.38),40.24,(37.70 - 42.84)
Region II,34.22,(31.78 - 36.75),21.49,(19.11 - 24.07),38.17,(35.38 - 41.03),35.67,(33.26 - 38.15)
Region III,38.05,(34.19 - 42.06),21.52,(18.57 - 24.79),44.22,(40.26 - 48.26),39.98,(36.65 - 43.40)
Region IV,41.47,(37.00 - 46.10),24.32,(20.53 - 28.56),45.92,(40.99 - 50.93),42.60,(38.27 - 47.05)
Region V,44.38,(40.09 - 48.74),25.10,(21.67 - 28.87),45.50,(41.37 - 49.69),42.26,(38.69 - 45.92)
Indiana,35.74,(32.97 - 38.61),22.71,(20.38 - 25.22),40.15,(37.19 - 43.18),37.59,(34.99 - 40.27)
Central,38.02,(33.10 - 43.21),23.49,(19.55 - 27.96),38.58,(33.77 - 43.62),36.60,(32.28 - 41.15)
East,36.55,(30.32 - 43.26),21.95,(17.17 - 27.61),*,(* - *),37.42,(31.48 - 43.77)
North Central,37.05,(31.80 - 42.63),25.59,(20.88 - 30.93),42.24,(36.70 - 47.99),39.90,(34.92 - 45.10)
Northeast,33.97,(28.51 - 39.89),23.69,(18.95 - 29.19),39.07,(33.44 - 45.00),36.91,(31.86 - 42.26)
Northwest,33.42,(28.16 - 39.12),22.87,(18.19 - 28.32),43.35,(37.40 - 49.50),40.44,(35.14 - 45.97)
Southeast,32.84,(27.54 - 38.62),22.63,(18.07 - 27.94),38.34,(32.56 - 44.47),36.38,(31.14 - 41.97)
Southwest,37.45,(31.33 - 44.00),23.46,(18.24 - 29.64),42.56,(36.60 - 48.74),39.81,(34.46 - 45.41)
West,33.45,(28.04 - 39.33),18.63,(14.78 - 23.22),38.43,(32.78 - 44.41),34.14,(29.42 - 39.20)
Iowa,38.30,(35.43 - 41.25),24.02,(21.48 - 26.76),41.09,(38.20 - 44.05),38.50,(35.97 - 41.09)
Central,35.35,(30.10 - 40.99),22.19,(17.92 - 27.13),37.31,(32.21 - 42.70),35.30,(30.72 - 40.17)
North Central,37.45,(31.76 - 43.51),22.08,(17.84 - 27.01),43.17,(37.53 - 49.00),39.23,(34.41 - 44.27)
Northeast,37.98,(33.20 - 43.00),21.88,(17.88 - 26.49),41.46,(36.47 - 46.63),38.43,(34.07 - 42.98)
Northwest,40.17,(34.82 - 45.78),28.41,(23.31 - 34.12),43.33,(37.64 - 49.19),41.21,(36.15 - 46.47)
Southeast,40.13,(35.14 - 45.33),25.47,(20.97 - 30.57),40.92,(36.06 - 45.96),38.44,(34.15 - 42.93)
Southwest,38.26,(31.91 - 45.03),25.12,(19.91 - 31.16),41.44,(35.48 - 47.65),39.18,(33.80 - 44.83)
Kansas,38.66,(35.63 - 41.79),23.30,(20.61 - 26.23),41.64,(38.47 - 44.88),38.73,(35.97 - 41.56)
Kansas City Metro,36.27,(31.86 - 40.93),20.67,(16.82 - 25.15),37.11,(32.61 - 41.84),34.49,(30.60 - 38.60)
Northeast,38.85,(33.33 - 44.67),23.24,(18.88 - 28.26),43.55,(38.04 - 49.22),39.96,(35.23 - 44.89)
South Central,40.03,(33.95 - 46.44),24.38,(19.39 - 30.18),44.33,(37.85 - 51.00),41.21,(35.48 - 47.18)
Southeast,*,(* - *),*,(* - *),*,(* - *),39.14,(33.24 - 45.36)
West,40.11,(34.16 - 46.38),28.07,(22.61 - 34.28),49.33,(43.02 - 55.67),46.13,(40.49 - 51.87)
Wichita (Sedgwick),40.42,(34.53 - 46.59),25.13,(20.31 - 30.65),41.00,(35.38 - 46.87),38.71,(33.68 - 44.00)
Kentucky,38.86,(35.91 - 41.89),25.95,(23.26 - 28.85),47.48,(44.21 - 50.76),44.55,(41.65 - 47.49)
"Adanta, Cumberland River, and Lifeskills",42.50,(36.70 - 48.51),30.96,(25.42 - 37.11),49.02,(42.92 - 55.16),46.58,(41.08 - 52.17)
"Bluegrass, Comprehend, and North Key",38.32,(33.57 - 43.31),23.40,(19.50 - 27.81),47.24,(42.47 - 52.07),43.77,(39.55 - 48.08)
Communicare and River Valley,42.01,(35.89 - 48.39),26.91,(21.63 - 32.93),48.01,(41.41 - 54.68),45.19,(39.25 - 51.26)
Four Rivers and Pennyroyal,42.74,(36.47 - 49.25),28.93,(23.23 - 35.39),51.11,(44.57 - 57.62),47.97,(42.12 - 53.88)
"Kentucky River, Mountain, and Pathways",42.08,(36.29 - 48.10),28.14,(23.21 - 33.66),50.91,(44.98 - 56.82),47.89,(42.58 - 53.25)
Seven Counties,31.92,(26.92 - 37.38),22.36,(18.23 - 27.12),42.87,(37.46 - 48.45),40.32,(35.44 - 45.39)
Louisiana,39.50,(36.38 - 42.71),30.22,(27.40 - 33.21),49.33,(46.11 - 52.56),46.23,(43.44 - 49.05)
Regions 1 and 3,40.03,(34.11 - 46.25),30.01,(24.60 - 36.03),50.07,(43.98 - 56.15),46.97,(41.58 - 52.43)
Regions 2 and 9,39.56,(34.79 - 44.53),29.15,(24.89 - 33.81),48.73,(43.62 - 53.86),45.27,(40.87 - 49.75)
"Regions 4, 5, and 6",39.59,(34.54 - 44.88),31.52,(26.80 - 36.66),48.14,(42.99 - 53.33),45.51,(40.98 - 50.11)
Regions 7 and 8,39.66,(34.27 - 45.32),31.45,(26.49 - 36.88),52.68,(46.95 - 58.34),49.05,(44.08 - 54.05)
Region 10 (Jefferson),37.97,(31.64 - 44.74),27.31,(21.81 - 33.61),46.42,(39.77 - 53.21),43.89,(37.86 - 50.10)
Maine,29.54,(26.80 - 32.44),14.86,(12.88 - 17.08),33.40,(30.49 - 36.43),31.11,(28.51 - 33.83)
Aroostook/Downeast,35.56,(29.80 - 41.76),19.13,(14.82 - 24.34),37.38,(31.37 - 43.81),35.22,(29.78 - 41.07)
Central,31.01,(25.61 - 36.98),17.26,(13.32 - 22.07),37.05,(31.28 - 43.22),34.62,(29.41 - 40.22)
Cumberland,27.54,(22.90 - 32.73),12.78,(9.91 - 16.34),29.56,(24.82 - 34.78),27.51,(23.25 - 32.22)
Midcoast,32.56,(27.07 - 38.59),15.60,(11.89 - 20.21),34.89,(29.00 - 41.28),32.82,(27.44 - 38.68)
Penquis,29.92,(24.59 - 35.86),13.69,(10.54 - 17.59),33.85,(28.22 - 39.98),30.81,(25.88 - 36.22)
Western,28.01,(22.95 - 33.71),14.01,(10.48 - 18.49),33.26,(28.00 - 38.98),30.77,(26.08 - 35.91)
York,25.48,(20.80 - 30.79),13.76,(10.62 - 17.64),30.92,(25.75 - 36.61),28.96,(24.29 - 34.13)
Maryland,33.05,(30.20 - 36.02),23.15,(20.70 - 25.78),41.38,(38.24 - 44.58),38.78,(36.01 - 41.63)
Anne Arundel,31.88,(26.47 - 37.83),21.10,(16.64 - 26.39),37.47,(31.74 - 43.57),35.27,(30.12 - 40.79)
Baltimore City,36.30,(30.25 - 42.81),28.22,(23.10 - 33.98),48.49,(42.35 - 54.68),45.06,(39.70 - 50.53)
Baltimore County,32.62,(27.01 - 38.77),20.48,(16.35 - 25.33),40.75,(34.45 - 47.37),37.95,(32.35 - 43.90)
Montgomery,30.80,(25.42 - 36.75),22.89,(18.18 - 28.39),37.85,(32.31 - 43.72),36.07,(31.03 - 41.45)
North Central,31.26,(25.66 - 37.47),19.13,(14.61 - 24.66),36.16,(30.06 - 42.74),33.97,(28.42 - 39.99)
Northeast,30.99,(25.16 - 37.48),19.46,(14.84 - 25.11),36.98,(30.75 - 43.67),34.64,(29.01 - 40.73)
Prince George's,34.17,(28.75 - 40.04),25.71,(20.86 - 31.24),48.23,(42.15 - 54.37),44.50,(39.18 - 49.95)
South,35.03,(29.30 - 41.22),24.94,(19.82 - 30.87),41.99,(36.01 - 48.20),39.41,(34.07 - 45.01)
West,34.45,(28.70 - 40.69),21.37,(16.63 - 27.02),41.53,(35.54 - 47.77),38.72,(33.34 - 44.40)
Massachusetts,27.18,(24.35 - 30.21),15.04,(12.92 - 17.44),28.60,(25.74 - 31.64),26.61,(24.09 - 29.30)
Boston,*,(* - *),16.78,(12.83 - 21.65),30.79,(25.49 - 36.65),28.09,(23.49 - 33.19)
Central,27.81,(22.56 - 33.74),14.87,(11.21 - 19.47),30.63,(25.41 - 36.40),28.35,(23.70 - 33.50)
Metrowest,27.50,(23.15 - 32.31),14.97,(11.72 - 18.95),27.39,(23.06 - 32.20),25.72,(21.87 - 29.98)
Northeast,27.54,(22.73 - 32.92),15.93,(12.56 - 20.01),27.70,(23.16 - 32.75),26.15,(22.07 - 30.69)
Southeast,26.37,(21.68 - 31.65),13.35,(10.13 - 17.40),26.12,(21.27 - 31.63),24.46,(20.09 - 29.42)
Western,26.93,(22.10 - 32.37),14.43,(11.05 - 18.62),32.16,(26.49 - 38.41),29.05,(24.15 - 34.49)
Michigan,33.48,(31.94 - 35.05),19.51,(18.28 - 20.81),37.00,(35.35 - 38.67),34.45,(33.03 - 35.90)
Detroit City,32.91,(28.96 - 37.11),24.15,(20.48 - 28.24),43.85,(38.92 - 48.90),40.87,(36.59 - 45.29)
