State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
LA SPA 8,6.24,(4.65 - 8.31),26.73,(21.89 - 32.20),20.77,(17.50 - 24.48),21.67,(18.55 - 25.15)
Region 12R,8.16,(6.01 - 11.00),*,(* - *),24.19,(20.20 - 28.68),25.84,(21.89 - 30.23)
Regions 13 and 19R,6.97,(5.36 - 9.00),29.88,(25.09 - 35.15),22.26,(19.04 - 25.85),23.56,(20.50 - 26.93)
Region 13 (Riverside),7.04,(5.33 - 9.24),30.17,(25.03 - 35.87),22.40,(18.99 - 26.22),23.72,(20.46 - 27.32)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),21.61,(17.82 - 25.95)
Region 14 (Orange),7.75,(5.98 - 9.99),30.73,(26.17 - 35.69),18.10,(15.45 - 21.09),19.95,(17.42 - 22.76)
Region 15R (Fresno),6.59,(4.77 - 9.04),27.65,(21.96 - 34.16),20.53,(17.04 - 24.53),21.85,(18.38 - 25.78)
Region 16R (San Diego),7.22,(5.56 - 9.31),30.06,(25.71 - 34.79),19.50,(16.71 - 22.62),21.33,(18.72 - 24.20)
Region 17R,7.29,(5.44 - 9.71),30.08,(25.00 - 35.69),22.31,(18.85 - 26.20),23.74,(20.45 - 27.39)
Region 18R (San Bernardino),6.71,(5.10 - 8.77),28.71,(24.05 - 33.87),20.95,(17.79 - 24.51),22.37,(19.37 - 25.68)
Region 20R,6.48,(4.82 - 8.67),29.32,(23.73 - 35.61),21.25,(17.73 - 25.26),22.66,(19.23 - 26.51)
Region 21R,7.54,(5.53 - 10.19),34.33,(28.50 - 40.66),21.23,(17.87 - 25.02),23.63,(20.31 - 27.30)
Colorado,10.48,(8.90 - 12.31),42.23,(38.82 - 45.72),23.91,(21.62 - 26.35),26.55,(24.45 - 28.76)
Region 1,10.34,(7.82 - 13.54),40.90,(34.45 - 47.68),23.30,(19.64 - 27.41),26.47,(22.90 - 30.38)
Regions 2 and 7,10.56,(8.52 - 13.01),42.63,(38.10 - 47.30),23.54,(20.67 - 26.67),26.12,(23.44 - 28.99)
Region 3,9.71,(7.35 - 12.74),40.33,(33.89 - 47.13),23.91,(20.17 - 28.10),26.36,(22.72 - 30.36)
Region 4,11.30,(8.14 - 15.49),*,(* - *),25.78,(21.33 - 30.80),28.32,(23.83 - 33.29)
Regions 5 and 6,10.92,(8.01 - 14.71),*,(* - *),25.44,(21.11 - 30.33),28.11,(23.80 - 32.87)
Connecticut,8.94,(7.53 - 10.59),38.21,(34.87 - 41.66),20.25,(18.07 - 22.62),22.68,(20.64 - 24.85)
Eastern,10.60,(7.85 - 14.17),*,(* - *),23.79,(19.74 - 28.38),26.93,(22.93 - 31.35)
North Central,9.35,(7.23 - 12.01),41.93,(36.46 - 47.61),20.81,(17.72 - 24.27),23.60,(20.63 - 26.85)
Northwestern,8.74,(6.46 - 11.70),35.73,(29.81 - 42.11),19.32,(15.93 - 23.25),21.39,(18.07 - 25.13)
South Central,8.87,(6.73 - 11.61),33.76,(28.55 - 39.40),19.66,(16.59 - 23.15),21.62,(18.67 - 24.88)
Southwest,7.67,(5.67 - 10.31),37.29,(30.99 - 44.05),18.79,(15.51 - 22.58),21.03,(17.77 - 24.70)
Delaware,9.22,(7.77 - 10.90),39.21,(35.82 - 42.71),25.03,(22.47 - 27.78),27.06,(24.71 - 29.55)
Kent,9.30,(6.96 - 12.31),38.03,(32.39 - 44.00),26.92,(22.77 - 31.51),28.66,(24.75 - 32.90)
New Castle (excluding Wilmington City),8.64,(6.81 - 10.91),38.25,(33.77 - 42.94),22.29,(19.21 - 25.71),24.72,(21.86 - 27.82)
Sussex,10.96,(8.42 - 14.16),43.91,(37.64 - 50.38),28.26,(24.14 - 32.79),30.04,(26.08 - 34.32)
Wilmington City,8.77,(6.33 - 12.02),*,(* - *),29.01,(24.13 - 34.42),30.35,(25.66 - 35.49)
District of Columbia,7.18,(5.96 - 8.62),34.34,(31.11 - 37.71),26.33,(23.78 - 29.04),27.75,(25.48 - 30.14)
Ward 1,6.75,(4.75 - 9.51),*,(* - *),28.00,(23.38 - 33.13),28.81,(24.42 - 33.64)
Ward 2,*,(* - *),33.43,(27.95 - 39.40),25.00,(21.02 - 29.45),27.16,(23.48 - 31.19)
Ward 3,10.10,(7.36 - 13.71),37.24,(30.88 - 44.08),21.07,(17.30 - 25.41),23.82,(20.15 - 27.92)
Ward 4,6.39,(4.56 - 8.89),*,(* - *),21.57,(17.72 - 26.00),22.88,(19.07 - 27.19)
Ward 5,6.48,(4.61 - 9.05),*,(* - *),26.42,(21.91 - 31.49),28.08,(23.72 - 32.90)
Ward 6,*,(* - *),*,(* - *),24.26,(20.01 - 29.08),25.15,(21.00 - 29.80)
Ward 7,7.23,(5.29 - 9.79),*,(* - *),31.75,(26.88 - 37.07),32.22,(27.67 - 37.13)
Ward 8,8.00,(5.95 - 10.68),*,(* - *),36.81,(31.22 - 42.78),36.96,(31.92 - 42.31)
Florida,9.01,(8.12 - 9.99),35.21,(33.36 - 37.09),23.83,(22.41 - 25.31),25.30,(24.03 - 26.61)
Region A - Northwest,9.23,(7.63 - 11.11),36.38,(32.64 - 40.29),25.32,(22.74 - 28.09),27.16,(24.73 - 29.74)
Circuit 1,9.14,(6.93 - 11.96),38.79,(32.75 - 45.19),24.74,(21.07 - 28.81),26.82,(23.25 - 30.71)
Circuit 2,8.18,(6.04 - 10.98),32.82,(27.59 - 38.52),23.32,(19.59 - 27.52),25.45,(21.89 - 29.37)
Circuit 14,10.74,(8.03 - 14.22),38.07,(31.83 - 44.72),29.00,(24.62 - 33.81),30.23,(26.01 - 34.82)
Region B - Northeast,10.15,(8.62 - 11.91),39.99,(36.47 - 43.62),27.15,(24.68 - 29.77),29.11,(26.82 - 31.51)
Circuits 3 and 8,10.58,(7.96 - 13.93),40.58,(34.95 - 46.47),29.09,(25.06 - 33.49),31.49,(27.71 - 35.53)
Circuit 4,9.27,(7.32 - 11.66),37.62,(32.44 - 43.09),26.13,(22.57 - 30.04),27.77,(24.42 - 31.39)
Circuit 7,11.21,(8.66 - 14.39),42.63,(36.42 - 49.08),27.26,(23.47 - 31.40),29.23,(25.56 - 33.21)
Region C - Central,9.91,(8.59 - 11.40),37.40,(34.50 - 40.39),24.97,(23.06 - 26.98),26.55,(24.77 - 28.41)
Circuit 5,12.18,(9.38 - 15.67),39.60,(33.91 - 45.59),25.60,(22.09 - 29.46),27.14,(23.74 - 30.83)
Circuit 9,7.71,(5.96 - 9.92),34.70,(30.25 - 39.45),23.87,(20.60 - 27.49),25.45,(22.40 - 28.77)
Circuit 10,10.24,(7.80 - 13.34),37.38,(31.27 - 43.92),27.60,(23.62 - 31.96),28.89,(25.05 - 33.06)
Circuit 18,10.04,(7.74 - 12.94),39.08,(33.31 - 45.18),23.38,(20.00 - 27.15),25.35,(22.06 - 28.94)
Circuit 19,11.20,(8.60 - 14.47),38.19,(31.78 - 45.03),25.67,(21.88 - 29.85),27.12,(23.41 - 31.18)
Region D - Southeast,7.35,(6.10 - 8.82),32.05,(28.80 - 35.48),22.36,(20.04 - 24.86),23.48,(21.30 - 25.80)
Circuit 15 (Palm Beach),8.42,(6.52 - 10.81),34.42,(29.49 - 39.70),22.64,(19.41 - 26.23),23.95,(20.85 - 27.35)
Circuit 17 (Broward),6.64,(5.21 - 8.43),30.39,(26.39 - 34.71),22.14,(19.24 - 25.35),23.13,(20.40 - 26.10)
Region E - Sun Coast,9.77,(8.43 - 11.31),36.47,(33.48 - 39.57),23.97,(21.92 - 26.15),25.39,(23.46 - 27.42)
Circuit 6,10.44,(8.16 - 13.26),35.90,(30.86 - 41.27),23.77,(20.43 - 27.46),25.05,(21.89 - 28.51)
Circuit 12,10.57,(8.04 - 13.77),42.26,(35.68 - 49.13),25.68,(21.84 - 29.95),27.35,(23.57 - 31.48)
Circuit 13 (Hillsborough),8.68,(6.78 - 11.05),33.65,(29.00 - 38.64),23.50,(20.25 - 27.11),24.93,(21.84 - 28.30)
Circuit 20,9.84,(7.61 - 12.64),37.27,(31.70 - 43.21),23.52,(20.08 - 27.36),24.97,(21.62 - 28.65)
Region F - Southern (Circuits 11 and 16),7.00,(5.49 - 8.89),26.49,(22.87 - 30.46),19.35,(16.66 - 22.35),20.30,(17.80 - 23.05)
Georgia,9.91,(8.41 - 11.63),36.81,(33.39 - 40.37),25.85,(23.32 - 28.54),27.45,(25.14 - 29.89)
Region 1,12.09,(9.41 - 15.41),42.38,(36.51 - 48.47),26.87,(22.99 - 31.13),28.92,(25.24 - 32.91)
Region 2,9.46,(7.17 - 12.39),36.77,(30.68 - 43.32),27.21,(22.99 - 31.88),28.84,(24.89 - 33.14)
Region 3,8.63,(6.57 - 11.26),31.61,(26.75 - 36.90),22.73,(19.32 - 26.55),23.93,(20.70 - 27.49)
Region 4,10.04,(7.34 - 13.58),*,(* - *),29.27,(24.43 - 34.63),30.63,(25.92 - 35.78)
Region 5,10.47,(7.90 - 13.76),40.09,(33.69 - 46.84),29.75,(25.10 - 34.86),31.50,(27.11 - 36.24)
Region 6,8.77,(6.42 - 11.86),*,(* - *),25.16,(20.86 - 30.02),26.62,(22.39 - 31.33)
Hawaii,7.28,(5.90 - 8.95),35.18,(31.64 - 38.89),20.41,(18.04 - 23.01),22.41,(20.22 - 24.77)
Hawaii Island,9.81,(7.18 - 13.27),*,(* - *),23.24,(19.14 - 27.92),25.80,(21.73 - 30.33)
Honolulu,6.73,(5.19 - 8.67),33.99,(30.04 - 38.16),19.74,(17.09 - 22.70),21.71,(19.26 - 24.38)
Kauai and Maui,7.31,(5.51 - 9.63),35.20,(29.27 - 41.63),21.02,(17.60 - 24.90),22.71,(19.33 - 26.49)
Kauai,*,(* - *),*,(* - *),*,(* - *),22.97,(18.57 - 28.06)
Maui,7.13,(5.08 - 9.93),*,(* - *),20.90,(17.02 - 25.40),22.60,(18.73 - 27.01)
Idaho,8.98,(7.57 - 10.63),32.81,(29.74 - 36.04),21.82,(19.71 - 24.08),23.50,(21.59 - 25.54)
Region 1,11.64,(8.79 - 15.24),*,(* - *),25.30,(21.18 - 29.91),27.28,(23.31 - 31.65)
Region 2,9.21,(6.69 - 12.55),*,(* - *),21.05,(17.24 - 25.45),23.28,(19.37 - 27.70)
Region 3,7.48,(5.53 - 10.03),29.95,(24.05 - 36.59),22.94,(19.32 - 27.02),23.97,(20.46 - 27.86)
Region 4,10.55,(8.09 - 13.65),36.65,(31.82 - 41.77),22.57,(19.26 - 26.27),24.55,(21.44 - 27.95)
Region 5,8.98,(6.54 - 12.23),*,(* - *),21.35,(17.78 - 25.42),23.11,(19.57 - 27.09)
Region 6,8.31,(5.93 - 11.52),*,(* - *),20.48,(16.86 - 24.66),22.77,(19.13 - 26.87)
Region 7,5.71,(4.04 - 8.01),21.83,(17.37 - 27.07),15.83,(12.90 - 19.27),17.03,(14.25 - 20.22)
Illinois,10.24,(9.31 - 11.24),39.83,(37.97 - 41.73),25.06,(23.60 - 26.57),27.30,(26.04 - 28.61)
Region I (Cook),8.98,(7.63 - 10.55),35.48,(32.73 - 38.32),25.52,(23.23 - 27.94),26.94,(24.90 - 29.08)
Region II,9.95,(8.55 - 11.56),41.42,(38.27 - 44.64),22.10,(20.03 - 24.32),24.99,(23.12 - 26.96)
Region III,12.82,(10.51 - 15.56),43.11,(39.00 - 47.32),26.17,(23.21 - 29.35),29.32,(26.63 - 32.16)
Region IV,13.66,(10.98 - 16.86),44.53,(39.20 - 49.99),28.42,(24.87 - 32.25),30.89,(27.56 - 34.43)
Region V,11.61,(9.40 - 14.25),43.40,(38.99 - 47.90),28.95,(25.60 - 32.55),31.24,(28.19 - 34.45)
Indiana,11.85,(10.25 - 13.65),42.79,(39.62 - 46.03),27.15,(24.83 - 29.60),29.44,(27.33 - 31.65)
Central,10.68,(8.45 - 13.41),41.32,(36.14 - 46.69),25.90,(22.40 - 29.74),27.93,(24.64 - 31.47)
East,12.69,(9.35 - 17.01),*,(* - *),27.95,(23.20 - 33.25),29.74,(25.15 - 34.78)
North Central,10.54,(7.99 - 13.78),42.55,(36.36 - 48.99),26.20,(22.25 - 30.56),28.50,(24.71 - 32.61)
Northeast,12.11,(9.10 - 15.93),*,(* - *),26.74,(22.51 - 31.45),29.27,(25.16 - 33.76)
Northwest,11.43,(8.58 - 15.06),40.47,(34.00 - 47.30),26.76,(22.59 - 31.40),28.72,(24.71 - 33.09)
Southeast,14.23,(10.88 - 18.38),*,(* - *),30.79,(26.20 - 35.79),33.12,(28.71 - 37.84)
Southwest,11.42,(8.40 - 15.34),*,(* - *),27.61,(23.10 - 32.62),29.60,(25.16 - 34.47)
West,14.45,(11.01 - 18.73),44.20,(37.76 - 50.83),27.51,(23.33 - 32.12),31.09,(27.09 - 35.39)
Iowa,11.28,(9.70 - 13.08),36.97,(33.82 - 40.24),24.21,(22.00 - 26.56),26.14,(24.12 - 28.27)
Central,11.61,(8.89 - 15.03),38.54,(32.54 - 44.90),25.02,(21.29 - 29.16),26.82,(23.23 - 30.74)
North Central,12.58,(9.58 - 16.36),38.16,(32.20 - 44.49),24.77,(20.94 - 29.04),27.25,(23.58 - 31.27)
Northeast,11.22,(8.75 - 14.29),37.91,(32.37 - 43.79),24.28,(20.87 - 28.06),26.39,(23.16 - 29.90)
Northwest,11.24,(8.58 - 14.58),38.90,(32.87 - 45.29),24.81,(21.15 - 28.87),26.81,(23.30 - 30.63)
Southeast,10.05,(7.72 - 12.99),32.23,(26.77 - 38.22),21.84,(18.50 - 25.59),23.50,(20.26 - 27.08)
Southwest,12.07,(8.89 - 16.19),*,(* - *),25.94,(21.80 - 30.56),27.68,(23.65 - 32.11)
Kansas,11.32,(9.69 - 13.18),41.65,(38.11 - 45.27),24.61,(22.34 - 27.03),27.31,(25.20 - 29.53)
Kansas City Metro,10.66,(8.40 - 13.45),38.42,(33.25 - 43.86),23.35,(20.16 - 26.87),25.75,(22.72 - 29.03)
Northeast,11.20,(8.53 - 14.57),39.51,(33.44 - 45.91),23.94,(20.25 - 28.08),26.68,(23.11 - 30.58)
South Central,10.11,(7.42 - 13.63),*,(* - *),23.02,(19.23 - 27.31),25.46,(21.66 - 29.67)
Southeast,12.86,(9.48 - 17.22),*,(* - *),28.45,(23.76 - 33.65),31.39,(26.70 - 36.49)
West,13.70,(10.27 - 18.05),*,(* - *),26.07,(21.78 - 30.87),29.55,(25.28 - 34.21)
Wichita (Sedgwick),11.36,(8.52 - 15.00),46.58,(39.92 - 53.37),26.45,(22.38 - 30.97),29.35,(25.40 - 33.64)
Kentucky,15.35,(13.40 - 17.53),49.06,(45.75 - 52.39),31.62,(28.90 - 34.47),34.00,(31.52 - 36.57)
"Adanta, Cumberland River, and Lifeskills",18.05,(14.23 - 22.63),50.78,(43.96 - 57.56),35.86,(30.94 - 41.10),37.88,(33.24 - 42.76)
"Bluegrass, Comprehend, and North Key",14.96,(12.05 - 18.44),50.12,(44.77 - 55.47),31.08,(27.16 - 35.30),33.86,(30.22 - 37.70)
Communicare and River Valley,15.70,(12.14 - 20.05),*,(* - *),33.00,(28.13 - 38.27),35.35,(30.64 - 40.36)
Four Rivers and Pennyroyal,14.27,(10.74 - 18.71),*,(* - *),30.33,(25.49 - 35.65),32.38,(27.69 - 37.45)
"Kentucky River, Mountain, and Pathways",17.92,(14.01 - 22.63),50.45,(44.47 - 56.42),33.71,(29.01 - 38.77),35.94,(31.55 - 40.58)
Seven Counties,12.78,(10.02 - 16.17),46.55,(40.74 - 52.44),27.77,(23.88 - 32.02),30.12,(26.41 - 34.10)
Louisiana,10.12,(8.60 - 11.88),37.44,(34.28 - 40.72),27.43,(24.83 - 30.19),29.04,(26.71 - 31.50)
Regions 1 and 3,8.87,(6.60 - 11.83),36.51,(30.51 - 42.95),27.57,(23.18 - 32.44),28.95,(24.80 - 33.47)
Regions 2 and 9,10.29,(7.97 - 13.17),37.60,(32.77 - 42.69),26.08,(22.48 - 30.04),28.10,(24.79 - 31.67)
"Regions 4, 5, and 6",10.74,(8.35 - 13.70),38.53,(33.16 - 44.19),28.01,(24.23 - 32.13),29.67,(26.16 - 33.44)
Regions 7 and 8,9.67,(7.37 - 12.59),36.81,(31.46 - 42.51),28.50,(24.22 - 33.20),29.91,(25.97 - 34.17)
Region 10 (Jefferson),11.01,(8.03 - 14.92),*,(* - *),27.03,(22.48 - 32.12),28.36,(23.94 - 33.24)
Maine,10.86,(9.22 - 12.76),42.90,(39.63 - 46.24),25.89,(23.45 - 28.48),28.00,(25.75 - 30.36)
Aroostook/Downeast,13.89,(10.49 - 18.16),*,(* - *),29.82,(25.31 - 34.75),32.40,(28.05 - 37.08)
Central,11.05,(8.24 - 14.67),*,(* - *),26.65,(22.38 - 31.39),28.60,(24.48 - 33.11)
Cumberland,9.40,(7.12 - 12.32),40.42,(34.94 - 46.16),22.92,(19.45 - 26.81),25.07,(21.76 - 28.70)
Midcoast,11.06,(8.21 - 14.74),*,(* - *),24.22,(20.22 - 28.73),26.44,(22.50 - 30.79)
Penquis,10.36,(7.68 - 13.83),40.34,(34.51 - 46.47),26.16,(21.94 - 30.87),28.30,(24.32 - 32.66)
Western,11.19,(8.38 - 14.80),*,(* - *),28.74,(24.51 - 33.38),30.69,(26.59 - 35.12)
York,10.31,(7.83 - 13.46),40.31,(34.23 - 46.70),24.45,(20.45 - 28.94),26.27,(22.43 - 30.51)
Maryland,8.19,(6.93 - 9.66),33.02,(29.85 - 36.36),21.56,(19.29 - 24.01),23.19,(21.08 - 25.45)
Anne Arundel,8.79,(6.45 - 11.87),*,(* - *),21.64,(17.84 - 25.98),23.67,(19.91 - 27.90)
Baltimore City,7.49,(5.38 - 10.32),32.14,(26.17 - 38.76),28.85,(24.24 - 33.95),29.40,(25.09 - 34.12)
Baltimore County,9.21,(6.83 - 12.31),33.71,(28.17 - 39.72),23.17,(19.21 - 27.66),24.63,(20.83 - 28.86)
Montgomery,7.77,(5.70 - 10.52),31.49,(25.68 - 37.95),14.80,(12.07 - 18.02),16.79,(14.06 - 19.93)
North Central,8.77,(6.39 - 11.93),*,(* - *),17.83,(14.44 - 21.81),20.22,(16.75 - 24.19)
Northeast,10.72,(7.83 - 14.51),*,(* - *),24.69,(20.28 - 29.70),27.17,(22.74 - 32.10)
Prince George's,5.24,(3.74 - 7.29),23.80,(18.68 - 29.81),19.44,(15.94 - 23.50),20.15,(16.78 - 24.01)
South,8.67,(6.35 - 11.72),*,(* - *),24.08,(19.84 - 28.90),25.60,(21.48 - 30.21)
West,9.59,(6.95 - 13.09),*,(* - *),23.69,(19.61 - 28.31),25.54,(21.46 - 30.09)
Massachusetts,9.00,(7.58 - 10.65),34.56,(31.13 - 38.16),20.61,(18.44 - 22.96),22.65,(20.63 - 24.81)
Boston,6.61,(4.75 - 9.12),*,(* - *),23.01,(19.00 - 27.58),24.52,(20.63 - 28.88)
Central,9.89,(7.30 - 13.27),*,(* - *),21.33,(17.51 - 25.73),23.57,(19.77 - 27.85)
Metrowest,7.93,(5.99 - 10.42),31.98,(26.70 - 37.76),16.68,(13.89 - 19.90),18.75,(16.03 - 21.82)
Northeast,10.00,(7.53 - 13.17),37.56,(31.55 - 43.97),21.59,(18.22 - 25.39),23.70,(20.45 - 27.29)
Southeast,9.14,(6.82 - 12.16),36.20,(30.10 - 42.78),21.53,(18.02 - 25.50),23.45,(20.01 - 27.27)
Western,9.84,(7.28 - 13.17),34.71,(28.58 - 41.40),21.97,(18.30 - 26.15),24.19,(20.61 - 28.18)
Michigan,10.52,(9.57 - 11.55),41.23,(39.41 - 43.08),25.76,(24.34 - 27.24),28.02,(26.76 - 29.31)
Detroit City,5.90,(4.53 - 7.65),30.50,(26.29 - 35.06),28.64,(24.88 - 32.72),28.92,(25.50 - 32.60)
Genesee,10.65,(8.32 - 13.55),43.51,(37.96 - 49.23),27.80,(24.08 - 31.85),29.98,(26.41 - 33.81)
Kalamazoo,10.38,(8.17 - 13.09),43.95,(38.44 - 49.61),26.31,(22.72 - 30.23),29.12,(25.70 - 32.80)
Kent,9.02,(6.96 - 11.61),40.72,(35.61 - 46.04),23.65,(20.46 - 27.16),26.23,(23.17 - 29.53)
Lakeshore,13.19,(10.56 - 16.36),44.96,(39.71 - 50.33),27.58,(24.09 - 31.36),30.27,(27.00 - 33.77)
Macomb,10.95,(8.80 - 13.55),43.87,(39.01 - 48.84),27.09,(23.94 - 30.49),29.18,(26.19 - 32.37)
Mid South,11.74,(9.52 - 14.39),43.54,(39.50 - 47.68),26.69,(23.56 - 30.08),29.67,(26.84 - 32.66)
Northern,13.56,(10.96 - 16.65),43.73,(38.81 - 48.78),26.68,(23.45 - 30.18),29.27,(26.27 - 32.47)
Oakland,9.37,(7.54 - 11.60),39.71,(35.63 - 43.93),21.35,(18.61 - 24.36),23.52,(20.94 - 26.30)
Pathways and Western,14.11,(10.79 - 18.23),46.57,(40.41 - 52.85),26.85,(22.90 - 31.20),30.01,(26.20 - 34.12)
Riverhaven,12.98,(10.04 - 16.62),48.85,(42.34 - 55.39),29.72,(25.60 - 34.21),32.26,(28.27 - 36.53)
Saginaw,10.11,(7.65 - 13.24),41.36,(34.86 - 48.18),25.77,(21.70 - 30.32),28.05,(24.04 - 32.44)
