State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 5R (San Francisco),*,(* - *),6.89,(4.83 - 9.74),3.67,(2.30 - 5.80),3.97,(2.62 - 5.98)
Region 6 (Santa Clara),1.75,(1.14 - 2.68),5.42,(3.73 - 7.81),1.42,(0.88 - 2.26),1.94,(1.33 - 2.82)
Region 7R (Contra Costa),1.80,(1.16 - 2.79),7.50,(5.27 - 10.55),1.73,(1.08 - 2.78),2.53,(1.77 - 3.62)
Region 8R (Alameda),1.54,(1.01 - 2.35),5.95,(4.28 - 8.23),1.89,(1.21 - 2.95),2.45,(1.71 - 3.49)
Region 9R (San Mateo),*,(* - *),5.99,(4.15 - 8.58),1.43,(0.88 - 2.32),1.96,(1.34 - 2.87)
Region 10,2.02,(1.34 - 3.06),8.29,(5.96 - 11.43),1.72,(1.10 - 2.69),2.85,(2.06 - 3.93)
Region 11 (Los Angeles),1.54,(1.19 - 1.99),5.83,(4.94 - 6.88),1.86,(1.42 - 2.44),2.48,(2.04 - 3.02)
LA SPA 1 and 5,1.55,(1.02 - 2.36),6.75,(4.74 - 9.53),2.16,(1.35 - 3.45),2.85,(1.97 - 4.11)
LA SPA 2,1.77,(1.19 - 2.63),6.44,(4.70 - 8.78),1.73,(1.09 - 2.73),2.41,(1.71 - 3.39)
LA SPA 3,1.59,(1.04 - 2.43),5.50,(3.97 - 7.59),1.46,(0.93 - 2.27),2.09,(1.52 - 2.88)
LA SPA 4,1.67,(1.08 - 2.56),6.20,(4.36 - 8.74),2.32,(1.48 - 3.61),2.86,(1.98 - 4.10)
LA SPA 6,1.12,(0.70 - 1.78),4.96,(3.39 - 7.21),2.28,(1.40 - 3.70),2.83,(1.93 - 4.13)
LA SPA 7,1.54,(1.00 - 2.37),5.86,(4.12 - 8.27),1.77,(1.10 - 2.84),2.47,(1.72 - 3.55)
LA SPA 8,1.44,(0.93 - 2.21),5.23,(3.64 - 7.45),1.78,(1.11 - 2.85),2.30,(1.57 - 3.34)
Region 12R,1.70,(1.10 - 2.61),6.21,(4.31 - 8.87),*,(* - *),2.31,(1.60 - 3.32)
Regions 13 and 19R,1.76,(1.20 - 2.56),6.70,(4.95 - 8.99),1.66,(1.09 - 2.54),2.53,(1.86 - 3.43)
Region 13 (Riverside),1.78,(1.19 - 2.64),6.70,(4.84 - 9.20),1.65,(1.05 - 2.59),2.51,(1.81 - 3.48)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Region 14 (Orange),1.71,(1.12 - 2.60),6.05,(4.42 - 8.23),1.36,(0.87 - 2.13),2.05,(1.48 - 2.84)
Region 15R (Fresno),1.61,(1.05 - 2.48),6.43,(4.49 - 9.13),1.77,(1.11 - 2.81),2.64,(1.87 - 3.73)
Region 16R (San Diego),1.79,(1.20 - 2.67),7.06,(5.23 - 9.46),2.08,(1.41 - 3.05),2.95,(2.21 - 3.92)
Region 17R,1.68,(1.12 - 2.49),7.03,(5.09 - 9.63),1.70,(1.07 - 2.70),2.70,(1.95 - 3.73)
Region 18R (San Bernardino),1.52,(1.01 - 2.30),5.67,(4.09 - 7.80),1.53,(0.99 - 2.36),2.29,(1.67 - 3.15)
Region 20R,1.63,(1.05 - 2.54),6.44,(4.48 - 9.17),1.58,(0.99 - 2.51),2.44,(1.72 - 3.44)
Region 21R,1.74,(1.15 - 2.64),7.78,(5.55 - 10.81),1.80,(1.16 - 2.78),2.90,(2.10 - 3.98)
Colorado,2.08,(1.48 - 2.90),9.22,(7.50 - 11.29),2.38,(1.71 - 3.32),3.37,(2.65 - 4.27)
Region 1,1.90,(1.19 - 3.01),9.08,(6.36 - 12.81),2.27,(1.39 - 3.69),3.50,(2.44 - 5.01)
Regions 2 and 7,2.30,(1.53 - 3.46),10.09,(7.74 - 13.05),2.60,(1.77 - 3.81),3.62,(2.73 - 4.77)
Region 3,1.73,(1.06 - 2.81),7.42,(5.14 - 10.60),1.77,(1.03 - 3.03),2.61,(1.76 - 3.86)
Region 4,*,(* - *),7.43,(4.95 - 11.01),*,(* - *),2.64,(1.74 - 4.00)
Regions 5 and 6,1.81,(1.11 - 2.96),8.69,(5.96 - 12.52),2.47,(1.43 - 4.25),3.34,(2.17 - 5.10)
Connecticut,1.65,(1.20 - 2.28),7.01,(5.57 - 8.79),1.72,(1.17 - 2.51),2.43,(1.83 - 3.22)
Eastern,1.67,(1.03 - 2.68),6.08,(4.09 - 8.96),1.56,(0.92 - 2.64),2.34,(1.56 - 3.48)
North Central,1.70,(1.08 - 2.67),7.11,(5.01 - 9.98),1.71,(1.02 - 2.84),2.42,(1.65 - 3.55)
Northwestern,1.65,(1.03 - 2.64),6.85,(4.70 - 9.88),1.48,(0.86 - 2.53),2.15,(1.43 - 3.23)
South Central,1.59,(1.01 - 2.48),7.38,(5.27 - 10.26),1.88,(1.14 - 3.11),2.65,(1.81 - 3.85)
Southwest,1.65,(1.05 - 2.59),7.36,(5.09 - 10.51),1.83,(1.07 - 3.13),2.50,(1.65 - 3.78)
Delaware,1.15,(0.80 - 1.66),6.47,(5.12 - 8.15),2.06,(1.41 - 2.99),2.69,(2.02 - 3.57)
Kent,1.15,(0.71 - 1.87),5.56,(3.79 - 8.09),1.80,(1.05 - 3.06),2.39,(1.58 - 3.59)
New Castle (excluding Wilmington City),1.22,(0.79 - 1.89),7.15,(5.37 - 9.44),2.05,(1.32 - 3.17),2.82,(2.04 - 3.89)
Sussex,1.21,(0.74 - 1.97),6.61,(4.57 - 9.47),1.78,(1.04 - 3.03),2.32,(1.52 - 3.55)
Wilmington City,*,(* - *),3.85,(2.52 - 5.83),3.31,(1.89 - 5.73),3.38,(2.05 - 5.55)
District of Columbia,0.65,(0.43 - 0.99),5.82,(4.55 - 7.41),5.02,(3.75 - 6.70),5.16,(4.03 - 6.60)
Ward 1,*,(* - *),5.88,(3.96 - 8.65),6.21,(3.87 - 9.81),6.14,(4.05 - 9.20)
Ward 2,*,(* - *),8.82,(6.26 - 12.29),5.58,(3.58 - 8.58),6.42,(4.58 - 8.93)
Ward 3,1.95,(1.17 - 3.23),8.01,(5.49 - 11.54),4.19,(2.55 - 6.81),4.84,(3.25 - 7.15)
Ward 4,0.75,(0.43 - 1.30),4.85,(3.14 - 7.43),3.90,(2.30 - 6.55),4.03,(2.50 - 6.42)
Ward 5,*,(* - *),5.29,(3.45 - 8.04),5.69,(3.47 - 9.19),5.62,(3.62 - 8.62)
Ward 6,*,(* - *),4.67,(3.03 - 7.12),4.80,(2.99 - 7.62),4.78,(3.10 - 7.32)
Ward 7,*,(* - *),2.25,(1.39 - 3.62),5.42,(3.37 - 8.61),4.93,(3.14 - 7.68)
Ward 8,0.34,(0.19 - 0.64),2.50,(1.59 - 3.93),4.56,(2.74 - 7.49),4.13,(2.59 - 6.52)
Florida,1.53,(1.23 - 1.90),6.16,(5.40 - 7.02),1.67,(1.33 - 2.09),2.25,(1.91 - 2.64)
Region A - Northwest,1.59,(1.16 - 2.20),6.98,(5.56 - 8.72),1.93,(1.37 - 2.71),2.77,(2.17 - 3.54)
Circuit 1,1.62,(1.05 - 2.48),7.00,(4.97 - 9.77),1.59,(0.98 - 2.57),2.39,(1.68 - 3.39)
Circuit 2,*,(* - *),6.88,(4.95 - 9.49),*,(* - *),3.73,(2.59 - 5.34)
Circuit 14,*,(* - *),7.15,(5.01 - 10.10),1.68,(1.05 - 2.67),2.41,(1.68 - 3.46)
Region B - Northeast,1.50,(1.12 - 2.02),6.39,(5.19 - 7.84),1.79,(1.31 - 2.45),2.50,(1.99 - 3.13)
Circuits 3 and 8,1.55,(0.99 - 2.41),6.82,(4.88 - 9.47),2.09,(1.33 - 3.28),3.09,(2.21 - 4.30)
Circuit 4,1.41,(0.94 - 2.13),5.99,(4.36 - 8.19),2.03,(1.32 - 3.12),2.60,(1.85 - 3.63)
Circuit 7,1.61,(1.06 - 2.42),6.48,(4.54 - 9.17),1.33,(0.82 - 2.15),1.99,(1.38 - 2.87)
Region C - Central,1.61,(1.25 - 2.08),6.61,(5.53 - 7.89),1.60,(1.21 - 2.12),2.24,(1.83 - 2.74)
Circuit 5,1.61,(1.07 - 2.41),6.74,(4.86 - 9.26),1.26,(0.80 - 1.98),1.86,(1.33 - 2.60)
Circuit 9,1.48,(0.99 - 2.21),6.71,(5.00 - 8.94),2.12,(1.38 - 3.24),2.79,(2.02 - 3.85)
Circuit 10,1.47,(0.95 - 2.26),5.67,(3.93 - 8.14),1.30,(0.81 - 2.09),1.88,(1.30 - 2.71)
Circuit 18,1.81,(1.21 - 2.70),7.09,(5.17 - 9.65),1.67,(1.07 - 2.60),2.35,(1.68 - 3.28)
Circuit 19,1.79,(1.17 - 2.73),6.58,(4.61 - 9.30),1.36,(0.84 - 2.20),1.97,(1.36 - 2.83)
Region D - Southeast,1.40,(1.02 - 1.92),5.09,(4.03 - 6.42),1.63,(1.15 - 2.29),2.02,(1.54 - 2.66)
Circuit 15 (Palm Beach),1.63,(1.11 - 2.39),6.21,(4.53 - 8.45),1.63,(1.05 - 2.52),2.13,(1.51 - 3.00)
Circuit 17 (Broward),1.26,(0.83 - 1.90),4.32,(3.14 - 5.91),1.63,(1.05 - 2.51),1.94,(1.36 - 2.78)
Region E - Sun Coast,1.66,(1.27 - 2.15),6.69,(5.55 - 8.04),1.58,(1.20 - 2.09),2.16,(1.75 - 2.66)
Circuit 6,1.72,(1.17 - 2.53),6.65,(4.83 - 9.10),1.41,(0.91 - 2.18),1.96,(1.39 - 2.75)
Circuit 12,1.72,(1.11 - 2.64),6.86,(4.79 - 9.73),1.44,(0.88 - 2.34),1.98,(1.34 - 2.91)
Circuit 13 (Hillsborough),1.42,(0.94 - 2.16),5.99,(4.38 - 8.16),1.82,(1.18 - 2.81),2.41,(1.72 - 3.36)
Circuit 20,1.83,(1.20 - 2.78),7.54,(5.41 - 10.42),1.67,(1.08 - 2.57),2.28,(1.61 - 3.22)
Region F - Southern (Circuits 11 and 16),1.30,(0.87 - 1.93),4.87,(3.63 - 6.49),1.73,(1.14 - 2.62),2.15,(1.54 - 2.98)
Georgia,1.27,(0.90 - 1.79),5.05,(3.97 - 6.41),1.94,(1.31 - 2.85),2.39,(1.76 - 3.25)
Region 1,1.66,(1.04 - 2.63),6.02,(4.17 - 8.60),1.61,(0.98 - 2.64),2.19,(1.48 - 3.22)
Region 2,1.19,(0.74 - 1.92),5.55,(3.81 - 8.02),2.04,(1.16 - 3.57),2.64,(1.70 - 4.07)
Region 3,1.10,(0.68 - 1.77),4.23,(2.95 - 6.04),2.38,(1.44 - 3.93),2.63,(1.71 - 4.04)
Region 4,*,(* - *),4.60,(3.02 - 6.95),1.90,(1.07 - 3.35),2.33,(1.45 - 3.70)
Region 5,1.14,(0.71 - 1.82),4.78,(3.25 - 6.99),1.67,(0.95 - 2.92),2.20,(1.42 - 3.39)
Region 6,1.26,(0.77 - 2.05),5.05,(3.34 - 7.58),1.67,(0.96 - 2.89),2.18,(1.39 - 3.40)
Hawaii,1.28,(0.84 - 1.96),5.16,(3.93 - 6.75),1.43,(0.92 - 2.23),1.94,(1.39 - 2.70)
Hawaii Island,1.51,(0.90 - 2.55),6.11,(4.13 - 8.95),1.80,(1.03 - 3.12),2.40,(1.55 - 3.70)
Honolulu,1.20,(0.73 - 1.96),4.96,(3.59 - 6.81),1.34,(0.81 - 2.21),1.84,(1.27 - 2.66)
Kauai and Maui,1.43,(0.90 - 2.26),5.31,(3.72 - 7.53),1.54,(0.91 - 2.58),1.99,(1.31 - 3.02)
Kauai,*,(* - *),5.55,(3.55 - 8.59),*,(* - *),1.88,(1.16 - 3.05)
Maui,1.40,(0.84 - 2.32),5.20,(3.42 - 7.84),1.61,(0.90 - 2.85),2.04,(1.27 - 3.26)
Idaho,1.43,(1.00 - 2.05),5.35,(4.23 - 6.75),0.91,(0.58 - 1.43),1.59,(1.19 - 2.13)
Region 1,1.46,(0.89 - 2.39),5.92,(4.01 - 8.65),0.86,(0.47 - 1.57),1.50,(0.98 - 2.29)
Region 2,*,(* - *),4.95,(3.17 - 7.65),*,(* - *),1.70,(1.07 - 2.69)
Region 3,1.34,(0.83 - 2.15),4.92,(3.27 - 7.35),0.80,(0.43 - 1.51),1.41,(0.90 - 2.19)
Region 4,1.66,(1.02 - 2.67),6.54,(4.72 - 9.01),1.07,(0.61 - 1.85),1.84,(1.28 - 2.63)
Region 5,1.33,(0.80 - 2.21),4.95,(3.26 - 7.44),0.79,(0.43 - 1.46),1.37,(0.88 - 2.13)
Region 6,*,(* - *),5.08,(3.39 - 7.55),*,(* - *),1.65,(1.08 - 2.52)
Region 7,1.28,(0.77 - 2.12),4.13,(2.74 - 6.17),0.83,(0.45 - 1.52),1.50,(0.98 - 2.28)
Illinois,1.37,(1.08 - 1.73),5.71,(4.98 - 6.54),1.84,(1.46 - 2.32),2.43,(2.06 - 2.86)
Region I (Cook),1.15,(0.81 - 1.64),4.85,(3.89 - 6.04),2.49,(1.82 - 3.39),2.82,(2.20 - 3.62)
Region II,1.65,(1.19 - 2.29),6.25,(4.99 - 7.81),1.29,(0.89 - 1.87),2.04,(1.60 - 2.59)
Region III,1.32,(0.87 - 2.00),5.85,(4.42 - 7.71),1.49,(1.00 - 2.21),2.30,(1.74 - 3.03)
Region IV,1.30,(0.84 - 2.01),5.49,(3.91 - 7.67),1.42,(0.89 - 2.24),2.04,(1.45 - 2.87)
Region V,1.37,(0.90 - 2.07),7.27,(5.54 - 9.47),1.57,(1.01 - 2.41),2.47,(1.85 - 3.29)
Indiana,1.35,(0.97 - 1.88),6.30,(5.05 - 7.82),1.53,(1.06 - 2.21),2.23,(1.70 - 2.91)
Central,1.23,(0.77 - 1.96),5.66,(4.06 - 7.84),1.77,(1.07 - 2.91),2.28,(1.54 - 3.37)
East,*,(* - *),6.14,(4.12 - 9.06),*,(* - *),2.06,(1.35 - 3.13)
North Central,1.27,(0.77 - 2.09),5.82,(3.91 - 8.57),1.34,(0.77 - 2.30),1.97,(1.29 - 2.98)
Northeast,1.34,(0.80 - 2.21),6.02,(4.04 - 8.88),1.46,(0.83 - 2.56),2.10,(1.36 - 3.23)
Northwest,1.37,(0.84 - 2.21),6.83,(4.62 - 9.99),1.72,(0.98 - 3.00),2.45,(1.60 - 3.74)
Southeast,1.58,(0.97 - 2.56),7.84,(5.35 - 11.35),1.38,(0.82 - 2.33),2.19,(1.48 - 3.22)
Southwest,*,(* - *),6.26,(4.16 - 9.32),1.28,(0.74 - 2.19),2.00,(1.33 - 3.00)
West,1.56,(0.97 - 2.51),6.59,(4.55 - 9.45),1.58,(0.93 - 2.67),2.66,(1.83 - 3.84)
Iowa,1.31,(0.92 - 1.86),5.05,(3.90 - 6.50),0.92,(0.59 - 1.43),1.55,(1.15 - 2.08)
Central,1.45,(0.89 - 2.34),5.58,(3.77 - 8.18),1.09,(0.62 - 1.89),1.68,(1.12 - 2.54)
North Central,1.30,(0.78 - 2.14),4.31,(2.86 - 6.44),0.77,(0.43 - 1.40),1.43,(0.95 - 2.15)
Northeast,1.31,(0.82 - 2.08),5.19,(3.57 - 7.49),0.96,(0.54 - 1.69),1.61,(1.08 - 2.39)
Northwest,1.24,(0.76 - 2.01),4.80,(3.23 - 7.08),0.77,(0.43 - 1.38),1.34,(0.90 - 2.00)
Southeast,1.26,(0.77 - 2.07),5.12,(3.48 - 7.47),0.97,(0.55 - 1.72),1.64,(1.09 - 2.45)
Southwest,1.32,(0.80 - 2.19),5.12,(3.31 - 7.83),*,(* - *),1.43,(0.91 - 2.22)
Kansas,1.56,(1.10 - 2.20),5.92,(4.64 - 7.54),1.20,(0.79 - 1.83),1.95,(1.47 - 2.60)
Kansas City Metro,1.62,(1.02 - 2.56),5.61,(3.92 - 7.95),1.37,(0.82 - 2.28),2.04,(1.40 - 2.96)
Northeast,1.53,(0.95 - 2.47),6.00,(4.13 - 8.65),1.14,(0.64 - 2.03),2.00,(1.34 - 2.97)
South Central,1.56,(0.95 - 2.57),6.15,(4.12 - 9.09),1.01,(0.56 - 1.83),1.82,(1.20 - 2.75)
Southeast,*,(* - *),5.85,(3.80 - 8.92),*,(* - *),1.84,(1.18 - 2.87)
West,1.52,(0.94 - 2.44),6.18,(4.15 - 9.09),*,(* - *),1.78,(1.16 - 2.70)
Wichita (Sedgwick),1.53,(0.95 - 2.44),6.18,(4.19 - 9.04),1.29,(0.73 - 2.26),1.99,(1.31 - 3.01)
Kentucky,1.32,(0.92 - 1.88),6.10,(4.84 - 7.67),1.23,(0.82 - 1.82),1.89,(1.42 - 2.50)
"Adanta, Cumberland River, and Lifeskills",1.29,(0.79 - 2.10),5.70,(3.89 - 8.30),1.03,(0.58 - 1.80),1.66,(1.10 - 2.50)
"Bluegrass, Comprehend, and North Key",1.31,(0.82 - 2.09),6.25,(4.47 - 8.66),1.37,(0.82 - 2.29),2.08,(1.43 - 3.01)
Communicare and River Valley,1.36,(0.82 - 2.24),6.01,(3.97 - 9.00),1.15,(0.66 - 2.00),1.80,(1.18 - 2.75)
Four Rivers and Pennyroyal,1.28,(0.79 - 2.09),5.65,(3.74 - 8.45),*,(* - *),1.65,(1.07 - 2.54)
"Kentucky River, Mountain, and Pathways",1.24,(0.74 - 2.07),5.59,(3.82 - 8.10),0.99,(0.56 - 1.74),1.60,(1.07 - 2.40)
Seven Counties,1.39,(0.85 - 2.26),6.79,(4.75 - 9.60),1.46,(0.84 - 2.52),2.12,(1.41 - 3.17)
Louisiana,1.02,(0.72 - 1.45),5.50,(4.35 - 6.92),2.07,(1.45 - 2.96),2.63,(1.99 - 3.46)
Regions 1 and 3,0.95,(0.57 - 1.56),5.17,(3.51 - 7.55),2.80,(1.64 - 4.74),3.16,(2.02 - 4.92)
Regions 2 and 9,1.05,(0.67 - 1.65),5.63,(4.05 - 7.78),1.91,(1.20 - 3.03),2.56,(1.80 - 3.63)
"Regions 4, 5, and 6",1.06,(0.66 - 1.71),5.90,(4.14 - 8.35),1.78,(1.09 - 2.89),2.43,(1.67 - 3.53)
Regions 7 and 8,0.87,(0.54 - 1.39),5.01,(3.49 - 7.16),1.97,(1.17 - 3.28),2.49,(1.66 - 3.71)
Region 10 (Jefferson),1.24,(0.75 - 2.05),5.67,(3.81 - 8.36),2.24,(1.29 - 3.85),2.70,(1.71 - 4.22)
Maine,1.35,(0.96 - 1.89),7.35,(5.90 - 9.12),1.42,(0.98 - 2.07),2.16,(1.65 - 2.82)
Aroostook/Downeast,1.27,(0.77 - 2.10),6.20,(4.14 - 9.18),1.19,(0.68 - 2.08),1.79,(1.16 - 2.74)
Central,1.24,(0.76 - 2.01),6.63,(4.45 - 9.78),1.31,(0.75 - 2.27),1.97,(1.29 - 3.00)
Cumberland,1.38,(0.86 - 2.21),8.57,(6.14 - 11.83),1.61,(0.98 - 2.64),2.46,(1.72 - 3.51)
Midcoast,1.53,(0.92 - 2.53),7.56,(5.24 - 10.78),1.45,(0.83 - 2.49),2.11,(1.39 - 3.18)
Penquis,1.35,(0.83 - 2.19),8.29,(5.93 - 11.46),1.57,(0.93 - 2.63),2.58,(1.80 - 3.70)
Western,1.30,(0.80 - 2.10),6.89,(4.56 - 10.29),1.43,(0.82 - 2.50),2.14,(1.39 - 3.27)
York,1.35,(0.84 - 2.17),6.54,(4.53 - 9.35),1.30,(0.76 - 2.23),1.90,(1.26 - 2.85)
Maryland,1.15,(0.81 - 1.62),5.13,(4.01 - 6.55),1.70,(1.15 - 2.50),2.19,(1.61 - 2.96)
Anne Arundel,1.32,(0.80 - 2.16),6.34,(4.18 - 9.49),1.47,(0.85 - 2.52),2.12,(1.38 - 3.24)
Baltimore City,*,(* - *),3.50,(2.28 - 5.35),2.95,(1.66 - 5.18),3.04,(1.85 - 4.97)
Baltimore County,1.24,(0.76 - 2.02),5.58,(3.74 - 8.25),1.75,(1.00 - 3.07),2.28,(1.45 - 3.57)
Montgomery,1.46,(0.88 - 2.41),5.12,(3.44 - 7.56),1.28,(0.72 - 2.26),1.73,(1.11 - 2.71)
North Central,1.58,(0.95 - 2.61),6.53,(4.28 - 9.85),*,(* - *),1.92,(1.25 - 2.95)
Northeast,*,(* - *),7.42,(4.97 - 10.96),*,(* - *),2.34,(1.52 - 3.58)
Prince George's,*,(* - *),3.08,(1.99 - 4.73),1.98,(1.10 - 3.53),2.16,(1.31 - 3.53)
South,1.17,(0.72 - 1.91),5.47,(3.63 - 8.16),1.57,(0.89 - 2.77),2.16,(1.38 - 3.36)
West,*,(* - *),6.26,(4.20 - 9.24),*,(* - *),2.00,(1.31 - 3.05)
Massachusetts,1.42,(0.98 - 2.05),7.41,(5.99 - 9.14),2.11,(1.50 - 2.97),2.89,(2.24 - 3.72)
Boston,*,(* - *),7.10,(4.90 - 10.18),3.64,(2.14 - 6.13),4.30,(2.81 - 6.53)
Central,1.44,(0.85 - 2.41),7.10,(4.84 - 10.29),1.69,(0.99 - 2.86),2.47,(1.65 - 3.69)
Metrowest,1.48,(0.91 - 2.41),7.50,(5.38 - 10.36),1.82,(1.12 - 2.94),2.59,(1.80 - 3.69)
Northeast,1.60,(0.98 - 2.60),7.07,(4.97 - 9.96),1.93,(1.18 - 3.15),2.61,(1.78 - 3.82)
Southeast,1.38,(0.84 - 2.27),7.91,(5.51 - 11.24),1.95,(1.20 - 3.16),2.73,(1.87 - 3.96)
Western,1.34,(0.82 - 2.17),7.70,(5.42 - 10.82),2.26,(1.38 - 3.68),3.21,(2.22 - 4.61)
Michigan,1.10,(0.85 - 1.43),6.28,(5.54 - 7.11),1.50,(1.18 - 1.90),2.20,(1.89 - 2.56)
Detroit City,0.31,(0.18 - 0.52),2.26,(1.57 - 3.24),2.49,(1.58 - 3.93),2.46,(1.63 - 3.70)
Genesee,1.03,(0.65 - 1.61),6.81,(4.87 - 9.46),1.87,(1.19 - 2.92),2.55,(1.80 - 3.62)
Kalamazoo,1.14,(0.73 - 1.79),6.98,(5.09 - 9.51),1.40,(0.88 - 2.21),2.29,(1.66 - 3.15)
Kent,1.15,(0.73 - 1.79),6.89,(5.07 - 9.30),1.67,(1.07 - 2.59),2.46,(1.78 - 3.38)
Lakeshore,1.15,(0.75 - 1.78),6.72,(4.93 - 9.10),1.33,(0.84 - 2.08),2.16,(1.59 - 2.95)
Macomb,1.30,(0.86 - 1.97),7.46,(5.57 - 9.93),1.52,(0.99 - 2.33),2.26,(1.66 - 3.08)
Mid South,1.18,(0.78 - 1.79),6.13,(4.63 - 8.07),1.44,(0.95 - 2.19),2.27,(1.70 - 3.03)
Northern,1.12,(0.74 - 1.71),6.71,(4.94 - 9.06),1.29,(0.83 - 2.00),2.12,(1.56 - 2.87)
Oakland,1.18,(0.78 - 1.79),6.04,(4.63 - 7.84),1.32,(0.86 - 2.00),1.87,(1.39 - 2.53)
Pathways and Western,1.25,(0.79 - 1.98),7.72,(5.48 - 10.77),1.42,(0.88 - 2.28),2.43,(1.74 - 3.40)
