State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Southwest,6.27,(4.13 - 9.41),9.81,(6.70 - 14.13),2.32,(1.41 - 3.79),3.35,(2.24 - 5.00)
Kansas,6.43,(5.23 - 7.89),13.30,(11.07 - 15.92),3.46,(2.64 - 4.51),5.02,(4.15 - 6.05)
Kansas City Metro,7.38,(5.46 - 9.90),15.45,(11.97 - 19.72),4.24,(2.98 - 6.01),6.03,(4.64 - 7.80)
Northeast,6.03,(4.11 - 8.75),11.48,(8.30 - 15.68),2.94,(1.88 - 4.58),4.44,(3.18 - 6.18)
South Central,5.14,(3.36 - 7.80),10.11,(6.89 - 14.59),2.49,(1.49 - 4.12),3.68,(2.46 - 5.48)
Southeast,5.85,(3.85 - 8.80),*,(* - *),3.11,(1.87 - 5.12),4.51,(2.99 - 6.73)
West,6.31,(4.18 - 9.44),13.31,(9.33 - 18.66),3.24,(1.99 - 5.25),4.76,(3.25 - 6.93)
Wichita (Sedgwick),6.31,(4.30 - 9.16),14.50,(10.65 - 19.43),3.53,(2.30 - 5.39),5.11,(3.70 - 7.03)
Kentucky,6.40,(5.25 - 7.77),15.80,(13.59 - 18.29),3.66,(2.87 - 4.66),5.32,(4.48 - 6.30)
"Adanta, Cumberland River, and Lifeskills",5.20,(3.50 - 7.68),12.47,(9.02 - 16.99),2.66,(1.68 - 4.19),3.99,(2.81 - 5.63)
"Bluegrass, Comprehend, and North Key",6.43,(4.66 - 8.82),17.74,(14.11 - 22.07),4.13,(2.90 - 5.85),6.11,(4.74 - 7.86)
Communicare and River Valley,6.28,(4.30 - 9.08),14.45,(10.48 - 19.59),3.24,(2.11 - 4.96),4.75,(3.38 - 6.63)
Four Rivers and Pennyroyal,6.28,(4.21 - 9.25),14.56,(10.36 - 20.07),3.08,(1.94 - 4.86),4.71,(3.29 - 6.71)
"Kentucky River, Mountain, and Pathways",4.92,(3.29 - 7.32),12.23,(9.00 - 16.40),2.64,(1.70 - 4.08),3.91,(2.79 - 5.46)
Seven Counties,8.10,(5.89 - 11.06),19.07,(14.85 - 24.14),4.85,(3.34 - 6.99),6.62,(4.97 - 8.77)
Louisiana,5.32,(4.28 - 6.61),13.63,(11.60 - 15.95),3.31,(2.52 - 4.35),4.98,(4.14 - 5.99)
Regions 1 and 3,4.54,(3.01 - 6.80),12.98,(9.40 - 17.66),3.70,(2.36 - 5.75),5.13,(3.62 - 7.23)
Regions 2 and 9,6.36,(4.55 - 8.82),14.76,(11.67 - 18.50),3.54,(2.43 - 5.12),5.51,(4.28 - 7.08)
"Regions 4, 5, and 6",4.57,(3.12 - 6.65),11.55,(8.58 - 15.38),2.60,(1.67 - 4.01),4.01,(2.91 - 5.52)
Regions 7 and 8,5.26,(3.64 - 7.54),14.55,(10.99 - 19.01),3.39,(2.21 - 5.15),5.29,(3.91 - 7.12)
Region 10 (Jefferson),5.97,(3.94 - 8.96),*,(* - *),3.77,(2.32 - 6.08),5.26,(3.55 - 7.71)
Maine,9.39,(7.85 - 11.20),25.25,(22.46 - 28.26),5.85,(4.69 - 7.29),8.25,(7.08 - 9.60)
Aroostook/Downeast,8.07,(5.59 - 11.53),21.06,(16.18 - 26.96),4.92,(3.27 - 7.35),6.84,(5.03 - 9.25)
Central,8.85,(6.18 - 12.51),*,(* - *),5.83,(3.91 - 8.60),8.18,(6.04 - 11.00)
Cumberland,9.74,(7.08 - 13.26),27.57,(22.67 - 33.07),6.11,(4.32 - 8.57),8.73,(6.82 - 11.10)
Midcoast,10.17,(7.30 - 13.99),*,(* - *),5.35,(3.60 - 7.89),7.29,(5.33 - 9.89)
Penquis,9.42,(6.64 - 13.19),27.97,(22.66 - 33.98),6.22,(4.31 - 8.89),9.50,(7.38 - 12.16)
Western,8.86,(6.08 - 12.74),*,(* - *),5.71,(3.85 - 8.40),8.04,(5.92 - 10.83)
York,10.27,(7.38 - 14.12),25.80,(20.49 - 31.93),6.50,(4.50 - 9.31),8.71,(6.57 - 11.44)
Maryland,5.88,(4.79 - 7.21),15.49,(13.20 - 18.10),3.19,(2.44 - 4.17),4.94,(4.13 - 5.91)
Anne Arundel,5.46,(3.60 - 8.19),15.95,(11.55 - 21.62),2.77,(1.73 - 4.41),4.54,(3.21 - 6.39)
Baltimore City,5.92,(3.93 - 8.84),19.31,(14.50 - 25.23),4.81,(3.13 - 7.31),7.26,(5.33 - 9.82)
Baltimore County,6.64,(4.52 - 9.65),16.48,(12.43 - 21.52),3.48,(2.23 - 5.38),5.27,(3.83 - 7.22)
Montgomery,6.28,(4.30 - 9.09),15.55,(11.33 - 20.96),3.04,(1.93 - 4.74),4.53,(3.22 - 6.34)
North Central,6.14,(4.14 - 9.02),*,(* - *),2.78,(1.71 - 4.49),4.44,(3.06 - 6.40)
Northeast,6.26,(4.14 - 9.38),*,(* - *),2.83,(1.75 - 4.54),4.74,(3.29 - 6.80)
Prince George's,5.06,(3.38 - 7.50),11.76,(8.31 - 16.38),3.21,(2.04 - 5.03),4.62,(3.24 - 6.55)
South,5.19,(3.46 - 7.70),13.00,(9.20 - 18.07),2.68,(1.65 - 4.32),4.24,(2.95 - 6.07)
West,6.02,(4.02 - 8.92),*,(* - *),2.66,(1.66 - 4.23),4.53,(3.20 - 6.37)
Massachusetts,8.92,(7.40 - 10.71),23.22,(20.40 - 26.29),5.36,(4.27 - 6.72),7.98,(6.85 - 9.29)
Boston,7.40,(4.95 - 10.93),*,(* - *),6.95,(4.64 - 10.28),10.09,(7.52 - 13.42)
Central,9.23,(6.36 - 13.20),*,(* - *),5.01,(3.34 - 7.46),7.92,(5.91 - 10.55)
Metrowest,8.44,(6.20 - 11.38),21.20,(16.85 - 26.31),4.51,(3.18 - 6.37),6.77,(5.26 - 8.66)
Northeast,9.02,(6.43 - 12.52),20.21,(15.76 - 25.52),4.75,(3.22 - 6.96),6.79,(5.10 - 8.99)
Southeast,9.43,(6.80 - 12.92),*,(* - *),5.84,(3.99 - 8.47),8.26,(6.20 - 10.93)
Western,9.58,(6.84 - 13.25),26.37,(20.93 - 32.62),6.07,(4.13 - 8.84),9.62,(7.40 - 12.43)
Michigan,7.48,(6.72 - 8.32),18.55,(17.22 - 19.96),4.87,(4.26 - 5.57),6.86,(6.27 - 7.50)
Detroit City,8.24,(6.25 - 10.79),22.61,(18.89 - 26.83),9.36,(7.07 - 12.30),11.36,(9.15 - 14.03)
Genesee,8.47,(6.19 - 11.48),20.92,(16.52 - 26.11),5.26,(3.76 - 7.32),7.43,(5.77 - 9.53)
Kalamazoo,6.89,(5.00 - 9.43),18.76,(14.97 - 23.25),4.65,(3.34 - 6.44),6.90,(5.40 - 8.78)
Kent,5.89,(4.19 - 8.23),16.60,(13.13 - 20.76),3.90,(2.75 - 5.52),5.82,(4.50 - 7.51)
Lakeshore,8.00,(5.89 - 10.79),16.39,(12.92 - 20.57),4.13,(2.94 - 5.79),6.04,(4.69 - 7.74)
Macomb,5.98,(4.39 - 8.09),17.43,(14.06 - 21.41),4.15,(3.00 - 5.72),5.80,(4.56 - 7.36)
Mid South,7.83,(6.07 - 10.04),19.54,(16.37 - 23.16),4.94,(3.72 - 6.54),7.53,(6.19 - 9.13)
Northern,7.95,(6.00 - 10.46),16.85,(13.54 - 20.77),4.24,(3.04 - 5.88),6.15,(4.82 - 7.82)
Oakland,7.75,(6.03 - 9.91),20.27,(17.15 - 23.79),4.99,(3.79 - 6.54),6.79,(5.56 - 8.27)
Pathways and Western,7.27,(5.07 - 10.31),19.85,(15.50 - 25.06),5.16,(3.53 - 7.51),7.52,(5.69 - 9.89)
Riverhaven,6.25,(4.34 - 8.94),15.04,(11.26 - 19.81),3.98,(2.65 - 5.92),5.45,(3.95 - 7.46)
