State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Pima,4.86,(3.51 - 6.71),7.25,(5.06 - 10.28),*,(* - *),0.95,(0.69 - 1.30)
Rural North,5.52,(3.96 - 7.65),6.57,(4.66 - 9.19),*,(* - *),0.90,(0.66 - 1.23)
Rural South,5.32,(3.69 - 7.60),5.92,(4.03 - 8.63),*,(* - *),0.77,(0.55 - 1.07)
Arkansas,5.56,(4.81 - 6.41),6.45,(5.39 - 7.70),0.12,(0.09 - 0.18),0.88,(0.73 - 1.05)
Catchment Area 1,5.23,(3.75 - 7.25),6.46,(4.56 - 9.09),*,(* - *),0.97,(0.71 - 1.31)
Catchment Area 2,5.68,(4.03 - 7.96),6.61,(4.57 - 9.49),*,(* - *),0.73,(0.53 - 1.01)
Catchment Area 3,6.10,(4.56 - 8.10),6.69,(4.77 - 9.32),*,(* - *),0.96,(0.71 - 1.29)
Catchment Area 4,5.11,(3.51 - 7.37),5.45,(3.77 - 7.81),*,(* - *),0.67,(0.49 - 0.93)
Catchment Area 5,5.97,(4.43 - 7.99),7.10,(5.27 - 9.50),*,(* - *),1.04,(0.80 - 1.37)
Catchment Area 6,5.19,(3.63 - 7.37),6.32,(4.39 - 9.03),*,(* - *),0.91,(0.66 - 1.24)
Catchment Area 7,4.09,(2.72 - 6.09),4.93,(3.29 - 7.33),*,(* - *),0.65,(0.46 - 0.92)
Catchment Area 8,6.11,(4.60 - 8.07),6.83,(4.89 - 9.47),*,(* - *),0.92,(0.68 - 1.23)
California,5.62,(5.12 - 6.18),6.56,(5.86 - 7.34),0.12,(0.08 - 0.18),1.07,(0.95 - 1.20)
Region 1R,7.16,(5.20 - 9.79),8.43,(6.02 - 11.69),*,(* - *),1.34,(0.99 - 1.81)
Region 2R,5.89,(4.31 - 8.00),7.91,(5.67 - 10.92),*,(* - *),1.44,(1.07 - 1.94)
Region 3R (Sacramento),6.70,(4.90 - 9.10),8.36,(6.16 - 11.26),*,(* - *),1.36,(1.03 - 1.80)
Region 4R,7.96,(5.90 - 10.67),10.42,(7.66 - 14.01),*,(* - *),1.53,(1.16 - 2.03)
Region 5R (San Francisco),*,(* - *),8.02,(5.64 - 11.28),*,(* - *),0.86,(0.63 - 1.17)
Region 6 (Santa Clara),5.57,(4.14 - 7.46),7.46,(5.57 - 9.93),*,(* - *),1.01,(0.77 - 1.32)
Region 7R (Contra Costa),7.66,(5.64 - 10.32),8.34,(6.05 - 11.40),*,(* - *),1.21,(0.91 - 1.61)
Region 8R (Alameda),7.22,(5.42 - 9.56),9.11,(6.81 - 12.09),*,(* - *),1.30,(0.99 - 1.71)
Region 9R (San Mateo),7.27,(5.04 - 10.36),7.80,(5.44 - 11.05),*,(* - *),0.94,(0.68 - 1.29)
Region 10,6.25,(4.64 - 8.36),7.85,(5.82 - 10.52),*,(* - *),1.33,(1.01 - 1.75)
Region 11 (Los Angeles),4.71,(4.10 - 5.42),5.45,(4.70 - 6.31),0.11,(0.07 - 0.17),0.89,(0.76 - 1.04)
LA SPA 1 and 5,5.41,(3.87 - 7.51),8.27,(5.89 - 11.48),*,(* - *),1.37,(1.01 - 1.85)
LA SPA 2,5.01,(3.80 - 6.59),5.84,(4.43 - 7.66),*,(* - *),0.89,(0.69 - 1.16)
LA SPA 3,4.87,(3.66 - 6.46),5.58,(4.23 - 7.34),*,(* - *),0.88,(0.67 - 1.14)
LA SPA 4,4.20,(2.94 - 5.97),4.61,(3.33 - 6.35),*,(* - *),0.69,(0.51 - 0.92)
LA SPA 6,4.18,(2.98 - 5.83),3.97,(2.82 - 5.55),*,(* - *),0.86,(0.63 - 1.17)
LA SPA 7,4.32,(3.11 - 5.98),4.09,(2.97 - 5.60),*,(* - *),0.70,(0.52 - 0.94)
LA SPA 8,4.91,(3.65 - 6.59),6.52,(4.85 - 8.70),*,(* - *),1.01,(0.77 - 1.32)
Region 12R,7.25,(5.02 - 10.36),6.97,(4.79 - 10.05),*,(* - *),1.12,(0.80 - 1.55)
Regions 13 and 19R,5.42,(4.18 - 6.99),6.12,(4.57 - 8.15),*,(* - *),1.02,(0.78 - 1.33)
Region 13 (Riverside),5.50,(4.17 - 7.21),6.28,(4.61 - 8.50),*,(* - *),1.04,(0.79 - 1.38)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Region 14 (Orange),5.01,(3.88 - 6.46),5.67,(4.27 - 7.50),*,(* - *),0.88,(0.68 - 1.15)
Region 15R (Fresno),4.26,(2.99 - 6.04),5.31,(3.79 - 7.39),*,(* - *),1.00,(0.74 - 1.35)
Region 16R (San Diego),4.84,(3.75 - 6.22),7.48,(5.68 - 9.79),0.14,(0.09 - 0.22),1.36,(1.05 - 1.74)
Region 17R,6.55,(4.98 - 8.56),5.48,(4.00 - 7.46),*,(* - *),0.96,(0.72 - 1.27)
Region 18R (San Bernardino),5.24,(4.00 - 6.84),4.93,(3.69 - 6.55),*,(* - *),0.92,(0.70 - 1.20)
Region 20R,6.72,(4.91 - 9.14),6.08,(4.36 - 8.41),*,(* - *),1.03,(0.76 - 1.38)
Region 21R,6.07,(4.30 - 8.52),8.51,(6.25 - 11.50),*,(* - *),1.59,(1.19 - 2.11)
Colorado,7.69,(6.65 - 8.87),8.65,(7.14 - 10.43),0.17,(0.11 - 0.26),1.27,(1.05 - 1.52)
Region 1,6.51,(4.95 - 8.52),9.05,(6.61 - 12.28),*,(* - *),1.57,(1.19 - 2.08)
Regions 2 and 7,8.67,(7.16 - 10.47),9.10,(7.00 - 11.74),0.19,(0.12 - 0.32),1.26,(0.99 - 1.61)
Region 3,4.97,(3.65 - 6.74),7.04,(4.95 - 9.92),*,(* - *),1.13,(0.82 - 1.55)
Region 4,9.02,(6.27 - 12.82),8.45,(5.63 - 12.50),*,(* - *),1.05,(0.75 - 1.48)
Regions 5 and 6,7.31,(5.19 - 10.21),8.65,(5.86 - 12.59),*,(* - *),1.25,(0.89 - 1.76)
Connecticut,6.67,(5.77 - 7.70),8.14,(6.76 - 9.77),0.13,(0.09 - 0.19),1.06,(0.89 - 1.28)
Eastern,6.21,(4.45 - 8.59),8.48,(5.97 - 11.90),*,(* - *),1.46,(1.07 - 2.00)
North Central,6.54,(5.15 - 8.28),7.65,(5.61 - 10.36),*,(* - *),0.97,(0.73 - 1.28)
Northwestern,5.25,(3.87 - 7.10),7.06,(5.10 - 9.71),*,(* - *),0.85,(0.63 - 1.15)
South Central,7.60,(5.93 - 9.71),9.35,(6.92 - 12.52),*,(* - *),1.20,(0.91 - 1.58)
Southwest,7.43,(5.65 - 9.70),8.15,(5.83 - 11.27),*,(* - *),1.02,(0.75 - 1.37)
Delaware,5.15,(4.34 - 6.10),8.18,(6.70 - 9.94),0.12,(0.08 - 0.19),1.07,(0.88 - 1.30)
Kent,4.65,(3.40 - 6.32),6.62,(4.79 - 9.09),*,(* - *),1.02,(0.76 - 1.37)
New Castle (excluding Wilmington City),4.99,(3.92 - 6.34),9.53,(7.36 - 12.26),0.12,(0.08 - 0.20),1.29,(1.01 - 1.64)
Sussex,5.03,(3.71 - 6.78),5.98,(4.26 - 8.32),*,(* - *),0.62,(0.46 - 0.83)
Wilmington City,7.44,(5.17 - 10.60),8.42,(5.83 - 12.00),*,(* - *),1.18,(0.85 - 1.63)
District of Columbia,6.57,(5.66 - 7.62),8.89,(7.44 - 10.59),0.23,(0.15 - 0.36),1.72,(1.44 - 2.05)
Ward 1,9.06,(6.25 - 12.97),8.28,(5.68 - 11.91),*,(* - *),1.75,(1.26 - 2.44)
Ward 2,*,(* - *),11.96,(8.99 - 15.74),*,(* - *),3.45,(2.60 - 4.56)
Ward 3,8.15,(5.83 - 11.27),13.54,(9.88 - 18.27),*,(* - *),2.43,(1.79 - 3.28)
Ward 4,6.25,(4.56 - 8.52),6.84,(4.69 - 9.88),*,(* - *),0.94,(0.67 - 1.30)
Ward 5,6.68,(4.86 - 9.11),8.39,(5.78 - 12.01),*,(* - *),1.49,(1.06 - 2.08)
Ward 6,*,(* - *),7.12,(4.78 - 10.46),*,(* - *),1.13,(0.80 - 1.59)
Ward 7,5.72,(4.27 - 7.62),5.84,(4.06 - 8.32),*,(* - *),1.01,(0.72 - 1.41)
Ward 8,6.01,(4.60 - 7.83),6.13,(4.36 - 8.55),*,(* - *),1.44,(1.05 - 1.98)
Florida,5.22,(4.78 - 5.70),6.04,(5.36 - 6.79),0.10,(0.07 - 0.15),0.77,(0.67 - 0.88)
Region A - Northwest,5.35,(4.33 - 6.60),8.02,(6.49 - 9.87),*,(* - *),1.26,(1.03 - 1.53)
Circuit 1,4.85,(3.54 - 6.61),7.21,(5.24 - 9.86),*,(* - *),1.00,(0.75 - 1.33)
Circuit 2,6.89,(4.85 - 9.71),10.32,(7.64 - 13.80),*,(* - *),2.23,(1.68 - 2.96)
Circuit 14,4.72,(3.29 - 6.73),5.35,(3.74 - 7.58),*,(* - *),0.71,(0.52 - 0.97)
Region B - Northeast,6.39,(5.40 - 7.54),7.45,(6.13 - 9.03),0.13,(0.09 - 0.19),1.11,(0.92 - 1.33)
Circuits 3 and 8,5.85,(4.21 - 8.07),7.08,(5.18 - 9.60),*,(* - *),1.39,(1.05 - 1.85)
Circuit 4,6.54,(5.14 - 8.30),7.75,(5.80 - 10.28),*,(* - *),1.16,(0.89 - 1.52)
Circuit 7,6.50,(4.84 - 8.68),7.47,(5.43 - 10.19),*,(* - *),0.86,(0.64 - 1.15)
Region C - Central,5.40,(4.71 - 6.18),5.86,(4.96 - 6.91),0.11,(0.07 - 0.15),0.73,(0.61 - 0.86)
Circuit 5,6.24,(4.71 - 8.23),6.20,(4.52 - 8.43),*,(* - *),0.57,(0.43 - 0.75)
Circuit 9,3.82,(2.93 - 4.98),5.01,(3.79 - 6.60),*,(* - *),0.79,(0.61 - 1.02)
Circuit 10,5.30,(3.91 - 7.16),4.87,(3.44 - 6.85),*,(* - *),0.63,(0.47 - 0.86)
Circuit 18,5.81,(4.43 - 7.59),7.38,(5.45 - 9.93),*,(* - *),0.89,(0.68 - 1.17)
Circuit 19,7.78,(5.83 - 10.30),7.03,(4.95 - 9.89),*,(* - *),0.75,(0.55 - 1.03)
Region D - Southeast,4.84,(4.05 - 5.78),5.75,(4.68 - 7.06),0.11,(0.07 - 0.16),0.74,(0.60 - 0.90)
Circuit 15 (Palm Beach),6.87,(5.37 - 8.76),7.18,(5.35 - 9.58),*,(* - *),0.86,(0.65 - 1.13)
Circuit 17 (Broward),3.60,(2.79 - 4.62),4.93,(3.78 - 6.42),0.10,(0.06 - 0.17),0.66,(0.51 - 0.85)
Region E - Sun Coast,5.74,(4.98 - 6.62),6.63,(5.54 - 7.91),0.10,(0.07 - 0.15),0.71,(0.59 - 0.85)
Circuit 6,5.68,(4.43 - 7.24),6.44,(4.77 - 8.64),*,(* - *),0.63,(0.48 - 0.83)
Circuit 12,6.11,(4.49 - 8.26),6.62,(4.68 - 9.29),*,(* - *),0.63,(0.46 - 0.85)
Circuit 13 (Hillsborough),5.51,(4.24 - 7.12),6.78,(5.12 - 8.93),*,(* - *),0.94,(0.72 - 1.21)
Circuit 20,5.90,(4.50 - 7.71),6.65,(4.91 - 8.94),*,(* - *),0.63,(0.47 - 0.83)
Region F - Southern (Circuits 11 and 16),3.45,(2.66 - 4.45),3.71,(2.81 - 4.87),0.07,(0.04 - 0.13),0.49,(0.37 - 0.65)
Georgia,5.04,(4.31 - 5.89),6.11,(5.11 - 7.30),0.15,(0.10 - 0.22),0.98,(0.82 - 1.17)
Region 1,4.78,(3.56 - 6.39),5.63,(4.07 - 7.74),*,(* - *),0.85,(0.64 - 1.14)
Region 2,4.12,(2.96 - 5.70),6.34,(4.57 - 8.73),*,(* - *),1.12,(0.84 - 1.51)
Region 3,5.61,(4.28 - 7.32),6.14,(4.59 - 8.16),0.16,(0.10 - 0.27),0.97,(0.74 - 1.27)
Region 4,5.63,(3.88 - 8.10),5.85,(4.05 - 8.37),*,(* - *),0.93,(0.67 - 1.29)
Region 5,4.98,(3.56 - 6.92),7.04,(5.03 - 9.76),*,(* - *),1.19,(0.88 - 1.60)
Region 6,4.89,(3.50 - 6.80),5.93,(4.17 - 8.38),*,(* - *),0.95,(0.69 - 1.31)
Hawaii,6.53,(5.48 - 7.76),7.31,(5.87 - 9.06),0.09,(0.05 - 0.18),0.96,(0.77 - 1.20)
Hawaii Island,6.00,(4.29 - 8.34),7.16,(4.92 - 10.30),*,(* - *),1.02,(0.72 - 1.43)
Honolulu,6.63,(5.37 - 8.17),7.35,(5.70 - 9.43),0.09,(0.04 - 0.18),0.97,(0.75 - 1.25)
Kauai and Maui,6.56,(4.94 - 8.66),7.22,(5.30 - 9.75),*,(* - *),0.90,(0.67 - 1.20)
Kauai,*,(* - *),8.60,(5.65 - 12.89),*,(* - *),*,(* - *)
Maui,6.34,(4.49 - 8.90),6.64,(4.60 - 9.48),*,(* - *),0.87,(0.62 - 1.22)
Idaho,5.18,(4.44 - 6.02),5.20,(4.26 - 6.33),0.13,(0.08 - 0.19),0.89,(0.74 - 1.08)
Region 1,8.42,(6.26 - 11.24),8.50,(5.88 - 12.15),*,(* - *),0.99,(0.71 - 1.37)
Region 2,4.43,(3.00 - 6.50),5.82,(3.93 - 8.54),*,(* - *),1.10,(0.77 - 1.56)
Region 3,4.30,(3.14 - 5.86),3.54,(2.43 - 5.13),*,(* - *),0.61,(0.44 - 0.85)
Region 4,6.49,(5.00 - 8.39),7.43,(5.46 - 10.02),*,(* - *),1.20,(0.91 - 1.59)
Region 5,4.70,(3.30 - 6.66),4.62,(3.23 - 6.57),*,(* - *),0.67,(0.49 - 0.93)
Region 6,4.11,(2.87 - 5.86),4.67,(3.19 - 6.78),*,(* - *),0.84,(0.60 - 1.19)
Region 7,2.62,(1.82 - 3.74),3.16,(2.21 - 4.50),*,(* - *),0.76,(0.55 - 1.07)
Illinois,5.40,(4.92 - 5.92),6.04,(5.35 - 6.81),0.12,(0.08 - 0.17),0.93,(0.82 - 1.07)
Region I (Cook),5.89,(5.08 - 6.81),5.64,(4.72 - 6.72),0.13,(0.08 - 0.20),0.85,(0.71 - 1.03)
Region II,5.04,(4.35 - 5.83),6.27,(5.14 - 7.64),0.11,(0.07 - 0.18),0.96,(0.78 - 1.16)
Region III,6.32,(5.17 - 7.71),6.98,(5.47 - 8.87),0.11,(0.07 - 0.17),1.24,(0.99 - 1.56)
Region IV,4.50,(3.46 - 5.84),5.34,(4.01 - 7.08),*,(* - *),0.81,(0.63 - 1.06)
Region V,4.22,(3.31 - 5.38),6.23,(4.83 - 7.99),0.10,(0.06 - 0.17),0.95,(0.75 - 1.21)
Indiana,5.78,(5.01 - 6.64),7.48,(6.31 - 8.84),0.12,(0.08 - 0.17),1.03,(0.87 - 1.22)
Central,5.82,(4.48 - 7.51),6.86,(5.04 - 9.28),*,(* - *),0.92,(0.70 - 1.22)
East,5.70,(3.92 - 8.20),7.78,(5.49 - 10.92),*,(* - *),1.06,(0.78 - 1.44)
North Central,5.56,(4.15 - 7.42),7.26,(5.26 - 9.94),*,(* - *),0.93,(0.69 - 1.24)
Northeast,4.90,(3.43 - 6.95),6.13,(4.28 - 8.70),*,(* - *),0.83,(0.61 - 1.13)
Northwest,6.36,(4.61 - 8.70),7.33,(5.18 - 10.25),*,(* - *),0.99,(0.73 - 1.34)
Southeast,6.72,(4.94 - 9.08),7.83,(5.60 - 10.85),*,(* - *),0.89,(0.66 - 1.20)
Southwest,3.58,(2.42 - 5.26),5.20,(3.57 - 7.51),*,(* - *),0.74,(0.53 - 1.03)
West,7.23,(5.31 - 9.77),10.60,(7.76 - 14.31),*,(* - *),2.03,(1.52 - 2.71)
Iowa,5.03,(4.31 - 5.87),5.31,(4.39 - 6.43),0.10,(0.06 - 0.16),0.86,(0.71 - 1.04)
Central,7.25,(5.47 - 9.57),7.37,(5.29 - 10.16),*,(* - *),1.08,(0.79 - 1.47)
North Central,5.10,(3.68 - 7.03),5.26,(3.83 - 7.19),*,(* - *),1.01,(0.75 - 1.37)
Northeast,4.71,(3.60 - 6.13),5.23,(3.82 - 7.12),*,(* - *),0.87,(0.65 - 1.17)
Northwest,3.40,(2.42 - 4.77),4.33,(3.12 - 5.99),*,(* - *),0.64,(0.47 - 0.88)
Southeast,5.04,(3.78 - 6.68),5.24,(3.81 - 7.17),*,(* - *),0.86,(0.64 - 1.15)
Southwest,4.79,(3.35 - 6.80),4.64,(3.23 - 6.63),*,(* - *),0.70,(0.51 - 0.95)
Kansas,5.22,(4.47 - 6.09),6.21,(5.10 - 7.55),0.11,(0.07 - 0.16),0.97,(0.80 - 1.18)
Kansas City Metro,5.62,(4.41 - 7.14),7.06,(5.27 - 9.41),0.15,(0.09 - 0.24),1.21,(0.93 - 1.59)
Northeast,5.55,(4.05 - 7.56),6.33,(4.55 - 8.73),*,(* - *),1.05,(0.78 - 1.40)
South Central,4.12,(2.88 - 5.86),5.08,(3.54 - 7.26),*,(* - *),0.77,(0.56 - 1.06)
Southeast,4.20,(2.84 - 6.18),5.05,(3.39 - 7.46),*,(* - *),0.76,(0.53 - 1.07)
West,6.44,(4.59 - 8.97),6.60,(4.54 - 9.49),*,(* - *),0.87,(0.62 - 1.21)
Wichita (Sedgwick),4.52,(3.22 - 6.32),5.59,(3.92 - 7.91),*,(* - *),0.80,(0.58 - 1.09)
Kentucky,6.38,(5.53 - 7.35),6.80,(5.66 - 8.16),0.13,(0.09 - 0.19),0.90,(0.75 - 1.09)
"Adanta, Cumberland River, and Lifeskills",4.38,(3.10 - 6.15),4.73,(3.32 - 6.70),*,(* - *),0.65,(0.47 - 0.89)
"Bluegrass, Comprehend, and North Key",7.23,(5.67 - 9.18),7.79,(5.86 - 10.30),*,(* - *),1.14,(0.88 - 1.49)
Communicare and River Valley,6.06,(4.50 - 8.13),6.25,(4.41 - 8.80),*,(* - *),0.81,(0.60 - 1.10)
Four Rivers and Pennyroyal,5.80,(4.16 - 8.04),6.59,(4.57 - 9.42),*,(* - *),0.86,(0.62 - 1.18)
"Kentucky River, Mountain, and Pathways",5.13,(3.72 - 7.03),5.11,(3.67 - 7.08),*,(* - *),0.68,(0.50 - 0.91)
Seven Counties,7.99,(6.15 - 10.32),9.18,(6.71 - 12.43),*,(* - *),1.07,(0.81 - 1.41)
Louisiana,4.98,(4.25 - 5.82),5.38,(4.41 - 6.55),0.12,(0.08 - 0.19),0.92,(0.76 - 1.11)
Regions 1 and 3,4.72,(3.37 - 6.57),5.53,(3.87 - 7.85),*,(* - *),0.95,(0.68 - 1.31)
Regions 2 and 9,5.64,(4.34 - 7.31),5.98,(4.45 - 8.01),*,(* - *),1.11,(0.84 - 1.46)
"Regions 4, 5, and 6",4.51,(3.40 - 5.96),4.78,(3.49 - 6.51),*,(* - *),0.79,(0.60 - 1.04)
Regions 7 and 8,3.79,(2.79 - 5.13),4.76,(3.46 - 6.52),*,(* - *),0.84,(0.62 - 1.13)
Region 10 (Jefferson),7.32,(5.20 - 10.21),6.69,(4.56 - 9.71),*,(* - *),0.90,(0.65 - 1.26)
Maine,6.42,(5.58 - 7.37),9.43,(7.94 - 11.17),0.13,(0.09 - 0.20),1.08,(0.91 - 1.29)
Aroostook/Downeast,5.67,(4.12 - 7.76),7.88,(5.63 - 10.91),*,(* - *),0.85,(0.63 - 1.14)
Central,5.38,(3.84 - 7.51),8.26,(5.82 - 11.59),*,(* - *),1.01,(0.74 - 1.38)
Cumberland,6.24,(4.74 - 8.19),9.31,(6.83 - 12.58),*,(* - *),1.11,(0.83 - 1.47)
Midcoast,7.18,(5.28 - 9.70),10.54,(7.47 - 14.67),*,(* - *),0.97,(0.71 - 1.32)
Penquis,5.67,(4.09 - 7.81),10.42,(7.64 - 14.05),*,(* - *),1.42,(1.06 - 1.88)
Western,7.25,(5.33 - 9.80),9.99,(6.98 - 14.11),*,(* - *),1.13,(0.83 - 1.53)
York,7.32,(5.49 - 9.71),9.81,(7.15 - 13.32),*,(* - *),1.11,(0.82 - 1.49)
Maryland,5.85,(5.03 - 6.79),7.37,(6.16 - 8.79),0.13,(0.09 - 0.19),1.06,(0.89 - 1.26)
Anne Arundel,6.21,(4.42 - 8.65),7.95,(5.62 - 11.14),*,(* - *),1.09,(0.80 - 1.48)
Baltimore City,6.39,(4.50 - 9.00),7.04,(4.98 - 9.86),*,(* - *),1.20,(0.88 - 1.63)
Baltimore County,7.87,(5.73 - 10.73),10.82,(7.92 - 14.62),*,(* - *),1.42,(1.05 - 1.91)
Montgomery,5.61,(4.01 - 7.79),7.46,(5.34 - 10.32),*,(* - *),0.86,(0.63 - 1.15)
North Central,5.27,(3.71 - 7.44),7.44,(5.07 - 10.79),*,(* - *),0.95,(0.67 - 1.33)
Northeast,6.56,(4.57 - 9.32),7.72,(5.17 - 11.36),*,(* - *),0.98,(0.70 - 1.38)
Prince George's,5.05,(3.68 - 6.91),6.77,(4.90 - 9.30),*,(* - *),1.20,(0.89 - 1.61)
South,4.70,(3.30 - 6.67),5.19,(3.58 - 7.47),*,(* - *),0.85,(0.61 - 1.18)
West,4.80,(3.34 - 6.85),6.20,(4.29 - 8.88),*,(* - *),0.87,(0.63 - 1.19)
Massachusetts,7.14,(6.22 - 8.19),9.27,(7.70 - 11.11),0.15,(0.10 - 0.22),1.30,(1.09 - 1.56)
Boston,5.45,(3.77 - 7.82),7.20,(5.10 - 10.08),*,(* - *),1.39,(1.02 - 1.89)
Central,9.35,(7.04 - 12.31),10.11,(7.09 - 14.23),*,(* - *),1.35,(0.98 - 1.85)
Metrowest,6.32,(4.94 - 8.06),9.36,(6.96 - 12.48),*,(* - *),1.30,(0.99 - 1.71)
Northeast,7.85,(5.93 - 10.33),8.93,(6.42 - 12.30),*,(* - *),1.14,(0.85 - 1.53)
Southeast,6.62,(4.95 - 8.82),9.52,(6.79 - 13.20),*,(* - *),1.12,(0.83 - 1.51)
Western,7.22,(5.36 - 9.65),11.13,(8.06 - 15.19),*,(* - *),1.69,(1.26 - 2.27)
Michigan,5.80,(5.32 - 6.32),7.90,(7.09 - 8.78),0.14,(0.10 - 0.19),1.17,(1.04 - 1.31)
Detroit City,5.99,(4.79 - 7.46),6.46,(4.93 - 8.42),0.19,(0.10 - 0.36),1.14,(0.88 - 1.48)
Genesee,5.64,(4.28 - 7.39),7.38,(5.43 - 9.95),*,(* - *),1.03,(0.79 - 1.35)
Kalamazoo,4.97,(3.80 - 6.49),7.50,(5.64 - 9.90),*,(* - *),1.14,(0.88 - 1.48)
Kent,4.46,(3.36 - 5.91),6.98,(5.24 - 9.25),*,(* - *),1.08,(0.83 - 1.40)
Lakeshore,6.24,(4.93 - 7.87),8.08,(6.15 - 10.55),*,(* - *),1.26,(0.98 - 1.62)
Macomb,5.11,(4.05 - 6.41),7.27,(5.51 - 9.54),0.14,(0.09 - 0.22),0.94,(0.73 - 1.21)
Mid South,6.76,(5.49 - 8.30),9.55,(7.59 - 11.95),0.13,(0.09 - 0.20),1.54,(1.23 - 1.91)
Northern,7.20,(5.71 - 9.03),7.46,(5.56 - 9.94),*,(* - *),1.14,(0.87 - 1.50)
Oakland,5.43,(4.38 - 6.70),8.26,(6.52 - 10.43),0.14,(0.09 - 0.21),1.08,(0.86 - 1.36)
Pathways and Western,6.02,(4.34 - 8.28),9.95,(7.25 - 13.51),*,(* - *),1.38,(1.03 - 1.84)
Riverhaven,5.49,(3.96 - 7.56),5.94,(4.26 - 8.24),*,(* - *),0.78,(0.59 - 1.05)
Saginaw,6.96,(5.19 - 9.27),8.71,(6.21 - 12.07),*,(* - *),1.22,(0.91 - 1.64)
Southeast,5.34,(4.39 - 6.48),7.99,(6.35 - 10.02),0.13,(0.09 - 0.20),1.02,(0.82 - 1.26)
St. Clair,5.70,(4.19 - 7.71),6.70,(4.74 - 9.38),*,(* - *),0.92,(0.68 - 1.25)
Washtenaw,6.76,(5.01 - 9.06),9.43,(7.14 - 12.37),*,(* - *),1.96,(1.51 - 2.53)
Minnesota,5.08,(4.35 - 5.93),7.13,(5.92 - 8.57),0.12,(0.08 - 0.18),1.06,(0.88 - 1.27)
Regions 1 and 2,4.72,(3.34 - 6.64),7.10,(4.85 - 10.28),*,(* - *),0.99,(0.71 - 1.39)
Regions 3 and 4,4.88,(3.63 - 6.54),6.32,(4.56 - 8.70),*,(* - *),1.06,(0.79 - 1.42)
Regions 5 and 6,5.45,(4.11 - 7.20),7.22,(5.31 - 9.76),*,(* - *),1.09,(0.82 - 1.44)
Region 7A (Hennepin),4.37,(3.18 - 5.99),7.24,(5.25 - 9.92),*,(* - *),1.01,(0.75 - 1.36)
Region 7B (Ramsey),6.69,(4.67 - 9.50),9.35,(6.42 - 13.41),*,(* - *),1.34,(0.96 - 1.87)
Region 7C,5.06,(3.86 - 6.62),6.76,(4.87 - 9.32),*,(* - *),1.01,(0.75 - 1.36)
Mississippi,4.26,(3.62 - 5.00),4.50,(3.70 - 5.46),0.12,(0.07 - 0.19),0.76,(0.63 - 0.93)
Region 1,4.77,(3.53 - 6.41),4.83,(3.52 - 6.58),*,(* - *),0.77,(0.57 - 1.02)
Region 2,4.14,(2.90 - 5.88),4.21,(2.92 - 6.02),*,(* - *),0.77,(0.55 - 1.07)
Region 3,4.12,(2.96 - 5.72),4.36,(3.14 - 6.03),*,(* - *),0.75,(0.56 - 1.02)
