State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Catchment Area 8,8.52,(6.39 - 11.27),*,(* - *),18.95,(15.59 - 22.83),20.98,(17.67 - 24.73)
California,9.08,(8.14 - 10.12),38.37,(36.75 - 40.03),19.98,(18.64 - 21.39),22.90,(21.74 - 24.11)
Region 1R,11.21,(8.48 - 14.68),*,(* - *),19.46,(16.01 - 23.44),23.63,(20.10 - 27.57)
Region 2R,9.62,(7.28 - 12.62),*,(* - *),19.95,(16.72 - 23.62),24.11,(20.75 - 27.81)
Region 3R (Sacramento),9.02,(6.81 - 11.86),40.73,(34.72 - 47.03),21.08,(17.73 - 24.86),24.14,(20.83 - 27.79)
Region 4R,10.03,(7.72 - 12.95),*,(* - *),19.75,(16.45 - 23.52),23.27,(19.91 - 27.01)
Region 5R (San Francisco),*,(* - *),*,(* - *),21.04,(17.34 - 25.29),23.03,(19.26 - 27.29)
Region 6 (Santa Clara),8.03,(6.14 - 10.45),38.93,(32.77 - 45.47),18.23,(15.13 - 21.80),20.93,(17.81 - 24.43)
Region 7R (Contra Costa),9.82,(7.48 - 12.80),*,(* - *),19.48,(16.09 - 23.38),22.37,(18.93 - 26.24)
Region 8R (Alameda),8.12,(6.20 - 10.58),34.85,(29.09 - 41.10),17.91,(14.89 - 21.39),20.25,(17.19 - 23.69)
Region 9R (San Mateo),10.17,(7.40 - 13.84),*,(* - *),18.31,(14.91 - 22.28),20.64,(17.14 - 24.64)
Region 10,10.34,(7.94 - 13.37),40.14,(33.92 - 46.70),20.13,(16.77 - 23.96),23.58,(20.19 - 27.33)
Region 11 (Los Angeles),8.25,(7.13 - 9.53),34.67,(32.19 - 37.24),19.69,(17.97 - 21.52),22.04,(20.46 - 23.71)
LA SPA 1 and 5,8.53,(6.38 - 11.32),*,(* - *),19.42,(15.97 - 23.41),22.34,(18.74 - 26.40)
LA SPA 2,8.13,(6.19 - 10.61),33.81,(28.58 - 39.47),18.07,(15.05 - 21.55),20.35,(17.40 - 23.65)
LA SPA 3,8.36,(6.39 - 10.86),37.49,(32.09 - 43.22),18.72,(15.74 - 22.12),21.66,(18.70 - 24.95)
LA SPA 4,7.98,(6.00 - 10.52),*,(* - *),20.95,(17.48 - 24.91),22.88,(19.41 - 26.76)
LA SPA 6,7.02,(5.19 - 9.42),*,(* - *),19.88,(16.28 - 24.06),21.23,(17.64 - 25.33)
LA SPA 7,9.13,(6.96 - 11.89),34.40,(28.66 - 40.62),20.99,(17.44 - 25.04),23.30,(19.83 - 27.16)
LA SPA 8,8.48,(6.42 - 11.11),36.64,(30.66 - 43.07),21.05,(17.61 - 24.96),23.39,(19.99 - 27.17)
Region 12R,9.44,(7.00 - 12.62),*,(* - *),20.80,(16.96 - 25.25),24.39,(20.33 - 28.97)
Regions 13 and 19R,9.61,(7.60 - 12.08),39.85,(34.54 - 45.42),21.18,(18.10 - 24.64),24.40,(21.39 - 27.69)
Region 13 (Riverside),9.62,(7.49 - 12.26),40.16,(34.46 - 46.14),21.20,(17.93 - 24.88),24.44,(21.24 - 27.95)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),23.92,(19.44 - 29.07)
Region 14 (Orange),9.27,(7.28 - 11.73),37.31,(32.43 - 42.46),19.43,(16.67 - 22.52),22.05,(19.39 - 24.96)
Region 15R (Fresno),8.78,(6.50 - 11.78),*,(* - *),19.90,(16.27 - 24.10),22.41,(18.68 - 26.65)
Region 16R (San Diego),9.61,(7.61 - 12.05),44.60,(39.66 - 49.64),22.12,(19.13 - 25.42),26.05,(23.23 - 29.09)
Region 17R,10.36,(7.99 - 13.34),37.76,(31.98 - 43.91),21.83,(18.48 - 25.58),24.81,(21.58 - 28.36)
Region 18R (San Bernardino),8.80,(6.89 - 11.18),33.92,(28.56 - 39.73),19.12,(16.14 - 22.51),21.86,(18.91 - 25.13)
Region 20R,9.13,(6.84 - 12.09),*,(* - *),20.48,(17.02 - 24.43),23.21,(19.66 - 27.20)
Region 21R,10.09,(7.50 - 13.44),*,(* - *),20.17,(16.85 - 23.96),24.39,(20.97 - 28.16)
Colorado,11.14,(9.45 - 13.09),48.43,(45.07 - 51.81),24.32,(21.81 - 27.02),27.80,(25.50 - 30.22)
Region 1,12.42,(9.53 - 16.03),*,(* - *),24.41,(20.43 - 28.89),28.99,(25.03 - 33.30)
Regions 2 and 7,11.59,(9.34 - 14.31),50.91,(46.38 - 55.41),25.49,(22.32 - 28.94),28.92,(26.00 - 32.03)
Region 3,8.53,(6.37 - 11.35),*,(* - *),20.20,(16.47 - 24.53),23.00,(19.30 - 27.17)
Region 4,10.19,(7.28 - 14.08),*,(* - *),21.08,(16.81 - 26.09),23.75,(19.36 - 28.77)
Regions 5 and 6,11.46,(8.54 - 15.20),*,(* - *),25.24,(20.71 - 30.38),29.08,(24.47 - 34.16)
Connecticut,13.44,(11.50 - 15.66),47.67,(44.28 - 51.07),23.91,(21.40 - 26.61),27.11,(24.81 - 29.55)
Eastern,12.59,(9.45 - 16.57),*,(* - *),23.08,(19.00 - 27.73),27.10,(22.99 - 31.63)
North Central,12.45,(9.70 - 15.84),47.37,(41.50 - 53.31),22.61,(18.95 - 26.76),25.88,(22.37 - 29.72)
Northwestern,13.28,(10.14 - 17.22),44.55,(38.10 - 51.19),22.03,(18.21 - 26.38),24.85,(21.14 - 28.97)
South Central,14.74,(11.67 - 18.44),49.38,(43.52 - 55.26),26.20,(22.23 - 30.60),29.41,(25.64 - 33.48)
Southwest,14.03,(10.90 - 17.89),*,(* - *),25.24,(21.08 - 29.92),28.20,(24.16 - 32.63)
Delaware,9.08,(7.34 - 11.17),45.98,(42.61 - 49.39),21.75,(19.25 - 24.47),25.22,(22.92 - 27.67)
Kent,9.41,(6.91 - 12.69),41.66,(35.58 - 48.00),21.54,(17.70 - 25.96),24.69,(21.02 - 28.78)
New Castle (excluding Wilmington City),9.34,(7.25 - 11.96),51.46,(46.85 - 56.04),22.06,(18.94 - 25.52),26.54,(23.65 - 29.64)
Sussex,9.14,(6.62 - 12.49),38.20,(31.92 - 44.90),20.82,(17.05 - 25.17),22.78,(19.09 - 26.94)
Wilmington City,6.75,(4.64 - 9.71),*,(* - *),22.69,(18.33 - 27.74),24.55,(20.26 - 29.41)
District of Columbia,7.55,(5.99 - 9.48),49.11,(45.67 - 52.56),27.34,(24.62 - 30.25),31.24,(28.79 - 33.80)
Ward 1,9.57,(6.71 - 13.47),*,(* - *),32.88,(27.92 - 38.25),35.70,(30.87 - 40.84)
Ward 2,*,(* - *),66.70,(60.46 - 72.41),34.81,(29.81 - 40.16),43.22,(38.70 - 47.86)
Ward 3,15.70,(11.58 - 20.93),*,(* - *),28.22,(23.87 - 33.02),34.21,(29.97 - 38.72)
Ward 4,8.07,(5.78 - 11.15),*,(* - *),23.49,(19.25 - 28.35),25.99,(21.70 - 30.79)
Ward 5,6.16,(4.29 - 8.76),*,(* - *),22.88,(18.64 - 27.75),26.11,(21.84 - 30.89)
Ward 6,*,(* - *),*,(* - *),27.29,(22.74 - 32.38),29.59,(25.04 - 34.57)
Ward 7,5.45,(3.80 - 7.75),*,(* - *),23.51,(19.22 - 28.42),24.84,(20.67 - 29.55)
Ward 8,5.71,(4.04 - 7.99),*,(* - *),24.10,(19.77 - 29.02),25.40,(21.28 - 30.01)
Florida,9.77,(8.82 - 10.81),38.44,(36.74 - 40.17),22.08,(20.66 - 23.57),24.18,(22.90 - 25.51)
Region A - Northwest,9.92,(8.22 - 11.93),43.47,(39.43 - 47.60),22.20,(19.54 - 25.11),25.77,(23.21 - 28.50)
Circuit 1,9.89,(7.58 - 12.81),44.80,(38.37 - 51.42),22.22,(18.50 - 26.44),25.56,(21.89 - 29.61)
Circuit 2,9.59,(7.08 - 12.88),44.56,(38.52 - 50.78),23.54,(19.45 - 28.19),28.33,(24.39 - 32.63)
Circuit 14,10.41,(7.79 - 13.76),*,(* - *),20.59,(16.89 - 24.87),22.89,(19.12 - 27.14)
Region B - Northeast,10.00,(8.45 - 11.80),44.25,(40.65 - 47.92),23.22,(20.85 - 25.77),26.43,(24.20 - 28.79)
Circuits 3 and 8,11.35,(8.58 - 14.87),47.07,(40.97 - 53.25),24.05,(20.28 - 28.27),28.92,(25.24 - 32.90)
Circuit 4,8.40,(6.52 - 10.76),42.19,(36.70 - 47.88),23.24,(19.83 - 27.03),25.94,(22.66 - 29.51)
Circuit 7,11.56,(8.99 - 14.74),*,(* - *),22.71,(19.20 - 26.66),25.45,(21.97 - 29.29)
Region C - Central,9.69,(8.41 - 11.13),38.88,(35.95 - 41.89),22.00,(20.05 - 24.09),24.14,(22.31 - 26.07)
Circuit 5,10.81,(8.31 - 13.95),42.79,(36.45 - 49.38),20.46,(17.24 - 24.11),22.89,(19.68 - 26.45)
Circuit 9,7.72,(5.92 - 10.02),36.17,(31.55 - 41.06),23.78,(20.38 - 27.56),25.59,(22.42 - 29.04)
Circuit 10,9.80,(7.37 - 12.93),*,(* - *),20.69,(17.10 - 24.80),22.39,(18.81 - 26.43)
Circuit 18,10.57,(8.22 - 13.50),43.62,(37.49 - 49.96),22.99,(19.65 - 26.72),25.57,(22.30 - 29.13)
Circuit 19,11.14,(8.63 - 14.28),*,(* - *),20.94,(17.42 - 24.96),22.94,(19.37 - 26.95)
Region D - Southeast,9.22,(7.71 - 10.99),35.60,(32.23 - 39.11),22.02,(19.62 - 24.61),23.57,(21.32 - 25.97)
Circuit 15 (Palm Beach),10.69,(8.42 - 13.47),37.40,(31.92 - 43.22),23.21,(19.85 - 26.94),24.76,(21.54 - 28.29)
Circuit 17 (Broward),8.25,(6.50 - 10.43),34.33,(30.11 - 38.82),21.12,(18.30 - 24.24),22.67,(20.00 - 25.58)
Region E - Sun Coast,10.41,(9.00 - 12.01),38.49,(35.51 - 41.57),21.21,(19.28 - 23.29),23.15,(21.32 - 25.10)
Circuit 6,10.13,(7.92 - 12.87),38.51,(33.16 - 44.14),19.75,(16.71 - 23.20),21.71,(18.74 - 25.00)
Circuit 12,11.24,(8.56 - 14.62),*,(* - *),20.99,(17.37 - 25.13),22.97,(19.34 - 27.07)
Circuit 13 (Hillsborough),9.93,(7.81 - 12.55),37.13,(32.27 - 42.27),22.23,(18.99 - 25.85),24.32,(21.23 - 27.69)
Circuit 20,10.88,(8.40 - 14.00),38.70,(32.90 - 44.85),22.20,(18.82 - 25.99),23.91,(20.62 - 27.55)
Region F - Southern (Circuits 11 and 16),9.26,(7.34 - 11.62),30.48,(26.71 - 34.53),22.73,(19.80 - 25.95),23.75,(21.05 - 26.69)
Georgia,7.53,(6.24 - 9.06),35.73,(32.66 - 38.92),20.54,(18.20 - 23.11),22.77,(20.60 - 25.09)
Region 1,8.44,(6.41 - 11.05),38.95,(33.03 - 45.21),20.92,(17.42 - 24.91),23.30,(19.87 - 27.12)
Region 2,7.14,(5.24 - 9.67),34.68,(28.67 - 41.21),19.52,(15.92 - 23.70),22.12,(18.58 - 26.12)
Region 3,6.44,(4.77 - 8.64),34.62,(29.78 - 39.79),21.01,(17.72 - 24.73),22.84,(19.76 - 26.24)
Region 4,7.10,(5.07 - 9.86),*,(* - *),19.75,(15.50 - 24.83),21.47,(17.15 - 26.52)
Region 5,7.67,(5.65 - 10.34),*,(* - *),20.55,(16.76 - 24.93),23.42,(19.69 - 27.62)
Region 6,8.70,(6.38 - 11.76),*,(* - *),20.10,(16.13 - 24.76),22.34,(18.40 - 26.86)
Hawaii,7.70,(6.21 - 9.50),40.60,(37.04 - 44.27),21.78,(19.16 - 24.64),24.32,(21.92 - 26.89)
Hawaii Island,8.90,(6.46 - 12.14),*,(* - *),23.38,(19.14 - 28.22),26.00,(21.86 - 30.62)
Honolulu,7.40,(5.79 - 9.41),40.91,(36.68 - 45.28),21.35,(18.43 - 24.59),24.05,(21.36 - 26.95)
Kauai and Maui,7.85,(5.85 - 10.45),*,(* - *),22.35,(18.48 - 26.76),24.15,(20.33 - 28.43)
Kauai,*,(* - *),*,(* - *),*,(* - *),24.04,(19.13 - 29.75)
Maui,7.55,(5.34 - 10.56),*,(* - *),22.49,(18.10 - 27.59),24.19,(19.85 - 29.14)
Idaho,8.78,(7.39 - 10.40),37.29,(34.20 - 40.49),18.07,(15.91 - 20.45),21.02,(19.02 - 23.18)
Region 1,11.31,(8.50 - 14.90),*,(* - *),19.91,(16.08 - 24.39),23.26,(19.44 - 27.59)
Region 2,9.75,(7.09 - 13.25),*,(* - *),19.77,(15.62 - 24.69),25.35,(20.96 - 30.30)
Region 3,8.02,(6.00 - 10.65),*,(* - *),16.93,(13.67 - 20.78),19.01,(15.75 - 22.77)
Region 4,8.69,(6.57 - 11.41),44.89,(39.52 - 50.38),19.57,(16.45 - 23.12),23.12,(20.10 - 26.45)
Region 5,9.42,(6.91 - 12.71),*,(* - *),18.21,(14.66 - 22.40),20.53,(16.91 - 24.68)
Region 6,8.31,(6.09 - 11.23),*,(* - *),16.79,(13.40 - 20.83),19.52,(16.06 - 23.53)
Region 7,6.83,(4.96 - 9.34),22.30,(17.49 - 27.98),13.34,(10.53 - 16.75),15.17,(12.40 - 18.43)
Illinois,10.29,(9.32 - 11.36),46.77,(45.07 - 48.47),24.85,(23.36 - 26.40),28.18,(26.87 - 29.53)
Region I (Cook),9.44,(8.01 - 11.10),41.72,(39.06 - 44.43),25.88,(23.61 - 28.29),28.13,(26.10 - 30.26)
Region II,10.95,(9.43 - 12.67),49.50,(46.34 - 52.67),24.42,(22.21 - 26.77),28.17,(26.19 - 30.24)
Region III,10.37,(8.26 - 12.95),52.09,(47.92 - 56.23),24.36,(21.47 - 27.50),29.54,(26.92 - 32.31)
Region IV,12.56,(10.03 - 15.62),49.70,(44.55 - 54.85),24.85,(21.48 - 28.54),28.67,(25.49 - 32.07)
Region V,9.95,(7.95 - 12.39),47.87,(43.40 - 52.37),22.38,(19.46 - 25.59),26.42,(23.72 - 29.30)
Indiana,9.59,(8.13 - 11.27),41.02,(37.97 - 44.14),21.65,(19.36 - 24.14),24.49,(22.38 - 26.73)
Central,8.07,(6.06 - 10.66),35.60,(30.53 - 41.01),21.25,(17.90 - 25.03),23.13,(19.96 - 26.63)
East,9.95,(7.30 - 13.43),*,(* - *),20.50,(16.48 - 25.20),23.72,(19.68 - 28.30)
North Central,9.23,(6.91 - 12.23),39.63,(33.36 - 46.27),20.78,(17.13 - 24.97),23.43,(19.86 - 27.42)
Northeast,10.38,(7.75 - 13.77),*,(* - *),21.40,(17.42 - 25.99),24.26,(20.26 - 28.75)
Northwest,9.12,(6.74 - 12.25),*,(* - *),22.13,(18.26 - 26.56),24.49,(20.66 - 28.78)
Southeast,11.01,(8.27 - 14.51),*,(* - *),21.29,(17.42 - 25.75),23.93,(20.09 - 28.25)
Southwest,10.30,(7.58 - 13.85),*,(* - *),22.16,(18.05 - 26.90),25.15,(20.93 - 29.89)
West,11.67,(8.75 - 15.40),*,(* - *),24.62,(20.42 - 29.37),29.83,(25.75 - 34.26)
Iowa,10.78,(9.25 - 12.53),50.66,(47.42 - 53.91),25.88,(23.45 - 28.47),29.65,(27.43 - 31.97)
Central,9.71,(7.33 - 12.76),48.30,(41.80 - 54.86),25.90,(22.15 - 30.04),28.88,(25.24 - 32.81)
North Central,10.96,(8.31 - 14.33),51.16,(44.64 - 57.64),24.84,(20.79 - 29.38),29.76,(25.88 - 33.95)
Northeast,11.31,(8.80 - 14.43),55.49,(49.39 - 61.43),27.72,(23.75 - 32.07),32.02,(28.27 - 36.01)
Northwest,11.08,(8.44 - 14.42),49.82,(43.28 - 56.36),26.27,(22.22 - 30.76),29.60,(25.71 - 33.81)
Southeast,10.28,(7.96 - 13.17),47.27,(40.85 - 53.78),23.97,(20.35 - 28.00),27.71,(24.19 - 31.52)
Southwest,11.71,(8.67 - 15.64),*,(* - *),25.92,(21.61 - 30.75),29.31,(24.99 - 34.05)
Kansas,10.69,(9.01 - 12.64),48.01,(44.36 - 51.69),22.57,(20.24 - 25.08),26.61,(24.43 - 28.91)
Kansas City Metro,10.15,(7.86 - 13.03),49.01,(43.36 - 54.68),24.28,(20.93 - 27.96),28.22,(25.05 - 31.62)
Northeast,11.47,(8.71 - 14.95),*,(* - *),22.70,(18.91 - 27.00),27.81,(24.06 - 31.89)
South Central,10.89,(8.06 - 14.55),*,(* - *),20.09,(16.24 - 24.57),23.74,(19.72 - 28.29)
Southeast,10.64,(7.75 - 14.44),*,(* - *),21.74,(17.53 - 26.63),25.85,(21.38 - 30.88)
West,12.62,(9.39 - 16.75),*,(* - *),23.28,(18.74 - 28.54),27.34,(22.77 - 32.44)
Wichita (Sedgwick),9.49,(6.99 - 12.78),*,(* - *),20.87,(17.45 - 24.77),24.10,(20.66 - 27.92)
Kentucky,9.26,(7.81 - 10.94),38.09,(35.01 - 41.28),18.83,(16.66 - 21.22),21.45,(19.44 - 23.62)
"Adanta, Cumberland River, and Lifeskills",8.59,(6.37 - 11.49),*,(* - *),16.30,(13.10 - 20.11),18.08,(14.87 - 21.81)
"Bluegrass, Comprehend, and North Key",10.38,(8.03 - 13.32),43.89,(38.46 - 49.47),20.89,(17.65 - 24.55),24.24,(21.16 - 27.62)
Communicare and River Valley,9.54,(7.08 - 12.74),*,(* - *),18.91,(15.32 - 23.09),21.51,(17.89 - 25.64)
Four Rivers and Pennyroyal,8.64,(6.31 - 11.73),*,(* - *),17.22,(13.71 - 21.41),19.82,(16.18 - 24.03)
"Kentucky River, Mountain, and Pathways",8.03,(5.84 - 10.95),30.28,(24.73 - 36.48),15.45,(12.41 - 19.08),17.42,(14.41 - 20.91)
Seven Counties,9.05,(6.91 - 11.77),42.14,(36.09 - 48.44),20.61,(17.17 - 24.55),23.29,(19.93 - 27.03)
Louisiana,9.24,(7.81 - 10.90),38.71,(35.60 - 41.91),23.86,(21.33 - 26.58),26.27,(23.98 - 28.69)
Regions 1 and 3,9.06,(6.74 - 12.08),*,(* - *),26.43,(21.94 - 31.46),28.67,(24.37 - 33.39)
Regions 2 and 9,9.08,(6.98 - 11.73),38.49,(33.59 - 43.63),23.00,(19.50 - 26.91),25.73,(22.51 - 29.24)
"Regions 4, 5, and 6",9.80,(7.61 - 12.54),38.72,(33.13 - 44.63),23.62,(20.02 - 27.63),26.01,(22.60 - 29.73)
Regions 7 and 8,8.10,(6.11 - 10.68),37.25,(31.65 - 43.21),22.55,(18.74 - 26.88),25.05,(21.39 - 29.11)
Region 10 (Jefferson),10.70,(7.79 - 14.53),*,(* - *),24.96,(20.23 - 30.38),26.82,(22.16 - 32.06)
Maine,9.45,(7.97 - 11.17),44.38,(41.15 - 47.66),20.34,(18.05 - 22.84),23.31,(21.18 - 25.58)
Aroostook/Downeast,9.64,(7.22 - 12.75),*,(* - *),19.76,(16.16 - 23.94),22.65,(19.08 - 26.66)
Central,8.03,(5.88 - 10.88),*,(* - *),17.21,(13.80 - 21.26),19.46,(16.04 - 23.42)
Cumberland,10.44,(7.90 - 13.68),49.75,(43.54 - 55.98),22.07,(18.49 - 26.11),25.44,(21.99 - 29.23)
Midcoast,9.31,(6.93 - 12.40),*,(* - *),18.98,(15.21 - 23.42),21.62,(17.85 - 25.93)
Penquis,9.15,(6.87 - 12.09),45.37,(39.14 - 51.76),20.21,(16.65 - 24.32),24.01,(20.58 - 27.82)
Western,8.57,(6.38 - 11.42),*,(* - *),19.80,(16.22 - 23.95),22.24,(18.66 - 26.29)
York,10.29,(7.69 - 13.63),*,(* - *),22.80,(18.74 - 27.44),26.00,(22.02 - 30.41)
Maryland,9.05,(7.64 - 10.68),40.13,(36.85 - 43.51),20.72,(18.42 - 23.23),23.49,(21.34 - 25.79)
Anne Arundel,11.11,(8.41 - 14.54),*,(* - *),22.17,(18.19 - 26.75),25.48,(21.46 - 29.96)
Baltimore City,6.52,(4.74 - 8.92),*,(* - *),22.68,(18.53 - 27.45),24.55,(20.51 - 29.09)
Baltimore County,9.69,(7.17 - 12.98),46.28,(39.83 - 52.86),21.88,(17.92 - 26.44),25.24,(21.40 - 29.52)
Montgomery,9.90,(7.33 - 13.25),*,(* - *),19.79,(16.21 - 23.94),22.65,(19.07 - 26.67)
North Central,10.91,(8.03 - 14.64),*,(* - *),21.47,(17.35 - 26.27),24.83,(20.53 - 29.70)
Northeast,11.46,(8.44 - 15.37),*,(* - *),21.64,(17.53 - 26.41),24.72,(20.47 - 29.54)
Prince George's,5.08,(3.68 - 6.97),*,(* - *),18.21,(14.65 - 22.42),19.89,(16.37 - 23.96)
South,9.03,(6.75 - 11.97),*,(* - *),19.10,(15.26 - 23.63),21.60,(17.71 - 26.07)
West,10.93,(8.17 - 14.48),*,(* - *),20.91,(16.99 - 25.45),24.46,(20.43 - 29.00)
Massachusetts,11.79,(10.07 - 13.76),51.42,(47.87 - 54.95),24.10,(21.69 - 26.68),28.11,(25.88 - 30.45)
Boston,7.89,(5.73 - 10.76),*,(* - *),26.76,(22.23 - 31.84),31.11,(26.68 - 35.91)
Central,12.77,(9.65 - 16.71),*,(* - *),25.48,(21.37 - 30.07),30.00,(25.87 - 34.49)
Metrowest,11.48,(8.95 - 14.61),49.90,(43.53 - 56.27),21.97,(18.59 - 25.78),25.74,(22.42 - 29.37)
Northeast,13.80,(10.56 - 17.83),52.25,(45.72 - 58.70),23.53,(19.77 - 27.75),27.31,(23.69 - 31.26)
Southeast,11.70,(8.90 - 15.22),*,(* - *),24.09,(20.12 - 28.57),27.52,(23.59 - 31.83)
Western,11.26,(8.56 - 14.68),*,(* - *),25.15,(20.95 - 29.87),29.76,(25.69 - 34.19)
Michigan,9.02,(8.19 - 9.92),45.42,(43.67 - 47.18),23.68,(22.31 - 25.10),26.85,(25.62 - 28.11)
Detroit City,4.32,(3.21 - 5.78),28.63,(24.54 - 33.10),22.82,(19.56 - 26.46),23.70,(20.72 - 26.96)
Genesee,7.20,(5.51 - 9.34),40.30,(34.53 - 46.35),21.73,(18.29 - 25.62),24.31,(20.92 - 28.04)
Kalamazoo,8.72,(6.82 - 11.08),48.05,(42.17 - 53.97),22.95,(19.69 - 26.57),26.96,(23.77 - 30.41)
Kent,7.96,(6.07 - 10.37),45.67,(39.97 - 51.48),23.17,(19.81 - 26.91),26.57,(23.31 - 30.11)
Lakeshore,9.56,(7.53 - 12.05),42.54,(37.24 - 48.01),22.65,(19.47 - 26.18),25.74,(22.68 - 29.05)
Macomb,9.49,(7.52 - 11.90),45.65,(40.45 - 50.95),24.21,(21.06 - 27.66),26.87,(23.87 - 30.09)
Mid South,10.26,(8.16 - 12.82),54.09,(49.82 - 58.29),24.80,(21.71 - 28.17),29.99,(27.15 - 32.99)
Northern,11.05,(8.79 - 13.81),45.20,(39.76 - 50.74),22.85,(19.71 - 26.33),26.25,(23.20 - 29.54)
