State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Regions 5 and 6,2.66,(1.74 - 4.05),5.52,(3.43 - 8.77),1.21,(0.66 - 2.22),1.81,(1.12 - 2.92)
Connecticut,2.65,(2.04 - 3.44),6.66,(5.31 - 8.32),1.17,(0.80 - 1.73),1.91,(1.48 - 2.48)
Eastern,2.64,(1.77 - 3.92),5.92,(3.73 - 9.28),1.14,(0.63 - 2.07),1.96,(1.25 - 3.07)
North Central,2.74,(1.86 - 4.01),7.21,(4.98 - 10.33),1.26,(0.74 - 2.14),2.04,(1.39 - 2.99)
Northwestern,2.85,(1.90 - 4.24),7.23,(4.82 - 10.73),1.14,(0.65 - 2.00),1.91,(1.27 - 2.86)
South Central,2.57,(1.73 - 3.80),6.71,(4.59 - 9.71),1.15,(0.68 - 1.96),1.92,(1.31 - 2.81)
Southwest,2.44,(1.64 - 3.62),5.79,(3.70 - 8.96),1.12,(0.62 - 2.00),1.68,(1.07 - 2.62)
Delaware,2.34,(1.77 - 3.10),6.11,(4.80 - 7.73),1.29,(0.87 - 1.90),1.98,(1.52 - 2.58)
Kent,2.64,(1.76 - 3.95),6.64,(4.44 - 9.82),1.52,(0.90 - 2.56),2.32,(1.56 - 3.44)
New Castle (excluding Wilmington City),2.22,(1.52 - 3.21),5.93,(4.25 - 8.23),1.16,(0.70 - 1.93),1.89,(1.33 - 2.68)
Sussex,2.54,(1.73 - 3.72),6.35,(4.14 - 9.61),1.18,(0.68 - 2.05),1.76,(1.15 - 2.70)
Wilmington City,*,(* - *),5.60,(3.48 - 8.89),1.89,(1.04 - 3.42),2.41,(1.48 - 3.92)
District of Columbia,2.01,(1.47 - 2.75),6.43,(5.10 - 8.08),2.55,(1.82 - 3.56),3.24,(2.52 - 4.17)
Ward 1,*,(* - *),6.24,(3.92 - 9.80),2.69,(1.55 - 4.64),3.36,(2.14 - 5.25)
Ward 2,*,(* - *),5.48,(3.55 - 8.38),1.91,(1.08 - 3.34),2.84,(1.87 - 4.31)
Ward 3,2.43,(1.57 - 3.74),6.43,(4.17 - 9.79),1.52,(0.88 - 2.61),2.35,(1.56 - 3.53)
Ward 4,1.91,(1.22 - 2.98),6.06,(3.79 - 9.55),1.96,(1.12 - 3.41),2.50,(1.57 - 3.95)
Ward 5,2.09,(1.31 - 3.32),7.90,(4.98 - 12.32),3.64,(2.10 - 6.23),4.40,(2.79 - 6.86)
Ward 6,*,(* - *),7.81,(4.92 - 12.18),2.67,(1.53 - 4.62),3.34,(2.09 - 5.28)
Ward 7,1.93,(1.22 - 3.04),6.57,(4.18 - 10.17),3.06,(1.75 - 5.27),3.59,(2.27 - 5.64)
Ward 8,1.90,(1.22 - 2.94),6.11,(3.86 - 9.55),3.50,(2.06 - 5.90),4.04,(2.60 - 6.22)
Florida,2.29,(1.91 - 2.74),5.61,(4.89 - 6.42),1.24,(0.97 - 1.58),1.80,(1.53 - 2.12)
Region A - Northwest,2.30,(1.75 - 3.02),5.90,(4.49 - 7.73),1.39,(0.97 - 2.00),2.15,(1.64 - 2.81)
Circuit 1,2.30,(1.59 - 3.33),5.92,(3.85 - 9.01),1.35,(0.81 - 2.23),2.02,(1.36 - 3.00)
Circuit 2,*,(* - *),5.90,(3.93 - 8.78),*,(* - *),2.57,(1.74 - 3.78)
Circuit 14,2.38,(1.59 - 3.54),5.85,(3.67 - 9.22),*,(* - *),1.87,(1.21 - 2.90)
Region B - Northeast,2.34,(1.80 - 3.03),6.04,(4.74 - 7.65),1.41,(0.99 - 2.00),2.12,(1.64 - 2.73)
Circuits 3 and 8,2.27,(1.52 - 3.39),5.46,(3.68 - 8.03),1.32,(0.77 - 2.24),2.19,(1.49 - 3.20)
Circuit 4,2.33,(1.63 - 3.32),6.08,(4.16 - 8.83),1.63,(0.99 - 2.65),2.26,(1.53 - 3.32)
Circuit 7,2.40,(1.64 - 3.49),6.58,(4.37 - 9.79),1.20,(0.73 - 1.97),1.89,(1.28 - 2.78)
Region C - Central,2.36,(1.88 - 2.95),5.84,(4.76 - 7.15),1.22,(0.89 - 1.65),1.80,(1.44 - 2.25)
Circuit 5,2.57,(1.76 - 3.73),7.51,(5.11 - 10.90),1.15,(0.68 - 1.92),1.84,(1.25 - 2.70)
Circuit 9,2.30,(1.62 - 3.25),5.75,(4.05 - 8.12),1.52,(0.97 - 2.39),2.14,(1.51 - 3.02)
Circuit 10,2.43,(1.63 - 3.62),4.92,(3.08 - 7.78),1.12,(0.66 - 1.90),1.62,(1.04 - 2.50)
Circuit 18,2.19,(1.49 - 3.20),5.24,(3.44 - 7.90),1.02,(0.61 - 1.72),1.55,(1.03 - 2.34)
Circuit 19,2.39,(1.63 - 3.51),5.61,(3.63 - 8.55),1.11,(0.66 - 1.85),1.63,(1.07 - 2.46)
Region D - Southeast,2.20,(1.68 - 2.89),5.11,(3.88 - 6.72),1.18,(0.81 - 1.71),1.63,(1.22 - 2.17)
Circuit 15 (Palm Beach),2.56,(1.81 - 3.61),6.79,(4.66 - 9.80),1.23,(0.75 - 1.99),1.84,(1.26 - 2.68)
Circuit 17 (Broward),1.97,(1.37 - 2.81),3.94,(2.68 - 5.76),1.15,(0.72 - 1.83),1.48,(1.01 - 2.15)
Region E - Sun Coast,2.37,(1.88 - 2.99),6.22,(5.03 - 7.67),1.25,(0.92 - 1.71),1.81,(1.44 - 2.28)
Circuit 6,2.31,(1.62 - 3.31),5.58,(3.76 - 8.20),1.14,(0.71 - 1.82),1.60,(1.09 - 2.34)
Circuit 12,2.87,(1.92 - 4.27),8.71,(5.71 - 13.08),1.46,(0.83 - 2.54),2.18,(1.40 - 3.36)
Circuit 13 (Hillsborough),2.24,(1.55 - 3.22),5.78,(4.01 - 8.27),1.39,(0.85 - 2.26),2.01,(1.38 - 2.90)
Circuit 20,2.30,(1.60 - 3.30),6.02,(4.02 - 8.93),1.13,(0.69 - 1.84),1.64,(1.11 - 2.42)
Region F - Southern (Circuits 11 and 16),2.08,(1.45 - 2.97),4.09,(2.86 - 5.81),1.08,(0.66 - 1.75),1.48,(1.03 - 2.12)
Georgia,2.20,(1.69 - 2.86),5.13,(4.00 - 6.57),1.30,(0.89 - 1.89),1.86,(1.41 - 2.45)
Region 1,2.24,(1.51 - 3.31),5.17,(3.37 - 7.84),1.16,(0.67 - 1.98),1.69,(1.11 - 2.57)
Region 2,2.24,(1.47 - 3.38),6.12,(3.89 - 9.49),1.47,(0.82 - 2.62),2.27,(1.45 - 3.54)
Region 3,2.14,(1.45 - 3.14),4.83,(3.25 - 7.13),1.36,(0.80 - 2.30),1.83,(1.21 - 2.75)
Region 4,2.19,(1.43 - 3.34),5.30,(3.19 - 8.70),*,(* - *),2.01,(1.24 - 3.24)
Region 5,2.09,(1.37 - 3.20),4.70,(2.98 - 7.34),1.24,(0.69 - 2.23),1.83,(1.16 - 2.86)
Region 6,2.33,(1.55 - 3.49),4.92,(2.97 - 8.02),1.26,(0.70 - 2.25),1.81,(1.12 - 2.93)
Hawaii,2.56,(1.89 - 3.46),4.32,(3.22 - 5.77),1.03,(0.65 - 1.61),1.47,(1.06 - 2.04)
Hawaii Island,2.78,(1.81 - 4.25),4.36,(2.67 - 7.04),1.05,(0.57 - 1.92),1.52,(0.94 - 2.45)
Honolulu,2.53,(1.76 - 3.61),4.35,(3.06 - 6.15),1.03,(0.62 - 1.72),1.49,(1.02 - 2.15)
Kauai and Maui,2.51,(1.73 - 3.63),4.10,(2.72 - 6.14),1.00,(0.58 - 1.73),1.37,(0.88 - 2.12)
Kauai,*,(* - *),*,(* - *),*,(* - *),1.41,(0.83 - 2.37)
Maui,2.46,(1.60 - 3.76),4.00,(2.44 - 6.49),0.99,(0.52 - 1.88),1.35,(0.81 - 2.26)
Idaho,2.87,(2.23 - 3.70),4.97,(3.91 - 6.31),1.09,(0.75 - 1.59),1.69,(1.30 - 2.19)
Region 1,2.98,(2.00 - 4.43),5.69,(3.59 - 8.88),0.99,(0.55 - 1.76),1.58,(1.01 - 2.46)
Region 2,2.60,(1.71 - 3.95),4.37,(2.55 - 7.41),*,(* - *),1.62,(0.99 - 2.63)
Region 3,2.64,(1.76 - 3.95),4.13,(2.56 - 6.60),0.99,(0.56 - 1.74),1.45,(0.92 - 2.27)
Region 4,3.39,(2.31 - 4.95),6.85,(4.84 - 9.60),1.40,(0.83 - 2.34),2.16,(1.50 - 3.12)
Region 5,2.53,(1.66 - 3.85),4.10,(2.49 - 6.67),0.93,(0.50 - 1.69),1.37,(0.84 - 2.21)
Region 6,2.61,(1.70 - 3.97),4.17,(2.55 - 6.76),*,(* - *),1.54,(0.96 - 2.46)
Region 7,2.70,(1.83 - 3.97),3.73,(2.33 - 5.91),0.96,(0.55 - 1.66),1.52,(1.00 - 2.31)
Illinois,2.55,(2.10 - 3.10),4.93,(4.26 - 5.70),1.19,(0.92 - 1.54),1.76,(1.49 - 2.08)
Region I (Cook),2.52,(1.83 - 3.46),4.50,(3.56 - 5.67),1.34,(0.91 - 1.95),1.79,(1.36 - 2.35)
Region II,2.63,(2.00 - 3.45),5.23,(4.07 - 6.70),1.07,(0.74 - 1.55),1.69,(1.32 - 2.17)
Region III,2.77,(2.00 - 3.84),5.20,(3.77 - 7.15),1.31,(0.84 - 2.03),2.03,(1.49 - 2.77)
Region IV,2.40,(1.68 - 3.43),4.51,(3.04 - 6.64),0.88,(0.52 - 1.50),1.44,(0.97 - 2.12)
Region V,2.21,(1.52 - 3.20),5.56,(4.00 - 7.70),1.07,(0.67 - 1.72),1.78,(1.28 - 2.48)
Indiana,2.76,(2.17 - 3.52),5.76,(4.66 - 7.10),1.23,(0.87 - 1.74),1.89,(1.48 - 2.41)
Central,2.58,(1.77 - 3.73),5.55,(3.84 - 7.96),1.37,(0.82 - 2.27),1.92,(1.30 - 2.82)
East,*,(* - *),5.87,(3.64 - 9.33),*,(* - *),1.89,(1.17 - 3.04)
North Central,2.75,(1.88 - 4.01),5.53,(3.58 - 8.45),1.19,(0.69 - 2.05),1.80,(1.18 - 2.75)
Northeast,2.58,(1.70 - 3.90),5.59,(3.57 - 8.65),*,(* - *),1.71,(1.11 - 2.65)
Northwest,3.01,(2.01 - 4.49),7.77,(5.07 - 11.74),1.45,(0.83 - 2.51),2.34,(1.55 - 3.54)
Southeast,3.23,(2.13 - 4.88),6.12,(3.92 - 9.42),1.18,(0.67 - 2.09),1.80,(1.15 - 2.79)
Southwest,2.60,(1.73 - 3.90),5.22,(3.23 - 8.33),*,(* - *),1.64,(1.03 - 2.60)
West,2.89,(1.95 - 4.26),4.96,(3.19 - 7.64),1.09,(0.62 - 1.91),1.92,(1.27 - 2.91)
Iowa,2.25,(1.71 - 2.96),3.92,(2.96 - 5.18),0.78,(0.50 - 1.23),1.26,(0.92 - 1.71)
Central,2.47,(1.65 - 3.68),4.23,(2.69 - 6.59),0.87,(0.47 - 1.59),1.31,(0.83 - 2.08)
North Central,2.19,(1.43 - 3.35),3.53,(2.15 - 5.74),0.74,(0.38 - 1.41),1.25,(0.78 - 2.02)
Northeast,2.22,(1.49 - 3.29),4.01,(2.55 - 6.24),0.78,(0.43 - 1.44),1.28,(0.82 - 2.00)
Northwest,2.03,(1.33 - 3.11),3.39,(2.03 - 5.61),0.68,(0.36 - 1.30),1.06,(0.65 - 1.74)
Southeast,2.26,(1.50 - 3.41),4.17,(2.58 - 6.67),0.80,(0.43 - 1.51),1.34,(0.84 - 2.14)
Southwest,2.36,(1.53 - 3.62),4.05,(2.43 - 6.69),*,(* - *),1.25,(0.76 - 2.05)
Kansas,2.48,(1.88 - 3.27),4.26,(3.21 - 5.62),0.90,(0.58 - 1.38),1.43,(1.06 - 1.93)
Kansas City Metro,2.54,(1.75 - 3.69),4.26,(2.82 - 6.37),0.94,(0.54 - 1.63),1.47,(0.98 - 2.20)
Northeast,2.30,(1.51 - 3.49),3.68,(2.29 - 5.86),0.82,(0.44 - 1.50),1.32,(0.84 - 2.08)
South Central,2.34,(1.53 - 3.56),3.91,(2.34 - 6.47),*,(* - *),1.27,(0.77 - 2.08)
Southeast,2.47,(1.61 - 3.75),4.31,(2.52 - 7.26),*,(* - *),1.39,(0.83 - 2.34)
West,2.61,(1.69 - 3.99),5.12,(3.09 - 8.37),*,(* - *),1.58,(0.98 - 2.53)
Wichita (Sedgwick),2.59,(1.69 - 3.94),4.74,(2.98 - 7.47),0.97,(0.52 - 1.81),1.52,(0.95 - 2.41)
Kentucky,2.70,(2.10 - 3.48),6.81,(5.53 - 8.37),1.42,(1.00 - 2.01),2.16,(1.70 - 2.74)
"Adanta, Cumberland River, and Lifeskills",2.46,(1.65 - 3.66),6.02,(3.84 - 9.32),1.16,(0.66 - 2.05),1.82,(1.17 - 2.81)
"Bluegrass, Comprehend, and North Key",2.93,(2.03 - 4.23),7.10,(5.05 - 9.89),1.65,(1.02 - 2.66),2.45,(1.72 - 3.46)
Communicare and River Valley,2.76,(1.86 - 4.08),6.60,(4.27 - 10.07),1.40,(0.80 - 2.43),2.09,(1.36 - 3.21)
Four Rivers and Pennyroyal,2.60,(1.72 - 3.94),6.36,(3.97 - 10.05),1.30,(0.73 - 2.31),2.02,(1.29 - 3.16)
"Kentucky River, Mountain, and Pathways",2.36,(1.56 - 3.55),5.79,(3.82 - 8.70),1.05,(0.59 - 1.85),1.68,(1.09 - 2.56)
Seven Counties,2.78,(1.88 - 4.10),7.99,(5.54 - 11.39),1.59,(0.93 - 2.70),2.38,(1.61 - 3.52)
Louisiana,2.20,(1.69 - 2.87),5.19,(4.11 - 6.54),1.41,(1.00 - 2.00),2.03,(1.58 - 2.60)
Regions 1 and 3,2.24,(1.50 - 3.34),5.20,(3.32 - 8.06),1.67,(0.98 - 2.83),2.21,(1.44 - 3.38)
Regions 2 and 9,2.05,(1.37 - 3.04),4.67,(3.11 - 6.95),1.26,(0.76 - 2.09),1.86,(1.27 - 2.73)
"Regions 4, 5, and 6",2.24,(1.53 - 3.26),5.21,(3.48 - 7.73),1.32,(0.79 - 2.22),1.94,(1.30 - 2.88)
Regions 7 and 8,2.25,(1.52 - 3.34),5.92,(4.01 - 8.65),1.52,(0.89 - 2.59),2.27,(1.52 - 3.37)
Region 10 (Jefferson),2.32,(1.51 - 3.56),5.07,(3.14 - 8.09),1.41,(0.78 - 2.54),1.90,(1.17 - 3.08)
Maine,2.59,(2.03 - 3.29),6.77,(5.45 - 8.37),1.19,(0.82 - 1.73),1.88,(1.46 - 2.42)
Aroostook/Downeast,2.62,(1.76 - 3.87),6.66,(4.34 - 10.09),1.11,(0.62 - 1.98),1.77,(1.14 - 2.74)
Central,2.68,(1.82 - 3.94),6.90,(4.46 - 10.52),1.28,(0.73 - 2.24),1.97,(1.29 - 3.01)
Cumberland,2.58,(1.73 - 3.83),6.83,(4.62 - 9.99),1.12,(0.63 - 1.95),1.81,(1.22 - 2.70)
Midcoast,2.59,(1.76 - 3.81),7.26,(4.71 - 11.02),1.25,(0.71 - 2.21),1.90,(1.22 - 2.94)
Penquis,2.48,(1.66 - 3.67),6.03,(3.91 - 9.17),1.14,(0.65 - 2.01),1.88,(1.24 - 2.85)
Western,2.73,(1.81 - 4.12),7.38,(4.72 - 11.34),1.32,(0.74 - 2.35),2.10,(1.35 - 3.26)
York,2.44,(1.65 - 3.61),6.43,(4.25 - 9.63),1.15,(0.65 - 2.01),1.75,(1.14 - 2.68)
Maryland,2.17,(1.68 - 2.81),5.31,(4.22 - 6.67),1.34,(0.94 - 1.90),1.90,(1.47 - 2.47)
Anne Arundel,2.46,(1.58 - 3.82),6.64,(4.09 - 10.61),1.41,(0.78 - 2.56),2.12,(1.31 - 3.40)
Baltimore City,2.07,(1.32 - 3.23),6.40,(4.07 - 9.93),2.24,(1.28 - 3.90),2.95,(1.87 - 4.61)
Baltimore County,2.18,(1.43 - 3.30),4.68,(2.96 - 7.32),1.22,(0.69 - 2.16),1.70,(1.07 - 2.69)
Montgomery,2.25,(1.47 - 3.43),4.97,(3.03 - 8.04),1.04,(0.58 - 1.86),1.51,(0.94 - 2.42)
North Central,2.28,(1.51 - 3.43),5.28,(3.22 - 8.55),*,(* - *),1.64,(1.03 - 2.60)
Northeast,2.63,(1.73 - 3.99),7.25,(4.59 - 11.27),*,(* - *),2.14,(1.36 - 3.35)
Prince George's,1.77,(1.15 - 2.71),3.90,(2.39 - 6.30),1.45,(0.82 - 2.56),1.85,(1.16 - 2.95)
South,2.03,(1.30 - 3.16),4.99,(3.03 - 8.09),1.13,(0.64 - 1.99),1.72,(1.09 - 2.70)
West,2.22,(1.45 - 3.38),5.23,(3.20 - 8.45),*,(* - *),1.69,(1.05 - 2.72)
Massachusetts,2.69,(2.07 - 3.48),6.79,(5.43 - 8.47),1.24,(0.85 - 1.79),2.05,(1.59 - 2.64)
Boston,2.29,(1.49 - 3.52),6.15,(3.94 - 9.47),1.57,(0.88 - 2.77),2.45,(1.58 - 3.77)
Central,2.67,(1.75 - 4.05),6.77,(4.29 - 10.53),1.18,(0.66 - 2.10),1.99,(1.28 - 3.10)
Metrowest,2.51,(1.69 - 3.72),6.12,(4.03 - 9.19),1.04,(0.59 - 1.82),1.72,(1.14 - 2.60)
Northeast,2.76,(1.85 - 4.09),6.91,(4.54 - 10.39),1.14,(0.64 - 2.02),1.90,(1.24 - 2.90)
Southeast,3.02,(2.05 - 4.43),7.69,(5.10 - 11.46),1.34,(0.77 - 2.31),2.17,(1.44 - 3.25)
Western,2.68,(1.78 - 4.01),7.22,(4.79 - 10.74),1.35,(0.76 - 2.39),2.38,(1.57 - 3.59)
