State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 3,12.87,(9.93 - 16.53),44.92,(38.69 - 51.31),28.53,(24.33 - 33.14),30.98,(26.99 - 35.27)
Region 4,14.96,(10.93 - 20.16),*,(* - *),30.77,(26.03 - 35.96),33.51,(28.95 - 38.40)
Regions 5 and 6,16.17,(12.27 - 21.02),*,(* - *),31.21,(26.48 - 36.36),34.07,(29.54 - 38.92)
Connecticut,11.57,(9.88 - 13.49),44.64,(41.16 - 48.17),24.88,(22.48 - 27.44),27.55,(25.35 - 29.87)
Eastern,12.19,(9.07 - 16.18),*,(* - *),28.51,(24.10 - 33.37),31.67,(27.41 - 36.25)
North Central,11.95,(9.28 - 15.27),48.78,(43.09 - 54.50),24.79,(21.19 - 28.78),27.96,(24.56 - 31.62)
Northwestern,10.91,(8.31 - 14.20),42.21,(36.20 - 48.46),24.31,(20.47 - 28.62),26.56,(22.90 - 30.58)
South Central,11.90,(9.22 - 15.23),40.89,(35.28 - 46.75),25.31,(21.74 - 29.25),27.47,(24.09 - 31.13)
Southwest,10.87,(8.17 - 14.31),43.45,(36.94 - 50.21),22.73,(18.98 - 26.98),25.24,(21.60 - 29.26)
Delaware,11.46,(9.78 - 13.38),43.13,(39.87 - 46.45),29.03,(26.44 - 31.76),31.05,(28.71 - 33.49)
Kent,11.29,(8.67 - 14.59),40.39,(34.47 - 46.61),31.19,(26.70 - 36.07),32.63,(28.46 - 37.10)
New Castle (excluding Wilmington City),10.56,(8.55 - 12.99),42.42,(38.16 - 46.81),25.80,(22.62 - 29.26),28.33,(25.45 - 31.40)
Sussex,14.15,(10.97 - 18.06),48.92,(42.98 - 54.88),33.23,(28.91 - 37.85),35.01,(30.93 - 39.32)
Wilmington City,11.44,(8.33 - 15.51),*,(* - *),32.88,(27.92 - 38.25),34.17,(29.47 - 39.20)
District of Columbia,9.51,(8.00 - 11.27),37.37,(34.16 - 40.70),28.89,(26.24 - 31.69),30.39,(28.03 - 32.87)
Ward 1,9.29,(6.68 - 12.78),32.13,(26.15 - 38.75),29.28,(24.68 - 34.34),29.79,(25.48 - 34.50)
Ward 2,*,(* - *),38.16,(32.60 - 44.06),27.19,(22.97 - 31.87),30.04,(26.14 - 34.25)
Ward 3,13.11,(9.78 - 17.36),42.43,(36.07 - 49.05),23.95,(19.93 - 28.49),27.09,(23.22 - 31.34)
Ward 4,8.29,(6.05 - 11.25),*,(* - *),23.93,(19.91 - 28.47),25.12,(21.29 - 29.39)
Ward 5,8.54,(6.21 - 11.62),*,(* - *),29.64,(24.98 - 34.77),31.35,(26.98 - 36.09)
Ward 6,*,(* - *),*,(* - *),28.77,(24.05 - 34.01),29.77,(25.22 - 34.76)
Ward 7,9.78,(7.24 - 13.08),*,(* - *),33.78,(28.75 - 39.21),34.25,(29.57 - 39.25)
Ward 8,10.37,(7.88 - 13.53),*,(* - *),38.63,(33.23 - 44.33),38.61,(33.74 - 43.71)
Florida,11.25,(10.24 - 12.35),41.09,(39.23 - 42.98),28.37,(26.83 - 29.96),30.01,(28.63 - 31.42)
Region A - Northwest,12.10,(10.10 - 14.44),45.00,(41.09 - 48.97),31.41,(28.51 - 34.46),33.68,(30.99 - 36.47)
Circuit 1,11.40,(8.76 - 14.71),46.48,(40.45 - 52.62),30.21,(26.05 - 34.71),32.61,(28.67 - 36.81)
Circuit 2,11.51,(8.60 - 15.23),42.32,(36.56 - 48.29),29.99,(25.66 - 34.71),32.77,(28.72 - 37.08)
Circuit 14,14.53,(10.92 - 19.09),47.11,(40.37 - 53.96),35.85,(30.91 - 41.11),37.37,(32.68 - 42.32)
Region B - Northeast,12.89,(11.03 - 15.01),46.32,(42.66 - 50.02),32.80,(30.05 - 35.67),34.86,(32.33 - 37.48)
Circuits 3 and 8,13.16,(10.00 - 17.13),47.37,(41.63 - 53.18),35.58,(31.18 - 40.24),38.05,(34.04 - 42.23)
Circuit 4,11.67,(9.33 - 14.51),42.73,(37.53 - 48.10),31.27,(27.29 - 35.54),32.91,(29.21 - 36.82)
Circuit 7,14.59,(11.52 - 18.32),50.14,(43.71 - 56.57),33.05,(28.93 - 37.44),35.25,(31.36 - 39.34)
Region C - Central,11.97,(10.54 - 13.56),42.92,(40.14 - 45.74),29.63,(27.45 - 31.90),31.32,(29.33 - 33.38)
Circuit 5,14.67,(11.50 - 18.53),47.26,(41.38 - 53.21),30.13,(26.14 - 34.44),32.01,(28.23 - 36.04)
Circuit 9,9.01,(7.03 - 11.48),37.88,(33.44 - 42.53),27.49,(23.86 - 31.45),29.01,(25.69 - 32.56)
Circuit 10,12.90,(9.90 - 16.64),42.68,(36.46 - 49.14),33.35,(28.84 - 38.19),34.58,(30.32 - 39.10)
Circuit 18,11.75,(9.26 - 14.80),45.60,(40.13 - 51.16),28.32,(24.75 - 32.19),30.48,(27.11 - 34.09)
Circuit 19,14.41,(11.24 - 18.29),45.05,(38.91 - 51.34),31.03,(26.81 - 35.58),32.65,(28.64 - 36.92)
Region D - Southeast,9.12,(7.62 - 10.88),37.05,(33.81 - 40.40),25.77,(23.35 - 28.35),27.07,(24.81 - 29.45)
Circuit 15 (Palm Beach),10.48,(8.21 - 13.29),40.02,(34.84 - 45.45),26.61,(23.09 - 30.46),28.10,(24.73 - 31.73)
Circuit 17 (Broward),8.23,(6.46 - 10.42),34.97,(30.90 - 39.27),25.13,(22.06 - 28.48),26.30,(23.45 - 29.36)
Region E - Sun Coast,12.81,(11.21 - 14.62),43.25,(40.40 - 46.15),29.14,(26.90 - 31.48),30.74,(28.66 - 32.90)
Circuit 6,13.34,(10.63 - 16.61),43.84,(38.86 - 48.95),29.29,(25.59 - 33.29),30.82,(27.32 - 34.56)
Circuit 12,13.45,(10.41 - 17.21),49.09,(42.53 - 55.69),30.07,(25.89 - 34.61),31.97,(27.93 - 36.29)
Circuit 13 (Hillsborough),10.94,(8.65 - 13.75),39.10,(34.53 - 43.87),28.59,(24.93 - 32.55),30.06,(26.68 - 33.67)
Circuit 20,14.17,(11.16 - 17.84),44.36,(38.62 - 50.26),28.86,(25.09 - 32.94),30.48,(26.86 - 34.36)
Region F - Southern (Circuits 11 and 16),7.97,(6.28 - 10.08),30.24,(26.50 - 34.26),22.03,(19.16 - 25.19),23.12,(20.49 - 25.98)
Georgia,13.45,(11.60 - 15.56),43.10,(39.72 - 46.54),32.24,(29.56 - 35.04),33.83,(31.43 - 36.32)
Region 1,16.09,(12.77 - 20.08),49.84,(43.66 - 56.03),34.27,(30.08 - 38.72),36.33,(32.40 - 40.44)
Region 2,12.74,(9.69 - 16.55),43.90,(37.50 - 50.51),34.04,(29.35 - 39.06),35.72,(31.35 - 40.34)
Region 3,11.84,(9.26 - 15.02),35.93,(30.96 - 41.22),27.80,(24.04 - 31.91),28.90,(25.44 - 32.63)
Region 4,13.33,(9.87 - 17.77),*,(* - *),35.04,(29.83 - 40.64),36.48,(31.57 - 41.69)
Region 5,15.22,(11.72 - 19.54),46.75,(40.46 - 53.16),36.82,(31.79 - 42.16),38.50,(33.89 - 43.34)
Region 6,11.68,(8.58 - 15.72),*,(* - *),32.08,(27.41 - 37.15),33.57,(29.09 - 38.35)
Hawaii,9.85,(8.15 - 11.85),38.35,(34.90 - 41.91),22.41,(19.82 - 25.24),24.57,(22.22 - 27.09)
Hawaii Island,12.04,(8.97 - 15.96),*,(* - *),25.41,(21.28 - 30.02),27.86,(23.92 - 32.18)
Honolulu,9.27,(7.40 - 11.56),37.47,(33.48 - 41.64),21.68,(18.83 - 24.85),23.87,(21.27 - 26.67)
Kauai and Maui,10.28,(7.84 - 13.38),38.37,(32.65 - 44.43),23.15,(19.43 - 27.33),24.96,(21.37 - 28.94)
Kauai,*,(* - *),*,(* - *),*,(* - *),25.13,(20.54 - 30.36)
Maui,10.19,(7.40 - 13.87),*,(* - *),23.10,(18.81 - 28.03),24.89,(20.72 - 29.58)
Idaho,10.79,(9.21 - 12.61),38.00,(34.88 - 41.21),25.77,(23.38 - 28.31),27.65,(25.46 - 29.94)
Region 1,14.38,(11.02 - 18.54),48.33,(41.60 - 55.11),29.62,(25.27 - 34.38),31.99,(27.82 - 36.46)
Region 2,10.03,(7.19 - 13.84),*,(* - *),24.29,(20.07 - 29.09),27.24,(23.07 - 31.86)
Region 3,9.84,(7.39 - 12.98),34.39,(28.48 - 40.83),26.81,(22.77 - 31.29),27.92,(24.08 - 32.11)
Region 4,12.03,(9.36 - 15.34),42.02,(37.06 - 47.14),26.76,(23.19 - 30.67),28.90,(25.58 - 32.47)
Region 5,11.07,(8.13 - 14.90),*,(* - *),24.97,(20.90 - 29.54),26.87,(22.90 - 31.26)
Region 6,10.00,(7.26 - 13.62),*,(* - *),24.02,(20.09 - 28.45),26.38,(22.53 - 30.63)
Region 7,6.78,(4.83 - 9.44),25.98,(21.05 - 31.59),19.95,(16.45 - 23.98),21.16,(17.91 - 24.82)
Illinois,12.74,(11.68 - 13.88),45.14,(43.26 - 47.03),29.41,(27.80 - 31.08),31.80,(30.39 - 33.25)
Region I (Cook),11.77,(10.22 - 13.51),39.58,(36.88 - 42.35),28.70,(26.26 - 31.28),30.25,(28.08 - 32.51)
Region II,12.28,(10.68 - 14.09),47.49,(44.34 - 50.65),26.90,(24.53 - 29.40),29.98,(27.87 - 32.17)
Region III,15.45,(12.87 - 18.44),49.28,(45.32 - 53.25),32.22,(29.12 - 35.50),35.40,(32.67 - 38.22)
Region IV,16.31,(13.30 - 19.85),50.02,(44.76 - 55.27),34.17,(30.24 - 38.32),36.60,(33.03 - 40.33)
Region V,13.26,(10.88 - 16.06),49.58,(45.16 - 54.01),33.88,(30.38 - 37.57),36.37,(33.21 - 39.65)
Indiana,14.81,(12.91 - 16.92),48.26,(45.13 - 51.40),32.92,(30.34 - 35.61),35.17,(32.85 - 37.56)
Central,13.26,(10.43 - 16.71),47.16,(41.88 - 52.49),31.20,(27.31 - 35.37),33.30,(29.70 - 37.11)
East,15.74,(11.71 - 20.83),*,(* - *),34.28,(29.19 - 39.75),36.39,(31.59 - 41.46)
North Central,14.04,(10.86 - 17.95),48.14,(41.99 - 54.35),32.63,(28.14 - 37.46),34.81,(30.62 - 39.26)
Northeast,14.48,(10.91 - 18.95),47.49,(40.79 - 54.29),32.37,(27.78 - 37.33),34.50,(30.15 - 39.13)
Northwest,14.62,(11.16 - 18.94),44.90,(38.53 - 51.45),31.54,(27.09 - 36.37),33.45,(29.24 - 37.93)
Southeast,17.04,(13.24 - 21.66),53.89,(47.06 - 60.56),36.98,(32.18 - 42.06),39.10,(34.57 - 43.83)
Southwest,14.26,(10.52 - 19.04),*,(* - *),33.01,(28.20 - 38.20),35.10,(30.49 - 40.00)
West,18.18,(14.09 - 23.14),49.95,(43.55 - 56.35),34.15,(29.47 - 39.16),37.55,(33.19 - 42.11)
Iowa,13.66,(11.94 - 15.58),43.91,(40.76 - 47.11),29.47,(27.03 - 32.03),31.66,(29.47 - 33.94)
Central,14.79,(11.60 - 18.67),45.42,(39.21 - 51.77),31.48,(27.26 - 36.03),33.34,(29.35 - 37.57)
North Central,15.15,(11.70 - 19.39),45.37,(39.50 - 51.37),30.00,(25.69 - 34.70),32.86,(28.85 - 37.13)
Northeast,13.19,(10.39 - 16.61),43.78,(38.45 - 49.26),28.46,(24.59 - 32.67),30.83,(27.26 - 34.64)
Northwest,13.30,(10.33 - 16.97),45.93,(39.78 - 52.20),29.75,(25.60 - 34.26),32.04,(28.14 - 36.21)
Southeast,12.45,(9.70 - 15.86),40.64,(34.95 - 46.58),27.70,(23.94 - 31.82),29.77,(26.23 - 33.58)
Southwest,14.33,(10.80 - 18.77),*,(* - *),30.99,(26.42 - 35.96),32.83,(28.45 - 37.53)
Kansas,14.24,(12.33 - 16.39),49.84,(46.43 - 53.25),30.58,(27.91 - 33.38),33.63,(31.21 - 36.14)
Kansas City Metro,13.96,(11.22 - 17.23),47.92,(42.70 - 53.18),29.36,(25.77 - 33.23),32.32,(29.02 - 35.79)
Northeast,14.41,(11.16 - 18.40),48.72,(42.51 - 54.96),30.53,(26.27 - 35.14),33.73,(29.76 - 37.95)
South Central,12.29,(9.01 - 16.56),*,(* - *),29.68,(24.84 - 35.03),32.30,(27.66 - 37.31)
Southeast,15.45,(11.43 - 20.57),*,(* - *),34.83,(29.63 - 40.42),37.86,(32.85 - 43.15)
West,16.13,(12.24 - 20.98),*,(* - *),31.04,(26.39 - 36.11),34.68,(30.22 - 39.44)
Wichita (Sedgwick),14.29,(10.95 - 18.43),52.88,(46.18 - 59.47),31.60,(27.20 - 36.36),34.67,(30.48 - 39.11)
Kentucky,19.49,(17.29 - 21.90),56.37,(53.16 - 59.52),38.73,(35.94 - 41.60),41.14,(38.61 - 43.71)
"Adanta, Cumberland River, and Lifeskills",23.58,(18.86 - 29.05),60.04,(53.41 - 66.32),43.63,(38.35 - 49.07),45.86,(40.91 - 50.89)
"Bluegrass, Comprehend, and North Key",18.41,(15.00 - 22.38),54.70,(49.47 - 59.83),37.62,(33.36 - 42.08),40.11,(36.22 - 44.12)
Communicare and River Valley,20.40,(16.07 - 25.53),57.73,(51.22 - 63.98),40.69,(35.14 - 46.49),42.98,(37.83 - 48.28)
Four Rivers and Pennyroyal,18.07,(13.99 - 23.03),*,(* - *),37.74,(32.48 - 43.31),40.27,(35.30 - 45.44)
"Kentucky River, Mountain, and Pathways",23.58,(19.02 - 28.86),59.22,(53.31 - 64.87),42.92,(37.80 - 48.19),45.09,(40.37 - 49.89)
Seven Counties,15.85,(12.58 - 19.78),53.83,(47.92 - 59.62),33.57,(29.42 - 37.98),36.10,(32.22 - 40.17)
Louisiana,12.60,(10.87 - 14.56),42.92,(39.78 - 46.12),32.53,(29.80 - 35.39),34.21,(31.79 - 36.72)
Regions 1 and 3,10.51,(7.86 - 13.92),40.22,(34.22 - 46.51),31.32,(26.68 - 36.36),32.69,(28.40 - 37.28)
Regions 2 and 9,12.70,(10.08 - 15.88),42.84,(37.99 - 47.83),31.54,(27.60 - 35.77),33.52,(29.96 - 37.29)
"Regions 4, 5, and 6",13.91,(11.01 - 17.41),44.81,(39.41 - 50.33),33.70,(29.51 - 38.17),35.46,(31.64 - 39.47)
Regions 7 and 8,11.93,(9.23 - 15.28),42.91,(37.44 - 48.55),33.89,(29.40 - 38.69),35.42,(31.31 - 39.75)
Region 10 (Jefferson),13.63,(10.08 - 18.18),*,(* - *),31.44,(26.54 - 36.80),32.91,(28.24 - 37.96)
Maine,12.67,(10.93 - 14.64),47.00,(43.73 - 50.30),29.64,(27.08 - 32.34),31.80,(29.45 - 34.24)
Aroostook/Downeast,16.04,(12.29 - 20.67),*,(* - *),34.10,(29.08 - 39.51),36.65,(31.87 - 41.71)
Central,12.55,(9.51 - 16.39),46.59,(40.13 - 53.17),30.34,(25.75 - 35.37),32.35,(28.01 - 37.03)
Cumberland,11.27,(8.64 - 14.57),45.38,(39.95 - 50.92),26.01,(22.27 - 30.12),28.38,(24.85 - 32.19)
Midcoast,13.13,(9.95 - 17.15),48.70,(42.01 - 55.43),28.06,(23.82 - 32.73),30.30,(26.21 - 34.71)
Penquis,11.34,(8.47 - 15.01),43.99,(38.10 - 50.06),29.60,(25.11 - 34.53),31.77,(27.61 - 36.25)
Western,12.62,(9.43 - 16.69),*,(* - *),32.40,(27.95 - 37.20),34.26,(30.01 - 38.77)
York,12.78,(9.85 - 16.41),45.01,(38.87 - 51.31),29.02,(24.75 - 33.69),30.85,(26.82 - 35.20)
Maryland,9.63,(8.23 - 11.25),37.72,(34.72 - 40.81),25.28,(23.00 - 27.70),27.05,(24.97 - 29.24)
Anne Arundel,10.47,(7.65 - 14.18),*,(* - *),25.72,(21.74 - 30.16),27.98,(24.11 - 32.21)
Baltimore City,9.45,(6.88 - 12.85),36.82,(30.69 - 43.40),33.89,(28.90 - 39.27),34.38,(29.79 - 39.27)
Baltimore County,10.64,(8.00 - 14.01),40.27,(34.55 - 46.26),26.86,(22.62 - 31.55),28.71,(24.72 - 33.05)
Montgomery,8.66,(6.33 - 11.76),35.18,(29.00 - 41.91),16.74,(13.71 - 20.28),18.94,(15.93 - 22.36)
North Central,9.59,(7.05 - 12.92),*,(* - *),21.16,(17.53 - 25.31),23.74,(20.12 - 27.80)
Northeast,12.92,(9.62 - 17.13),*,(* - *),28.93,(24.46 - 33.87),31.43,(27.06 - 36.16)
Prince George's,6.30,(4.58 - 8.62),27.40,(22.24 - 33.26),23.28,(19.49 - 27.55),23.96,(20.38 - 27.94)
South,10.21,(7.62 - 13.57),*,(* - *),28.24,(23.86 - 33.07),29.72,(25.53 - 34.29)
West,11.68,(8.58 - 15.71),*,(* - *),28.01,(23.45 - 33.06),30.02,(25.59 - 34.85)
Massachusetts,12.36,(10.59 - 14.38),42.06,(38.85 - 45.34),24.84,(22.44 - 27.39),27.37,(25.19 - 29.66)
Boston,9.76,(7.06 - 13.33),34.34,(28.28 - 40.97),26.15,(21.87 - 30.94),27.71,(23.64 - 32.18)
Central,12.69,(9.50 - 16.75),*,(* - *),25.88,(21.68 - 30.57),28.65,(24.60 - 33.08)
Metrowest,10.63,(8.19 - 13.69),39.43,(34.13 - 45.00),20.52,(17.34 - 24.11),23.08,(20.05 - 26.41)
Northeast,14.42,(11.11 - 18.49),45.81,(39.65 - 52.11),25.75,(21.91 - 30.00),28.39,(24.71 - 32.40)
Southeast,12.81,(9.83 - 16.53),45.48,(39.11 - 52.01),26.50,(22.45 - 30.98),28.98,(25.12 - 33.16)
Western,13.00,(9.85 - 16.98),43.01,(36.82 - 49.42),26.52,(22.41 - 31.08),29.40,(25.51 - 33.61)
Michigan,13.06,(12.06 - 14.14),47.06,(45.27 - 48.87),30.45,(28.98 - 31.95),32.87,(31.58 - 34.18)
Detroit City,7.24,(5.60 - 9.32),35.89,(31.53 - 40.50),31.98,(28.12 - 36.11),32.57,(29.08 - 36.28)
Genesee,12.54,(9.90 - 15.75),48.83,(43.42 - 54.28),32.63,(28.60 - 36.93),34.88,(31.10 - 38.86)
Kalamazoo,13.15,(10.41 - 16.48),49.83,(44.23 - 55.45),31.48,(27.60 - 35.63),34.41,(30.81 - 38.19)
