State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 4,6.60,(4.64 - 9.30),12.69,(8.95 - 17.71),3.81,(2.53 - 5.72),5.22,(3.72 - 7.27)
Region 5,6.69,(4.81 - 9.23),12.82,(9.52 - 17.04),4.06,(2.75 - 5.95),5.55,(4.13 - 7.42)
Region 6,7.05,(5.07 - 9.75),13.11,(9.62 - 17.61),4.01,(2.71 - 5.89),5.39,(3.98 - 7.27)
Hawaii,5.73,(4.49 - 7.27),10.09,(8.21 - 12.34),3.14,(2.27 - 4.31),4.08,(3.19 - 5.19)
Hawaii Island,7.07,(4.98 - 9.93),9.88,(6.89 - 13.97),3.24,(2.10 - 4.98),4.17,(2.93 - 5.92)
Honolulu,5.32,(3.95 - 7.12),10.04,(7.92 - 12.65),3.08,(2.14 - 4.42),4.04,(3.08 - 5.29)
Kauai and Maui,6.22,(4.60 - 8.36),10.57,(7.79 - 14.19),3.28,(2.24 - 4.78),4.15,(3.02 - 5.66)
Kauai,*,(* - *),10.38,(7.11 - 14.90),*,(* - *),3.97,(2.71 - 5.79)
Maui,6.13,(4.27 - 8.72),10.66,(7.42 - 15.09),3.36,(2.18 - 5.14),4.23,(2.95 - 6.03)
Idaho,7.90,(6.55 - 9.52),13.26,(11.31 - 15.49),4.14,(3.25 - 5.28),5.55,(4.62 - 6.65)
Region 1,8.97,(6.58 - 12.12),17.77,(13.55 - 22.94),4.15,(2.84 - 6.03),5.87,(4.42 - 7.75)
Region 2,7.47,(5.32 - 10.40),12.73,(9.19 - 17.37),3.61,(2.36 - 5.48),5.36,(3.90 - 7.32)
Region 3,7.40,(5.48 - 9.92),12.01,(8.79 - 16.20),4.31,(2.95 - 6.26),5.44,(3.99 - 7.37)
Region 4,8.72,(6.52 - 11.58),14.56,(11.46 - 18.32),4.59,(3.31 - 6.33),5.99,(4.67 - 7.66)
Region 5,7.23,(5.15 - 10.06),11.94,(8.65 - 16.25),3.72,(2.51 - 5.48),4.87,(3.55 - 6.64)
Region 6,7.64,(5.45 - 10.60),12.70,(9.17 - 17.33),4.04,(2.73 - 5.95),5.53,(4.05 - 7.51)
Region 7,6.93,(4.99 - 9.56),10.59,(7.90 - 14.07),3.62,(2.48 - 5.26),5.05,(3.81 - 6.66)
Illinois,5.63,(4.96 - 6.38),9.79,(8.83 - 10.85),2.99,(2.50 - 3.58),4.03,(3.55 - 4.56)
Region I (Cook),4.86,(3.95 - 5.98),7.98,(6.69 - 9.48),3.01,(2.31 - 3.90),3.71,(3.05 - 4.52)
Region II,5.84,(4.81 - 7.07),9.95,(8.27 - 11.93),2.75,(2.10 - 3.59),3.83,(3.17 - 4.62)
Region III,7.16,(5.62 - 9.08),11.83,(9.58 - 14.53),3.28,(2.45 - 4.38),4.88,(3.99 - 5.95)
Region IV,6.30,(4.76 - 8.31),10.76,(8.23 - 13.96),3.01,(2.12 - 4.25),4.20,(3.24 - 5.43)
Region V,6.12,(4.69 - 7.94),12.62,(10.14 - 15.61),3.36,(2.45 - 4.60),4.83,(3.86 - 6.03)
Indiana,7.87,(6.59 - 9.38),15.03,(13.06 - 17.23),4.49,(3.53 - 5.68),6.03,(5.08 - 7.15)
Central,7.36,(5.49 - 9.81),13.89,(10.82 - 17.66),4.60,(3.29 - 6.38),5.81,(4.49 - 7.50)
East,8.50,(6.09 - 11.76),16.12,(12.03 - 21.27),4.43,(2.96 - 6.59),6.22,(4.60 - 8.37)
North Central,7.75,(5.72 - 10.42),15.16,(11.54 - 19.68),4.61,(3.16 - 6.68),6.09,(4.55 - 8.11)
Northeast,8.00,(5.82 - 10.91),16.17,(12.17 - 21.18),4.48,(3.08 - 6.48),6.13,(4.60 - 8.13)
Northwest,7.32,(5.29 - 10.03),14.38,(10.75 - 18.97),4.14,(2.80 - 6.07),5.60,(4.17 - 7.47)
Southeast,9.18,(6.76 - 12.35),18.57,(14.20 - 23.90),4.79,(3.31 - 6.89),6.51,(4.91 - 8.58)
Southwest,7.09,(5.06 - 9.86),14.04,(10.08 - 19.21),3.81,(2.52 - 5.71),5.28,(3.82 - 7.25)
West,8.73,(6.30 - 11.98),14.13,(10.77 - 18.31),4.68,(3.22 - 6.75),6.72,(5.13 - 8.75)
Iowa,5.71,(4.66 - 6.99),9.77,(8.10 - 11.75),2.28,(1.69 - 3.07),3.42,(2.76 - 4.22)
Central,6.50,(4.65 - 9.02),10.47,(7.67 - 14.12),2.50,(1.63 - 3.81),3.56,(2.56 - 4.92)
North Central,5.37,(3.80 - 7.53),8.58,(6.21 - 11.74),2.19,(1.41 - 3.40),3.38,(2.46 - 4.64)
Northeast,5.15,(3.73 - 7.08),10.36,(7.70 - 13.79),2.18,(1.47 - 3.24),3.45,(2.58 - 4.58)
Northwest,5.39,(3.87 - 7.47),8.89,(6.49 - 12.07),2.08,(1.37 - 3.15),3.04,(2.22 - 4.16)
Southeast,5.70,(4.10 - 7.86),10.08,(7.34 - 13.70),2.35,(1.57 - 3.50),3.59,(2.66 - 4.83)
Southwest,6.59,(4.66 - 9.24),9.53,(6.69 - 13.42),2.39,(1.54 - 3.69),3.38,(2.39 - 4.75)
Kansas,7.58,(6.29 - 9.10),11.27,(9.38 - 13.49),3.33,(2.55 - 4.32),4.59,(3.77 - 5.58)
Kansas City Metro,7.71,(5.90 - 10.02),10.24,(7.73 - 13.44),3.49,(2.46 - 4.93),4.57,(3.50 - 5.94)
Northeast,7.02,(5.09 - 9.62),10.46,(7.57 - 14.28),2.86,(1.92 - 4.24),4.20,(3.10 - 5.67)
South Central,7.50,(5.40 - 10.33),11.89,(8.53 - 16.32),3.18,(2.11 - 4.76),4.54,(3.30 - 6.22)
Southeast,7.83,(5.57 - 10.91),11.96,(8.42 - 16.71),3.22,(2.11 - 4.89),4.61,(3.30 - 6.40)
West,7.27,(5.20 - 10.07),11.92,(8.51 - 16.47),3.36,(2.21 - 5.08),4.65,(3.34 - 6.44)
Wichita (Sedgwick),8.05,(5.86 - 10.97),13.42,(9.91 - 17.92),3.65,(2.50 - 5.29),5.06,(3.78 - 6.74)
Kentucky,8.05,(6.73 - 9.59),15.60,(13.47 - 18.00),4.39,(3.44 - 5.60),5.92,(4.95 - 7.07)
"Adanta, Cumberland River, and Lifeskills",7.95,(5.79 - 10.81),13.60,(10.05 - 18.16),3.80,(2.57 - 5.58),5.12,(3.78 - 6.91)
"Bluegrass, Comprehend, and North Key",8.07,(6.13 - 10.54),15.34,(12.17 - 19.15),4.72,(3.37 - 6.58),6.27,(4.89 - 8.01)
Communicare and River Valley,8.60,(6.28 - 11.67),15.85,(12.02 - 20.60),4.48,(3.03 - 6.57),6.00,(4.45 - 8.05)
Four Rivers and Pennyroyal,7.30,(5.27 - 10.03),15.00,(11.03 - 20.08),4.09,(2.74 - 6.08),5.64,(4.14 - 7.65)
"Kentucky River, Mountain, and Pathways",7.78,(5.66 - 10.61),15.55,(11.89 - 20.06),4.04,(2.77 - 5.86),5.57,(4.19 - 7.38)
Seven Counties,8.24,(6.10 - 11.06),17.93,(14.08 - 22.57),4.71,(3.28 - 6.71),6.35,(4.84 - 8.29)
Louisiana,7.53,(6.22 - 9.09),13.29,(11.42 - 15.43),4.15,(3.19 - 5.37),5.63,(4.66 - 6.79)
Regions 1 and 3,6.51,(4.66 - 9.04),12.87,(9.48 - 17.24),4.14,(2.75 - 6.17),5.49,(4.00 - 7.48)
Regions 2 and 9,8.06,(6.10 - 10.58),13.56,(10.72 - 17.02),4.29,(3.04 - 6.03),5.93,(4.62 - 7.57)
"Regions 4, 5, and 6",7.74,(5.74 - 10.35),12.96,(9.99 - 16.63),4.06,(2.82 - 5.83),5.47,(4.15 - 7.19)
Regions 7 and 8,7.54,(5.54 - 10.17),13.69,(10.51 - 17.66),4.23,(2.89 - 6.17),5.85,(4.43 - 7.69)
Region 10 (Jefferson),7.26,(5.15 - 10.15),13.18,(9.53 - 17.95),3.85,(2.53 - 5.82),5.09,(3.64 - 7.06)
Maine,6.42,(5.28 - 7.79),12.51,(10.68 - 14.59),2.81,(2.15 - 3.67),4.01,(3.31 - 4.85)
Aroostook/Downeast,6.63,(4.81 - 9.08),12.80,(9.45 - 17.13),2.79,(1.88 - 4.11),3.98,(2.94 - 5.37)
Central,6.17,(4.38 - 8.61),12.64,(9.30 - 16.95),2.76,(1.85 - 4.11),3.98,(2.92 - 5.40)
Cumberland,5.97,(4.31 - 8.20),11.63,(8.83 - 15.17),2.49,(1.67 - 3.71),3.61,(2.69 - 4.83)
Midcoast,6.90,(4.98 - 9.50),13.56,(10.04 - 18.06),3.06,(2.03 - 4.59),4.19,(3.05 - 5.73)
Penquis,6.11,(4.33 - 8.55),12.02,(8.97 - 15.92),2.58,(1.72 - 3.85),4.00,(3.00 - 5.33)
Western,6.81,(4.85 - 9.49),11.95,(8.77 - 16.09),2.97,(1.99 - 4.43),4.14,(3.04 - 5.60)
York,6.58,(4.72 - 9.09),13.84,(10.34 - 18.27),3.13,(2.09 - 4.67),4.35,(3.19 - 5.91)
Maryland,5.20,(4.22 - 6.40),10.38,(8.68 - 12.36),2.74,(2.08 - 3.60),3.83,(3.11 - 4.70)
Anne Arundel,6.02,(4.27 - 8.42),12.79,(9.22 - 17.49),2.88,(1.88 - 4.36),4.21,(3.04 - 5.80)
Baltimore City,4.70,(3.22 - 6.81),9.10,(6.48 - 12.62),2.70,(1.76 - 4.11),3.78,(2.72 - 5.23)
Baltimore County,5.92,(4.14 - 8.39),11.43,(8.55 - 15.13),2.94,(1.96 - 4.40),4.12,(3.03 - 5.57)
Montgomery,4.29,(2.93 - 6.23),10.09,(7.37 - 13.66),2.46,(1.60 - 3.76),3.36,(2.41 - 4.68)
North Central,5.40,(3.81 - 7.59),12.35,(8.82 - 17.02),2.86,(1.87 - 4.35),4.08,(2.93 - 5.65)
Northeast,6.90,(4.86 - 9.71),14.68,(10.64 - 19.92),3.17,(2.08 - 4.80),4.71,(3.44 - 6.42)
Prince George's,3.58,(2.46 - 5.19),6.74,(4.69 - 9.59),2.33,(1.53 - 3.54),3.06,(2.18 - 4.28)
South,6.06,(4.29 - 8.50),9.74,(6.90 - 13.58),2.85,(1.87 - 4.30),3.89,(2.78 - 5.41)
West,5.81,(4.06 - 8.23),11.12,(7.92 - 15.38),2.87,(1.88 - 4.37),4.02,(2.87 - 5.60)
Massachusetts,5.95,(4.86 - 7.27),15.00,(12.90 - 17.37),4.06,(3.16 - 5.21),5.67,(4.73 - 6.78)
Boston,5.08,(3.52 - 7.27),11.91,(8.74 - 16.01),4.01,(2.71 - 5.90),5.53,(4.10 - 7.43)
Central,5.99,(4.32 - 8.26),15.65,(11.67 - 20.68),4.15,(2.84 - 6.02),5.82,(4.36 - 7.73)
Metrowest,5.15,(3.75 - 7.04),14.61,(11.10 - 18.98),3.62,(2.47 - 5.26),5.10,(3.86 - 6.72)
Northeast,5.72,(4.10 - 7.92),13.99,(10.55 - 18.31),3.87,(2.65 - 5.61),5.20,(3.88 - 6.93)
Southeast,6.87,(4.98 - 9.40),18.02,(13.74 - 23.28),4.59,(3.17 - 6.60),6.34,(4.79 - 8.34)
Western,6.84,(4.90 - 9.46),15.88,(12.04 - 20.65),4.32,(2.93 - 6.35),6.35,(4.76 - 8.42)
