State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Ward 1,3.73,(2.46 - 5.62),16.08,(12.19 - 20.92),9.39,(6.88 - 12.67),10.65,(8.18 - 13.74)
Ward 2,*,(* - *),26.13,(21.39 - 31.51),10.15,(7.63 - 13.39),14.37,(11.78 - 17.42)
Ward 3,6.31,(4.24 - 9.29),27.22,(21.69 - 33.56),8.38,(6.28 - 11.10),11.59,(9.31 - 14.36)
Ward 4,3.43,(2.31 - 5.07),14.77,(10.95 - 19.63),6.53,(4.71 - 8.99),7.60,(5.73 - 10.02)
Ward 5,2.82,(1.85 - 4.26),16.27,(12.27 - 21.27),7.37,(5.33 - 10.11),8.95,(6.86 - 11.59)
Ward 6,*,(* - *),15.94,(11.76 - 21.24),7.71,(5.63 - 10.46),8.78,(6.66 - 11.49)
Ward 7,2.37,(1.55 - 3.61),10.84,(7.85 - 14.79),6.83,(4.90 - 9.44),7.44,(5.56 - 9.89)
Ward 8,2.48,(1.64 - 3.74),12.68,(9.47 - 16.79),6.92,(4.98 - 9.54),8.11,(6.20 - 10.54)
Florida,4.70,(4.09 - 5.40),14.99,(13.83 - 16.23),5.72,(5.04 - 6.48),6.91,(6.28 - 7.60)
Region A - Northwest,4.99,(3.97 - 6.25),18.25,(15.57 - 21.28),6.32,(5.16 - 7.73),8.32,(7.12 - 9.71)
Circuit 1,4.83,(3.48 - 6.66),17.74,(13.85 - 22.42),5.94,(4.44 - 7.90),7.68,(6.09 - 9.65)
Circuit 2,4.85,(3.45 - 6.78),20.00,(15.88 - 24.86),7.28,(5.37 - 9.81),10.18,(8.12 - 12.70)
Circuit 14,5.53,(3.97 - 7.66),15.70,(11.91 - 20.42),6.10,(4.53 - 8.16),7.39,(5.75 - 9.45)
Region B - Northeast,4.64,(3.76 - 5.72),17.53,(15.17 - 20.18),6.28,(5.17 - 7.61),8.00,(6.88 - 9.28)
Circuits 3 and 8,4.80,(3.46 - 6.63),18.50,(14.89 - 22.76),6.45,(4.82 - 8.59),9.00,(7.27 - 11.10)
Circuit 4,4.22,(3.12 - 5.68),16.53,(13.06 - 20.71),6.22,(4.74 - 8.12),7.69,(6.15 - 9.57)
Circuit 7,5.20,(3.80 - 7.06),17.89,(13.93 - 22.68),6.25,(4.72 - 8.23),7.74,(6.13 - 9.72)
Region C - Central,4.78,(3.95 - 5.78),15.41,(13.56 - 17.46),5.84,(4.97 - 6.85),7.05,(6.19 - 8.01)
Circuit 5,5.39,(3.94 - 7.33),15.91,(12.40 - 20.19),5.89,(4.46 - 7.73),6.98,(5.52 - 8.79)
Circuit 9,4.03,(2.87 - 5.65),15.66,(12.74 - 19.12),6.19,(4.76 - 8.00),7.57,(6.14 - 9.30)
Circuit 10,5.11,(3.53 - 7.34),13.50,(10.09 - 17.83),5.55,(4.13 - 7.44),6.60,(5.10 - 8.49)
Circuit 18,4.99,(3.70 - 6.69),17.06,(13.46 - 21.38),5.69,(4.36 - 7.39),7.11,(5.71 - 8.81)
Circuit 19,4.92,(3.55 - 6.79),13.50,(10.20 - 17.65),5.58,(4.15 - 7.45),6.49,(5.02 - 8.34)
Region D - Southeast,4.37,(3.52 - 5.42),13.48,(11.46 - 15.80),5.48,(4.47 - 6.71),6.40,(5.41 - 7.54)
Circuit 15 (Palm Beach),4.71,(3.47 - 6.36),14.52,(11.36 - 18.37),5.74,(4.32 - 7.58),6.70,(5.27 - 8.49)
Circuit 17 (Broward),4.15,(3.13 - 5.48),12.76,(10.32 - 15.67),5.29,(4.13 - 6.75),6.17,(5.02 - 7.55)
Region E - Sun Coast,5.30,(4.40 - 6.38),15.01,(13.14 - 17.10),5.62,(4.76 - 6.62),6.67,(5.83 - 7.63)
Circuit 6,5.03,(3.70 - 6.80),14.06,(11.05 - 17.72),5.05,(3.84 - 6.62),5.99,(4.76 - 7.50)
Circuit 12,6.21,(4.50 - 8.52),17.33,(13.16 - 22.50),6.02,(4.49 - 8.03),7.14,(5.53 - 9.17)
Circuit 13 (Hillsborough),4.87,(3.59 - 6.57),13.57,(10.68 - 17.10),5.82,(4.44 - 7.58),6.90,(5.51 - 8.61)
Circuit 20,5.66,(4.18 - 7.62),16.64,(13.21 - 20.75),5.86,(4.49 - 7.61),6.97,(5.57 - 8.69)
Region F - Southern (Circuits 11 and 16),3.89,(2.85 - 5.30),10.68,(8.56 - 13.26),5.15,(3.99 - 6.63),5.88,(4.75 - 7.27)
Georgia,3.82,(2.99 - 4.88),14.03,(12.12 - 16.20),5.49,(4.47 - 6.72),6.74,(5.75 - 7.88)
Region 1,4.15,(2.91 - 5.87),13.61,(10.40 - 17.63),5.26,(3.89 - 7.08),6.36,(4.96 - 8.13)
Region 2,4.06,(2.82 - 5.80),15.65,(11.85 - 20.38),5.62,(4.08 - 7.69),7.34,(5.67 - 9.45)
Region 3,3.49,(2.43 - 4.99),14.78,(11.74 - 18.43),6.21,(4.64 - 8.26),7.36,(5.82 - 9.26)
Region 4,3.54,(2.39 - 5.21),11.72,(8.40 - 16.13),4.98,(3.51 - 7.03),6.05,(4.47 - 8.13)
Region 5,4.01,(2.77 - 5.75),13.43,(10.18 - 17.52),4.92,(3.53 - 6.82),6.37,(4.89 - 8.25)
Region 6,3.78,(2.57 - 5.53),13.13,(9.68 - 17.57),4.81,(3.46 - 6.66),6.07,(4.61 - 7.96)
Hawaii,5.34,(4.13 - 6.89),17.98,(15.39 - 20.89),7.10,(5.62 - 8.94),8.57,(7.16 - 10.23)
Hawaii Island,5.45,(3.78 - 7.80),15.99,(11.82 - 21.27),6.59,(4.75 - 9.09),7.91,(5.97 - 10.41)
Honolulu,5.34,(3.94 - 7.19),18.66,(15.63 - 22.12),7.38,(5.65 - 9.58),8.93,(7.29 - 10.91)
Kauai and Maui,5.27,(3.80 - 7.26),16.38,(12.77 - 20.76),6.31,(4.69 - 8.44),7.50,(5.84 - 9.59)
Kauai,*,(* - *),*,(* - *),*,(* - *),7.05,(5.12 - 9.63)
Maui,5.28,(3.61 - 7.66),16.12,(12.02 - 21.27),6.57,(4.68 - 9.14),7.70,(5.78 - 10.21)
Idaho,5.64,(4.58 - 6.94),16.92,(14.82 - 19.25),5.51,(4.52 - 6.69),7.26,(6.28 - 8.38)
Region 1,6.82,(4.83 - 9.53),18.38,(13.91 - 23.88),6.07,(4.37 - 8.39),7.62,(5.80 - 9.96)
Region 2,5.55,(3.86 - 7.92),*,(* - *),5.62,(4.02 - 7.80),8.60,(6.60 - 11.13)
Region 3,5.26,(3.74 - 7.35),13.04,(9.69 - 17.32),4.72,(3.43 - 6.47),5.94,(4.56 - 7.71)
Region 4,5.96,(4.33 - 8.13),20.42,(16.82 - 24.57),6.44,(4.89 - 8.43),8.40,(6.81 - 10.31)
Region 5,5.42,(3.78 - 7.71),15.08,(11.32 - 19.82),5.07,(3.65 - 7.00),6.47,(4.94 - 8.43)
Region 6,5.52,(3.83 - 7.88),16.26,(12.08 - 21.54),5.24,(3.80 - 7.19),7.13,(5.47 - 9.25)
Region 7,4.72,(3.29 - 6.72),13.15,(9.93 - 17.21),4.11,(2.91 - 5.77),5.96,(4.61 - 7.68)
Illinois,5.00,(4.36 - 5.72),18.39,(17.06 - 19.79),6.13,(5.37 - 7.00),8.00,(7.29 - 8.77)
Region I (Cook),4.32,(3.47 - 5.35),16.53,(14.65 - 18.60),6.63,(5.49 - 7.98),8.04,(6.98 - 9.24)
Region II,5.42,(4.43 - 6.62),19.13,(16.85 - 21.65),5.76,(4.73 - 7.01),7.76,(6.75 - 8.92)
Region III,5.84,(4.51 - 7.52),21.25,(18.21 - 24.65),6.19,(4.90 - 7.80),9.01,(7.68 - 10.54)
Region IV,5.53,(4.11 - 7.40),16.77,(13.46 - 20.69),5.32,(4.04 - 6.97),7.08,(5.70 - 8.76)
Region V,5.19,(3.96 - 6.78),20.29,(16.96 - 24.08),5.78,(4.55 - 7.33),8.08,(6.79 - 9.60)
Indiana,4.76,(3.83 - 5.90),16.29,(14.30 - 18.49),5.11,(4.15 - 6.28),6.75,(5.79 - 7.85)
Central,4.40,(3.19 - 6.03),16.22,(12.82 - 20.30),5.49,(4.10 - 7.32),6.90,(5.46 - 8.67)
East,5.03,(3.41 - 7.35),14.76,(10.99 - 19.55),4.67,(3.23 - 6.69),6.21,(4.60 - 8.33)
North Central,4.93,(3.49 - 6.93),17.11,(13.21 - 21.87),5.25,(3.82 - 7.16),6.91,(5.38 - 8.84)
Northeast,4.78,(3.37 - 6.75),16.05,(12.25 - 20.75),5.10,(3.61 - 7.14),6.64,(5.03 - 8.71)
Northwest,4.38,(3.05 - 6.26),14.36,(10.90 - 18.69),4.99,(3.58 - 6.91),6.32,(4.82 - 8.25)
Southeast,5.28,(3.70 - 7.47),15.80,(11.96 - 20.58),4.75,(3.40 - 6.61),6.13,(4.66 - 8.01)
Southwest,4.69,(3.23 - 6.77),15.75,(11.67 - 20.90),4.84,(3.41 - 6.84),6.42,(4.82 - 8.49)
West,5.18,(3.65 - 7.32),18.53,(14.39 - 23.52),5.09,(3.62 - 7.11),8.00,(6.25 - 10.20)
Iowa,6.94,(5.71 - 8.41),19.30,(17.03 - 21.81),6.79,(5.65 - 8.14),8.69,(7.59 - 9.94)
Central,6.87,(4.97 - 9.42),18.02,(14.01 - 22.86),6.54,(4.87 - 8.74),8.07,(6.33 - 10.24)
North Central,7.00,(4.99 - 9.73),17.88,(13.99 - 22.58),6.23,(4.58 - 8.43),8.41,(6.67 - 10.56)
Northeast,7.20,(5.30 - 9.70),21.95,(17.76 - 26.81),7.45,(5.70 - 9.67),9.69,(7.91 - 11.82)
Northwest,6.51,(4.71 - 8.95),17.76,(13.87 - 22.46),6.42,(4.76 - 8.61),8.03,(6.30 - 10.17)
Southeast,7.07,(5.25 - 9.46),20.29,(15.97 - 25.42),7.09,(5.36 - 9.32),9.20,(7.37 - 11.44)
Southwest,6.81,(4.76 - 9.65),16.52,(12.37 - 21.71),6.21,(4.48 - 8.56),7.64,(5.82 - 9.97)
Kansas,5.98,(4.81 - 7.41),19.61,(17.21 - 22.26),5.98,(4.96 - 7.20),8.15,(7.12 - 9.31)
Kansas City Metro,6.15,(4.56 - 8.24),20.78,(16.91 - 25.27),6.42,(4.94 - 8.30),8.71,(7.15 - 10.57)
Northeast,5.86,(4.17 - 8.18),18.90,(14.90 - 23.68),5.90,(4.37 - 7.93),8.20,(6.54 - 10.24)
South Central,5.48,(3.77 - 7.92),16.81,(12.64 - 22.01),5.10,(3.63 - 7.11),6.93,(5.28 - 9.05)
Southeast,5.94,(4.06 - 8.61),*,(* - *),5.93,(4.26 - 8.21),8.08,(6.15 - 10.55)
West,6.31,(4.43 - 8.91),19.61,(14.92 - 25.35),5.76,(4.18 - 7.89),7.85,(6.09 - 10.05)
Wichita (Sedgwick),5.95,(4.19 - 8.39),20.49,(15.95 - 25.93),6.06,(4.52 - 8.08),8.14,(6.45 - 10.23)
Kentucky,4.16,(3.26 - 5.31),12.70,(10.90 - 14.76),4.40,(3.52 - 5.48),5.53,(4.66 - 6.55)
"Adanta, Cumberland River, and Lifeskills",4.42,(3.03 - 6.40),11.18,(8.19 - 15.08),3.96,(2.82 - 5.54),4.94,(3.71 - 6.55)
"Bluegrass, Comprehend, and North Key",4.20,(3.00 - 5.86),13.58,(10.69 - 17.11),4.76,(3.50 - 6.45),6.05,(4.75 - 7.68)
Communicare and River Valley,4.05,(2.80 - 5.83),13.54,(10.04 - 18.00),4.44,(3.15 - 6.20),5.65,(4.26 - 7.47)
Four Rivers and Pennyroyal,4.11,(2.83 - 5.94),12.38,(8.92 - 16.92),4.06,(2.85 - 5.74),5.24,(3.90 - 7.00)
"Kentucky River, Mountain, and Pathways",4.40,(3.06 - 6.29),12.09,(9.13 - 15.85),4.31,(3.05 - 6.06),5.34,(4.05 - 7.03)
Seven Counties,3.89,(2.66 - 5.64),12.69,(9.69 - 16.45),4.43,(3.18 - 6.13),5.46,(4.16 - 7.13)
Louisiana,4.09,(3.24 - 5.16),14.02,(12.21 - 16.06),6.09,(4.96 - 7.46),7.38,(6.30 - 8.62)
Regions 1 and 3,3.60,(2.48 - 5.20),14.71,(11.16 - 19.14),6.40,(4.63 - 8.78),7.68,(5.88 - 9.97)
Regions 2 and 9,4.43,(3.16 - 6.18),15.17,(12.22 - 18.67),6.20,(4.66 - 8.20),7.78,(6.25 - 9.65)
"Regions 4, 5, and 6",4.12,(2.93 - 5.75),12.83,(9.91 - 16.45),5.77,(4.27 - 7.76),6.89,(5.37 - 8.80)
Regions 7 and 8,3.88,(2.75 - 5.45),13.61,(10.60 - 17.31),5.92,(4.35 - 8.01),7.24,(5.64 - 9.24)
Region 10 (Jefferson),4.38,(2.93 - 6.52),13.55,(9.90 - 18.27),6.45,(4.61 - 8.95),7.39,(5.52 - 9.82)
Maine,5.03,(4.01 - 6.29),17.22,(15.09 - 19.59),5.35,(4.36 - 6.54),6.81,(5.83 - 7.95)
Aroostook/Downeast,4.89,(3.41 - 6.97),15.70,(11.95 - 20.35),5.01,(3.61 - 6.90),6.27,(4.79 - 8.18)
Central,4.95,(3.43 - 7.09),16.39,(12.54 - 21.14),5.36,(3.86 - 7.41),6.72,(5.13 - 8.76)
Cumberland,5.33,(3.81 - 7.41),18.36,(14.58 - 22.85),5.80,(4.32 - 7.74),7.33,(5.81 - 9.22)
Midcoast,5.03,(3.50 - 7.19),16.04,(12.09 - 20.98),5.09,(3.65 - 7.05),6.27,(4.74 - 8.24)
Penquis,4.63,(3.22 - 6.63),16.64,(12.94 - 21.14),4.93,(3.55 - 6.82),6.70,(5.21 - 8.58)
Western,5.03,(3.49 - 7.20),17.58,(13.41 - 22.70),5.52,(4.04 - 7.50),7.08,(5.48 - 9.10)
York,5.10,(3.61 - 7.16),18.71,(14.57 - 23.69),5.35,(3.85 - 7.39),6.87,(5.28 - 8.90)
Maryland,4.60,(3.66 - 5.77),16.94,(14.77 - 19.35),6.00,(4.94 - 7.26),7.55,(6.50 - 8.76)
Anne Arundel,5.10,(3.55 - 7.26),18.98,(14.40 - 24.60),6.18,(4.50 - 8.42),7.90,(6.08 - 10.20)
Baltimore City,3.11,(2.05 - 4.70),15.53,(11.80 - 20.17),6.85,(4.97 - 9.38),8.32,(6.39 - 10.77)
Baltimore County,4.68,(3.15 - 6.89),18.60,(14.67 - 23.29),6.08,(4.45 - 8.26),7.81,(6.11 - 9.93)
Montgomery,4.99,(3.44 - 7.20),16.75,(12.50 - 22.07),5.08,(3.66 - 7.02),6.47,(4.93 - 8.44)
North Central,5.62,(3.89 - 8.07),*,(* - *),5.69,(4.12 - 7.82),7.70,(5.92 - 9.96)
Northeast,5.95,(4.12 - 8.52),19.10,(14.30 - 25.03),6.33,(4.58 - 8.70),8.04,(6.12 - 10.48)
Prince George's,3.06,(2.08 - 4.48),13.61,(10.16 - 18.00),6.31,(4.58 - 8.64),7.52,(5.73 - 9.82)
South,4.79,(3.32 - 6.87),15.74,(11.69 - 20.87),5.95,(4.36 - 8.08),7.43,(5.70 - 9.63)
West,5.57,(3.87 - 7.96),17.20,(12.89 - 22.57),5.81,(4.24 - 7.91),7.39,(5.69 - 9.56)
Massachusetts,5.57,(4.48 - 6.91),19.83,(17.40 - 22.51),6.49,(5.39 - 7.80),8.45,(7.38 - 9.67)
Boston,4.20,(2.89 - 6.09),19.53,(15.13 - 24.83),7.84,(5.71 - 10.67),10.09,(7.85 - 12.89)
Central,5.98,(4.19 - 8.47),20.11,(15.26 - 26.02),6.42,(4.65 - 8.79),8.40,(6.45 - 10.87)
Metrowest,5.44,(3.91 - 7.53),21.07,(16.76 - 26.16),6.29,(4.76 - 8.26),8.28,(6.68 - 10.23)
Northeast,6.21,(4.42 - 8.66),19.59,(15.47 - 24.48),6.02,(4.46 - 8.08),7.81,(6.19 - 9.81)
Southeast,5.65,(4.03 - 7.85),20.19,(15.63 - 25.67),6.60,(4.87 - 8.87),8.37,(6.56 - 10.61)
Western,5.30,(3.70 - 7.53),18.08,(14.04 - 22.97),6.32,(4.61 - 8.60),8.38,(6.56 - 10.65)
Michigan,5.12,(4.52 - 5.80),17.31,(16.11 - 18.58),6.03,(5.35 - 6.79),7.67,(7.04 - 8.35)
Detroit City,2.60,(1.87 - 3.61),12.48,(9.93 - 15.59),7.41,(5.63 - 9.69),8.18,(6.50 - 10.24)
Genesee,4.83,(3.56 - 6.51),16.02,(12.74 - 19.96),6.24,(4.77 - 8.12),7.60,(6.10 - 9.42)
Kalamazoo,5.24,(3.92 - 6.97),17.89,(14.25 - 22.22),5.93,(4.58 - 7.64),7.84,(6.38 - 9.59)
Kent,4.85,(3.54 - 6.62),20.37,(16.49 - 24.90),6.15,(4.65 - 8.09),8.30,(6.72 - 10.21)
Lakeshore,5.33,(3.97 - 7.13),19.36,(15.83 - 23.47),6.13,(4.73 - 7.92),8.19,(6.72 - 9.94)
Macomb,4.95,(3.72 - 6.57),14.80,(11.92 - 18.23),5.40,(4.17 - 6.97),6.56,(5.32 - 8.08)
