State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 10,12.05,(9.21 - 15.61),27.86,(22.58 - 33.83),8.84,(6.44 - 12.02),12.12,(9.57 - 15.23)
Region 11 (Los Angeles),9.06,(7.90 - 10.37),18.47,(16.53 - 20.58),6.37,(5.38 - 7.53),8.27,(7.30 - 9.36)
LA SPA 1 and 5,10.06,(7.49 - 13.39),22.02,(16.88 - 28.19),7.73,(5.49 - 10.77),9.87,(7.47 - 12.92)
LA SPA 2,9.98,(7.71 - 12.84),19.54,(15.66 - 24.10),6.88,(5.11 - 9.21),8.71,(6.86 - 11.00)
LA SPA 3,7.07,(5.29 - 9.38),14.56,(11.42 - 18.38),4.08,(2.83 - 5.83),5.71,(4.35 - 7.47)
LA SPA 4,9.02,(6.73 - 12.00),20.57,(16.02 - 26.02),7.92,(5.75 - 10.82),9.68,(7.41 - 12.57)
LA SPA 6,8.39,(6.15 - 11.33),16.86,(12.73 - 21.99),5.59,(3.82 - 8.10),7.93,(5.89 - 10.59)
LA SPA 7,8.87,(6.68 - 11.70),16.50,(12.80 - 21.03),4.87,(3.46 - 6.81),6.87,(5.28 - 8.89)
LA SPA 8,10.36,(7.99 - 13.32),21.05,(16.67 - 26.23),7.80,(5.73 - 10.53),9.79,(7.62 - 12.49)
Region 12R,11.37,(8.43 - 15.17),*,(* - *),7.25,(5.10 - 10.19),9.72,(7.30 - 12.83)
Regions 13 and 19R,10.49,(8.31 - 13.16),21.41,(17.52 - 25.90),6.44,(4.77 - 8.63),9.01,(7.20 - 11.22)
Region 13 (Riverside),10.67,(8.33 - 13.56),21.76,(17.58 - 26.62),6.58,(4.82 - 8.94),9.17,(7.24 - 11.55)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),6.95,(4.96 - 9.66)
Region 14 (Orange),9.45,(7.48 - 11.86),19.55,(15.87 - 23.83),5.82,(4.35 - 7.75),7.84,(6.28 - 9.74)
Region 15R (Fresno),9.62,(7.11 - 12.90),18.86,(14.37 - 24.36),6.55,(4.59 - 9.27),8.87,(6.68 - 11.68)
Region 16R (San Diego),10.33,(8.24 - 12.86),21.96,(18.34 - 26.06),7.78,(6.00 - 10.03),10.26,(8.44 - 12.41)
Region 17R,10.34,(7.99 - 13.29),21.09,(16.97 - 25.88),6.38,(4.68 - 8.64),9.13,(7.27 - 11.40)
Region 18R (San Bernardino),8.90,(6.87 - 11.46),15.76,(12.30 - 19.98),4.96,(3.58 - 6.85),6.95,(5.42 - 8.89)
Region 20R,9.66,(7.28 - 12.73),17.49,(13.38 - 22.52),5.67,(3.95 - 8.07),7.75,(5.85 - 10.20)
Region 21R,11.96,(9.03 - 15.68),27.75,(22.33 - 33.93),8.89,(6.54 - 11.98),12.36,(9.79 - 15.50)
Colorado,11.53,(9.86 - 13.44),25.08,(22.21 - 28.18),8.26,(6.83 - 9.96),10.69,(9.30 - 12.26)
Region 1,11.83,(9.04 - 15.34),23.78,(18.80 - 29.60),6.81,(4.84 - 9.52),9.88,(7.65 - 12.66)
Regions 2 and 7,12.14,(9.86 - 14.86),27.50,(23.65 - 31.72),9.39,(7.44 - 11.79),11.84,(9.94 - 14.06)
Region 3,9.88,(7.44 - 13.01),20.63,(16.01 - 26.17),6.18,(4.33 - 8.74),8.34,(6.33 - 10.90)
Region 4,9.73,(6.94 - 13.47),*,(* - *),6.06,(4.07 - 8.94),8.11,(5.84 - 11.16)
Regions 5 and 6,11.32,(8.45 - 15.01),*,(* - *),7.99,(5.50 - 11.46),10.27,(7.60 - 13.74)
Connecticut,9.87,(8.43 - 11.52),23.11,(20.30 - 26.19),5.91,(4.79 - 7.28),8.24,(7.09 - 9.54)
Eastern,10.77,(8.03 - 14.32),*,(* - *),7.22,(5.01 - 10.30),10.32,(7.85 - 13.44)
North Central,9.94,(7.67 - 12.78),25.76,(21.00 - 31.18),6.40,(4.68 - 8.70),8.96,(7.10 - 11.24)
Northwestern,10.09,(7.65 - 13.19),21.85,(17.25 - 27.28),5.54,(3.92 - 7.78),7.59,(5.82 - 9.85)
South Central,9.37,(7.17 - 12.17),21.31,(17.08 - 26.27),5.53,(3.98 - 7.65),7.72,(6.03 - 9.83)
Southwest,9.60,(7.27 - 12.57),20.54,(15.83 - 26.21),5.17,(3.61 - 7.34),7.02,(5.30 - 9.26)
Delaware,9.66,(8.11 - 11.47),23.53,(20.59 - 26.74),6.14,(4.87 - 7.72),8.63,(7.37 - 10.09)
Kent,8.36,(6.18 - 11.21),19.05,(14.71 - 24.31),5.27,(3.62 - 7.62),7.43,(5.61 - 9.77)
New Castle (excluding Wilmington City),9.89,(7.86 - 12.38),24.91,(21.17 - 29.06),6.09,(4.55 - 8.12),8.96,(7.37 - 10.85)
Sussex,9.38,(7.01 - 12.44),22.92,(18.04 - 28.66),5.50,(3.81 - 7.87),7.46,(5.65 - 9.81)
Wilmington City,11.49,(8.25 - 15.77),*,(* - *),9.71,(6.67 - 13.92),11.94,(8.77 - 16.06)
District of Columbia,10.80,(9.15 - 12.70),24.79,(21.80 - 28.05),8.95,(7.39 - 10.81),11.78,(10.30 - 13.45)
Ward 1,11.48,(8.31 - 15.67),*,(* - *),11.84,(8.51 - 16.23),14.38,(11.05 - 18.50)
Ward 2,*,(* - *),25.94,(21.12 - 31.42),9.65,(6.88 - 13.37),13.92,(11.09 - 17.32)
Ward 3,11.95,(8.80 - 16.04),23.94,(18.98 - 29.72),8.02,(5.71 - 11.14),10.73,(8.31 - 13.75)
Ward 4,9.69,(7.12 - 13.06),*,(* - *),6.52,(4.55 - 9.26),8.44,(6.29 - 11.23)
Ward 5,11.93,(8.88 - 15.84),*,(* - *),10.29,(7.27 - 14.36),13.44,(10.29 - 17.37)
Ward 6,*,(* - *),*,(* - *),8.08,(5.54 - 11.65),10.13,(7.45 - 13.64)
Ward 7,10.57,(7.95 - 13.91),*,(* - *),7.89,(5.55 - 11.11),10.09,(7.59 - 13.28)
Ward 8,11.02,(8.50 - 14.18),*,(* - *),9.80,(7.04 - 13.49),12.97,(10.07 - 16.53)
Florida,9.19,(8.32 - 10.13),19.67,(18.23 - 21.20),5.66,(4.97 - 6.43),7.46,(6.82 - 8.16)
Region A - Northwest,9.44,(7.85 - 11.31),22.12,(18.96 - 25.63),6.53,(5.18 - 8.19),9.14,(7.70 - 10.81)
Circuit 1,9.14,(6.90 - 12.02),20.39,(15.87 - 25.81),6.34,(4.54 - 8.80),8.42,(6.45 - 10.92)
Circuit 2,10.55,(7.86 - 14.03),25.48,(20.46 - 31.25),7.59,(5.33 - 10.72),11.65,(9.09 - 14.82)
Circuit 14,8.78,(6.49 - 11.77),19.11,(14.45 - 24.84),5.71,(3.98 - 8.13),7.52,(5.60 - 10.04)
Region B - Northeast,9.92,(8.38 - 11.71),21.73,(19.07 - 24.66),6.29,(5.09 - 7.74),8.65,(7.43 - 10.05)
Circuits 3 and 8,9.85,(7.43 - 12.96),22.21,(17.92 - 27.20),6.37,(4.55 - 8.85),9.70,(7.66 - 12.21)
Circuit 4,9.71,(7.56 - 12.40),21.31,(17.25 - 26.04),6.94,(5.16 - 9.27),8.99,(7.12 - 11.29)
Circuit 7,10.28,(7.86 - 13.34),21.81,(17.19 - 27.25),5.45,(3.93 - 7.51),7.55,(5.86 - 9.67)
Region C - Central,8.92,(7.74 - 10.25),19.22,(17.06 - 21.58),5.40,(4.51 - 6.45),7.16,(6.25 - 8.18)
Circuit 5,9.39,(7.16 - 12.23),21.34,(16.87 - 26.62),4.57,(3.28 - 6.34),6.40,(4.94 - 8.26)
Circuit 9,7.36,(5.61 - 9.60),16.98,(13.85 - 20.64),5.82,(4.32 - 7.81),7.45,(5.91 - 9.35)
Circuit 10,8.52,(6.34 - 11.36),17.01,(12.81 - 22.23),4.93,(3.51 - 6.89),6.52,(4.90 - 8.62)
Circuit 18,9.71,(7.48 - 12.51),21.39,(17.34 - 26.08),5.89,(4.36 - 7.91),7.82,(6.19 - 9.85)
Circuit 19,11.23,(8.48 - 14.72),20.96,(16.30 - 26.54),5.76,(4.10 - 8.02),7.51,(5.69 - 9.84)
Region D - Southeast,8.89,(7.48 - 10.55),19.28,(16.63 - 22.24),6.10,(4.95 - 7.49),7.61,(6.45 - 8.96)
Circuit 15 (Palm Beach),11.15,(8.86 - 13.94),24.42,(20.05 - 29.40),7.22,(5.43 - 9.53),9.11,(7.24 - 11.40)
Circuit 17 (Broward),7.42,(5.77 - 9.48),15.69,(12.77 - 19.13),5.25,(3.99 - 6.89),6.48,(5.20 - 8.06)
Region E - Sun Coast,9.98,(8.60 - 11.55),20.86,(18.50 - 23.44),5.95,(4.97 - 7.10),7.63,(6.65 - 8.74)
Circuit 6,9.89,(7.77 - 12.52),21.06,(17.15 - 25.59),5.79,(4.35 - 7.67),7.39,(5.88 - 9.25)
Circuit 12,10.61,(8.01 - 13.92),21.58,(16.75 - 27.36),5.58,(3.95 - 7.84),7.18,(5.40 - 9.49)
Circuit 13 (Hillsborough),8.88,(6.92 - 11.33),18.26,(14.79 - 22.33),5.97,(4.47 - 7.92),7.69,(6.12 - 9.62)
Circuit 20,11.13,(8.62 - 14.25),23.61,(18.97 - 28.99),6.36,(4.69 - 8.58),8.16,(6.37 - 10.39)
Region F - Southern (Circuits 11 and 16),7.89,(6.24 - 9.93),15.02,(12.35 - 18.16),4.01,(2.99 - 5.36),5.47,(4.41 - 6.77)
Georgia,8.15,(6.87 - 9.65),17.93,(15.54 - 20.61),5.70,(4.61 - 7.03),7.49,(6.41 - 8.74)
Region 1,8.60,(6.52 - 11.26),18.31,(14.35 - 23.08),5.57,(4.05 - 7.62),7.25,(5.63 - 9.30)
Region 2,7.49,(5.50 - 10.13),17.58,(13.22 - 23.00),4.94,(3.32 - 7.29),7.11,(5.25 - 9.55)
Region 3,8.12,(6.21 - 10.55),17.89,(14.39 - 22.04),6.68,(4.90 - 9.03),8.18,(6.41 - 10.40)
Region 4,8.45,(5.99 - 11.81),*,(* - *),5.15,(3.41 - 7.70),7.15,(5.12 - 9.91)
Region 5,8.07,(5.86 - 11.02),18.63,(14.25 - 23.98),5.41,(3.69 - 7.85),7.65,(5.71 - 10.18)
Region 6,7.93,(5.80 - 10.76),17.20,(12.72 - 22.85),4.93,(3.33 - 7.22),6.79,(4.96 - 9.23)
Hawaii,10.24,(8.47 - 12.33),18.75,(15.97 - 21.89),6.93,(5.44 - 8.79),8.53,(7.08 - 10.26)
Hawaii Island,12.15,(9.03 - 16.16),*,(* - *),9.29,(6.58 - 12.98),11.19,(8.41 - 14.73)
Honolulu,9.75,(7.73 - 12.23),17.39,(14.34 - 20.93),5.95,(4.43 - 7.94),7.53,(6.02 - 9.38)
Kauai and Maui,10.59,(8.13 - 13.69),21.83,(17.19 - 27.30),9.34,(6.66 - 12.95),10.83,(8.14 - 14.28)
Kauai,*,(* - *),*,(* - *),*,(* - *),10.11,(6.89 - 14.61)
Maui,10.75,(7.84 - 14.57),*,(* - *),9.63,(6.57 - 13.92),11.15,(8.05 - 15.24)
Idaho,9.26,(7.82 - 10.92),16.77,(14.44 - 19.40),5.57,(4.50 - 6.89),7.29,(6.21 - 8.55)
Region 1,11.70,(8.77 - 15.45),*,(* - *),6.37,(4.41 - 9.11),8.19,(6.07 - 10.96)
Region 2,8.71,(6.31 - 11.89),*,(* - *),5.58,(3.74 - 8.25),7.97,(5.79 - 10.86)
Region 3,7.72,(5.68 - 10.41),14.09,(10.30 - 18.98),4.66,(3.14 - 6.88),6.04,(4.36 - 8.31)
Region 4,11.63,(9.01 - 14.88),22.06,(17.98 - 26.76),7.36,(5.53 - 9.74),9.42,(7.56 - 11.69)
Region 5,8.15,(5.84 - 11.26),14.29,(10.33 - 19.46),4.59,(3.06 - 6.84),5.95,(4.22 - 8.32)
Region 6,8.13,(5.84 - 11.22),14.37,(10.38 - 19.57),4.46,(2.95 - 6.69),6.15,(4.41 - 8.52)
Region 7,6.40,(4.63 - 8.78),10.48,(7.64 - 14.20),3.31,(2.20 - 4.95),4.76,(3.48 - 6.48)
Illinois,8.95,(8.08 - 9.90),17.91,(16.56 - 19.36),5.18,(4.49 - 5.98),7.12,(6.47 - 7.83)
Region I (Cook),9.57,(8.21 - 11.11),17.75,(15.82 - 19.86),6.22,(5.11 - 7.55),7.87,(6.82 - 9.06)
Region II,8.78,(7.45 - 10.32),18.26,(15.91 - 20.87),4.31,(3.43 - 5.42),6.40,(5.48 - 7.46)
Region III,9.04,(7.21 - 11.27),18.23,(15.34 - 21.54),4.67,(3.59 - 6.07),7.20,(6.03 - 8.56)
Region IV,7.40,(5.66 - 9.62),15.61,(12.44 - 19.41),4.11,(2.98 - 5.65),5.87,(4.61 - 7.46)
Region V,7.76,(6.07 - 9.88),18.69,(15.57 - 22.27),4.98,(3.75 - 6.58),7.15,(5.85 - 8.71)
Indiana,10.64,(9.15 - 12.34),20.59,(18.17 - 23.23),6.51,(5.32 - 7.95),8.58,(7.40 - 9.92)
Central,11.36,(8.81 - 14.51),19.51,(15.80 - 23.84),7.46,(5.49 - 10.07),9.05,(7.07 - 11.51)
East,9.90,(7.20 - 13.48),19.13,(14.38 - 24.99),5.70,(3.79 - 8.50),7.75,(5.63 - 10.60)
North Central,9.51,(7.13 - 12.57),19.70,(15.29 - 25.00),6.03,(4.22 - 8.55),7.95,(6.00 - 10.48)
Northeast,9.83,(7.25 - 13.19),20.58,(15.85 - 26.28),6.16,(4.32 - 8.71),8.19,(6.18 - 10.79)
Northwest,10.76,(8.13 - 14.12),20.78,(16.03 - 26.48),6.09,(4.27 - 8.62),8.18,(6.18 - 10.76)
Southeast,12.71,(9.59 - 16.66),25.24,(19.99 - 31.32),7.53,(5.37 - 10.47),9.74,(7.44 - 12.65)
Southwest,8.19,(5.87 - 11.32),*,(* - *),4.67,(3.13 - 6.92),6.40,(4.63 - 8.79)
West,11.44,(8.61 - 15.04),22.77,(17.75 - 28.70),6.70,(4.69 - 9.48),10.16,(7.84 - 13.08)
Iowa,7.86,(6.64 - 9.29),12.41,(10.43 - 14.72),3.33,(2.61 - 4.24),4.71,(3.94 - 5.63)
Central,9.72,(7.27 - 12.89),14.41,(10.75 - 19.06),4.22,(2.90 - 6.11),5.58,(4.13 - 7.50)
North Central,7.42,(5.34 - 10.21),10.43,(7.63 - 14.08),2.64,(1.76 - 3.96),4.09,(3.00 - 5.54)
Northeast,7.61,(5.77 - 9.98),12.02,(9.05 - 15.80),3.18,(2.22 - 4.55),4.55,(3.43 - 6.01)
Northwest,7.03,(5.09 - 9.64),10.62,(7.76 - 14.37),2.76,(1.82 - 4.16),3.87,(2.79 - 5.35)
Southeast,7.36,(5.47 - 9.84),14.17,(10.61 - 18.67),3.68,(2.51 - 5.37),5.36,(3.99 - 7.17)
Southwest,8.08,(5.80 - 11.15),11.81,(8.37 - 16.41),3.06,(2.01 - 4.66),4.28,(3.02 - 6.04)
Kansas,9.02,(7.63 - 10.64),15.71,(13.30 - 18.45),4.87,(3.86 - 6.12),6.59,(5.55 - 7.80)
Kansas City Metro,10.04,(7.92 - 12.65),18.09,(14.37 - 22.52),5.74,(4.20 - 7.79),7.71,(6.08 - 9.72)
Northeast,8.17,(6.03 - 10.99),13.65,(10.10 - 18.18),4.09,(2.78 - 5.97),5.77,(4.26 - 7.76)
South Central,7.82,(5.65 - 10.75),12.80,(9.05 - 17.79),3.52,(2.31 - 5.35),4.97,(3.51 - 6.99)
Southeast,8.08,(5.77 - 11.19),*,(* - *),4.82,(3.12 - 7.36),6.38,(4.44 - 9.09)
West,8.91,(6.44 - 12.22),15.91,(11.55 - 21.51),4.23,(2.77 - 6.41),5.99,(4.26 - 8.35)
Wichita (Sedgwick),9.29,(6.85 - 12.49),16.15,(12.12 - 21.19),5.51,(3.81 - 7.90),7.04,(5.22 - 9.43)
Kentucky,9.28,(7.93 - 10.84),19.89,(17.38 - 22.67),5.89,(4.76 - 7.26),7.79,(6.67 - 9.08)
"Adanta, Cumberland River, and Lifeskills",8.09,(5.99 - 10.86),15.92,(11.80 - 21.13),4.62,(3.11 - 6.81),6.15,(4.48 - 8.39)
"Bluegrass, Comprehend, and North Key",9.20,(7.10 - 11.83),21.71,(17.77 - 26.24),6.54,(4.82 - 8.81),8.75,(6.96 - 10.94)
Communicare and River Valley,9.74,(7.28 - 12.92),19.80,(14.90 - 25.80),5.93,(4.09 - 8.53),7.79,(5.77 - 10.44)
Four Rivers and Pennyroyal,8.80,(6.41 - 11.97),18.23,(13.55 - 24.08),5.15,(3.44 - 7.63),7.00,(5.06 - 9.61)
"Kentucky River, Mountain, and Pathways",7.66,(5.63 - 10.33),15.34,(11.63 - 19.96),4.01,(2.69 - 5.92),5.52,(4.07 - 7.44)
Seven Counties,11.06,(8.42 - 14.39),24.01,(19.29 - 29.47),7.33,(5.32 - 10.02),9.41,(7.33 - 12.01)
Louisiana,8.82,(7.47 - 10.39),17.36,(15.06 - 19.91),5.05,(4.00 - 6.37),7.05,(5.97 - 8.30)
Regions 1 and 3,7.84,(5.74 - 10.62),16.87,(12.76 - 21.97),5.49,(3.78 - 7.90),7.24,(5.39 - 9.67)
Regions 2 and 9,10.25,(7.93 - 13.17),19.11,(15.42 - 23.44),5.27,(3.82 - 7.21),7.70,(6.13 - 9.64)
"Regions 4, 5, and 6",7.92,(5.98 - 10.41),15.13,(11.85 - 19.12),4.25,(2.92 - 6.14),5.97,(4.54 - 7.81)
Regions 7 and 8,8.89,(6.75 - 11.64),17.69,(13.93 - 22.22),4.96,(3.46 - 7.07),7.13,(5.47 - 9.25)
Region 10 (Jefferson),8.89,(6.40 - 12.22),18.16,(13.47 - 24.02),6.00,(3.98 - 8.93),7.61,(5.43 - 10.59)
Maine,11.92,(10.32 - 13.73),26.45,(23.79 - 29.28),7.00,(5.76 - 8.48),9.41,(8.18 - 10.80)
Aroostook/Downeast,10.55,(7.88 - 13.99),22.81,(17.66 - 28.92),6.25,(4.37 - 8.86),8.22,(6.18 - 10.86)
Central,11.12,(8.28 - 14.77),25.51,(20.07 - 31.84),7.20,(5.07 - 10.11),9.46,(7.16 - 12.38)
Cumberland,12.85,(9.97 - 16.42),27.81,(23.13 - 33.02),7.22,(5.25 - 9.86),9.74,(7.68 - 12.29)
Midcoast,12.06,(9.13 - 15.78),24.84,(19.51 - 31.07),6.24,(4.40 - 8.77),8.25,(6.24 - 10.83)
Penquis,11.25,(8.59 - 14.60),27.73,(22.67 - 33.44),6.99,(4.99 - 9.72),10.12,(7.92 - 12.85)
Western,11.42,(8.52 - 15.14),25.50,(19.98 - 31.94),6.79,(4.83 - 9.47),9.22,(7.04 - 11.97)
York,13.21,(10.08 - 17.13),29.16,(23.72 - 35.28),7.92,(5.64 - 11.02),10.35,(7.97 - 13.34)
Maryland,8.59,(7.24 - 10.16),18.58,(16.11 - 21.34),4.64,(3.71 - 5.78),6.62,(5.65 - 7.75)
Anne Arundel,8.41,(6.11 - 11.47),*,(* - *),4.32,(2.91 - 6.38),6.28,(4.61 - 8.50)
Baltimore City,9.94,(7.21 - 13.56),22.45,(17.33 - 28.55),6.89,(4.83 - 9.74),9.52,(7.23 - 12.45)
Baltimore County,9.61,(7.06 - 12.94),19.62,(15.21 - 24.93),5.13,(3.58 - 7.30),7.13,(5.40 - 9.36)
Montgomery,8.47,(6.23 - 11.43),18.64,(14.07 - 24.28),4.10,(2.73 - 6.11),5.83,(4.27 - 7.92)
North Central,8.31,(5.99 - 11.43),*,(* - *),3.97,(2.61 - 5.99),5.83,(4.19 - 8.05)
Northeast,9.61,(6.99 - 13.06),*,(* - *),4.84,(3.19 - 7.29),7.14,(5.15 - 9.81)
Prince George's,7.33,(5.28 - 10.09),14.62,(10.69 - 19.66),4.24,(2.85 - 6.27),5.95,(4.35 - 8.10)
South,7.73,(5.58 - 10.62),15.74,(11.53 - 21.13),3.91,(2.59 - 5.85),5.69,(4.13 - 7.80)
West,8.13,(5.87 - 11.15),*,(* - *),4.15,(2.76 - 6.20),6.17,(4.46 - 8.47)
Massachusetts,11.24,(9.57 - 13.16),25.99,(23.08 - 29.13),7.20,(5.85 - 8.83),9.96,(8.61 - 11.50)
Boston,10.34,(7.54 - 14.02),25.24,(19.87 - 31.49),9.57,(6.74 - 13.43),12.58,(9.62 - 16.29)
Central,11.78,(8.78 - 15.62),*,(* - *),6.97,(4.87 - 9.89),10.07,(7.66 - 13.12)
Metrowest,10.22,(7.89 - 13.14),23.37,(18.94 - 28.48),5.83,(4.21 - 8.02),8.20,(6.46 - 10.36)
Northeast,11.27,(8.52 - 14.77),24.11,(19.25 - 29.74),6.56,(4.63 - 9.23),8.88,(6.81 - 11.50)
Southeast,12.05,(9.08 - 15.83),27.54,(21.89 - 34.01),7.82,(5.57 - 10.88),10.39,(7.98 - 13.43)
Western,11.72,(8.94 - 15.22),28.82,(23.21 - 35.17),7.84,(5.53 - 11.00),11.51,(8.95 - 14.68)
Michigan,10.57,(9.67 - 11.54),22.25,(20.82 - 23.75),6.58,(5.87 - 7.37),8.86,(8.19 - 9.58)
Detroit City,11.38,(9.09 - 14.15),23.80,(19.99 - 28.09),11.42,(8.87 - 14.59),13.29,(10.85 - 16.18)
Genesee,11.43,(8.98 - 14.45),23.84,(19.37 - 28.98),7.89,(5.91 - 10.47),10.10,(8.03 - 12.64)
Kalamazoo,9.86,(7.67 - 12.59),22.13,(18.11 - 26.76),6.40,(4.84 - 8.41),8.91,(7.21 - 10.95)
Kent,9.35,(7.21 - 12.03),20.07,(16.23 - 24.55),5.45,(4.03 - 7.32),7.66,(6.10 - 9.58)
Lakeshore,11.22,(8.83 - 14.17),21.23,(17.27 - 25.82),5.85,(4.41 - 7.73),8.24,(6.65 - 10.18)
Macomb,9.40,(7.45 - 11.79),21.99,(18.35 - 26.12),6.21,(4.67 - 8.22),8.17,(6.57 - 10.13)
Mid South,11.21,(9.18 - 13.64),23.78,(20.46 - 27.46),6.64,(5.17 - 8.48),9.67,(8.15 - 11.45)
Northern,10.42,(8.25 - 13.07),19.98,(16.37 - 24.17),5.58,(4.16 - 7.43),7.77,(6.26 - 9.60)
Oakland,10.67,(8.66 - 13.08),23.79,(20.41 - 27.55),6.49,(5.07 - 8.26),8.53,(7.09 - 10.22)
Pathways and Western,10.04,(7.56 - 13.22),23.46,(18.86 - 28.79),6.57,(4.63 - 9.25),9.28,(7.17 - 11.94)
