State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Arkansas,5.45,(4.50 - 6.59),10.09,(8.46 - 11.98),3.34,(2.53 - 4.40),4.30,(3.48 - 5.30)
Catchment Area 1,5.52,(4.00 - 7.58),11.24,(8.15 - 15.30),3.32,(2.15 - 5.10),4.54,(3.25 - 6.29)
Catchment Area 2,5.85,(4.19 - 8.11),11.76,(8.40 - 16.22),3.68,(2.36 - 5.70),4.74,(3.32 - 6.71)
Catchment Area 3,5.83,(4.27 - 7.90),10.13,(7.49 - 13.58),3.85,(2.53 - 5.82),4.78,(3.43 - 6.63)
Catchment Area 4,5.78,(4.11 - 8.07),11.89,(8.54 - 16.31),3.31,(2.07 - 5.23),4.38,(3.05 - 6.27)
Catchment Area 5,5.53,(4.02 - 7.54),10.07,(7.56 - 13.29),3.25,(2.12 - 4.94),4.34,(3.17 - 5.93)
Catchment Area 6,4.88,(3.47 - 6.81),7.72,(5.37 - 11.00),3.26,(2.01 - 5.23),3.92,(2.64 - 5.79)
Catchment Area 7,5.12,(3.66 - 7.12),8.26,(5.71 - 11.81),3.00,(1.86 - 4.81),3.71,(2.51 - 5.45)
Catchment Area 8,5.06,(3.71 - 6.87),9.00,(6.54 - 12.26),3.05,(1.97 - 4.69),3.82,(2.70 - 5.37)
California,4.84,(4.22 - 5.54),8.37,(7.52 - 9.31),3.16,(2.65 - 3.77),3.99,(3.51 - 4.54)
Region 1R,5.21,(3.79 - 7.12),11.24,(8.32 - 15.02),3.07,(2.03 - 4.61),4.51,(3.33 - 6.08)
Region 2R,5.07,(3.73 - 6.85),9.40,(6.91 - 12.66),3.16,(2.13 - 4.65),4.23,(3.11 - 5.73)
Region 3R (Sacramento),5.10,(3.76 - 6.89),9.27,(6.92 - 12.31),3.57,(2.43 - 5.21),4.46,(3.28 - 6.03)
Region 4R,5.01,(3.69 - 6.77),9.82,(7.15 - 13.34),3.12,(2.06 - 4.70),4.07,(2.93 - 5.63)
Region 5R (San Francisco),*,(* - *),8.36,(5.92 - 11.67),3.40,(2.25 - 5.10),3.86,(2.69 - 5.51)
Region 6 (Santa Clara),4.29,(3.15 - 5.82),7.85,(5.73 - 10.65),2.86,(1.93 - 4.22),3.51,(2.55 - 4.82)
Region 7R (Contra Costa),4.71,(3.43 - 6.44),8.57,(6.16 - 11.79),3.00,(1.98 - 4.53),3.77,(2.68 - 5.28)
Region 8R (Alameda),5.17,(3.80 - 6.99),7.95,(5.78 - 10.83),3.40,(2.29 - 5.02),4.02,(2.90 - 5.55)
Region 9R (San Mateo),4.70,(3.37 - 6.50),8.12,(5.84 - 11.17),2.88,(1.86 - 4.45),3.49,(2.43 - 4.98)
Region 10,5.44,(3.98 - 7.40),10.70,(8.02 - 14.15),3.81,(2.54 - 5.69),5.00,(3.66 - 6.79)
Region 11 (Los Angeles),4.63,(3.92 - 5.47),7.55,(6.49 - 8.76),3.10,(2.47 - 3.87),3.79,(3.20 - 4.49)
LA SPA 1 and 5,4.61,(3.35 - 6.30),8.47,(5.96 - 11.90),3.06,(1.99 - 4.69),3.87,(2.74 - 5.46)
LA SPA 2,4.99,(3.74 - 6.64),8.17,(6.10 - 10.86),3.29,(2.23 - 4.84),4.00,(2.92 - 5.46)
LA SPA 3,3.98,(2.88 - 5.49),6.18,(4.52 - 8.39),2.29,(1.46 - 3.58),2.90,(2.04 - 4.10)
LA SPA 4,4.72,(3.44 - 6.45),7.40,(5.37 - 10.10),3.26,(2.17 - 4.88),3.84,(2.73 - 5.36)
LA SPA 6,4.37,(3.13 - 6.06),6.73,(4.74 - 9.47),3.08,(2.01 - 4.69),3.84,(2.73 - 5.37)
LA SPA 7,4.85,(3.52 - 6.65),7.75,(5.68 - 10.50),3.01,(2.03 - 4.46),3.83,(2.82 - 5.18)
LA SPA 8,4.87,(3.56 - 6.63),8.37,(6.19 - 11.23),3.72,(2.49 - 5.53),4.42,(3.19 - 6.10)
Region 12R,5.30,(3.87 - 7.21),8.40,(6.03 - 11.58),3.22,(2.13 - 4.85),4.07,(2.92 - 5.66)
Regions 13 and 19R,5.26,(4.03 - 6.86),8.88,(6.73 - 11.64),3.46,(2.38 - 5.01),4.40,(3.29 - 5.85)
Region 13 (Riverside),5.33,(4.01 - 7.04),9.01,(6.70 - 12.01),3.49,(2.36 - 5.15),4.44,(3.27 - 5.99)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Region 14 (Orange),4.38,(3.26 - 5.86),7.91,(5.98 - 10.41),2.73,(1.85 - 4.01),3.49,(2.59 - 4.68)
Region 15R (Fresno),4.72,(3.42 - 6.48),7.99,(5.75 - 11.01),3.19,(2.10 - 4.81),4.09,(2.95 - 5.66)
Region 16R (San Diego),4.99,(3.77 - 6.58),8.91,(6.84 - 11.53),3.62,(2.53 - 5.16),4.55,(3.45 - 5.98)
Region 17R,5.12,(3.83 - 6.81),8.17,(6.00 - 11.03),3.19,(2.16 - 4.70),4.13,(3.04 - 5.58)
Region 18R (San Bernardino),4.71,(3.54 - 6.26),7.06,(5.27 - 9.40),2.78,(1.89 - 4.08),3.57,(2.66 - 4.80)
Region 20R,4.99,(3.64 - 6.81),8.24,(6.02 - 11.18),3.02,(2.02 - 4.50),3.94,(2.87 - 5.38)
Region 21R,5.24,(3.83 - 7.14),9.35,(6.91 - 12.54),3.10,(2.08 - 4.59),4.25,(3.14 - 5.73)
Colorado,5.26,(4.25 - 6.49),9.99,(8.30 - 11.97),2.99,(2.20 - 4.05),4.00,(3.20 - 5.00)
Region 1,5.56,(4.04 - 7.61),9.31,(6.65 - 12.88),3.01,(1.88 - 4.79),4.15,(2.91 - 5.88)
Regions 2 and 7,5.35,(4.07 - 7.02),10.56,(8.29 - 13.35),3.05,(2.12 - 4.38),4.06,(3.10 - 5.31)
Region 3,4.90,(3.53 - 6.77),9.32,(6.67 - 12.87),2.71,(1.71 - 4.27),3.70,(2.59 - 5.25)
Region 4,4.84,(3.39 - 6.86),8.38,(5.76 - 12.03),2.73,(1.66 - 4.46),3.56,(2.39 - 5.28)
Regions 5 and 6,5.10,(3.63 - 7.14),10.07,(7.14 - 14.02),3.17,(1.99 - 5.03),4.14,(2.86 - 5.96)
Connecticut,4.17,(3.35 - 5.18),7.72,(6.24 - 9.51),2.49,(1.82 - 3.41),3.20,(2.50 - 4.08)
Eastern,4.64,(3.31 - 6.46),8.44,(5.89 - 11.96),2.52,(1.57 - 4.03),3.54,(2.46 - 5.07)
North Central,4.15,(3.02 - 5.68),7.95,(5.77 - 10.87),2.53,(1.65 - 3.86),3.25,(2.32 - 4.52)
Northwestern,4.30,(3.08 - 5.98),7.80,(5.50 - 10.96),2.45,(1.54 - 3.87),3.12,(2.15 - 4.50)
South Central,3.90,(2.81 - 5.39),7.07,(5.15 - 9.63),2.33,(1.48 - 3.64),2.99,(2.11 - 4.21)
Southwest,4.10,(2.95 - 5.69),7.52,(5.27 - 10.63),2.65,(1.64 - 4.25),3.24,(2.19 - 4.77)
Delaware,4.47,(3.58 - 5.57),8.75,(7.12 - 10.71),3.10,(2.23 - 4.31),3.91,(3.04 - 5.03)
Kent,4.39,(3.13 - 6.12),8.40,(6.06 - 11.55),3.04,(1.92 - 4.79),3.88,(2.71 - 5.53)
New Castle (excluding Wilmington City),4.37,(3.29 - 5.79),9.01,(6.94 - 11.62),2.97,(1.98 - 4.44),3.89,(2.88 - 5.23)
Sussex,4.78,(3.47 - 6.55),8.82,(6.28 - 12.24),3.00,(1.88 - 4.76),3.65,(2.48 - 5.35)
Wilmington City,4.60,(3.17 - 6.63),7.71,(5.33 - 11.02),4.25,(2.58 - 6.94),4.74,(3.08 - 7.21)
District of Columbia,4.30,(3.46 - 5.34),7.18,(5.78 - 8.89),4.10,(3.08 - 5.44),4.65,(3.69 - 5.85)
Ward 1,4.10,(2.84 - 5.90),6.30,(4.29 - 9.14),4.78,(3.04 - 7.43),5.06,(3.43 - 7.42)
Ward 2,*,(* - *),9.07,(6.63 - 12.30),4.45,(2.90 - 6.77),5.66,(4.15 - 7.69)
Ward 3,4.38,(3.08 - 6.20),8.70,(6.21 - 12.06),3.55,(2.28 - 5.47),4.43,(3.12 - 6.24)
Ward 4,4.20,(2.93 - 5.98),6.21,(4.22 - 9.04),3.52,(2.16 - 5.69),3.87,(2.53 - 5.87)
Ward 5,4.41,(3.06 - 6.31),7.50,(5.11 - 10.86),4.58,(2.81 - 7.36),5.09,(3.39 - 7.57)
Ward 6,*,(* - *),6.50,(4.41 - 9.50),3.86,(2.46 - 6.00),4.20,(2.83 - 6.20)
Ward 7,4.42,(3.18 - 6.13),5.05,(3.38 - 7.50),4.07,(2.57 - 6.38),4.22,(2.81 - 6.29)
Ward 8,4.40,(3.19 - 6.04),5.50,(3.79 - 7.92),4.11,(2.62 - 6.40),4.40,(3.03 - 6.34)
Florida,4.86,(4.23 - 5.56),8.39,(7.52 - 9.35),2.77,(2.31 - 3.32),3.49,(3.05 - 4.00)
Region A - Northwest,5.00,(3.98 - 6.27),9.16,(7.50 - 11.13),2.93,(2.18 - 3.95),3.98,(3.18 - 4.97)
Circuit 1,5.04,(3.66 - 6.91),9.28,(6.82 - 12.51),2.82,(1.85 - 4.29),3.78,(2.71 - 5.23)
Circuit 2,4.69,(3.36 - 6.50),9.02,(6.70 - 12.04),*,(* - *),4.49,(3.28 - 6.13)
Circuit 14,5.28,(3.85 - 7.19),9.13,(6.65 - 12.42),2.94,(1.89 - 4.53),3.77,(2.66 - 5.33)
Region B - Northeast,5.42,(4.42 - 6.63),9.89,(8.26 - 11.80),3.05,(2.34 - 3.98),4.10,(3.36 - 4.99)
Circuits 3 and 8,5.43,(3.94 - 7.43),10.25,(7.69 - 13.55),3.24,(2.20 - 4.75),4.72,(3.55 - 6.25)
Circuit 4,5.60,(4.18 - 7.46),9.89,(7.46 - 12.99),3.45,(2.38 - 4.99),4.37,(3.26 - 5.83)
Circuit 7,5.13,(3.79 - 6.93),9.51,(6.96 - 12.85),2.46,(1.61 - 3.76),3.37,(2.42 - 4.67)
Region C - Central,5.00,(4.21 - 5.92),8.70,(7.45 - 10.12),2.83,(2.25 - 3.55),3.57,(3.00 - 4.26)
Circuit 5,5.39,(4.00 - 7.24),10.06,(7.53 - 13.32),2.69,(1.81 - 3.98),3.49,(2.55 - 4.76)
Circuit 9,4.35,(3.29 - 5.73),7.98,(6.11 - 10.34),3.08,(2.12 - 4.44),3.79,(2.83 - 5.06)
Circuit 10,5.35,(3.95 - 7.20),8.07,(5.84 - 11.04),2.68,(1.79 - 3.99),3.38,(2.44 - 4.67)
Circuit 18,4.82,(3.54 - 6.51),8.55,(6.37 - 11.38),2.58,(1.73 - 3.82),3.32,(2.43 - 4.53)
Circuit 19,5.90,(4.30 - 8.04),9.51,(6.92 - 12.93),3.16,(2.08 - 4.76),3.89,(2.77 - 5.44)
Region D - Southeast,4.54,(3.66 - 5.61),7.22,(5.88 - 8.84),2.60,(1.94 - 3.48),3.12,(2.46 - 3.95)
Circuit 15 (Palm Beach),5.03,(3.79 - 6.64),8.98,(6.76 - 11.83),2.75,(1.85 - 4.07),3.43,(2.50 - 4.68)
Circuit 17 (Broward),4.21,(3.17 - 5.58),5.99,(4.48 - 7.96),2.48,(1.70 - 3.62),2.90,(2.11 - 3.96)
Region E - Sun Coast,4.84,(4.02 - 5.81),8.85,(7.48 - 10.45),2.76,(2.17 - 3.50),3.44,(2.85 - 4.15)
Circuit 6,4.56,(3.39 - 6.10),8.69,(6.59 - 11.38),2.49,(1.70 - 3.63),3.14,(2.32 - 4.23)
Circuit 12,5.00,(3.64 - 6.83),8.90,(6.39 - 12.26),2.85,(1.88 - 4.30),3.45,(2.43 - 4.86)
Circuit 13 (Hillsborough),4.68,(3.48 - 6.27),7.82,(5.82 - 10.43),2.76,(1.88 - 4.03),3.47,(2.55 - 4.71)
Circuit 20,5.31,(3.96 - 7.09),10.40,(7.77 - 13.78),3.03,(2.04 - 4.47),3.79,(2.75 - 5.20)
Region F - Southern (Circuits 11 and 16),4.38,(3.34 - 5.73),6.13,(4.67 - 8.01),2.57,(1.78 - 3.69),3.04,(2.27 - 4.06)
Georgia,4.08,(3.28 - 5.06),7.38,(5.92 - 9.15),2.47,(1.79 - 3.40),3.19,(2.49 - 4.08)
Region 1,4.36,(3.16 - 5.98),7.97,(5.77 - 10.91),2.39,(1.53 - 3.72),3.13,(2.21 - 4.41)
Region 2,4.13,(2.94 - 5.77),8.03,(5.63 - 11.33),2.42,(1.51 - 3.86),3.38,(2.35 - 4.84)
Region 3,3.66,(2.66 - 5.02),6.35,(4.57 - 8.75),2.52,(1.64 - 3.85),3.03,(2.14 - 4.28)
Region 4,4.21,(2.94 - 5.99),7.37,(4.98 - 10.78),2.50,(1.51 - 4.11),3.27,(2.18 - 4.88)
Region 5,4.23,(3.01 - 5.91),7.53,(5.26 - 10.66),2.49,(1.52 - 4.05),3.35,(2.29 - 4.86)
Region 6,4.27,(3.06 - 5.93),7.60,(5.25 - 10.89),2.54,(1.56 - 4.10),3.31,(2.24 - 4.85)
Hawaii,4.55,(3.52 - 5.85),6.97,(5.47 - 8.84),2.92,(2.04 - 4.15),3.46,(2.61 - 4.59)
Hawaii Island,4.70,(3.30 - 6.65),7.97,(5.51 - 11.42),2.95,(1.81 - 4.79),3.66,(2.47 - 5.38)
Honolulu,4.53,(3.37 - 6.05),6.68,(5.02 - 8.84),2.91,(1.94 - 4.34),3.43,(2.49 - 4.71)
Kauai and Maui,4.47,(3.25 - 6.13),7.47,(5.39 - 10.28),2.91,(1.86 - 4.51),3.45,(2.38 - 4.97)
Kauai,*,(* - *),7.54,(4.96 - 11.31),*,(* - *),3.55,(2.24 - 5.58)
Maui,4.43,(3.07 - 6.34),7.44,(5.10 - 10.74),2.86,(1.72 - 4.73),3.41,(2.24 - 5.16)
Idaho,4.55,(3.67 - 5.63),7.04,(5.69 - 8.67),2.36,(1.73 - 3.22),3.08,(2.45 - 3.88)
Region 1,4.97,(3.56 - 6.88),7.73,(5.39 - 10.96),2.27,(1.41 - 3.66),2.96,(2.04 - 4.29)
Region 2,4.21,(2.93 - 6.02),6.95,(4.65 - 10.27),*,(* - *),3.04,(2.04 - 4.51)
Region 3,4.30,(3.07 - 6.00),6.35,(4.42 - 9.05),2.16,(1.36 - 3.41),2.77,(1.92 - 3.98)
Region 4,4.93,(3.55 - 6.81),8.26,(6.07 - 11.14),2.85,(1.87 - 4.33),3.61,(2.60 - 4.99)
Region 5,4.34,(3.07 - 6.09),6.28,(4.26 - 9.16),2.13,(1.31 - 3.45),2.71,(1.82 - 4.01)
Region 6,4.53,(3.20 - 6.37),6.88,(4.80 - 9.76),2.32,(1.43 - 3.72),3.10,(2.13 - 4.48)
Region 7,4.10,(2.94 - 5.69),5.88,(4.11 - 8.36),2.00,(1.24 - 3.21),2.79,(1.96 - 3.95)
Illinois,4.10,(3.57 - 4.71),6.74,(5.95 - 7.62),2.50,(2.02 - 3.09),3.14,(2.69 - 3.66)
Region I (Cook),3.92,(3.16 - 4.86),5.87,(4.80 - 7.16),2.88,(2.15 - 3.84),3.30,(2.63 - 4.15)
Region II,4.16,(3.36 - 5.13),7.00,(5.67 - 8.60),2.06,(1.49 - 2.85),2.80,(2.23 - 3.51)
Region III,4.49,(3.40 - 5.89),7.16,(5.52 - 9.24),2.33,(1.61 - 3.36),3.23,(2.48 - 4.19)
Region IV,4.11,(3.02 - 5.57),6.44,(4.67 - 8.81),2.20,(1.47 - 3.30),2.85,(2.07 - 3.92)
Region V,4.31,(3.24 - 5.71),8.87,(6.93 - 11.29),2.70,(1.83 - 3.96),3.67,(2.78 - 4.84)
Indiana,5.13,(4.22 - 6.22),9.26,(7.74 - 11.03),3.01,(2.26 - 4.00),3.92,(3.16 - 4.87)
Central,4.96,(3.66 - 6.69),8.22,(6.15 - 10.90),3.12,(2.09 - 4.64),3.79,(2.74 - 5.21)
East,5.00,(3.56 - 6.98),9.64,(6.87 - 13.37),*,(* - *),3.86,(2.65 - 5.58)
North Central,4.82,(3.48 - 6.64),9.13,(6.55 - 12.59),2.96,(1.90 - 4.57),3.82,(2.71 - 5.38)
Northeast,4.90,(3.47 - 6.88),9.15,(6.48 - 12.76),2.84,(1.78 - 4.49),3.73,(2.59 - 5.33)
Northwest,5.39,(3.93 - 7.36),9.22,(6.53 - 12.85),2.99,(1.88 - 4.74),3.88,(2.68 - 5.58)
Southeast,6.17,(4.45 - 8.49),11.30,(8.18 - 15.41),3.44,(2.18 - 5.38),4.42,(3.07 - 6.31)
Southwest,4.78,(3.38 - 6.70),8.87,(6.15 - 12.65),2.55,(1.58 - 4.10),3.46,(2.37 - 5.03)
West,5.27,(3.82 - 7.23),9.70,(7.05 - 13.20),3.06,(2.00 - 4.66),4.50,(3.30 - 6.10)
Iowa,3.56,(2.81 - 4.51),5.64,(4.42 - 7.16),1.52,(1.05 - 2.20),2.15,(1.64 - 2.82)
Central,3.58,(2.52 - 5.04),5.64,(3.82 - 8.24),1.66,(1.01 - 2.73),2.19,(1.47 - 3.26)
North Central,3.53,(2.44 - 5.07),4.95,(3.41 - 7.12),1.38,(0.82 - 2.32),2.05,(1.40 - 2.98)
Northeast,3.60,(2.59 - 4.99),6.07,(4.24 - 8.62),1.52,(0.92 - 2.48),2.22,(1.53 - 3.21)
Northwest,3.69,(2.58 - 5.25),5.36,(3.74 - 7.62),1.45,(0.87 - 2.41),2.01,(1.37 - 2.93)
Southeast,3.35,(2.34 - 4.78),5.87,(4.02 - 8.50),1.56,(0.93 - 2.62),2.25,(1.52 - 3.32)
Southwest,3.72,(2.59 - 5.32),5.42,(3.66 - 7.97),1.50,(0.87 - 2.56),2.04,(1.35 - 3.09)
Kansas,4.76,(3.83 - 5.92),7.34,(5.91 - 9.08),2.48,(1.81 - 3.39),3.25,(2.55 - 4.14)
Kansas City Metro,4.88,(3.60 - 6.57),7.40,(5.43 - 10.00),2.73,(1.82 - 4.07),3.47,(2.53 - 4.75)
Northeast,4.32,(3.08 - 6.04),6.71,(4.74 - 9.41),2.18,(1.38 - 3.43),2.98,(2.10 - 4.22)
South Central,4.82,(3.38 - 6.82),6.90,(4.74 - 9.95),2.25,(1.37 - 3.68),2.98,(2.02 - 4.38)
Southeast,4.72,(3.29 - 6.72),7.55,(5.06 - 11.12),2.26,(1.36 - 3.75),3.10,(2.06 - 4.65)
West,5.13,(3.59 - 7.29),8.50,(5.88 - 12.12),2.58,(1.50 - 4.39),3.47,(2.29 - 5.23)
Wichita (Sedgwick),4.73,(3.34 - 6.66),7.56,(5.29 - 10.70),2.55,(1.60 - 4.03),3.27,(2.25 - 4.73)
Kentucky,4.89,(4.00 - 5.97),10.10,(8.47 - 12.00),3.03,(2.28 - 4.02),3.99,(3.22 - 4.94)
"Adanta, Cumberland River, and Lifeskills",4.64,(3.33 - 6.43),9.28,(6.52 - 13.06),2.71,(1.69 - 4.31),3.60,(2.48 - 5.19)
"Bluegrass, Comprehend, and North Key",4.69,(3.48 - 6.30),10.33,(7.90 - 13.40),3.24,(2.21 - 4.71),4.27,(3.19 - 5.69)
Communicare and River Valley,5.06,(3.63 - 7.03),10.39,(7.56 - 14.12),3.12,(1.98 - 4.89),4.09,(2.85 - 5.84)
Four Rivers and Pennyroyal,4.61,(3.25 - 6.49),8.56,(5.99 - 12.09),2.73,(1.70 - 4.36),3.56,(2.44 - 5.16)
"Kentucky River, Mountain, and Pathways",5.01,(3.61 - 6.91),9.17,(6.66 - 12.49),2.70,(1.71 - 4.23),3.56,(2.49 - 5.05)
Seven Counties,5.29,(3.86 - 7.21),11.59,(8.60 - 15.44),3.29,(2.12 - 5.06),4.32,(3.09 - 6.01)
Louisiana,5.19,(4.20 - 6.39),8.58,(7.13 - 10.29),3.15,(2.32 - 4.25),4.03,(3.21 - 5.05)
Regions 1 and 3,4.77,(3.38 - 6.69),8.52,(6.07 - 11.85),3.28,(2.02 - 5.29),4.09,(2.79 - 5.98)
Regions 2 and 9,5.55,(4.14 - 7.40),8.92,(6.81 - 11.59),3.34,(2.24 - 4.97),4.33,(3.21 - 5.81)
"Regions 4, 5, and 6",5.21,(3.75 - 7.19),8.78,(6.51 - 11.73),2.86,(1.85 - 4.41),3.80,(2.75 - 5.23)
Regions 7 and 8,5.10,(3.71 - 6.97),7.82,(5.69 - 10.65),3.05,(1.93 - 4.77),3.86,(2.71 - 5.46)
Region 10 (Jefferson),5.06,(3.54 - 7.20),8.83,(6.16 - 12.50),3.36,(2.09 - 5.35),4.08,(2.76 - 6.00)
Maine,4.53,(3.66 - 5.60),8.17,(6.71 - 9.91),2.04,(1.46 - 2.83),2.80,(2.18 - 3.58)
Aroostook/Downeast,4.50,(3.19 - 6.32),7.95,(5.57 - 11.22),1.95,(1.19 - 3.21),2.67,(1.81 - 3.91)
Central,4.42,(3.16 - 6.15),7.76,(5.48 - 10.87),1.95,(1.19 - 3.18),2.67,(1.82 - 3.90)
Cumberland,4.62,(3.32 - 6.40),8.27,(5.99 - 11.31),2.09,(1.30 - 3.32),2.84,(1.98 - 4.05)
Midcoast,4.45,(3.20 - 6.16),7.98,(5.67 - 11.11),1.89,(1.14 - 3.10),2.54,(1.73 - 3.72)
Penquis,4.40,(3.08 - 6.25),9.00,(6.50 - 12.33),2.03,(1.26 - 3.25),3.08,(2.18 - 4.35)
Western,4.37,(3.13 - 6.07),7.35,(5.13 - 10.44),1.95,(1.18 - 3.20),2.65,(1.79 - 3.90)
York,4.82,(3.46 - 6.68),8.70,(6.28 - 11.94),2.33,(1.43 - 3.76),3.05,(2.09 - 4.44)
Maryland,3.95,(3.15 - 4.93),7.34,(5.97 - 9.00),2.40,(1.73 - 3.31),3.10,(2.42 - 3.97)
Anne Arundel,4.20,(2.97 - 5.90),8.21,(5.76 - 11.59),2.41,(1.48 - 3.90),3.19,(2.17 - 4.65)
Baltimore City,3.95,(2.75 - 5.63),6.90,(4.77 - 9.88),2.82,(1.75 - 4.51),3.51,(2.41 - 5.09)
Baltimore County,4.09,(2.87 - 5.81),7.44,(5.20 - 10.53),2.49,(1.51 - 4.08),3.17,(2.13 - 4.70)
Montgomery,3.82,(2.64 - 5.50),7.33,(5.13 - 10.38),2.19,(1.35 - 3.55),2.80,(1.90 - 4.13)
North Central,3.86,(2.67 - 5.53),7.71,(5.28 - 11.12),2.23,(1.34 - 3.69),2.94,(1.95 - 4.39)
Northeast,4.69,(3.26 - 6.69),10.36,(7.13 - 14.82),2.70,(1.63 - 4.42),3.72,(2.52 - 5.48)
Prince George's,3.27,(2.24 - 4.75),5.25,(3.57 - 7.65),2.27,(1.38 - 3.71),2.76,(1.85 - 4.11)
South,4.06,(2.84 - 5.76),7.17,(4.89 - 10.40),2.24,(1.37 - 3.64),2.98,(2.01 - 4.40)
West,4.18,(2.94 - 5.91),8.30,(5.78 - 11.79),2.34,(1.45 - 3.76),3.17,(2.17 - 4.61)
Massachusetts,4.33,(3.47 - 5.39),9.01,(7.42 - 10.90),3.23,(2.39 - 4.36),4.08,(3.22 - 5.15)
Boston,4.05,(2.83 - 5.76),8.57,(6.18 - 11.76),3.55,(2.26 - 5.54),4.52,(3.18 - 6.37)
Central,4.35,(3.07 - 6.14),9.21,(6.43 - 13.01),3.21,(2.01 - 5.08),4.08,(2.80 - 5.91)
Metrowest,3.80,(2.69 - 5.33),7.95,(5.76 - 10.87),2.64,(1.71 - 4.06),3.36,(2.39 - 4.71)
Northeast,4.37,(3.12 - 6.09),9.29,(6.76 - 12.65),3.35,(2.14 - 5.19),4.13,(2.88 - 5.88)
