Region D,1.79,(1.33 - 2.40),5.78,(4.74 - 7.03),2.57,(1.99 - 3.32),2.97,(2.42 - 3.65)
Circuits 11 and 16,1.65,(1.03 - 2.62),4.85,(3.54 - 6.61),2.48,(1.66 - 3.68),2.8,(2.02 - 3.87)
Circuit 15 (Palm Beach),2.01,(1.26 - 3.18),7.74,(5.73 - 10.36),2.53,(1.71 - 3.72),3.08,(2.27 - 4.16)
Circuit 17 (Broward),1.86,(1.19 - 2.91),6.07,(4.47 - 8.19),2.74,(1.88 - 3.99),3.15,(2.30 - 4.29)
Region E,2.07,(1.55 - 2.76),7.7,(6.42 - 9.22),2.48,(1.96 - 3.14),3.06,(2.55 - 3.67)
Circuit 6,1.86,(1.17 - 2.94),7.51,(5.43 - 10.29),2.41,(1.63 - 3.56),2.91,(2.12 - 3.99)
Circuit 12,2.12,(1.30 - 3.46),7.73,(5.31 - 11.12),2.2,(1.39 - 3.45),2.71,(1.87 - 3.92)
Circuit 13 (Hillsborough),2.22,(1.36 - 3.61),7.72,(5.63 - 10.49),2.84,(1.88 - 4.25),3.57,(2.62 - 4.84)
Circuit 20,2.11,(1.31 - 3.39),7.92,(5.65 - 11.00),2.43,(1.62 - 3.61),2.97,(2.14 - 4.11)
Georgia,1.6,(1.10 - 2.33),4.81,(3.67 - 6.27),2.74,(2.02 - 3.70),3.05,(2.37 - 3.92)
Region 1,2.17,(1.22 - 3.82),5.21,(3.39 - 7.92),2.28,(1.40 - 3.71),2.69,(1.80 - 4.01)
Region 2,1.57,(0.91 - 2.71),4.95,(3.30 - 7.37),2.32,(1.44 - 3.72),2.73,(1.85 - 4.00)
Region 3,1.48,(0.85 - 2.54),4.51,(3.06 - 6.61),3.11,(2.06 - 4.65),3.32,(2.33 - 4.70)
Region 4,1.52,(0.84 - 2.71),4.99,(3.17 - 7.75),2.72,(1.67 - 4.43),3.07,(2.02 - 4.63)
Region 5,1.57,(0.88 - 2.76),4.98,(3.14 - 7.80),2.55,(1.57 - 4.10),2.96,(1.99 - 4.39)
Hawaii,2.36,(1.58 - 3.52),8.25,(6.48 - 10.45),3.22,(2.28 - 4.53),3.89,(2.98 - 5.05)
Hawaii Island,2.25,(1.22 - 4.09),8.7,(5.81 - 12.83),3.65,(2.18 - 6.04),4.25,(2.78 - 6.44)
Honolulu,2.44,(1.53 - 3.87),8.25,(6.26 - 10.79),3.13,(2.10 - 4.64),3.84,(2.84 - 5.17)
Kauai and Maui**,2.16,(1.30 - 3.56),7.92,(5.52 - 11.24),3.28,(2.13 - 5.04),3.82,(2.66 - 5.46)
Maui,2.19,(1.21 - 3.93),7.97,(5.26 - 11.89),3.4,(2.08 - 5.50),3.94,(2.62 - 5.89)
Idaho,2.37,(1.73 - 3.26),7.4,(6.03 - 9.05),2.75,(2.07 - 3.65),3.53,(2.86 - 4.33)
Region 1,2.52,(1.47 - 4.28),7.55,(5.09 - 11.06),2.57,(1.61 - 4.08),3.21,(2.20 - 4.65)
Region 2,2.71,(1.56 - 4.68),9.14,(6.17 - 13.33),2.84,(1.76 - 4.56),4.01,(2.82 - 5.67)
Region 3,2.62,(1.55 - 4.37),6.75,(4.59 - 9.82),2.61,(1.66 - 4.09),3.27,(2.29 - 4.64)
Region 4,2.46,(1.46 - 4.13),8.29,(6.02 - 11.31),3.23,(2.15 - 4.82),4.06,(2.98 - 5.51)
Region 5,2.49,(1.44 - 4.28),6.83,(4.50 - 10.23),2.56,(1.57 - 4.15),3.21,(2.18 - 4.70)
Region 6,2.04,(1.14 - 3.62),7.19,(4.86 - 10.49),2.59,(1.62 - 4.11),3.46,(2.43 - 4.91)
Region 7,1.89,(1.04 - 3.39),5.8,(3.79 - 8.77),2.3,(1.37 - 3.83),3.03,(2.06 - 4.44)
Illinois,2.04,(1.64 - 2.55),8.1,(7.18 - 9.12),3.03,(2.52 - 3.63),3.8,(3.33 - 4.32)
Region I (Cook),2.08,(1.50 - 2.88),7.86,(6.55 - 9.40),3.62,(2.82 - 4.64),4.27,(3.53 - 5.15)
Region II,2.06,(1.48 - 2.87),7.93,(6.49 - 9.65),2.64,(1.96 - 3.54),3.39,(2.74 - 4.20)
Region III,1.9,(1.22 - 2.97),8.93,(6.91 - 11.46),2.7,(1.88 - 3.86),3.78,(2.94 - 4.84)
Region IV,2.38,(1.52 - 3.72),8.11,(5.96 - 10.95),2.53,(1.70 - 3.75),3.33,(2.48 - 4.47)
Region V,1.72,(1.06 - 2.77),8.54,(6.58 - 11.02),2.36,(1.56 - 3.57),3.28,(2.47 - 4.36)
Indiana,2.21,(1.64 - 2.99),8.16,(6.74 - 9.85),2.79,(2.15 - 3.62),3.61,(2.99 - 4.37)
Central,2.04,(1.26 - 3.30),7.46,(5.31 - 10.40),2.93,(1.95 - 4.37),3.57,(2.59 - 4.91)
East,2.13,(1.22 - 3.68),7.91,(5.34 - 11.55),2.32,(1.45 - 3.68),3.18,(2.23 - 4.52)
North Central,2.37,(1.40 - 4.01),8.75,(6.04 - 12.51),3.06,(1.94 - 4.77),3.91,(2.75 - 5.52)
Northeast,2.2,(1.30 - 3.69),7.64,(5.26 - 10.98),2.8,(1.79 - 4.36),3.53,(2.47 - 5.01)
Northwest,2.01,(1.21 - 3.35),6.87,(4.70 - 9.92),2.74,(1.75 - 4.27),3.33,(2.32 - 4.75)
Southeast,2.65,(1.52 - 4.60),7.98,(5.26 - 11.94),2.53,(1.58 - 4.02),3.27,(2.25 - 4.73)
Southwest,2.3,(1.31 - 4.03),8.04,(5.40 - 11.81),2.63,(1.64 - 4.22),3.41,(2.36 - 4.92)
West,2.2,(1.28 - 3.77),10.1,(7.13 - 14.13),2.94,(1.88 - 4.56),4.51,(3.30 - 6.13)
Iowa,2.81,(2.06 - 3.84),9.91,(8.22 - 11.90),3.15,(2.38 - 4.17),4.2,(3.44 - 5.12)
Central,3.23,(1.94 - 5.34),10.28,(7.26 - 14.37),3.7,(2.34 - 5.81),4.68,(3.29 - 6.62)
North Central,2.61,(1.52 - 4.44),9.37,(6.42 - 13.46),3.12,(1.95 - 4.97),4.28,(3.02 - 6.03)
Northeast,2.88,(1.76 - 4.67),11.36,(8.41 - 15.17),3.31,(2.17 - 5.02),4.57,(3.38 - 6.15)
Northwest,2.74,(1.64 - 4.54),9.47,(6.60 - 13.40),2.66,(1.67 - 4.20),3.6,(2.54 - 5.08)
Southeast,2.61,(1.56 - 4.36),9.26,(6.61 - 12.82),3.19,(2.06 - 4.90),4.19,(3.03 - 5.78)
Southwest,2.78,(1.59 - 4.82),8.35,(5.60 - 12.26),2.63,(1.63 - 4.23),3.38,(2.32 - 4.91)
Kansas,2.99,(2.15 - 4.14),8.13,(6.55 - 10.06),3.05,(2.29 - 4.05),3.87,(3.13 - 4.77)
Kansas City Metro,3.04,(1.87 - 4.92),8.15,(5.94 - 11.09),3.25,(2.19 - 4.81),4.07,(3.03 - 5.44)
Northeast,3.28,(2.01 - 5.31),8.01,(5.48 - 11.57),3.12,(2.01 - 4.81),3.97,(2.82 - 5.57)
South Central,2.85,(1.66 - 4.83),7.19,(4.71 - 10.83),2.39,(1.44 - 3.93),3.1,(2.10 - 4.56)
Southeast,*,(* - *),8.77,(5.71 - 13.23),*,(* - *),3.96,(2.66 - 5.85)
West,3.03,(1.79 - 5.10),9.59,(6.46 - 13.99),2.91,(1.79 - 4.70),3.94,(2.71 - 5.68)
Wichita (Sedgwick),2.64,(1.50 - 4.59),7.69,(5.29 - 11.05),3.18,(2.02 - 4.97),3.9,(2.73 - 5.53)
Kentucky,2.22,(1.61 - 3.04),6.04,(4.77 - 7.63),2.48,(1.87 - 3.29),2.99,(2.39 - 3.72)
"Adanta, Cumberland River, and Lifeskills",2.07,(1.20 - 3.56),5.89,(3.97 - 8.67),2.27,(1.40 - 3.66),2.78,(1.90 - 4.05)
"Bluegrass, Comprehend, and North Key",2.27,(1.41 - 3.63),6.22,(4.36 - 8.80),2.65,(1.73 - 4.06),3.21,(2.28 - 4.49)
Communicare and River Valley,1.92,(1.10 - 3.32),6.14,(4.03 - 9.26),2.33,(1.45 - 3.72),2.86,(1.95 - 4.18)
Four Rivers and Pennyroyal,2.28,(1.31 - 3.93),6,(3.92 - 9.10),2.22,(1.38 - 3.55),2.76,(1.88 - 4.03)
"Kentucky River, Mountain, and Pathways",2.11,(1.24 - 3.57),5.89,(4.00 - 8.59),2.12,(1.32 - 3.38),2.65,(1.84 - 3.81)
Seven Counties,2.48,(1.48 - 4.13),5.93,(4.02 - 8.68),2.82,(1.82 - 4.34),3.22,(2.24 - 4.61)
Louisiana,1.63,(1.14 - 2.32),5.53,(4.38 - 6.97),2.87,(2.14 - 3.84),3.32,(2.63 - 4.17)
Region 1,*,(* - *),5.23,(3.36 - 8.05),3.37,(2.04 - 5.50),3.68,(2.42 - 5.55)
Regions 2 and 9,1.78,(1.05 - 3.02),5.42,(3.75 - 7.78),2.84,(1.84 - 4.35),3.29,(2.33 - 4.62)
Region 3,1.67,(0.94 - 2.93),5.06,(3.30 - 7.68),2.71,(1.65 - 4.42),3.1,(2.07 - 4.61)
Region 4,1.57,(0.89 - 2.77),6.2,(4.04 - 9.39),2.76,(1.71 - 4.41),3.33,(2.28 - 4.86)
Regions 5 and 6,1.76,(0.98 - 3.14),5.54,(3.69 - 8.24),2.59,(1.61 - 4.16),3.07,(2.09 - 4.47)
Regions 7 and 8,1.47,(0.85 - 2.51),5.48,(3.72 - 8.01),2.73,(1.70 - 4.38),3.19,(2.18 - 4.66)
Region 10 (Jefferson),1.7,(0.96 - 3.02),5.89,(3.86 - 8.90),3.26,(1.99 - 5.29),3.64,(2.41 - 5.47)
Maine,2.31,(1.67 - 3.20),7.29,(5.93 - 8.93),2.77,(2.10 - 3.65),3.37,(2.72 - 4.16)
Aroostook/Downeast,2.23,(1.28 - 3.87),7.2,(4.74 - 10.79),2.47,(1.52 - 3.99),3.06,(2.07 - 4.51)
Central,2.45,(1.45 - 4.11),7.1,(4.84 - 10.30),2.5,(1.54 - 4.03),3.1,(2.14 - 4.48)
Cumberland,2.45,(1.45 - 4.12),8.28,(5.88 - 11.55),3.63,(2.32 - 5.62),4.25,(2.96 - 6.06)
Midcoast,2.1,(1.20 - 3.64),7.46,(5.03 - 10.93),2.4,(1.49 - 3.85),2.97,(2.02 - 4.35)
Penquis,2.1,(1.20 - 3.66),7.48,(5.22 - 10.60),2.52,(1.55 - 4.06),3.3,(2.31 - 4.71)
Western,2.5,(1.43 - 4.34),6.47,(4.39 - 9.43),2.64,(1.61 - 4.28),3.17,(2.15 - 4.65)
York,2.22,(1.30 - 3.77),6.58,(4.46 - 9.61),2.68,(1.68 - 4.24),3.15,(2.15 - 4.58)
Maryland,1.82,(1.30 - 2.54),5.72,(4.55 - 7.16),2.56,(1.90 - 3.45),3.01,(2.38 - 3.80)
Anne Arundel,1.89,(1.08 - 3.31),5.8,(3.71 - 8.95),2.31,(1.38 - 3.84),2.8,(1.84 - 4.24)
Baltimore City,1.38,(0.78 - 2.44),5.59,(3.73 - 8.31),3.59,(2.21 - 5.78),3.92,(2.63 - 5.80)
Baltimore County,1.97,(1.14 - 3.39),6.16,(4.12 - 9.12),2.33,(1.41 - 3.82),2.86,(1.93 - 4.22)
Montgomery,1.95,(1.14 - 3.30),5.5,(3.68 - 8.13),2.38,(1.47 - 3.84),2.75,(1.84 - 4.09)
North Central,2.82,(1.54 - 5.12),6.75,(4.30 - 10.45),2.49,(1.47 - 4.18),3.02,(1.97 - 4.62)
Northeast,1.92,(1.07 - 3.40),6.95,(4.51 - 10.56),2.17,(1.30 - 3.59),2.78,(1.85 - 4.15)
Prince George's,1.27,(0.70 - 2.30),4.34,(2.89 - 6.47),2.95,(1.81 - 4.76),3.17,(2.12 - 4.73)
South,1.74,(1.00 - 3.03),5.7,(3.66 - 8.76),2.23,(1.34 - 3.72),2.74,(1.82 - 4.10)
West,1.91,(1.06 - 3.44),6.36,(4.13 - 9.67),2.44,(1.47 - 4.03),2.99,(2.00 - 4.46)
Massachusetts,1.75,(1.22 - 2.50),8.88,(7.28 - 10.81),3.11,(2.34 - 4.11),3.92,(3.19 - 4.82)
Boston,1.62,(0.90 - 2.89),8.69,(6.06 - 12.31),4.3,(2.78 - 6.60),5.2,(3.73 - 7.20)
Central,1.8,(1.01 - 3.19),8.43,(5.72 - 12.26),2.83,(1.77 - 4.49),3.59,(2.49 - 5.15)
Metrowest,1.67,(0.96 - 2.91),9.49,(6.75 - 13.17),3.25,(2.10 - 5.01),4.05,(2.90 - 5.63)
Northeast,1.61,(0.89 - 2.90),7.42,(5.09 - 10.70),2.72,(1.69 - 4.33),3.32,(2.28 - 4.81)
Southeast,1.89,(1.11 - 3.20),9.65,(6.79 - 13.54),2.76,(1.75 - 4.32),3.6,(2.55 - 5.07)
Western,1.92,(1.11 - 3.31),9.5,(6.79 - 13.13),3.21,(2.02 - 5.07),4.21,(3.00 - 5.88)
Michigan,2.05,(1.68 - 2.49),8.07,(7.21 - 9.02),3,(2.53 - 3.56),3.75,(3.31 - 4.25)
Bay,2.28,(1.39 - 3.71),8.44,(6.00 - 11.75),2.81,(1.84 - 4.27),3.57,(2.56 - 4.96)
Detroit City,1.16,(0.67 - 2.02),7.65,(5.57 - 10.43),5.34,(3.63 - 7.81),5.71,(4.13 - 7.83)
Genesee,2.16,(1.34 - 3.48),8.87,(6.43 - 12.13),2.87,(1.86 - 4.41),3.73,(2.71 - 5.12)
Kalamazoo,1.86,(1.14 - 3.01),7.31,(5.29 - 10.00),2.92,(1.94 - 4.37),3.63,(2.66 - 4.94)
Kent,2,(1.25 - 3.18),8.92,(6.58 - 11.98),3.27,(2.20 - 4.83),4.23,(3.16 - 5.65)
Lakeshore,2,(1.27 - 3.14),8.52,(6.28 - 11.48),2.83,(1.95 - 4.09),3.72,(2.80 - 4.92)
Macomb,2.06,(1.28 - 3.30),7.48,(5.36 - 10.35),2.84,(1.93 - 4.17),3.45,(2.54 - 4.69)
Mid South,2.13,(1.39 - 3.26),9.17,(7.01 - 11.90),2.58,(1.75 - 3.78),3.74,(2.87 - 4.85)
Northern,1.88,(1.17 - 3.02),8.11,(6.03 - 10.84),2.22,(1.48 - 3.30),3.04,(2.26 - 4.07)
Oakland,2.49,(1.68 - 3.69),8,(6.09 - 10.44),2.96,(2.07 - 4.20),3.58,(2.71 - 4.72)
Pathways,*,(* - *),8.25,(5.74 - 11.71),3.08,(1.96 - 4.80),3.84,(2.71 - 5.42)
Saginaw,*,(* - *),7.95,(5.37 - 11.62),2.84,(1.80 - 4.44),3.56,(2.48 - 5.08)
Southeast,2.58,(1.70 - 3.90),7.36,(5.60 - 9.61),2.76,(1.88 - 4.03),3.37,(2.52 - 4.50)
St. Clair,2.27,(1.35 - 3.80),8.07,(5.50 - 11.69),2.67,(1.69 - 4.19),3.39,(2.37 - 4.82)
Washtenaw,1.81,(1.12 - 2.93),7.46,(5.36 - 10.28),2.86,(1.95 - 4.18),3.74,(2.79 - 5.00)
Western,*,(* - *),8.76,(6.09 - 12.45),2.59,(1.61 - 4.14),3.5,(2.45 - 4.98)
Minnesota,2.15,(1.56 - 2.97),8.01,(6.58 - 9.72),3.09,(2.33 - 4.07),3.84,(3.12 - 4.73)
Regions 1 and 2,2.37,(1.36 - 4.10),8.67,(5.85 - 12.67),2.77,(1.70 - 4.49),3.63,(2.49 - 5.25)
Regions 3 and 4,2.23,(1.33 - 3.72),9.41,(6.55 - 13.33),3.02,(1.93 - 4.69),4.06,(2.91 - 5.65)
Regions 5 and 6,2.37,(1.42 - 3.92),8.46,(5.93 - 11.93),2.72,(1.72 - 4.27),3.62,(2.58 - 5.06)
Region 7A (Hennepin),1.79,(1.04 - 3.06),6.9,(4.90 - 9.63),3.44,(2.20 - 5.33),3.96,(2.77 - 5.63)
Region 7B (Ramsey),2.02,(1.18 - 3.43),7.74,(5.23 - 11.30),3.53,(2.18 - 5.67),4.25,(2.91 - 6.16)
Region 7C,2.16,(1.30 - 3.58),7.45,(5.25 - 10.47),3.03,(1.97 - 4.63),3.66,(2.60 - 5.13)
Mississippi,1.71,(1.21 - 2.42),6.44,(5.19 - 7.98),2.72,(2.03 - 3.64),3.33,(2.67 - 4.15)
Region 1,1.95,(1.15 - 3.30),7.25,(4.92 - 10.57),2.5,(1.58 - 3.92),3.24,(2.27 - 4.60)
Region 2,1.54,(0.89 - 2.65),5.33,(3.48 - 8.08),3.22,(2.01 - 5.13),3.57,(2.43 - 5.24)
Region 3,1.58,(0.88 - 2.84),5.84,(3.95 - 8.55),2.43,(1.49 - 3.96),3.02,(2.08 - 4.37)
Region 4,1.6,(0.91 - 2.81),6.05,(4.12 - 8.80),3.04,(1.91 - 4.80),3.53,(2.42 - 5.12)
