Circuit 10,6.8,(4.67 - 9.80),9.14,(6.30 - 13.08),2.95,(1.83 - 4.74),3.75,(2.58 - 5.42)
Circuit 18,5.68,(4.00 - 8.00),9.33,(6.77 - 12.72),2.62,(1.68 - 4.05),3.43,(2.45 - 4.78)
Circuit 19,6.12,(4.17 - 8.91),11.68,(8.25 - 16.29),2.91,(1.83 - 4.61),3.79,(2.64 - 5.42)
Region D,5.33,(4.40 - 6.45),8.16,(6.86 - 9.69),2.98,(2.33 - 3.79),3.62,(3.01 - 4.35)
Circuits 11 and 16,5.26,(3.91 - 7.06),7.98,(6.13 - 10.33),3.07,(2.14 - 4.39),3.74,(2.84 - 4.92)
Circuit 15 (Palm Beach),5.62,(4.06 - 7.73),10.41,(7.86 - 13.67),3.09,(2.09 - 4.54),3.86,(2.84 - 5.22)
Circuit 17 (Broward),5.24,(3.90 - 7.01),7.04,(5.19 - 9.48),2.75,(1.86 - 4.05),3.27,(2.40 - 4.45)
Region E,5.2,(4.25 - 6.33),9.79,(8.19 - 11.68),2.79,(2.18 - 3.57),3.57,(2.95 - 4.31)
Circuit 6,4.69,(3.30 - 6.64),9.63,(6.98 - 13.14),2.41,(1.54 - 3.73),3.12,(2.22 - 4.36)
Circuit 12,5.89,(4.11 - 8.38),10.2,(7.11 - 14.43),2.58,(1.62 - 4.10),3.29,(2.26 - 4.75)
Circuit 13 (Hillsborough),5.18,(3.70 - 7.20),9.22,(6.84 - 12.32),3.33,(2.28 - 4.86),4.22,(3.14 - 5.65)
Circuit 20,5.42,(3.83 - 7.62),10.63,(7.80 - 14.31),2.92,(1.93 - 4.40),3.69,(2.66 - 5.09)
Georgia,4.36,(3.37 - 5.61),6.94,(5.45 - 8.80),2.57,(1.90 - 3.47),3.24,(2.57 - 4.07)
Region 1,5.52,(3.67 - 8.22),9,(6.12 - 13.04),3.09,(1.87 - 5.06),3.92,(2.65 - 5.76)
Region 2,4.63,(3.04 - 6.98),8.03,(5.57 - 11.46),2.6,(1.57 - 4.26),3.44,(2.37 - 4.98)
Region 3,3.93,(2.66 - 5.76),6.08,(4.29 - 8.55),2.49,(1.62 - 3.79),3.02,(2.16 - 4.21)
Region 4,4.26,(2.80 - 6.42),6.6,(4.34 - 9.94),2.34,(1.40 - 3.88),2.99,(2.00 - 4.44)
Region 5,4.34,(2.83 - 6.58),6.74,(4.37 - 10.26),2.52,(1.51 - 4.17),3.24,(2.16 - 4.82)
Hawaii,4.95,(3.81 - 6.41),6.81,(5.15 - 8.95),2.03,(1.38 - 2.96),2.66,(2.01 - 3.52)
Hawaii Island,4.81,(3.07 - 7.45),6.26,(4.00 - 9.68),2.24,(1.30 - 3.83),2.72,(1.75 - 4.20)
Honolulu,4.92,(3.59 - 6.70),6.8,(4.96 - 9.25),1.96,(1.23 - 3.13),2.63,(1.89 - 3.67)
Kauai and Maui**,5.23,(3.69 - 7.37),7.31,(4.93 - 10.72),2.13,(1.34 - 3.36),2.73,(1.89 - 3.92)
Maui,5.36,(3.53 - 8.05),7.74,(4.93 - 11.95),2.14,(1.25 - 3.64),2.8,(1.84 - 4.24)
Idaho,4.64,(3.68 - 5.83),7.12,(5.69 - 8.88),2.43,(1.81 - 3.26),3.21,(2.58 - 3.99)
Region 1,4.99,(3.31 - 7.44),7.89,(5.15 - 11.92),2.23,(1.33 - 3.72),2.96,(1.97 - 4.42)
Region 2,4.61,(2.92 - 7.19),7.32,(4.78 - 11.04),2.21,(1.30 - 3.74),3.16,(2.13 - 4.67)
Region 3,4.74,(3.19 - 6.99),6.32,(4.24 - 9.33),2.26,(1.38 - 3.67),2.91,(1.98 - 4.24)
Region 4,5.1,(3.44 - 7.49),7.74,(5.47 - 10.85),3.04,(1.94 - 4.73),3.81,(2.71 - 5.34)
Region 5,3.97,(2.56 - 6.11),5.95,(3.73 - 9.38),2.01,(1.16 - 3.44),2.6,(1.69 - 3.99)
Region 6,4.82,(3.15 - 7.31),7.34,(4.89 - 10.87),2.23,(1.31 - 3.77),3.21,(2.17 - 4.72)
Region 7,3.9,(2.50 - 6.03),6.72,(4.43 - 10.08),2.23,(1.30 - 3.78),3.17,(2.14 - 4.67)
Illinois,4.61,(3.98 - 5.34),6.71,(5.89 - 7.63),2.55,(2.11 - 3.08),3.18,(2.77 - 3.65)
Region I (Cook),4.44,(3.50 - 5.63),5.81,(4.68 - 7.19),3.15,(2.39 - 4.14),3.56,(2.86 - 4.42)
Region II,4.88,(3.89 - 6.11),7.81,(6.36 - 9.57),2.21,(1.60 - 3.05),3.02,(2.41 - 3.77)
Region III,4.2,(3.01 - 5.84),6.2,(4.60 - 8.31),1.78,(1.13 - 2.79),2.54,(1.87 - 3.46)
Region IV,5.17,(3.68 - 7.22),7.24,(5.26 - 9.90),2.12,(1.35 - 3.31),2.86,(2.06 - 3.96)
Region V,4.53,(3.31 - 6.18),7.92,(6.01 - 10.37),2.14,(1.38 - 3.31),3.01,(2.22 - 4.05)
Indiana,5.29,(4.32 - 6.46),10,(8.26 - 12.06),2.66,(2.03 - 3.48),3.78,(3.13 - 4.57)
Central,5.35,(3.73 - 7.63),10.39,(7.59 - 14.06),3.31,(2.16 - 5.05),4.32,(3.13 - 5.93)
East,5.65,(3.79 - 8.35),9.29,(6.22 - 13.66),2.61,(1.55 - 4.37),3.65,(2.46 - 5.37)
North Central,5.05,(3.39 - 7.45),10.28,(7.16 - 14.55),2.58,(1.59 - 4.14),3.73,(2.63 - 5.26)
Northeast,4.38,(2.84 - 6.70),8.75,(5.90 - 12.79),2.05,(1.20 - 3.51),3.06,(2.07 - 4.51)
Northwest,5.32,(3.60 - 7.77),9.69,(6.56 - 14.07),2.51,(1.53 - 4.10),3.52,(2.41 - 5.12)
Southeast,6.2,(4.12 - 9.24),11.02,(7.61 - 15.68),2.47,(1.46 - 4.16),3.64,(2.50 - 5.27)
Southwest,5.82,(3.82 - 8.76),*,(* - *),2.57,(1.52 - 4.31),3.86,(2.62 - 5.64)
West,4.84,(3.21 - 7.26),9.28,(6.50 - 13.09),2.23,(1.31 - 3.79),3.78,(2.67 - 5.32)
Iowa,4.98,(3.92 - 6.31),6.4,(4.97 - 8.21),2.01,(1.46 - 2.76),2.69,(2.11 - 3.41)
Central,6.13,(4.08 - 9.11),7.83,(5.22 - 11.59),2.78,(1.63 - 4.68),3.53,(2.33 - 5.31)
North Central,4.75,(3.05 - 7.34),5.56,(3.52 - 8.69),1.72,(0.96 - 3.05),2.43,(1.59 - 3.70)
Northeast,4.98,(3.49 - 7.06),6.99,(4.80 - 10.07),1.9,(1.17 - 3.08),2.7,(1.88 - 3.84)
Northwest,4.14,(2.63 - 6.44),5.5,(3.55 - 8.43),1.71,(0.99 - 2.93),2.23,(1.47 - 3.38)
Southeast,4.68,(3.09 - 7.05),5.91,(3.93 - 8.80),1.81,(1.08 - 3.01),2.49,(1.70 - 3.63)
Southwest,5.51,(3.62 - 8.30),6.25,(4.05 - 9.54),2.18,(1.29 - 3.64),2.71,(1.79 - 4.09)
Kansas,4.91,(3.89 - 6.19),7.21,(5.66 - 9.15),2.57,(1.91 - 3.46),3.32,(2.65 - 4.16)
Kansas City Metro,5.05,(3.52 - 7.19),7.38,(5.26 - 10.26),3.09,(1.98 - 4.80),3.8,(2.71 - 5.31)
Northeast,4.06,(2.68 - 6.11),6.49,(4.23 - 9.84),2.01,(1.18 - 3.41),2.79,(1.88 - 4.12)
South Central,4.47,(2.98 - 6.65),6.56,(4.24 - 10.00),1.92,(1.12 - 3.25),2.61,(1.73 - 3.92)
Southeast,4.99,(3.18 - 7.75),7.55,(4.78 - 11.73),*,(* - *),3.08,(1.98 - 4.74)
West,5.17,(3.44 - 7.70),7.3,(4.74 - 11.08),2.17,(1.28 - 3.67),2.96,(1.97 - 4.42)
Wichita (Sedgwick),5.8,(3.80 - 8.76),8.09,(5.49 - 11.77),3.19,(1.95 - 5.18),3.96,(2.69 - 5.81)
Kentucky,5.86,(4.78 - 7.18),8.7,(7.06 - 10.68),2.76,(2.10 - 3.61),3.6,(2.93 - 4.43)
"Adanta, Cumberland River, and Lifeskills",5.72,(3.85 - 8.40),9.01,(6.19 - 12.94),2.39,(1.45 - 3.90),3.33,(2.30 - 4.79)
"Bluegrass, Comprehend, and North Key",5.41,(3.84 - 7.58),8.37,(6.05 - 11.48),3.18,(2.05 - 4.90),3.98,(2.84 - 5.57)
Communicare and River Valley,6.14,(4.10 - 9.10),9.07,(6.08 - 13.31),2.69,(1.65 - 4.37),3.57,(2.45 - 5.18)
Four Rivers and Pennyroyal,5.74,(3.82 - 8.54),7.76,(5.06 - 11.72),2.61,(1.56 - 4.32),3.34,(2.22 - 5.01)
"Kentucky River, Mountain, and Pathways",6.31,(4.37 - 9.02),9.52,(6.75 - 13.28),2.48,(1.53 - 4.00),3.47,(2.43 - 4.93)
Seven Counties,6.24,(4.40 - 8.79),8.76,(6.12 - 12.39),2.75,(1.78 - 4.24),3.53,(2.49 - 4.96)
Louisiana,5.21,(4.21 - 6.44),9.32,(7.60 - 11.38),3.07,(2.35 - 4.00),4.11,(3.38 - 4.97)
Region 1,4.52,(2.86 - 7.06),7.36,(4.77 - 11.20),2.89,(1.71 - 4.84),3.64,(2.39 - 5.50)
Regions 2 and 9,6.12,(4.34 - 8.57),10.96,(8.22 - 14.47),3.71,(2.43 - 5.63),4.98,(3.69 - 6.69)
Region 3,5.32,(3.53 - 7.94),9.66,(6.49 - 14.14),2.9,(1.72 - 4.86),4,(2.72 - 5.86)
Region 4,4.28,(2.78 - 6.52),8.11,(5.39 - 12.01),2.5,(1.48 - 4.18),3.44,(2.33 - 5.06)
Regions 5 and 6,5.45,(3.61 - 8.14),9.34,(6.39 - 13.45),2.99,(1.87 - 4.74),4.01,(2.80 - 5.71)
Regions 7 and 8,5.11,(3.53 - 7.34),9.5,(6.80 - 13.14),2.99,(1.90 - 4.68),4.08,(2.93 - 5.66)
Region 10 (Jefferson),4.82,(3.11 - 7.37),8.39,(5.42 - 12.77),2.85,(1.69 - 4.78),3.66,(2.43 - 5.49)
Maine,5.32,(4.27 - 6.60),8.86,(7.25 - 10.78),2.06,(1.51 - 2.82),2.96,(2.38 - 3.67)
Aroostook/Downeast,5.39,(3.56 - 8.07),8.93,(5.84 - 13.41),2.06,(1.20 - 3.53),2.91,(1.93 - 4.38)
Central,5.03,(3.34 - 7.52),9.29,(6.43 - 13.25),2,(1.18 - 3.36),2.95,(2.03 - 4.28)
Cumberland,5.59,(3.84 - 8.06),8.48,(5.96 - 11.94),2.1,(1.26 - 3.47),2.95,(2.03 - 4.26)
Midcoast,4.99,(3.32 - 7.43),8.91,(6.04 - 12.96),2.03,(1.20 - 3.41),2.8,(1.89 - 4.13)
Penquis,4.64,(3.02 - 7.07),8.72,(6.02 - 12.47),1.89,(1.10 - 3.23),2.98,(2.05 - 4.30)
Western,5.28,(3.52 - 7.85),8.59,(5.95 - 12.26),1.91,(1.13 - 3.21),2.83,(1.96 - 4.09)
York,6,(4.05 - 8.82),9.38,(6.51 - 13.33),2.37,(1.42 - 3.94),3.22,(2.19 - 4.70)
Maryland,4.21,(3.37 - 5.25),6.72,(5.27 - 8.54),2.21,(1.63 - 2.99),2.84,(2.24 - 3.60)
Anne Arundel,4.32,(2.79 - 6.63),6.9,(4.37 - 10.72),2.19,(1.26 - 3.77),2.85,(1.84 - 4.40)
Baltimore City,4.64,(2.99 - 7.13),6.58,(4.25 - 10.06),3.12,(1.87 - 5.16),3.69,(2.43 - 5.57)
Baltimore County,4.04,(2.65 - 6.10),6.7,(4.47 - 9.92),2.09,(1.24 - 3.48),2.73,(1.84 - 4.02)
Montgomery,4.17,(2.76 - 6.26),6.88,(4.53 - 10.31),2.08,(1.23 - 3.51),2.65,(1.74 - 4.01)
North Central,4.68,(3.02 - 7.20),7.44,(4.65 - 11.69),2.14,(1.24 - 3.68),2.8,(1.81 - 4.33)
Northeast,4.63,(2.99 - 7.11),8.98,(5.93 - 13.38),2.24,(1.34 - 3.72),3.1,(2.08 - 4.59)
Prince George's,3.32,(2.11 - 5.18),4.92,(3.15 - 7.60),1.93,(1.10 - 3.38),2.41,(1.53 - 3.77)
South,4.15,(2.79 - 6.13),6.8,(4.45 - 10.25),2.12,(1.25 - 3.58),2.8,(1.85 - 4.21)
West,4.71,(3.10 - 7.09),7.54,(4.78 - 11.71),2.12,(1.25 - 3.59),2.89,(1.91 - 4.34)
Massachusetts,5.3,(4.26 - 6.58),11.88,(9.92 - 14.17),2.9,(2.18 - 3.84),4.17,(3.43 - 5.05)
Boston,5.28,(3.52 - 7.86),11.68,(8.34 - 16.12),3.72,(2.32 - 5.91),5.36,(3.86 - 7.41)
Central,5.94,(3.98 - 8.78),12.89,(9.06 - 18.02),3.24,(1.97 - 5.27),4.55,(3.17 - 6.49)
Metrowest,4.52,(3.09 - 6.56),10.65,(7.54 - 14.84),2.2,(1.35 - 3.59),3.28,(2.32 - 4.63)
Northeast,4.5,(2.98 - 6.75),10.46,(7.39 - 14.60),2.66,(1.67 - 4.22),3.65,(2.58 - 5.14)
Southeast,5.71,(3.97 - 8.14),12.52,(9.04 - 17.07),3,(1.89 - 4.74),4.17,(2.98 - 5.82)
Western,6.32,(4.22 - 9.35),14.15,(10.41 - 18.94),3.38,(2.08 - 5.42),5.09,(3.66 - 7.03)
Michigan,5.31,(4.70 - 6.01),9.33,(8.40 - 10.36),2.79,(2.36 - 3.30),3.76,(3.34 - 4.22)
Bay,5.24,(3.71 - 7.36),9.22,(6.54 - 12.83),2.44,(1.53 - 3.88),3.35,(2.35 - 4.74)
Detroit City,4.43,(3.20 - 6.10),5.37,(3.77 - 7.58),3.07,(2.02 - 4.64),3.43,(2.43 - 4.82)
Genesee,6.87,(4.92 - 9.51),11.36,(8.30 - 15.35),3.44,(2.24 - 5.24),4.58,(3.32 - 6.28)
Kalamazoo,5.11,(3.72 - 6.99),8.54,(6.37 - 11.36),2.38,(1.55 - 3.63),3.38,(2.52 - 4.52)
Kent,4.79,(3.39 - 6.73),9.33,(6.97 - 12.38),2.52,(1.60 - 3.95),3.68,(2.69 - 5.02)
Lakeshore,5.15,(3.69 - 7.16),9.44,(7.05 - 12.52),2.78,(1.86 - 4.13),3.81,(2.85 - 5.08)
Macomb,4.98,(3.51 - 7.03),9.63,(7.18 - 12.81),3.36,(2.25 - 5.01),4.19,(3.07 - 5.69)
Mid South,5.89,(4.35 - 7.92),8.92,(6.77 - 11.66),2.57,(1.73 - 3.81),3.69,(2.82 - 4.82)
Northern,4.74,(3.40 - 6.58),7.48,(5.43 - 10.22),2.18,(1.41 - 3.36),2.92,(2.11 - 4.02)
Oakland,5.41,(4.06 - 7.18),10.88,(8.41 - 13.97),2.77,(1.97 - 3.89),3.78,(2.95 - 4.83)
Pathways,*,(* - *),9.51,(6.65 - 13.42),2.49,(1.52 - 4.06),3.53,(2.45 - 5.08)
Saginaw,5.21,(3.49 - 7.70),8.61,(5.81 - 12.58),2.66,(1.61 - 4.36),3.5,(2.37 - 5.16)
Southeast,6.18,(4.73 - 8.03),12.31,(9.85 - 15.27),3.18,(2.24 - 4.48),4.39,(3.45 - 5.58)
St. Clair,5.49,(3.72 - 8.04),9.08,(6.25 - 13.02),2.51,(1.54 - 4.08),3.39,(2.34 - 4.89)
Washtenaw,5.29,(3.77 - 7.36),10.02,(7.34 - 13.55),2.92,(1.95 - 4.36),4.28,(3.20 - 5.71)
Western,*,(* - *),8.3,(5.66 - 12.02),*,(* - *),3.14,(2.14 - 4.59)
Minnesota,4.7,(3.72 - 5.91),7.57,(6.02 - 9.47),2.18,(1.60 - 2.96),3,(2.39 - 3.76)
Regions 1 and 2,6.07,(4.01 - 9.08),9.22,(6.17 - 13.54),2.47,(1.44 - 4.21),3.45,(2.32 - 5.10)
Regions 3 and 4,3.81,(2.48 - 5.83),6.78,(4.57 - 9.93),1.69,(0.99 - 2.89),2.52,(1.72 - 3.69)
Regions 5 and 6,4.81,(3.22 - 7.12),7.95,(5.39 - 11.55),1.89,(1.14 - 3.12),2.84,(1.98 - 4.06)
Region 7A (Hennepin),4.72,(3.16 - 6.99),7.76,(5.34 - 11.16),2.83,(1.72 - 4.63),3.57,(2.42 - 5.24)
Region 7B (Ramsey),4.21,(2.69 - 6.53),7.61,(4.92 - 11.58),*,(* - *),3.07,(2.06 - 4.55)
Region 7C,4.86,(3.29 - 7.14),6.78,(4.55 - 9.99),1.95,(1.17 - 3.21),2.64,(1.79 - 3.87)
Mississippi,4.58,(3.69 - 5.67),7.56,(6.05 - 9.40),2.36,(1.76 - 3.18),3.21,(2.59 - 3.97)
Region 1,4.39,(2.94 - 6.50),7.15,(4.81 - 10.52),2.1,(1.24 - 3.56),2.89,(1.94 - 4.28)
Region 2,4.97,(3.38 - 7.25),7.53,(5.05 - 11.09),2.63,(1.58 - 4.33),3.45,(2.36 - 5.02)
Region 3,4.12,(2.72 - 6.21),6.69,(4.53 - 9.77),2.12,(1.26 - 3.54),2.91,(1.97 - 4.28)
Region 4,4.1,(2.74 - 6.10),7.31,(4.91 - 10.73),2.12,(1.26 - 3.54),2.97,(2.04 - 4.31)
