Areas 3 and 4,15.49,(12.09 - 19.62),51.76,(45.13 - 58.34),29.79,(25.04 - 35.02),33.05,(28.74 - 37.66)
Areas 5 and 6,13.96,(10.73 - 17.98),41.94,(36.09 - 48.03),29.08,(24.50 - 34.13),31.1,(26.97 - 35.55)
"Areas 7, 12, and 13",11.95,(9.05 - 15.63),39.68,(33.66 - 46.03),28.3,(23.53 - 33.62),30.03,(25.68 - 34.78)
"Areas 8, 10, and 11",14.02,(10.88 - 17.89),46.06,(40.25 - 51.98),26.95,(22.41 - 32.02),29.58,(25.46 - 34.05)
Area 9,12.21,(9.48 - 15.58),41.92,(35.70 - 48.41),26.81,(22.67 - 31.39),29,(25.18 - 33.14)
California,8.49,(7.56 - 9.52),30.27,(28.68 - 31.91),18.39,(17.01 - 19.85),20.24,(19.03 - 21.50)
Region 1,11.49,(8.83 - 14.83),*,(* - *),25.6,(21.31 - 30.41),27.68,(23.68 - 32.07)
Region 2,9.45,(7.43 - 11.95),32.3,(28.15 - 36.74),20.64,(17.54 - 24.13),22.36,(19.53 - 25.46)
Region 3,8.66,(6.52 - 11.43),32.15,(26.68 - 38.15),21.51,(17.74 - 25.83),23.21,(19.72 - 27.10)
Region 4,8.86,(6.74 - 11.56),31.12,(26.02 - 36.72),16.14,(13.35 - 19.38),17.95,(15.29 - 20.96)
Region 5,7.93,(6.13 - 10.21),31.65,(27.04 - 36.65),16.17,(13.56 - 19.16),18.3,(15.82 - 21.07)
Region 6 (Santa Clara),8.03,(6.14 - 10.45),28.95,(23.91 - 34.56),14.94,(12.36 - 17.95),16.94,(14.43 - 19.78)
Region 7,7.74,(5.68 - 10.47),30.32,(24.86 - 36.41),17.83,(14.45 - 21.80),19.95,(16.74 - 23.61)
Region 8,7.47,(5.61 - 9.89),26.49,(21.88 - 31.68),18.52,(15.30 - 22.25),19.94,(16.97 - 23.28)
Region 9,9.82,(7.37 - 12.96),31.76,(26.67 - 37.32),21.33,(17.56 - 25.66),23.14,(19.68 - 27.00)
Region 10,8.62,(6.54 - 11.29),28.77,(23.87 - 34.23),16.61,(13.58 - 20.16),18.56,(15.69 - 21.82)
Region 11 (Los Angeles),7.26,(5.96 - 8.81),27.94,(25.23 - 30.83),18.27,(16.12 - 20.63),19.83,(17.94 - 21.86)
Region 12,9.28,(7.24 - 11.82),29.46,(24.99 - 34.36),19.51,(16.33 - 23.14),21.22,(18.28 - 24.50)
Region 13 (Riverside),9.4,(7.26 - 12.09),31.91,(26.98 - 37.28),19.96,(16.49 - 23.96),21.78,(18.54 - 25.39)
Region 14 (Orange),9.68,(7.57 - 12.30),32.43,(27.96 - 37.24),17.22,(14.31 - 20.57),19.48,(16.79 - 22.49)
Region 15,9.01,(7.05 - 11.45),31.31,(27.17 - 35.77),17.93,(15.28 - 20.92),20.18,(17.75 - 22.86)
Colorado,11.85,(10.01 - 13.97),40.69,(37.23 - 44.24),21.31,(18.95 - 23.88),24.18,(22.03 - 26.47)
Region 1,12.25,(9.37 - 15.87),43.19,(36.90 - 49.70),20.34,(16.75 - 24.46),24.36,(20.97 - 28.10)
Regions 2 and 7,11.71,(9.44 - 14.44),39.35,(34.84 - 44.06),21.08,(18.16 - 24.33),23.71,(21.02 - 26.63)
Region 3,11.52,(8.66 - 15.18),41.63,(35.19 - 48.38),21.05,(17.21 - 25.49),24.07,(20.42 - 28.14)
Region 4,12.68,(9.39 - 16.91),*,(* - *),23.87,(19.58 - 28.76),26.29,(22.23 - 30.81)
Regions 5 and 6,11.96,(8.91 - 15.87),42.26,(35.71 - 49.09),22.51,(18.36 - 27.27),25.4,(21.48 - 29.75)
Connecticut,11.8,(10.07 - 13.77),42.51,(39.14 - 45.96),20.48,(17.96 - 23.26),23.4,(21.13 - 25.84)
Eastern,12.78,(9.72 - 16.62),*,(* - *),23.01,(18.73 - 27.93),26.97,(22.96 - 31.39)
North Central,11.82,(9.23 - 15.02),43.45,(38.19 - 48.86),22.28,(18.39 - 26.72),24.99,(21.42 - 28.94)
Northwestern,12.8,(9.92 - 16.37),42.42,(36.79 - 48.25),20.26,(16.53 - 24.58),22.95,(19.49 - 26.83)
South Central,11.69,(9.18 - 14.78),40.16,(34.57 - 46.03),18.9,(15.51 - 22.82),21.82,(18.64 - 25.39)
Southwest,10.17,(7.65 - 13.40),41.17,(34.82 - 47.83),18.56,(14.99 - 22.75),21.27,(17.85 - 25.14)
Delaware,11.2,(9.52 - 13.14),37.88,(34.67 - 41.19),24.48,(21.95 - 27.21),26.44,(24.19 - 28.83)
Kent,10.7,(8.10 - 14.00),38.98,(33.56 - 44.69),26.71,(22.46 - 31.43),28.65,(24.81 - 32.82)
New Castle (excluding Wilmington City),11.14,(9.04 - 13.66),36.95,(32.75 - 41.35),21.27,(18.31 - 24.57),23.71,(21.04 - 26.60)
Sussex,13.31,(10.35 - 16.97),41.5,(35.61 - 47.65),29.13,(24.76 - 33.93),30.51,(26.45 - 34.89)
Wilmington City,8.52,(6.27 - 11.49),35.35,(29.13 - 42.11),27.54,(22.58 - 33.12),28.77,(24.28 - 33.73)
District of Columbia,7.28,(5.98 - 8.82),34.55,(31.39 - 37.87),24.53,(21.99 - 27.26),26.13,(23.85 - 28.54)
Ward 1,6.76,(4.83 - 9.37),*,(* - *),27.86,(23.01 - 33.28),28.89,(24.48 - 33.75)
Ward 2,*,(* - *),35.25,(30.22 - 40.62),24.51,(20.29 - 29.29),27.16,(23.49 - 31.17)
Ward 3,9.39,(6.91 - 12.65),38.38,(31.99 - 45.21),18.77,(15.31 - 22.81),21.88,(18.56 - 25.60)
Ward 4,6.89,(4.93 - 9.54),*,(* - *),19.3,(15.41 - 23.89),20.41,(16.70 - 24.71)
Ward 5,6.78,(4.89 - 9.33),32.37,(26.96 - 38.30),23.98,(19.82 - 28.70),25.19,(21.37 - 29.43)
Ward 6,6.77,(4.83 - 9.41),*,(* - *),24.9,(20.39 - 30.03),26.45,(22.18 - 31.22)
Ward 7,6.63,(4.90 - 8.90),29.12,(23.39 - 35.61),27.58,(22.84 - 32.89),27.77,(23.38 - 32.64)
Ward 8,7.81,(5.77 - 10.48),35.9,(29.75 - 42.56),34.79,(29.24 - 40.79),34.98,(30.10 - 40.20)
Florida,9.72,(8.81 - 10.71),35.27,(33.66 - 36.92),24.01,(22.49 - 25.61),25.48,(24.12 - 26.89)
Region A,10.79,(9.09 - 12.77),38.12,(34.45 - 41.93),27.63,(24.46 - 31.04),29.48,(26.63 - 32.49)
Circuit 1,11.23,(8.80 - 14.23),39.22,(33.47 - 45.28),27.97,(23.51 - 32.91),29.72,(25.63 - 34.15)
Circuit 2,9.45,(7.15 - 12.39),35.4,(30.23 - 40.93),24.03,(19.89 - 28.71),26.74,(23.03 - 30.81)
Circuit 14,11.78,(9.00 - 15.28),41.62,(35.13 - 48.42),31.21,(26.19 - 36.72),32.68,(28.01 - 37.71)
Region B,10.57,(9.03 - 12.33),38.25,(35.16 - 41.44),26.53,(23.93 - 29.29),28.35,(26.02 - 30.80)
Circuits 3 and 8,11.88,(9.12 - 15.35),38.52,(33.18 - 44.14),29.51,(24.99 - 34.48),31.42,(27.41 - 35.72)
Circuit 4,9.55,(7.55 - 12.01),37.24,(32.68 - 42.05),26.46,(22.70 - 30.59),28.13,(24.73 - 31.80)
Circuit 7,11.08,(8.63 - 14.12),39.69,(34.02 - 45.66),24.71,(20.85 - 29.01),26.45,(22.84 - 30.40)
Region C,10.4,(9.10 - 11.87),36.9,(34.26 - 39.62),24.42,(22.27 - 26.70),26.01,(24.05 - 28.07)
Circuit 5,10.04,(7.82 - 12.79),34.51,(29.22 - 40.21),24.25,(20.38 - 28.59),25.2,(21.56 - 29.23)
Circuit 9,9.64,(7.58 - 12.19),37.06,(32.68 - 41.68),23.17,(19.70 - 27.05),25.51,(22.39 - 28.92)
Circuit 10,10.86,(8.28 - 14.11),35.28,(29.53 - 41.50),27.32,(22.83 - 32.32),28.35,(24.19 - 32.91)
Circuit 18,10.81,(8.53 - 13.61),39.77,(34.46 - 45.32),23.58,(20.10 - 27.45),25.54,(22.27 - 29.12)
Circuit 19,11.7,(8.99 - 15.09),36.68,(30.94 - 42.82),25.2,(21.23 - 29.65),26.37,(22.62 - 30.49)
Region D,7.44,(6.36 - 8.69),28.92,(26.53 - 31.44),21.23,(19.25 - 23.36),22.2,(20.40 - 24.10)
Circuits 11 and 16,6.79,(5.36 - 8.56),25.16,(21.78 - 28.88),20.3,(17.56 - 23.34),20.96,(18.50 - 23.66)
Circuit 15 (Palm Beach),9.03,(7.11 - 11.40),36.98,(32.49 - 41.70),22.71,(19.44 - 26.35),24.22,(21.16 - 27.56)
Circuit 17 (Broward),7.39,(5.84 - 9.30),30.02,(26.00 - 34.38),21.48,(18.44 - 24.88),22.52,(19.71 - 25.60)
Region E,11.24,(9.78 - 12.89),39.07,(36.10 - 42.13),24.88,(22.74 - 27.16),26.46,(24.49 - 28.54)
Circuit 6,12.16,(9.77 - 15.03),40.45,(35.10 - 46.04),26.01,(22.40 - 29.97),27.44,(24.05 - 31.10)
Circuit 12,10.73,(8.13 - 14.05),37.97,(31.70 - 44.66),21.9,(18.15 - 26.18),23.4,(19.81 - 27.41)
Circuit 13 (Hillsborough),10.74,(8.53 - 13.44),37.3,(32.54 - 42.33),25.42,(21.83 - 29.38),27.21,(23.95 - 30.72)
Circuit 20,11.09,(8.65 - 14.11),40.72,(35.07 - 46.62),24.97,(21.23 - 29.11),26.54,(23.00 - 30.41)
Georgia,10.3,(8.66 - 12.21),35.3,(32.16 - 38.57),24.74,(22.06 - 27.64),26.35,(23.97 - 28.88)
Region 1,13.32,(10.16 - 17.27),38.53,(32.37 - 45.09),28.04,(23.32 - 33.29),29.51,(25.17 - 34.27)
Region 2,10.99,(8.44 - 14.19),37.76,(32.34 - 43.51),25.42,(20.96 - 30.46),27.34,(23.26 - 31.84)
Region 3,8.89,(6.81 - 11.53),32.2,(27.89 - 36.83),21.58,(18.35 - 25.20),23.17,(20.26 - 26.36)
Region 4,10.47,(7.95 - 13.66),38.14,(32.21 - 44.45),28.43,(23.67 - 33.72),29.91,(25.57 - 34.63)
Region 5,10.69,(7.99 - 14.17),36.12,(30.01 - 42.71),27.19,(22.69 - 32.20),28.7,(24.64 - 33.14)
Hawaii,7.67,(6.22 - 9.43),34.65,(31.19 - 38.27),18.9,(16.41 - 21.67),20.99,(18.72 - 23.46)
Hawaii Island,9.47,(6.93 - 12.82),*,(* - *),20.66,(16.38 - 25.72),22.93,(18.87 - 27.55)
Honolulu,7.31,(5.72 - 9.31),33.73,(29.78 - 37.93),18.43,(15.70 - 21.50),20.55,(18.06 - 23.29)
Kauai and Maui**,7.66,(5.78 - 10.09),35.54,(29.81 - 41.72),19.61,(16.12 - 23.64),21.46,(18.13 - 25.21)
Maui,7.64,(5.50 - 10.52),*,(* - *),19.77,(15.87 - 24.36),21.64,(17.89 - 25.93)
Idaho,10.19,(8.52 - 12.15),38.25,(35.14 - 41.45),21.85,(19.37 - 24.56),24.58,(22.37 - 26.93)
Region 1,11.93,(8.90 - 15.82),40.5,(34.12 - 47.22),24.08,(19.89 - 28.84),26.19,(22.27 - 30.52)
Region 2,10.42,(7.52 - 14.28),*,(* - *),21.98,(17.89 - 26.71),24.8,(20.96 - 29.08)
Region 3,9.46,(7.07 - 12.54),35.08,(29.38 - 41.24),22.9,(18.98 - 27.35),24.83,(21.20 - 28.87)
Region 4,10.86,(8.34 - 14.02),43.62,(38.38 - 49.00),21.71,(18.14 - 25.75),25.3,(22.02 - 28.89)
Region 5,10.44,(7.80 - 13.85),*,(* - *),22.35,(18.20 - 27.13),24.84,(20.93 - 29.21)
Region 6,9.9,(7.32 - 13.26),37.23,(30.97 - 43.95),20.62,(16.89 - 24.93),23.79,(20.32 - 27.63)
Region 7,8.3,(6.10 - 11.20),30.46,(24.93 - 36.61),18.23,(14.68 - 22.42),20.78,(17.50 - 24.50)
Illinois,10.37,(9.40 - 11.42),42.27,(40.51 - 44.04),26.04,(24.47 - 27.68),28.5,(27.11 - 29.92)
Region I (Cook),9.07,(7.74 - 10.60),40.1,(37.38 - 42.89),26.54,(24.19 - 29.02),28.61,(26.53 - 30.78)
Region II,10.32,(8.85 - 12.00),43.8,(40.81 - 46.83),23.3,(21.05 - 25.71),26.24,(24.23 - 28.35)
Region III,11.96,(9.69 - 14.67),39.64,(35.69 - 43.74),26.51,(23.25 - 30.04),28.78,(25.89 - 31.84)
Region IV,13.83,(11.17 - 17.00),48.56,(43.49 - 53.66),28.63,(24.78 - 32.81),31.5,(28.00 - 35.23)
Region V,11.67,(9.39 - 14.42),46.73,(42.36 - 51.14),29.86,(26.04 - 33.98),32.37,(28.99 - 35.95)
Indiana,12.14,(10.41 - 14.10),42.68,(39.53 - 45.89),27.6,(24.87 - 30.52),29.91,(27.47 - 32.47)
Central,11,(8.55 - 14.05),42.28,(36.80 - 47.96),27,(23.10 - 31.30),29.18,(25.59 - 33.04)
East,13.13,(9.81 - 17.36),*,(* - *),30.89,(25.71 - 36.59),32.62,(27.92 - 37.71)
North Central,11.55,(8.73 - 15.12),44.18,(37.65 - 50.91),27.1,(22.53 - 32.22),29.66,(25.41 - 34.29)
Northeast,10.18,(7.51 - 13.65),40.5,(34.43 - 46.89),24.67,(20.38 - 29.52),27.05,(23.09 - 31.41)
Northwest,11.53,(8.83 - 14.91),40.12,(33.82 - 46.77),26.29,(22.01 - 31.07),28.24,(24.26 - 32.60)
Southeast,14.76,(11.26 - 19.12),*,(* - *),29.44,(24.57 - 34.83),31.8,(27.25 - 36.73)
Southwest,13.28,(9.95 - 17.51),*,(* - *),30.81,(25.57 - 36.59),33.13,(28.25 - 38.40)
West,13.88,(10.57 - 18.00),40.86,(34.95 - 47.05),26.8,(22.14 - 32.04),29.87,(25.68 - 34.43)
Iowa,12.62,(10.78 - 14.73),43.18,(39.91 - 46.52),24.6,(22.07 - 27.33),27.48,(25.22 - 29.86)
Central,13.95,(10.70 - 17.99),47.44,(41.05 - 53.91),27.03,(22.51 - 32.08),30.06,(25.87 - 34.61)
North Central,12.65,(9.50 - 16.67),40.61,(34.35 - 47.18),23.16,(18.85 - 28.12),26.39,(22.40 - 30.80)
Northeast,12.64,(10.00 - 15.86),45.55,(40.03 - 51.18),24.84,(21.08 - 29.01),28.08,(24.66 - 31.77)
Northwest,13.08,(10.06 - 16.83),43.55,(37.00 - 50.35),23.49,(19.64 - 27.83),26.27,(22.64 - 30.26)
Southeast,11.19,(8.55 - 14.51),39.23,(33.57 - 45.19),23.77,(20.03 - 27.97),26.33,(22.91 - 30.06)
Southwest,12.67,(9.62 - 16.52),42.38,(36.10 - 48.92),25.11,(20.59 - 30.24),27.38,(23.15 - 32.06)
Kansas,13.73,(11.78 - 15.95),42.46,(39.15 - 45.84),26.38,(23.79 - 29.15),28.98,(26.66 - 31.41)
Kansas City Metro,13.64,(10.84 - 17.02),41.67,(36.74 - 46.78),25.24,(21.57 - 29.31),27.97,(24.64 - 31.56)
Northeast,14.8,(11.58 - 18.73),44.28,(38.20 - 50.54),27.49,(23.27 - 32.16),30.41,(26.54 - 34.57)
South Central,13.03,(10.02 - 16.76),*,(* - *),24.74,(20.41 - 29.64),26.81,(22.79 - 31.24)
Southeast,15.31,(11.41 - 20.24),*,(* - *),30.27,(24.99 - 36.13),32.37,(27.48 - 37.68)
West,13.27,(9.98 - 17.43),*,(* - *),24.62,(20.12 - 29.75),27.75,(23.50 - 32.45)
Wichita (Sedgwick),12.93,(9.77 - 16.92),42.18,(36.13 - 48.47),28.1,(23.94 - 32.68),30.33,(26.52 - 34.43)
Kentucky,17.53,(15.32 - 19.98),48.13,(44.81 - 51.46),29.81,(26.91 - 32.90),32.42,(29.83 - 35.13)
"Adanta, Cumberland River, and Lifeskills",19.57,(15.55 - 24.33),49.48,(43.34 - 55.64),33.38,(28.27 - 38.92),35.66,(30.98 - 40.63)
"Bluegrass, Comprehend, and North Key",16.92,(13.72 - 20.70),47.25,(42.01 - 52.55),27.9,(23.80 - 32.40),30.9,(27.18 - 34.88)
Communicare and River Valley,17.16,(13.36 - 21.77),*,(* - *),31.69,(26.81 - 37.00),34.39,(29.88 - 39.21)
Four Rivers and Pennyroyal,19.48,(15.04 - 24.85),*,(* - *),29.54,(24.76 - 34.81),32.17,(27.73 - 36.96)
"Kentucky River, Mountain, and Pathways",18.75,(14.99 - 23.21),49.06,(43.01 - 55.13),33.7,(28.64 - 39.17),35.86,(31.29 - 40.70)
Seven Counties,15.31,(12.19 - 19.06),46.17,(40.35 - 52.09),26.57,(22.51 - 31.07),29.1,(25.35 - 33.14)
Louisiana,10.57,(9.05 - 12.30),38.58,(35.53 - 41.73),28.2,(25.32 - 31.27),29.92,(27.39 - 32.58)
Region 1,7.8,(5.70 - 10.58),*,(* - *),29.04,(23.88 - 34.80),29.76,(25.09 - 34.91)
Regions 2 and 9,10.54,(8.27 - 13.34),38.17,(33.35 - 43.23),25.13,(21.34 - 29.35),27.41,(24.04 - 31.06)
Region 3,11.41,(8.56 - 15.06),*,(* - *),29.99,(24.86 - 35.69),32.14,(27.47 - 37.21)
Region 4,11.2,(8.60 - 14.45),40.93,(34.56 - 47.62),28.23,(23.48 - 33.53),30.36,(25.99 - 35.12)
Regions 5 and 6,12.37,(9.36 - 16.16),41.81,(35.79 - 48.08),32.26,(27.27 - 37.69),33.8,(29.35 - 38.56)
Regions 7 and 8,10.28,(7.89 - 13.29),37.2,(31.85 - 42.88),27.66,(23.29 - 32.51),29.26,(25.35 - 33.49)
Region 10 (Jefferson),10.71,(8.07 - 14.07),38.18,(31.79 - 45.00),28.59,(23.57 - 34.21),29.99,(25.36 - 35.08)
Maine,13.94,(11.98 - 16.16),45.36,(42.24 - 48.52),25.48,(22.86 - 28.28),28.09,(25.73 - 30.58)
Aroostook/Downeast,15.89,(12.07 - 20.64),*,(* - *),26,(21.40 - 31.20),28.36,(24.03 - 33.12)
Central,14.99,(11.43 - 19.40),45.53,(39.47 - 51.72),25.92,(21.63 - 30.74),28.5,(24.51 - 32.86)
Cumberland,12.12,(9.32 - 15.63),45.3,(39.57 - 51.16),23.88,(19.92 - 28.36),26.74,(23.02 - 30.82)
Midcoast,14.85,(11.28 - 19.29),48.13,(41.46 - 54.86),23.75,(19.55 - 28.53),26.48,(22.54 - 30.84)
Penquis,13.01,(9.83 - 17.02),41.49,(35.63 - 47.61),25.3,(20.75 - 30.45),27.86,(23.72 - 32.42)
Western,14.89,(11.40 - 19.22),47.14,(41.30 - 53.06),29.55,(24.79 - 34.79),31.98,(27.60 - 36.71)
York,13.08,(10.15 - 16.70),45.85,(39.59 - 52.25),24.54,(20.58 - 28.99),27.11,(23.40 - 31.18)
Maryland,9.87,(8.31 - 11.68),34.96,(31.81 - 38.26),22.27,(19.75 - 25.02),24.05,(21.75 - 26.52)
Anne Arundel,10.59,(7.85 - 14.14),*,(* - *),23.26,(18.69 - 28.56),25.6,(21.24 - 30.52)
Baltimore City,8.05,(5.84 - 10.98),28.45,(22.95 - 34.68),31.85,(26.53 - 37.70),31.29,(26.59 - 36.41)
Baltimore County,10.34,(7.79 - 13.61),34.81,(29.18 - 40.90),23.4,(19.05 - 28.39),24.98,(20.96 - 29.49)
Montgomery,9.55,(7.05 - 12.83),34.15,(28.48 - 40.31),14.9,(12.03 - 18.30),17.18,(14.39 - 20.40)
North Central,11.44,(8.41 - 15.39),*,(* - *),18.61,(15.01 - 22.84),21.22,(17.70 - 25.23)
Northeast,11.98,(8.97 - 15.82),*,(* - *),24.12,(19.61 - 29.29),26.45,(22.21 - 31.17)
Prince George's,6.92,(5.09 - 9.34),28.46,(23.60 - 33.88),20.55,(16.77 - 24.92),21.81,(18.35 - 25.72)
South,11.45,(8.66 - 14.99),39.87,(33.44 - 46.67),24.94,(20.45 - 30.03),27.1,(22.91 - 31.74)
West,11.5,(8.54 - 15.30),*,(* - *),24.02,(19.54 - 29.15),26.12,(21.88 - 30.85)
Massachusetts,10.82,(9.12 - 12.79),40.25,(37.14 - 43.43),21.89,(19.44 - 24.55),24.48,(22.26 - 26.84)
Boston,8.62,(6.37 - 11.56),36.49,(30.76 - 42.64),25.1,(20.58 - 30.24),27.44,(23.38 - 31.91)
Central,11.95,(8.94 - 15.81),41.15,(34.76 - 47.86),22.38,(18.29 - 27.07),24.94,(21.12 - 29.18)
Metrowest,9.73,(7.40 - 12.70),38.01,(32.35 - 44.03),17.22,(14.10 - 20.86),19.88,(16.94 - 23.19)
Northeast,10.71,(8.17 - 13.92),41.13,(35.29 - 47.23),22.74,(18.93 - 27.05),25.08,(21.50 - 29.04)
Southeast,11.68,(9.03 - 14.99),44.15,(38.11 - 50.38),23.14,(19.15 - 27.67),25.72,(21.99 - 29.84)
Western,12.01,(9.07 - 15.72),41.72,(36.01 - 47.67),24.05,(19.81 - 28.88),26.86,(22.98 - 31.14)
Michigan,11.73,(10.74 - 12.81),45.07,(43.39 - 46.77),27.17,(25.67 - 28.73),29.82,(28.51 - 31.17)
Bay,14.63,(11.62 - 18.25),48.41,(42.28 - 54.58),29.07,(24.94 - 33.57),31.66,(27.81 - 35.77)
Detroit City,7,(5.41 - 9.01),37.1,(32.61 - 41.81),31.68,(27.58 - 36.08),32.53,(28.91 - 36.37)
Genesee,11.19,(8.78 - 14.16),46.79,(41.16 - 52.51),30.11,(25.80 - 34.81),32.52,(28.53 - 36.78)
Kalamazoo,12.7,(10.18 - 15.72),46.95,(42.01 - 51.95),27.15,(23.45 - 31.19),30.37,(27.01 - 33.95)
Kent,10.84,(8.52 - 13.70),48.02,(42.98 - 53.09),24.1,(20.58 - 28.01),28.19,(25.00 - 31.60)
Lakeshore,14.4,(11.51 - 17.87),43.16,(38.10 - 48.37),25.35,(21.84 - 29.21),28.11,(24.91 - 31.54)
Macomb,14.14,(11.43 - 17.37),48.34,(43.32 - 53.41),30.18,(26.67 - 33.94),32.58,(29.34 - 35.98)
Mid South,12.66,(10.35 - 15.41),44.43,(40.10 - 48.85),26.81,(23.35 - 30.58),29.91,(26.85 - 33.16)
Northern,12.34,(9.94 - 15.21),46.57,(41.54 - 51.66),26.2,(22.65 - 30.08),29.04,(25.78 - 32.52)
Oakland,11.4,(9.41 - 13.75),45.83,(41.63 - 50.10),23.54,(20.63 - 26.73),26.3,(23.63 - 29.16)
Pathways,*,(* - *),*,(* - *),29.69,(25.01 - 34.84),32.92,(28.52 - 37.64)
Saginaw,11.8,(8.97 - 15.37),*,(* - *),29.23,(24.51 - 34.44),31.23,(26.85 - 35.97)
Southeast,11.33,(9.38 - 13.64),46.4,(42.43 - 50.41),28.64,(25.37 - 32.15),31.01,(28.07 - 34.12)
St. Clair,11.24,(8.55 - 14.64),46.47,(39.96 - 53.11),29.65,(25.12 - 34.61),31.9,(27.70 - 36.41)
Washtenaw,10.14,(7.95 - 12.85),40.8,(35.42 - 46.41),21.2,(18.06 - 24.72),24.94,(22.03 - 28.10)
Western,*,(* - *),*,(* - *),26.3,(21.57 - 31.63),28.53,(24.17 - 33.32)
Minnesota,12.12,(10.36 - 14.13),47.26,(43.75 - 50.78),22.98,(20.56 - 25.59),26.7,(24.51 - 29.02)
Regions 1 and 2,13.31,(10.06 - 17.40),*,(* - *),23.55,(18.98 - 28.82),26.6,(22.30 - 31.39)
Regions 3 and 4,13.05,(10.10 - 16.69),53.54,(47.17 - 59.79),24.98,(21.06 - 29.36),29.65,(26.06 - 33.50)
Regions 5 and 6,12.65,(9.75 - 16.25),46.8,(40.39 - 53.31),22.48,(18.79 - 26.66),26.29,(22.85 - 30.04)
Region 7A (Hennepin),10.89,(8.21 - 14.31),42.84,(37.32 - 48.55),22.32,(18.53 - 26.62),25.4,(21.91 - 29.24)
Region 7B (Ramsey),11.14,(8.25 - 14.87),*,(* - *),24.15,(19.79 - 29.12),28.03,(23.88 - 32.58)
Region 7C,11.82,(9.23 - 15.01),48.86,(42.64 - 55.12),21.81,(18.32 - 25.75),25.66,(22.37 - 29.25)
Mississippi,10.46,(8.83 - 12.36),38.42,(35.30 - 41.65),27.04,(24.25 - 30.02),28.89,(26.44 - 31.47)
Region 1,11.9,(9.12 - 15.40),42.96,(36.93 - 49.21),29.01,(24.58 - 33.87),31.18,(27.16 - 35.51)
Region 2,8.6,(6.47 - 11.35),33.22,(27.59 - 39.38),27.71,(23.03 - 32.93),28.63,(24.40 - 33.28)
Region 3,10.01,(7.54 - 13.17),37.49,(31.78 - 43.56),26.06,(21.57 - 31.11),28.03,(23.97 - 32.48)
Region 4,10.37,(7.86 - 13.56),36.8,(31.23 - 42.75),22.89,(18.92 - 27.42),25.17,(21.57 - 29.14)
Region 5,9.14,(6.63 - 12.47),*,(* - *),26.95,(21.90 - 32.69),27.85,(23.25 - 32.97)
Region 6,10.4,(7.74 - 13.83),35.93,(29.84 - 42.51),26.36,(21.75 - 31.55),28.06,(23.87 - 32.68)
Region 7,11.56,(8.85 - 14.97),44.33,(38.56 - 50.25),29.61,(24.93 - 34.76),31.85,(27.58 - 36.44)
