Region 10,15.61,(12.13 - 19.88),32.32,(26.30 - 39.00),9,(6.32 - 12.67),12.74,(9.94 - 16.19)
Region 11 (Los Angeles),11.81,(10.05 - 13.83),23.38,(20.87 - 26.09),7.55,(6.14 - 9.25),10.11,(8.77 - 11.62)
Region 12,12.87,(10.05 - 16.33),24.24,(19.76 - 29.37),6.48,(4.55 - 9.16),9.54,(7.54 - 12.01)
Region 13 (Riverside),14.41,(11.28 - 18.23),28.77,(23.30 - 34.94),6.72,(4.75 - 9.43),10.07,(7.97 - 12.64)
Region 14 (Orange),13.91,(11.05 - 17.37),27,(22.41 - 32.14),6.85,(4.93 - 9.44),9.85,(7.88 - 12.24)
Region 15,13.96,(11.08 - 17.42),28.66,(24.45 - 33.29),7.63,(5.69 - 10.15),11.18,(9.28 - 13.41)
Colorado,16.69,(14.52 - 19.11),33.99,(30.79 - 37.34),8.19,(6.65 - 10.06),12.01,(10.52 - 13.69)
Region 1,14.92,(11.10 - 19.77),*,(* - *),6.99,(4.75 - 10.17),12.15,(9.69 - 15.15)
Regions 2 and 7,18.05,(15.11 - 21.41),34.81,(30.47 - 39.42),8.82,(6.78 - 11.39),12.56,(10.57 - 14.86)
Region 3,15.39,(11.43 - 20.42),*,(* - *),7.14,(4.78 - 10.53),10.73,(8.24 - 13.87)
Region 4,15.28,(11.17 - 20.56),*,(* - *),6.93,(4.56 - 10.38),9.33,(6.77 - 12.74)
Regions 5 and 6,14.87,(10.99 - 19.82),*,(* - *),8.36,(5.67 - 12.16),12.14,(9.28 - 15.73)
Connecticut,17.79,(15.66 - 20.13),37.72,(34.12 - 41.46),8.76,(7.17 - 10.67),12.59,(11.06 - 14.30)
Eastern,18.12,(13.83 - 23.39),*,(* - *),9.23,(6.39 - 13.16),14.86,(11.70 - 18.70)
North Central,17.04,(13.50 - 21.29),37.48,(31.82 - 43.51),8.78,(6.29 - 12.13),12.45,(9.96 - 15.46)
Northwestern,19.1,(15.23 - 23.68),*,(* - *),8.91,(6.27 - 12.51),12.63,(9.95 - 15.90)
South Central,18.91,(15.22 - 23.23),37.25,(31.06 - 43.90),9.76,(7.16 - 13.16),13.54,(10.94 - 16.64)
Southwest,15.97,(12.37 - 20.38),*,(* - *),7.14,(4.89 - 10.31),10.24,(7.87 - 13.22)
Delaware,13.43,(11.49 - 15.63),31.37,(28.18 - 34.76),6.48,(5.22 - 8.02),10.12,(8.86 - 11.54)
Kent,12.04,(8.96 - 15.99),22.76,(17.75 - 28.69),6.27,(4.19 - 9.27),8.88,(6.75 - 11.59)
New Castle (excluding Wilmington City),13.71,(11.10 - 16.83),34.17,(29.77 - 38.85),5.67,(4.18 - 7.66),10.11,(8.54 - 11.92)
Sussex,14.15,(10.85 - 18.24),27.75,(22.34 - 33.90),6.32,(4.35 - 9.09),8.68,(6.63 - 11.30)
Wilmington City,13.05,(9.33 - 17.96),*,(* - *),*,(* - *),15.55,(11.58 - 20.57)
District of Columbia,13.37,(11.33 - 15.71),34.1,(30.81 - 37.54),10.93,(9.22 - 12.90),14.63,(13.01 - 16.41)
Ward 1,12.38,(8.82 - 17.12),*,(* - *),15.16,(10.95 - 20.62),18.49,(14.33 - 23.53)
Ward 2,*,(* - *),37.76,(32.08 - 43.78),14.34,(10.58 - 19.15),20.17,(16.64 - 24.23)
Ward 3,16.4,(12.20 - 21.70),*,(* - *),9.85,(6.95 - 13.80),14.18,(11.17 - 17.83)
Ward 4,13.35,(9.76 - 18.00),*,(* - *),7.68,(5.24 - 11.12),9.75,(7.16 - 13.15)
Ward 5,14.14,(10.49 - 18.80),*,(* - *),10.26,(7.41 - 14.04),13.72,(10.83 - 17.23)
Ward 6,12.47,(8.84 - 17.31),*,(* - *),11.3,(7.88 - 15.95),14.36,(10.87 - 18.72)
Ward 7,12.38,(9.33 - 16.24),*,(* - *),8.52,(5.95 - 12.07),10.87,(8.23 - 14.23)
Ward 8,13.09,(10.01 - 16.94),*,(* - *),10.53,(7.45 - 14.68),14.14,(11.01 - 17.98)
Florida,13.83,(12.78 - 14.96),28.58,(27.05 - 30.15),6.32,(5.58 - 7.15),9.21,(8.51 - 9.96)
Region A,14.98,(12.58 - 17.75),34.47,(30.37 - 38.82),8.23,(6.46 - 10.43),12.87,(11.01 - 14.98)
Circuit 1,15.4,(11.94 - 19.64),*,(* - *),7.4,(5.20 - 10.42),11.39,(8.94 - 14.40)
Circuit 2,15.31,(11.55 - 20.02),38.69,(32.72 - 45.02),10.93,(7.59 - 15.49),17.58,(14.20 - 21.57)
Circuit 14,13.4,(10.03 - 17.68),*,(* - *),6.87,(4.66 - 10.02),9.86,(7.45 - 12.95)
Region B,15.92,(13.66 - 18.46),33.36,(29.97 - 36.93),7.55,(6.07 - 9.35),11.57,(10.06 - 13.28)
Circuits 3 and 8,14.05,(10.58 - 18.42),31.85,(26.13 - 38.17),6.8,(4.71 - 9.73),12.14,(9.75 - 15.01)
Circuit 4,16.8,(13.46 - 20.77),32.99,(27.88 - 38.54),8.99,(6.62 - 12.10),12.72,(10.34 - 15.54)
Circuit 7,16.12,(12.46 - 20.60),*,(* - *),6.18,(4.26 - 8.89),9.64,(7.56 - 12.20)
Region C,13.64,(12.04 - 15.42),28.08,(25.49 - 30.83),5.91,(4.91 - 7.11),8.73,(7.71 - 9.88)
Circuit 5,12.92,(10.09 - 16.40),28.27,(22.86 - 34.40),4.88,(3.39 - 6.98),7.02,(5.43 - 9.04)
Circuit 9,13.32,(10.52 - 16.73),26.95,(22.59 - 31.79),6.6,(4.81 - 9.01),10.04,(8.18 - 12.26)
Circuit 10,12.47,(9.34 - 16.47),20.74,(15.75 - 26.80),4.44,(2.98 - 6.57),6.55,(4.87 - 8.74)
Circuit 18,15.42,(12.17 - 19.34),34.47,(29.20 - 40.15),7.26,(5.31 - 9.85),10.56,(8.52 - 13.02)
Circuit 19,13.84,(10.43 - 18.13),*,(* - *),5.77,(3.84 - 8.58),8.27,(6.16 - 11.02)
Region D,12.05,(10.57 - 13.69),24.69,(22.39 - 27.14),5.76,(4.81 - 6.88),8.11,(7.17 - 9.16)
Circuits 11 and 16,9.79,(7.83 - 12.18),19.78,(16.64 - 23.35),4.66,(3.46 - 6.25),6.72,(5.48 - 8.22)
Circuit 15 (Palm Beach),16.15,(12.94 - 19.96),36.28,(31.35 - 41.51),7.74,(5.74 - 10.35),10.74,(8.72 - 13.15)
Circuit 17 (Broward),12.78,(10.49 - 15.49),25.44,(21.59 - 29.71),5.86,(4.43 - 7.72),8.23,(6.77 - 9.96)
Region E,14.77,(13.01 - 16.72),28.28,(25.51 - 31.22),6.25,(5.16 - 7.55),8.69,(7.61 - 9.90)
Circuit 6,15.01,(12.12 - 18.46),29.82,(24.64 - 35.58),5.84,(4.23 - 8.00),8.2,(6.53 - 10.24)
Circuit 12,15.38,(11.99 - 19.51),*,(* - *),5.63,(3.80 - 8.26),7.84,(5.86 - 10.42)
Circuit 13 (Hillsborough),15,(11.95 - 18.67),26.62,(22.05 - 31.76),8,(5.86 - 10.83),10.8,(8.67 - 13.36)
Circuit 20,13.74,(10.70 - 17.48),28.04,(22.82 - 33.94),5.55,(3.93 - 7.78),7.78,(6.06 - 9.94)
Georgia,11.86,(10.07 - 13.91),25.6,(22.82 - 28.60),7.12,(5.79 - 8.73),9.94,(8.64 - 11.41)
Region 1,11.55,(8.60 - 15.34),20.75,(15.82 - 26.72),5.46,(3.64 - 8.11),7.61,(5.66 - 10.15)
Region 2,12.29,(9.27 - 16.12),25.23,(20.07 - 31.19),6.81,(4.61 - 9.94),9.68,(7.37 - 12.61)
Region 3,11.7,(9.14 - 14.85),28.63,(24.36 - 33.30),8.52,(6.37 - 11.32),11.53,(9.42 - 14.03)
Region 4,11.82,(8.74 - 15.80),21.43,(16.41 - 27.47),5.64,(3.78 - 8.34),8.05,(6.03 - 10.67)
Region 5,12.13,(8.91 - 16.29),*,(* - *),6.08,(4.03 - 9.07),9.33,(7.01 - 12.30)
Hawaii,14.99,(12.70 - 17.62),29.12,(25.87 - 32.60),7.14,(5.60 - 9.07),10.06,(8.56 - 11.78)
Hawaii Island,16.56,(12.18 - 22.13),*,(* - *),10.35,(7.03 - 14.98),12.71,(9.39 - 16.99)
Honolulu,14.38,(11.80 - 17.41),28.66,(25.07 - 32.54),6.07,(4.48 - 8.18),9.21,(7.64 - 11.06)
Kauai and Maui**,16.23,(12.66 - 20.57),*,(* - *),9.33,(6.66 - 12.93),11.81,(9.13 - 15.16)
Maui,16.18,(12.06 - 21.36),*,(* - *),9.76,(6.59 - 14.21),12.22,(9.08 - 16.27)
Idaho,12.42,(10.63 - 14.47),25.45,(22.77 - 28.33),5.56,(4.46 - 6.90),8.87,(7.76 - 10.11)
Region 1,14.73,(10.93 - 19.55),*,(* - *),5.57,(3.73 - 8.25),8.67,(6.60 - 11.29)
Region 2,13.55,(9.76 - 18.53),*,(* - *),5.72,(3.64 - 8.88),10.42,(7.88 - 13.66)
Region 3,13.73,(10.36 - 17.96),21.32,(16.39 - 27.26),4.91,(3.30 - 7.27),7.52,(5.71 - 9.86)
Region 4,13.76,(10.55 - 17.76),31.17,(26.43 - 36.33),7.3,(5.27 - 10.03),11.22,(9.17 - 13.66)
Region 5,11.03,(8.08 - 14.89),*,(* - *),4.65,(3.01 - 7.10),7.04,(5.10 - 9.64)
Region 6,10.37,(7.52 - 14.12),21.7,(16.58 - 27.87),4.66,(3.05 - 7.06),7.91,(5.98 - 10.40)
Region 7,9.31,(6.68 - 12.85),*,(* - *),3.75,(2.39 - 5.83),6.95,(5.19 - 9.24)
Illinois,12.89,(11.79 - 14.08),26.67,(25.17 - 28.21),6.24,(5.49 - 7.09),9.33,(8.63 - 10.09)
Region I (Cook),13.57,(11.90 - 15.43),27.63,(25.21 - 30.20),7.56,(6.31 - 9.02),10.63,(9.46 - 11.92)
Region II,12.46,(10.77 - 14.37),26.64,(24.02 - 29.45),5.26,(4.22 - 6.53),8.32,(7.29 - 9.48)
Region III,13.54,(10.92 - 16.67),24.15,(20.59 - 28.12),5.58,(4.17 - 7.43),8.79,(7.36 - 10.47)
Region IV,12.78,(10.03 - 16.16),24.4,(20.11 - 29.26),5.02,(3.63 - 6.92),7.82,(6.31 - 9.66)
Region V,10.66,(8.32 - 13.57),27.44,(23.66 - 31.57),5.07,(3.74 - 6.85),8.41,(7.02 - 10.05)
Indiana,12.68,(10.95 - 14.64),27.13,(24.33 - 30.13),5.99,(4.83 - 7.41),9.23,(8.06 - 10.55)
Central,14.16,(10.99 - 18.05),28.61,(23.73 - 34.04),7.29,(5.22 - 10.09),10.32,(8.23 - 12.87)
East,11.57,(8.35 - 15.80),*,(* - *),4.88,(3.14 - 7.51),7.83,(5.82 - 10.46)
North Central,12.04,(8.91 - 16.06),*,(* - *),5.87,(3.97 - 8.59),8.81,(6.69 - 11.51)
Northeast,10.2,(7.29 - 14.11),*,(* - *),5.08,(3.33 - 7.66),7.69,(5.75 - 10.22)
Northwest,13.21,(10.02 - 17.22),*,(* - *),6.79,(4.58 - 9.95),9.84,(7.48 - 12.83)
Southeast,13.41,(9.82 - 18.06),*,(* - *),4.91,(3.21 - 7.44),8.09,(6.10 - 10.67)
Southwest,11.55,(8.29 - 15.87),*,(* - *),5.28,(3.39 - 8.13),8.21,(5.98 - 11.18)
West,13.11,(9.75 - 17.41),30.37,(24.73 - 36.67),5.64,(3.71 - 8.49),11.06,(8.76 - 13.87)
Iowa,11.61,(9.83 - 13.66),23.01,(20.38 - 25.86),5.12,(4.04 - 6.47),7.89,(6.82 - 9.12)
Central,15.72,(11.78 - 20.66),*,(* - *),6.9,(4.61 - 10.21),10.13,(7.72 - 13.17)
North Central,10.49,(7.52 - 14.46),*,(* - *),3.96,(2.48 - 6.28),6.69,(4.94 - 9.00)
Northeast,11.06,(8.45 - 14.36),25.21,(20.47 - 30.62),5.19,(3.59 - 7.44),8.32,(6.60 - 10.44)
Northwest,9.32,(6.71 - 12.79),16.07,(11.62 - 21.79),3.62,(2.26 - 5.73),5.34,(3.81 - 7.44)
Southeast,11.92,(8.88 - 15.83),25.69,(20.71 - 31.40),5.86,(4.03 - 8.46),9.15,(7.19 - 11.59)
Southwest,10.86,(7.80 - 14.93),*,(* - *),4.13,(2.71 - 6.25),5.87,(4.30 - 7.96)
Kansas,14.2,(12.20 - 16.47),25.84,(22.95 - 28.97),6.53,(5.31 - 8.02),9.66,(8.44 - 11.03)
Kansas City Metro,17.72,(14.00 - 22.19),30.59,(25.90 - 35.72),8.22,(6.04 - 11.10),11.94,(9.79 - 14.49)
Northeast,12.38,(9.40 - 16.14),*,(* - *),5.35,(3.63 - 7.82),8.56,(6.59 - 11.06)
South Central,12.04,(8.92 - 16.06),*,(* - *),4.84,(3.19 - 7.28),7.4,(5.53 - 9.84)
Southeast,13.71,(9.82 - 18.82),*,(* - *),5.9,(3.76 - 9.15),8.51,(6.04 - 11.88)
West,12.06,(8.89 - 16.17),*,(* - *),5.26,(3.45 - 7.94),7.89,(5.82 - 10.63)
Wichita (Sedgwick),13.34,(9.81 - 17.90),25.38,(19.96 - 31.68),7.25,(5.01 - 10.36),10.11,(7.76 - 13.09)
Kentucky,13.28,(11.56 - 15.21),25.14,(22.32 - 28.19),6.57,(5.36 - 8.02),9.21,(8.02 - 10.55)
"Adanta, Cumberland River, and Lifeskills",11.25,(8.40 - 14.90),18.85,(14.31 - 24.42),4.56,(2.98 - 6.91),6.59,(4.88 - 8.83)
"Bluegrass, Comprehend, and North Key",13.42,(10.62 - 16.83),27.53,(22.86 - 32.75),7.77,(5.63 - 10.63),10.84,(8.70 - 13.42)
Communicare and River Valley,11.9,(8.70 - 16.07),*,(* - *),5.41,(3.60 - 8.05),7.94,(5.90 - 10.61)
Four Rivers and Pennyroyal,13,(9.55 - 17.46),*,(* - *),6.12,(4.08 - 9.07),8.71,(6.47 - 11.62)
"Kentucky River, Mountain, and Pathways",11.33,(8.49 - 14.97),21.31,(16.42 - 27.19),5.21,(3.52 - 7.66),7.47,(5.63 - 9.86)
Seven Counties,16.77,(13.34 - 20.86),30.36,(24.64 - 36.76),8.1,(5.80 - 11.19),10.96,(8.61 - 13.85)
Louisiana,11.42,(9.78 - 13.30),23.92,(21.26 - 26.79),6.36,(5.08 - 7.93),9.28,(8.01 - 10.72)
Region 1,11.01,(7.78 - 15.37),*,(* - *),8.28,(5.37 - 12.53),11.18,(8.09 - 15.26)
Regions 2 and 9,12.49,(9.69 - 15.94),27,(22.38 - 32.17),5.86,(4.10 - 8.30),9.56,(7.70 - 11.81)
Region 3,13.12,(9.56 - 17.73),*,(* - *),7.24,(4.75 - 10.87),9.97,(7.35 - 13.40)
Region 4,10.33,(7.59 - 13.92),18.68,(13.94 - 24.57),5.71,(3.75 - 8.61),7.89,(5.76 - 10.70)
Regions 5 and 6,10.74,(7.74 - 14.70),*,(* - *),5.91,(4.04 - 8.56),8.83,(6.75 - 11.47)
Regions 7 and 8,10.51,(7.97 - 13.74),23.31,(18.58 - 28.82),6.13,(4.23 - 8.79),9.01,(7.01 - 11.51)
Region 10 (Jefferson),11.9,(8.52 - 16.37),*,(* - *),6.25,(4.03 - 9.58),8.46,(6.06 - 11.69)
Maine,17.8,(15.57 - 20.28),38.21,(35.08 - 41.45),8.28,(6.76 - 10.11),12.21,(10.75 - 13.84)
Aroostook/Downeast,16.23,(12.11 - 21.40),*,(* - *),6.49,(4.29 - 9.72),9.59,(7.16 - 12.72)
Central,18.3,(14.20 - 23.26),*,(* - *),8.43,(5.79 - 12.13),12.44,(9.66 - 15.89)
Cumberland,19.32,(15.28 - 24.13),42.75,(36.40 - 49.35),10.33,(7.50 - 14.08),14.66,(11.79 - 18.08)
Midcoast,17.47,(13.26 - 22.67),*,(* - *),7.76,(5.30 - 11.24),10.83,(8.23 - 14.13)
Penquis,16.73,(12.65 - 21.81),38.76,(32.45 - 45.47),7.14,(4.82 - 10.45),12.15,(9.67 - 15.17)
Western,18.79,(14.27 - 24.33),37.8,(31.43 - 44.62),9.41,(6.65 - 13.15),13.34,(10.52 - 16.77)
York,16.75,(13.03 - 21.27),*,(* - *),7,(4.75 - 10.19),10.74,(8.38 - 13.67)
Maryland,13.63,(11.79 - 15.71),28.36,(25.40 - 31.51),6.16,(4.98 - 7.60),9.27,(8.09 - 10.60)
Anne Arundel,14.22,(10.51 - 18.96),*,(* - *),5.55,(3.59 - 8.47),8.9,(6.61 - 11.89)
Baltimore City,14.03,(10.34 - 18.75),*,(* - *),9.99,(6.98 - 14.09),13.22,(10.16 - 17.02)
Baltimore County,13.27,(9.90 - 17.55),29.92,(24.27 - 36.27),5.96,(4.03 - 8.73),9.29,(7.22 - 11.88)
Montgomery,15.44,(11.62 - 20.24),*,(* - *),6.38,(4.32 - 9.34),9.12,(6.91 - 11.95)
North Central,15.96,(11.70 - 21.40),*,(* - *),5.95,(3.86 - 9.06),9.41,(6.97 - 12.59)
Northeast,13.91,(10.32 - 18.49),*,(* - *),5.91,(3.88 - 8.92),9.24,(6.89 - 12.29)
Prince George's,11.54,(8.49 - 15.48),25.37,(20.09 - 31.48),5.43,(3.57 - 8.19),8.61,(6.58 - 11.19)
South,12.85,(9.55 - 17.08),*,(* - *),4.98,(3.15 - 7.79),7.59,(5.54 - 10.32)
West,12.03,(8.61 - 16.56),*,(* - *),4.66,(3.02 - 7.14),7.49,(5.49 - 10.14)
Massachusetts,16.87,(14.70 - 19.28),38.92,(35.68 - 42.25),8.61,(7.12 - 10.39),12.89,(11.45 - 14.49)
Boston,14.49,(10.64 - 19.44),33.97,(27.93 - 40.58),10.37,(7.24 - 14.64),15.23,(12.07 - 19.04)
Central,18.34,(13.99 - 23.66),*,(* - *),9.8,(6.73 - 14.07),14.16,(11.02 - 18.02)
Metrowest,16.25,(12.77 - 20.45),42.18,(35.66 - 48.98),7.95,(5.81 - 10.80),12.33,(10.09 - 14.97)
Northeast,15.23,(11.70 - 19.60),*,(* - *),7.67,(5.44 - 10.70),11.02,(8.69 - 13.88)
Southeast,18.51,(14.60 - 23.18),*,(* - *),8.18,(5.76 - 11.49),11.86,(9.36 - 14.92)
Western,18.21,(13.90 - 23.49),44.78,(38.12 - 51.62),9.3,(6.55 - 13.04),14.94,(12.11 - 18.30)
Michigan,14.38,(13.31 - 15.53),32.43,(30.87 - 34.04),8.21,(7.37 - 9.12),11.8,(11.02 - 12.62)
Bay,14.4,(11.12 - 18.45),*,(* - *),6.96,(4.85 - 9.88),9.31,(7.08 - 12.14)
Detroit City,12.99,(10.39 - 16.12),34.37,(29.40 - 39.70),12.02,(9.24 - 15.50),15.53,(12.87 - 18.63)
Genesee,14.39,(11.28 - 18.19),34.59,(28.86 - 40.79),9.11,(6.72 - 12.25),12.78,(10.30 - 15.76)
Kalamazoo,14.4,(11.53 - 17.84),29.39,(24.86 - 34.36),6.26,(4.55 - 8.54),10.02,(8.22 - 12.16)
Kent,13.11,(10.24 - 16.64),32.99,(28.14 - 38.23),7.75,(5.55 - 10.70),12.06,(9.87 - 14.66)
Lakeshore,14.47,(11.65 - 17.84),25.29,(20.94 - 30.20),5.87,(4.27 - 8.01),8.88,(7.21 - 10.89)
Macomb,14.38,(11.50 - 17.83),31.24,(26.45 - 36.46),9.24,(7.00 - 12.11),12.14,(9.94 - 14.74)
Mid South,17.07,(14.01 - 20.65),34.45,(30.35 - 38.80),8.29,(6.31 - 10.82),12.9,(10.95 - 15.14)
Northern,14.22,(11.44 - 17.54),30.71,(26.03 - 35.82),6.55,(4.84 - 8.81),9.92,(8.14 - 12.03)
Oakland,14.64,(12.03 - 17.70),39,(34.47 - 43.72),10.17,(8.17 - 12.61),13.74,(11.78 - 15.97)
Pathways,*,(* - *),*,(* - *),7.81,(5.38 - 11.20),11.72,(9.08 - 14.98)
Saginaw,15.77,(11.78 - 20.79),*,(* - *),8.38,(5.80 - 11.96),11.31,(8.55 - 14.82)
Southeast,14.2,(11.73 - 17.09),31.6,(27.78 - 35.70),7.47,(5.82 - 9.53),10.69,(9.05 - 12.58)
St. Clair,13.12,(9.77 - 17.40),*,(* - *),6.23,(4.22 - 9.12),9.16,(6.95 - 12.00)
Washtenaw,14.24,(11.32 - 17.76),37.54,(32.07 - 43.34),8.04,(5.92 - 10.83),13.68,(11.42 - 16.31)
Western,*,(* - *),*,(* - *),5.91,(3.78 - 9.13),8.96,(6.61 - 12.03)
Minnesota,14.19,(12.24 - 16.39),27.32,(24.49 - 30.35),7.91,(6.37 - 9.79),10.89,(9.43 - 12.55)
Regions 1 and 2,14.1,(10.43 - 18.79),*,(* - *),7.01,(4.67 - 10.39),9.61,(7.16 - 12.78)
Regions 3 and 4,12.85,(9.65 - 16.91),26.53,(21.29 - 32.54),6.24,(4.24 - 9.10),9.56,(7.40 - 12.26)
Regions 5 and 6,12.76,(9.66 - 16.67),24.08,(18.85 - 30.23),5.91,(4.08 - 8.48),8.76,(6.77 - 11.26)
Region 7A (Hennepin),18.05,(13.93 - 23.07),32.95,(27.54 - 38.85),11.51,(8.24 - 15.87),14.73,(11.62 - 18.50)
Region 7B (Ramsey),14.1,(10.48 - 18.72),*,(* - *),9.12,(6.05 - 13.52),12.39,(9.24 - 16.43)
Region 7C,13.3,(10.21 - 17.16),25.31,(20.22 - 31.17),6.9,(4.79 - 9.84),9.52,(7.37 - 12.21)
Mississippi,10.55,(8.95 - 12.39),20.26,(17.76 - 23.03),5.59,(4.48 - 6.96),7.98,(6.87 - 9.27)
Region 1,10.62,(7.89 - 14.14),19.43,(14.86 - 24.98),5.06,(3.46 - 7.34),7.29,(5.52 - 9.58)
Region 2,10.71,(7.92 - 14.33),*,(* - *),6.93,(4.64 - 10.23),9.09,(6.74 - 12.16)
Region 3,8.61,(6.13 - 11.96),16.55,(12.30 - 21.90),4.33,(2.77 - 6.69),6.44,(4.70 - 8.76)
Region 4,10.94,(8.08 - 14.63),22.2,(17.16 - 28.22),6.01,(4.11 - 8.71),8.66,(6.61 - 11.26)
Region 5,8.77,(6.12 - 12.41),*,(* - *),4.78,(2.99 - 7.55),6.46,(4.53 - 9.13)
Region 6,11.14,(8.09 - 15.17),*,(* - *),5.48,(3.62 - 8.21),8.03,(5.96 - 10.73)
Region 7,12.06,(8.92 - 16.12),25.67,(20.57 - 31.54),6.23,(4.21 - 9.14),9.19,(7.03 - 11.93)
Missouri,13.96,(12.10 - 16.07),26.17,(23.42 - 29.13),7.14,(5.85 - 8.69),10.01,(8.76 - 11.42)
Central,12.56,(9.46 - 16.49),24.15,(18.89 - 30.32),5.79,(3.93 - 8.45),9.01,(6.98 - 11.56)
Eastern,14.73,(11.97 - 17.99),29.42,(25.12 - 34.11),8.4,(6.39 - 10.95),11.41,(9.43 - 13.74)
Eastern (St. Louis City and County),14.33,(11.12 - 18.28),29.65,(24.39 - 35.51),9.06,(6.56 - 12.40),12.01,(9.53 - 15.03)
Eastern (excluding St. Louis),15.43,(11.58 - 20.26),*,(* - *),7.05,(4.81 - 10.24),10.2,(7.82 - 13.20)
Northwest,14.44,(11.60 - 17.82),25.57,(20.93 - 30.85),7.14,(5.33 - 9.49),9.9,(7.99 - 12.22)
