Region 3,9.61,(6.92 - 13.19),25.44,(20.22 - 31.48),8.6,(6.22 - 11.76),11.07,(8.68 - 14.01)
Region 4,11.56,(8.12 - 16.20),*,(* - *),9.22,(6.62 - 12.70),11.22,(8.58 - 14.54)
Regions 5 and 6,9.73,(6.91 - 13.55),*,(* - *),8.94,(6.52 - 12.15),11.35,(8.88 - 14.40)
Connecticut,9.43,(7.84 - 11.31),28,(24.79 - 31.46),7.68,(6.23 - 9.44),10.37,(8.98 - 11.96)
Eastern,10.07,(7.28 - 13.77),*,(* - *),7.49,(5.35 - 10.38),11.3,(8.96 - 14.16)
North Central,8.35,(6.15 - 11.26),27.25,(22.30 - 32.82),7.9,(5.85 - 10.60),10.38,(8.34 - 12.84)
Northwestern,9.39,(6.88 - 12.70),*,(* - *),7.06,(4.98 - 9.91),10.09,(7.96 - 12.72)
South Central,9.63,(7.18 - 12.80),25.27,(20.31 - 30.98),7.3,(5.41 - 9.79),9.77,(7.84 - 12.12)
Southwest,10.42,(7.65 - 14.03),27.67,(22.10 - 34.03),8.5,(6.09 - 11.73),10.79,(8.36 - 13.82)
Delaware,7.12,(5.81 - 8.70),21.42,(18.78 - 24.33),6.19,(5.03 - 7.59),8.42,(7.30 - 9.68)
Kent,7.57,(5.44 - 10.43),20.78,(16.65 - 25.61),6.46,(4.71 - 8.80),8.73,(6.94 - 10.91)
New Castle (excluding Wilmington City),6.89,(5.24 - 9.01),23.17,(19.57 - 27.20),5.84,(4.47 - 7.60),8.54,(7.17 - 10.13)
Sussex,7.66,(5.55 - 10.48),17.87,(13.67 - 23.01),6.09,(4.40 - 8.37),7.39,(5.69 - 9.54)
Wilmington City,6.53,(4.43 - 9.53),*,(* - *),7.9,(5.52 - 11.18),9.58,(7.18 - 12.68)
District of Columbia,6.83,(5.50 - 8.45),22.58,(19.94 - 25.46),10.83,(9.12 - 12.81),12.71,(11.16 - 14.44)
Ward 1,7.58,(5.24 - 10.85),*,(* - *),13.22,(9.84 - 17.55),14.8,(11.58 - 18.72)
Ward 2,*,(* - *),25.75,(21.02 - 31.12),12.41,(9.37 - 16.25),15.72,(12.86 - 19.08)
Ward 3,8.98,(6.36 - 12.55),*,(* - *),10.19,(7.57 - 13.58),13.03,(10.41 - 16.19)
Ward 4,6.52,(4.51 - 9.34),*,(* - *),8.78,(6.31 - 12.09),9.74,(7.31 - 12.87)
Ward 5,6.78,(4.69 - 9.71),21.48,(16.93 - 26.85),10.91,(8.14 - 14.48),12.43,(9.79 - 15.65)
Ward 6,6.11,(4.12 - 8.97),*,(* - *),11,(7.98 - 14.98),12.32,(9.39 - 16.00)
Ward 7,6.25,(4.42 - 8.76),16.5,(12.20 - 21.94),9.36,(6.82 - 12.72),10.23,(7.80 - 13.30)
Ward 8,6.26,(4.48 - 8.70),18.5,(14.08 - 23.91),11.14,(8.22 - 14.93),12.47,(9.75 - 15.81)
Florida,8.4,(7.57 - 9.31),20.53,(19.25 - 21.88),7.29,(6.51 - 8.16),9.01,(8.29 - 9.79)
Region A,8.98,(7.32 - 10.98),24.33,(21.14 - 27.83),8.31,(6.82 - 10.10),11.14,(9.65 - 12.83)
Circuit 1,8.79,(6.48 - 11.82),22.23,(17.28 - 28.11),7.96,(5.99 - 10.50),10.17,(8.11 - 12.69)
Circuit 2,9.59,(6.91 - 13.15),27.99,(23.06 - 33.52),9.26,(6.84 - 12.42),13.75,(11.30 - 16.63)
Circuit 14,8.51,(6.05 - 11.84),21.25,(16.34 - 27.17),7.98,(5.74 - 10.99),9.85,(7.58 - 12.70)
Region B,8.73,(7.29 - 10.43),22.06,(19.43 - 24.94),7.96,(6.64 - 9.52),10.16,(8.88 - 11.59)
Circuits 3 and 8,8.2,(6.01 - 11.09),22.99,(18.59 - 28.07),7.87,(5.85 - 10.50),11.09,(9.01 - 13.57)
Circuit 4,8.58,(6.59 - 11.09),20.76,(17.02 - 25.08),8.22,(6.34 - 10.59),10.16,(8.32 - 12.35)
Circuit 7,9.45,(7.04 - 12.57),23.14,(18.51 - 28.53),7.69,(5.76 - 10.20),9.48,(7.53 - 11.88)
Region C,8.64,(7.40 - 10.06),21.71,(19.54 - 24.05),7.07,(6.02 - 8.28),8.93,(7.92 - 10.06)
Circuit 5,8.45,(6.21 - 11.42),21.05,(16.74 - 26.12),6.46,(4.82 - 8.60),7.8,(6.15 - 9.84)
Circuit 9,8.28,(6.31 - 10.79),22.85,(19.04 - 27.16),8.07,(6.24 - 10.38),10.57,(8.76 - 12.70)
Circuit 10,8.67,(6.31 - 11.79),17.76,(13.54 - 22.94),6.27,(4.55 - 8.57),7.75,(6.00 - 9.96)
Circuit 18,9.24,(7.02 - 12.07),23.74,(19.42 - 28.66),7.1,(5.40 - 9.28),9.12,(7.40 - 11.19)
Circuit 19,8.72,(6.36 - 11.85),20.53,(15.85 - 26.16),6.91,(5.03 - 9.41),8.28,(6.39 - 10.67)
Region D,7.38,(6.29 - 8.64),16.71,(14.84 - 18.77),6.88,(5.84 - 8.10),8.11,(7.12 - 9.22)
Circuits 11 and 16,6.37,(4.91 - 8.21),13.65,(11.16 - 16.60),6.63,(5.12 - 8.55),7.59,(6.16 - 9.31)
Circuit 15 (Palm Beach),9.06,(6.90 - 11.81),22.39,(18.59 - 26.70),7.09,(5.37 - 9.31),8.7,(7.02 - 10.73)
Circuit 17 (Broward),7.82,(6.15 - 9.89),18.16,(15.00 - 21.81),7.1,(5.54 - 9.05),8.43,(6.94 - 10.22)
Region E,9.16,(7.87 - 10.63),21.79,(19.47 - 24.29),7.39,(6.27 - 8.71),8.99,(7.90 - 10.21)
Circuit 6,8.53,(6.50 - 11.12),20.32,(16.48 - 24.80),7.2,(5.44 - 9.49),8.5,(6.76 - 10.63)
Circuit 12,10.38,(7.62 - 14.00),22.4,(17.52 - 28.18),7.1,(5.16 - 9.70),8.52,(6.55 - 11.00)
Circuit 13 (Hillsborough),9.28,(7.16 - 11.95),22.2,(18.27 - 26.69),7.89,(6.10 - 10.15),10.04,(8.26 - 12.15)
Circuit 20,9,(6.86 - 11.72),22.65,(18.22 - 27.79),7.37,(5.53 - 9.77),8.89,(7.03 - 11.18)
Georgia,6.88,(5.55 - 8.50),17.45,(15.21 - 19.94),6.57,(5.30 - 8.13),8.23,(7.03 - 9.61)
Region 1,8.45,(5.98 - 11.80),17.06,(12.86 - 22.29),6.08,(4.33 - 8.48),7.63,(5.83 - 9.92)
Region 2,6.41,(4.51 - 9.04),15.43,(11.76 - 19.98),5.69,(4.00 - 8.04),7.2,(5.53 - 9.34)
Region 3,6.94,(5.13 - 9.31),19.51,(16.04 - 23.52),7.28,(5.50 - 9.58),9.11,(7.38 - 11.19)
Region 4,6.26,(4.38 - 8.88),16.1,(12.18 - 20.97),6.59,(4.76 - 9.05),8.04,(6.21 - 10.34)
Region 5,6.45,(4.55 - 9.07),15.44,(11.43 - 20.52),5.86,(4.06 - 8.38),7.49,(5.64 - 9.88)
Hawaii,7.83,(6.32 - 9.67),20.83,(18.08 - 23.87),6.69,(5.33 - 8.37),8.57,(7.25 - 10.09)
Hawaii Island,8.1,(5.67 - 11.44),*,(* - *),7.32,(5.25 - 10.12),8.75,(6.65 - 11.43)
Honolulu,7.78,(6.04 - 9.95),20.98,(17.78 - 24.57),6.49,(4.97 - 8.44),8.5,(7.02 - 10.26)
Kauai and Maui**,7.85,(5.78 - 10.57),21.26,(16.89 - 26.41),7.06,(5.25 - 9.43),8.71,(6.88 - 10.97)
Maui,8.04,(5.63 - 11.36),21.52,(16.46 - 27.62),7.3,(5.25 - 10.08),8.99,(6.89 - 11.64)
Idaho,9.48,(7.90 - 11.34),20.17,(17.81 - 22.75),7.02,(5.82 - 8.44),9.21,(8.08 - 10.47)
Region 1,10.13,(7.25 - 13.97),19.67,(15.05 - 25.29),6.77,(4.88 - 9.32),8.42,(6.49 - 10.86)
Region 2,10.54,(7.43 - 14.73),*,(* - *),7,(4.92 - 9.88),10.09,(7.87 - 12.85)
Region 3,10.69,(7.85 - 14.39),18.79,(14.57 - 23.90),6.62,(4.80 - 9.07),8.56,(6.70 - 10.88)
Region 4,9.89,(7.31 - 13.24),23.6,(19.40 - 28.38),8.29,(6.31 - 10.81),10.8,(8.87 - 13.09)
Region 5,9.58,(6.91 - 13.15),18.07,(13.46 - 23.82),6.6,(4.72 - 9.14),8.33,(6.39 - 10.79)
Region 6,8.13,(5.75 - 11.38),18.69,(14.18 - 24.22),6.43,(4.64 - 8.86),8.77,(6.84 - 11.19)
Region 7,7.63,(5.35 - 10.77),16.16,(12.14 - 21.20),5.7,(4.00 - 8.05),7.89,(6.11 - 10.13)
Illinois,7.82,(6.97 - 8.76),23.23,(21.81 - 24.72),7.2,(6.38 - 8.13),9.63,(8.88 - 10.43)
Region I (Cook),8.33,(7.05 - 9.83),22.56,(20.40 - 24.88),8.27,(6.95 - 9.83),10.46,(9.26 - 11.80)
Region II,7.15,(5.95 - 8.58),25.23,(22.60 - 28.07),6.29,(5.18 - 7.61),9,(7.93 - 10.20)
Region III,7.63,(5.89 - 9.84),22.21,(18.99 - 25.80),6.81,(5.39 - 8.56),9.47,(8.08 - 11.08)
Region IV,8.55,(6.55 - 11.07),22.84,(18.90 - 27.34),6.34,(4.86 - 8.22),8.72,(7.21 - 10.50)
Region V,7.43,(5.72 - 9.60),22.11,(18.69 - 25.96),6.36,(4.91 - 8.21),8.71,(7.26 - 10.43)
Indiana,7.97,(6.58 - 9.62),22,(19.60 - 24.60),6.97,(5.77 - 8.39),9.27,(8.12 - 10.57)
Central,7.06,(5.12 - 9.65),20.31,(16.29 - 25.02),7.45,(5.57 - 9.90),9.28,(7.40 - 11.57)
East,7.64,(5.35 - 10.78),19.2,(14.61 - 24.82),6.43,(4.62 - 8.87),8.4,(6.52 - 10.77)
North Central,8.11,(5.77 - 11.29),21.4,(16.57 - 27.18),7.2,(5.23 - 9.85),9.33,(7.28 - 11.87)
Northeast,7.28,(5.15 - 10.18),20.8,(16.01 - 26.58),6.33,(4.53 - 8.77),8.51,(6.63 - 10.87)
Northwest,7.82,(5.54 - 10.94),20.17,(15.60 - 25.67),6.86,(4.96 - 9.43),8.74,(6.78 - 11.19)
Southeast,9.43,(6.73 - 13.06),*,(* - *),6.41,(4.57 - 8.92),8.87,(6.90 - 11.34)
Southwest,8.81,(6.11 - 12.55),*,(* - *),7.21,(5.14 - 10.02),9.94,(7.69 - 12.76)
West,8.86,(6.30 - 12.32),25.08,(20.26 - 30.60),7.07,(5.09 - 9.74),11.02,(8.88 - 13.58)
Iowa,10.14,(8.50 - 12.04),25.25,(22.56 - 28.13),7.63,(6.34 - 9.15),10.36,(9.12 - 11.75)
Central,10.84,(7.89 - 14.71),26.64,(21.16 - 32.94),8.23,(6.02 - 11.16),10.96,(8.70 - 13.72)
North Central,9.36,(6.72 - 12.89),24.54,(19.28 - 30.69),7.69,(5.55 - 10.56),10.81,(8.56 - 13.56)
Northeast,10.48,(7.99 - 13.64),27.8,(23.07 - 33.07),7.76,(5.87 - 10.18),10.89,(8.99 - 13.15)
Northwest,10.06,(7.34 - 13.64),23.1,(18.20 - 28.85),6.74,(4.85 - 9.29),9.01,(7.05 - 11.44)
Southeast,9.96,(7.35 - 13.35),24.81,(19.98 - 30.36),7.83,(5.90 - 10.32),10.65,(8.66 - 13.02)
Southwest,9.55,(6.83 - 13.20),21.1,(16.12 - 27.11),7.3,(5.29 - 9.98),9.11,(7.06 - 11.68)
Kansas,10.02,(8.39 - 11.93),22.9,(20.25 - 25.79),7.48,(6.22 - 8.96),9.97,(8.76 - 11.33)
Kansas City Metro,10.78,(8.18 - 14.06),25.6,(21.37 - 30.34),8.32,(6.38 - 10.78),11.19,(9.27 - 13.46)
Northeast,9.6,(7.09 - 12.87),22.2,(17.38 - 27.91),7.52,(5.58 - 10.06),10.07,(8.07 - 12.49)
South Central,9.97,(7.31 - 13.46),19.45,(14.75 - 25.21),6.24,(4.50 - 8.59),8.21,(6.37 - 10.52)
Southeast,9.92,(6.89 - 14.09),*,(* - *),7.6,(5.38 - 10.63),9.8,(7.45 - 12.80)
West,10.63,(7.66 - 14.56),*,(* - *),6.66,(4.72 - 9.31),9.11,(7.04 - 11.72)
Wichita (Sedgwick),8.73,(6.26 - 12.07),21.57,(17.04 - 26.92),7.36,(5.45 - 9.87),9.61,(7.65 - 11.99)
Kentucky,8.51,(7.11 - 10.14),17.84,(15.53 - 20.40),6.8,(5.63 - 8.18),8.37,(7.27 - 9.62)
"Adanta, Cumberland River, and Lifeskills",8.57,(6.19 - 11.75),16.37,(12.48 - 21.17),6.16,(4.45 - 8.47),7.61,(5.89 - 9.78)
"Bluegrass, Comprehend, and North Key",8.22,(6.17 - 10.86),17.86,(14.12 - 22.33),7.41,(5.57 - 9.80),9.03,(7.22 - 11.24)
Communicare and River Valley,8.33,(5.92 - 11.60),19.23,(14.58 - 24.94),6.38,(4.61 - 8.76),8.16,(6.31 - 10.49)
Four Rivers and Pennyroyal,9.69,(6.90 - 13.45),17.92,(13.29 - 23.70),6.26,(4.46 - 8.71),7.92,(6.05 - 10.31)
"Kentucky River, Mountain, and Pathways",7.22,(5.11 - 10.10),15.63,(11.96 - 20.15),6.14,(4.42 - 8.48),7.48,(5.76 - 9.65)
Seven Counties,9.14,(6.83 - 12.12),19.63,(15.40 - 24.68),7.32,(5.44 - 9.79),8.9,(7.04 - 11.20)
Louisiana,7.89,(6.59 - 9.42),18.24,(16.05 - 20.66),7.91,(6.56 - 9.52),9.63,(8.38 - 11.04)
Region 1,6.5,(4.44 - 9.42),*,(* - *),8.3,(5.92 - 11.52),9.81,(7.42 - 12.85)
Regions 2 and 9,8.59,(6.48 - 11.30),19.29,(15.56 - 23.66),8.53,(6.47 - 11.17),10.41,(8.45 - 12.76)
Region 3,7.85,(5.45 - 11.18),19.34,(14.63 - 25.11),7.96,(5.76 - 10.92),9.82,(7.59 - 12.62)
Region 4,7.92,(5.67 - 10.97),16.88,(12.87 - 21.83),7.15,(5.13 - 9.87),8.78,(6.75 - 11.34)
Regions 5 and 6,8.13,(5.79 - 11.30),18.35,(14.14 - 23.48),7.59,(5.60 - 10.23),9.33,(7.33 - 11.79)
Regions 7 and 8,7.96,(5.97 - 10.55),18.21,(14.29 - 22.92),7.46,(5.50 - 10.05),9.26,(7.34 - 11.63)
Region 10 (Jefferson),7.32,(5.06 - 10.48),17.42,(12.94 - 23.05),8.15,(5.76 - 11.43),9.51,(7.15 - 12.54)
Maine,10.78,(9.04 - 12.81),23.47,(20.98 - 26.15),7.67,(6.36 - 9.22),9.74,(8.51 - 11.14)
Aroostook/Downeast,10.34,(7.32 - 14.40),*,(* - *),7.59,(5.46 - 10.45),9.19,(7.03 - 11.92)
Central,10.32,(7.48 - 14.08),20.81,(16.26 - 26.24),7.1,(5.10 - 9.81),8.9,(6.89 - 11.43)
Cumberland,11.82,(8.85 - 15.61),27.45,(22.59 - 32.89),8.89,(6.58 - 11.91),11.37,(9.07 - 14.15)
Midcoast,10.72,(7.68 - 14.76),22.72,(17.58 - 28.83),7.47,(5.40 - 10.26),9.18,(7.08 - 11.84)
Penquis,10.18,(7.35 - 13.94),22.84,(18.15 - 28.32),6.81,(4.86 - 9.46),9.35,(7.36 - 11.81)
Western,11.06,(8.05 - 15.00),22.05,(17.50 - 27.39),7.63,(5.53 - 10.44),9.62,(7.55 - 12.18)
York,10.46,(7.75 - 13.97),24.98,(20.03 - 30.68),7.39,(5.44 - 9.98),9.51,(7.54 - 11.93)
Maryland,7.48,(6.18 - 9.03),19.52,(17.19 - 22.09),6.47,(5.25 - 7.94),8.3,(7.14 - 9.63)
Anne Arundel,7.16,(4.98 - 10.19),*,(* - *),6.34,(4.35 - 9.16),8.19,(6.10 - 10.91)
Baltimore City,6.89,(4.79 - 9.82),18.93,(14.44 - 24.43),8.38,(6.08 - 11.46),10.11,(7.85 - 12.94)
Baltimore County,7.18,(5.11 - 10.00),20.7,(16.41 - 25.77),6.29,(4.42 - 8.90),8.3,(6.41 - 10.68)
Montgomery,7.96,(5.64 - 11.12),19.38,(14.83 - 24.91),6,(4.27 - 8.38),7.59,(5.81 - 9.86)
North Central,9.79,(6.94 - 13.64),*,(* - *),6.23,(4.42 - 8.71),8.4,(6.45 - 10.87)
Northeast,8.91,(6.30 - 12.45),*,(* - *),6.36,(4.48 - 8.96),8.42,(6.42 - 10.98)
Prince George's,5.82,(4.04 - 8.32),17.68,(13.68 - 22.54),6.7,(4.79 - 9.30),8.45,(6.53 - 10.87)
South,7.1,(4.99 - 9.99),17.27,(12.90 - 22.73),5.67,(3.95 - 8.09),7.35,(5.56 - 9.66)
West,8.15,(5.76 - 11.40),*,(* - *),6.13,(4.28 - 8.72),7.93,(5.97 - 10.47)
Massachusetts,9.19,(7.64 - 11.01),24.32,(21.68 - 27.17),7.61,(6.30 - 9.17),9.97,(8.72 - 11.38)
Boston,7.92,(5.47 - 11.33),21.08,(16.47 - 26.57),8.82,(6.55 - 11.78),11.34,(9.11 - 14.05)
Central,10.09,(7.25 - 13.88),27.26,(21.72 - 33.61),7.79,(5.67 - 10.63),10.44,(8.28 - 13.08)
Metrowest,8.24,(5.99 - 11.24),25.23,(20.21 - 31.02),7.51,(5.57 - 10.05),9.77,(7.81 - 12.17)
Northeast,8.91,(6.52 - 12.07),21.73,(17.17 - 27.11),6.85,(4.98 - 9.35),8.74,(6.84 - 11.12)
Southeast,10.08,(7.39 - 13.60),25.57,(20.42 - 31.49),7.39,(5.43 - 9.99),9.63,(7.61 - 12.11)
Western,9.84,(7.18 - 13.34),26.23,(21.20 - 31.96),8.11,(5.91 - 11.05),10.99,(8.77 - 13.70)
Michigan,7.98,(7.19 - 8.85),23.66,(22.26 - 25.13),7.52,(6.73 - 8.39),9.91,(9.20 - 10.68)
Bay,9.18,(6.87 - 12.15),22.38,(17.75 - 27.81),7.17,(5.38 - 9.48),9.2,(7.37 - 11.44)
Detroit City,5.28,(3.87 - 7.17),21.72,(17.89 - 26.12),9.64,(7.46 - 12.38),11.54,(9.48 - 13.99)
Genesee,8.79,(6.66 - 11.52),27.26,(22.38 - 32.76),8.25,(6.24 - 10.85),10.99,(8.96 - 13.42)
Kalamazoo,7.58,(5.81 - 9.82),22.2,(18.24 - 26.73),6.98,(5.35 - 9.06),9.46,(7.83 - 11.39)
Kent,7.83,(5.85 - 10.40),25.68,(21.57 - 30.27),7.53,(5.73 - 9.83),10.63,(8.84 - 12.73)
Lakeshore,8.69,(6.69 - 11.20),24.41,(20.60 - 28.68),7.34,(5.69 - 9.42),9.99,(8.35 - 11.90)
Macomb,8.32,(6.39 - 10.75),24.65,(20.69 - 29.10),7.71,(6.00 - 9.85),9.94,(8.26 - 11.92)
Mid South,9.15,(7.17 - 11.62),23.87,(20.30 - 27.84),6.59,(5.08 - 8.52),9.64,(8.10 - 11.43)
Northern,7.83,(6.02 - 10.12),22.09,(18.45 - 26.22),6.38,(4.84 - 8.35),8.57,(7.04 - 10.40)
Oakland,8.64,(6.94 - 10.71),26.5,(22.82 - 30.53),8.01,(6.50 - 9.84),10.3,(8.82 - 11.99)
Pathways,*,(* - *),24.31,(19.29 - 30.15),7.54,(5.58 - 10.11),10.03,(7.98 - 12.52)
Saginaw,7.71,(5.55 - 10.61),22.44,(17.35 - 28.49),7.04,(5.13 - 9.58),9.22,(7.19 - 11.73)
Southeast,8.17,(6.50 - 10.23),23.02,(19.82 - 26.58),7.58,(6.03 - 9.48),9.64,(8.16 - 11.35)
St. Clair,8.2,(5.93 - 11.24),20.4,(15.54 - 26.30),6.97,(5.15 - 9.38),8.76,(6.86 - 11.13)
Washtenaw,7.17,(5.32 - 9.58),22.7,(18.43 - 27.64),7.26,(5.56 - 9.42),10.21,(8.44 - 12.30)
Western,*,(* - *),20.88,(16.24 - 26.43),6.71,(4.80 - 9.30),8.81,(6.85 - 11.26)
Minnesota,9.11,(7.58 - 10.92),24,(21.35 - 26.87),8.24,(6.84 - 9.90),10.66,(9.31 - 12.17)
Regions 1 and 2,10.42,(7.41 - 14.46),*,(* - *),8.3,(5.95 - 11.46),10.42,(8.03 - 13.40)
Regions 3 and 4,9.42,(6.92 - 12.69),23.44,(18.77 - 28.86),7.13,(5.22 - 9.68),9.8,(7.84 - 12.19)
Regions 5 and 6,10.05,(7.41 - 13.50),26.54,(21.40 - 32.41),8.02,(5.95 - 10.72),10.92,(8.81 - 13.46)
Region 7A (Hennepin),8.84,(6.42 - 12.04),23.39,(18.98 - 28.46),8.9,(6.66 - 11.79),11.07,(8.88 - 13.73)
Region 7B (Ramsey),7.4,(5.20 - 10.43),*,(* - *),8.41,(5.98 - 11.70),10.5,(8.02 - 13.62)
Region 7C,8.4,(6.17 - 11.33),25.16,(20.15 - 30.93),8.44,(6.38 - 11.07),10.82,(8.75 - 13.30)
Mississippi,6.68,(5.46 - 8.15),16.78,(14.52 - 19.31),6.16,(4.96 - 7.64),7.89,(6.74 - 9.22)
Region 1,6.92,(4.94 - 9.63),17.64,(13.54 - 22.65),5.62,(4.01 - 7.82),7.49,(5.83 - 9.58)
Region 2,6.72,(4.75 - 9.44),16.38,(12.31 - 21.46),7.05,(4.99 - 9.87),8.62,(6.58 - 11.20)
Region 3,6.2,(4.34 - 8.79),15.79,(12.08 - 20.36),5.79,(4.10 - 8.13),7.52,(5.77 - 9.74)
Region 4,6.58,(4.72 - 9.11),17.39,(13.26 - 22.46),6.48,(4.70 - 8.88),8.27,(6.47 - 10.51)
Region 5,6.29,(4.29 - 9.13),13.74,(9.83 - 18.87),5.99,(4.11 - 8.63),7.18,(5.30 - 9.67)
Region 6,6.22,(4.31 - 8.91),14.39,(10.61 - 19.22),5.79,(4.00 - 8.31),7.32,(5.49 - 9.70)
