State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Arizona,1.25,(0.88 - 1.79),6.22,(4.82 - 7.99),1.66,(1.08 - 2.55),2.32,(1.69 - 3.18)
Maricopa,1.24,(0.79 - 1.92),5.72,(4.18 - 7.77),1.61,(0.96 - 2.68),2.19,(1.51 - 3.19)
Pima,1.55,(0.91 - 2.63),8.12,(5.40 - 12.04),2.08,(1.14 - 3.75),2.97,(1.90 - 4.60)
Rural North,1.13,(0.66 - 1.92),6.89,(4.54 - 10.34),1.67,(0.92 - 3.03),2.42,(1.54 - 3.80)
Rural South,*,(* - *),5.61,(3.56 - 8.72),1.38,(0.74 - 2.57),2.01,(1.25 - 3.23)
Arkansas,0.91,(0.67 - 1.24),3.31,(2.40 - 4.54),1.01,(0.63 - 1.63),1.34,(0.92 - 1.95)
Catchment Area 1,1.10,(0.66 - 1.83),3.45,(2.14 - 5.52),0.85,(0.44 - 1.63),1.24,(0.76 - 2.02)
Catchment Area 2,*,(* - *),4.05,(2.46 - 6.59),0.88,(0.45 - 1.72),1.30,(0.77 - 2.17)
Catchment Area 3,0.76,(0.44 - 1.30),2.96,(1.82 - 4.80),1.23,(0.63 - 2.37),1.48,(0.86 - 2.55)
Catchment Area 4,1.05,(0.61 - 1.80),3.47,(2.11 - 5.66),*,(* - *),1.14,(0.67 - 1.92)
Catchment Area 5,0.92,(0.53 - 1.58),3.13,(1.98 - 4.93),0.90,(0.47 - 1.74),1.25,(0.76 - 2.06)
Catchment Area 6,*,(* - *),2.55,(1.52 - 4.25),*,(* - *),1.44,(0.81 - 2.54)
Catchment Area 7,*,(* - *),3.04,(1.83 - 4.99),*,(* - *),1.35,(0.77 - 2.35)
Catchment Area 8,0.91,(0.54 - 1.52),3.54,(2.21 - 5.62),1.15,(0.61 - 2.18),1.46,(0.87 - 2.44)
California,1.35,(1.07 - 1.71),5.73,(4.95 - 6.63),1.62,(1.29 - 2.03),2.27,(1.94 - 2.66)
Region 1R,*,(* - *),9.03,(6.27 - 12.86),2.09,(1.25 - 3.46),3.28,(2.28 - 4.69)
Region 2R,1.43,(0.87 - 2.33),6.76,(4.70 - 9.65),1.76,(1.08 - 2.85),2.59,(1.82 - 3.69)
Region 3R (Sacramento),1.25,(0.75 - 2.09),5.54,(3.71 - 8.20),1.84,(1.10 - 3.07),2.42,(1.61 - 3.61)
Region 4R,1.41,(0.87 - 2.27),6.64,(4.54 - 9.60),1.60,(0.95 - 2.70),2.33,(1.58 - 3.40)
Region 5R (San Francisco),*,(* - *),8.29,(5.65 - 12.01),3.63,(2.21 - 5.89),4.05,(2.63 - 6.18)
Region 6 (Santa Clara),1.32,(0.79 - 2.18),4.86,(3.25 - 7.21),1.14,(0.66 - 1.96),1.63,(1.09 - 2.42)
Region 7R (Contra Costa),1.31,(0.78 - 2.20),5.45,(3.57 - 8.22),1.39,(0.83 - 2.33),1.96,(1.31 - 2.93)
Region 8R (Alameda),1.33,(0.82 - 2.14),6.32,(4.41 - 8.97),1.76,(1.06 - 2.90),2.38,(1.63 - 3.47)
Region 9R (San Mateo),*,(* - *),5.50,(3.59 - 8.34),1.23,(0.70 - 2.15),1.73,(1.14 - 2.64)
Region 10,1.66,(1.01 - 2.73),7.78,(5.29 - 11.31),1.74,(1.04 - 2.90),2.78,(1.92 - 4.02)
Region 11 (Los Angeles),1.28,(0.96 - 1.71),5.16,(4.26 - 6.24),1.62,(1.21 - 2.15),2.18,(1.77 - 2.68)
LA SPA 1 and 5,1.25,(0.76 - 2.04),5.93,(3.91 - 8.89),2.11,(1.27 - 3.50),2.69,(1.79 - 4.01)
LA SPA 2,1.37,(0.86 - 2.20),5.75,(4.00 - 8.18),1.60,(0.99 - 2.60),2.21,(1.53 - 3.18)
LA SPA 3,1.34,(0.81 - 2.21),4.43,(2.99 - 6.52),1.19,(0.70 - 2.01),1.70,(1.14 - 2.51)
LA SPA 4,1.52,(0.91 - 2.53),5.89,(3.98 - 8.64),2.16,(1.33 - 3.50),2.68,(1.81 - 3.96)
LA SPA 6,1.04,(0.61 - 1.79),4.61,(3.08 - 6.84),1.79,(1.04 - 3.08),2.38,(1.59 - 3.55)
LA SPA 7,1.22,(0.72 - 2.06),4.79,(3.19 - 7.14),1.26,(0.71 - 2.23),1.87,(1.25 - 2.80)
LA SPA 8,1.19,(0.72 - 1.96),4.99,(3.38 - 7.32),1.53,(0.92 - 2.54),2.06,(1.40 - 3.03)
Region 12R,1.37,(0.84 - 2.24),5.79,(3.90 - 8.52),1.51,(0.89 - 2.55),2.21,(1.50 - 3.26)
Regions 13 and 19R,1.36,(0.85 - 2.18),5.11,(3.57 - 7.28),1.55,(0.96 - 2.51),2.16,(1.51 - 3.08)
Region 13 (Riverside),1.36,(0.82 - 2.25),5.05,(3.41 - 7.40),1.56,(0.94 - 2.58),2.15,(1.47 - 3.14)
Region 19R (Imperial),1.35,(0.81 - 2.26),5.87,(3.87 - 8.82),*,(* - *),2.32,(1.55 - 3.46)
Region 14 (Orange),1.33,(0.84 - 2.10),5.26,(3.80 - 7.25),1.26,(0.79 - 2.00),1.85,(1.33 - 2.57)
Region 15R (Fresno),1.31,(0.77 - 2.20),5.54,(3.72 - 8.19),1.49,(0.87 - 2.53),2.24,(1.52 - 3.30)
Region 16R (San Diego),1.43,(0.91 - 2.25),5.72,(4.03 - 8.06),1.69,(1.08 - 2.62),2.38,(1.72 - 3.29)
Region 17R,1.38,(0.85 - 2.24),6.33,(4.38 - 9.06),1.53,(0.93 - 2.52),2.42,(1.70 - 3.44)
Region 18R (San Bernardino),1.41,(0.89 - 2.23),5.25,(3.68 - 7.44),1.45,(0.87 - 2.42),2.15,(1.50 - 3.09)
Region 20R,1.33,(0.80 - 2.22),5.25,(3.48 - 7.84),1.50,(0.89 - 2.53),2.16,(1.46 - 3.18)
Region 21R,*,(* - *),6.30,(4.26 - 9.23),1.64,(1.00 - 2.70),2.49,(1.72 - 3.59)
Colorado,1.32,(0.93 - 1.86),9.58,(7.83 - 11.68),2.65,(1.90 - 3.69),3.66,(2.88 - 4.63)
Region 1,1.44,(0.84 - 2.46),11.09,(7.70 - 15.72),3.07,(1.80 - 5.19),4.48,(3.06 - 6.51)
Regions 2 and 7,1.39,(0.89 - 2.15),9.71,(7.51 - 12.47),2.83,(1.91 - 4.18),3.77,(2.84 - 5.00)
Region 3,1.15,(0.69 - 1.93),8.87,(6.06 - 12.81),1.88,(1.05 - 3.34),2.95,(1.98 - 4.38)
Region 4,*,(* - *),7.72,(4.98 - 11.79),*,(* - *),2.88,(1.82 - 4.52)
Regions 5 and 6,1.11,(0.64 - 1.91),8.75,(5.82 - 12.95),2.56,(1.44 - 4.51),3.41,(2.17 - 5.31)
Connecticut,1.18,(0.85 - 1.62),5.25,(4.01 - 6.84),1.35,(0.85 - 2.13),1.89,(1.34 - 2.65)
Eastern,*,(* - *),4.62,(2.89 - 7.31),1.29,(0.67 - 2.47),1.87,(1.15 - 3.04)
North Central,1.12,(0.69 - 1.79),4.99,(3.38 - 7.29),1.23,(0.66 - 2.27),1.73,(1.11 - 2.69)
Northwestern,1.40,(0.83 - 2.36),5.85,(3.82 - 8.86),1.46,(0.77 - 2.74),2.03,(1.26 - 3.26)
South Central,1.17,(0.71 - 1.91),6.04,(4.19 - 8.65),1.46,(0.79 - 2.69),2.10,(1.36 - 3.24)
Southwest,1.10,(0.65 - 1.86),4.55,(2.86 - 7.18),1.31,(0.68 - 2.49),1.72,(1.04 - 2.85)
Delaware,0.89,(0.64 - 1.25),5.63,(4.33 - 7.29),1.65,(1.09 - 2.48),2.21,(1.62 - 3.01)
Kent,0.88,(0.53 - 1.47),5.31,(3.53 - 7.90),1.69,(0.95 - 2.99),2.25,(1.44 - 3.49)
New Castle (excluding Wilmington City),0.93,(0.59 - 1.48),6.21,(4.53 - 8.47),1.61,(0.96 - 2.68),2.31,(1.60 - 3.31)
Sussex,0.99,(0.60 - 1.64),5.52,(3.63 - 8.32),1.46,(0.82 - 2.61),1.92,(1.21 - 3.03)
Wilmington City,*,(* - *),2.80,(1.71 - 4.54),2.26,(1.23 - 4.11),2.34,(1.36 - 3.99)
District of Columbia,0.40,(0.28 - 0.58),4.61,(3.51 - 6.03),3.30,(2.33 - 4.66),3.53,(2.64 - 4.71)
Ward 1,*,(* - *),4.38,(2.84 - 6.69),3.36,(1.91 - 5.82),3.54,(2.22 - 5.61)
Ward 2,*,(* - *),7.28,(4.89 - 10.71),3.78,(2.19 - 6.45),4.67,(3.13 - 6.91)
Ward 3,*,(* - *),6.80,(4.65 - 9.86),2.90,(1.68 - 4.97),3.56,(2.36 - 5.34)
Ward 4,*,(* - *),3.82,(2.37 - 6.10),2.44,(1.30 - 4.52),2.62,(1.53 - 4.46)
Ward 5,*,(* - *),3.74,(2.34 - 5.95),3.35,(1.81 - 6.14),3.42,(2.02 - 5.74)
Ward 6,*,(* - *),3.84,(2.46 - 5.95),3.62,(2.11 - 6.14),3.65,(2.25 - 5.87)
Ward 7,*,(* - *),1.77,(1.04 - 3.01),3.94,(2.24 - 6.85),3.60,(2.11 - 6.07)
Ward 8,*,(* - *),1.96,(1.15 - 3.31),3.14,(1.68 - 5.79),2.88,(1.64 - 5.00)
Florida,1.00,(0.80 - 1.25),4.86,(4.17 - 5.66),1.47,(1.15 - 1.87),1.91,(1.60 - 2.28)
Region A - Northwest,0.95,(0.67 - 1.34),5.08,(3.91 - 6.58),1.60,(1.11 - 2.29),2.18,(1.66 - 2.85)
Circuit 1,0.99,(0.62 - 1.59),5.41,(3.69 - 7.88),1.41,(0.85 - 2.33),2.01,(1.37 - 2.94)
Circuit 2,*,(* - *),4.60,(3.12 - 6.73),*,(* - *),2.55,(1.72 - 3.78)
Circuit 14,*,(* - *),5.23,(3.40 - 7.95),1.58,(0.92 - 2.70),2.08,(1.35 - 3.18)
Region B - Northeast,0.95,(0.68 - 1.33),4.58,(3.51 - 5.96),1.55,(1.10 - 2.19),2.01,(1.54 - 2.63)
Circuits 3 and 8,0.83,(0.50 - 1.39),4.20,(2.79 - 6.27),1.61,(0.95 - 2.73),2.15,(1.44 - 3.19)
Circuit 4,0.97,(0.60 - 1.55),4.59,(3.08 - 6.79),1.74,(1.06 - 2.84),2.15,(1.45 - 3.18)
Circuit 7,1.01,(0.61 - 1.65),4.96,(3.31 - 7.36),1.31,(0.76 - 2.23),1.77,(1.17 - 2.67)
Region C - Central,1.02,(0.77 - 1.36),5.09,(4.18 - 6.19),1.42,(1.04 - 1.93),1.88,(1.50 - 2.37)
Circuit 5,0.99,(0.59 - 1.64),4.36,(2.90 - 6.51),1.22,(0.72 - 2.06),1.57,(1.04 - 2.36)
Circuit 9,1.01,(0.63 - 1.63),5.59,(4.04 - 7.67),1.67,(1.03 - 2.70),2.24,(1.57 - 3.18)
Circuit 10,0.90,(0.54 - 1.48),4.44,(3.02 - 6.48),1.25,(0.74 - 2.09),1.67,(1.12 - 2.48)
Circuit 18,1.10,(0.69 - 1.76),5.52,(3.84 - 7.89),1.44,(0.86 - 2.40),1.96,(1.32 - 2.89)
Circuit 19,1.13,(0.68 - 1.88),5.08,(3.37 - 7.58),1.38,(0.80 - 2.38),1.81,(1.18 - 2.78)
Region D - Southeast,0.82,(0.56 - 1.20),4.05,(3.07 - 5.33),1.28,(0.86 - 1.90),1.61,(1.18 - 2.18)
Circuit 15 (Palm Beach),0.84,(0.50 - 1.40),4.36,(2.95 - 6.40),1.21,(0.71 - 2.08),1.57,(1.04 - 2.37)
Circuit 17 (Broward),0.81,(0.50 - 1.31),3.83,(2.69 - 5.43),1.33,(0.82 - 2.15),1.64,(1.12 - 2.39)
Region E - Sun Coast,1.13,(0.85 - 1.51),5.47,(4.38 - 6.80),1.58,(1.14 - 2.18),2.02,(1.57 - 2.59)
Circuit 6,1.11,(0.70 - 1.76),5.18,(3.56 - 7.49),1.59,(0.97 - 2.60),1.98,(1.33 - 2.93)
Circuit 12,1.36,(0.81 - 2.28),6.18,(4.05 - 9.31),1.61,(0.93 - 2.78),2.07,(1.33 - 3.22)
Circuit 13 (Hillsborough),1.03,(0.65 - 1.64),5.33,(3.82 - 7.40),1.57,(0.96 - 2.56),2.10,(1.47 - 3.01)
Circuit 20,1.14,(0.70 - 1.85),5.55,(3.79 - 8.06),1.54,(0.93 - 2.53),1.96,(1.31 - 2.93)
Region F - Southern (Circuits 11 and 16),1.02,(0.64 - 1.62),4.53,(3.31 - 6.18),1.45,(0.92 - 2.28),1.86,(1.32 - 2.62)
Georgia,0.77,(0.54 - 1.08),3.31,(2.44 - 4.48),1.14,(0.71 - 1.84),1.46,(1.01 - 2.12)
Region 1,0.90,(0.53 - 1.54),3.78,(2.42 - 5.85),0.93,(0.50 - 1.71),1.30,(0.81 - 2.09)
Region 2,0.71,(0.42 - 1.21),3.35,(2.07 - 5.37),1.20,(0.60 - 2.35),1.57,(0.93 - 2.66)
Region 3,0.71,(0.41 - 1.20),2.92,(1.89 - 4.47),1.28,(0.68 - 2.40),1.50,(0.89 - 2.49)
Region 4,*,(* - *),*,(* - *),*,(* - *),1.60,(0.92 - 2.75)
Region 5,*,(* - *),3.51,(2.27 - 5.38),*,(* - *),1.54,(0.95 - 2.49)
Region 6,0.75,(0.45 - 1.27),3.23,(1.99 - 5.19),1.14,(0.60 - 2.15),1.47,(0.89 - 2.42)
Hawaii,1.03,(0.66 - 1.60),4.35,(3.18 - 5.93),1.22,(0.76 - 1.94),1.65,(1.16 - 2.34)
Hawaii Island,1.20,(0.68 - 2.11),5.90,(3.73 - 9.22),1.89,(1.00 - 3.51),2.44,(1.49 - 3.97)
Honolulu,0.97,(0.57 - 1.64),4.01,(2.78 - 5.75),1.04,(0.60 - 1.79),1.46,(0.98 - 2.16)
Kauai and Maui,1.13,(0.68 - 1.87),4.60,(2.97 - 7.05),1.44,(0.80 - 2.55),1.82,(1.13 - 2.91)
Kauai,*,(* - *),4.95,(2.96 - 8.17),*,(* - *),1.95,(1.12 - 3.38)
Maui,1.07,(0.60 - 1.93),4.44,(2.67 - 7.29),1.39,(0.72 - 2.69),1.76,(1.02 - 3.01)
Idaho,1.20,(0.85 - 1.68),3.87,(2.85 - 5.23),0.67,(0.40 - 1.11),1.16,(0.82 - 1.63)
Region 1,1.20,(0.69 - 2.06),4.04,(2.47 - 6.54),*,(* - *),1.10,(0.66 - 1.83)
Region 2,*,(* - *),3.74,(2.25 - 6.15),*,(* - *),1.30,(0.78 - 2.16)
Region 3,1.12,(0.65 - 1.92),3.52,(2.18 - 5.64),0.61,(0.31 - 1.22),1.04,(0.64 - 1.70)
Region 4,1.32,(0.79 - 2.19),4.51,(3.03 - 6.68),0.72,(0.38 - 1.35),1.24,(0.81 - 1.90)
Region 5,1.24,(0.72 - 2.13),3.81,(2.31 - 6.20),*,(* - *),1.07,(0.65 - 1.75)
Region 6,1.14,(0.65 - 1.98),3.70,(2.26 - 6.01),0.67,(0.34 - 1.32),1.18,(0.73 - 1.92)
Region 7,1.11,(0.64 - 1.90),3.26,(2.03 - 5.21),0.62,(0.31 - 1.24),1.15,(0.72 - 1.83)
Illinois,0.91,(0.71 - 1.18),4.53,(3.87 - 5.29),1.53,(1.19 - 1.97),1.99,(1.66 - 2.38)
Region I (Cook),0.89,(0.60 - 1.32),4.25,(3.32 - 5.41),1.98,(1.41 - 2.77),2.31,(1.78 - 2.99)
Region II,0.94,(0.63 - 1.40),4.34,(3.31 - 5.67),1.25,(0.84 - 1.85),1.71,(1.29 - 2.26)
Region III,1.04,(0.66 - 1.63),5.62,(4.21 - 7.47),1.33,(0.84 - 2.09),2.12,(1.57 - 2.86)
Region IV,0.94,(0.57 - 1.56),4.39,(3.01 - 6.35),1.11,(0.64 - 1.92),1.62,(1.09 - 2.39)
Region V,0.77,(0.48 - 1.24),4.79,(3.44 - 6.63),1.16,(0.69 - 1.94),1.73,(1.20 - 2.47)
Indiana,0.99,(0.73 - 1.36),4.15,(3.08 - 5.57),0.93,(0.58 - 1.48),1.40,(0.99 - 1.98)
Central,0.92,(0.55 - 1.52),3.77,(2.44 - 5.79),0.99,(0.53 - 1.84),1.36,(0.84 - 2.19)
East,*,(* - *),4.07,(2.46 - 6.67),*,(* - *),1.33,(0.79 - 2.23)
North Central,1.00,(0.59 - 1.69),4.08,(2.61 - 6.33),0.89,(0.46 - 1.70),1.34,(0.83 - 2.16)
Northeast,*,(* - *),4.02,(2.44 - 6.54),*,(* - *),1.31,(0.80 - 2.16)
Northwest,0.93,(0.56 - 1.55),4.00,(2.48 - 6.38),1.00,(0.51 - 1.94),1.43,(0.86 - 2.36)
Southeast,1.22,(0.73 - 2.02),4.65,(2.93 - 7.33),0.93,(0.48 - 1.80),1.40,(0.84 - 2.32)
Southwest,*,(* - *),*,(* - *),*,(* - *),1.34,(0.79 - 2.26)
West,1.13,(0.67 - 1.89),4.63,(2.98 - 7.13),0.96,(0.51 - 1.83),1.73,(1.11 - 2.69)
Iowa,1.19,(0.83 - 1.70),3.11,(2.24 - 4.31),0.60,(0.34 - 1.05),0.98,(0.66 - 1.45)
Central,1.41,(0.82 - 2.43),3.58,(2.23 - 5.68),0.68,(0.33 - 1.38),1.06,(0.63 - 1.78)
North Central,1.14,(0.64 - 2.02),3.22,(1.94 - 5.29),*,(* - *),1.04,(0.62 - 1.74)
Northeast,1.21,(0.73 - 2.01),2.97,(1.89 - 4.65),0.63,(0.31 - 1.28),1.00,(0.61 - 1.63)
Northwest,1.20,(0.68 - 2.10),3.14,(1.95 - 5.02),*,(* - *),0.92,(0.56 - 1.53)
Southeast,1.02,(0.60 - 1.75),3.01,(1.89 - 4.77),0.56,(0.27 - 1.16),0.95,(0.57 - 1.56)
Southwest,*,(* - *),*,(* - *),*,(* - *),0.86,(0.49 - 1.51)
Kansas,1.20,(0.86 - 1.66),4.65,(3.48 - 6.18),0.92,(0.57 - 1.50),1.52,(1.08 - 2.13)
Kansas City Metro,1.34,(0.82 - 2.18),4.96,(3.33 - 7.31),1.07,(0.59 - 1.92),1.68,(1.10 - 2.57)
Northeast,1.16,(0.69 - 1.93),4.65,(2.97 - 7.20),0.90,(0.46 - 1.73),1.55,(0.98 - 2.45)
South Central,1.07,(0.62 - 1.84),4.30,(2.64 - 6.93),*,(* - *),1.35,(0.80 - 2.24)
Southeast,*,(* - *),4.71,(2.93 - 7.50),*,(* - *),1.52,(0.93 - 2.47)
West,1.17,(0.69 - 1.96),3.96,(2.50 - 6.22),*,(* - *),1.24,(0.75 - 2.02)
Wichita (Sedgwick),1.09,(0.64 - 1.84),4.69,(3.06 - 7.14),0.89,(0.45 - 1.72),1.44,(0.90 - 2.29)
Kentucky,1.04,(0.75 - 1.45),3.95,(2.90 - 5.35),0.89,(0.55 - 1.44),1.31,(0.91 - 1.87)
"Adanta, Cumberland River, and Lifeskills",0.94,(0.54 - 1.62),3.44,(2.13 - 5.48),0.71,(0.36 - 1.39),1.08,(0.66 - 1.78)
"Bluegrass, Comprehend, and North Key",1.01,(0.61 - 1.67),4.16,(2.74 - 6.27),0.96,(0.52 - 1.75),1.42,(0.90 - 2.22)
Communicare and River Valley,1.09,(0.64 - 1.86),4.18,(2.58 - 6.71),*,(* - *),1.34,(0.79 - 2.26)
Four Rivers and Pennyroyal,1.15,(0.67 - 1.96),4.27,(2.61 - 6.91),0.82,(0.42 - 1.60),1.31,(0.79 - 2.17)
"Kentucky River, Mountain, and Pathways",*,(* - *),3.90,(2.41 - 6.25),0.81,(0.42 - 1.58),1.22,(0.74 - 2.02)
Seven Counties,1.05,(0.63 - 1.77),3.79,(2.40 - 5.96),1.00,(0.53 - 1.89),1.36,(0.83 - 2.23)
Louisiana,0.78,(0.56 - 1.09),3.89,(2.93 - 5.14),1.57,(1.05 - 2.35),1.94,(1.40 - 2.69)
Regions 1 and 3,0.72,(0.42 - 1.22),3.90,(2.49 - 6.04),2.02,(1.13 - 3.59),2.30,(1.42 - 3.73)
Regions 2 and 9,0.75,(0.45 - 1.27),3.50,(2.31 - 5.27),1.43,(0.80 - 2.54),1.79,(1.14 - 2.78)
"Regions 4, 5, and 6",0.81,(0.48 - 1.37),3.87,(2.50 - 5.96),1.43,(0.82 - 2.48),1.81,(1.16 - 2.81)
Regions 7 and 8,0.73,(0.44 - 1.21),4.16,(2.75 - 6.26),1.52,(0.85 - 2.71),1.97,(1.26 - 3.06)
Region 10 (Jefferson),*,(* - *),4.52,(2.82 - 7.17),1.64,(0.87 - 3.05),2.01,(1.20 - 3.35)
Maine,1.13,(0.82 - 1.54),7.07,(5.63 - 8.85),1.51,(1.02 - 2.22),2.19,(1.66 - 2.89)
Aroostook/Downeast,1.03,(0.61 - 1.75),5.98,(3.97 - 8.91),1.31,(0.72 - 2.36),1.87,(1.22 - 2.86)
Central,0.98,(0.56 - 1.70),6.06,(4.01 - 9.04),1.45,(0.79 - 2.64),2.01,(1.28 - 3.16)
Cumberland,1.33,(0.81 - 2.18),9.71,(6.90 - 13.51),1.73,(0.98 - 3.01),2.73,(1.86 - 3.98)
Midcoast,*,(* - *),7.28,(4.85 - 10.79),1.67,(0.93 - 2.98),2.28,(1.45 - 3.55)
Penquis,1.07,(0.64 - 1.78),6.58,(4.39 - 9.76),1.53,(0.85 - 2.74),2.27,(1.48 - 3.46)
Western,0.99,(0.58 - 1.69),6.73,(4.45 - 10.07),1.38,(0.78 - 2.46),2.07,(1.35 - 3.16)
York,1.07,(0.64 - 1.78),5.71,(3.75 - 8.61),1.38,(0.78 - 2.45),1.88,(1.21 - 2.93)
Maryland,0.86,(0.64 - 1.16),4.05,(3.00 - 5.46),1.38,(0.87 - 2.19),1.77,(1.22 - 2.56)
Anne Arundel,*,(* - *),5.51,(3.43 - 8.72),1.32,(0.69 - 2.49),1.88,(1.14 - 3.09)
Baltimore City,*,(* - *),2.77,(1.66 - 4.60),2.26,(1.14 - 4.40),2.34,(1.31 - 4.16)
Baltimore County,*,(* - *),3.87,(2.41 - 6.18),1.30,(0.66 - 2.56),1.65,(0.96 - 2.83)
Montgomery,1.08,(0.63 - 1.86),3.81,(2.37 - 6.07),0.97,(0.50 - 1.88),1.33,(0.79 - 2.22)
North Central,1.14,(0.68 - 1.93),5.00,(3.07 - 8.05),1.02,(0.53 - 1.96),1.54,(0.93 - 2.54)
Northeast,*,(* - *),5.59,(3.49 - 8.86),*,(* - *),1.75,(1.08 - 2.84)
Prince George's,*,(* - *),2.69,(1.65 - 4.37),1.58,(0.81 - 3.08),1.78,(1.02 - 3.07)
South,1.00,(0.59 - 1.68),4.73,(2.99 - 7.40),1.64,(0.85 - 3.14),2.10,(1.25 - 3.49)
West,*,(* - *),5.20,(3.25 - 8.23),*,(* - *),1.75,(1.05 - 2.89)
Massachusetts,1.12,(0.82 - 1.52),7.33,(5.85 - 9.14),1.99,(1.40 - 2.83),2.79,(2.16 - 3.61)
Boston,*,(* - *),5.59,(3.69 - 8.39),2.64,(1.51 - 4.58),3.19,(2.06 - 4.89)
Central,1.24,(0.74 - 2.09),8.84,(5.99 - 12.87),1.85,(1.06 - 3.22),2.90,(1.94 - 4.32)
Metrowest,1.12,(0.67 - 1.85),6.88,(4.85 - 9.67),1.73,(1.05 - 2.83),2.45,(1.70 - 3.52)
Northeast,1.26,(0.77 - 2.04),7.38,(5.08 - 10.61),1.78,(1.01 - 3.12),2.55,(1.70 - 3.81)
Southeast,1.04,(0.62 - 1.75),7.89,(5.37 - 11.45),1.74,(1.00 - 2.99),2.57,(1.72 - 3.81)
Western,1.14,(0.68 - 1.93),7.64,(5.19 - 11.10),2.77,(1.56 - 4.86),3.63,(2.36 - 5.54)
Michigan,0.97,(0.77 - 1.23),5.17,(4.50 - 5.94),1.38,(1.08 - 1.76),1.93,(1.63 - 2.28)
Detroit City,0.21,(0.12 - 0.36),1.60,(1.02 - 2.52),2.07,(1.19 - 3.57),1.99,(1.21 - 3.24)
Genesee,0.89,(0.53 - 1.47),5.09,(3.46 - 7.43),1.54,(0.92 - 2.58),2.04,(1.37 - 3.04)
Kalamazoo,0.88,(0.54 - 1.43),4.78,(3.29 - 6.90),1.27,(0.76 - 2.10),1.82,(1.26 - 2.62)
Kent,1.03,(0.65 - 1.64),5.90,(4.22 - 8.21),1.51,(0.92 - 2.45),2.16,(1.52 - 3.07)
Lakeshore,1.04,(0.66 - 1.65),5.88,(4.21 - 8.16),1.17,(0.70 - 1.97),1.90,(1.35 - 2.67)
Macomb,1.06,(0.67 - 1.68),5.45,(3.91 - 7.55),1.40,(0.87 - 2.26),1.90,(1.34 - 2.71)
Mid South,1.01,(0.65 - 1.57),5.32,(3.85 - 7.29),1.29,(0.81 - 2.05),1.99,(1.45 - 2.72)
Northern,1.22,(0.76 - 1.94),6.00,(4.38 - 8.15),1.35,(0.84 - 2.15),2.04,(1.47 - 2.83)
Oakland,1.00,(0.64 - 1.55),5.46,(4.08 - 7.28),1.25,(0.79 - 1.98),1.77,(1.27 - 2.45)
Pathways and Western,1.15,(0.69 - 1.91),5.94,(4.18 - 8.37),1.35,(0.80 - 2.27),2.07,(1.43 - 2.99)
Riverhaven,1.06,(0.65 - 1.74),5.77,(4.01 - 8.23),1.43,(0.87 - 2.33),1.99,(1.37 - 2.88)
Saginaw,0.83,(0.49 - 1.40),4.49,(2.99 - 6.69),1.45,(0.84 - 2.50),1.90,(1.24 - 2.88)
Southeast,1.23,(0.80 - 1.90),5.99,(4.44 - 8.05),1.30,(0.82 - 2.05),1.91,(1.39 - 2.62)
