State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
South Central,4.10,(2.88 - 5.83),7.64,(5.37 - 10.75),2.06,(1.05 - 3.99),2.91,(1.83 - 4.59)
Southeast,4.22,(2.93 - 6.04),8.17,(5.66 - 11.65),3.14,(1.65 - 5.89),3.82,(2.32 - 6.24)
Arizona,5.28,(4.21 - 6.60),8.40,(6.77 - 10.39),3.42,(2.39 - 4.85),4.13,(3.15 - 5.41)
Maricopa,5.33,(4.03 - 7.02),7.91,(6.11 - 10.19),3.04,(1.88 - 4.87),3.73,(2.61 - 5.31)
Pima,5.55,(3.92 - 7.81),9.42,(6.62 - 13.24),*,(* - *),4.58,(2.78 - 7.47)
Rural North,5.12,(3.47 - 7.49),10.20,(7.33 - 14.03),*,(* - *),6.36,(3.84 - 10.37)
Rural South,4.89,(3.40 - 6.99),7.81,(5.42 - 11.12),*,(* - *),3.44,(2.02 - 5.79)
Arkansas,4.87,(3.93 - 6.03),8.78,(7.16 - 10.71),3.13,(2.28 - 4.28),3.92,(3.08 - 4.98)
Catchment Area 1,4.65,(3.23 - 6.66),9.36,(6.84 - 12.67),3.10,(1.65 - 5.74),4.05,(2.58 - 6.31)
Catchment Area 2,5.13,(3.62 - 7.22),9.64,(6.77 - 13.57),3.16,(1.63 - 6.05),4.00,(2.41 - 6.57)
Catchment Area 3,5.03,(3.60 - 7.00),8.71,(6.32 - 11.90),3.49,(1.88 - 6.41),4.26,(2.67 - 6.73)
Catchment Area 4,4.76,(3.33 - 6.77),8.68,(6.20 - 12.03),*,(* - *),3.60,(2.13 - 6.02)
Catchment Area 5,4.75,(3.40 - 6.60),8.63,(6.37 - 11.60),2.49,(1.38 - 4.48),3.46,(2.29 - 5.19)
Catchment Area 6,4.77,(3.34 - 6.79),7.33,(5.16 - 10.30),*,(* - *),3.74,(2.17 - 6.38)
Catchment Area 7,4.91,(3.41 - 7.02),7.63,(5.31 - 10.84),*,(* - *),3.31,(1.90 - 5.73)
Catchment Area 8,4.95,(3.51 - 6.94),9.07,(6.64 - 12.26),3.70,(2.10 - 6.46),4.39,(2.81 - 6.79)
California,5.16,(4.49 - 5.93),7.89,(6.97 - 8.92),2.96,(2.43 - 3.60),3.74,(3.25 - 4.31)
Region 1R,5.13,(3.68 - 7.12),10.43,(7.86 - 13.72),4.26,(2.34 - 7.64),5.33,(3.45 - 8.13)
Region 2R,4.98,(3.60 - 6.86),8.95,(6.71 - 11.85),3.52,(1.92 - 6.38),4.43,(2.86 - 6.79)
Region 3R (Sacramento),4.80,(3.49 - 6.58),7.92,(5.85 - 10.63),2.75,(1.46 - 5.14),3.56,(2.24 - 5.59)
Region 4R,5.05,(3.68 - 6.89),8.45,(6.22 - 11.39),2.62,(1.37 - 4.96),3.46,(2.17 - 5.46)
Region 5R (San Francisco),*,(* - *),9.20,(6.84 - 12.27),5.13,(2.88 - 8.96),5.49,(3.32 - 8.95)
Region 6 (Santa Clara),4.40,(3.14 - 6.13),6.82,(5.02 - 9.21),1.94,(1.02 - 3.65),2.58,(1.63 - 4.05)
Region 7R (Contra Costa),4.57,(3.30 - 6.31),8.08,(5.89 - 10.98),2.58,(1.33 - 4.93),3.35,(2.08 - 5.36)
Region 8R (Alameda),4.51,(3.23 - 6.27),7.92,(5.86 - 10.63),2.67,(1.43 - 4.92),3.39,(2.15 - 5.32)
Region 9R (San Mateo),4.61,(3.29 - 6.44),7.53,(5.51 - 10.19),2.11,(1.07 - 4.11),2.74,(1.68 - 4.46)
Region 10,5.76,(4.19 - 7.88),9.25,(6.87 - 12.36),*,(* - *),5.26,(3.32 - 8.24)
Region 11 (Los Angeles),5.27,(4.45 - 6.23),7.33,(6.27 - 8.56),2.90,(2.18 - 3.85),3.60,(2.93 - 4.43)
LA SPA 1 and 5,4.92,(3.54 - 6.80),7.72,(5.66 - 10.45),3.02,(1.61 - 5.60),3.73,(2.33 - 5.91)
LA SPA 2,5.11,(3.75 - 6.93),7.77,(5.82 - 10.29),3.15,(1.79 - 5.48),3.82,(2.50 - 5.82)
LA SPA 3,4.68,(3.42 - 6.36),7.19,(5.38 - 9.54),2.50,(1.35 - 4.59),3.24,(2.09 - 4.98)
LA SPA 4,5.30,(3.81 - 7.34),7.11,(5.27 - 9.53),3.18,(1.74 - 5.75),3.73,(2.33 - 5.92)
LA SPA 6,5.93,(4.29 - 8.15),6.84,(5.01 - 9.27),2.54,(1.29 - 4.94),3.45,(2.21 - 5.34)
LA SPA 7,5.53,(4.00 - 7.60),7.36,(5.43 - 9.91),2.37,(1.21 - 4.58),3.24,(2.06 - 5.06)
LA SPA 8,5.59,(4.07 - 7.62),7.19,(5.27 - 9.75),3.34,(1.79 - 6.14),3.93,(2.44 - 6.27)
Region 12R,5.02,(3.65 - 6.86),8.00,(5.84 - 10.87),2.73,(1.43 - 5.15),3.59,(2.29 - 5.61)
Regions 13 and 19R,5.25,(3.90 - 7.03),7.79,(5.90 - 10.21),2.80,(1.60 - 4.86),3.66,(2.46 - 5.41)
Region 13 (Riverside),5.26,(3.83 - 7.19),7.87,(5.87 - 10.47),2.83,(1.56 - 5.05),3.68,(2.42 - 5.57)
Region 19R (Imperial),5.11,(3.70 - 7.04),6.87,(4.93 - 9.48),2.51,(1.26 - 4.93),3.35,(2.09 - 5.33)
Region 14 (Orange),4.99,(3.78 - 6.55),7.08,(5.40 - 9.22),2.33,(1.35 - 4.00),3.03,(2.06 - 4.45)
Region 15R (Fresno),5.08,(3.64 - 7.03),7.51,(5.49 - 10.20),2.58,(1.37 - 4.78),3.50,(2.28 - 5.35)
Region 16R (San Diego),5.18,(3.82 - 6.99),8.97,(6.92 - 11.56),4.05,(2.63 - 6.20),4.91,(3.56 - 6.72)
Region 17R,5.81,(4.24 - 7.92),7.78,(5.88 - 10.23),2.85,(1.56 - 5.15),3.77,(2.50 - 5.65)
Region 18R (San Bernardino),5.82,(4.29 - 7.83),7.55,(5.69 - 9.94),2.54,(1.42 - 4.50),3.47,(2.34 - 5.10)
Region 20R,4.86,(3.44 - 6.82),7.44,(5.46 - 10.08),2.44,(1.26 - 4.67),3.32,(2.12 - 5.17)
Region 21R,5.24,(3.71 - 7.35),8.40,(6.08 - 11.49),2.71,(1.40 - 5.15),3.74,(2.39 - 5.81)
Colorado,4.43,(3.49 - 5.62),10.55,(8.67 - 12.77),2.84,(2.00 - 4.01),3.96,(3.11 - 5.03)
Region 1,4.52,(3.17 - 6.39),11.14,(8.14 - 15.06),3.60,(1.93 - 6.62),4.93,(3.21 - 7.48)
Regions 2 and 7,4.44,(3.24 - 6.06),11.15,(8.84 - 13.97),2.98,(1.90 - 4.65),4.10,(3.01 - 5.56)
Region 3,4.46,(3.12 - 6.33),9.44,(6.79 - 12.97),2.06,(1.06 - 3.97),3.19,(2.08 - 4.88)
Region 4,4.59,(3.17 - 6.62),8.85,(6.19 - 12.50),*,(* - *),3.42,(2.01 - 5.77)
Regions 5 and 6,4.18,(2.90 - 5.98),9.21,(6.45 - 13.00),2.47,(1.21 - 4.98),3.39,(2.04 - 5.59)
Connecticut,4.38,(3.53 - 5.42),8.28,(6.70 - 10.20),2.80,(1.98 - 3.96),3.56,(2.75 - 4.61)
Eastern,4.37,(3.07 - 6.19),7.96,(5.57 - 11.24),2.40,(1.18 - 4.83),3.37,(2.08 - 5.43)
North Central,4.07,(2.94 - 5.59),7.88,(5.81 - 10.62),2.36,(1.30 - 4.25),3.10,(2.02 - 4.74)
Northwestern,4.76,(3.39 - 6.63),9.40,(6.87 - 12.73),3.67,(2.05 - 6.50),4.41,(2.82 - 6.85)
South Central,4.56,(3.28 - 6.32),8.48,(6.34 - 11.25),3.00,(1.69 - 5.28),3.77,(2.47 - 5.71)
Southwest,4.26,(3.04 - 5.93),7.88,(5.54 - 11.08),2.65,(1.37 - 5.09),3.32,(2.00 - 5.47)
Delaware,4.55,(3.64 - 5.69),9.34,(7.60 - 11.42),2.84,(1.96 - 4.10),3.76,(2.87 - 4.91)
Kent,4.58,(3.25 - 6.42),8.96,(6.51 - 12.19),2.78,(1.47 - 5.20),3.73,(2.39 - 5.77)
New Castle (excluding Wilmington City),4.51,(3.35 - 6.05),9.96,(7.81 - 12.62),2.80,(1.68 - 4.65),3.89,(2.75 - 5.46)
Sussex,4.69,(3.39 - 6.45),8.77,(6.33 - 12.03),2.39,(1.28 - 4.43),3.11,(1.95 - 4.92)
Wilmington City,4.45,(3.07 - 6.42),7.29,(5.16 - 10.20),*,(* - *),4.73,(2.80 - 7.89)
District of Columbia,4.56,(3.65 - 5.69),7.00,(5.59 - 8.74),4.21,(3.02 - 5.84),4.71,(3.62 - 6.10)
Ward 1,4.41,(3.07 - 6.31),6.15,(4.27 - 8.78),3.95,(2.14 - 7.19),4.36,(2.68 - 7.01)
Ward 2,*,(* - *),8.80,(6.33 - 12.10),*,(* - *),5.75,(3.72 - 8.80)
Ward 3,4.33,(2.93 - 6.35),8.49,(6.21 - 11.51),*,(* - *),4.61,(2.84 - 7.42)
Ward 4,4.26,(2.94 - 6.13),5.96,(4.09 - 8.62),*,(* - *),3.20,(1.79 - 5.66)
Ward 5,4.77,(3.31 - 6.84),7.08,(4.97 - 10.00),*,(* - *),*,(* - *)
Ward 6,4.28,(2.96 - 6.14),6.24,(4.43 - 8.73),3.67,(1.95 - 6.81),4.01,(2.38 - 6.69)
Ward 7,4.81,(3.45 - 6.68),5.30,(3.60 - 7.75),4.30,(2.34 - 7.78),4.46,(2.67 - 7.37)
Ward 8,4.73,(3.33 - 6.69),5.75,(3.99 - 8.21),*,(* - *),5.12,(2.95 - 8.77)
Florida,4.38,(3.81 - 5.04),6.85,(6.01 - 7.79),2.91,(2.39 - 3.53),3.42,(2.93 - 3.98)
Region A - Northwest,4.35,(3.48 - 5.43),7.92,(6.38 - 9.78),3.04,(2.03 - 4.55),3.86,(2.87 - 5.17)
Circuit 1,4.12,(3.01 - 5.62),8.61,(6.38 - 11.51),2.87,(1.59 - 5.11),3.73,(2.45 - 5.65)
Circuit 2,4.23,(3.01 - 5.92),7.24,(5.30 - 9.82),3.04,(1.56 - 5.81),3.95,(2.53 - 6.12)
Circuit 14,5.05,(3.63 - 6.99),7.55,(5.42 - 10.42),3.46,(1.80 - 6.58),4.02,(2.40 - 6.68)
Region B - Northeast,4.48,(3.62 - 5.54),7.37,(6.00 - 9.02),3.08,(2.12 - 4.44),3.73,(2.81 - 4.93)
Circuits 3 and 8,4.55,(3.29 - 6.26),7.67,(5.70 - 10.25),3.16,(1.73 - 5.69),4.10,(2.70 - 6.17)
Circuit 4,4.58,(3.39 - 6.18),7.49,(5.55 - 10.04),3.77,(2.22 - 6.34),4.31,(2.83 - 6.51)
Circuit 7,4.29,(3.12 - 5.86),6.87,(4.94 - 9.48),2.20,(1.14 - 4.21),2.79,(1.71 - 4.52)
Region C - Central,4.36,(3.64 - 5.21),7.12,(6.03 - 8.40),2.68,(1.97 - 3.64),3.25,(2.56 - 4.10)
Circuit 5,4.55,(3.32 - 6.21),7.56,(5.61 - 10.11),3.04,(1.74 - 5.27),3.53,(2.25 - 5.51)
Circuit 9,3.90,(2.84 - 5.33),6.50,(4.94 - 8.51),2.21,(1.21 - 3.99),2.83,(1.84 - 4.33)
Circuit 10,4.60,(3.37 - 6.24),6.73,(5.01 - 8.98),2.30,(1.20 - 4.35),2.88,(1.79 - 4.62)
Circuit 18,4.26,(3.11 - 5.82),7.84,(5.88 - 10.38),2.93,(1.64 - 5.17),3.55,(2.29 - 5.47)
Circuit 19,5.12,(3.67 - 7.10),7.36,(5.35 - 10.04),3.07,(1.59 - 5.84),3.56,(2.11 - 5.97)
Region D - Southeast,3.89,(3.05 - 4.94),5.29,(4.18 - 6.68),1.82,(1.15 - 2.86),2.23,(1.57 - 3.15)
Circuit 15 (Palm Beach),3.85,(2.79 - 5.31),5.87,(4.31 - 7.94),1.86,(0.98 - 3.50),2.31,(1.42 - 3.73)
Circuit 17 (Broward),3.91,(2.88 - 5.29),4.89,(3.64 - 6.56),1.79,(1.00 - 3.17),2.16,(1.39 - 3.35)
Region E - Sun Coast,4.49,(3.72 - 5.42),7.57,(6.37 - 8.98),3.70,(2.77 - 4.93),4.14,(3.26 - 5.26)
Circuit 6,4.27,(3.12 - 5.82),7.50,(5.65 - 9.91),3.52,(2.16 - 5.68),3.95,(2.63 - 5.89)
Circuit 12,4.72,(3.36 - 6.60),9.07,(6.60 - 12.34),5.21,(2.92 - 9.13),5.60,(3.40 - 9.08)
Circuit 13 (Hillsborough),4.32,(3.17 - 5.84),6.65,(5.06 - 8.69),2.54,(1.49 - 4.30),3.11,(2.09 - 4.61)
Circuit 20,4.85,(3.54 - 6.62),7.94,(5.96 - 10.50),4.01,(2.38 - 6.70),4.43,(2.85 - 6.82)
Region F - Southern (Circuits 11 and 16),4.76,(3.59 - 6.29),5.56,(4.32 - 7.14),2.98,(1.88 - 4.67),3.32,(2.30 - 4.77)
Georgia,3.95,(3.17 - 4.92),7.51,(6.11 - 9.20),2.37,(1.64 - 3.41),3.13,(2.40 - 4.06)
Region 1,4.01,(2.86 - 5.60),8.31,(6.12 - 11.18),2.50,(1.38 - 4.48),3.26,(2.13 - 4.97)
Region 2,3.75,(2.63 - 5.33),7.54,(5.30 - 10.62),1.92,(0.94 - 3.89),2.91,(1.81 - 4.64)
Region 3,3.86,(2.77 - 5.34),6.73,(5.01 - 9.00),2.61,(1.42 - 4.75),3.15,(1.98 - 4.97)
Region 4,4.10,(2.83 - 5.89),7.41,(5.10 - 10.66),*,(* - *),3.31,(1.91 - 5.68)
Region 5,4.00,(2.80 - 5.69),7.71,(5.63 - 10.47),2.13,(1.07 - 4.20),3.11,(2.00 - 4.82)
Region 6,4.09,(2.88 - 5.79),7.55,(5.33 - 10.59),2.09,(1.03 - 4.16),2.94,(1.82 - 4.73)
Hawaii,4.69,(3.56 - 6.15),8.12,(6.39 - 10.28),3.75,(2.66 - 5.27),4.35,(3.30 - 5.70)
Hawaii Island,4.65,(3.16 - 6.80),8.54,(5.94 - 12.15),3.51,(1.85 - 6.54),4.20,(2.56 - 6.83)
Honolulu,4.65,(3.38 - 6.38),8.03,(6.17 - 10.38),3.75,(2.48 - 5.63),4.34,(3.14 - 5.98)
Kauai and Maui,4.87,(3.52 - 6.69),8.20,(5.90 - 11.30),3.99,(2.36 - 6.67),4.49,(2.90 - 6.90)
Kauai,4.83,(3.21 - 7.22),8.59,(5.77 - 12.61),*,(* - *),*,(* - *)
Maui,4.88,(3.37 - 7.03),8.03,(5.48 - 11.62),3.43,(1.80 - 6.45),3.98,(2.36 - 6.64)
Idaho,4.68,(3.82 - 5.72),7.87,(6.40 - 9.65),2.90,(2.09 - 4.02),3.66,(2.86 - 4.67)
Region 1,5.07,(3.60 - 7.09),8.65,(6.23 - 11.89),3.51,(1.85 - 6.56),4.16,(2.53 - 6.78)
Region 2,*,(* - *),8.15,(5.69 - 11.54),*,(* - *),4.09,(2.51 - 6.60)
Region 3,4.45,(3.16 - 6.22),7.44,(5.34 - 10.29),2.75,(1.49 - 5.04),3.45,(2.18 - 5.42)
Region 4,4.56,(3.34 - 6.18),8.33,(6.29 - 10.94),2.85,(1.67 - 4.84),3.61,(2.43 - 5.31)
Region 5,4.70,(3.34 - 6.59),7.23,(5.06 - 10.24),2.62,(1.35 - 5.04),3.28,(1.98 - 5.37)
Region 6,4.94,(3.51 - 6.93),7.57,(5.31 - 10.68),3.15,(1.64 - 5.98),3.90,(2.40 - 6.26)
Region 7,4.65,(3.33 - 6.46),7.45,(5.34 - 10.31),2.38,(1.25 - 4.49),3.40,(2.21 - 5.20)
Illinois,4.28,(3.67 - 4.99),7.16,(6.36 - 8.05),2.42,(1.93 - 3.03),3.14,(2.69 - 3.67)
Region I (Cook),4.46,(3.52 - 5.64),6.57,(5.49 - 7.84),3.23,(2.34 - 4.43),3.71,(2.89 - 4.74)
Region II,4.04,(3.22 - 5.05),7.18,(5.86 - 8.77),1.76,(1.19 - 2.60),2.58,(2.01 - 3.31)
Region III,3.96,(2.94 - 5.32),7.68,(6.07 - 9.66),1.69,(1.02 - 2.78),2.80,(2.09 - 3.73)
Region IV,4.38,(3.19 - 6.00),6.89,(5.19 - 9.10),1.87,(1.04 - 3.37),2.65,(1.79 - 3.91)
Region V,4.69,(3.49 - 6.26),8.79,(6.95 - 11.06),2.47,(1.51 - 4.03),3.47,(2.49 - 4.81)
Indiana,4.89,(3.97 - 6.02),8.19,(6.66 - 10.03),2.56,(1.83 - 3.57),3.38,(2.64 - 4.32)
Central,4.66,(3.38 - 6.38),7.31,(5.35 - 9.92),2.31,(1.25 - 4.21),2.97,(1.89 - 4.63)
East,4.97,(3.48 - 7.05),8.56,(6.13 - 11.83),*,(* - *),3.30,(2.03 - 5.32)
North Central,4.95,(3.51 - 6.93),8.67,(6.22 - 11.96),2.62,(1.35 - 5.01),3.48,(2.16 - 5.54)
Northeast,4.97,(3.48 - 7.04),7.84,(5.56 - 10.94),2.30,(1.15 - 4.52),3.08,(1.89 - 4.99)
Northwest,4.52,(3.21 - 6.34),7.38,(5.21 - 10.37),2.10,(1.04 - 4.19),2.85,(1.73 - 4.67)
Southeast,5.92,(4.16 - 8.36),9.19,(6.54 - 12.77),*,(* - *),4.53,(2.73 - 7.41)
Southwest,4.59,(3.19 - 6.58),*,(* - *),2.04,(0.98 - 4.20),2.91,(1.75 - 4.80)
West,4.93,(3.53 - 6.84),9.07,(6.54 - 12.45),3.08,(1.65 - 5.69),4.34,(2.86 - 6.53)
Iowa,4.31,(3.39 - 5.47),5.16,(3.96 - 6.69),1.20,(0.75 - 1.91),1.80,(1.31 - 2.47)
Central,4.57,(3.19 - 6.50),5.21,(3.61 - 7.47),1.33,(0.65 - 2.72),1.85,(1.11 - 3.06)
North Central,4.12,(2.86 - 5.89),5.31,(3.59 - 7.78),1.16,(0.51 - 2.63),1.92,(1.16 - 3.19)
Northeast,4.47,(3.12 - 6.37),5.55,(3.92 - 7.80),1.27,(0.63 - 2.55),1.93,(1.22 - 3.04)
Northwest,4.38,(3.03 - 6.28),4.70,(3.16 - 6.94),1.07,(0.47 - 2.38),1.59,(0.92 - 2.73)
Southeast,3.99,(2.83 - 5.59),4.84,(3.36 - 6.92),1.05,(0.51 - 2.14),1.65,(1.03 - 2.61)
Southwest,4.24,(2.89 - 6.17),5.34,(3.51 - 8.03),1.35,(0.63 - 2.87),1.91,(1.11 - 3.25)
Kansas,4.27,(3.45 - 5.27),7.30,(5.77 - 9.19),2.34,(1.64 - 3.33),3.13,(2.41 - 4.06)
Kansas City Metro,4.39,(3.24 - 5.93),7.84,(5.74 - 10.61),2.72,(1.63 - 4.50),3.53,(2.44 - 5.10)
Northeast,3.88,(2.76 - 5.43),6.59,(4.65 - 9.26),1.87,(0.95 - 3.63),2.70,(1.71 - 4.24)
South Central,4.73,(3.35 - 6.65),7.54,(5.17 - 10.86),*,(* - *),3.36,(1.94 - 5.75)
Southeast,4.41,(3.08 - 6.27),7.55,(5.20 - 10.85),*,(* - *),3.07,(1.81 - 5.16)
West,4.26,(3.00 - 6.03),6.88,(4.84 - 9.70),2.06,(1.01 - 4.15),2.80,(1.69 - 4.60)
Wichita (Sedgwick),4.03,(2.85 - 5.66),7.06,(5.00 - 9.87),2.13,(1.10 - 4.11),2.86,(1.78 - 4.55)
Kentucky,4.52,(3.65 - 5.59),8.59,(6.96 - 10.56),2.79,(1.99 - 3.88),3.58,(2.80 - 4.58)
"Adanta, Cumberland River, and Lifeskills",4.22,(2.97 - 5.97),8.43,(6.02 - 11.67),2.34,(1.27 - 4.30),3.16,(2.04 - 4.89)
"Bluegrass, Comprehend, and North Key",4.57,(3.30 - 6.29),9.18,(6.99 - 11.99),3.58,(2.13 - 5.98),4.39,(2.98 - 6.43)
Communicare and River Valley,4.59,(3.22 - 6.50),8.27,(5.77 - 11.72),2.39,(1.17 - 4.81),3.19,(1.91 - 5.29)
Four Rivers and Pennyroyal,4.97,(3.48 - 7.05),8.27,(5.79 - 11.67),2.38,(1.21 - 4.65),3.23,(1.98 - 5.22)
"Kentucky River, Mountain, and Pathways",5.01,(3.53 - 7.07),8.41,(6.02 - 11.64),2.47,(1.28 - 4.72),3.25,(2.02 - 5.20)
Seven Counties,4.23,(3.00 - 5.94),8.26,(5.95 - 11.37),2.64,(1.42 - 4.84),3.36,(2.12 - 5.27)
Louisiana,4.18,(3.36 - 5.18),9.04,(7.38 - 11.03),2.59,(1.83 - 3.67),3.63,(2.85 - 4.62)
Regions 1 and 3,3.81,(2.69 - 5.37),8.01,(5.72 - 11.11),2.39,(1.23 - 4.62),3.25,(2.03 - 5.15)
Regions 2 and 9,4.42,(3.22 - 6.04),9.04,(6.81 - 11.90),2.69,(1.54 - 4.66),3.79,(2.61 - 5.48)
"Regions 4, 5, and 6",4.08,(2.92 - 5.68),9.85,(7.26 - 13.23),2.63,(1.47 - 4.66),3.78,(2.55 - 5.57)
Regions 7 and 8,4.29,(3.06 - 5.97),8.86,(6.58 - 11.84),2.57,(1.41 - 4.65),3.64,(2.44 - 5.41)
Region 10 (Jefferson),4.20,(2.94 - 5.97),9.00,(6.33 - 12.64),2.64,(1.28 - 5.33),3.47,(2.05 - 5.80)
Maine,4.24,(3.45 - 5.21),9.76,(8.09 - 11.72),2.18,(1.54 - 3.06),3.11,(2.44 - 3.95)
Aroostook/Downeast,4.43,(3.15 - 6.20),9.32,(6.87 - 12.54),2.30,(1.21 - 4.34),3.14,(2.00 - 4.90)
Central,4.29,(3.06 - 6.00),9.70,(7.09 - 13.14),2.11,(1.07 - 4.12),3.03,(1.90 - 4.80)
Cumberland,4.02,(2.86 - 5.62),10.95,(8.25 - 14.39),2.23,(1.21 - 4.09),3.32,(2.21 - 4.98)
Midcoast,4.30,(3.03 - 6.05),9.42,(6.82 - 12.89),2.04,(1.00 - 4.10),2.83,(1.71 - 4.65)
Penquis,4.23,(2.99 - 5.94),9.76,(7.18 - 13.12),2.23,(1.14 - 4.32),3.33,(2.15 - 5.12)
Western,4.40,(3.13 - 6.14),9.50,(6.95 - 12.86),2.21,(1.21 - 4.02),3.14,(2.07 - 4.75)
York,4.20,(2.94 - 5.96),8.92,(6.46 - 12.18),2.09,(1.08 - 4.01),2.87,(1.79 - 4.59)
Maryland,4.05,(3.25 - 5.03),6.47,(5.08 - 8.20),2.34,(1.61 - 3.40),2.94,(2.19 - 3.93)
Anne Arundel,4.01,(2.80 - 5.71),7.16,(4.93 - 10.28),2.00,(0.97 - 4.09),2.70,(1.60 - 4.51)
Baltimore City,3.90,(2.65 - 5.70),5.64,(3.87 - 8.14),*,(* - *),2.96,(1.72 - 5.04)
Baltimore County,4.47,(3.10 - 6.40),6.78,(4.71 - 9.65),*,(* - *),3.36,(1.90 - 5.88)
Montgomery,4.05,(2.82 - 5.79),6.31,(4.38 - 9.02),1.95,(0.95 - 3.98),2.50,(1.46 - 4.25)
North Central,3.89,(2.69 - 5.58),7.09,(4.82 - 10.33),*,(* - *),3.03,(1.75 - 5.21)
Northeast,4.19,(2.93 - 5.96),7.78,(5.40 - 11.09),2.53,(1.28 - 4.94),3.21,(1.92 - 5.34)
Prince George's,3.71,(2.58 - 5.32),5.15,(3.53 - 7.46),2.02,(0.97 - 4.17),2.57,(1.50 - 4.37)
South,4.17,(2.93 - 5.88),6.75,(4.67 - 9.66),2.66,(1.37 - 5.12),3.26,(1.95 - 5.42)
West,4.15,(2.88 - 5.94),7.64,(5.26 - 10.96),2.50,(1.22 - 5.03),3.19,(1.87 - 5.40)
Massachusetts,4.14,(3.34 - 5.13),9.92,(8.22 - 11.94),3.10,(2.24 - 4.27),4.12,(3.27 - 5.19)
Boston,3.99,(2.77 - 5.72),7.99,(5.66 - 11.16),*,(* - *),3.50,(2.18 - 5.59)
Central,4.15,(2.89 - 5.92),11.01,(7.96 - 15.03),3.05,(1.56 - 5.85),4.24,(2.69 - 6.63)
Metrowest,4.11,(2.97 - 5.67),9.60,(7.24 - 12.63),3.11,(1.82 - 5.27),4.02,(2.74 - 5.88)
Northeast,4.08,(2.94 - 5.65),10.32,(7.74 - 13.63),3.15,(1.73 - 5.67),4.13,(2.70 - 6.28)
Southeast,4.19,(2.99 - 5.84),10.08,(7.46 - 13.48),2.62,(1.42 - 4.77),3.63,(2.37 - 5.52)
Western,4.32,(3.06 - 6.08),10.68,(7.93 - 14.25),4.39,(2.47 - 7.70),5.51,(3.65 - 8.23)
Michigan,4.54,(3.98 - 5.18),8.65,(7.78 - 9.60),2.87,(2.38 - 3.47),3.72,(3.26 - 4.24)
Detroit City,4.04,(2.96 - 5.49),4.88,(3.63 - 6.55),2.19,(1.24 - 3.86),2.63,(1.72 - 4.01)
Genesee,4.93,(3.58 - 6.77),9.07,(6.88 - 11.87),3.81,(2.15 - 6.65),4.55,(2.94 - 6.97)
Kalamazoo,4.58,(3.40 - 6.13),8.39,(6.37 - 10.97),2.35,(1.34 - 4.08),3.29,(2.25 - 4.79)
Kent,4.06,(2.97 - 5.54),8.86,(6.86 - 11.37),2.67,(1.56 - 4.53),3.60,(2.49 - 5.17)
Lakeshore,4.97,(3.72 - 6.62),9.86,(7.70 - 12.55),3.22,(1.97 - 5.23),4.25,(3.01 - 5.97)
Macomb,4.58,(3.42 - 6.10),8.90,(6.95 - 11.34),2.88,(1.75 - 4.69),3.62,(2.51 - 5.20)
Mid South,4.59,(3.44 - 6.10),9.86,(7.88 - 12.27),3.68,(2.33 - 5.76),4.75,(3.46 - 6.49)
Northern,4.89,(3.66 - 6.51),8.92,(6.91 - 11.44),3.35,(2.03 - 5.49),4.18,(2.90 - 5.99)
Oakland,4.29,(3.25 - 5.65),8.73,(6.94 - 10.92),3.15,(1.98 - 4.96),3.82,(2.69 - 5.40)
