State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 3R (Sacramento),40.18,(35.07 - 45.51),36.70,(31.95 - 41.73),42.03,(37.06 - 47.16),41.20,(36.84 - 45.70)
Region 4R,39.48,(34.81 - 44.36),33.91,(28.97 - 39.24),43.38,(38.56 - 48.32),42.02,(37.77 - 46.39)
Region 5R (San Francisco),*,(* - *),34.88,(29.68 - 40.46),40.55,(35.24 - 46.09),40.04,(35.12 - 45.17)
Region 6 (Santa Clara),44.12,(39.07 - 49.29),37.31,(32.32 - 42.60),45.48,(40.65 - 50.40),44.41,(40.10 - 48.80)
Region 7R (Contra Costa),42.10,(36.89 - 47.49),36.72,(31.57 - 42.20),46.50,(41.23 - 51.85),45.12,(40.44 - 49.89)
Region 8R (Alameda),42.25,(37.38 - 47.27),36.95,(32.05 - 42.15),44.78,(39.79 - 49.88),43.70,(39.28 - 48.22)
Region 9R (San Mateo),40.40,(35.47 - 45.53),35.04,(29.86 - 40.60),43.91,(38.70 - 49.25),42.87,(38.18 - 47.70)
Region 10,40.86,(35.82 - 46.09),34.38,(29.60 - 39.50),46.32,(41.19 - 51.53),44.26,(39.89 - 48.72)
Region 11 (Los Angeles),42.52,(40.20 - 44.87),39.91,(37.51 - 42.36),48.96,(46.56 - 51.36),47.52,(45.44 - 49.61)
LA SPA 1 and 5,40.56,(35.64 - 45.68),34.14,(29.09 - 39.58),43.33,(38.11 - 48.70),41.95,(37.35 - 46.69)
LA SPA 2,42.79,(38.00 - 47.71),40.78,(36.04 - 45.71),49.26,(44.43 - 54.10),48.01,(43.77 - 52.29)
LA SPA 3,41.51,(36.79 - 46.40),35.19,(30.52 - 40.16),48.78,(43.98 - 53.60),46.64,(42.48 - 50.85)
LA SPA 4,42.54,(37.67 - 47.57),41.32,(36.21 - 46.62),48.13,(43.27 - 53.01),47.18,(42.85 - 51.54)
LA SPA 6,44.74,(39.76 - 49.82),45.16,(39.78 - 50.66),52.90,(47.73 - 58.02),51.27,(46.96 - 55.56)
LA SPA 7,42.52,(37.65 - 47.54),41.79,(36.81 - 46.94),53.30,(48.36 - 58.18),51.29,(47.02 - 55.55)
LA SPA 8,42.65,(37.89 - 47.55),41.15,(35.88 - 46.63),47.62,(42.95 - 52.34),46.63,(42.50 - 50.82)
Region 12R,39.85,(34.79 - 45.13),35.87,(30.58 - 41.53),42.77,(37.46 - 48.25),41.64,(37.05 - 46.38)
Regions 13 and 19R,41.28,(36.83 - 45.89),36.97,(32.61 - 41.55),45.42,(40.98 - 49.94),43.97,(40.12 - 47.89)
Region 13 (Riverside),41.37,(36.60 - 46.30),36.67,(32.02 - 41.59),44.92,(40.21 - 49.71),43.51,(39.44 - 47.68)
Region 19R (Imperial),40.31,(35.37 - 45.47),40.38,(34.95 - 46.06),52.23,(46.81 - 57.61),49.95,(45.31 - 54.59)
Region 14 (Orange),42.19,(38.01 - 46.49),35.47,(31.44 - 39.72),45.27,(41.03 - 49.58),43.82,(40.12 - 47.59)
Region 15R (Fresno),42.10,(37.07 - 47.29),40.16,(34.76 - 45.82),47.81,(42.69 - 52.98),46.38,(42.00 - 50.81)
Region 16R (San Diego),38.94,(34.85 - 43.20),30.60,(26.63 - 34.88),45.29,(41.02 - 49.62),42.74,(39.09 - 46.46)
Region 17R,42.86,(38.35 - 47.49),39.46,(34.64 - 44.50),47.93,(43.18 - 52.72),46.35,(42.30 - 50.45)
Region 18R (San Bernardino),43.16,(38.92 - 47.49),39.35,(34.86 - 44.02),47.99,(43.53 - 52.48),46.39,(42.58 - 50.25)
Region 20R,39.87,(34.92 - 45.03),39.13,(33.77 - 44.77),46.31,(41.22 - 51.48),45.05,(40.61 - 49.57)
Region 21R,39.12,(34.03 - 44.47),35.34,(30.09 - 40.97),43.35,(38.28 - 48.57),41.90,(37.51 - 46.41)
Colorado,37.06,(34.10 - 40.11),29.01,(26.29 - 31.88),41.24,(38.01 - 44.55),39.46,(36.62 - 42.38)
Region 1,35.41,(30.36 - 40.81),27.57,(23.06 - 32.59),39.84,(34.45 - 45.49),37.68,(33.00 - 42.61)
Regions 2 and 7,37.71,(33.73 - 41.87),29.37,(25.96 - 33.02),41.45,(37.37 - 45.64),39.79,(36.23 - 43.47)
Region 3,36.10,(31.62 - 40.83),26.99,(22.41 - 32.12),40.93,(35.83 - 46.23),38.79,(34.28 - 43.51)
Region 4,39.70,(33.95 - 45.75),33.83,(28.22 - 39.93),45.89,(39.88 - 52.02),44.06,(38.72 - 49.55)
Regions 5 and 6,35.35,(30.10 - 40.99),29.66,(24.66 - 35.20),39.93,(34.54 - 45.57),38.52,(33.68 - 43.60)
Connecticut,39.38,(36.41 - 42.43),31.36,(28.49 - 34.37),42.94,(39.69 - 46.26),41.34,(38.45 - 44.29)
Eastern,36.81,(31.37 - 42.61),27.96,(23.03 - 33.49),38.14,(32.84 - 43.75),36.37,(31.76 - 41.23)
North Central,40.96,(36.62 - 45.46),31.63,(27.27 - 36.34),44.34,(39.60 - 49.17),42.63,(38.44 - 46.92)
Northwestern,37.43,(32.53 - 42.60),29.24,(24.78 - 34.15),43.11,(37.86 - 48.52),41.31,(36.63 - 46.16)
South Central,38.74,(33.75 - 43.97),33.71,(29.21 - 38.52),41.61,(36.34 - 47.08),40.51,(35.86 - 45.33)
Southwest,41.12,(35.93 - 46.53),32.73,(27.70 - 38.19),45.38,(39.88 - 51.00),43.76,(38.84 - 48.81)
Delaware,39.87,(36.83 - 42.98),33.02,(30.06 - 36.11),41.99,(38.70 - 45.35),40.72,(37.83 - 43.67)
Kent,41.42,(36.46 - 46.56),34.81,(29.92 - 40.04),42.29,(36.95 - 47.82),41.14,(36.47 - 45.97)
New Castle (excluding Wilmington City),39.65,(35.72 - 43.72),30.96,(27.33 - 34.84),41.73,(37.51 - 46.08),40.10,(36.45 - 43.87)
Sussex,36.35,(31.59 - 41.39),33.21,(28.25 - 38.59),40.36,(35.30 - 45.63),39.56,(34.97 - 44.34)
Wilmington City,45.71,(40.11 - 51.42),41.97,(36.07 - 48.10),47.13,(41.28 - 53.07),46.42,(41.21 - 51.72)
District of Columbia,45.43,(42.18 - 48.72),31.84,(28.79 - 35.06),42.04,(38.75 - 45.41),40.20,(37.41 - 43.05)
Ward 1,43.15,(37.36 - 49.13),34.77,(29.40 - 40.57),42.00,(36.81 - 47.37),40.65,(36.19 - 45.26)
Ward 2,*,(* - *),20.21,(16.50 - 24.49),34.38,(29.13 - 40.04),30.74,(26.60 - 35.22)
Ward 3,34.96,(29.50 - 40.85),22.82,(18.80 - 27.41),36.54,(31.43 - 41.97),34.20,(29.83 - 38.85)
Ward 4,43.60,(38.05 - 49.31),36.59,(30.57 - 43.06),44.13,(38.51 - 49.89),43.13,(38.12 - 48.28)
Ward 5,47.00,(41.04 - 53.04),34.73,(29.16 - 40.75),45.89,(39.78 - 52.12),43.85,(38.67 - 49.17)
Ward 6,47.14,(41.11 - 53.26),34.82,(29.46 - 40.59),41.21,(35.74 - 46.91),40.37,(35.48 - 45.46)
Ward 7,49.85,(44.84 - 54.85),42.94,(36.70 - 49.41),48.01,(42.43 - 53.63),47.20,(42.32 - 52.14)
Ward 8,47.94,(42.85 - 53.06),41.72,(35.94 - 47.73),47.33,(41.77 - 52.95),46.14,(41.45 - 50.91)
Florida,41.67,(40.10 - 43.27),38.02,(36.40 - 39.67),47.55,(45.77 - 49.33),46.31,(44.74 - 47.90)
Region A - Northwest,40.00,(36.80 - 43.29),35.72,(32.42 - 39.16),45.57,(42.22 - 48.97),43.93,(41.03 - 46.87)
Circuit 1,39.55,(35.08 - 44.21),34.13,(29.42 - 39.17),45.96,(40.98 - 51.03),44.17,(39.81 - 48.63)
Circuit 2,41.37,(36.06 - 46.87),37.19,(32.31 - 42.34),46.16,(40.70 - 51.72),44.20,(39.64 - 48.86)
Circuit 14,39.46,(34.32 - 44.84),36.79,(31.17 - 42.80),43.97,(38.77 - 49.32),42.99,(38.31 - 47.80)
Region B - Northeast,39.21,(36.27 - 42.24),33.68,(30.72 - 36.78),44.76,(41.61 - 47.94),43.07,(40.35 - 45.83)
Circuits 3 and 8,37.39,(32.52 - 42.54),30.88,(26.41 - 35.74),44.54,(39.41 - 49.79),41.69,(37.47 - 46.04)
Circuit 4,39.88,(35.86 - 44.03),35.69,(31.04 - 40.62),45.27,(40.58 - 50.03),43.88,(39.78 - 48.07)
Circuit 7,39.38,(34.41 - 44.57),33.80,(29.08 - 38.87),44.27,(39.54 - 49.11),42.95,(38.74 - 47.26)
Region C - Central,41.02,(38.74 - 43.34),35.76,(33.39 - 38.20),45.96,(43.41 - 48.54),44.67,(42.38 - 46.98)
Circuit 5,39.71,(35.14 - 44.47),35.63,(30.99 - 40.54),46.12,(41.40 - 50.91),44.98,(40.72 - 49.32)
Circuit 9,43.98,(39.96 - 48.08),36.50,(32.58 - 40.61),49.08,(44.46 - 53.72),47.26,(43.21 - 51.34)
Circuit 10,41.65,(37.07 - 46.38),38.95,(34.19 - 43.94),45.28,(40.47 - 50.18),44.44,(40.18 - 48.79)
Circuit 18,38.52,(34.22 - 43.01),32.64,(28.43 - 37.16),43.65,(38.90 - 48.52),42.26,(38.05 - 46.59)
Circuit 19,39.12,(34.30 - 44.15),35.27,(30.33 - 40.54),43.65,(38.47 - 48.96),42.68,(37.99 - 47.50)
Region D - Southeast,44.16,(41.15 - 47.21),42.59,(39.34 - 45.90),49.35,(46.16 - 52.54),48.55,(45.69 - 51.43)
Circuit 15 (Palm Beach),41.78,(37.38 - 46.32),38.96,(34.42 - 43.71),46.19,(41.47 - 50.99),45.38,(41.10 - 49.72)
Circuit 17 (Broward),45.73,(41.70 - 49.82),45.12,(40.93 - 49.39),51.76,(47.72 - 55.78),50.95,(47.33 - 54.56)
Region E - Sun Coast,40.46,(37.97 - 43.01),35.38,(32.80 - 38.04),44.46,(41.80 - 47.15),43.42,(41.03 - 45.85)
Circuit 6,38.65,(34.28 - 43.21),34.01,(29.56 - 38.77),41.73,(37.35 - 46.26),40.91,(36.93 - 45.01)
Circuit 12,39.17,(34.14 - 44.44),36.95,(31.75 - 42.47),44.46,(39.15 - 49.90),43.70,(38.83 - 48.70)
Circuit 13 (Hillsborough),43.27,(39.19 - 47.44),35.58,(31.64 - 39.72),47.46,(43.08 - 51.88),45.79,(41.95 - 49.69)
Circuit 20,39.97,(35.36 - 44.75),35.81,(31.07 - 40.84),44.90,(40.37 - 49.53),43.95,(39.82 - 48.17)
Region F - Southern (Circuits 11 and 16),45.26,(41.42 - 49.16),47.95,(44.36 - 51.56),57.92,(53.96 - 61.79),56.60,(53.11 - 60.02)
Georgia,45.33,(42.37 - 48.32),36.34,(33.47 - 39.31),47.78,(44.32 - 51.25),46.09,(43.04 - 49.17)
Region 1,42.51,(37.72 - 47.45),31.12,(26.70 - 35.90),46.66,(41.68 - 51.70),44.62,(40.21 - 49.11)
Region 2,47.40,(41.88 - 52.99),36.24,(30.96 - 41.87),48.99,(43.19 - 54.82),46.75,(41.76 - 51.80)
Region 3,47.02,(42.36 - 51.74),40.57,(36.00 - 45.31),48.19,(43.15 - 53.27),47.20,(42.69 - 51.74)
Region 4,46.23,(40.10 - 52.48),38.95,(33.08 - 45.15),48.93,(42.97 - 54.92),47.30,(42.05 - 52.60)
Region 5,44.20,(38.61 - 49.94),34.26,(29.47 - 39.38),46.84,(40.97 - 52.79),44.63,(39.60 - 49.78)
Region 6,45.42,(40.57 - 50.35),37.21,(31.99 - 42.75),48.01,(42.25 - 53.81),46.31,(41.30 - 51.40)
Hawaii,43.42,(39.94 - 46.96),33.42,(30.14 - 36.86),40.82,(37.50 - 44.22),39.81,(36.87 - 42.83)
Hawaii Island,39.30,(33.75 - 45.14),33.07,(27.77 - 38.83),39.91,(34.61 - 45.46),38.97,(34.22 - 43.94)
Honolulu,44.83,(40.74 - 48.99),33.48,(29.74 - 37.45),40.77,(36.87 - 44.79),39.75,(36.33 - 43.28)
Kauai and Maui,41.07,(36.18 - 46.14),33.42,(28.27 - 39.00),41.79,(36.93 - 46.82),40.79,(36.36 - 45.38)
Kauai,40.88,(34.53 - 47.54),*,(* - *),40.93,(34.89 - 47.25),39.98,(34.47 - 45.75)
Maui,41.16,(35.39 - 47.17),33.60,(27.59 - 40.18),42.18,(36.44 - 48.14),41.16,(35.95 - 46.57)
Idaho,37.31,(34.59 - 40.11),31.80,(28.93 - 34.82),41.42,(38.41 - 44.51),39.95,(37.30 - 42.67)
Region 1,34.87,(30.12 - 39.95),28.58,(23.75 - 33.96),39.95,(34.79 - 45.33),38.50,(33.90 - 43.32)
Region 2,*,(* - *),30.98,(25.55 - 36.99),39.04,(33.34 - 45.05),37.51,(32.63 - 42.65)
Region 3,38.87,(33.99 - 43.97),34.48,(29.40 - 39.93),43.90,(38.79 - 49.15),42.51,(37.99 - 47.16)
Region 4,35.41,(31.21 - 39.84),28.16,(24.22 - 32.47),39.37,(34.84 - 44.09),37.83,(33.83 - 41.99)
Region 5,38.93,(33.79 - 44.32),34.49,(29.05 - 40.37),44.22,(38.70 - 49.88),42.84,(37.95 - 47.87)
Region 6,38.20,(33.10 - 43.56),30.72,(25.76 - 36.16),41.21,(36.07 - 46.55),39.43,(34.99 - 44.05)
Region 7,39.68,(34.54 - 45.05),36.97,(31.60 - 42.68),43.85,(38.33 - 49.53),42.47,(37.79 - 47.29)
Illinois,39.78,(38.08 - 41.50),30.85,(29.34 - 32.41),42.82,(41.06 - 44.59),40.99,(39.48 - 42.52)
Region I (Cook),43.05,(40.42 - 45.73),35.80,(33.35 - 38.32),45.17,(42.31 - 48.05),43.82,(41.33 - 46.34)
Region II,37.81,(35.24 - 40.44),28.99,(26.44 - 31.68),42.93,(40.13 - 45.78),40.83,(38.40 - 43.31)
Region III,36.94,(33.36 - 40.68),25.68,(22.75 - 28.84),40.42,(36.79 - 44.16),37.69,(34.65 - 40.83)
Region IV,36.15,(32.09 - 40.41),26.23,(22.62 - 30.20),38.21,(34.09 - 42.51),36.37,(32.78 - 40.11)
Region V,38.27,(34.54 - 42.14),28.65,(25.22 - 32.35),38.72,(34.97 - 42.61),37.14,(33.89 - 40.50)
Indiana,39.45,(36.69 - 42.27),30.40,(27.81 - 33.14),42.00,(38.99 - 45.08),40.31,(37.65 - 43.02)
Central,43.20,(38.35 - 48.19),34.18,(29.62 - 39.05),43.03,(38.00 - 48.20),41.86,(37.41 - 46.44)
East,37.85,(32.38 - 43.66),29.32,(24.70 - 34.42),43.56,(37.75 - 49.56),41.38,(36.30 - 46.65)
North Central,40.47,(35.38 - 45.77),28.72,(24.14 - 33.79),42.29,(36.98 - 47.79),40.37,(35.68 - 45.24)
Northeast,36.09,(30.90 - 41.63),29.92,(24.95 - 35.42),41.11,(35.68 - 46.76),39.53,(34.72 - 44.55)
Northwest,42.29,(37.05 - 47.70),32.44,(27.38 - 37.95),43.83,(38.39 - 49.43),42.21,(37.40 - 47.16)
Southeast,34.50,(29.55 - 39.82),29.35,(24.54 - 34.67),39.47,(34.11 - 45.09),38.20,(33.41 - 43.23)
Southwest,36.84,(31.81 - 42.17),*,(* - *),41.19,(35.72 - 46.89),39.51,(34.66 - 44.57)
West,35.95,(31.11 - 41.09),26.94,(22.38 - 32.05),39.84,(34.89 - 45.02),37.14,(32.95 - 41.53)
Iowa,37.18,(34.45 - 39.99),25.56,(23.20 - 28.08),38.51,(35.54 - 41.58),36.55,(33.94 - 39.24)
Central,39.21,(34.29 - 44.35),24.86,(20.94 - 29.24),41.60,(36.66 - 46.70),39.38,(35.03 - 43.91)
North Central,38.89,(33.82 - 44.22),25.10,(20.76 - 30.00),39.27,(34.00 - 44.82),36.67,(32.17 - 41.40)
Northeast,35.11,(30.63 - 39.88),24.45,(20.85 - 28.45),35.56,(30.97 - 40.43),33.83,(29.84 - 38.07)
Northwest,36.36,(31.48 - 41.53),26.79,(22.57 - 31.48),39.10,(33.81 - 44.65),37.32,(32.67 - 42.22)
Southeast,37.74,(33.40 - 42.29),26.21,(22.11 - 30.76),37.11,(32.50 - 41.97),35.38,(31.36 - 39.62)
Southwest,36.91,(31.70 - 42.45),26.90,(21.98 - 32.45),41.21,(35.77 - 46.87),39.22,(34.38 - 44.28)
Kansas,35.38,(32.45 - 38.41),28.28,(25.48 - 31.27),41.82,(38.62 - 45.10),39.67,(36.89 - 42.51)
Kansas City Metro,34.36,(30.21 - 38.77),28.95,(24.67 - 33.63),39.00,(34.78 - 43.39),37.40,(33.78 - 41.17)
Northeast,33.92,(29.01 - 39.21),25.51,(21.27 - 30.27),41.83,(36.52 - 47.33),38.95,(34.43 - 43.67)
South Central,36.69,(31.60 - 42.10),29.34,(24.21 - 35.05),42.61,(36.67 - 48.77),40.53,(35.35 - 45.92)
Southeast,34.42,(28.98 - 40.31),27.02,(22.09 - 32.59),41.48,(35.63 - 47.59),39.21,(34.12 - 44.54)
West,36.02,(30.67 - 41.74),29.31,(24.30 - 34.89),45.30,(39.40 - 51.33),42.84,(37.71 - 48.12)
Wichita (Sedgwick),37.67,(32.49 - 43.15),29.62,(25.05 - 34.64),44.79,(39.26 - 50.45),42.57,(37.74 - 47.54)
Kentucky,42.32,(39.26 - 45.44),34.14,(31.18 - 37.22),44.22,(41.09 - 47.41),42.84,(40.03 - 45.71)
"Adanta, Cumberland River, and Lifeskills",41.92,(36.82 - 47.20),36.15,(30.80 - 41.86),44.18,(38.98 - 49.52),43.10,(38.44 - 47.88)
"Bluegrass, Comprehend, and North Key",42.07,(37.25 - 47.05),31.39,(27.31 - 35.78),42.02,(37.50 - 46.67),40.48,(36.50 - 44.60)
Communicare and River Valley,40.48,(34.91 - 46.31),33.50,(27.85 - 39.66),43.15,(37.35 - 49.15),41.84,(36.59 - 47.28)
Four Rivers and Pennyroyal,42.87,(37.28 - 48.64),33.94,(28.46 - 39.89),44.60,(39.25 - 50.07),43.07,(38.32 - 47.95)
"Kentucky River, Mountain, and Pathways",40.99,(35.60 - 46.61),33.40,(28.43 - 38.78),46.17,(40.56 - 51.89),44.48,(39.50 - 49.58)
Seven Counties,44.35,(39.29 - 49.53),37.45,(32.23 - 42.99),46.48,(41.40 - 51.64),45.33,(40.74 - 49.99)
Louisiana,44.64,(41.70 - 47.63),40.58,(37.61 - 43.63),47.28,(44.04 - 50.55),46.21,(43.35 - 49.08)
Regions 1 and 3,47.27,(42.27 - 52.32),41.09,(35.87 - 46.51),47.85,(42.45 - 53.31),46.82,(42.08 - 51.63)
Regions 2 and 9,44.50,(39.99 - 49.09),40.89,(36.37 - 45.58),46.73,(41.85 - 51.67),45.72,(41.54 - 49.95)
"Regions 4, 5, and 6",41.01,(36.51 - 45.66),38.64,(33.89 - 43.63),46.63,(41.58 - 51.75),45.36,(40.98 - 49.81)
Regions 7 and 8,47.33,(42.09 - 52.63),42.30,(37.52 - 47.24),48.91,(43.67 - 54.17),47.78,(43.23 - 52.37)
Region 10 (Jefferson),45.01,(39.29 - 50.86),40.14,(34.35 - 46.22),46.33,(40.52 - 52.24),45.52,(40.29 - 50.85)
Maine,35.16,(32.38 - 38.04),26.65,(24.04 - 29.42),39.03,(35.94 - 42.21),37.50,(34.75 - 40.35)
Aroostook/Downeast,34.63,(29.78 - 39.82),28.84,(24.31 - 33.84),40.60,(35.14 - 46.30),39.20,(34.30 - 44.33)
Central,33.61,(28.94 - 38.61),25.70,(21.33 - 30.63),37.68,(32.33 - 43.34),36.22,(31.41 - 41.32)
Cumberland,36.37,(31.71 - 41.31),27.09,(22.75 - 31.93),38.13,(33.25 - 43.26),36.75,(32.43 - 41.29)
Midcoast,37.80,(32.39 - 43.52),27.14,(22.35 - 32.53),40.77,(35.09 - 46.71),39.30,(34.16 - 44.69)
Penquis,34.03,(29.24 - 39.16),26.65,(22.27 - 31.56),37.95,(32.60 - 43.60),36.30,(31.62 - 41.25)
Western,33.53,(29.10 - 38.28),26.68,(22.14 - 31.78),38.80,(33.95 - 43.89),37.26,(32.90 - 41.83)
York,35.65,(30.64 - 41.01),24.64,(20.22 - 29.66),39.91,(34.57 - 45.50),38.15,(33.38 - 43.17)
Maryland,42.79,(39.68 - 45.97),37.23,(34.27 - 40.29),44.64,(41.41 - 47.91),43.57,(40.70 - 46.48)
Anne Arundel,40.64,(35.23 - 46.29),32.38,(27.19 - 38.04),42.70,(36.87 - 48.74),41.31,(36.07 - 46.75)
Baltimore City,49.26,(43.40 - 55.13),45.87,(39.89 - 51.98),48.41,(42.50 - 54.36),47.97,(42.81 - 53.17)
Baltimore County,41.61,(36.09 - 47.34),34.89,(29.99 - 40.14),42.75,(36.82 - 48.90),41.68,(36.40 - 47.16)
Montgomery,41.36,(35.89 - 47.04),35.91,(30.70 - 41.47),45.18,(39.71 - 50.77),44.02,(39.10 - 49.05)
North Central,40.13,(34.87 - 45.63),32.14,(26.44 - 38.42),42.71,(37.19 - 48.41),41.35,(36.40 - 46.48)
Northeast,39.46,(33.90 - 45.31),31.63,(26.48 - 37.28),40.40,(34.83 - 46.23),39.26,(34.28 - 44.47)
Prince George's,48.72,(42.98 - 54.49),43.79,(38.10 - 49.66),50.77,(44.80 - 56.70),49.54,(44.36 - 54.72)
South,40.68,(35.26 - 46.33),36.86,(31.19 - 42.91),44.03,(38.33 - 49.89),42.97,(37.95 - 48.13)
West,37.53,(32.20 - 43.18),30.15,(24.93 - 35.94),41.03,(35.44 - 46.86),39.55,(34.55 - 44.77)
Massachusetts,34.07,(31.33 - 36.92),26.34,(23.75 - 29.12),37.98,(34.98 - 41.07),36.23,(33.61 - 38.94)
Boston,39.30,(33.65 - 45.25),30.76,(25.80 - 36.22),40.46,(34.98 - 46.20),38.65,(33.99 - 43.54)
Central,32.19,(27.33 - 37.47),24.76,(20.44 - 29.65),35.99,(30.86 - 41.47),34.31,(29.79 - 39.13)
Metrowest,34.01,(29.69 - 38.61),23.44,(19.51 - 27.88),39.40,(34.73 - 44.27),37.16,(33.09 - 41.42)
Northeast,34.54,(29.99 - 39.40),27.19,(23.04 - 31.78),37.80,(32.93 - 42.93),36.36,(32.06 - 40.88)
Southeast,32.27,(27.78 - 37.11),25.04,(20.82 - 29.78),35.17,(30.46 - 40.19),33.80,(29.61 - 38.26)
Western,34.39,(29.74 - 39.35),28.04,(23.41 - 33.19),39.93,(34.78 - 45.30),37.83,(33.37 - 42.50)
Michigan,38.60,(37.02 - 40.22),32.22,(30.70 - 33.78),40.42,(38.74 - 42.13),39.23,(37.75 - 40.72)
Detroit City,49.85,(45.49 - 54.22),51.19,(46.84 - 55.53),51.32,(46.69 - 55.94),51.30,(47.28 - 55.31)
Genesee,34.75,(30.24 - 39.55),34.35,(29.63 - 39.40),37.80,(32.96 - 42.89),37.31,(33.06 - 41.78)
Kalamazoo,35.75,(31.92 - 39.77),30.45,(26.42 - 34.80),39.38,(35.12 - 43.81),37.99,(34.30 - 41.82)
Kent,36.35,(32.17 - 40.75),29.25,(25.43 - 33.39),40.08,(35.65 - 44.67),38.46,(34.62 - 42.44)
Lakeshore,35.83,(31.82 - 40.04),30.04,(26.12 - 34.28),38.60,(34.38 - 43.01),37.28,(33.57 - 41.15)
