State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Connecticut,18.18,(15.94 - 20.66),68.22,(64.89 - 71.37),63.29,(59.97 - 66.49),63.98,(60.98 - 66.87)
Eastern,15.65,(11.85 - 20.38),*,(* - *),*,(* - *),60.48,(54.11 - 66.52)
North Central,17.51,(14.30 - 21.26),68.75,(63.31 - 73.73),62.79,(57.72 - 67.59),63.59,(58.98 - 67.97)
Northwestern,18.13,(14.26 - 22.76),66.12,(59.43 - 72.22),64.20,(58.50 - 69.52),64.45,(59.18 - 69.39)
South Central,20.27,(16.24 - 25.01),70.52,(64.98 - 75.50),64.50,(58.99 - 69.65),65.34,(60.40 - 69.97)
Southwest,18.27,(14.29 - 23.07),*,(* - *),64.31,(58.27 - 69.92),64.69,(59.13 - 69.88)
Delaware,15.90,(13.80 - 18.26),67.50,(64.31 - 70.54),59.62,(56.02 - 63.12),60.74,(57.52 - 63.86)
Kent,14.83,(11.39 - 19.08),67.40,(61.22 - 73.02),55.80,(49.07 - 62.32),57.58,(51.56 - 63.39)
New Castle (excluding Wilmington City),15.83,(13.09 - 19.02),69.50,(65.15 - 73.53),63.85,(59.25 - 68.21),64.70,(60.66 - 68.55)
Sussex,18.23,(14.46 - 22.71),64.92,(58.75 - 70.63),56.91,(50.97 - 62.66),57.81,(52.34 - 63.10)
Wilmington City,13.49,(10.14 - 17.74),*,(* - *),*,(* - *),51.07,(44.74 - 57.37)
District of Columbia,15.10,(12.92 - 17.57),73.52,(70.44 - 76.39),64.24,(60.84 - 67.51),65.91,(62.94 - 68.76)
Ward 1,17.11,(12.63 - 22.76),*,(* - *),66.15,(59.91 - 71.87),67.34,(61.74 - 72.48)
Ward 2,*,(* - *),86.78,(82.30 - 90.26),76.91,(70.77 - 82.09),79.43,(74.38 - 83.70)
Ward 3,*,(* - *),84.84,(79.87 - 88.75),80.90,(75.82 - 85.13),81.57,(77.04 - 85.37)
Ward 4,16.13,(12.09 - 21.20),*,(* - *),*,(* - *),60.85,(54.44 - 66.92)
Ward 5,13.58,(10.24 - 17.78),*,(* - *),*,(* - *),58.45,(52.02 - 64.61)
Ward 6,15.24,(11.35 - 20.17),*,(* - *),66.85,(60.83 - 72.36),67.71,(62.16 - 72.81)
Ward 7,12.55,(9.76 - 16.01),*,(* - *),50.14,(43.82 - 56.46),51.98,(46.19 - 57.71)
Ward 8,12.85,(9.92 - 16.47),*,(* - *),*,(* - *),50.77,(44.62 - 56.90)
Florida,14.81,(13.69 - 16.00),56.36,(54.40 - 58.30),54.16,(52.36 - 55.95),54.45,(52.80 - 56.09)
Region A - Northwest,14.72,(12.53 - 17.21),60.95,(56.52 - 65.20),52.46,(48.37 - 56.52),53.87,(50.20 - 57.50)
Circuit 1,14.28,(11.33 - 17.85),59.74,(53.10 - 66.05),52.70,(46.69 - 58.63),53.76,(48.32 - 59.11)
Circuit 2,14.75,(11.22 - 19.16),64.92,(58.24 - 71.06),55.81,(49.17 - 62.24),57.79,(51.98 - 63.39)
Circuit 14,15.74,(11.94 - 20.48),*,(* - *),47.92,(41.26 - 54.66),48.99,(42.71 - 55.30)
Region B - Northeast,16.00,(13.81 - 18.47),59.87,(55.90 - 63.72),54.73,(51.08 - 58.33),55.51,(52.22 - 58.76)
Circuits 3 and 8,13.72,(10.65 - 17.50),59.08,(52.86 - 65.03),47.69,(41.92 - 53.54),50.06,(44.92 - 55.20)
Circuit 4,16.87,(13.67 - 20.64),62.21,(56.21 - 67.87),58.39,(52.94 - 63.65),58.94,(54.04 - 63.68)
Circuit 7,16.15,(12.75 - 20.25),*,(* - *),54.36,(48.51 - 60.09),54.75,(49.30 - 60.10)
Region C - Central,14.04,(12.47 - 15.77),56.35,(53.33 - 59.32),53.21,(50.58 - 55.83),53.61,(51.20 - 56.01)
Circuit 5,15.06,(11.96 - 18.80),55.34,(49.00 - 61.51),50.36,(45.23 - 55.48),50.91,(46.15 - 55.65)
Circuit 9,12.99,(10.55 - 15.91),59.06,(54.09 - 63.84),55.78,(50.93 - 60.53),56.26,(51.90 - 60.52)
Circuit 10,12.14,(9.22 - 15.83),47.39,(41.39 - 53.47),45.32,(39.59 - 51.17),45.59,(40.38 - 50.91)
Circuit 18,14.22,(11.28 - 17.76),61.73,(55.65 - 67.46),57.97,(52.53 - 63.22),58.45,(53.46 - 63.26)
Circuit 19,17.19,(13.35 - 21.84),*,(* - *),54.27,(47.92 - 60.49),54.13,(48.18 - 59.97)
Region D - Southeast,14.34,(12.30 - 16.65),53.93,(50.01 - 57.79),57.44,(53.99 - 60.83),57.04,(53.85 - 60.17)
Circuit 15 (Palm Beach),15.77,(12.65 - 19.50),53.10,(46.93 - 59.17),58.91,(53.69 - 63.93),58.26,(53.42 - 62.95)
Circuit 17 (Broward),13.39,(10.92 - 16.31),54.51,(49.67 - 59.27),56.33,(52.07 - 60.49),56.11,(52.21 - 59.93)
Region E - Sun Coast,15.43,(13.57 - 17.48),56.47,(53.22 - 59.67),57.37,(54.38 - 60.31),57.28,(54.52 - 59.99)
Circuit 6,15.10,(12.10 - 18.70),56.22,(50.44 - 61.84),55.77,(50.67 - 60.75),55.83,(51.09 - 60.45)
Circuit 12,15.05,(11.66 - 19.20),*,(* - *),59.36,(53.04 - 65.38),59.33,(53.40 - 65.00)
Circuit 13 (Hillsborough),14.54,(11.65 - 18.00),58.40,(53.68 - 62.97),54.70,(50.04 - 59.27),55.22,(51.11 - 59.26)
Circuit 20,17.16,(13.68 - 21.32),52.75,(46.05 - 59.35),60.46,(55.10 - 65.58),59.66,(54.64 - 64.49)
Region F - Southern (Circuits 11 and 16),14.60,(12.11 - 17.49),51.59,(47.44 - 55.73),46.14,(42.03 - 50.29),46.86,(43.18 - 50.58)
Georgia,13.67,(11.87 - 15.71),57.26,(53.87 - 60.59),50.82,(47.54 - 54.10),51.77,(48.82 - 54.70)
Region 1,13.52,(10.71 - 16.93),55.64,(49.54 - 61.58),52.09,(46.74 - 57.40),52.56,(47.69 - 57.39)
Region 2,12.91,(9.76 - 16.89),*,(* - *),46.83,(40.26 - 53.52),48.99,(43.01 - 54.99)
Region 3,14.47,(11.46 - 18.11),57.33,(51.79 - 62.69),57.01,(51.76 - 62.11),57.05,(52.35 - 61.63)
Region 4,14.10,(10.52 - 18.64),*,(* - *),*,(* - *),46.61,(40.06 - 53.28)
Region 5,14.04,(10.58 - 18.40),*,(* - *),*,(* - *),46.67,(40.56 - 52.89)
Region 6,12.47,(9.60 - 16.04),*,(* - *),45.53,(39.10 - 52.11),47.37,(41.50 - 53.31)
Hawaii,12.69,(10.64 - 15.06),57.83,(53.74 - 61.82),50.22,(46.87 - 53.57),51.26,(48.20 - 54.31)
Hawaii Island,15.26,(11.55 - 19.91),*,(* - *),55.09,(48.51 - 61.51),55.57,(49.48 - 61.50)
Honolulu,12.13,(9.77 - 14.95),58.01,(53.32 - 62.56),48.69,(44.88 - 52.52),49.99,(46.55 - 53.44)
Kauai and Maui,12.82,(9.96 - 16.35),*,(* - *),52.77,(46.99 - 58.47),53.19,(47.70 - 58.60)
Kauai,12.78,(9.07 - 17.70),*,(* - *),*,(* - *),*,(* - *)
Maui,12.84,(9.52 - 17.11),*,(* - *),52.91,(46.21 - 59.50),53.50,(47.18 - 59.71)
Idaho,12.92,(11.20 - 14.87),52.79,(49.62 - 55.94),50.14,(46.80 - 53.48),50.54,(47.57 - 53.51)
Region 1,15.58,(11.98 - 20.03),*,(* - *),58.35,(51.61 - 64.80),58.66,(52.47 - 64.59)
Region 2,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Region 3,11.99,(9.15 - 15.57),*,(* - *),42.91,(36.98 - 49.04),43.90,(38.48 - 49.46)
Region 4,14.46,(11.55 - 17.94),63.06,(57.99 - 67.85),58.11,(52.83 - 63.21),58.79,(54.09 - 63.35)
Region 5,14.57,(10.97 - 19.09),*,(* - *),46.05,(39.54 - 52.70),46.57,(40.47 - 52.77)
Region 6,11.42,(8.63 - 14.98),*,(* - *),43.47,(36.99 - 50.18),44.10,(38.24 - 50.13)
Region 7,8.11,(5.79 - 11.26),*,(* - *),37.69,(31.42 - 44.40),36.91,(31.45 - 42.72)
Illinois,14.24,(13.10 - 15.46),65.60,(63.75 - 67.41),57.46,(55.59 - 59.30),58.70,(57.04 - 60.34)
Region I (Cook),14.31,(12.57 - 16.23),63.92,(61.13 - 66.62),58.59,(55.57 - 61.54),59.36,(56.69 - 61.97)
Region II,14.37,(12.60 - 16.34),67.72,(64.71 - 70.59),61.32,(58.36 - 64.21),62.29,(59.69 - 64.82)
Region III,13.41,(11.05 - 16.20),66.79,(62.84 - 70.52),53.41,(49.46 - 57.32),55.89,(52.48 - 59.24)
Region IV,14.50,(11.51 - 18.10),64.06,(58.96 - 68.87),50.59,(45.75 - 55.43),52.66,(48.38 - 56.91)
Region V,14.16,(11.68 - 17.08),64.69,(60.29 - 68.86),49.43,(45.14 - 53.72),51.83,(48.04 - 55.59)
Indiana,13.45,(11.72 - 15.39),58.82,(55.40 - 62.16),50.86,(47.57 - 54.15),52.03,(49.05 - 54.99)
Central,11.93,(9.26 - 15.23),59.22,(53.26 - 64.92),51.88,(46.35 - 57.36),52.85,(47.81 - 57.84)
East,12.21,(9.01 - 16.35),*,(* - *),*,(* - *),42.27,(35.68 - 49.16)
North Central,15.06,(11.57 - 19.39),*,(* - *),54.51,(48.11 - 60.76),55.64,(49.79 - 61.33)
Northeast,13.61,(10.30 - 17.77),*,(* - *),52.94,(46.30 - 59.47),53.56,(47.48 - 59.53)
Northwest,13.38,(10.24 - 17.31),*,(* - *),53.13,(46.33 - 59.82),53.54,(47.21 - 59.76)
Southeast,15.36,(11.84 - 19.70),*,(* - *),47.09,(40.81 - 53.47),48.16,(42.32 - 54.05)
Southwest,12.37,(9.26 - 16.33),*,(* - *),*,(* - *),46.94,(40.40 - 53.59)
West,14.98,(11.53 - 19.23),67.90,(61.50 - 73.70),54.71,(48.50 - 60.78),57.47,(52.00 - 62.76)
Iowa,16.96,(14.93 - 19.21),68.46,(65.27 - 71.49),58.47,(55.33 - 61.55),59.99,(57.16 - 62.75)
Central,19.25,(15.25 - 24.01),73.76,(68.02 - 78.79),64.58,(59.04 - 69.76),65.80,(60.72 - 70.53)
North Central,15.53,(11.86 - 20.07),*,(* - *),55.14,(48.45 - 61.65),57.80,(51.85 - 63.53)
Northeast,17.50,(13.92 - 21.77),72.36,(66.99 - 77.15),62.76,(57.50 - 67.73),64.25,(59.58 - 68.66)
Northwest,16.43,(12.76 - 20.91),62.50,(56.04 - 68.54),53.20,(46.72 - 59.58),54.54,(48.67 - 60.30)
Southeast,15.21,(12.17 - 18.85),65.87,(60.09 - 71.20),55.78,(50.56 - 60.87),57.38,(52.66 - 61.96)
Southwest,17.42,(13.35 - 22.40),*,(* - *),*,(* - *),55.95,(49.44 - 62.26)
Kansas,15.40,(13.39 - 17.64),63.88,(60.26 - 67.34),56.96,(53.44 - 60.42),58.06,(54.88 - 61.18)
Kansas City Metro,16.47,(13.43 - 20.04),69.61,(64.25 - 74.48),64.21,(59.65 - 68.54),65.07,(60.99 - 68.94)
Northeast,15.49,(12.02 - 19.75),61.59,(54.97 - 67.81),56.00,(49.52 - 62.29),56.98,(51.25 - 62.54)
South Central,14.19,(10.65 - 18.66),*,(* - *),*,(* - *),53.28,(46.44 - 60.01)
Southeast,14.82,(11.06 - 19.59),*,(* - *),*,(* - *),*,(* - *)
West,15.16,(11.37 - 19.92),*,(* - *),*,(* - *),49.32,(43.00 - 55.66)
Wichita (Sedgwick),14.51,(11.21 - 18.58),65.68,(59.33 - 71.52),57.31,(51.10 - 63.30),58.53,(52.87 - 63.98)
Kentucky,12.66,(10.87 - 14.69),50.14,(46.64 - 53.63),40.43,(37.28 - 43.67),41.76,(38.88 - 44.71)
"Adanta, Cumberland River, and Lifeskills",10.15,(7.61 - 13.43),*,(* - *),28.20,(23.36 - 33.60),29.79,(25.24 - 34.79)
"Bluegrass, Comprehend, and North Key",14.62,(11.58 - 18.28),56.88,(51.48 - 62.12),48.56,(43.59 - 53.56),49.76,(45.29 - 54.24)
Communicare and River Valley,12.20,(9.01 - 16.32),*,(* - *),*,(* - *),39.60,(33.34 - 46.23)
Four Rivers and Pennyroyal,12.93,(9.78 - 16.89),*,(* - *),35.83,(29.70 - 42.46),37.86,(32.03 - 44.06)
"Kentucky River, Mountain, and Pathways",10.25,(7.47 - 13.91),*,(* - *),26.90,(21.78 - 32.72),28.25,(23.45 - 33.61)
Seven Counties,13.34,(10.35 - 17.02),56.77,(50.14 - 63.18),49.71,(43.83 - 55.60),50.62,(45.23 - 55.99)
Louisiana,14.75,(12.80 - 16.95),59.61,(56.28 - 62.84),48.89,(45.63 - 52.16),50.61,(47.69 - 53.53)
Regions 1 and 3,14.48,(11.25 - 18.45),56.59,(50.35 - 62.63),49.51,(43.25 - 55.78),50.58,(44.92 - 56.23)
Regions 2 and 9,14.69,(11.75 - 18.21),63.65,(58.30 - 68.68),52.41,(47.26 - 57.51),54.35,(49.85 - 58.78)
"Regions 4, 5, and 6",14.53,(11.41 - 18.33),56.50,(50.46 - 62.36),42.81,(37.57 - 48.22),44.98,(40.23 - 49.83)
Regions 7 and 8,14.08,(10.98 - 17.87),59.74,(53.96 - 65.26),47.42,(41.90 - 53.00),49.52,(44.61 - 54.44)
Region 10 (Jefferson),17.39,(13.00 - 22.88),*,(* - *),*,(* - *),57.17,(50.54 - 63.56)
Maine,14.02,(12.07 - 16.23),64.45,(61.19 - 67.59),58.52,(55.11 - 61.86),59.26,(56.16 - 62.29)
Aroostook/Downeast,15.00,(11.52 - 19.30),60.18,(53.78 - 66.25),52.73,(46.37 - 59.00),53.62,(47.81 - 59.33)
Central,12.59,(9.44 - 16.62),*,(* - *),53.90,(47.27 - 60.40),55.10,(49.02 - 61.04)
Cumberland,15.09,(11.83 - 19.07),68.38,(61.99 - 74.15),65.89,(60.27 - 71.10),66.21,(61.07 - 70.99)
Midcoast,14.75,(11.04 - 19.45),*,(* - *),61.24,(54.49 - 67.59),61.60,(55.35 - 67.49)
Penquis,14.21,(10.82 - 18.44),63.06,(56.58 - 69.10),55.17,(48.32 - 61.82),56.32,(50.11 - 62.33)
Western,14.04,(10.88 - 17.94),*,(* - *),54.97,(49.08 - 60.73),55.88,(50.43 - 61.19)
York,12.41,(9.33 - 16.33),*,(* - *),*,(* - *),61.75,(55.26 - 67.85)
Maryland,13.16,(11.28 - 15.30),60.15,(56.47 - 63.72),56.82,(53.11 - 60.45),57.30,(53.93 - 60.60)
Anne Arundel,16.02,(12.01 - 21.03),*,(* - *),*,(* - *),63.63,(57.18 - 69.62)
Baltimore City,10.86,(7.88 - 14.79),*,(* - *),*,(* - *),45.88,(39.63 - 52.27)
Baltimore County,13.20,(9.80 - 17.55),*,(* - *),*,(* - *),57.13,(50.26 - 63.73)
Montgomery,13.08,(9.97 - 16.97),*,(* - *),60.29,(53.82 - 66.41),60.37,(54.35 - 66.10)
North Central,14.59,(11.06 - 19.02),*,(* - *),*,(* - *),65.90,(59.55 - 71.73)
Northeast,14.51,(10.82 - 19.20),*,(* - *),*,(* - *),59.55,(52.85 - 65.91)
Prince George's,11.23,(8.34 - 14.97),*,(* - *),*,(* - *),54.24,(47.70 - 60.64)
South,13.28,(9.97 - 17.48),*,(* - *),*,(* - *),54.64,(48.27 - 60.86)
West,14.36,(10.81 - 18.85),*,(* - *),*,(* - *),57.83,(51.20 - 64.19)
Massachusetts,16.59,(14.52 - 18.89),72.84,(69.54 - 75.92),65.67,(62.50 - 68.71),66.75,(63.90 - 69.48)
Boston,12.76,(9.45 - 17.00),*,(* - *),*,(* - *),61.37,(55.07 - 67.31)
Central,18.66,(14.36 - 23.89),*,(* - *),64.75,(58.61 - 70.44),66.34,(60.81 - 71.46)
Metrowest,17.97,(14.48 - 22.08),74.49,(68.68 - 79.55),72.88,(67.85 - 77.39),73.11,(68.53 - 77.25)
Northeast,16.88,(13.45 - 20.98),71.93,(66.37 - 76.88),65.01,(59.24 - 70.38),65.96,(60.74 - 70.81)
Southeast,15.23,(11.85 - 19.36),70.08,(63.85 - 75.65),64.39,(58.77 - 69.64),65.16,(60.03 - 69.97)
Western,16.46,(12.91 - 20.76),73.13,(67.10 - 78.42),62.54,(56.50 - 68.21),64.41,(59.08 - 69.40)
Michigan,13.79,(12.72 - 14.95),63.48,(61.66 - 65.27),58.33,(56.51 - 60.12),59.08,(57.44 - 60.69)
Detroit City,9.79,(7.69 - 12.38),47.22,(42.36 - 52.13),43.75,(38.78 - 48.85),44.31,(39.95 - 48.77)
Genesee,15.08,(11.91 - 18.91),62.27,(56.01 - 68.15),57.73,(52.12 - 63.15),58.37,(53.23 - 63.33)
Kalamazoo,12.40,(9.99 - 15.29),62.48,(56.71 - 67.92),54.61,(49.70 - 59.43),55.84,(51.41 - 60.18)
Kent,12.58,(9.83 - 15.97),69.47,(64.18 - 74.29),61.24,(55.97 - 66.27),62.48,(57.76 - 66.97)
Lakeshore,14.21,(11.60 - 17.30),62.07,(56.85 - 67.02),56.80,(51.84 - 61.62),57.61,(53.20 - 61.90)
Macomb,14.83,(12.21 - 17.90),64.60,(59.42 - 69.45),63.26,(58.72 - 67.57),63.43,(59.27 - 67.40)
Mid South,12.86,(10.46 - 15.72),65.09,(60.47 - 69.44),55.59,(50.96 - 60.13),57.23,(53.16 - 61.21)
Northern,16.96,(13.83 - 20.64),66.31,(61.26 - 71.01),59.05,(54.12 - 63.80),60.13,(55.76 - 64.35)
Oakland,14.70,(12.28 - 17.52),67.94,(63.48 - 72.09),64.87,(60.71 - 68.82),65.25,(61.50 - 68.82)
Pathways and Western,15.07,(11.68 - 19.22),68.51,(62.71 - 73.78),55.97,(49.74 - 62.02),57.93,(52.38 - 63.28)
Riverhaven,17.02,(13.37 - 21.41),64.14,(58.06 - 69.80),57.72,(51.76 - 63.45),58.56,(53.14 - 63.78)
Saginaw,14.92,(11.55 - 19.05),63.13,(56.51 - 69.28),55.54,(49.42 - 61.49),56.66,(51.11 - 62.04)
Southeast,13.45,(11.04 - 16.29),59.81,(55.64 - 63.84),57.88,(53.72 - 61.94),58.14,(54.39 - 61.79)
St. Clair,15.69,(12.50 - 19.52),66.46,(60.10 - 72.27),59.30,(53.59 - 64.76),60.24,(55.01 - 65.25)
Washtenaw,12.81,(10.08 - 16.15),69.97,(64.48 - 74.95),66.52,(61.39 - 71.29),67.14,(62.64 - 71.35)
Minnesota,14.18,(12.33 - 16.25),70.44,(67.26 - 73.42),65.37,(62.07 - 68.53),66.11,(63.15 - 68.95)
Regions 1 and 2,16.29,(12.52 - 20.92),*,(* - *),*,(* - *),62.47,(56.21 - 68.34)
Regions 3 and 4,13.90,(10.92 - 17.52),72.16,(65.95 - 77.61),63.74,(57.94 - 69.16),65.10,(59.87 - 69.99)
Regions 5 and 6,14.19,(11.03 - 18.08),71.94,(66.37 - 76.90),60.11,(54.23 - 65.72),61.96,(56.74 - 66.92)
Region 7A (Hennepin),13.14,(10.23 - 16.72),69.60,(63.73 - 74.89),69.82,(64.49 - 74.66),69.79,(64.90 - 74.28)
