State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Catchment Area 2,1.97,(1.24 - 3.11),6.77,(4.78 - 9.50),2.45,(1.66 - 3.60),3.01,(2.20 - 4.10)
Catchment Area 3,1.60,(1.01 - 2.51),5.81,(4.15 - 8.06),2.91,(1.99 - 4.22),3.33,(2.45 - 4.52)
Catchment Area 4,1.82,(1.13 - 2.92),6.33,(4.47 - 8.89),2.59,(1.73 - 3.86),3.07,(2.22 - 4.24)
Catchment Area 5,2.09,(1.32 - 3.30),6.63,(4.85 - 9.01),2.81,(1.95 - 4.03),3.41,(2.57 - 4.50)
Catchment Area 6,1.49,(0.93 - 2.37),6.06,(4.29 - 8.49),2.88,(1.94 - 4.25),3.35,(2.44 - 4.57)
Catchment Area 7,*,(* - *),6.39,(4.49 - 9.01),2.97,(2.00 - 4.40),3.44,(2.49 - 4.73)
Catchment Area 8,1.66,(1.06 - 2.59),5.88,(4.22 - 8.15),2.98,(2.05 - 4.31),3.35,(2.46 - 4.55)
California,2.22,(1.81 - 2.72),6.86,(6.02 - 7.81),3.58,(3.03 - 4.23),4.10,(3.60 - 4.67)
Region 1R,2.23,(1.42 - 3.47),8.84,(6.56 - 11.82),3.45,(2.44 - 4.88),4.38,(3.34 - 5.72)
Region 2R,2.27,(1.46 - 3.51),7.34,(5.49 - 9.75),3.83,(2.71 - 5.39),4.42,(3.36 - 5.78)
Region 3R (Sacramento),2.09,(1.40 - 3.11),7.30,(5.51 - 9.62),3.37,(2.42 - 4.69),3.98,(3.07 - 5.16)
Region 4R,2.19,(1.43 - 3.33),7.09,(5.33 - 9.38),3.41,(2.42 - 4.78),3.94,(2.99 - 5.16)
Region 5R (San Francisco),*,(* - *),7.44,(5.47 - 10.04),4.88,(3.44 - 6.89),5.12,(3.74 - 6.97)
Region 6 (Santa Clara),2.42,(1.59 - 3.67),6.68,(4.96 - 8.94),3.07,(2.19 - 4.29),3.55,(2.69 - 4.67)
Region 7R (Contra Costa),2.28,(1.50 - 3.45),6.90,(5.07 - 9.32),3.19,(2.26 - 4.49),3.71,(2.81 - 4.89)
Region 8R (Alameda),1.92,(1.28 - 2.89),6.97,(5.25 - 9.20),3.33,(2.38 - 4.64),3.84,(2.93 - 5.01)
Region 9R (San Mateo),2.30,(1.50 - 3.49),7.06,(5.17 - 9.58),3.04,(2.13 - 4.33),3.51,(2.62 - 4.70)
Region 10,2.45,(1.61 - 3.72),8.16,(6.03 - 10.95),3.74,(2.67 - 5.22),4.50,(3.45 - 5.85)
Region 11 (Los Angeles),2.14,(1.67 - 2.72),6.50,(5.53 - 7.62),3.74,(3.07 - 4.56),4.18,(3.57 - 4.89)
LA SPA 1 and 5,2.25,(1.47 - 3.44),6.94,(5.13 - 9.33),3.76,(2.68 - 5.25),4.24,(3.22 - 5.56)
LA SPA 2,2.33,(1.56 - 3.48),6.67,(5.03 - 8.80),3.57,(2.57 - 4.93),4.02,(3.09 - 5.23)
LA SPA 3,2.05,(1.34 - 3.13),6.47,(4.89 - 8.50),3.06,(2.19 - 4.26),3.59,(2.76 - 4.66)
LA SPA 4,2.26,(1.50 - 3.39),7.28,(5.45 - 9.66),4.43,(3.21 - 6.08),4.83,(3.68 - 6.30)
LA SPA 6,1.97,(1.28 - 3.02),5.90,(4.37 - 7.93),4.32,(3.07 - 6.05),4.65,(3.55 - 6.07)
LA SPA 7,2.24,(1.45 - 3.44),6.08,(4.51 - 8.16),3.77,(2.70 - 5.25),4.17,(3.18 - 5.46)
LA SPA 8,1.86,(1.22 - 2.84),6.31,(4.70 - 8.41),3.88,(2.76 - 5.42),4.25,(3.20 - 5.61)
Region 12R,2.28,(1.50 - 3.45),6.87,(5.05 - 9.28),3.46,(2.47 - 4.83),4.02,(3.07 - 5.25)
Regions 13 and 19R,2.26,(1.52 - 3.36),6.51,(4.99 - 8.45),3.35,(2.47 - 4.54),3.89,(3.06 - 4.93)
Region 13 (Riverside),2.27,(1.49 - 3.45),6.51,(4.90 - 8.59),3.34,(2.41 - 4.61),3.88,(3.01 - 4.98)
Region 19R (Imperial),2.18,(1.39 - 3.41),6.53,(4.76 - 8.88),3.53,(2.50 - 4.97),4.10,(3.12 - 5.37)
Region 14 (Orange),2.27,(1.53 - 3.35),6.69,(5.16 - 8.63),3.44,(2.55 - 4.63),3.92,(3.07 - 4.99)
Region 15R (Fresno),2.14,(1.38 - 3.28),6.35,(4.65 - 8.62),3.52,(2.53 - 4.89),4.05,(3.11 - 5.25)
Region 16R (San Diego),2.20,(1.50 - 3.23),7.08,(5.41 - 9.20),3.81,(2.82 - 5.12),4.37,(3.45 - 5.53)
Region 17R,2.30,(1.54 - 3.40),6.69,(5.02 - 8.86),3.50,(2.54 - 4.82),4.09,(3.18 - 5.25)
Region 18R (San Bernardino),2.40,(1.61 - 3.56),6.53,(4.97 - 8.53),3.44,(2.50 - 4.71),4.01,(3.13 - 5.13)
Region 20R,2.23,(1.46 - 3.39),6.39,(4.71 - 8.60),3.52,(2.52 - 4.89),4.02,(3.08 - 5.24)
Region 21R,2.26,(1.47 - 3.46),7.56,(5.65 - 10.04),3.95,(2.81 - 5.53),4.60,(3.54 - 5.97)
Colorado,1.94,(1.40 - 2.70),7.60,(6.11 - 9.41),3.56,(2.70 - 4.66),4.14,(3.35 - 5.12)
Region 1,1.96,(1.23 - 3.11),8.31,(6.02 - 11.38),3.48,(2.38 - 5.05),4.32,(3.24 - 5.75)
Regions 2 and 7,1.87,(1.21 - 2.88),7.61,(5.88 - 9.79),3.78,(2.72 - 5.23),4.30,(3.31 - 5.58)
Region 3,1.97,(1.25 - 3.08),7.10,(5.04 - 9.91),3.03,(2.07 - 4.40),3.65,(2.70 - 4.92)
Region 4,*,(* - *),7.30,(5.08 - 10.38),*,(* - *),3.78,(2.78 - 5.13)
Regions 5 and 6,2.19,(1.39 - 3.45),7.36,(5.17 - 10.38),3.42,(2.33 - 4.98),3.96,(2.90 - 5.38)
Connecticut,1.92,(1.38 - 2.67),6.82,(5.49 - 8.45),2.91,(2.20 - 3.83),3.45,(2.79 - 4.27)
Eastern,2.02,(1.26 - 3.24),6.94,(4.96 - 9.63),3.26,(2.20 - 4.80),3.90,(2.89 - 5.23)
North Central,1.83,(1.16 - 2.89),6.36,(4.65 - 8.64),2.86,(1.95 - 4.18),3.33,(2.46 - 4.50)
Northwestern,1.92,(1.20 - 3.04),6.86,(4.98 - 9.39),2.72,(1.86 - 3.98),3.26,(2.41 - 4.40)
South Central,1.98,(1.25 - 3.10),6.89,(5.07 - 9.29),2.87,(1.98 - 4.13),3.43,(2.56 - 4.57)
Southwest,1.92,(1.18 - 3.12),7.33,(5.25 - 10.16),2.98,(1.98 - 4.45),3.54,(2.57 - 4.85)
Delaware,1.82,(1.33 - 2.49),6.44,(5.12 - 8.07),2.88,(2.14 - 3.86),3.38,(2.69 - 4.25)
Kent,1.67,(1.06 - 2.61),5.62,(4.05 - 7.75),2.75,(1.88 - 4.02),3.19,(2.36 - 4.31)
New Castle (excluding Wilmington City),1.92,(1.29 - 2.84),6.92,(5.28 - 9.02),2.89,(2.00 - 4.16),3.50,(2.65 - 4.60)
Sussex,1.94,(1.23 - 3.05),6.07,(4.34 - 8.44),2.59,(1.73 - 3.84),2.98,(2.14 - 4.13)
Wilmington City,1.29,(0.80 - 2.09),5.96,(4.19 - 8.43),3.79,(2.54 - 5.62),4.09,(2.92 - 5.71)
District of Columbia,1.33,(0.93 - 1.89),7.79,(6.31 - 9.58),4.47,(3.47 - 5.74),5.07,(4.19 - 6.12)
Ward 1,*,(* - *),8.23,(5.95 - 11.28),5.09,(3.53 - 7.29),5.68,(4.28 - 7.50)
Ward 2,*,(* - *),9.57,(7.07 - 12.82),5.09,(3.54 - 7.26),6.23,(4.77 - 8.09)
Ward 3,*,(* - *),8.09,(5.97 - 10.85),3.95,(2.73 - 5.70),4.66,(3.52 - 6.14)
Ward 4,1.44,(0.87 - 2.39),7.03,(4.94 - 9.91),3.86,(2.61 - 5.69),4.28,(3.11 - 5.88)
Ward 5,1.16,(0.69 - 1.93),7.39,(5.26 - 10.28),4.21,(2.80 - 6.28),4.79,(3.49 - 6.53)
Ward 6,*,(* - *),8.37,(6.10 - 11.37),4.96,(3.44 - 7.09),5.41,(4.01 - 7.27)
Ward 7,1.09,(0.64 - 1.85),6.14,(4.29 - 8.71),4.05,(2.77 - 5.90),4.38,(3.20 - 5.97)
Ward 8,1.07,(0.62 - 1.84),5.67,(3.97 - 8.05),4.56,(3.12 - 6.60),4.78,(3.53 - 6.46)
Florida,1.72,(1.38 - 2.15),5.73,(4.97 - 6.61),3.30,(2.78 - 3.92),3.62,(3.14 - 4.16)
Region A - Northwest,1.72,(1.25 - 2.36),5.98,(4.83 - 7.40),3.33,(2.61 - 4.25),3.77,(3.11 - 4.57)
Circuit 1,1.68,(1.10 - 2.56),5.71,(4.23 - 7.66),3.18,(2.28 - 4.41),3.56,(2.72 - 4.64)
Circuit 2,*,(* - *),6.18,(4.53 - 8.37),3.82,(2.69 - 5.39),4.33,(3.29 - 5.67)
Circuit 14,2.01,(1.29 - 3.10),6.31,(4.57 - 8.64),3.10,(2.22 - 4.33),3.54,(2.69 - 4.66)
Region B - Northeast,1.80,(1.32 - 2.47),5.96,(4.81 - 7.36),3.35,(2.65 - 4.23),3.75,(3.11 - 4.52)
Circuits 3 and 8,1.66,(1.08 - 2.53),6.13,(4.48 - 8.32),3.54,(2.54 - 4.92),4.08,(3.15 - 5.27)
Circuit 4,1.86,(1.21 - 2.84),5.62,(4.09 - 7.67),3.68,(2.64 - 5.09),3.96,(3.01 - 5.20)
Circuit 7,1.81,(1.18 - 2.78),6.26,(4.63 - 8.43),2.86,(2.03 - 4.01),3.29,(2.48 - 4.34)
Region C - Central,1.68,(1.30 - 2.18),6.00,(5.02 - 7.16),3.17,(2.56 - 3.92),3.53,(2.96 - 4.21)
Circuit 5,1.72,(1.13 - 2.62),5.74,(4.22 - 7.75),2.68,(1.88 - 3.81),3.02,(2.24 - 4.06)
Circuit 9,1.52,(1.01 - 2.28),6.10,(4.64 - 7.98),3.65,(2.64 - 5.01),4.00,(3.07 - 5.21)
Circuit 10,1.68,(1.11 - 2.54),5.87,(4.39 - 7.82),3.20,(2.27 - 4.49),3.56,(2.68 - 4.71)
Circuit 18,1.79,(1.19 - 2.68),6.36,(4.70 - 8.55),3.19,(2.31 - 4.38),3.59,(2.75 - 4.67)
Circuit 19,1.84,(1.20 - 2.80),5.71,(4.18 - 7.76),2.98,(2.09 - 4.22),3.29,(2.45 - 4.41)
Region D - Southeast,1.65,(1.19 - 2.30),5.06,(4.03 - 6.35),3.21,(2.49 - 4.14),3.43,(2.76 - 4.27)
Circuit 15 (Palm Beach),1.72,(1.15 - 2.57),5.39,(3.99 - 7.25),2.99,(2.12 - 4.19),3.26,(2.44 - 4.35)
Circuit 17 (Broward),1.61,(1.07 - 2.43),4.83,(3.60 - 6.45),3.39,(2.49 - 4.59),3.57,(2.73 - 4.65)
Region E - Sun Coast,1.77,(1.33 - 2.35),6.10,(5.08 - 7.31),3.14,(2.53 - 3.88),3.48,(2.91 - 4.15)
Circuit 6,1.87,(1.24 - 2.81),5.95,(4.47 - 7.89),2.93,(2.11 - 4.04),3.25,(2.48 - 4.27)
Circuit 12,1.85,(1.21 - 2.83),6.59,(4.82 - 8.95),3.15,(2.22 - 4.45),3.50,(2.59 - 4.71)
Circuit 13 (Hillsborough),1.63,(1.07 - 2.49),5.86,(4.48 - 7.63),3.71,(2.71 - 5.06),4.02,(3.09 - 5.21)
Circuit 20,1.79,(1.16 - 2.75),6.30,(4.63 - 8.52),2.85,(2.03 - 3.99),3.21,(2.42 - 4.26)
Region F - Southern (Circuits 11 and 16),1.72,(1.16 - 2.55),4.97,(3.83 - 6.43),3.90,(2.90 - 5.23),4.04,(3.13 - 5.21)
Georgia,1.39,(0.99 - 1.94),5.32,(4.15 - 6.80),2.77,(2.05 - 3.73),3.14,(2.48 - 3.98)
Region 1,1.55,(0.97 - 2.47),6.14,(4.37 - 8.55),2.80,(1.85 - 4.20),3.24,(2.32 - 4.49)
Region 2,1.39,(0.85 - 2.26),5.19,(3.64 - 7.35),2.70,(1.79 - 4.06),3.14,(2.28 - 4.30)
Region 3,1.31,(0.81 - 2.11),4.69,(3.33 - 6.58),2.84,(1.90 - 4.21),3.08,(2.21 - 4.28)
Region 4,*,(* - *),*,(* - *),2.80,(1.84 - 4.23),3.18,(2.27 - 4.44)
Region 5,*,(* - *),5.51,(3.91 - 7.71),2.73,(1.81 - 4.10),3.22,(2.34 - 4.42)
Region 6,1.34,(0.83 - 2.14),5.31,(3.71 - 7.55),2.61,(1.76 - 3.86),3.03,(2.21 - 4.15)
Hawaii,1.91,(1.30 - 2.78),7.96,(6.27 - 10.05),3.04,(2.23 - 4.13),3.71,(2.94 - 4.67)
Hawaii Island,2.11,(1.28 - 3.45),8.33,(5.83 - 11.76),3.06,(2.05 - 4.55),3.79,(2.77 - 5.15)
Honolulu,1.77,(1.13 - 2.76),7.99,(6.16 - 10.30),3.01,(2.12 - 4.26),3.71,(2.86 - 4.79)
Kauai and Maui,2.31,(1.48 - 3.58),7.43,(5.33 - 10.26),3.16,(2.19 - 4.54),3.67,(2.72 - 4.93)
Kauai,*,(* - *),7.49,(5.19 - 10.71),3.00,(1.97 - 4.53),3.54,(2.53 - 4.93)
Maui,2.45,(1.47 - 4.04),7.40,(5.04 - 10.72),3.23,(2.13 - 4.87),3.73,(2.65 - 5.23)
Idaho,2.02,(1.52 - 2.68),7.30,(5.93 - 8.97),2.89,(2.22 - 3.74),3.56,(2.93 - 4.33)
Region 1,2.05,(1.30 - 3.23),7.25,(5.24 - 9.95),2.66,(1.81 - 3.90),3.24,(2.40 - 4.37)
Region 2,*,(* - *),8.62,(6.15 - 11.96),2.98,(2.03 - 4.36),4.05,(3.06 - 5.35)
Region 3,1.98,(1.29 - 3.04),7.05,(5.15 - 9.59),2.71,(1.87 - 3.92),3.35,(2.52 - 4.46)
Region 4,2.05,(1.34 - 3.14),7.41,(5.56 - 9.82),3.15,(2.26 - 4.40),3.74,(2.88 - 4.86)
Region 5,2.13,(1.36 - 3.31),7.13,(5.06 - 9.96),2.83,(1.90 - 4.19),3.44,(2.52 - 4.68)
Region 6,1.89,(1.20 - 2.96),7.45,(5.37 - 10.26),2.91,(1.99 - 4.23),3.68,(2.77 - 4.87)
Region 7,1.92,(1.24 - 2.95),6.70,(4.86 - 9.15),2.76,(1.87 - 4.07),3.55,(2.67 - 4.71)
Illinois,1.50,(1.18 - 1.91),8.07,(7.17 - 9.08),3.03,(2.51 - 3.66),3.80,(3.32 - 4.34)
Region I (Cook),1.45,(1.01 - 2.07),8.22,(6.86 - 9.81),3.64,(2.81 - 4.71),4.30,(3.53 - 5.23)
Region II,1.38,(0.97 - 1.97),7.41,(6.11 - 8.97),2.70,(2.05 - 3.54),3.41,(2.79 - 4.15)
Region III,1.74,(1.19 - 2.54),8.62,(6.92 - 10.69),2.48,(1.80 - 3.41),3.62,(2.94 - 4.44)
Region IV,1.71,(1.11 - 2.64),7.48,(5.71 - 9.72),2.31,(1.63 - 3.26),3.10,(2.41 - 3.99)
Region V,1.80,(1.20 - 2.69),9.30,(7.39 - 11.64),2.73,(1.97 - 3.78),3.76,(3.00 - 4.71)
Indiana,2.06,(1.56 - 2.72),8.05,(6.57 - 9.83),2.72,(2.07 - 3.57),3.50,(2.88 - 4.25)
Central,1.92,(1.26 - 2.90),7.50,(5.58 - 10.01),2.75,(1.92 - 3.93),3.38,(2.56 - 4.45)
East,*,(* - *),7.24,(5.21 - 9.98),*,(* - *),3.19,(2.36 - 4.30)
North Central,2.15,(1.40 - 3.27),8.22,(6.02 - 11.14),2.70,(1.85 - 3.93),3.49,(2.63 - 4.61)
Northeast,1.92,(1.22 - 3.01),8.16,(5.91 - 11.16),2.87,(1.94 - 4.23),3.62,(2.68 - 4.87)
Northwest,1.90,(1.20 - 2.99),7.47,(5.35 - 10.35),2.86,(1.91 - 4.29),3.52,(2.58 - 4.80)
Southeast,2.31,(1.46 - 3.64),8.00,(5.79 - 10.96),2.59,(1.77 - 3.78),3.27,(2.44 - 4.37)
Southwest,2.05,(1.31 - 3.19),*,(* - *),2.64,(1.77 - 3.91),3.43,(2.54 - 4.61)
West,2.33,(1.47 - 3.67),9.49,(6.94 - 12.84),2.80,(1.90 - 4.10),4.19,(3.21 - 5.46)
Iowa,2.26,(1.69 - 3.01),7.44,(6.05 - 9.11),2.88,(2.21 - 3.74),3.57,(2.93 - 4.34)
Central,2.59,(1.64 - 4.06),6.95,(5.03 - 9.54),2.63,(1.77 - 3.87),3.20,(2.35 - 4.34)
North Central,2.25,(1.43 - 3.54),7.32,(5.32 - 10.00),2.79,(1.90 - 4.07),3.62,(2.73 - 4.78)
Northeast,2.20,(1.42 - 3.40),8.22,(6.10 - 11.00),3.17,(2.19 - 4.57),3.95,(2.98 - 5.23)
Northwest,2.09,(1.35 - 3.23),6.92,(5.02 - 9.46),2.82,(1.91 - 4.17),3.41,(2.52 - 4.62)
Southeast,2.18,(1.44 - 3.29),7.44,(5.50 - 9.99),2.89,(2.01 - 4.15),3.61,(2.75 - 4.73)
Southwest,2.23,(1.39 - 3.55),7.14,(5.10 - 9.91),2.76,(1.87 - 4.07),3.37,(2.49 - 4.55)
Kansas,1.96,(1.48 - 2.61),7.42,(5.95 - 9.20),2.86,(2.16 - 3.77),3.59,(2.92 - 4.40)
Kansas City Metro,1.96,(1.32 - 2.90),7.22,(5.32 - 9.73),2.85,(1.99 - 4.05),3.54,(2.70 - 4.63)
Northeast,1.98,(1.27 - 3.10),7.86,(5.67 - 10.82),2.98,(2.01 - 4.41),3.84,(2.86 - 5.14)
South Central,1.96,(1.25 - 3.06),7.64,(5.53 - 10.48),2.89,(1.90 - 4.38),3.64,(2.66 - 4.95)
Southeast,*,(* - *),8.01,(5.74 - 11.06),2.75,(1.85 - 4.08),3.58,(2.66 - 4.80)
West,2.11,(1.33 - 3.31),7.06,(5.07 - 9.76),2.79,(1.86 - 4.17),3.45,(2.52 - 4.69)
Wichita (Sedgwick),1.83,(1.17 - 2.84),7.02,(5.07 - 9.65),2.82,(1.93 - 4.11),3.44,(2.55 - 4.62)
Kentucky,1.49,(1.03 - 2.14),5.32,(4.13 - 6.84),2.38,(1.74 - 3.25),2.78,(2.17 - 3.57)
"Adanta, Cumberland River, and Lifeskills",1.58,(0.98 - 2.56),5.16,(3.57 - 7.40),2.15,(1.42 - 3.22),2.55,(1.84 - 3.55)
"Bluegrass, Comprehend, and North Key",1.45,(0.90 - 2.34),5.55,(3.99 - 7.66),2.46,(1.66 - 3.63),2.91,(2.14 - 3.95)
Communicare and River Valley,1.56,(0.94 - 2.58),5.29,(3.66 - 7.59),2.35,(1.52 - 3.62),2.75,(1.93 - 3.90)
Four Rivers and Pennyroyal,1.52,(0.92 - 2.49),5.32,(3.64 - 7.71),2.25,(1.45 - 3.47),2.69,(1.89 - 3.80)
"Kentucky River, Mountain, and Pathways",1.55,(0.93 - 2.57),5.37,(3.72 - 7.67),2.36,(1.54 - 3.61),2.76,(1.94 - 3.90)
Seven Counties,1.37,(0.82 - 2.29),5.11,(3.58 - 7.24),2.53,(1.66 - 3.84),2.86,(2.02 - 4.04)
Louisiana,1.41,(1.02 - 1.95),5.55,(4.40 - 6.96),2.97,(2.24 - 3.93),3.38,(2.71 - 4.21)
Regions 1 and 3,1.25,(0.77 - 2.01),5.07,(3.56 - 7.18),3.10,(2.09 - 4.58),3.40,(2.46 - 4.69)
Regions 2 and 9,1.41,(0.91 - 2.18),5.99,(4.39 - 8.11),3.05,(2.10 - 4.42),3.56,(2.66 - 4.74)
"Regions 4, 5, and 6",1.46,(0.93 - 2.28),5.38,(3.86 - 7.47),2.86,(1.94 - 4.20),3.26,(2.39 - 4.43)
Regions 7 and 8,1.43,(0.90 - 2.29),5.60,(4.05 - 7.69),2.86,(1.95 - 4.17),3.32,(2.47 - 4.45)
Region 10 (Jefferson),1.47,(0.91 - 2.37),5.34,(3.77 - 7.53),2.98,(2.01 - 4.42),3.29,(2.37 - 4.56)
Maine,1.55,(1.10 - 2.17),6.28,(4.97 - 7.90),2.80,(2.11 - 3.69),3.23,(2.58 - 4.03)
Aroostook/Downeast,1.61,(0.98 - 2.63),6.05,(4.34 - 8.36),2.66,(1.80 - 3.90),3.06,(2.24 - 4.17)
Central,1.58,(0.97 - 2.59),6.20,(4.41 - 8.67),2.79,(1.89 - 4.10),3.21,(2.34 - 4.39)
Cumberland,1.45,(0.90 - 2.32),6.53,(4.67 - 9.07),3.06,(2.08 - 4.48),3.49,(2.54 - 4.78)
Midcoast,1.60,(0.99 - 2.58),6.31,(4.49 - 8.80),2.50,(1.69 - 3.69),2.92,(2.12 - 4.00)
Penquis,1.57,(0.96 - 2.54),6.71,(4.78 - 9.35),2.76,(1.86 - 4.08),3.34,(2.45 - 4.52)
Western,1.62,(1.00 - 2.63),6.03,(4.23 - 8.53),2.71,(1.83 - 3.97),3.13,(2.28 - 4.28)
York,1.49,(0.91 - 2.45),5.96,(4.17 - 8.45),2.90,(1.94 - 4.31),3.26,(2.33 - 4.53)
Maryland,1.59,(1.17 - 2.16),6.18,(4.89 - 7.77),3.16,(2.40 - 4.15),3.59,(2.89 - 4.47)
Anne Arundel,1.78,(1.10 - 2.88),6.14,(4.30 - 8.69),2.92,(1.94 - 4.35),3.35,(2.42 - 4.63)
Baltimore City,*,(* - *),6.30,(4.35 - 9.06),4.20,(2.81 - 6.26),4.57,(3.28 - 6.32)
Baltimore County,1.68,(1.06 - 2.65),6.31,(4.49 - 8.81),2.99,(1.99 - 4.46),3.44,(2.48 - 4.76)
Montgomery,1.68,(1.04 - 2.70),5.99,(4.20 - 8.49),2.82,(1.92 - 4.13),3.22,(2.33 - 4.42)
North Central,1.71,(1.06 - 2.75),6.63,(4.65 - 9.38),2.75,(1.84 - 4.09),3.25,(2.35 - 4.48)
Northeast,1.77,(1.10 - 2.84),6.68,(4.64 - 9.51),2.88,(1.91 - 4.31),3.37,(2.42 - 4.69)
Prince George's,1.28,(0.78 - 2.10),5.43,(3.85 - 7.61),3.59,(2.41 - 5.31),3.91,(2.84 - 5.37)
South,1.73,(1.07 - 2.78),6.37,(4.49 - 8.97),3.22,(2.19 - 4.72),3.69,(2.69 - 5.03)
West,1.84,(1.14 - 2.97),6.60,(4.69 - 9.22),2.95,(2.00 - 4.35),3.45,(2.53 - 4.70)
Massachusetts,2.12,(1.59 - 2.81),8.29,(6.78 - 10.09),3.12,(2.37 - 4.10),3.90,(3.18 - 4.76)
Boston,1.90,(1.18 - 3.06),8.48,(6.20 - 11.50),3.94,(2.67 - 5.80),4.79,(3.59 - 6.35)
Central,2.47,(1.58 - 3.84),8.70,(6.32 - 11.86),2.93,(2.00 - 4.29),3.80,(2.83 - 5.07)
Metrowest,2.10,(1.36 - 3.24),7.59,(5.67 - 10.10),3.00,(2.08 - 4.31),3.64,(2.75 - 4.81)
Northeast,2.10,(1.35 - 3.23),8.30,(6.17 - 11.07),3.16,(2.14 - 4.65),3.86,(2.86 - 5.20)
Southeast,2.05,(1.33 - 3.16),8.54,(6.29 - 11.49),2.91,(2.01 - 4.18),3.67,(2.78 - 4.82)
Western,2.04,(1.30 - 3.20),8.41,(6.14 - 11.43),3.09,(2.10 - 4.52),4.03,(3.04 - 5.32)
Michigan,1.73,(1.42 - 2.11),6.33,(5.54 - 7.22),3.27,(2.77 - 3.85),3.71,(3.26 - 4.23)
