State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Region 12R,66.50,(61.35 - 71.28),69.28,(63.90 - 74.19),76.26,(72.15 - 79.94),75.12,(71.51 - 78.41)
Regions 13 and 19R,68.87,(64.61 - 72.83),72.78,(68.52 - 76.67),76.61,(73.11 - 79.78),75.95,(72.92 - 78.75)
Region 13 (Riverside),69.22,(64.62 - 73.48),73.02,(68.43 - 77.16),76.58,(72.86 - 79.93),75.97,(72.74 - 78.93)
Region 19R (Imperial),64.83,(59.79 - 69.56),70.03,(64.97 - 74.65),77.01,(72.90 - 80.67),75.67,(72.16 - 78.86)
Region 14 (Orange),68.95,(65.14 - 72.51),71.27,(67.40 - 74.85),79.56,(76.33 - 82.46),78.33,(75.51 - 80.92)
Region 15R (Fresno),64.91,(59.74 - 69.75),71.00,(66.00 - 75.55),76.29,(72.32 - 79.85),75.30,(71.89 - 78.41)
Region 16R (San Diego),69.72,(65.79 - 73.39),70.97,(66.77 - 74.85),78.65,(75.34 - 81.62),77.31,(74.48 - 79.92)
Region 17R,66.91,(62.30 - 71.21),69.96,(65.25 - 74.28),74.41,(70.34 - 78.11),73.58,(70.14 - 76.76)
Region 18R (San Bernardino),68.18,(64.14 - 71.97),72.35,(68.18 - 76.17),75.65,(71.74 - 79.17),75.04,(71.77 - 78.04)
Region 20R,64.98,(59.88 - 69.75),69.70,(64.67 - 74.30),76.12,(71.87 - 79.91),74.99,(71.35 - 78.31)
Region 21R,69.11,(64.27 - 73.57),71.63,(66.71 - 76.08),77.35,(73.36 - 80.91),76.31,(72.90 - 79.41)
Colorado,67.12,(63.98 - 70.11),66.92,(63.80 - 69.90),75.80,(72.97 - 78.43),74.51,(72.01 - 76.86)
Region 1,67.08,(61.69 - 72.05),65.92,(60.38 - 71.06),73.80,(68.78 - 78.28),72.42,(68.05 - 76.39)
Regions 2 and 7,66.98,(62.90 - 70.83),67.30,(63.33 - 71.05),77.04,(73.61 - 80.13),75.70,(72.70 - 78.48)
Region 3,66.93,(61.98 - 71.53),66.57,(61.04 - 71.68),75.17,(70.76 - 79.12),73.85,(70.02 - 77.36)
Region 4,64.16,(58.24 - 69.67),64.47,(58.38 - 70.13),73.91,(68.71 - 78.51),72.48,(67.95 - 76.59)
Regions 5 and 6,70.02,(64.61 - 74.93),68.39,(62.68 - 73.59),73.72,(68.87 - 78.06),72.99,(68.67 - 76.92)
Connecticut,69.93,(66.92 - 72.77),67.69,(64.51 - 70.71),75.56,(72.74 - 78.18),74.47,(71.97 - 76.82)
Eastern,69.30,(63.90 - 74.21),64.61,(58.78 - 70.05),72.89,(68.15 - 77.16),71.44,(67.36 - 75.20)
North Central,69.47,(65.14 - 73.47),67.83,(63.00 - 72.31),74.33,(70.05 - 78.18),73.45,(69.70 - 76.90)
Northwestern,69.68,(64.81 - 74.14),66.11,(60.76 - 71.08),76.13,(71.79 - 79.99),74.83,(70.97 - 78.34)
South Central,69.98,(65.04 - 74.49),69.71,(65.19 - 73.87),76.12,(71.81 - 79.96),75.22,(71.49 - 78.61)
Southwest,71.11,(66.26 - 75.52),68.96,(63.40 - 74.02),77.89,(73.55 - 81.70),76.75,(72.85 - 80.24)
Delaware,69.24,(66.35 - 71.99),68.27,(65.27 - 71.13),75.85,(72.94 - 78.55),74.78,(72.20 - 77.20)
Kent,69.03,(64.18 - 73.50),68.14,(63.23 - 72.68),73.57,(68.90 - 77.76),72.73,(68.69 - 76.42)
New Castle (excluding Wilmington City),70.66,(66.91 - 74.15),68.46,(64.45 - 72.23),77.17,(73.57 - 80.40),75.85,(72.73 - 78.72)
Sussex,67.11,(62.20 - 71.67),67.11,(62.16 - 71.70),74.40,(69.85 - 78.47),73.59,(69.48 - 77.32)
Wilmington City,65.80,(60.47 - 70.77),69.75,(64.25 - 74.73),76.56,(71.97 - 80.60),75.62,(71.55 - 79.29)
District of Columbia,66.83,(63.83 - 69.70),71.69,(68.80 - 74.41),79.08,(76.37 - 81.55),77.74,(75.42 - 79.91)
Ward 1,69.30,(63.71 - 74.37),74.21,(69.20 - 78.65),80.28,(76.36 - 83.69),79.14,(75.78 - 82.15)
Ward 2,*,(* - *),72.05,(67.25 - 76.39),79.76,(75.66 - 83.32),77.78,(74.45 - 80.78)
Ward 3,71.24,(65.73 - 76.19),72.15,(67.39 - 76.46),80.84,(76.85 - 84.28),79.35,(75.91 - 82.42)
Ward 4,69.44,(64.33 - 74.11),73.61,(68.17 - 78.42),80.32,(76.08 - 83.96),79.43,(75.64 - 82.77)
Ward 5,64.58,(59.29 - 69.53),69.13,(63.56 - 74.19),79.21,(74.71 - 83.10),77.37,(73.54 - 80.80)
Ward 6,68.37,(62.87 - 73.40),71.70,(66.43 - 76.44),79.82,(75.72 - 83.38),78.75,(75.10 - 81.98)
Ward 7,64.64,(59.79 - 69.21),71.55,(66.42 - 76.18),75.35,(70.46 - 79.66),74.74,(70.55 - 78.52)
Ward 8,63.61,(58.60 - 68.34),68.89,(63.44 - 73.86),75.49,(70.47 - 79.89),74.09,(69.93 - 77.85)
Florida,68.20,(66.57 - 69.78),69.71,(68.11 - 71.27),76.88,(75.34 - 78.36),75.96,(74.58 - 77.29)
Region A - Northwest,66.80,(63.69 - 69.78),68.74,(65.54 - 71.77),73.98,(71.02 - 76.75),73.11,(70.55 - 75.52)
Circuit 1,67.24,(62.85 - 71.35),68.11,(63.23 - 72.63),73.40,(69.08 - 77.32),72.60,(68.82 - 76.08)
Circuit 2,66.84,(61.75 - 71.57),70.98,(66.19 - 75.34),76.78,(72.56 - 80.53),75.51,(72.08 - 78.65)
Circuit 14,65.67,(60.40 - 70.58),65.67,(60.43 - 70.55),72.00,(67.44 - 76.14),71.13,(67.07 - 74.88)
Region B - Northeast,66.56,(63.67 - 69.33),68.14,(65.09 - 71.05),75.24,(72.61 - 77.70),74.16,(71.85 - 76.35)
Circuits 3 and 8,67.66,(62.82 - 72.14),67.26,(62.47 - 71.71),73.14,(68.77 - 77.10),71.91,(68.27 - 75.28)
Circuit 4,65.26,(61.03 - 69.26),68.95,(64.37 - 73.19),76.53,(72.74 - 79.94),75.43,(72.13 - 78.46)
Circuit 7,67.84,(63.26 - 72.09),67.94,(62.84 - 72.65),74.90,(70.93 - 78.50),74.03,(70.46 - 77.30)
Region C - Central,67.59,(65.32 - 69.78),67.91,(65.52 - 70.21),75.95,(73.84 - 77.94),74.93,(73.03 - 76.74)
Circuit 5,66.98,(62.46 - 71.21),67.31,(62.61 - 71.69),74.50,(70.54 - 78.10),73.72,(70.11 - 77.05)
Circuit 9,68.94,(65.01 - 72.62),67.93,(63.88 - 71.73),77.42,(73.81 - 80.67),76.05,(72.88 - 78.96)
Circuit 10,65.64,(61.10 - 69.92),66.90,(62.20 - 71.28),74.96,(70.76 - 78.75),73.90,(70.15 - 77.33)
Circuit 18,67.15,(62.68 - 71.32),68.97,(64.31 - 73.28),77.54,(73.86 - 80.85),76.46,(73.17 - 79.46)
Circuit 19,68.40,(63.62 - 72.83),68.32,(63.32 - 72.93),74.03,(69.82 - 77.84),73.38,(69.60 - 76.84)
Region D - Southeast,70.77,(67.89 - 73.50),72.77,(69.81 - 75.53),78.47,(75.97 - 80.78),77.80,(75.56 - 79.89)
Circuit 15 (Palm Beach),68.90,(64.65 - 72.85),71.13,(66.68 - 75.21),78.46,(74.63 - 81.86),77.64,(74.20 - 80.74)
Circuit 17 (Broward),72.01,(68.26 - 75.48),73.91,(70.22 - 77.29),78.48,(75.34 - 81.31),77.92,(75.14 - 80.47)
Region E - Sun Coast,68.55,(66.02 - 70.97),68.67,(66.11 - 71.11),76.22,(74.05 - 78.26),75.36,(73.40 - 77.23)
Circuit 6,68.96,(64.55 - 73.05),65.85,(61.09 - 70.31),73.64,(69.88 - 77.08),72.81,(69.41 - 75.95)
Circuit 12,67.66,(62.88 - 72.09),65.13,(59.89 - 70.03),75.35,(71.05 - 79.21),74.33,(70.41 - 77.89)
Circuit 13 (Hillsborough),70.84,(66.74 - 74.64),73.06,(69.31 - 76.52),78.48,(74.90 - 81.68),77.72,(74.59 - 80.57)
Circuit 20,65.72,(60.94 - 70.20),68.58,(63.71 - 73.07),77.75,(74.02 - 81.07),76.79,(73.39 - 79.87)
Region F - Southern (Circuits 11 and 16),68.00,(64.34 - 71.45),73.79,(70.56 - 76.78),81.08,(78.12 - 83.73),80.11,(77.51 - 82.49)
Georgia,65.40,(62.46 - 68.22),67.39,(64.33 - 70.31),72.94,(69.99 - 75.71),72.13,(69.51 - 74.60)
Region 1,64.63,(59.80 - 69.17),64.56,(59.46 - 69.36),71.16,(66.74 - 75.21),70.29,(66.35 - 73.95)
Region 2,64.93,(59.60 - 69.90),66.17,(60.46 - 71.45),72.13,(67.26 - 76.53),71.09,(66.86 - 74.98)
Region 3,66.30,(61.73 - 70.58),71.44,(67.02 - 75.49),76.37,(72.36 - 79.96),75.72,(72.15 - 78.97)
Region 4,63.22,(57.37 - 68.70),66.01,(60.20 - 71.38),70.44,(65.26 - 75.14),69.71,(65.23 - 73.85)
Region 5,63.71,(58.15 - 68.92),66.33,(61.22 - 71.09),69.96,(64.75 - 74.71),69.33,(64.88 - 73.44)
Region 6,67.52,(62.91 - 71.82),67.08,(61.44 - 72.26),72.58,(67.67 - 77.00),71.71,(67.46 - 75.62)
Hawaii,68.08,(64.79 - 71.20),67.43,(63.96 - 70.72),73.47,(70.36 - 76.35),72.64,(69.88 - 75.24)
Hawaii Island,67.35,(61.97 - 72.31),67.47,(61.76 - 72.70),73.85,(68.90 - 78.26),72.97,(68.56 - 76.98)
Honolulu,67.86,(63.94 - 71.55),67.83,(63.86 - 71.56),73.61,(70.07 - 76.87),72.80,(69.68 - 75.71)
Kauai and Maui,69.65,(65.09 - 73.85),65.31,(60.17 - 70.11),72.51,(68.27 - 76.38),71.65,(67.81 - 75.20)
Kauai,69.79,(63.87 - 75.11),65.26,(58.64 - 71.34),72.84,(67.63 - 77.50),71.93,(67.21 - 76.21)
Maui,69.58,(64.16 - 74.51),65.33,(59.31 - 70.89),72.37,(67.34 - 76.88),71.53,(66.98 - 75.68)
Idaho,67.08,(64.24 - 69.80),63.26,(60.31 - 66.11),69.82,(66.87 - 72.62),68.82,(66.21 - 71.31)
Region 1,66.62,(61.53 - 71.34),60.69,(54.94 - 66.17),68.31,(63.15 - 73.06),67.35,(62.70 - 71.67)
Region 2,*,(* - *),65.13,(59.19 - 70.63),69.70,(64.43 - 74.49),68.83,(64.31 - 73.01)
Region 3,65.07,(60.09 - 69.74),62.70,(57.23 - 67.87),69.27,(64.67 - 73.52),68.30,(64.22 - 72.12)
Region 4,68.36,(63.98 - 72.44),63.70,(59.12 - 68.05),71.16,(66.82 - 75.15),70.14,(66.31 - 73.70)
Region 5,67.65,(62.51 - 72.39),61.81,(55.90 - 67.38),70.18,(65.14 - 74.77),68.99,(64.57 - 73.09)
Region 6,65.61,(60.18 - 70.66),62.12,(56.34 - 67.57),69.00,(64.09 - 73.52),67.83,(63.52 - 71.86)
Region 7,68.70,(63.82 - 73.20),65.82,(60.76 - 70.54),69.64,(64.76 - 74.11),68.87,(64.82 - 72.66)
Illinois,66.20,(64.56 - 67.80),64.41,(62.76 - 66.02),71.94,(70.23 - 73.59),70.79,(69.31 - 72.23)
Region I (Cook),65.81,(63.16 - 68.37),68.60,(66.05 - 71.05),74.43,(71.75 - 76.93),73.59,(71.25 - 75.80)
Region II,68.32,(65.71 - 70.82),64.56,(61.77 - 67.24),72.72,(70.14 - 75.16),71.49,(69.25 - 73.64)
Region III,62.89,(59.03 - 66.59),59.80,(56.22 - 63.28),66.59,(63.06 - 69.95),65.33,(62.39 - 68.17)
Region IV,63.39,(58.92 - 67.63),57.88,(53.31 - 62.32),69.41,(65.13 - 73.39),67.64,(63.89 - 71.17)
Region V,65.46,(61.46 - 69.26),59.23,(55.25 - 63.09),66.89,(63.14 - 70.43),65.68,(62.45 - 68.78)
Indiana,65.46,(62.58 - 68.22),60.94,(57.94 - 63.85),67.74,(64.74 - 70.60),66.75,(64.11 - 69.28)
Central,66.92,(62.21 - 71.31),64.81,(59.97 - 69.36),70.23,(65.46 - 74.60),69.51,(65.27 - 73.45)
East,62.78,(57.06 - 68.16),60.02,(54.45 - 65.35),66.46,(60.88 - 71.61),65.47,(60.62 - 70.01)
North Central,66.53,(61.47 - 71.23),62.36,(56.70 - 67.71),67.14,(62.22 - 71.71),66.47,(62.12 - 70.55)
Northeast,63.86,(58.41 - 68.97),58.70,(52.83 - 64.33),66.76,(61.63 - 71.53),65.62,(61.09 - 69.89)
Northwest,65.63,(60.47 - 70.44),60.21,(54.37 - 65.77),68.42,(63.45 - 73.00),67.25,(62.89 - 71.33)
Southeast,63.97,(58.89 - 68.75),57.89,(52.10 - 63.47),64.21,(58.99 - 69.12),63.42,(58.74 - 67.86)
Southwest,65.49,(60.22 - 70.41),*,(* - *),65.78,(60.51 - 70.69),64.63,(59.99 - 69.02)
West,64.98,(59.70 - 69.92),59.77,(54.31 - 65.00),68.90,(64.04 - 73.37),66.99,(62.90 - 70.83)
Iowa,62.84,(59.90 - 65.69),58.28,(55.18 - 61.31),67.94,(64.95 - 70.79),66.47,(63.87 - 68.99)
Central,64.39,(59.23 - 69.24),60.61,(55.28 - 65.71),69.69,(65.21 - 73.84),68.49,(64.58 - 72.16)
North Central,62.25,(56.70 - 67.49),55.56,(49.70 - 61.26),66.91,(61.46 - 71.94),64.82,(60.18 - 69.19)
Northeast,63.87,(59.16 - 68.34),58.68,(53.75 - 63.45),68.18,(63.54 - 72.49),66.71,(62.67 - 70.52)
Northwest,61.85,(56.56 - 66.88),59.95,(54.79 - 64.90),67.78,(62.66 - 72.51),66.65,(62.16 - 70.86)
Southeast,61.85,(57.09 - 66.38),58.24,(53.03 - 63.27),67.85,(63.34 - 72.05),66.33,(62.45 - 70.00)
Southwest,61.81,(56.24 - 67.09),54.65,(48.25 - 60.90),65.78,(60.56 - 70.64),64.23,(59.58 - 68.63)
Kansas,60.83,(57.54 - 64.03),62.12,(58.86 - 65.27),68.61,(65.46 - 71.61),67.58,(64.82 - 70.22)
Kansas City Metro,62.72,(58.16 - 67.06),65.20,(60.44 - 69.68),71.05,(66.99 - 74.79),70.12,(66.58 - 73.44)
Northeast,58.21,(52.62 - 63.60),60.53,(55.02 - 65.78),67.67,(62.60 - 72.37),66.42,(62.11 - 70.46)
South Central,61.33,(55.35 - 66.99),60.29,(54.17 - 66.10),66.95,(61.31 - 72.14),65.90,(61.03 - 70.46)
Southeast,56.75,(50.56 - 62.74),59.15,(53.00 - 65.03),64.09,(58.13 - 69.64),63.31,(58.11 - 68.21)
West,59.83,(54.16 - 65.24),58.38,(52.74 - 63.80),66.88,(61.53 - 71.83),65.57,(60.93 - 69.94)
Wichita (Sedgwick),61.63,(56.19 - 66.79),62.91,(57.82 - 67.73),69.03,(64.14 - 73.53),68.13,(63.86 - 72.12)
Kentucky,64.04,(60.92 - 67.04),55.62,(52.36 - 58.83),62.69,(59.54 - 65.74),61.72,(58.90 - 64.47)
"Adanta, Cumberland River, and Lifeskills",64.35,(59.30 - 69.10),55.37,(49.37 - 61.21),59.25,(54.12 - 64.18),58.72,(54.12 - 63.18)
"Bluegrass, Comprehend, and North Key",65.16,(60.64 - 69.41),56.61,(51.91 - 61.19),64.09,(59.56 - 68.39),63.01,(59.03 - 66.83)
Communicare and River Valley,63.46,(57.97 - 68.63),55.91,(49.89 - 61.75),59.51,(53.84 - 64.95),59.02,(53.99 - 63.88)
Four Rivers and Pennyroyal,62.07,(56.41 - 67.41),53.58,(47.44 - 59.62),62.20,(56.78 - 67.33),60.96,(56.17 - 65.55)
"Kentucky River, Mountain, and Pathways",61.24,(55.63 - 66.57),51.24,(45.64 - 56.81),59.98,(54.63 - 65.10),58.82,(54.08 - 63.41)
Seven Counties,64.84,(59.65 - 69.70),57.62,(52.21 - 62.86),66.82,(61.87 - 71.42),65.64,(61.23 - 69.79)
Louisiana,66.11,(63.25 - 68.85),66.68,(63.77 - 69.46),74.59,(71.77 - 77.23),73.32,(70.85 - 75.65)
Regions 1 and 3,68.25,(63.42 - 72.73),66.35,(61.09 - 71.23),75.09,(70.59 - 79.10),73.76,(69.85 - 77.33)
Regions 2 and 9,67.00,(62.57 - 71.14),69.34,(64.98 - 73.39),75.52,(71.52 - 79.13),74.45,(71.02 - 77.61)
"Regions 4, 5, and 6",64.63,(59.92 - 69.07),64.67,(59.75 - 69.29),72.05,(67.85 - 75.90),70.88,(67.24 - 74.27)
Regions 7 and 8,64.87,(59.85 - 69.58),64.71,(59.83 - 69.30),74.71,(70.32 - 78.64),73.00,(69.23 - 76.47)
Region 10 (Jefferson),66.56,(61.07 - 71.64),69.28,(63.61 - 74.42),77.43,(72.60 - 81.62),76.36,(72.05 - 80.19)
Maine,67.86,(65.17 - 70.43),61.73,(58.78 - 64.59),70.60,(67.71 - 73.33),69.51,(66.90 - 71.99)
Aroostook/Downeast,65.14,(60.16 - 69.81),59.73,(54.63 - 64.62),69.03,(64.08 - 73.58),67.92,(63.51 - 72.04)
Central,65.96,(60.89 - 70.68),62.25,(56.72 - 67.47),69.06,(64.01 - 73.69),68.23,(63.73 - 72.41)
Cumberland,71.92,(67.57 - 75.89),64.59,(59.48 - 69.38),73.15,(68.77 - 77.13),72.08,(68.16 - 75.69)
Midcoast,68.08,(62.68 - 73.03),62.64,(56.90 - 68.04),72.77,(67.92 - 77.13),71.68,(67.30 - 75.69)
Penquis,64.67,(59.33 - 69.67),61.57,(56.30 - 66.58),68.54,(63.19 - 73.44),67.53,(62.83 - 71.89)
Western,67.43,(62.76 - 71.77),59.24,(53.64 - 64.61),67.98,(63.30 - 72.31),66.86,(62.66 - 70.81)
York,68.61,(63.73 - 73.11),60.84,(55.09 - 66.31),72.17,(67.39 - 76.50),70.87,(66.58 - 74.82)
Maryland,66.30,(63.12 - 69.33),68.50,(65.26 - 71.57),76.35,(73.43 - 79.04),75.22,(72.61 - 77.66)
Anne Arundel,68.55,(63.07 - 73.55),66.07,(60.25 - 71.43),76.24,(71.73 - 80.23),74.87,(70.85 - 78.51)
Baltimore City,60.55,(54.75 - 66.08),69.09,(63.35 - 74.30),76.05,(71.31 - 80.23),74.85,(70.69 - 78.59)
Baltimore County,64.72,(58.98 - 70.06),67.97,(62.76 - 72.77),75.23,(70.27 - 79.60),74.24,(69.86 - 78.19)
Montgomery,68.85,(63.70 - 73.58),72.51,(67.22 - 77.24),80.59,(76.48 - 84.13),79.58,(75.90 - 82.82)
North Central,69.52,(64.34 - 74.25),69.30,(63.35 - 74.68),77.71,(73.22 - 81.63),76.63,(72.64 - 80.20)
Northeast,65.91,(60.49 - 70.94),66.09,(59.97 - 71.72),73.67,(68.72 - 78.08),72.68,(68.27 - 76.68)
Prince George's,66.96,(61.48 - 72.02),70.81,(65.60 - 75.52),79.41,(74.94 - 83.26),77.89,(74.06 - 81.30)
South,65.74,(60.28 - 70.81),65.14,(59.23 - 70.62),72.65,(67.54 - 77.22),71.54,(67.06 - 75.63)
West,65.49,(59.89 - 70.69),64.64,(58.65 - 70.21),71.26,(65.96 - 76.03),70.36,(65.64 - 74.68)
Massachusetts,69.49,(66.68 - 72.17),68.38,(65.43 - 71.18),75.47,(72.77 - 77.98),74.40,(72.03 - 76.64)
Boston,69.76,(64.37 - 74.65),71.77,(66.47 - 76.53),76.59,(71.92 - 80.70),75.69,(71.67 - 79.31)
Central,69.21,(64.20 - 73.80),66.26,(60.76 - 71.35),74.50,(69.78 - 78.70),73.26,(69.16 - 77.01)
Metrowest,70.86,(66.60 - 74.79),70.41,(65.78 - 74.65),77.98,(74.22 - 81.34),76.92,(73.61 - 79.93)
Northeast,69.30,(64.47 - 73.74),66.32,(61.32 - 70.98),74.52,(70.14 - 78.46),73.41,(69.53 - 76.95)
Southeast,69.37,(64.57 - 73.78),66.74,(61.25 - 71.80),74.20,(69.92 - 78.07),73.19,(69.41 - 76.67)
Western,67.75,(62.87 - 72.28),68.34,(63.03 - 73.21),74.31,(69.68 - 78.46),73.26,(69.30 - 76.88)
Michigan,64.76,(63.15 - 66.34),63.26,(61.63 - 64.86),70.08,(68.47 - 71.64),69.09,(67.68 - 70.47)
Detroit City,62.66,(58.33 - 66.80),69.64,(65.63 - 73.37),72.74,(68.82 - 76.34),72.23,(68.85 - 75.38)
Genesee,62.59,(57.83 - 67.11),59.76,(54.64 - 64.68),68.75,(64.35 - 72.85),67.49,(63.62 - 71.14)
Kalamazoo,62.73,(58.49 - 66.78),62.32,(57.67 - 66.75),69.00,(64.97 - 72.77),67.96,(64.45 - 71.27)
Kent,64.83,(60.49 - 68.94),65.91,(61.48 - 70.08),74.04,(70.19 - 77.54),72.82,(69.49 - 75.91)
Lakeshore,64.21,(60.09 - 68.12),62.75,(58.28 - 67.01),70.42,(66.67 - 73.92),69.24,(65.98 - 72.32)
