State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Arizona,9.47,(7.84 - 11.38),31.97,(28.87 - 35.24),22.68,(20.12 - 25.47),24.02,(21.70 - 26.52)
Maricopa,9.47,(7.48 - 11.92),30.67,(26.79 - 34.83),22.40,(19.39 - 25.74),23.58,(20.83 - 26.58)
Pima,9.19,(6.66 - 12.56),32.05,(26.07 - 38.68),21.91,(18.25 - 26.06),23.40,(19.85 - 27.36)
Rural North,10.45,(7.52 - 14.35),37.04,(30.80 - 43.76),24.48,(20.37 - 29.11),26.28,(22.33 - 30.65)
Rural South,8.89,(6.38 - 12.24),*,(* - *),23.34,(19.30 - 27.94),24.84,(20.91 - 29.23)
Arkansas,10.76,(9.13 - 12.64),41.26,(38.01 - 44.58),30.30,(27.56 - 33.19),31.84,(29.35 - 34.45)
Catchment Area 1,10.19,(7.46 - 13.76),36.28,(30.02 - 43.06),26.66,(22.62 - 31.14),28.12,(24.23 - 32.37)
Catchment Area 2,13.01,(9.72 - 17.20),*,(* - *),30.66,(26.11 - 35.62),32.54,(28.16 - 37.23)
Catchment Area 3,10.67,(8.16 - 13.85),44.07,(37.85 - 50.49),34.88,(30.05 - 40.03),36.22,(31.72 - 40.99)
Catchment Area 4,12.11,(8.92 - 16.25),*,(* - *),32.10,(27.15 - 37.50),33.45,(28.73 - 38.52)
Catchment Area 5,11.62,(8.81 - 15.18),41.42,(35.88 - 47.19),29.06,(24.98 - 33.50),31.00,(27.22 - 35.04)
Catchment Area 6,10.56,(7.68 - 14.34),*,(* - *),33.05,(27.85 - 38.71),34.60,(29.66 - 39.89)
Catchment Area 7,9.98,(7.20 - 13.67),*,(* - *),30.36,(25.49 - 35.72),31.48,(26.78 - 36.60)
Catchment Area 8,9.21,(6.80 - 12.37),40.58,(34.59 - 46.86),28.75,(24.60 - 33.28),30.27,(26.37 - 34.48)
California,6.79,(6.01 - 7.67),28.79,(27.12 - 30.50),18.69,(17.30 - 20.16),20.29,(19.09 - 21.55)
Region 1R,8.52,(6.22 - 11.58),37.54,(31.34 - 44.18),23.22,(19.48 - 27.44),25.68,(22.07 - 29.65)
Region 2R,7.33,(5.41 - 9.86),29.88,(24.71 - 35.63),19.41,(16.33 - 22.92),21.16,(18.16 - 24.49)
Region 3R (Sacramento),7.74,(5.70 - 10.44),31.47,(25.85 - 37.69),20.88,(17.68 - 24.49),22.52,(19.40 - 25.99)
Region 4R,6.47,(4.74 - 8.78),29.22,(23.52 - 35.65),17.50,(14.57 - 20.87),19.18,(16.27 - 22.47)
Region 5R (San Francisco),*,(* - *),31.06,(25.19 - 37.61),19.26,(16.03 - 22.97),20.34,(17.15 - 23.97)
Region 6 (Santa Clara),6.44,(4.72 - 8.74),25.95,(21.07 - 31.52),14.78,(12.32 - 17.63),16.26,(13.82 - 19.03)
Region 7R (Contra Costa),6.13,(4.38 - 8.50),25.40,(19.96 - 31.73),15.09,(12.38 - 18.28),16.55,(13.80 - 19.72)
Region 8R (Alameda),6.18,(4.55 - 8.35),29.41,(24.25 - 35.17),16.39,(13.66 - 19.54),18.19,(15.52 - 21.21)
Region 9R (San Mateo),6.34,(4.51 - 8.85),*,(* - *),14.66,(11.94 - 17.86),16.01,(13.28 - 19.17)
Region 10,7.15,(5.27 - 9.64),29.31,(23.81 - 35.49),17.14,(14.41 - 20.27),19.23,(16.53 - 22.26)
Region 11 (Los Angeles),6.10,(5.20 - 7.15),26.55,(24.30 - 28.92),18.56,(16.83 - 20.43),19.82,(18.27 - 21.48)
LA SPA 1 and 5,6.52,(4.73 - 8.93),*,(* - *),17.08,(14.13 - 20.50),18.55,(15.55 - 21.97)
LA SPA 2,6.85,(5.12 - 9.11),28.47,(23.74 - 33.72),17.64,(14.86 - 20.81),19.23,(16.58 - 22.19)
LA SPA 3,6.05,(4.47 - 8.14),23.28,(18.94 - 28.27),15.48,(12.83 - 18.55),16.70,(14.13 - 19.62)
LA SPA 4,6.82,(5.04 - 9.16),31.28,(25.82 - 37.31),22.32,(18.93 - 26.13),23.58,(20.31 - 27.19)
LA SPA 6,5.14,(3.69 - 7.12),25.20,(20.32 - 30.81),22.45,(18.63 - 26.80),23.00,(19.44 - 26.99)
LA SPA 7,5.58,(4.11 - 7.55),26.36,(21.42 - 31.97),18.98,(15.83 - 22.60),20.26,(17.22 - 23.68)
LA SPA 8,5.73,(4.17 - 7.83),25.57,(20.71 - 31.12),18.89,(15.75 - 22.49),19.91,(16.90 - 23.30)
Region 12R,7.38,(5.36 - 10.06),*,(* - *),20.57,(17.20 - 24.39),22.14,(18.75 - 25.96)
Regions 13 and 19R,7.13,(5.41 - 9.34),29.02,(24.34 - 34.19),20.73,(17.88 - 23.90),22.14,(19.39 - 25.16)
Region 13 (Riverside),7.18,(5.35 - 9.58),29.10,(24.08 - 34.67),20.79,(17.80 - 24.14),22.19,(19.29 - 25.40)
Region 19R (Imperial),6.50,(4.72 - 8.89),28.09,(22.36 - 34.62),19.86,(16.50 - 23.72),21.42,(18.09 - 25.18)
Region 14 (Orange),6.64,(5.09 - 8.64),28.71,(24.64 - 33.17),17.00,(14.47 - 19.87),18.74,(16.33 - 21.40)
Region 15R (Fresno),6.72,(4.91 - 9.13),27.05,(21.55 - 33.35),18.96,(15.90 - 22.44),20.46,(17.44 - 23.85)
Region 16R (San Diego),7.56,(5.78 - 9.84),29.43,(25.00 - 34.29),18.43,(15.87 - 21.31),20.33,(17.88 - 23.01)
Region 17R,7.27,(5.34 - 9.84),27.21,(22.48 - 32.51),21.38,(18.15 - 25.02),22.45,(19.43 - 25.80)
Region 18R (San Bernardino),7.63,(5.87 - 9.86),32.34,(27.55 - 37.53),21.70,(18.49 - 25.29),23.65,(20.64 - 26.95)
Region 20R,6.79,(4.90 - 9.33),28.60,(22.85 - 35.15),20.71,(17.50 - 24.34),22.08,(18.92 - 25.61)
Region 21R,7.00,(5.03 - 9.67),*,(* - *),20.33,(17.05 - 24.05),22.74,(19.42 - 26.45)
Colorado,9.58,(7.97 - 11.47),36.92,(33.86 - 40.09),21.96,(19.55 - 24.59),24.14,(21.93 - 26.49)
Region 1,10.71,(7.84 - 14.46),38.63,(32.33 - 45.33),22.89,(19.09 - 27.19),25.64,(21.98 - 29.68)
Regions 2 and 7,9.19,(7.22 - 11.62),36.22,(32.11 - 40.54),21.43,(18.46 - 24.74),23.46,(20.70 - 26.47)
Region 3,9.63,(7.16 - 12.84),37.34,(31.31 - 43.79),22.05,(18.63 - 25.88),24.39,(21.08 - 28.04)
Region 4,10.74,(7.74 - 14.71),*,(* - *),23.50,(19.34 - 28.25),25.67,(21.58 - 30.25)
Regions 5 and 6,9.52,(6.95 - 12.92),*,(* - *),22.67,(18.82 - 27.05),24.60,(20.81 - 28.82)
Connecticut,8.41,(7.01 - 10.05),35.80,(32.69 - 39.04),20.90,(18.57 - 23.43),22.97,(20.83 - 25.26)
Eastern,8.83,(6.32 - 12.20),*,(* - *),22.86,(19.09 - 27.13),25.34,(21.63 - 29.46)
North Central,8.69,(6.69 - 11.22),35.89,(30.85 - 41.27),21.82,(18.45 - 25.62),23.72,(20.54 - 27.22)
Northwestern,9.19,(6.90 - 12.15),37.43,(31.61 - 43.63),20.30,(16.93 - 24.15),22.53,(19.28 - 26.14)
South Central,8.77,(6.55 - 11.64),34.05,(28.94 - 39.56),20.79,(17.39 - 24.67),22.65,(19.43 - 26.23)
Southwest,6.64,(4.80 - 9.14),35.34,(29.19 - 42.02),18.94,(15.49 - 22.95),21.05,(17.68 - 24.86)
Delaware,9.40,(7.86 - 11.21),38.13,(35.04 - 41.32),24.54,(21.98 - 27.29),26.47,(24.14 - 28.94)
Kent,9.39,(7.09 - 12.34),37.64,(32.19 - 43.41),27.69,(23.33 - 32.51),29.22,(25.19 - 33.60)
New Castle (excluding Wilmington City),9.03,(7.04 - 11.51),36.81,(32.77 - 41.05),21.90,(18.83 - 25.31),24.15,(21.33 - 27.21)
Sussex,10.90,(8.23 - 14.29),42.07,(35.91 - 48.49),26.64,(22.61 - 31.11),28.38,(24.52 - 32.59)
Wilmington City,8.32,(6.06 - 11.32),*,(* - *),28.17,(23.75 - 33.06),29.75,(25.50 - 34.38)
District of Columbia,6.77,(5.50 - 8.30),29.86,(26.90 - 33.00),25.08,(22.54 - 27.80),25.92,(23.69 - 28.29)
Ward 1,7.11,(5.01 - 9.99),29.23,(23.69 - 35.47),26.81,(22.79 - 31.26),27.24,(23.49 - 31.35)
Ward 2,*,(* - *),26.70,(21.53 - 32.60),24.00,(19.95 - 28.58),24.64,(20.93 - 28.76)
Ward 3,8.91,(6.19 - 12.66),30.62,(25.22 - 36.62),19.52,(16.16 - 23.37),21.40,(18.20 - 24.99)
Ward 4,7.18,(5.06 - 10.11),*,(* - *),20.64,(16.96 - 24.88),21.99,(18.37 - 26.10)
Ward 5,5.86,(4.10 - 8.32),*,(* - *),25.27,(20.87 - 30.24),26.61,(22.46 - 31.22)
Ward 6,5.79,(4.04 - 8.23),28.04,(22.60 - 34.20),24.32,(20.35 - 28.78),24.82,(21.06 - 28.99)
Ward 7,5.74,(4.14 - 7.90),28.92,(23.23 - 35.37),29.11,(24.53 - 34.16),29.07,(24.83 - 33.72)
Ward 8,7.48,(5.41 - 10.26),*,(* - *),34.62,(29.22 - 40.45),34.43,(29.55 - 39.67)
Florida,7.99,(7.13 - 8.93),32.45,(30.74 - 34.21),22.68,(21.28 - 24.15),23.95,(22.71 - 25.24)
Region A - Northwest,8.92,(7.37 - 10.75),35.66,(31.78 - 39.73),25.08,(22.38 - 27.98),26.83,(24.32 - 29.50)
Circuit 1,8.88,(6.76 - 11.59),36.58,(30.86 - 42.72),24.47,(20.69 - 28.69),26.30,(22.71 - 30.23)
Circuit 2,7.92,(5.83 - 10.67),34.33,(28.48 - 40.70),23.85,(20.12 - 28.02),26.11,(22.50 - 30.06)
Circuit 14,10.23,(7.55 - 13.73),*,(* - *),27.95,(23.79 - 32.52),29.06,(25.00 - 33.48)
Region B - Northeast,8.69,(7.25 - 10.38),35.38,(31.82 - 39.11),25.31,(22.90 - 27.88),26.84,(24.60 - 29.21)
Circuits 3 and 8,8.30,(6.21 - 11.02),33.96,(28.56 - 39.81),26.13,(22.48 - 30.13),27.73,(24.28 - 31.47)
Circuit 4,8.28,(6.34 - 10.74),34.24,(28.66 - 40.28),25.24,(21.78 - 29.06),26.54,(23.22 - 30.16)
Circuit 7,9.57,(7.24 - 12.55),38.45,(32.18 - 45.13),24.93,(21.31 - 28.93),26.64,(23.15 - 30.46)
Region C - Central,8.53,(7.33 - 9.90),33.67,(31.02 - 36.43),23.37,(21.46 - 25.40),24.69,(22.92 - 26.55)
Circuit 5,10.21,(7.78 - 13.29),35.49,(30.02 - 41.36),24.35,(20.90 - 28.17),25.58,(22.27 - 29.20)
Circuit 9,6.89,(5.28 - 8.96),31.15,(26.94 - 35.70),21.82,(18.85 - 25.12),23.18,(20.41 - 26.20)
Circuit 10,8.95,(6.79 - 11.70),32.74,(27.55 - 38.38),24.74,(21.18 - 28.68),25.81,(22.43 - 29.50)
Circuit 18,8.46,(6.44 - 11.03),36.32,(30.95 - 42.06),22.61,(19.35 - 26.24),24.36,(21.22 - 27.80)
Circuit 19,9.63,(7.16 - 12.82),34.00,(27.89 - 40.69),24.49,(20.83 - 28.57),25.60,(22.03 - 29.53)
Region D - Southeast,6.20,(5.00 - 7.67),28.37,(25.24 - 31.73),20.53,(18.34 - 22.90),21.47,(19.43 - 23.66)
Circuit 15 (Palm Beach),6.86,(5.12 - 9.13),28.27,(23.42 - 33.68),18.59,(15.69 - 21.90),19.70,(16.89 - 22.84)
Circuit 17 (Broward),5.77,(4.33 - 7.64),28.44,(24.66 - 32.56),22.01,(19.13 - 25.19),22.80,(20.13 - 25.72)
Region E - Sun Coast,8.49,(7.21 - 9.97),34.46,(31.60 - 37.43),23.31,(21.37 - 25.36),24.59,(22.79 - 26.49)
Circuit 6,8.65,(6.66 - 11.16),33.38,(28.40 - 38.76),23.57,(20.34 - 27.14),24.64,(21.57 - 28.00)
Circuit 12,10.51,(7.81 - 14.00),*,(* - *),24.86,(21.00 - 29.18),26.33,(22.58 - 30.45)
Circuit 13 (Hillsborough),7.54,(5.75 - 9.83),34.78,(30.39 - 39.46),24.05,(20.83 - 27.60),25.56,(22.58 - 28.80)
Circuit 20,8.24,(6.15 - 10.96),32.39,(26.95 - 38.35),21.30,(18.32 - 24.63),22.48,(19.58 - 25.68)
Region F - Southern (Circuits 11 and 16),7.11,(5.52 - 9.13),25.89,(22.63 - 29.44),19.03,(16.56 - 21.77),19.95,(17.70 - 22.40)
Georgia,9.46,(7.92 - 11.25),34.07,(31.10 - 37.17),24.22,(21.67 - 26.96),25.67,(23.36 - 28.13)
Region 1,10.22,(7.81 - 13.28),37.92,(32.41 - 43.76),24.71,(21.00 - 28.84),26.46,(22.93 - 30.32)
Region 2,8.82,(6.42 - 11.99),31.40,(25.51 - 37.96),24.45,(20.31 - 29.13),25.66,(21.74 - 30.01)
Region 3,8.96,(6.69 - 11.89),28.73,(24.38 - 33.51),21.68,(18.24 - 25.58),22.61,(19.41 - 26.17)
Region 4,10.40,(7.41 - 14.41),*,(* - *),28.81,(23.98 - 34.19),30.43,(25.77 - 35.54)
Region 5,10.84,(7.95 - 14.61),40.22,(34.37 - 46.36),28.09,(23.64 - 33.01),30.20,(26.07 - 34.69)
Region 6,8.23,(6.07 - 11.08),*,(* - *),23.91,(19.82 - 28.53),25.39,(21.49 - 29.73)
Hawaii,7.36,(5.79 - 9.32),33.62,(30.16 - 37.26),19.74,(17.39 - 22.32),21.63,(19.45 - 23.99)
Hawaii Island,9.12,(6.49 - 12.69),*,(* - *),23.18,(19.11 - 27.81),25.26,(21.30 - 29.68)
Honolulu,6.87,(5.11 - 9.17),32.43,(28.44 - 36.69),18.75,(16.16 - 21.63),20.66,(18.27 - 23.28)
Kauai and Maui,7.92,(5.81 - 10.72),35.14,(28.97 - 41.84),21.14,(17.83 - 24.89),22.83,(19.54 - 26.49)
Kauai,7.17,(4.81 - 10.54),*,(* - *),20.70,(16.65 - 25.44),22.30,(18.22 - 26.99)
Maui,8.29,(5.78 - 11.73),*,(* - *),21.34,(17.53 - 25.71),23.06,(19.27 - 27.35)
Idaho,9.11,(7.67 - 10.79),34.93,(31.99 - 37.99),23.14,(20.83 - 25.63),24.94,(22.83 - 27.17)
Region 1,10.26,(7.49 - 13.90),*,(* - *),25.38,(21.30 - 29.95),27.43,(23.42 - 31.84)
Region 2,*,(* - *),*,(* - *),21.37,(17.48 - 25.86),23.24,(19.46 - 27.50)
Region 3,9.01,(6.72 - 11.99),36.40,(30.51 - 42.73),26.33,(22.28 - 30.81),27.81,(23.99 - 31.99)
Region 4,9.79,(7.45 - 12.78),37.83,(32.88 - 43.05),23.32,(20.00 - 27.00),25.32,(22.21 - 28.71)
Region 5,9.37,(6.80 - 12.79),*,(* - *),21.94,(18.10 - 26.34),23.92,(20.20 - 28.09)
Region 6,9.63,(7.08 - 12.97),*,(* - *),22.05,(18.43 - 26.16),24.68,(21.09 - 28.65)
Region 7,6.38,(4.47 - 9.02),23.23,(18.34 - 28.97),18.36,(14.83 - 22.52),19.31,(16.01 - 23.12)
Illinois,9.30,(8.34 - 10.36),38.59,(36.85 - 40.37),24.05,(22.48 - 25.70),26.27,(24.91 - 27.68)
Region I (Cook),8.63,(7.26 - 10.23),34.40,(31.76 - 37.14),24.43,(22.04 - 26.99),25.86,(23.76 - 28.09)
Region II,7.82,(6.52 - 9.36),38.29,(35.27 - 41.41),21.11,(18.96 - 23.44),23.70,(21.77 - 25.74)
Region III,11.74,(9.48 - 14.44),43.67,(39.67 - 47.74),26.80,(23.76 - 30.07),29.90,(27.20 - 32.76)
Region IV,14.56,(11.53 - 18.23),45.36,(40.37 - 50.43),26.07,(22.78 - 29.64),29.03,(26.01 - 32.26)
Region V,11.62,(9.35 - 14.35),43.43,(39.21 - 47.75),27.75,(24.60 - 31.15),30.21,(27.39 - 33.20)
Indiana,10.21,(8.66 - 12.00),41.70,(38.57 - 44.89),25.73,(23.26 - 28.37),28.07,(25.81 - 30.44)
Central,9.77,(7.39 - 12.82),41.04,(35.54 - 46.78),24.54,(20.90 - 28.58),26.73,(23.29 - 30.48)
East,10.35,(7.43 - 14.24),*,(* - *),25.03,(20.52 - 30.17),26.75,(22.46 - 31.52)
North Central,10.11,(7.47 - 13.53),41.03,(34.77 - 47.58),25.26,(21.39 - 29.58),27.50,(23.78 - 31.56)
Northeast,10.07,(7.34 - 13.67),*,(* - *),25.94,(21.81 - 30.55),28.59,(24.57 - 32.98)
Northwest,9.40,(6.97 - 12.56),*,(* - *),25.09,(20.94 - 29.75),27.22,(23.22 - 31.63)
Southeast,10.92,(8.17 - 14.44),*,(* - *),28.35,(23.93 - 33.23),30.14,(25.87 - 34.78)
Southwest,10.37,(7.60 - 14.00),*,(* - *),26.02,(21.85 - 30.67),28.26,(24.16 - 32.75)
West,11.86,(8.83 - 15.74),45.28,(38.78 - 51.95),27.49,(23.39 - 32.02),31.19,(27.27 - 35.41)
Iowa,10.79,(9.21 - 12.61),37.91,(34.85 - 41.08),24.37,(21.95 - 26.95),26.42,(24.23 - 28.74)
Central,10.73,(8.06 - 14.14),36.17,(30.47 - 42.29),23.70,(20.02 - 27.83),25.36,(21.85 - 29.22)
North Central,11.46,(8.52 - 15.23),40.36,(34.14 - 46.90),24.63,(20.65 - 29.11),27.51,(23.71 - 31.66)
Northeast,10.92,(8.34 - 14.17),39.79,(34.42 - 45.41),24.19,(20.66 - 28.12),26.61,(23.30 - 30.21)
Northwest,10.72,(8.09 - 14.07),37.40,(31.68 - 43.50),24.05,(20.16 - 28.42),25.98,(22.30 - 30.03)
Southeast,9.67,(7.40 - 12.55),34.64,(29.39 - 40.28),23.65,(20.20 - 27.48),25.39,(22.14 - 28.93)
Southwest,12.30,(9.11 - 16.39),*,(* - *),27.64,(23.18 - 32.61),29.49,(25.15 - 34.23)
Kansas,10.48,(8.89 - 12.31),38.92,(35.51 - 42.45),23.64,(21.28 - 26.18),26.07,(23.91 - 28.35)
Kansas City Metro,9.82,(7.70 - 12.44),37.84,(32.58 - 43.39),21.90,(18.88 - 25.24),24.43,(21.57 - 27.53)
Northeast,10.44,(7.76 - 13.91),37.66,(31.49 - 44.27),24.07,(20.34 - 28.23),26.45,(22.86 - 30.38)
South Central,10.21,(7.46 - 13.83),*,(* - *),23.90,(19.86 - 28.48),26.29,(22.35 - 30.66)
Southeast,12.91,(9.36 - 17.56),*,(* - *),27.68,(23.32 - 32.52),30.01,(25.73 - 34.66)
West,12.00,(8.90 - 15.99),*,(* - *),23.29,(19.35 - 27.75),25.68,(21.91 - 29.85)
Wichita (Sedgwick),10.07,(7.43 - 13.51),41.34,(35.10 - 47.87),25.04,(21.25 - 29.25),27.42,(23.81 - 31.36)
Kentucky,12.04,(10.28 - 14.06),42.78,(39.51 - 46.11),31.79,(29.11 - 34.59),33.30,(30.85 - 35.83)
"Adanta, Cumberland River, and Lifeskills",13.51,(10.46 - 17.28),42.45,(36.15 - 49.00),34.27,(29.78 - 39.05),35.38,(31.15 - 39.85)
"Bluegrass, Comprehend, and North Key",11.67,(9.01 - 14.97),42.89,(37.81 - 48.13),29.96,(26.14 - 34.08),31.83,(28.30 - 35.58)
Communicare and River Valley,12.75,(9.40 - 17.07),*,(* - *),34.16,(29.11 - 39.61),35.75,(30.92 - 40.88)
Four Rivers and Pennyroyal,12.37,(9.22 - 16.40),*,(* - *),32.19,(27.54 - 37.22),33.77,(29.31 - 38.54)
"Kentucky River, Mountain, and Pathways",13.55,(10.15 - 17.86),42.31,(36.17 - 48.70),35.32,(30.33 - 40.65),36.25,(31.59 - 41.18)
Seven Counties,10.17,(7.65 - 13.40),41.35,(35.26 - 47.72),28.98,(24.88 - 33.45),30.57,(26.71 - 34.73)
Louisiana,8.72,(7.28 - 10.40),35.99,(33.07 - 39.01),26.81,(24.36 - 29.40),28.28,(26.10 - 30.55)
Regions 1 and 3,7.26,(5.36 - 9.75),30.75,(25.46 - 36.61),25.53,(21.51 - 30.01),26.32,(22.58 - 30.44)
Regions 2 and 9,8.31,(6.37 - 10.78),37.29,(32.73 - 42.08),26.51,(22.85 - 30.52),28.36,(25.04 - 31.93)
"Regions 4, 5, and 6",10.38,(7.83 - 13.64),38.93,(33.29 - 44.88),29.27,(25.36 - 33.52),30.80,(27.16 - 34.70)
Regions 7 and 8,8.21,(6.08 - 10.99),35.76,(30.68 - 41.19),26.41,(22.61 - 30.60),27.99,(24.48 - 31.80)
Region 10 (Jefferson),8.79,(6.34 - 12.08),*,(* - *),24.43,(20.34 - 29.04),25.62,(21.65 - 30.05)
Maine,9.34,(7.82 - 11.11),41.51,(38.29 - 44.80),24.13,(21.72 - 26.72),26.29,(24.08 - 28.62)
Aroostook/Downeast,10.70,(7.89 - 14.36),43.44,(37.36 - 49.73),25.97,(21.85 - 30.57),28.06,(24.15 - 32.33)
Central,10.04,(7.39 - 13.49),*,(* - *),25.85,(21.86 - 30.28),27.71,(23.86 - 31.91)
Cumberland,8.35,(6.23 - 11.09),41.76,(35.70 - 48.09),21.15,(17.78 - 24.96),23.74,(20.50 - 27.31)
Midcoast,9.16,(6.58 - 12.62),*,(* - *),21.69,(17.93 - 25.98),23.78,(20.12 - 27.88)
Penquis,9.98,(7.33 - 13.45),40.75,(34.60 - 47.19),25.69,(21.60 - 30.27),27.89,(24.01 - 32.13)
Western,9.56,(7.07 - 12.82),*,(* - *),27.65,(23.44 - 32.29),29.60,(25.59 - 33.96)
York,8.54,(6.21 - 11.63),*,(* - *),22.53,(18.75 - 26.83),24.53,(20.86 - 28.60)
Maryland,7.19,(5.90 - 8.72),29.96,(26.89 - 33.23),19.62,(17.26 - 22.22),21.11,(18.92 - 23.48)
Anne Arundel,8.28,(5.88 - 11.55),*,(* - *),20.40,(16.49 - 24.96),22.56,(18.69 - 26.96)
Baltimore City,6.30,(4.43 - 8.88),*,(* - *),26.01,(21.47 - 31.13),26.65,(22.37 - 31.42)
Baltimore County,7.86,(5.71 - 10.71),29.04,(23.62 - 35.13),20.80,(16.85 - 25.38),21.92,(18.18 - 26.19)
Montgomery,6.49,(4.65 - 8.98),26.40,(20.92 - 32.71),13.55,(10.88 - 16.76),15.17,(12.52 - 18.26)
North Central,6.89,(4.85 - 9.70),*,(* - *),15.42,(12.34 - 19.10),17.25,(14.13 - 20.88)
Northeast,8.39,(6.00 - 11.62),*,(* - *),21.20,(17.42 - 25.55),22.83,(19.12 - 27.02)
Prince George's,5.19,(3.59 - 7.44),23.61,(18.58 - 29.51),17.88,(14.29 - 22.14),18.88,(15.47 - 22.83)
South,9.03,(6.38 - 12.63),*,(* - *),23.47,(19.30 - 28.23),25.34,(21.31 - 29.85)
West,8.60,(6.13 - 11.95),*,(* - *),21.36,(17.52 - 25.78),23.15,(19.39 - 27.39)
Massachusetts,7.71,(6.45 - 9.20),35.34,(32.33 - 38.46),19.40,(17.28 - 21.72),21.79,(19.81 - 23.91)
Boston,5.41,(3.78 - 7.67),*,(* - *),21.68,(17.72 - 26.24),23.18,(19.31 - 27.57)
Central,8.88,(6.58 - 11.88),*,(* - *),21.50,(17.80 - 25.74),24.51,(20.86 - 28.58)
Metrowest,6.92,(5.18 - 9.18),33.22,(28.14 - 38.72),15.75,(13.06 - 18.86),18.20,(15.57 - 21.16)
Northeast,7.00,(5.12 - 9.51),33.98,(28.58 - 39.83),18.10,(15.05 - 21.60),20.27,(17.32 - 23.57)
Southeast,9.00,(6.71 - 11.97),38.43,(32.48 - 44.74),20.69,(17.36 - 24.48),23.10,(19.85 - 26.69)
Western,8.63,(6.39 - 11.56),36.27,(30.58 - 42.36),21.90,(18.27 - 26.02),24.43,(20.95 - 28.28)
Michigan,9.95,(9.06 - 10.91),39.61,(37.89 - 41.37),26.24,(24.75 - 27.79),28.19,(26.89 - 29.53)
Detroit City,6.02,(4.56 - 7.91),31.78,(27.68 - 36.18),29.83,(26.19 - 33.75),30.14,(26.85 - 33.65)
Genesee,10.49,(7.99 - 13.67),40.44,(34.69 - 46.46),29.51,(25.46 - 33.91),31.05,(27.23 - 35.14)
Kalamazoo,9.45,(7.44 - 11.94),42.05,(36.69 - 47.61),27.27,(23.70 - 31.15),29.58,(26.22 - 33.16)
Kent,9.83,(7.62 - 12.59),37.70,(32.64 - 43.05),23.46,(20.30 - 26.95),25.59,(22.59 - 28.84)
Lakeshore,10.57,(8.31 - 13.36),43.51,(38.47 - 48.69),26.34,(23.09 - 29.86),28.98,(25.95 - 32.22)
Macomb,9.86,(7.78 - 12.41),39.51,(34.69 - 44.55),27.42,(24.06 - 31.05),28.92,(25.79 - 32.27)
Mid South,11.41,(9.22 - 14.05),44.72,(40.16 - 49.38),28.07,(24.72 - 31.69),30.95,(27.92 - 34.15)
Northern,13.84,(11.13 - 17.08),43.66,(38.77 - 48.68),29.26,(25.55 - 33.28),31.41,(28.00 - 35.03)
Oakland,8.33,(6.66 - 10.38),38.17,(34.02 - 42.50),20.61,(17.89 - 23.64),22.76,(20.22 - 25.52)
Pathways and Western,12.07,(9.13 - 15.80),40.76,(35.18 - 46.59),26.50,(22.58 - 30.82),28.72,(25.03 - 32.72)
Riverhaven,13.32,(10.34 - 17.01),46.92,(40.99 - 52.93),30.97,(26.78 - 35.51),33.06,(29.14 - 37.23)
