State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Circuit 13 (Hillsborough),8.38,(6.75 - 10.36),8.38,(6.58 - 10.61),6.61,(5.17 - 8.42),6.86,(5.51 - 8.51)
Circuit 20,9.76,(7.78 - 12.17),8.23,(6.21 - 10.83),5.86,(4.47 - 7.64),6.11,(4.78 - 7.78)
Region F - Southern (Circuits 11 and 16),8.00,(6.47 - 9.86),5.94,(4.61 - 7.62),4.77,(3.64 - 6.22),4.92,(3.88 - 6.23)
Georgia,8.26,(6.96 - 9.77),7.89,(6.59 - 9.41),5.96,(4.91 - 7.22),6.24,(5.29 - 7.36)
Region 1,8.47,(6.59 - 10.82),8.36,(6.32 - 10.97),6.50,(4.93 - 8.53),6.75,(5.28 - 8.59)
Region 2,8.22,(6.35 - 10.58),8.03,(5.77 - 11.08),5.91,(4.39 - 7.92),6.28,(4.83 - 8.14)
Region 3,8.45,(6.59 - 10.76),7.79,(5.90 - 10.22),5.48,(4.15 - 7.20),5.78,(4.52 - 7.36)
Region 4,7.92,(5.99 - 10.42),*,(* - *),6.02,(4.41 - 8.17),6.38,(4.85 - 8.35)
Region 5,7.98,(6.08 - 10.40),6.86,(4.98 - 9.38),5.89,(4.34 - 7.95),6.06,(4.63 - 7.88)
Region 6,7.88,(6.11 - 10.10),7.91,(5.69 - 10.89),6.12,(4.51 - 8.26),6.40,(4.88 - 8.37)
Hawaii,7.66,(6.27 - 9.33),8.37,(6.82 - 10.24),5.72,(4.61 - 7.08),6.08,(5.05 - 7.32)
Hawaii Island,7.41,(5.58 - 9.79),9.07,(6.57 - 12.39),6.56,(4.92 - 8.69),6.90,(5.33 - 8.90)
Honolulu,7.77,(6.18 - 9.74),8.33,(6.51 - 10.59),5.59,(4.35 - 7.17),5.98,(4.80 - 7.41)
Kauai and Maui,7.40,(5.77 - 9.45),7.91,(5.89 - 10.55),5.59,(4.26 - 7.29),5.87,(4.58 - 7.48)
Kauai,7.42,(5.49 - 9.96),8.22,(5.73 - 11.66),5.49,(3.98 - 7.54),5.82,(4.34 - 7.77)
Maui,7.39,(5.52 - 9.83),7.78,(5.48 - 10.92),5.63,(4.11 - 7.67),5.88,(4.40 - 7.82)
Idaho,8.84,(7.55 - 10.33),9.96,(8.47 - 11.67),7.43,(6.20 - 8.87),7.81,(6.70 - 9.10)
Region 1,8.29,(6.34 - 10.78),12.12,(9.00 - 16.13),7.83,(5.87 - 10.36),8.37,(6.49 - 10.74)
Region 2,*,(* - *),9.48,(6.82 - 13.03),6.78,(4.97 - 9.20),7.29,(5.55 - 9.54)
Region 3,8.43,(6.54 - 10.80),9.61,(7.15 - 12.79),7.53,(5.72 - 9.86),7.84,(6.13 - 9.97)
Region 4,9.27,(7.43 - 11.51),9.29,(7.19 - 11.93),7.39,(5.68 - 9.57),7.65,(6.05 - 9.64)
Region 5,8.92,(6.84 - 11.55),10.56,(7.80 - 14.16),7.15,(5.32 - 9.55),7.63,(5.87 - 9.88)
Region 6,8.79,(6.82 - 11.26),11.06,(8.22 - 14.74),8.17,(6.06 - 10.93),8.66,(6.67 - 11.17)
Region 7,9.07,(7.03 - 11.63),8.78,(6.50 - 11.76),6.86,(5.21 - 8.98),7.25,(5.71 - 9.15)
Illinois,7.17,(6.38 - 8.04),8.37,(7.51 - 9.30),6.16,(5.44 - 6.98),6.50,(5.86 - 7.21)
Region I (Cook),6.53,(5.46 - 7.80),9.27,(7.89 - 10.88),6.16,(5.08 - 7.46),6.61,(5.63 - 7.75)
Region II,7.66,(6.45 - 9.08),7.56,(6.24 - 9.14),5.79,(4.74 - 7.06),6.06,(5.10 - 7.19)
Region III,7.76,(6.31 - 9.50),8.16,(6.52 - 10.17),6.54,(5.23 - 8.15),6.84,(5.65 - 8.25)
Region IV,7.22,(5.69 - 9.14),8.63,(6.60 - 11.20),6.72,(5.30 - 8.50),7.02,(5.68 - 8.64)
Region V,7.46,(5.98 - 9.27),7.58,(5.98 - 9.56),6.58,(5.26 - 8.20),6.73,(5.52 - 8.19)
Indiana,8.69,(7.39 - 10.19),8.44,(7.08 - 10.04),7.67,(6.41 - 9.16),7.78,(6.64 - 9.11)
Central,8.72,(6.80 - 11.12),8.34,(6.24 - 11.08),7.96,(6.13 - 10.27),8.01,(6.31 - 10.12)
East,8.66,(6.58 - 11.32),7.99,(5.81 - 10.90),7.33,(5.44 - 9.82),7.43,(5.67 - 9.68)
North Central,8.65,(6.68 - 11.12),8.84,(6.49 - 11.94),7.62,(5.72 - 10.09),7.79,(6.01 - 10.05)
Northeast,8.67,(6.70 - 11.16),7.62,(5.56 - 10.37),7.32,(5.48 - 9.72),7.36,(5.65 - 9.54)
Northwest,8.46,(6.51 - 10.91),9.21,(6.59 - 12.73),7.18,(5.35 - 9.57),7.47,(5.72 - 9.70)
Southeast,9.14,(7.09 - 11.70),8.11,(5.86 - 11.11),7.85,(5.85 - 10.46),7.88,(6.01 - 10.29)
Southwest,8.36,(6.44 - 10.79),*,(* - *),7.47,(5.60 - 9.90),7.61,(5.84 - 9.86)
West,8.76,(6.77 - 11.27),8.63,(6.34 - 11.65),8.15,(6.18 - 10.67),8.25,(6.46 - 10.47)
Iowa,7.66,(6.48 - 9.04),7.46,(6.17 - 8.99),6.28,(5.21 - 7.56),6.46,(5.48 - 7.60)
Central,7.67,(5.93 - 9.88),6.77,(4.93 - 9.23),6.11,(4.61 - 8.05),6.20,(4.78 - 7.99)
North Central,7.71,(5.91 - 10.01),7.25,(5.23 - 9.97),5.83,(4.30 - 7.84),6.09,(4.66 - 7.91)
Northeast,7.81,(6.10 - 9.95),7.46,(5.54 - 9.97),6.33,(4.81 - 8.30),6.51,(5.10 - 8.27)
Northwest,7.09,(5.42 - 9.23),7.19,(5.23 - 9.80),5.48,(4.04 - 7.39),5.72,(4.36 - 7.48)
Southeast,8.05,(6.25 - 10.32),8.31,(6.17 - 11.11),6.95,(5.31 - 9.06),7.17,(5.64 - 9.07)
Southwest,7.39,(5.61 - 9.67),7.28,(5.14 - 10.21),6.83,(5.06 - 9.16),6.89,(5.23 - 9.03)
Kansas,8.44,(7.12 - 9.97),8.51,(7.05 - 10.24),6.33,(5.27 - 7.58),6.68,(5.70 - 7.80)
Kansas City Metro,8.53,(6.73 - 10.75),8.57,(6.40 - 11.38),6.45,(5.02 - 8.26),6.79,(5.44 - 8.45)
Northeast,7.94,(6.07 - 10.32),9.02,(6.66 - 12.11),6.54,(4.91 - 8.67),6.98,(5.44 - 8.91)
South Central,8.29,(6.35 - 10.76),8.31,(5.95 - 11.51),6.04,(4.47 - 8.13),6.40,(4.88 - 8.36)
Southeast,8.74,(6.62 - 11.46),8.11,(5.73 - 11.35),6.58,(4.87 - 8.83),6.82,(5.18 - 8.93)
West,8.56,(6.52 - 11.16),7.87,(5.69 - 10.78),5.48,(4.01 - 7.45),5.85,(4.43 - 7.69)
Wichita (Sedgwick),8.68,(6.67 - 11.22),8.48,(6.23 - 11.43),6.49,(4.90 - 8.57),6.78,(5.28 - 8.68)
Kentucky,8.38,(7.07 - 9.92),7.72,(6.40 - 9.30),7.03,(5.86 - 8.42),7.13,(6.05 - 8.37)
"Adanta, Cumberland River, and Lifeskills",8.88,(6.92 - 11.32),7.83,(5.63 - 10.79),7.79,(5.86 - 10.29),7.80,(6.00 - 10.08)
"Bluegrass, Comprehend, and North Key",8.37,(6.52 - 10.68),8.41,(6.39 - 11.00),7.33,(5.65 - 9.46),7.48,(5.93 - 9.40)
Communicare and River Valley,8.59,(6.62 - 11.08),7.59,(5.41 - 10.57),7.02,(5.18 - 9.45),7.10,(5.37 - 9.33)
Four Rivers and Pennyroyal,8.13,(6.24 - 10.54),7.24,(5.21 - 9.98),6.46,(4.82 - 8.60),6.57,(5.04 - 8.53)
"Kentucky River, Mountain, and Pathways",8.24,(6.33 - 10.66),7.35,(5.29 - 10.13),6.78,(5.06 - 9.01),6.85,(5.25 - 8.90)
Seven Counties,8.10,(6.23 - 10.47),7.11,(5.17 - 9.69),6.43,(4.87 - 8.45),6.52,(5.06 - 8.37)
Louisiana,7.38,(6.15 - 8.82),6.93,(5.71 - 8.39),5.72,(4.73 - 6.92),5.92,(5.01 - 6.98)
Regions 1 and 3,7.15,(5.47 - 9.30),6.39,(4.64 - 8.73),4.90,(3.62 - 6.61),5.13,(3.91 - 6.69)
Regions 2 and 9,7.95,(6.19 - 10.17),7.37,(5.57 - 9.69),6.24,(4.78 - 8.11),6.44,(5.10 - 8.10)
"Regions 4, 5, and 6",7.29,(5.63 - 9.40),7.85,(5.81 - 10.53),6.38,(4.85 - 8.34),6.61,(5.18 - 8.40)
Regions 7 and 8,6.81,(5.14 - 8.98),5.76,(4.14 - 7.98),5.16,(3.84 - 6.91),5.26,(4.04 - 6.83)
Region 10 (Jefferson),7.60,(5.72 - 10.03),6.64,(4.61 - 9.48),5.27,(3.87 - 7.15),5.45,(4.10 - 7.22)
Maine,8.25,(7.02 - 9.68),8.78,(7.39 - 10.40),6.56,(5.47 - 7.85),6.83,(5.82 - 8.01)
Aroostook/Downeast,7.85,(6.08 - 10.08),8.64,(6.40 - 11.56),6.12,(4.60 - 8.11),6.42,(4.97 - 8.27)
Central,8.44,(6.47 - 10.93),7.91,(5.66 - 10.93),6.74,(4.99 - 9.05),6.89,(5.22 - 9.04)
Cumberland,8.31,(6.48 - 10.59),8.95,(6.61 - 12.00),6.46,(4.88 - 8.50),6.77,(5.25 - 8.69)
Midcoast,8.23,(6.26 - 10.76),8.14,(5.95 - 11.05),6.14,(4.56 - 8.23),6.36,(4.83 - 8.32)
Penquis,7.96,(6.09 - 10.34),9.50,(7.02 - 12.73),7.15,(5.34 - 9.52),7.50,(5.79 - 9.66)
Western,8.75,(6.71 - 11.33),8.89,(6.59 - 11.89),7.01,(5.31 - 9.20),7.25,(5.64 - 9.27)
York,8.10,(6.32 - 10.32),9.04,(6.67 - 12.16),6.30,(4.65 - 8.48),6.62,(5.04 - 8.65)
Maryland,7.50,(6.31 - 8.91),8.27,(6.84 - 9.98),5.81,(4.77 - 7.06),6.16,(5.20 - 7.29)
Anne Arundel,8.17,(6.25 - 10.61),7.84,(5.65 - 10.78),5.59,(4.10 - 7.56),5.89,(4.46 - 7.74)
Baltimore City,6.78,(5.10 - 8.98),9.10,(6.42 - 12.75),6.00,(4.39 - 8.15),6.54,(4.98 - 8.54)
Baltimore County,7.52,(5.69 - 9.87),8.41,(6.15 - 11.41),5.85,(4.30 - 7.93),6.20,(4.71 - 8.11)
Montgomery,7.59,(5.78 - 9.90),8.80,(6.32 - 12.14),5.51,(4.06 - 7.43),5.92,(4.51 - 7.73)
North Central,7.58,(5.77 - 9.90),8.45,(5.99 - 11.80),5.89,(4.31 - 8.00),6.22,(4.70 - 8.19)
Northeast,7.74,(5.87 - 10.16),8.71,(6.26 - 12.01),6.39,(4.66 - 8.70),6.69,(5.04 - 8.84)
Prince George's,7.19,(5.37 - 9.56),7.42,(5.27 - 10.36),5.19,(3.78 - 7.08),5.58,(4.23 - 7.32)
South,7.51,(5.67 - 9.89),8.20,(5.92 - 11.25),6.31,(4.59 - 8.61),6.59,(4.97 - 8.68)
West,7.90,(6.05 - 10.27),7.59,(5.41 - 10.56),6.05,(4.40 - 8.27),6.26,(4.69 - 8.31)
Massachusetts,7.91,(6.69 - 9.33),8.91,(7.48 - 10.59),6.64,(5.57 - 7.90),6.98,(5.99 - 8.12)
Boston,8.02,(6.10 - 10.48),8.83,(6.46 - 11.97),7.32,(5.57 - 9.56),7.60,(5.95 - 9.65)
Central,8.21,(6.29 - 10.63),8.86,(6.48 - 12.02),6.51,(4.91 - 8.58),6.86,(5.35 - 8.77)
Metrowest,7.54,(5.83 - 9.70),8.95,(6.69 - 11.89),6.34,(4.88 - 8.20),6.71,(5.30 - 8.45)
Northeast,7.79,(6.06 - 9.95),8.40,(6.25 - 11.20),6.29,(4.79 - 8.23),6.58,(5.14 - 8.38)
Southeast,7.81,(6.05 - 10.03),8.69,(6.38 - 11.72),6.76,(5.13 - 8.87),7.02,(5.46 - 8.99)
Western,8.45,(6.55 - 10.83),9.82,(7.32 - 13.06),7.09,(5.34 - 9.36),7.57,(5.90 - 9.67)
Michigan,8.54,(7.73 - 9.44),9.20,(8.31 - 10.18),6.52,(5.79 - 7.33),6.91,(6.26 - 7.62)
Detroit City,7.75,(6.18 - 9.68),7.95,(6.08 - 10.32),5.74,(4.44 - 7.39),6.10,(4.87 - 7.61)
Genesee,8.65,(6.90 - 10.79),9.12,(6.91 - 11.95),6.68,(5.18 - 8.58),7.03,(5.62 - 8.75)
Kalamazoo,8.98,(7.25 - 11.07),10.70,(8.32 - 13.66),7.06,(5.51 - 9.01),7.63,(6.14 - 9.44)
Kent,8.49,(6.75 - 10.62),8.96,(6.89 - 11.56),6.42,(4.98 - 8.25),6.80,(5.45 - 8.47)
Lakeshore,8.42,(6.77 - 10.43),10.03,(7.80 - 12.82),6.94,(5.44 - 8.82),7.42,(5.99 - 9.16)
