State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Ward 3,15.77,(11.61 - 21.05),32.55,(26.95 - 38.69),9.06,(6.54 - 12.41),13.06,(10.39 - 16.29)
Ward 4,16.91,(12.85 - 21.93),*,(* - *),9.90,(6.92 - 13.97),12.89,(9.68 - 16.98)
Ward 5,15.15,(11.53 - 19.65),*,(* - *),11.25,(8.04 - 15.53),14.96,(11.56 - 19.13)
Ward 6,14.05,(10.42 - 18.68),*,(* - *),11.69,(8.46 - 15.94),14.27,(10.99 - 18.32)
Ward 7,15.46,(12.10 - 19.54),*,(* - *),12.40,(9.11 - 16.65),15.86,(12.46 - 19.97)
Ward 8,17.23,(13.58 - 21.62),*,(* - *),12.80,(9.23 - 17.49),17.23,(13.57 - 21.64)
Florida,13.53,(12.45 - 14.70),27.32,(25.78 - 28.92),7.74,(6.93 - 8.65),10.28,(9.52 - 11.09)
Region A - Northwest,13.72,(11.67 - 16.06),29.77,(25.96 - 33.88),8.55,(6.96 - 10.46),12.09,(10.39 - 14.03)
Circuit 1,13.39,(10.57 - 16.83),28.81,(23.43 - 34.87),7.74,(5.78 - 10.30),10.92,(8.75 - 13.55)
Circuit 2,14.19,(10.73 - 18.53),*,(* - *),10.26,(7.40 - 14.07),15.20,(11.98 - 19.09)
Circuit 14,13.95,(10.49 - 18.30),*,(* - *),8.38,(5.92 - 11.73),10.76,(8.01 - 14.32)
Region B - Northeast,14.45,(12.34 - 16.85),28.92,(25.65 - 32.43),8.80,(7.31 - 10.56),11.86,(10.32 - 13.61)
Circuits 3 and 8,12.65,(9.56 - 16.55),28.05,(22.94 - 33.79),8.81,(6.47 - 11.89),12.82,(10.23 - 15.95)
Circuit 4,15.43,(12.39 - 19.06),29.37,(24.43 - 34.85),10.01,(7.70 - 12.93),12.81,(10.42 - 15.65)
Circuit 7,14.12,(10.97 - 17.99),29.21,(23.61 - 35.53),7.35,(5.34 - 10.05),10.11,(7.88 - 12.89)
Region C - Central,13.09,(11.61 - 14.72),26.91,(24.51 - 29.46),7.39,(6.29 - 8.66),9.87,(8.78 - 11.08)
Circuit 5,12.88,(9.99 - 16.46),25.91,(21.21 - 31.22),6.63,(4.94 - 8.84),8.73,(6.91 - 10.96)
Circuit 9,12.91,(10.35 - 15.98),27.99,(23.91 - 32.47),8.33,(6.42 - 10.75),11.18,(9.24 - 13.47)
Circuit 10,11.46,(8.80 - 14.80),22.60,(18.16 - 27.76),6.32,(4.57 - 8.68),8.47,(6.57 - 10.85)
Circuit 18,14.06,(11.22 - 17.49),30.45,(25.37 - 36.06),8.16,(6.14 - 10.77),10.99,(8.83 - 13.59)
Circuit 19,14.23,(10.87 - 18.43),25.10,(19.66 - 31.46),6.77,(4.79 - 9.49),8.89,(6.70 - 11.69)
Region D - Southeast,12.76,(10.79 - 15.03),25.99,(23.05 - 29.17),7.27,(6.00 - 8.79),9.48,(8.19 - 10.94)
Circuit 15 (Palm Beach),12.60,(9.80 - 16.06),25.51,(20.77 - 30.91),6.80,(5.05 - 9.11),8.91,(7.01 - 11.26)
Circuit 17 (Broward),12.86,(10.47 - 15.72),26.33,(22.60 - 30.44),7.63,(6.00 - 9.66),9.90,(8.26 - 11.84)
Region E - Sun Coast,14.23,(12.48 - 16.19),29.60,(26.83 - 32.52),8.29,(7.12 - 9.63),10.72,(9.55 - 12.00)
Circuit 6,14.37,(11.41 - 17.94),28.00,(23.35 - 33.17),7.66,(5.93 - 9.86),9.85,(8.05 - 12.00)
Circuit 12,16.08,(12.49 - 20.47),*,(* - *),8.58,(6.26 - 11.64),10.90,(8.41 - 14.01)
Circuit 13 (Hillsborough),13.07,(10.41 - 16.29),29.92,(25.64 - 34.57),9.26,(7.23 - 11.78),12.17,(10.11 - 14.57)
Circuit 20,14.39,(11.24 - 18.24),29.83,(24.38 - 35.92),7.94,(5.93 - 10.55),10.23,(8.08 - 12.88)
Region F - Southern (Circuits 11 and 16),13.10,(10.66 - 16.00),22.35,(19.41 - 25.60),6.51,(5.12 - 8.25),8.62,(7.23 - 10.24)
Georgia,13.50,(11.67 - 15.57),25.54,(22.82 - 28.46),7.45,(6.07 - 9.12),10.12,(8.76 - 11.66)
Region 1,12.70,(9.76 - 16.36),26.68,(21.79 - 32.22),7.15,(5.25 - 9.66),9.72,(7.69 - 12.21)
Region 2,11.59,(8.60 - 15.44),*,(* - *),5.66,(3.78 - 8.40),8.35,(6.15 - 11.26)
Region 3,16.01,(12.80 - 19.84),28.56,(24.11 - 33.47),8.97,(6.78 - 11.78),11.53,(9.34 - 14.16)
Region 4,12.25,(8.81 - 16.79),*,(* - *),6.83,(4.47 - 10.30),9.23,(6.53 - 12.89)
Region 5,13.68,(10.18 - 18.13),26.57,(21.57 - 32.25),7.65,(5.31 - 10.89),10.97,(8.44 - 14.13)
Region 6,11.74,(8.87 - 15.38),*,(* - *),6.32,(4.35 - 9.11),9.09,(6.82 - 12.02)
Hawaii,13.91,(11.65 - 16.52),30.40,(26.97 - 34.08),8.46,(6.91 - 10.32),11.45,(9.92 - 13.18)
Hawaii Island,17.31,(13.06 - 22.58),*,(* - *),14.29,(10.42 - 19.29),17.78,(13.87 - 22.52)
Honolulu,12.51,(9.98 - 15.56),27.95,(24.14 - 32.09),6.57,(5.07 - 8.47),9.56,(8.03 - 11.33)
Kauai and Maui,16.85,(13.24 - 21.21),33.98,(27.89 - 40.64),11.77,(8.81 - 15.56),14.43,(11.37 - 18.15)
Kauai,*,(* - *),*,(* - *),*,(* - *),14.83,(10.65 - 20.27)
Maui,17.02,(12.62 - 22.57),*,(* - *),11.69,(8.30 - 16.20),14.25,(10.72 - 18.71)
Idaho,14.06,(12.18 - 16.17),28.01,(25.23 - 30.95),8.29,(6.84 - 10.02),11.30,(9.88 - 12.90)
Region 1,16.31,(12.44 - 21.09),*,(* - *),9.64,(6.87 - 13.36),12.48,(9.55 - 16.15)
Region 2,*,(* - *),*,(* - *),7.82,(5.26 - 11.47),11.86,(8.87 - 15.69)
Region 3,13.25,(10.09 - 17.21),23.90,(18.93 - 29.69),6.70,(4.80 - 9.29),9.24,(7.15 - 11.85)
Region 4,16.09,(12.75 - 20.10),36.16,(31.33 - 41.30),10.50,(8.13 - 13.47),14.04,(11.65 - 16.83)
Region 5,14.67,(11.06 - 19.19),*,(* - *),7.61,(5.27 - 10.88),10.10,(7.54 - 13.41)
Region 6,13.47,(10.11 - 17.73),*,(* - *),7.59,(5.36 - 10.63),10.81,(8.30 - 13.97)
Region 7,9.42,(6.88 - 12.76),18.02,(13.61 - 23.48),4.74,(3.15 - 7.07),7.40,(5.50 - 9.88)
Illinois,13.19,(12.13 - 14.33),28.97,(27.31 - 30.69),7.12,(6.31 - 8.02),10.46,(9.70 - 11.27)
Region I (Cook),14.02,(12.25 - 16.00),30.44,(27.99 - 33.00),8.69,(7.37 - 10.23),11.83,(10.59 - 13.19)
Region II,12.45,(10.87 - 14.21),28.69,(25.96 - 31.60),6.03,(4.94 - 7.35),9.44,(8.35 - 10.66)
Region III,12.92,(10.56 - 15.71),29.41,(25.98 - 33.10),6.02,(4.74 - 7.62),10.35,(8.96 - 11.93)
Region IV,12.71,(9.99 - 16.04),25.63,(21.28 - 30.53),5.72,(4.22 - 7.72),8.79,(7.09 - 10.84)
Region V,12.96,(10.56 - 15.80),26.11,(22.64 - 29.91),6.43,(5.03 - 8.18),9.52,(8.04 - 11.24)
Indiana,12.35,(10.63 - 14.31),27.70,(24.85 - 30.73),6.68,(5.44 - 8.18),9.75,(8.50 - 11.17)
Central,13.18,(10.25 - 16.80),28.20,(23.38 - 33.58),7.27,(5.31 - 9.88),10.04,(7.97 - 12.58)
East,11.95,(8.65 - 16.27),25.17,(19.72 - 31.53),5.49,(3.70 - 8.06),8.51,(6.41 - 11.21)
North Central,12.45,(9.48 - 16.18),26.36,(20.92 - 32.65),6.26,(4.41 - 8.82),9.11,(7.00 - 11.79)
Northeast,11.94,(8.84 - 15.93),*,(* - *),6.29,(4.29 - 9.14),9.22,(6.88 - 12.25)
Northwest,12.01,(8.89 - 16.05),*,(* - *),7.05,(4.95 - 9.94),10.01,(7.64 - 13.03)
Southeast,12.89,(9.67 - 16.97),*,(* - *),6.66,(4.66 - 9.44),9.10,(6.83 - 12.02)
Southwest,9.71,(6.98 - 13.36),*,(* - *),5.29,(3.48 - 7.98),7.77,(5.57 - 10.75)
West,12.56,(9.46 - 16.50),33.31,(27.27 - 39.95),7.84,(5.60 - 10.88),13.17,(10.53 - 16.35)
Iowa,12.39,(10.57 - 14.48),22.42,(19.88 - 25.18),4.88,(3.88 - 6.11),7.54,(6.51 - 8.72)
Central,16.02,(12.28 - 20.62),23.58,(18.68 - 29.30),5.31,(3.74 - 7.48),7.73,(5.95 - 9.98)
North Central,11.49,(8.54 - 15.30),*,(* - *),4.57,(3.04 - 6.81),8.00,(5.98 - 10.62)
Northeast,12.21,(9.31 - 15.86),26.04,(21.40 - 31.27),5.55,(4.01 - 7.65),8.73,(7.00 - 10.85)
Northwest,11.05,(8.17 - 14.79),17.06,(13.19 - 21.78),3.67,(2.46 - 5.43),5.60,(4.19 - 7.44)
Southeast,10.94,(8.36 - 14.20),21.56,(17.32 - 26.50),4.85,(3.43 - 6.83),7.50,(5.86 - 9.55)
Southwest,12.34,(9.06 - 16.60),*,(* - *),4.78,(3.16 - 7.16),6.94,(4.98 - 9.58)
Kansas,12.07,(10.31 - 14.09),25.48,(22.61 - 28.58),5.63,(4.50 - 7.04),8.80,(7.60 - 10.15)
Kansas City Metro,13.32,(10.64 - 16.57),29.34,(24.69 - 34.45),6.39,(4.77 - 8.51),10.04,(8.28 - 12.13)
Northeast,11.58,(8.64 - 15.34),23.99,(18.79 - 30.09),5.04,(3.47 - 7.27),8.38,(6.43 - 10.86)
South Central,9.75,(7.08 - 13.28),*,(* - *),4.55,(2.93 - 7.01),7.17,(5.16 - 9.86)
Southeast,12.94,(9.29 - 17.76),*,(* - *),5.95,(3.85 - 9.09),8.98,(6.43 - 12.39)
West,11.60,(8.47 - 15.67),21.53,(16.44 - 27.66),5.10,(3.48 - 7.40),7.63,(5.71 - 10.12)
Wichita (Sedgwick),11.82,(8.82 - 15.65),25.45,(20.43 - 31.21),5.81,(4.03 - 8.29),8.68,(6.67 - 11.22)
Kentucky,11.14,(9.48 - 13.06),23.64,(20.99 - 26.51),5.58,(4.51 - 6.90),8.06,(6.96 - 9.31)
"Adanta, Cumberland River, and Lifeskills",9.21,(6.88 - 12.23),17.12,(12.82 - 22.50),4.20,(2.89 - 6.05),5.94,(4.41 - 7.97)
"Bluegrass, Comprehend, and North Key",12.52,(9.73 - 15.96),25.90,(21.71 - 30.58),6.21,(4.59 - 8.34),9.05,(7.35 - 11.09)
Communicare and River Valley,10.88,(7.93 - 14.75),*,(* - *),5.47,(3.72 - 7.97),7.93,(5.87 - 10.64)
Four Rivers and Pennyroyal,10.76,(7.90 - 14.48),*,(* - *),5.48,(3.76 - 7.92),8.28,(6.18 - 11.01)
"Kentucky River, Mountain, and Pathways",8.98,(6.44 - 12.39),17.15,(12.84 - 22.54),4.25,(2.82 - 6.35),5.96,(4.33 - 8.15)
Seven Counties,12.18,(9.22 - 15.92),28.64,(23.41 - 34.52),6.68,(4.76 - 9.28),9.49,(7.39 - 12.11)
Louisiana,10.29,(8.69 - 12.15),22.48,(19.85 - 25.36),5.17,(4.05 - 6.59),7.95,(6.79 - 9.30)
Regions 1 and 3,9.29,(6.87 - 12.44),22.38,(17.66 - 27.93),5.41,(3.71 - 7.83),7.99,(6.06 - 10.46)
Regions 2 and 9,10.52,(8.17 - 13.45),24.56,(20.40 - 29.26),5.37,(3.87 - 7.41),8.69,(7.02 - 10.71)
"Regions 4, 5, and 6",9.36,(7.05 - 12.33),18.80,(14.72 - 23.69),4.57,(3.18 - 6.54),6.83,(5.23 - 8.88)
Regions 7 and 8,10.69,(8.02 - 14.13),22.53,(18.16 - 27.60),4.97,(3.47 - 7.08),7.97,(6.24 - 10.12)
Region 10 (Jefferson),13.12,(9.44 - 17.95),*,(* - *),6.09,(4.02 - 9.13),8.78,(6.36 - 12.00)
Maine,14.84,(12.80 - 17.14),40.30,(37.06 - 43.63),10.18,(8.56 - 12.06),13.89,(12.34 - 15.61)
Aroostook/Downeast,12.54,(9.40 - 16.53),33.27,(27.69 - 39.37),8.25,(5.91 - 11.40),11.22,(8.79 - 14.23)
Central,14.21,(10.73 - 18.59),*,(* - *),10.10,(7.40 - 13.65),13.88,(11.05 - 17.30)
Cumberland,16.24,(12.79 - 20.42),45.13,(38.96 - 51.45),10.90,(8.31 - 14.18),15.19,(12.52 - 18.31)
Midcoast,13.93,(10.32 - 18.53),*,(* - *),9.55,(6.90 - 13.07),12.50,(9.68 - 15.98)
Penquis,14.18,(10.71 - 18.54),39.49,(33.23 - 46.12),9.49,(6.97 - 12.80),13.87,(11.17 - 17.10)
Western,15.34,(11.84 - 19.64),*,(* - *),11.37,(8.49 - 15.07),15.09,(12.08 - 18.69)
York,15.81,(12.09 - 20.42),*,(* - *),10.68,(7.85 - 14.39),14.20,(11.21 - 17.82)
Maryland,13.70,(11.78 - 15.88),29.61,(26.41 - 33.03),6.61,(5.22 - 8.34),9.93,(8.50 - 11.57)
Anne Arundel,13.55,(10.04 - 18.03),*,(* - *),5.56,(3.75 - 8.17),8.96,(6.77 - 11.78)
Baltimore City,13.07,(9.54 - 17.64),*,(* - *),9.53,(6.41 - 13.93),13.22,(9.82 - 17.57)
Baltimore County,14.65,(10.92 - 19.38),*,(* - *),7.52,(5.14 - 10.88),11.03,(8.44 - 14.30)
Montgomery,14.41,(10.86 - 18.87),*,(* - *),5.60,(3.88 - 8.02),8.61,(6.59 - 11.17)
North Central,12.75,(9.31 - 17.22),*,(* - *),4.96,(3.30 - 7.40),7.98,(5.88 - 10.75)
Northeast,13.66,(10.06 - 18.28),*,(* - *),6.17,(4.14 - 9.09),9.19,(6.81 - 12.30)
Prince George's,14.89,(11.07 - 19.73),*,(* - *),7.76,(5.35 - 11.13),11.51,(8.79 - 14.95)
South,12.34,(9.07 - 16.59),*,(* - *),5.97,(3.96 - 8.92),9.04,(6.67 - 12.14)
West,11.86,(8.69 - 16.00),*,(* - *),5.37,(3.59 - 7.96),8.17,(6.02 - 10.99)
Massachusetts,16.95,(14.90 - 19.22),41.33,(38.06 - 44.68),10.37,(8.70 - 12.31),15.01,(13.39 - 16.80)
Boston,13.93,(10.26 - 18.64),*,(* - *),12.09,(8.62 - 16.70),16.93,(13.29 - 21.33)
Central,16.85,(12.84 - 21.80),*,(* - *),10.02,(7.25 - 13.70),14.58,(11.52 - 18.28)
Metrowest,15.51,(12.44 - 19.17),40.23,(34.46 - 46.29),8.54,(6.41 - 11.29),12.99,(10.70 - 15.69)
Northeast,16.58,(13.02 - 20.89),40.52,(34.52 - 46.81),9.19,(6.78 - 12.35),13.46,(10.90 - 16.52)
Southeast,19.18,(15.19 - 23.92),41.75,(35.43 - 48.36),10.91,(8.26 - 14.30),15.09,(12.30 - 18.37)
Western,18.89,(14.87 - 23.70),47.17,(40.51 - 53.94),13.51,(10.15 - 17.74),19.46,(15.96 - 23.50)
Michigan,14.27,(13.18 - 15.43),32.16,(30.57 - 33.78),9.11,(8.21 - 10.08),12.47,(11.65 - 13.34)
Detroit City,14.75,(12.02 - 17.96),31.53,(27.46 - 35.91),15.30,(12.12 - 19.14),17.95,(14.99 - 21.34)
Genesee,19.61,(15.59 - 24.36),37.84,(31.98 - 44.08),12.53,(9.49 - 16.38),16.09,(12.99 - 19.76)
Kalamazoo,12.65,(10.12 - 15.70),32.13,(27.10 - 37.61),8.69,(6.68 - 11.24),12.35,(10.20 - 14.89)
Kent,12.92,(10.12 - 16.35),32.46,(27.67 - 37.65),8.62,(6.62 - 11.14),12.19,(10.08 - 14.66)
Lakeshore,14.42,(11.69 - 17.67),33.75,(28.86 - 39.03),8.88,(6.91 - 11.35),12.72,(10.61 - 15.18)
Macomb,14.61,(11.88 - 17.84),30.33,(25.91 - 35.16),7.61,(5.86 - 9.83),10.42,(8.61 - 12.56)
Mid South,13.60,(11.14 - 16.50),31.73,(27.56 - 36.21),8.03,(6.23 - 10.31),12.14,(10.28 - 14.29)
Northern,15.42,(12.52 - 18.84),32.63,(28.24 - 37.34),8.16,(6.32 - 10.49),11.81,(9.87 - 14.06)
Oakland,13.18,(10.87 - 15.90),32.93,(29.01 - 37.11),8.53,(6.74 - 10.74),11.49,(9.69 - 13.59)
Pathways and Western,14.89,(11.44 - 19.15),35.69,(30.23 - 41.54),9.46,(7.05 - 12.59),13.56,(10.98 - 16.64)
Riverhaven,12.23,(9.34 - 15.87),25.94,(21.20 - 31.32),7.74,(5.68 - 10.48),10.12,(7.95 - 12.79)
Saginaw,15.13,(11.72 - 19.32),30.91,(25.15 - 37.34),8.59,(6.17 - 11.84),11.88,(9.24 - 15.15)
Southeast,13.98,(11.63 - 16.73),29.26,(25.75 - 33.04),8.73,(6.88 - 11.01),11.39,(9.58 - 13.49)
St. Clair,12.91,(9.96 - 16.59),28.07,(22.79 - 34.03),7.13,(5.27 - 9.59),9.90,(7.83 - 12.45)
