State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
LA SPA 6,7.09,(5.25 - 9.51),29.15,(23.80 - 35.15),21.12,(16.93 - 26.03),22.81,(18.92 - 27.22)
LA SPA 7,8.75,(6.60 - 11.51),34.62,(29.10 - 40.60),23.00,(18.83 - 27.77),25.02,(21.12 - 29.37)
LA SPA 8,6.93,(5.16 - 9.24),32.95,(27.21 - 39.25),19.74,(16.00 - 24.09),21.75,(18.16 - 25.83)
Region 12R,8.58,(6.30 - 11.59),*,(* - *),20.74,(16.66 - 25.52),24.27,(20.27 - 28.77)
Regions 13 and 19R,8.36,(6.44 - 10.79),40.23,(34.76 - 45.96),22.86,(19.23 - 26.94),25.84,(22.41 - 29.60)
Region 13 (Riverside),8.33,(6.30 - 10.93),40.33,(34.46 - 46.50),22.93,(19.09 - 27.29),25.89,(22.24 - 29.90)
Region 19R (Imperial),8.80,(6.54 - 11.74),*,(* - *),21.92,(17.47 - 27.13),25.21,(20.96 - 30.01)
Region 14 (Orange),7.99,(6.27 - 10.15),37.46,(32.91 - 42.24),19.22,(16.21 - 22.64),21.92,(19.13 - 24.99)
Region 15R (Fresno),7.97,(5.92 - 10.64),*,(* - *),20.85,(16.99 - 25.32),23.61,(19.89 - 27.78)
Region 16R (San Diego),8.66,(6.75 - 11.05),44.44,(39.52 - 49.47),22.88,(19.62 - 26.51),26.62,(23.65 - 29.82)
Region 17R,9.25,(7.08 - 11.98),39.76,(33.91 - 45.91),21.81,(18.08 - 26.07),25.15,(21.61 - 29.06)
Region 18R (San Bernardino),8.31,(6.38 - 10.75),38.19,(33.40 - 43.23),20.45,(16.95 - 24.46),23.74,(20.54 - 27.26)
Region 20R,8.47,(6.26 - 11.37),*,(* - *),22.50,(18.29 - 27.37),25.12,(21.07 - 29.65)
Region 21R,8.75,(6.50 - 11.67),*,(* - *),21.18,(17.03 - 26.03),25.45,(21.39 - 29.99)
Colorado,10.41,(8.67 - 12.44),48.03,(44.66 - 51.42),25.22,(22.63 - 27.99),28.53,(26.17 - 31.02)
Region 1,10.64,(7.74 - 14.45),*,(* - *),23.43,(18.78 - 28.81),28.36,(23.95 - 33.24)
Regions 2 and 7,11.14,(8.88 - 13.88),49.05,(44.76 - 53.35),27.08,(23.66 - 30.79),30.09,(26.98 - 33.40)
Region 3,8.11,(6.02 - 10.84),*,(* - *),20.86,(16.81 - 25.59),24.32,(20.44 - 28.66)
Region 4,9.54,(6.82 - 13.19),*,(* - *),22.44,(17.61 - 28.14),25.36,(20.63 - 30.76)
Regions 5 and 6,9.92,(7.17 - 13.57),*,(* - *),24.92,(19.87 - 30.76),28.07,(23.19 - 33.53)
Connecticut,12.28,(10.32 - 14.56),46.75,(43.37 - 50.16),24.99,(22.32 - 27.86),28.01,(25.56 - 30.59)
Eastern,10.31,(7.33 - 14.31),*,(* - *),23.29,(18.85 - 28.41),26.72,(22.47 - 31.46)
North Central,11.36,(8.91 - 14.39),46.26,(40.78 - 51.84),24.70,(20.76 - 29.12),27.60,(23.90 - 31.65)
Northwestern,12.26,(9.20 - 16.16),46.02,(39.41 - 52.77),23.47,(19.25 - 28.29),26.40,(22.38 - 30.85)
South Central,14.38,(10.99 - 18.60),50.02,(44.44 - 55.60),26.65,(22.16 - 31.68),29.92,(25.79 - 34.41)
Southwest,12.34,(9.34 - 16.13),*,(* - *),25.82,(20.95 - 31.37),28.54,(23.91 - 33.68)
Delaware,8.98,(7.24 - 11.09),46.46,(43.07 - 49.88),22.89,(20.21 - 25.80),26.23,(23.78 - 28.83)
Kent,8.42,(6.05 - 11.61),45.05,(38.96 - 51.29),23.37,(18.90 - 28.53),26.70,(22.52 - 31.35)
New Castle (excluding Wilmington City),9.35,(7.22 - 12.01),49.01,(44.48 - 53.57),22.91,(19.49 - 26.73),26.85,(23.72 - 30.23)
Sussex,9.38,(6.83 - 12.75),44.93,(38.87 - 51.15),22.77,(18.53 - 27.65),25.25,(21.18 - 29.80)
Wilmington City,7.07,(4.95 - 9.98),*,(* - *),22.15,(17.45 - 27.69),24.07,(19.66 - 29.12)
District of Columbia,7.10,(5.46 - 9.18),48.08,(44.83 - 51.35),28.00,(25.14 - 31.05),31.63,(29.08 - 34.28)
Ward 1,9.02,(6.21 - 12.94),48.00,(41.28 - 54.79),32.99,(27.64 - 38.83),35.80,(30.91 - 41.00)
Ward 2,*,(* - *),59.20,(52.92 - 65.21),33.19,(27.73 - 39.15),39.86,(35.02 - 44.90)
Ward 3,12.44,(8.72 - 17.43),60.92,(54.75 - 66.75),30.24,(25.29 - 35.70),35.47,(30.92 - 40.30)
Ward 4,7.48,(5.21 - 10.65),*,(* - *),24.11,(19.21 - 29.80),26.58,(21.81 - 31.96)
Ward 5,5.48,(3.67 - 8.11),*,(* - *),25.09,(19.98 - 30.99),28.23,(23.42 - 33.58)
Ward 6,6.69,(4.51 - 9.80),47.68,(41.00 - 54.44),29.33,(24.33 - 34.88),31.76,(27.07 - 36.85)
Ward 7,5.42,(3.74 - 7.79),*,(* - *),23.03,(18.61 - 28.12),25.16,(20.94 - 29.90)
Ward 8,5.89,(4.00 - 8.58),*,(* - *),24.00,(18.99 - 29.84),26.04,(21.38 - 31.32)
Florida,8.02,(7.19 - 8.94),35.77,(34.08 - 37.49),20.61,(19.25 - 22.03),22.57,(21.35 - 23.84)
Region A - Northwest,8.16,(6.75 - 9.84),39.96,(35.92 - 44.13),20.55,(17.94 - 23.42),23.78,(21.34 - 26.42)
Circuit 1,7.85,(6.01 - 10.20),40.00,(34.10 - 46.21),20.12,(16.54 - 24.25),23.12,(19.71 - 26.93)
Circuit 2,8.47,(6.27 - 11.33),41.54,(35.28 - 48.09),22.50,(18.01 - 27.73),26.65,(22.46 - 31.32)
Circuit 14,8.55,(6.26 - 11.59),*,(* - *),19.21,(15.29 - 23.86),21.58,(17.66 - 26.08)
Region B - Northeast,8.37,(6.94 - 10.08),38.78,(35.14 - 42.54),20.70,(18.23 - 23.41),23.45,(21.13 - 25.94)
Circuits 3 and 8,8.37,(6.28 - 11.07),41.31,(35.26 - 47.63),21.37,(17.18 - 26.25),25.52,(21.56 - 29.93)
Circuit 4,8.29,(6.36 - 10.74),38.87,(33.21 - 44.86),21.66,(17.95 - 25.90),24.15,(20.60 - 28.09)
Circuit 7,8.51,(6.32 - 11.36),36.02,(29.75 - 42.81),19.18,(15.52 - 23.47),21.31,(17.75 - 25.37)
Region C - Central,7.60,(6.52 - 8.84),36.40,(33.77 - 39.11),20.04,(18.13 - 22.10),22.12,(20.36 - 24.00)
Circuit 5,8.17,(6.16 - 10.75),37.71,(32.23 - 43.51),17.94,(14.81 - 21.56),20.09,(17.08 - 23.47)
Circuit 9,6.76,(5.13 - 8.88),36.86,(32.41 - 41.54),23.06,(19.32 - 27.28),25.06,(21.65 - 28.81)
Circuit 10,6.89,(5.23 - 9.03),31.29,(26.31 - 36.73),18.79,(15.14 - 23.08),20.44,(16.98 - 24.41)
Circuit 18,8.50,(6.57 - 10.92),39.19,(33.66 - 45.01),20.28,(16.70 - 24.41),22.68,(19.26 - 26.51)
Circuit 19,8.13,(6.04 - 10.88),*,(* - *),18.57,(14.92 - 22.87),20.44,(16.88 - 24.54)
Region D - Southeast,7.68,(6.32 - 9.29),31.92,(28.55 - 35.50),20.43,(18.01 - 23.08),21.78,(19.53 - 24.23)
Circuit 15 (Palm Beach),8.10,(6.17 - 10.56),32.70,(27.41 - 38.46),19.12,(15.59 - 23.23),20.65,(17.27 - 24.49)
Circuit 17 (Broward),7.39,(5.76 - 9.44),31.38,(27.22 - 35.87),21.43,(18.37 - 24.85),22.64,(19.80 - 25.77)
Region E - Sun Coast,8.31,(7.14 - 9.65),37.26,(34.28 - 40.33),21.18,(19.12 - 23.40),23.02,(21.08 - 25.08)
Circuit 6,8.06,(6.24 - 10.36),36.26,(31.18 - 41.67),19.86,(16.62 - 23.56),21.63,(18.54 - 25.07)
Circuit 12,9.02,(6.72 - 11.99),*,(* - *),22.42,(17.98 - 27.59),24.27,(19.96 - 29.17)
Circuit 13 (Hillsborough),8.45,(6.56 - 10.82),39.02,(34.46 - 43.78),23.21,(19.62 - 27.23),25.43,(22.12 - 29.06)
Circuit 20,8.00,(6.03 - 10.55),34.02,(28.33 - 40.20),20.07,(16.72 - 23.89),21.54,(18.32 - 25.14)
Region F - Southern (Circuits 11 and 16),8.29,(6.56 - 10.42),30.07,(26.58 - 33.81),20.76,(17.91 - 23.94),22.00,(19.39 - 24.85)
Georgia,7.16,(5.91 - 8.65),35.62,(32.66 - 38.69),19.51,(17.12 - 22.14),21.88,(19.70 - 24.23)
Region 1,7.92,(5.94 - 10.47),38.67,(33.23 - 44.42),20.25,(16.60 - 24.46),22.67,(19.22 - 26.53)
Region 2,6.07,(4.35 - 8.43),31.52,(25.72 - 37.95),16.74,(13.12 - 21.13),19.34,(15.83 - 23.41)
Region 3,6.96,(5.20 - 9.26),32.83,(28.48 - 37.49),19.97,(16.43 - 24.05),21.65,(18.41 - 25.29)
Region 4,6.56,(4.57 - 9.32),*,(* - *),20.37,(15.76 - 25.91),22.70,(18.21 - 27.91)
Region 5,7.73,(5.58 - 10.63),41.45,(35.34 - 47.83),20.08,(15.66 - 25.37),23.82,(19.65 - 28.56)
Region 6,7.01,(5.11 - 9.53),35.90,(29.77 - 42.54),18.78,(14.90 - 23.41),21.47,(17.75 - 25.73)
Hawaii,7.63,(6.06 - 9.57),39.47,(35.85 - 43.22),22.75,(20.15 - 25.57),25.03,(22.63 - 27.58)
Hawaii Island,8.96,(6.47 - 12.29),*,(* - *),25.71,(20.86 - 31.25),28.13,(23.49 - 33.28)
Honolulu,7.22,(5.48 - 9.44),39.21,(35.03 - 43.56),22.12,(19.10 - 25.47),24.51,(21.74 - 27.51)
Kauai and Maui,8.23,(6.15 - 10.93),37.04,(30.96 - 43.57),22.96,(18.92 - 27.56),24.65,(20.72 - 29.04)
Kauai,8.13,(5.64 - 11.57),*,(* - *),23.13,(18.09 - 29.07),24.78,(19.82 - 30.50)
Maui,8.27,(5.89 - 11.50),*,(* - *),22.88,(18.20 - 28.36),24.59,(20.03 - 29.80)
Idaho,8.22,(6.88 - 9.79),35.74,(32.74 - 38.86),19.99,(17.76 - 22.42),22.39,(20.36 - 24.57)
Region 1,9.51,(7.00 - 12.80),*,(* - *),21.50,(17.16 - 26.59),24.24,(20.02 - 29.03)
Region 2,*,(* - *),*,(* - *),20.59,(15.98 - 26.11),24.48,(19.92 - 29.71)
Region 3,7.59,(5.61 - 10.19),33.02,(27.26 - 39.34),18.90,(15.32 - 23.09),20.98,(17.60 - 24.82)
Region 4,8.80,(6.72 - 11.44),42.37,(37.26 - 47.64),22.48,(18.64 - 26.84),25.22,(21.65 - 29.16)
Region 5,9.26,(6.80 - 12.49),*,(* - *),19.22,(14.98 - 24.31),20.97,(16.88 - 25.74)
Region 6,7.69,(5.62 - 10.43),*,(* - *),17.68,(13.95 - 22.14),19.95,(16.32 - 24.16)
Region 7,6.03,(4.23 - 8.52),25.13,(20.15 - 30.88),15.64,(12.12 - 19.94),17.53,(14.25 - 21.38)
Illinois,9.30,(8.36 - 10.32),46.69,(44.96 - 48.42),24.78,(23.32 - 26.29),28.12,(26.84 - 29.44)
Region I (Cook),9.44,(7.99 - 11.12),44.21,(41.49 - 46.96),26.92,(24.56 - 29.42),29.41,(27.31 - 31.59)
Region II,9.28,(7.90 - 10.87),48.38,(45.38 - 51.39),23.39,(21.07 - 25.88),27.15,(25.07 - 29.33)
Region III,8.82,(7.02 - 11.03),49.04,(45.12 - 52.98),23.15,(20.13 - 26.47),27.94,(25.29 - 30.76)
Region IV,9.73,(7.53 - 12.47),47.62,(42.63 - 52.67),23.28,(19.80 - 27.17),27.02,(23.83 - 30.48)
Region V,8.88,(7.03 - 11.16),46.69,(42.28 - 51.16),23.42,(20.35 - 26.80),27.08,(24.27 - 30.09)
Indiana,8.53,(7.16 - 10.15),40.57,(37.20 - 44.03),21.71,(19.37 - 24.25),24.47,(22.29 - 26.79)
Central,7.60,(5.67 - 10.12),37.68,(32.28 - 43.40),21.62,(17.84 - 25.95),23.75,(20.20 - 27.70)
East,8.32,(6.05 - 11.33),35.50,(29.33 - 42.20),18.93,(14.86 - 23.80),21.47,(17.55 - 25.99)
North Central,9.25,(6.85 - 12.37),41.69,(35.28 - 48.39),21.49,(17.33 - 26.32),24.35,(20.40 - 28.78)
Northeast,9.03,(6.67 - 12.11),*,(* - *),22.82,(18.47 - 27.85),25.41,(21.21 - 30.13)
Northwest,8.04,(5.91 - 10.85),*,(* - *),22.97,(18.34 - 28.37),25.06,(20.63 - 30.08)
Southeast,9.27,(6.91 - 12.34),*,(* - *),20.75,(16.60 - 25.62),23.28,(19.25 - 27.86)
Southwest,8.33,(6.01 - 11.42),*,(* - *),21.55,(17.01 - 26.90),24.20,(19.71 - 29.33)
West,9.74,(7.15 - 13.13),48.49,(41.80 - 55.23),23.25,(18.89 - 28.26),28.53,(24.46 - 32.97)
Iowa,11.02,(9.38 - 12.90),50.05,(46.87 - 53.22),25.66,(23.18 - 28.31),29.36,(27.12 - 31.71)
Central,11.58,(8.77 - 15.14),49.56,(43.52 - 55.61),24.57,(20.42 - 29.26),27.88,(23.95 - 32.18)
North Central,10.82,(8.18 - 14.19),50.89,(44.10 - 57.64),24.11,(19.55 - 29.33),29.03,(24.75 - 33.72)
Northeast,11.63,(8.89 - 15.06),56.34,(50.72 - 61.80),29.73,(25.32 - 34.56),33.86,(29.84 - 38.14)
Northwest,10.65,(8.02 - 14.02),44.86,(38.81 - 51.06),24.00,(19.49 - 29.17),27.00,(22.81 - 31.65)
Southeast,9.89,(7.58 - 12.81),46.64,(40.85 - 52.53),24.62,(20.70 - 29.02),28.11,(24.43 - 32.12)
Southwest,11.63,(8.54 - 15.63),*,(* - *),24.36,(19.69 - 29.73),27.83,(23.30 - 32.85)
Kansas,9.10,(7.59 - 10.88),43.41,(39.94 - 46.94),23.82,(21.26 - 26.58),26.94,(24.60 - 29.41)
Kansas City Metro,9.21,(7.18 - 11.74),44.89,(39.63 - 50.27),25.12,(21.46 - 29.17),28.27,(24.90 - 31.89)
Northeast,8.90,(6.50 - 12.07),43.56,(37.13 - 50.23),22.51,(18.12 - 27.59),26.21,(22.09 - 30.80)
South Central,8.70,(6.29 - 11.92),*,(* - *),22.94,(18.03 - 28.72),25.95,(21.29 - 31.24)
Southeast,9.18,(6.63 - 12.57),*,(* - *),22.16,(17.40 - 27.79),25.22,(20.53 - 30.57)
West,9.86,(7.11 - 13.50),*,(* - *),23.56,(18.94 - 28.90),26.08,(21.74 - 30.95)
Wichita (Sedgwick),8.86,(6.47 - 12.02),44.18,(38.17 - 50.36),24.18,(19.76 - 29.22),27.10,(22.98 - 31.67)
Kentucky,8.18,(6.78 - 9.83),37.41,(34.15 - 40.79),19.39,(17.15 - 21.84),21.86,(19.78 - 24.09)
"Adanta, Cumberland River, and Lifeskills",6.99,(5.12 - 9.46),30.21,(24.55 - 36.56),15.85,(12.61 - 19.74),17.79,(14.61 - 21.49)
"Bluegrass, Comprehend, and North Key",9.45,(7.23 - 12.26),43.15,(38.03 - 48.41),22.60,(18.94 - 26.74),25.57,(22.20 - 29.26)
Communicare and River Valley,7.78,(5.58 - 10.75),*,(* - *),18.28,(14.29 - 23.09),20.52,(16.59 - 25.10)
Four Rivers and Pennyroyal,8.29,(6.07 - 11.24),*,(* - *),17.84,(14.07 - 22.36),20.51,(16.78 - 24.82)
"Kentucky River, Mountain, and Pathways",7.22,(5.16 - 10.00),31.65,(25.70 - 38.26),16.21,(12.68 - 20.51),18.26,(14.78 - 22.35)
Seven Counties,8.06,(5.91 - 10.90),39.90,(33.78 - 46.35),20.86,(16.86 - 25.51),23.30,(19.51 - 27.58)
Louisiana,7.80,(6.45 - 9.40),37.67,(34.66 - 40.77),22.32,(19.91 - 24.94),24.78,(22.60 - 27.10)
Regions 1 and 3,7.03,(5.14 - 9.54),34.14,(28.59 - 40.16),23.99,(19.52 - 29.11),25.53,(21.43 - 30.12)
Regions 2 and 9,7.83,(5.95 - 10.24),41.73,(36.77 - 46.86),23.20,(19.51 - 27.36),26.41,(23.05 - 30.05)
"Regions 4, 5, and 6",8.10,(6.04 - 10.79),35.52,(30.16 - 41.27),20.59,(16.87 - 24.88),22.96,(19.45 - 26.89)
Regions 7 and 8,7.17,(5.28 - 9.66),38.19,(32.92 - 43.76),22.02,(17.96 - 26.70),24.77,(21.06 - 28.90)
Region 10 (Jefferson),9.46,(6.74 - 13.12),*,(* - *),22.18,(17.48 - 27.72),23.99,(19.42 - 29.25)
Maine,7.87,(6.51 - 9.49),44.85,(41.66 - 48.08),21.16,(18.88 - 23.65),24.09,(21.98 - 26.33)
Aroostook/Downeast,8.35,(6.02 - 11.48),42.07,(35.98 - 48.41),19.52,(15.69 - 24.03),22.21,(18.52 - 26.39)
Central,7.36,(5.37 - 10.02),*,(* - *),20.22,(16.26 - 24.85),23.23,(19.41 - 27.54)
Cumberland,8.84,(6.60 - 11.74),48.42,(42.15 - 54.75),23.91,(19.87 - 28.47),26.98,(23.20 - 31.13)
Midcoast,8.18,(5.88 - 11.28),*,(* - *),19.71,(15.64 - 24.53),22.38,(18.40 - 26.94)
Penquis,7.30,(5.23 - 10.09),43.33,(37.10 - 49.78),20.52,(16.53 - 25.17),23.85,(20.04 - 28.11)
Western,7.43,(5.49 - 9.99),*,(* - *),19.84,(16.09 - 24.21),22.58,(18.96 - 26.65)
York,7.30,(5.33 - 9.92),*,(* - *),22.46,(18.05 - 27.58),25.34,(21.11 - 30.09)
Maryland,7.84,(6.47 - 9.48),37.02,(33.60 - 40.56),19.78,(17.29 - 22.53),22.27,(19.93 - 24.80)
Anne Arundel,9.72,(7.01 - 13.32),*,(* - *),21.81,(17.45 - 26.92),24.83,(20.56 - 29.66)
Baltimore City,5.29,(3.71 - 7.48),*,(* - *),21.03,(16.40 - 26.54),22.60,(18.21 - 27.70)
Baltimore County,8.08,(5.81 - 11.12),39.29,(32.95 - 46.01),19.14,(14.88 - 24.26),21.88,(17.81 - 26.58)
Montgomery,8.68,(6.26 - 11.90),*,(* - *),19.26,(15.30 - 23.96),21.72,(17.83 - 26.18)
North Central,9.17,(6.60 - 12.59),*,(* - *),20.09,(15.84 - 25.14),22.80,(18.62 - 27.60)
Northeast,8.83,(6.34 - 12.17),*,(* - *),19.22,(15.12 - 24.12),21.84,(17.79 - 26.51)
Prince George's,5.89,(4.21 - 8.19),31.50,(25.55 - 38.13),18.28,(14.19 - 23.23),20.60,(16.73 - 25.10)
South,7.96,(5.62 - 11.15),*,(* - *),20.32,(16.09 - 25.32),22.82,(18.70 - 27.53)
West,8.74,(6.29 - 12.03),*,(* - *),20.28,(15.89 - 25.51),22.96,(18.66 - 27.90)
Massachusetts,10.18,(8.63 - 11.97),48.46,(45.11 - 51.82),23.24,(20.93 - 25.71),27.02,(24.90 - 29.24)
Boston,7.20,(5.16 - 9.97),*,(* - *),24.32,(19.63 - 29.72),28.01,(23.59 - 32.90)
Central,11.55,(8.59 - 15.37),*,(* - *),22.69,(18.23 - 27.87),26.92,(22.67 - 31.64)
Metrowest,10.78,(8.33 - 13.84),50.09,(44.08 - 56.11),21.17,(17.63 - 25.21),25.23,(21.88 - 28.91)
Northeast,11.13,(8.53 - 14.38),50.48,(44.72 - 56.23),23.00,(18.99 - 27.57),26.75,(22.97 - 30.89)
Southeast,9.26,(6.91 - 12.32),46.21,(39.84 - 52.71),23.70,(19.69 - 28.23),26.74,(22.96 - 30.90)
Western,9.82,(7.40 - 12.94),48.53,(42.21 - 54.91),26.25,(21.75 - 31.31),30.19,(25.98 - 34.76)
Michigan,8.06,(7.23 - 8.96),43.14,(41.47 - 44.82),25.04,(23.55 - 26.58),27.68,(26.37 - 29.03)
Detroit City,4.47,(3.33 - 5.97),26.19,(22.43 - 30.34),23.99,(20.18 - 28.27),24.35,(21.00 - 28.05)
Genesee,7.64,(5.74 - 10.11),40.18,(34.61 - 46.01),24.60,(20.53 - 29.18),26.79,(22.98 - 30.97)
Kalamazoo,7.18,(5.55 - 9.24),41.53,(36.19 - 47.07),23.44,(19.81 - 27.51),26.27,(22.90 - 29.94)
Kent,8.27,(6.24 - 10.89),49.31,(43.84 - 54.81),29.18,(24.76 - 34.04),32.20,(28.13 - 36.55)
Lakeshore,7.99,(6.17 - 10.28),42.75,(37.65 - 48.00),24.05,(20.62 - 27.85),26.93,(23.76 - 30.36)
Macomb,8.78,(6.88 - 11.13),45.91,(40.91 - 50.99),26.53,(22.83 - 30.58),28.93,(25.50 - 32.61)
Mid South,8.37,(6.57 - 10.60),43.97,(39.61 - 48.44),24.06,(20.61 - 27.88),27.51,(24.42 - 30.83)
Northern,8.70,(6.74 - 11.17),44.29,(39.30 - 49.40),25.25,(21.57 - 29.33),28.09,(24.73 - 31.71)
Oakland,8.69,(6.97 - 10.77),47.49,(43.30 - 51.71),25.20,(21.90 - 28.81),27.91,(24.87 - 31.17)
Pathways and Western,9.33,(6.99 - 12.35),52.45,(46.48 - 58.34),25.77,(21.48 - 30.58),29.94,(25.89 - 34.32)
Riverhaven,9.64,(7.23 - 12.74),48.61,(42.60 - 54.65),31.78,(26.77 - 37.24),33.98,(29.34 - 38.94)
Saginaw,8.14,(6.03 - 10.90),41.25,(35.03 - 47.76),23.79,(19.33 - 28.91),26.37,(22.12 - 31.10)
Southeast,8.96,(7.14 - 11.19),41.77,(37.87 - 45.76),23.25,(20.07 - 26.77),25.65,(22.72 - 28.82)
