State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Circuit 15 (Palm Beach),5.63,(4.01 - 7.85),13.57,(10.41 - 17.49),3.98,(2.80 - 5.64),5.07,(3.79 - 6.74)
Circuit 17 (Broward),5.98,(4.46 - 7.96),15.61,(12.65 - 19.10),4.58,(3.39 - 6.17),5.93,(4.69 - 7.46)
Region E - Sun Coast,6.84,(5.71 - 8.18),17.40,(15.21 - 19.83),4.68,(3.78 - 5.77),6.13,(5.22 - 7.20)
Circuit 6,6.51,(4.78 - 8.81),16.86,(13.31 - 21.14),4.42,(3.10 - 6.29),5.76,(4.35 - 7.60)
Circuit 12,7.61,(5.41 - 10.61),16.47,(12.27 - 21.74),4.30,(2.84 - 6.44),5.53,(3.94 - 7.72)
Circuit 13 (Hillsborough),6.25,(4.65 - 8.37),17.50,(14.23 - 21.33),5.06,(3.67 - 6.94),6.81,(5.34 - 8.65)
Circuit 20,7.50,(5.44 - 10.26),18.51,(14.26 - 23.68),4.87,(3.41 - 6.92),6.31,(4.72 - 8.39)
Region F - Southern (Circuits 11 and 16),6.51,(4.92 - 8.57),14.38,(11.98 - 17.15),3.78,(2.75 - 5.17),5.19,(4.13 - 6.50)
Georgia,5.94,(4.70 - 7.47),14.37,(12.27 - 16.77),3.76,(2.89 - 4.88),5.32,(4.41 - 6.41)
Region 1,5.52,(3.84 - 7.87),13.64,(10.30 - 17.87),2.97,(1.97 - 4.45),4.37,(3.20 - 5.94)
Region 2,5.18,(3.53 - 7.53),12.85,(9.14 - 17.77),3.08,(1.93 - 4.88),4.80,(3.35 - 6.82)
Region 3,6.98,(5.04 - 9.60),16.71,(13.42 - 20.61),5.00,(3.54 - 7.03),6.54,(5.03 - 8.45)
Region 4,6.00,(3.88 - 9.16),*,(* - *),3.73,(2.25 - 6.14),5.33,(3.53 - 7.97)
Region 5,5.53,(3.65 - 8.29),14.21,(10.68 - 18.67),3.46,(2.19 - 5.41),5.34,(3.83 - 7.40)
Region 6,5.42,(3.68 - 7.91),13.30,(9.61 - 18.12),3.27,(2.09 - 5.10),4.84,(3.39 - 6.87)
Hawaii,7.63,(5.98 - 9.67),18.61,(15.85 - 21.72),6.36,(4.96 - 8.13),8.03,(6.66 - 9.67)
Hawaii Island,9.86,(6.81 - 14.07),*,(* - *),11.48,(7.85 - 16.48),13.33,(9.73 - 17.99)
Honolulu,6.67,(4.93 - 8.97),16.69,(13.69 - 20.20),4.71,(3.39 - 6.52),6.39,(5.05 - 8.05)
Kauai and Maui,9.70,(7.00 - 13.28),22.36,(17.28 - 28.42),9.22,(6.50 - 12.92),10.80,(8.01 - 14.41)
Kauai,8.98,(5.87 - 13.51),*,(* - *),*,(* - *),*,(* - *)
Maui,10.04,(6.88 - 14.41),*,(* - *),9.39,(6.28 - 13.81),10.92,(7.72 - 15.24)
Idaho,7.84,(6.45 - 9.51),15.67,(13.45 - 18.19),5.26,(4.14 - 6.65),6.85,(5.75 - 8.14)
Region 1,9.39,(6.59 - 13.20),*,(* - *),6.03,(3.96 - 9.06),7.54,(5.32 - 10.58)
Region 2,*,(* - *),*,(* - *),5.29,(3.30 - 8.38),7.34,(5.10 - 10.45)
Region 3,7.16,(5.05 - 10.05),14.07,(10.47 - 18.66),4.52,(3.01 - 6.73),5.93,(4.32 - 8.09)
Region 4,9.48,(7.19 - 12.39),20.32,(16.45 - 24.83),6.50,(4.75 - 8.82),8.40,(6.63 - 10.60)
Region 5,7.24,(4.97 - 10.44),13.75,(9.98 - 18.65),4.55,(2.95 - 6.97),5.86,(4.13 - 8.24)
Region 6,7.26,(4.96 - 10.50),13.94,(10.05 - 19.02),4.69,(2.99 - 7.26),6.25,(4.38 - 8.83)
Region 7,5.26,(3.51 - 7.82),10.29,(7.41 - 14.13),3.33,(2.08 - 5.29),4.71,(3.32 - 6.66)
Illinois,7.18,(6.38 - 8.08),17.08,(15.74 - 18.50),3.97,(3.38 - 4.66),5.97,(5.39 - 6.61)
Region I (Cook),7.67,(6.41 - 9.15),19.17,(17.12 - 21.39),4.86,(3.91 - 6.02),6.92,(5.99 - 7.98)
Region II,7.01,(5.81 - 8.42),15.84,(13.76 - 18.17),3.40,(2.65 - 4.35),5.27,(4.50 - 6.17)
Region III,6.77,(5.19 - 8.79),16.73,(14.10 - 19.74),3.55,(2.63 - 4.79),5.99,(4.95 - 7.23)
Region IV,6.31,(4.59 - 8.60),13.42,(10.44 - 17.08),2.82,(1.92 - 4.12),4.45,(3.37 - 5.84)
Region V,6.72,(5.12 - 8.78),16.30,(13.43 - 19.64),3.50,(2.54 - 4.82),5.51,(4.44 - 6.84)
Indiana,6.78,(5.54 - 8.27),17.47,(15.09 - 20.13),4.27,(3.33 - 5.46),6.20,(5.21 - 7.36)
Central,7.00,(5.01 - 9.70),17.89,(14.16 - 22.34),4.50,(3.08 - 6.53),6.27,(4.75 - 8.25)
East,6.80,(4.59 - 9.95),17.45,(13.16 - 22.78),3.86,(2.45 - 6.03),5.95,(4.27 - 8.22)
North Central,6.93,(4.83 - 9.86),16.26,(12.19 - 21.37),4.17,(2.77 - 6.24),5.88,(4.28 - 8.04)
Northeast,6.50,(4.49 - 9.32),17.79,(13.11 - 23.69),4.12,(2.66 - 6.32),6.05,(4.32 - 8.41)
Northwest,7.06,(4.91 - 10.05),*,(* - *),4.79,(3.04 - 7.45),6.60,(4.64 - 9.31)
Southeast,6.58,(4.55 - 9.42),16.40,(11.98 - 22.04),4.02,(2.62 - 6.13),5.58,(3.95 - 7.83)
Southwest,5.49,(3.64 - 8.19),*,(* - *),3.24,(1.97 - 5.28),4.93,(3.35 - 7.20)
West,7.10,(4.98 - 10.03),19.55,(14.92 - 25.20),4.80,(3.25 - 7.04),7.88,(5.96 - 10.34)
Iowa,6.79,(5.45 - 8.43),12.62,(10.60 - 14.96),2.76,(2.08 - 3.67),4.26,(3.50 - 5.18)
Central,8.33,(5.85 - 11.73),13.59,(10.10 - 18.05),3.19,(2.08 - 4.86),4.57,(3.28 - 6.33)
North Central,5.91,(4.02 - 8.60),11.54,(8.16 - 16.07),2.35,(1.46 - 3.76),4.03,(2.83 - 5.72)
Northeast,7.19,(5.15 - 9.96),14.86,(11.46 - 19.04),3.09,(2.06 - 4.60),4.91,(3.69 - 6.51)
Northwest,5.96,(4.07 - 8.64),9.41,(6.68 - 13.08),2.10,(1.28 - 3.44),3.16,(2.16 - 4.59)
Southeast,6.35,(4.52 - 8.84),13.16,(9.90 - 17.29),2.94,(1.96 - 4.39),4.56,(3.37 - 6.13)
Southwest,6.18,(4.02 - 9.38),10.47,(7.06 - 15.25),2.37,(1.42 - 3.93),3.50,(2.31 - 5.27)
Kansas,6.20,(4.97 - 7.70),13.83,(11.60 - 16.40),3.46,(2.60 - 4.57),5.11,(4.18 - 6.22)
Kansas City Metro,7.03,(5.16 - 9.51),16.56,(12.94 - 20.94),4.01,(2.80 - 5.72),6.01,(4.62 - 7.78)
Northeast,6.31,(4.35 - 9.07),12.82,(9.29 - 17.43),3.45,(2.19 - 5.40),5.10,(3.62 - 7.13)
South Central,5.13,(3.43 - 7.60),11.46,(7.98 - 16.18),2.81,(1.72 - 4.57),4.17,(2.84 - 6.08)
Southeast,6.60,(4.33 - 9.94),12.59,(8.71 - 17.85),3.61,(2.14 - 6.02),5.02,(3.32 - 7.53)
West,5.49,(3.70 - 8.09),10.52,(7.51 - 14.54),2.70,(1.66 - 4.36),3.90,(2.68 - 5.65)
Wichita (Sedgwick),5.60,(3.83 - 8.13),13.96,(10.32 - 18.62),3.26,(2.05 - 5.15),4.83,(3.41 - 6.79)
Kentucky,5.24,(4.12 - 6.64),14.15,(11.96 - 16.68),3.07,(2.34 - 4.02),4.59,(3.78 - 5.56)
"Adanta, Cumberland River, and Lifeskills",4.55,(3.03 - 6.78),10.98,(7.74 - 15.36),2.18,(1.35 - 3.49),3.37,(2.32 - 4.86)
"Bluegrass, Comprehend, and North Key",5.27,(3.71 - 7.43),14.84,(11.73 - 18.60),3.27,(2.25 - 4.73),4.94,(3.78 - 6.44)
Communicare and River Valley,5.30,(3.55 - 7.85),14.09,(10.03 - 19.42),3.00,(1.87 - 4.79),4.51,(3.11 - 6.51)
Four Rivers and Pennyroyal,5.95,(4.02 - 8.72),*,(* - *),3.21,(2.04 - 5.01),4.91,(3.44 - 6.97)
"Kentucky River, Mountain, and Pathways",4.97,(3.24 - 7.54),11.58,(8.23 - 16.05),2.48,(1.56 - 3.93),3.69,(2.56 - 5.29)
Seven Counties,5.53,(3.79 - 8.01),16.78,(12.76 - 21.75),3.80,(2.51 - 5.69),5.46,(4.01 - 7.40)
Louisiana,5.03,(3.99 - 6.32),14.50,(12.36 - 16.95),3.00,(2.24 - 4.00),4.84,(4.02 - 5.82)
Regions 1 and 3,4.83,(3.27 - 7.06),15.99,(12.11 - 20.83),3.54,(2.27 - 5.47),5.43,(3.96 - 7.40)
Regions 2 and 9,5.68,(4.12 - 7.78),16.06,(12.71 - 20.11),3.25,(2.22 - 4.74),5.46,(4.23 - 7.01)
"Regions 4, 5, and 6",4.40,(3.02 - 6.37),12.19,(9.14 - 16.09),2.39,(1.54 - 3.70),3.94,(2.89 - 5.36)
Regions 7 and 8,4.75,(3.29 - 6.82),12.92,(9.77 - 16.90),2.58,(1.65 - 4.02),4.34,(3.18 - 5.89)
Region 10 (Jefferson),5.90,(3.88 - 8.87),*,(* - *),3.73,(2.30 - 5.98),5.50,(3.79 - 7.91)
Maine,8.78,(7.24 - 10.62),26.35,(23.61 - 29.30),7.27,(5.85 - 9.00),9.63,(8.24 - 11.22)
Aroostook/Downeast,7.17,(4.98 - 10.22),19.59,(15.24 - 24.81),5.46,(3.63 - 8.15),7.15,(5.23 - 9.70)
Central,8.62,(6.11 - 12.03),*,(* - *),7.69,(5.33 - 10.96),10.37,(7.86 - 13.55)
Cumberland,10.30,(7.59 - 13.84),32.76,(27.04 - 39.06),8.58,(6.24 - 11.68),11.61,(9.19 - 14.58)
Midcoast,8.94,(6.14 - 12.84),*,(* - *),6.79,(4.50 - 10.13),8.62,(6.19 - 11.90)
Penquis,8.15,(5.68 - 11.54),24.06,(18.96 - 30.02),6.91,(4.69 - 10.08),9.41,(7.04 - 12.47)
Western,8.47,(6.07 - 11.70),25.53,(20.18 - 31.72),7.33,(5.15 - 10.35),9.66,(7.34 - 12.60)
York,8.72,(6.21 - 12.12),24.54,(19.18 - 30.83),7.15,(4.78 - 10.55),9.15,(6.67 - 12.44)
Maryland,6.75,(5.41 - 8.39),17.25,(14.77 - 20.03),3.63,(2.71 - 4.83),5.59,(4.59 - 6.79)
Anne Arundel,6.62,(4.42 - 9.81),*,(* - *),3.32,(2.06 - 5.31),5.40,(3.81 - 7.59)
Baltimore City,6.12,(4.15 - 8.95),*,(* - *),4.91,(3.08 - 7.72),7.54,(5.38 - 10.47)
Baltimore County,7.62,(5.19 - 11.06),19.46,(14.77 - 25.20),4.20,(2.69 - 6.50),6.28,(4.52 - 8.65)
Montgomery,6.60,(4.51 - 9.57),14.46,(10.54 - 19.53),2.89,(1.80 - 4.62),4.35,(3.04 - 6.19)
North Central,6.55,(4.36 - 9.72),*,(* - *),3.03,(1.85 - 4.93),4.98,(3.45 - 7.13)
Northeast,7.58,(5.15 - 11.01),*,(* - *),3.72,(2.27 - 6.03),5.73,(3.96 - 8.22)
Prince George's,6.98,(4.74 - 10.16),15.13,(11.12 - 20.24),4.08,(2.56 - 6.46),6.02,(4.28 - 8.42)
South,6.16,(4.12 - 9.11),14.92,(10.83 - 20.19),3.30,(2.07 - 5.23),5.01,(3.50 - 7.13)
West,6.24,(4.15 - 9.26),*,(* - *),2.90,(1.78 - 4.71),4.83,(3.36 - 6.88)
Massachusetts,9.76,(8.15 - 11.64),25.81,(23.00 - 28.84),6.22,(5.03 - 7.65),9.16,(7.95 - 10.53)
Boston,7.92,(5.51 - 11.26),*,(* - *),7.54,(5.08 - 11.06),10.59,(7.86 - 14.12)
Central,9.78,(6.93 - 13.63),*,(* - *),5.51,(3.73 - 8.05),8.54,(6.44 - 11.25)
Metrowest,8.99,(6.75 - 11.89),23.44,(18.97 - 28.59),5.02,(3.54 - 7.06),7.60,(5.97 - 9.64)
Northeast,8.87,(6.40 - 12.17),26.48,(21.45 - 32.20),5.61,(3.89 - 8.03),8.46,(6.54 - 10.88)
Southeast,11.51,(8.40 - 15.57),27.55,(22.27 - 33.55),6.99,(5.00 - 9.69),9.77,(7.63 - 12.43)
Western,11.04,(8.17 - 14.76),28.22,(22.70 - 34.48),7.67,(5.41 - 10.76),11.30,(8.79 - 14.40)
Michigan,7.92,(7.09 - 8.85),19.47,(18.10 - 20.90),6.10,(5.34 - 6.96),8.05,(7.35 - 8.82)
Detroit City,8.57,(6.54 - 11.16),23.48,(19.74 - 27.67),10.50,(7.94 - 13.77),12.62,(10.19 - 15.53)
Genesee,10.30,(7.55 - 13.90),24.85,(20.03 - 30.39),8.49,(6.05 - 11.81),10.79,(8.29 - 13.94)
Kalamazoo,7.48,(5.64 - 9.85),17.05,(13.64 - 21.09),5.67,(4.09 - 7.80),7.44,(5.80 - 9.51)
Kent,6.60,(4.80 - 9.02),18.31,(14.81 - 22.42),5.34,(3.79 - 7.48),7.28,(5.64 - 9.35)
Lakeshore,8.73,(6.65 - 11.39),19.20,(15.55 - 23.47),5.81,(4.27 - 7.84),7.87,(6.26 - 9.85)
Macomb,7.38,(5.62 - 9.65),19.26,(15.72 - 23.37),5.64,(4.18 - 7.57),7.33,(5.81 - 9.20)
Mid South,7.18,(5.43 - 9.43),19.07,(15.87 - 22.74),5.54,(4.11 - 7.43),7.88,(6.40 - 9.67)
Northern,8.74,(6.65 - 11.40),19.79,(16.24 - 23.89),6.25,(4.65 - 8.36),8.27,(6.63 - 10.28)
Oakland,7.81,(6.18 - 9.83),19.78,(16.54 - 23.48),5.44,(4.05 - 7.26),7.18,(5.76 - 8.92)
Pathways and Western,7.73,(5.53 - 10.70),18.75,(14.94 - 23.26),6.40,(4.46 - 9.10),8.33,(6.31 - 10.91)
