State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Catchment Area 1,4.90,(3.44 - 6.93),15.35,(12.07 - 19.33),5.10,(3.73 - 6.93),6.65,(5.26 - 8.38)
Catchment Area 2,5.02,(3.45 - 7.24),14.71,(11.25 - 19.00),4.85,(3.49 - 6.71),6.13,(4.75 - 7.89)
Catchment Area 3,4.27,(2.98 - 6.07),13.24,(10.32 - 16.84),5.27,(3.88 - 7.13),6.44,(5.07 - 8.15)
Catchment Area 4,4.95,(3.42 - 7.13),14.39,(11.11 - 18.44),4.81,(3.44 - 6.69),6.04,(4.65 - 7.81)
Catchment Area 5,5.20,(3.69 - 7.29),15.43,(12.17 - 19.38),5.36,(3.97 - 7.20),6.94,(5.54 - 8.66)
Catchment Area 6,3.55,(2.42 - 5.16),12.96,(9.87 - 16.85),5.45,(3.93 - 7.51),6.56,(5.06 - 8.47)
Catchment Area 7,4.07,(2.78 - 5.92),14.15,(10.82 - 18.28),5.56,(4.01 - 7.68),6.72,(5.17 - 8.70)
Catchment Area 8,4.09,(2.85 - 5.82),14.60,(11.50 - 18.37),5.54,(4.08 - 7.48),6.70,(5.27 - 8.49)
California,5.56,(4.83 - 6.38),16.42,(15.14 - 17.79),6.63,(5.89 - 7.46),8.19,(7.51 - 8.93)
Region 1R,5.94,(4.20 - 8.33),20.96,(16.94 - 25.63),7.11,(5.42 - 9.28),9.49,(7.75 - 11.57)
Region 2R,5.73,(4.13 - 7.90),18.80,(15.15 - 23.09),7.98,(6.01 - 10.53),9.79,(7.88 - 12.09)
Region 3R (Sacramento),5.20,(3.75 - 7.16),17.75,(14.33 - 21.78),6.74,(5.14 - 8.78),8.45,(6.86 - 10.36)
Region 4R,5.80,(4.26 - 7.85),17.43,(13.95 - 21.57),6.42,(4.89 - 8.38),8.00,(6.46 - 9.86)
Region 5R (San Francisco),*,(* - *),19.07,(15.35 - 23.45),8.52,(6.47 - 11.15),9.48,(7.48 - 11.94)
Region 6 (Santa Clara),5.40,(3.95 - 7.34),15.36,(12.25 - 19.08),5.44,(4.08 - 7.24),6.75,(5.38 - 8.44)
Region 7R (Contra Costa),5.25,(3.78 - 7.24),15.84,(12.50 - 19.85),6.04,(4.55 - 7.98),7.42,(5.93 - 9.26)
Region 8R (Alameda),5.06,(3.65 - 6.97),17.72,(14.54 - 21.41),6.23,(4.78 - 8.08),7.81,(6.39 - 9.51)
Region 9R (San Mateo),5.49,(3.97 - 7.56),18.33,(14.60 - 22.76),5.80,(4.37 - 7.65),7.27,(5.82 - 9.05)
Region 10,6.61,(4.84 - 8.96),19.76,(16.03 - 24.12),6.89,(5.26 - 8.97),9.11,(7.45 - 11.08)
Region 11 (Los Angeles),5.39,(4.53 - 6.39),15.65,(14.02 - 17.43),6.54,(5.63 - 7.58),7.98,(7.13 - 8.92)
LA SPA 1 and 5,5.43,(3.88 - 7.55),17.63,(14.05 - 21.89),6.88,(5.23 - 9.01),8.50,(6.88 - 10.46)
LA SPA 2,6.02,(4.45 - 8.09),16.01,(12.90 - 19.70),6.25,(4.76 - 8.15),7.68,(6.23 - 9.43)
LA SPA 3,5.02,(3.66 - 6.85),16.27,(13.17 - 19.93),5.33,(3.99 - 7.08),7.04,(5.70 - 8.68)
LA SPA 4,5.54,(4.01 - 7.60),16.06,(12.92 - 19.79),7.55,(5.83 - 9.71),8.74,(7.09 - 10.72)
LA SPA 6,4.88,(3.47 - 6.83),13.59,(10.78 - 16.99),7.20,(5.44 - 9.47),8.54,(6.88 - 10.54)
LA SPA 7,5.86,(4.27 - 7.98),15.74,(12.69 - 19.36),6.63,(5.05 - 8.66),8.21,(6.69 - 10.04)
LA SPA 8,4.82,(3.49 - 6.63),14.42,(11.55 - 17.87),6.86,(5.26 - 8.91),8.02,(6.48 - 9.88)
Region 12R,5.59,(4.03 - 7.71),15.13,(11.92 - 19.03),6.53,(4.92 - 8.62),7.94,(6.35 - 9.88)
Regions 13 and 19R,5.53,(4.12 - 7.38),14.59,(11.91 - 17.76),6.84,(5.37 - 8.68),8.17,(6.77 - 9.82)
Region 13 (Riverside),5.51,(4.03 - 7.51),14.59,(11.73 - 18.00),6.86,(5.32 - 8.81),8.17,(6.69 - 9.93)
Region 19R (Imperial),5.66,(4.11 - 7.73),14.65,(11.51 - 18.46),6.63,(4.98 - 8.78),8.17,(6.56 - 10.12)
Region 14 (Orange),5.49,(4.12 - 7.27),15.19,(12.52 - 18.31),5.88,(4.63 - 7.44),7.26,(6.04 - 8.70)
Region 15R (Fresno),5.40,(3.92 - 7.39),15.37,(12.09 - 19.34),6.43,(4.79 - 8.58),8.10,(6.47 - 10.09)
Region 16R (San Diego),5.67,(4.26 - 7.51),18.66,(15.48 - 22.31),7.62,(6.05 - 9.54),9.53,(8.00 - 11.31)
Region 17R,5.97,(4.41 - 8.04),15.59,(12.59 - 19.14),6.88,(5.31 - 8.88),8.50,(6.98 - 10.31)
Region 18R (San Bernardino),5.59,(4.19 - 7.44),14.04,(11.42 - 17.14),6.25,(4.79 - 8.11),7.69,(6.28 - 9.38)
Region 20R,6.10,(4.45 - 8.31),14.43,(11.31 - 18.23),6.71,(5.10 - 8.79),8.06,(6.50 - 9.97)
Region 21R,5.88,(4.18 - 8.21),18.44,(14.77 - 22.77),7.17,(5.44 - 9.38),9.21,(7.51 - 11.25)
Colorado,6.05,(4.82 - 7.57),21.80,(19.20 - 24.64),7.43,(6.07 - 9.07),9.52,(8.20 - 11.02)
Region 1,6.56,(4.62 - 9.23),24.46,(19.70 - 29.95),7.88,(5.82 - 10.59),10.79,(8.69 - 13.33)
Regions 2 and 7,5.92,(4.44 - 7.84),21.56,(18.42 - 25.08),7.51,(5.88 - 9.54),9.43,(7.86 - 11.28)
Region 3,5.92,(4.23 - 8.23),21.15,(16.93 - 26.10),7.15,(5.35 - 9.51),9.30,(7.47 - 11.52)
Region 4,6.20,(4.27 - 8.93),19.12,(14.92 - 24.17),6.73,(4.84 - 9.29),8.60,(6.68 - 11.01)
Regions 5 and 6,6.22,(4.33 - 8.87),21.33,(16.88 - 26.57),7.27,(5.31 - 9.87),9.19,(7.23 - 11.63)
Connecticut,5.31,(4.24 - 6.63),19.00,(16.63 - 21.62),6.58,(5.37 - 8.03),8.30,(7.12 - 9.66)
Eastern,5.48,(3.78 - 7.90),20.29,(16.02 - 25.37),7.47,(5.49 - 10.07),9.70,(7.70 - 12.14)
North Central,5.00,(3.65 - 6.82),17.67,(14.35 - 21.57),6.11,(4.57 - 8.11),7.66,(6.13 - 9.54)
Northwestern,5.30,(3.78 - 7.38),19.03,(15.33 - 23.39),6.31,(4.65 - 8.50),7.96,(6.31 - 10.00)
South Central,5.80,(4.15 - 8.06),20.03,(16.47 - 24.14),6.84,(5.09 - 9.14),8.68,(6.96 - 10.78)
Southwest,5.09,(3.61 - 7.13),18.48,(14.59 - 23.13),6.66,(4.91 - 8.98),8.18,(6.43 - 10.36)
Delaware,4.75,(3.74 - 6.03),17.20,(14.95 - 19.71),5.95,(4.74 - 7.43),7.54,(6.39 - 8.88)
Kent,4.86,(3.46 - 6.79),16.49,(13.17 - 20.43),5.83,(4.24 - 7.97),7.47,(5.90 - 9.41)
New Castle (excluding Wilmington City),4.83,(3.58 - 6.49),17.94,(15.03 - 21.27),5.81,(4.36 - 7.70),7.64,(6.24 - 9.32)
Sussex,4.97,(3.52 - 6.98),16.24,(12.94 - 20.20),5.97,(4.35 - 8.14),7.12,(5.54 - 9.12)
Wilmington City,3.51,(2.43 - 5.05),15.98,(12.46 - 20.26),6.97,(5.05 - 9.54),8.21,(6.32 - 10.59)
District of Columbia,3.24,(2.51 - 4.19),17.18,(15.02 - 19.58),8.24,(6.82 - 9.93),9.85,(8.53 - 11.34)
Ward 1,3.91,(2.69 - 5.65),17.34,(13.76 - 21.62),9.30,(7.01 - 12.25),10.80,(8.64 - 13.41)
Ward 2,*,(* - *),21.61,(17.58 - 26.27),9.41,(7.08 - 12.42),12.52,(10.25 - 15.20)
Ward 3,5.14,(3.45 - 7.60),18.47,(14.88 - 22.70),7.98,(5.98 - 10.57),9.76,(7.85 - 12.08)
Ward 4,4.01,(2.73 - 5.85),16.44,(12.65 - 21.10),7.22,(5.28 - 9.80),8.44,(6.54 - 10.84)
Ward 5,2.62,(1.75 - 3.91),16.38,(12.85 - 20.63),7.80,(5.71 - 10.56),9.36,(7.39 - 11.78)
Ward 6,2.84,(1.91 - 4.20),17.63,(13.99 - 21.97),8.67,(6.50 - 11.48),9.86,(7.77 - 12.43)
Ward 7,2.62,(1.78 - 3.86),13.11,(10.10 - 16.85),7.62,(5.61 - 10.27),8.49,(6.60 - 10.86)
Ward 8,2.57,(1.76 - 3.73),11.90,(9.08 - 15.44),7.72,(5.63 - 10.51),8.59,(6.69 - 10.96)
Florida,4.45,(3.85 - 5.14),14.23,(12.96 - 15.60),5.97,(5.25 - 6.78),7.04,(6.37 - 7.78)
Region A - Northwest,4.56,(3.66 - 5.67),15.55,(13.34 - 18.06),6.45,(5.31 - 7.83),7.97,(6.87 - 9.23)
Circuit 1,4.45,(3.28 - 6.02),14.76,(11.72 - 18.41),6.26,(4.78 - 8.18),7.55,(6.10 - 9.30)
Circuit 2,4.16,(2.97 - 5.81),17.09,(13.71 - 21.11),6.94,(5.16 - 9.29),9.15,(7.40 - 11.25)
Circuit 14,5.30,(3.77 - 7.42),14.40,(11.22 - 18.28),6.31,(4.72 - 8.38),7.41,(5.85 - 9.35)
Region B - Northeast,4.60,(3.69 - 5.72),14.59,(12.54 - 16.91),6.28,(5.18 - 7.60),7.55,(6.49 - 8.76)
Circuits 3 and 8,4.30,(3.12 - 5.90),15.25,(12.25 - 18.83),6.63,(5.03 - 8.69),8.42,(6.86 - 10.29)
Circuit 4,4.64,(3.39 - 6.33),14.03,(11.10 - 17.59),6.61,(4.98 - 8.72),7.68,(6.11 - 9.61)
Circuit 7,4.73,(3.44 - 6.48),14.68,(11.56 - 18.47),5.70,(4.32 - 7.49),6.84,(5.46 - 8.53)
Region C - Central,4.39,(3.66 - 5.25),14.96,(13.24 - 16.87),6.02,(5.12 - 7.06),7.16,(6.31 - 8.11)
Circuit 5,4.44,(3.25 - 6.05),13.46,(10.70 - 16.80),5.86,(4.47 - 7.64),6.70,(5.35 - 8.35)
Circuit 9,3.84,(2.81 - 5.23),16.04,(13.29 - 19.23),6.11,(4.67 - 7.97),7.55,(6.15 - 9.24)
Circuit 10,4.82,(3.53 - 6.54),13.00,(10.42 - 16.11),5.83,(4.38 - 7.73),6.78,(5.39 - 8.51)
Circuit 18,4.67,(3.42 - 6.36),17.02,(13.71 - 20.93),6.17,(4.74 - 7.99),7.55,(6.15 - 9.24)
Circuit 19,4.66,(3.36 - 6.44),13.50,(10.65 - 16.97),6.07,(4.57 - 8.03),6.94,(5.48 - 8.75)
Region D - Southeast,4.13,(3.27 - 5.19),13.34,(11.36 - 15.59),5.71,(4.69 - 6.94),6.61,(5.63 - 7.75)
Circuit 15 (Palm Beach),4.17,(3.06 - 5.67),13.47,(10.75 - 16.74),5.60,(4.26 - 7.32),6.49,(5.19 - 8.09)
Circuit 17 (Broward),4.10,(3.04 - 5.50),13.24,(10.77 - 16.18),5.80,(4.52 - 7.40),6.71,(5.48 - 8.18)
Region E - Sun Coast,4.66,(3.83 - 5.66),14.43,(12.68 - 16.38),5.88,(4.98 - 6.94),6.86,(6.00 - 7.84)
Circuit 6,4.46,(3.26 - 6.08),14.00,(11.15 - 17.44),5.51,(4.20 - 7.19),6.43,(5.13 - 8.03)
Circuit 12,5.04,(3.63 - 6.97),15.70,(12.40 - 19.68),6.38,(4.79 - 8.46),7.33,(5.76 - 9.28)
Circuit 13 (Hillsborough),4.50,(3.32 - 6.06),14.27,(11.72 - 17.26),6.35,(4.91 - 8.18),7.47,(6.11 - 9.10)
Circuit 20,4.88,(3.55 - 6.67),14.37,(11.36 - 18.02),5.57,(4.24 - 7.28),6.50,(5.18 - 8.12)
Region F - Southern (Circuits 11 and 16),4.39,(3.27 - 5.88),12.24,(10.13 - 14.72),5.81,(4.53 - 7.42),6.66,(5.48 - 8.09)
Georgia,3.76,(2.92 - 4.84),14.48,(12.48 - 16.74),5.41,(4.32 - 6.75),6.74,(5.68 - 7.98)
Region 1,4.19,(2.91 - 5.98),15.48,(12.40 - 19.17),5.52,(4.09 - 7.41),6.83,(5.42 - 8.59)
Region 2,3.75,(2.57 - 5.44),15.30,(11.86 - 19.53),5.53,(3.97 - 7.66),7.25,(5.65 - 9.24)
Region 3,3.37,(2.35 - 4.81),13.26,(10.59 - 16.47),5.32,(3.90 - 7.21),6.36,(4.98 - 8.11)
Region 4,3.68,(2.49 - 5.40),13.67,(10.44 - 17.71),5.50,(3.89 - 7.73),6.83,(5.21 - 8.91)
Region 5,4.21,(2.90 - 6.07),13.99,(11.08 - 17.52),5.32,(3.80 - 7.41),6.84,(5.33 - 8.74)
Region 6,3.54,(2.44 - 5.10),15.14,(11.68 - 19.40),5.28,(3.81 - 7.27),6.82,(5.31 - 8.73)
Hawaii,5.61,(4.29 - 7.30),17.04,(14.50 - 19.92),6.77,(5.37 - 8.49),8.17,(6.84 - 9.73)
Hawaii Island,5.93,(4.10 - 8.51),17.93,(13.94 - 22.76),7.33,(5.28 - 10.09),8.79,(6.78 - 11.31)
Honolulu,5.41,(3.96 - 7.34),16.90,(14.03 - 20.21),6.63,(5.10 - 8.57),8.07,(6.61 - 9.81)
Kauai and Maui,6.16,(4.36 - 8.63),16.90,(13.47 - 20.99),6.90,(5.14 - 9.20),8.10,(6.37 - 10.25)
Kauai,5.86,(3.87 - 8.79),16.70,(12.61 - 21.79),6.29,(4.43 - 8.87),7.55,(5.67 - 9.99)
Maui,6.30,(4.25 - 9.25),16.99,(13.05 - 21.81),7.17,(5.13 - 9.93),8.34,(6.35 - 10.89)
Idaho,5.33,(4.30 - 6.60),16.26,(14.15 - 18.62),5.97,(4.91 - 7.24),7.54,(6.50 - 8.73)
Region 1,5.42,(3.80 - 7.68),16.36,(12.75 - 20.76),5.89,(4.32 - 7.99),7.23,(5.65 - 9.20)
Region 2,*,(* - *),18.56,(14.44 - 23.53),5.96,(4.36 - 8.11),8.35,(6.66 - 10.41)
Region 3,5.20,(3.71 - 7.25),13.83,(10.76 - 17.61),5.42,(4.04 - 7.24),6.66,(5.28 - 8.37)
Region 4,5.39,(3.92 - 7.38),18.46,(15.14 - 22.31),6.72,(5.16 - 8.69),8.34,(6.81 - 10.16)
Region 5,5.86,(4.09 - 8.32),16.05,(12.51 - 20.37),5.71,(4.15 - 7.82),7.18,(5.61 - 9.16)
Region 6,5.32,(3.76 - 7.48),15.70,(12.01 - 20.27),5.77,(4.25 - 7.79),7.45,(5.86 - 9.43)
Region 7,4.89,(3.42 - 6.95),14.28,(11.11 - 18.16),5.41,(3.89 - 7.47),7.18,(5.64 - 9.10)
Illinois,4.03,(3.44 - 4.72),17.57,(16.26 - 18.96),5.99,(5.28 - 6.80),7.76,(7.10 - 8.47)
Region I (Cook),3.71,(2.91 - 4.72),16.67,(14.80 - 18.73),6.36,(5.28 - 7.65),7.85,(6.85 - 8.98)
Region II,4.10,(3.24 - 5.17),17.57,(15.49 - 19.87),5.77,(4.73 - 7.01),7.54,(6.57 - 8.65)
Region III,4.40,(3.31 - 5.83),19.07,(16.40 - 22.05),5.87,(4.68 - 7.34),8.31,(7.15 - 9.64)
Region IV,4.58,(3.33 - 6.26),16.67,(13.65 - 20.20),5.14,(3.88 - 6.79),6.91,(5.64 - 8.45)
Region V,4.42,(3.33 - 5.85),19.53,(16.59 - 22.86),5.99,(4.72 - 7.57),8.11,(6.86 - 9.57)
Indiana,4.81,(3.86 - 6.00),16.83,(14.64 - 19.28),5.76,(4.70 - 7.04),7.38,(6.33 - 8.58)
Central,4.37,(3.12 - 6.08),15.83,(12.69 - 19.57),5.80,(4.34 - 7.71),7.13,(5.68 - 8.91)
East,5.12,(3.58 - 7.25),15.30,(12.02 - 19.29),5.25,(3.75 - 7.29),6.79,(5.28 - 8.69)
North Central,5.30,(3.75 - 7.44),17.31,(13.71 - 21.63),5.78,(4.25 - 7.82),7.42,(5.87 - 9.33)
Northeast,4.86,(3.40 - 6.90),16.43,(12.75 - 20.92),6.05,(4.45 - 8.18),7.52,(5.93 - 9.49)
Northwest,4.50,(3.13 - 6.41),16.95,(13.16 - 21.56),5.95,(4.34 - 8.11),7.52,(5.88 - 9.57)
Southeast,5.21,(3.66 - 7.37),15.92,(12.38 - 20.23),5.48,(3.98 - 7.50),6.80,(5.26 - 8.73)
Southwest,4.61,(3.20 - 6.59),*,(* - *),5.42,(3.92 - 7.45),7.03,(5.46 - 9.01)
West,5.20,(3.66 - 7.33),19.53,(15.51 - 24.29),6.14,(4.54 - 8.25),8.93,(7.22 - 11.00)
Iowa,6.23,(5.06 - 7.66),19.99,(17.70 - 22.50),6.54,(5.33 - 8.01),8.58,(7.42 - 9.91)
Central,6.72,(4.81 - 9.31),18.45,(14.80 - 22.77),6.07,(4.46 - 8.20),7.71,(6.11 - 9.69)
North Central,6.26,(4.49 - 8.66),20.81,(16.59 - 25.78),6.57,(4.81 - 8.93),9.19,(7.36 - 11.40)
Northeast,6.64,(4.86 - 9.02),21.61,(17.86 - 25.91),7.02,(5.26 - 9.32),9.29,(7.55 - 11.37)
Northwest,5.84,(4.13 - 8.20),19.20,(15.47 - 23.57),6.13,(4.50 - 8.31),8.02,(6.39 - 10.01)
Southeast,5.65,(4.09 - 7.75),19.31,(15.65 - 23.60),6.72,(5.01 - 8.95),8.71,(7.03 - 10.75)
Southwest,6.19,(4.35 - 8.73),19.93,(15.76 - 24.87),6.50,(4.77 - 8.80),8.37,(6.60 - 10.55)
Kansas,5.53,(4.43 - 6.89),18.57,(16.23 - 21.16),6.37,(5.18 - 7.82),8.31,(7.15 - 9.65)
Kansas City Metro,5.58,(4.15 - 7.45),19.23,(15.89 - 23.08),6.38,(4.88 - 8.29),8.42,(6.95 - 10.17)
Northeast,5.67,(4.00 - 7.97),19.08,(15.25 - 23.59),6.72,(4.96 - 9.04),8.89,(7.11 - 11.07)
South Central,5.16,(3.59 - 7.35),17.85,(13.89 - 22.64),6.17,(4.44 - 8.51),8.00,(6.21 - 10.25)
Southeast,5.94,(4.16 - 8.42),18.26,(14.00 - 23.46),6.21,(4.45 - 8.61),8.11,(6.29 - 10.40)
West,5.93,(4.15 - 8.40),17.10,(13.43 - 21.52),6.11,(4.42 - 8.40),7.80,(6.09 - 9.94)
Wichita (Sedgwick),5.18,(3.62 - 7.35),18.16,(14.58 - 22.39),6.37,(4.66 - 8.64),8.09,(6.39 - 10.21)
Kentucky,3.73,(2.88 - 4.82),13.06,(11.05 - 15.37),4.68,(3.71 - 5.88),5.83,(4.88 - 6.95)
"Adanta, Cumberland River, and Lifeskills",3.73,(2.55 - 5.42),11.90,(8.98 - 15.59),4.22,(3.03 - 5.83),5.26,(4.06 - 6.78)
"Bluegrass, Comprehend, and North Key",3.79,(2.64 - 5.42),14.04,(11.18 - 17.48),4.79,(3.54 - 6.44),6.12,(4.87 - 7.68)
Communicare and River Valley,3.84,(2.61 - 5.62),12.73,(9.58 - 16.71),4.64,(3.30 - 6.50),5.74,(4.39 - 7.49)
Four Rivers and Pennyroyal,4.02,(2.74 - 5.87),12.35,(9.21 - 16.37),4.63,(3.29 - 6.49),5.74,(4.36 - 7.53)
"Kentucky River, Mountain, and Pathways",3.88,(2.65 - 5.65),12.14,(9.24 - 15.78),4.77,(3.40 - 6.66),5.75,(4.39 - 7.50)
Seven Counties,3.39,(2.37 - 4.82),13.59,(10.57 - 17.30),4.88,(3.54 - 6.71),6.00,(4.66 - 7.70)
Louisiana,3.48,(2.72 - 4.44),13.96,(12.01 - 16.18),5.48,(4.45 - 6.75),6.84,(5.84 - 8.00)
Regions 1 and 3,3.02,(2.10 - 4.35),13.56,(10.59 - 17.21),5.38,(3.93 - 7.32),6.62,(5.19 - 8.41)
Regions 2 and 9,3.51,(2.52 - 4.87),14.98,(12.12 - 18.36),5.74,(4.32 - 7.60),7.33,(5.94 - 9.02)
"Regions 4, 5, and 6",3.48,(2.41 - 5.02),12.64,(9.85 - 16.07),5.33,(3.99 - 7.10),6.49,(5.16 - 8.13)
Regions 7 and 8,3.59,(2.48 - 5.16),14.20,(11.36 - 17.60),5.50,(4.06 - 7.40),6.98,(5.57 - 8.70)
Region 10 (Jefferson),3.91,(2.66 - 5.70),14.72,(11.20 - 19.12),5.36,(3.85 - 7.41),6.59,(5.07 - 8.52)
Maine,3.99,(3.10 - 5.11),16.14,(13.95 - 18.60),5.15,(4.12 - 6.43),6.51,(5.49 - 7.71)
Aroostook/Downeast,3.93,(2.69 - 5.71),14.12,(11.05 - 17.88),4.83,(3.42 - 6.79),5.94,(4.54 - 7.75)
Central,3.93,(2.71 - 5.66),17.41,(13.60 - 22.02),5.13,(3.68 - 7.12),6.63,(5.15 - 8.50)
Cumberland,4.16,(2.86 - 6.02),18.34,(14.76 - 22.56),5.85,(4.31 - 7.89),7.42,(5.90 - 9.29)
Midcoast,4.04,(2.74 - 5.93),15.39,(11.87 - 19.71),4.99,(3.58 - 6.90),6.11,(4.68 - 7.96)
Penquis,3.87,(2.62 - 5.67),15.37,(12.01 - 19.46),4.79,(3.42 - 6.66),6.33,(4.93 - 8.10)
Western,4.02,(2.83 - 5.68),15.07,(11.73 - 19.16),4.94,(3.61 - 6.73),6.24,(4.88 - 7.94)
York,3.87,(2.66 - 5.61),15.83,(12.35 - 20.08),5.10,(3.66 - 7.05),6.34,(4.90 - 8.17)
Maryland,3.37,(2.60 - 4.36),13.94,(11.72 - 16.51),5.47,(4.36 - 6.85),6.69,(5.59 - 8.00)
Anne Arundel,3.81,(2.61 - 5.52),15.88,(12.12 - 20.53),5.69,(4.07 - 7.92),7.07,(5.41 - 9.18)
Baltimore City,2.37,(1.57 - 3.56),12.56,(9.37 - 16.63),6.28,(4.49 - 8.72),7.36,(5.62 - 9.58)
Baltimore County,3.51,(2.38 - 5.15),14.66,(11.41 - 18.63),5.38,(3.82 - 7.54),6.65,(5.08 - 8.65)
Montgomery,3.53,(2.44 - 5.08),14.08,(10.66 - 18.38),4.65,(3.33 - 6.46),5.84,(4.49 - 7.56)
North Central,3.74,(2.55 - 5.47),15.36,(11.64 - 20.01),5.18,(3.71 - 7.19),6.49,(4.96 - 8.45)
Northeast,4.00,(2.69 - 5.92),15.32,(11.61 - 19.95),5.54,(4.01 - 7.61),6.82,(5.25 - 8.83)
Prince George's,2.65,(1.78 - 3.91),12.37,(9.37 - 16.17),5.60,(4.03 - 7.72),6.78,(5.22 - 8.77)
South,3.69,(2.50 - 5.42),13.82,(10.56 - 17.89),5.80,(4.12 - 8.11),6.99,(5.32 - 9.13)
West,3.83,(2.62 - 5.57),13.80,(10.44 - 18.04),5.59,(4.02 - 7.72),6.71,(5.12 - 8.74)
Massachusetts,5.15,(4.13 - 6.40),19.56,(17.24 - 22.10),6.25,(5.07 - 7.68),8.25,(7.11 - 9.54)
Boston,4.26,(2.96 - 6.09),18.63,(14.86 - 23.09),7.23,(5.20 - 9.97),9.35,(7.40 - 11.76)
Central,5.74,(4.05 - 8.07),20.25,(16.14 - 25.11),6.04,(4.35 - 8.33),8.17,(6.45 - 10.29)
Metrowest,5.13,(3.74 - 7.00),19.79,(16.21 - 23.92),5.91,(4.40 - 7.89),7.86,(6.36 - 9.67)
Northeast,5.11,(3.65 - 7.11),19.51,(15.86 - 23.78),6.26,(4.59 - 8.49),8.07,(6.41 - 10.12)
Southeast,5.12,(3.68 - 7.08),20.10,(16.12 - 24.77),6.22,(4.58 - 8.39),8.10,(6.45 - 10.12)
Western,5.30,(3.77 - 7.41),18.95,(15.22 - 23.35),6.24,(4.60 - 8.42),8.48,(6.83 - 10.49)
Michigan,4.65,(4.07 - 5.32),16.04,(14.77 - 17.40),6.54,(5.82 - 7.35),7.93,(7.26 - 8.64)
Detroit City,2.76,(2.00 - 3.79),11.08,(8.94 - 13.65),6.91,(5.31 - 8.95),7.59,(6.12 - 9.37)
Genesee,4.67,(3.41 - 6.37),15.16,(12.12 - 18.80),6.82,(5.20 - 8.91),8.00,(6.42 - 9.92)
Kalamazoo,4.68,(3.51 - 6.20),17.64,(14.46 - 21.34),6.13,(4.76 - 7.86),7.93,(6.58 - 9.52)
Kent,4.46,(3.24 - 6.09),15.41,(12.64 - 18.66),6.69,(5.16 - 8.63),8.00,(6.54 - 9.74)
Lakeshore,5.08,(3.78 - 6.78),17.26,(14.25 - 20.76),6.29,(4.87 - 8.11),7.98,(6.59 - 9.64)
