State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
South Central,11.32,(8.69 - 14.62),40.19,(34.93 - 45.68),25.03,(21.30 - 29.17),27.15,(23.67 - 30.94)
Southwest,9.34,(6.96 - 12.43),40.33,(33.82 - 47.19),21.97,(18.31 - 26.12),24.33,(20.77 - 28.28)
Delaware,12.67,(10.85 - 14.76),43.83,(40.69 - 47.01),29.90,(27.04 - 32.93),31.88,(29.32 - 34.55)
Kent,12.80,(10.01 - 16.22),44.27,(38.20 - 50.52),34.21,(29.40 - 39.37),35.76,(31.30 - 40.47)
New Castle (excluding Wilmington City),11.90,(9.65 - 14.59),42.61,(38.52 - 46.81),27.03,(23.58 - 30.78),29.38,(26.27 - 32.70)
Sussex,15.10,(11.87 - 19.03),47.55,(41.58 - 53.60),32.00,(27.59 - 36.75),33.75,(29.61 - 38.16)
Wilmington City,11.67,(8.91 - 15.14),43.04,(36.45 - 49.88),32.61,(27.72 - 37.92),34.05,(29.48 - 38.94)
District of Columbia,9.53,(7.94 - 11.39),35.57,(32.56 - 38.69),28.76,(25.93 - 31.77),29.97,(27.50 - 32.57)
Ward 1,9.80,(7.10 - 13.37),32.53,(26.75 - 38.88),29.33,(24.67 - 34.45),29.90,(25.62 - 34.57)
Ward 2,*,(* - *),34.73,(29.07 - 40.86),27.43,(23.06 - 32.27),29.24,(25.25 - 33.59)
Ward 3,11.23,(8.20 - 15.19),37.75,(32.01 - 43.85),23.02,(19.20 - 27.36),25.53,(21.87 - 29.56)
Ward 4,9.92,(7.30 - 13.35),*,(* - *),24.53,(20.42 - 29.17),25.79,(21.81 - 30.21)
Ward 5,8.25,(6.02 - 11.21),*,(* - *),29.25,(24.45 - 34.56),30.80,(26.33 - 35.66)
Ward 6,8.44,(6.15 - 11.46),35.00,(28.84 - 41.70),28.68,(24.24 - 33.57),29.52,(25.31 - 34.11)
Ward 7,9.00,(6.79 - 11.85),*,(* - *),33.49,(28.72 - 38.63),33.61,(29.19 - 38.33)
Ward 8,10.59,(8.00 - 13.90),*,(* - *),38.09,(32.42 - 44.11),38.16,(33.11 - 43.48)
Florida,10.50,(9.52 - 11.57),38.29,(36.57 - 40.04),26.95,(25.38 - 28.57),28.42,(27.04 - 29.84)
Region A - Northwest,11.59,(9.81 - 13.64),42.92,(38.88 - 47.05),30.70,(27.92 - 33.62),32.73,(30.14 - 35.43)
Circuit 1,11.03,(8.66 - 13.95),42.95,(36.74 - 49.39),29.73,(25.85 - 33.93),31.73,(28.03 - 35.67)
Circuit 2,10.89,(8.26 - 14.23),42.20,(35.87 - 48.80),29.63,(25.57 - 34.04),32.34,(28.41 - 36.54)
Circuit 14,13.82,(10.64 - 17.75),*,(* - *),34.20,(29.54 - 39.19),35.60,(31.03 - 40.44)
Region B - Northeast,12.09,(10.31 - 14.12),42.66,(39.02 - 46.38),30.93,(28.17 - 33.84),32.71,(30.18 - 35.36)
Circuits 3 and 8,11.05,(8.43 - 14.35),40.56,(34.78 - 46.61),31.97,(27.87 - 36.38),33.73,(29.89 - 37.80)
Circuit 4,11.68,(9.34 - 14.51),41.50,(35.82 - 47.41),30.77,(26.75 - 35.10),32.32,(28.53 - 36.34)
Circuit 7,13.38,(10.39 - 17.05),46.46,(39.99 - 53.06),30.54,(26.50 - 34.90),32.56,(28.65 - 36.74)
Region C - Central,10.84,(9.50 - 12.35),39.25,(36.66 - 41.90),27.73,(25.66 - 29.90),29.20,(27.33 - 31.16)
Circuit 5,13.33,(10.42 - 16.89),42.66,(36.74 - 48.79),28.71,(24.98 - 32.76),30.24,(26.70 - 34.04)
Circuit 9,8.80,(6.97 - 11.06),35.66,(31.31 - 40.26),25.36,(22.15 - 28.87),26.85,(23.88 - 30.05)
Circuit 10,11.56,(9.07 - 14.61),39.32,(33.83 - 45.09),30.33,(26.27 - 34.71),31.52,(27.73 - 35.58)
Circuit 18,10.40,(8.15 - 13.17),41.49,(35.97 - 47.23),27.13,(23.43 - 31.17),28.96,(25.43 - 32.76)
Circuit 19,11.96,(9.23 - 15.37),*,(* - *),28.96,(24.82 - 33.48),30.16,(26.16 - 34.48)
Region D - Southeast,8.35,(6.92 - 10.05),33.27,(29.88 - 36.84),24.02,(21.65 - 26.57),25.13,(22.92 - 27.47)
Circuit 15 (Palm Beach),9.01,(6.97 - 11.57),33.18,(28.10 - 38.70),22.32,(19.03 - 26.00),23.56,(20.42 - 27.01)
Circuit 17 (Broward),7.92,(6.24 - 10.00),33.33,(29.04 - 37.91),25.33,(22.39 - 28.51),26.31,(23.57 - 29.26)
Region E - Sun Coast,11.33,(9.84 - 13.02),40.54,(37.52 - 43.63),28.08,(25.85 - 30.42),29.51,(27.46 - 31.66)
Circuit 6,12.17,(9.65 - 15.23),41.29,(35.98 - 46.80),28.73,(25.10 - 32.66),30.10,(26.67 - 33.77)
Circuit 12,13.27,(10.22 - 17.05),*,(* - *),30.30,(25.98 - 35.01),31.88,(27.69 - 36.39)
Circuit 13 (Hillsborough),9.50,(7.47 - 12.03),39.00,(34.55 - 43.65),28.19,(24.71 - 31.96),29.72,(26.51 - 33.14)
Circuit 20,11.41,(8.88 - 14.54),38.35,(32.52 - 44.54),25.76,(22.21 - 29.65),27.09,(23.67 - 30.81)
Region F - Southern (Circuits 11 and 16),8.91,(7.14 - 11.05),30.18,(26.60 - 34.01),21.04,(18.39 - 23.95),22.26,(19.85 - 24.86)
Georgia,12.03,(10.25 - 14.08),39.64,(36.46 - 42.92),29.02,(26.21 - 31.99),30.58,(28.07 - 33.22)
Region 1,12.49,(9.78 - 15.83),43.18,(37.36 - 49.19),29.58,(25.60 - 33.89),31.37,(27.64 - 35.35)
Region 2,11.88,(9.01 - 15.49),38.53,(32.12 - 45.37),29.85,(25.13 - 35.05),31.37,(26.95 - 36.15)
Region 3,11.01,(8.42 - 14.28),32.49,(27.89 - 37.45),25.25,(21.55 - 29.34),26.20,(22.79 - 29.93)
Region 4,13.56,(10.11 - 17.96),*,(* - *),34.63,(29.28 - 40.39),36.45,(31.32 - 41.91)
Region 5,14.33,(10.91 - 18.59),46.68,(40.40 - 53.06),33.75,(28.75 - 39.15),36.01,(31.40 - 40.88)
Region 6,11.11,(8.47 - 14.44),*,(* - *),29.77,(25.27 - 34.71),31.33,(27.07 - 35.93)
Hawaii,9.98,(8.21 - 12.07),37.66,(34.02 - 41.45),21.83,(19.34 - 24.53),23.99,(21.69 - 26.45)
Hawaii Island,11.56,(8.56 - 15.42),*,(* - *),25.65,(21.35 - 30.48),27.71,(23.58 - 32.26)
Honolulu,9.40,(7.42 - 11.85),37.08,(32.87 - 41.49),20.76,(18.03 - 23.78),23.05,(20.51 - 25.79)
Kauai and Maui,11.00,(8.53 - 14.09),37.78,(31.67 - 44.30),23.24,(19.66 - 27.24),24.99,(21.50 - 28.83)
Kauai,10.39,(7.50 - 14.23),*,(* - *),22.97,(18.56 - 28.07),24.60,(20.21 - 29.60)
Maui,11.30,(8.38 - 15.07),*,(* - *),23.36,(19.27 - 28.01),25.16,(21.16 - 29.64)
Idaho,11.28,(9.64 - 13.16),40.00,(36.94 - 43.14),27.06,(24.50 - 29.77),29.03,(26.74 - 31.43)
Region 1,12.78,(9.73 - 16.62),47.49,(40.80 - 54.27),29.72,(25.23 - 34.63),31.98,(27.70 - 36.59)
Region 2,*,(* - *),*,(* - *),25.46,(21.07 - 30.42),27.85,(23.56 - 32.60)
Region 3,11.54,(8.91 - 14.84),41.31,(35.37 - 47.51),30.10,(26.05 - 34.50),31.76,(27.95 - 35.82)
Region 4,11.77,(9.21 - 14.93),45.03,(40.09 - 50.07),27.34,(23.62 - 31.40),29.78,(26.34 - 33.46)
Region 5,11.94,(9.00 - 15.66),*,(* - *),26.08,(21.86 - 30.79),27.97,(23.93 - 32.40)
Region 6,11.63,(8.80 - 15.20),*,(* - *),25.66,(21.56 - 30.24),28.13,(24.14 - 32.48)
Region 7,7.97,(5.72 - 11.01),26.07,(21.01 - 31.86),21.59,(17.80 - 25.94),22.47,(19.00 - 26.36)
Illinois,11.57,(10.53 - 12.70),44.40,(42.60 - 46.22),28.34,(26.70 - 30.04),30.79,(29.37 - 32.25)
Region I (Cook),10.98,(9.38 - 12.82),38.21,(35.55 - 40.95),27.93,(25.46 - 30.55),29.41,(27.23 - 31.70)
Region II,10.07,(8.55 - 11.81),46.09,(42.97 - 49.25),25.24,(22.87 - 27.76),28.38,(26.27 - 30.58)
Region III,13.81,(11.40 - 16.65),49.65,(45.82 - 53.48),32.60,(29.35 - 36.01),35.74,(32.89 - 38.69)
Region IV,16.35,(13.33 - 19.90),51.01,(46.01 - 55.99),31.41,(27.64 - 35.45),34.43,(30.97 - 38.06)
Region V,14.22,(11.68 - 17.21),50.33,(45.99 - 54.67),33.30,(29.86 - 36.93),35.97,(32.88 - 39.19)
Indiana,13.08,(11.33 - 15.07),47.97,(44.64 - 51.31),30.77,(28.04 - 33.64),33.28,(30.82 - 35.84)
Central,12.65,(9.99 - 15.90),47.57,(41.96 - 53.24),29.68,(25.75 - 33.94),32.06,(28.39 - 35.96)
East,12.67,(9.46 - 16.78),42.83,(36.48 - 49.43),29.88,(24.96 - 35.31),31.87,(27.29 - 36.82)
North Central,13.09,(10.00 - 16.96),45.23,(38.59 - 52.03),30.33,(25.94 - 35.12),32.45,(28.25 - 36.94)
Northeast,12.81,(9.70 - 16.73),*,(* - *),30.59,(25.96 - 35.64),33.20,(28.71 - 38.01)
Northwest,12.12,(9.26 - 15.70),*,(* - *),29.70,(25.26 - 34.55),31.85,(27.60 - 36.43)
Southeast,13.96,(10.81 - 17.85),*,(* - *),33.81,(29.06 - 38.90),35.82,(31.24 - 40.67)
Southwest,13.43,(10.18 - 17.52),*,(* - *),31.20,(26.53 - 36.28),33.77,(29.23 - 38.64)
West,15.02,(11.62 - 19.19),*,(* - *),32.65,(28.17 - 37.48),37.07,(32.84 - 41.50)
Iowa,13.06,(11.29 - 15.06),45.53,(42.46 - 48.63),29.72,(27.13 - 32.43),32.11,(29.80 - 34.52)
Central,13.01,(10.07 - 16.64),43.47,(37.67 - 49.45),28.99,(25.07 - 33.25),30.91,(27.21 - 34.87)
North Central,13.66,(10.47 - 17.64),47.51,(41.01 - 54.10),29.92,(25.41 - 34.85),33.14,(28.91 - 37.65)
Northeast,13.00,(10.18 - 16.44),46.78,(41.44 - 52.19),29.29,(25.37 - 33.55),32.01,(28.40 - 35.84)
Northwest,13.20,(10.22 - 16.89),45.71,(39.84 - 51.70),29.38,(25.11 - 34.04),31.74,(27.73 - 36.03)
Southeast,11.71,(9.15 - 14.88),42.40,(36.86 - 48.13),28.81,(24.88 - 33.08),30.96,(27.31 - 34.86)
Southwest,15.16,(11.47 - 19.79),*,(* - *),34.19,(29.41 - 39.32),36.38,(31.71 - 41.33)
Kansas,12.99,(11.19 - 15.04),46.90,(43.67 - 50.15),29.69,(26.92 - 32.61),32.42,(29.94 - 35.01)
Kansas City Metro,12.05,(9.63 - 14.97),45.62,(40.32 - 51.03),27.37,(23.81 - 31.24),30.27,(26.96 - 33.79)
Northeast,13.26,(10.27 - 16.96),47.67,(41.39 - 54.03),30.62,(26.42 - 35.16),33.61,(29.68 - 37.78)
South Central,12.37,(9.37 - 16.17),*,(* - *),30.61,(25.84 - 35.83),33.08,(28.49 - 38.01)
Southeast,15.22,(11.54 - 19.83),*,(* - *),34.47,(29.10 - 40.28),36.90,(31.76 - 42.35)
West,14.53,(11.13 - 18.74),46.04,(39.38 - 52.84),29.01,(24.43 - 34.05),31.63,(27.29 - 36.30)
Wichita (Sedgwick),13.14,(10.14 - 16.85),48.34,(42.18 - 54.56),31.07,(26.67 - 35.84),33.60,(29.51 - 37.95)
Kentucky,16.05,(13.96 - 18.39),50.77,(47.45 - 54.08),37.77,(34.80 - 40.82),39.55,(36.88 - 42.28)
"Adanta, Cumberland River, and Lifeskills",17.73,(14.15 - 22.00),50.94,(44.30 - 57.54),40.44,(35.62 - 45.46),41.87,(37.35 - 46.53)
"Bluegrass, Comprehend, and North Key",15.82,(12.73 - 19.50),49.41,(44.15 - 54.68),35.17,(31.07 - 39.49),37.23,(33.46 - 41.16)
Communicare and River Valley,16.70,(12.80 - 21.50),*,(* - *),40.48,(35.03 - 46.19),42.17,(36.98 - 47.53)
Four Rivers and Pennyroyal,15.92,(12.36 - 20.27),*,(* - *),37.91,(32.89 - 43.21),39.92,(35.19 - 44.86)
"Kentucky River, Mountain, and Pathways",18.04,(14.04 - 22.87),52.05,(45.36 - 58.66),42.57,(37.11 - 48.21),43.83,(38.76 - 49.03)
Seven Counties,13.80,(10.87 - 17.38),50.31,(44.02 - 56.59),35.07,(30.54 - 39.88),37.03,(32.79 - 41.49)
Louisiana,10.98,(9.38 - 12.82),40.93,(37.83 - 44.09),31.05,(28.28 - 33.96),32.63,(30.17 - 35.19)
Regions 1 and 3,9.05,(6.97 - 11.68),34.80,(29.06 - 41.02),29.20,(24.79 - 34.05),30.05,(25.97 - 34.48)
Regions 2 and 9,10.52,(8.25 - 13.33),42.64,(37.41 - 48.03),30.84,(26.94 - 35.03),32.87,(29.30 - 36.64)
"Regions 4, 5, and 6",12.78,(10.06 - 16.11),43.27,(37.69 - 49.03),33.27,(28.99 - 37.85),34.85,(30.93 - 38.99)
Regions 7 and 8,10.84,(8.32 - 13.99),41.62,(36.22 - 47.22),31.84,(27.62 - 36.38),33.50,(29.66 - 37.56)
Region 10 (Jefferson),10.94,(8.10 - 14.61),*,(* - *),27.83,(23.23 - 32.94),29.21,(24.71 - 34.15)
Maine,11.86,(10.19 - 13.75),47.04,(43.82 - 50.28),28.12,(25.55 - 30.83),30.46,(28.11 - 32.92)
Aroostook/Downeast,12.84,(9.90 - 16.48),48.33,(42.32 - 54.40),30.39,(25.91 - 35.28),32.54,(28.32 - 37.06)
Central,12.10,(9.25 - 15.68),*,(* - *),29.58,(25.22 - 34.36),31.51,(27.33 - 36.01)
Cumberland,11.38,(8.71 - 14.73),48.19,(42.39 - 54.04),24.60,(20.99 - 28.60),27.56,(24.15 - 31.26)
Midcoast,10.97,(8.15 - 14.61),*,(* - *),24.78,(20.75 - 29.29),26.86,(22.92 - 31.21)
Penquis,11.92,(9.02 - 15.59),45.90,(39.51 - 52.43),29.44,(25.14 - 34.16),31.85,(27.80 - 36.19)
Western,11.77,(9.17 - 14.99),47.41,(40.80 - 54.12),31.89,(27.55 - 36.57),33.88,(29.74 - 38.27)
York,12.23,(9.32 - 15.89),48.80,(42.17 - 55.48),27.72,(23.35 - 32.55),30.16,(25.97 - 34.71)
Maryland,8.64,(7.24 - 10.30),35.39,(32.14 - 38.77),23.51,(20.85 - 26.39),25.22,(22.80 - 27.81)
Anne Arundel,9.67,(7.13 - 12.97),*,(* - *),24.49,(20.32 - 29.20),26.76,(22.70 - 31.25)
Baltimore City,7.75,(5.65 - 10.53),*,(* - *),29.92,(24.90 - 35.46),30.62,(25.95 - 35.71)
Baltimore County,9.13,(6.75 - 12.22),35.75,(29.63 - 42.37),24.81,(20.52 - 29.67),26.31,(22.26 - 30.79)
Montgomery,7.85,(5.71 - 10.69),32.07,(26.19 - 38.58),16.37,(13.25 - 20.05),18.35,(15.28 - 21.86)
North Central,8.02,(5.84 - 10.93),*,(* - *),18.96,(15.39 - 23.13),21.02,(17.44 - 25.11)
Northeast,10.57,(7.81 - 14.15),*,(* - *),26.28,(21.91 - 31.17),28.18,(23.91 - 32.89)
Prince George's,6.33,(4.58 - 8.69),*,(* - *),20.89,(17.02 - 25.36),22.15,(18.43 - 26.37)
South,10.65,(7.90 - 14.20),*,(* - *),28.20,(23.52 - 33.40),30.00,(25.51 - 34.91)
West,10.70,(8.01 - 14.15),*,(* - *),26.42,(22.11 - 31.24),28.49,(24.33 - 33.04)
Massachusetts,10.29,(8.78 - 12.03),41.93,(38.82 - 45.10),22.66,(20.25 - 25.27),25.55,(23.35 - 27.88)
Boston,7.66,(5.58 - 10.44),33.47,(27.39 - 40.14),23.47,(19.36 - 28.14),25.32,(21.40 - 29.68)
Central,11.10,(8.39 - 14.56),*,(* - *),25.30,(21.27 - 29.81),28.65,(24.74 - 32.91)
Metrowest,9.48,(7.31 - 12.21),39.94,(34.31 - 45.84),18.88,(15.86 - 22.33),21.84,(18.93 - 25.06)
Northeast,9.72,(7.44 - 12.60),40.93,(35.31 - 46.80),21.02,(17.58 - 24.92),23.74,(20.44 - 27.38)
Southeast,11.91,(9.13 - 15.39),45.82,(39.68 - 52.09),24.37,(20.70 - 28.46),27.28,(23.77 - 31.10)
Western,11.11,(8.48 - 14.42),44.61,(38.61 - 50.76),25.98,(22.13 - 30.25),29.26,(25.65 - 33.16)
Michigan,12.40,(11.38 - 13.50),45.91,(44.20 - 47.64),30.35,(28.78 - 31.96),32.62,(31.26 - 34.01)
Detroit City,8.13,(6.40 - 10.27),37.62,(33.26 - 42.19),33.48,(29.68 - 37.52),34.15,(30.71 - 37.76)
Genesee,13.33,(10.52 - 16.75),47.14,(41.16 - 53.20),34.30,(30.05 - 38.81),36.10,(32.09 - 40.33)
Kalamazoo,11.93,(9.56 - 14.79),48.91,(43.39 - 54.46),31.47,(27.66 - 35.55),34.19,(30.66 - 37.92)
Kent,11.67,(9.31 - 14.54),43.37,(38.04 - 48.85),26.65,(23.17 - 30.44),29.15,(25.89 - 32.64)
