State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Rural North,28.36,(23.07 - 34.33),17.73,(13.56 - 22.83),*,(* - *),33.13,(27.36 - 39.46)
Rural South,28.31,(22.75 - 34.62),21.61,(16.61 - 27.63),*,(* - *),38.12,(31.98 - 44.67)
Arkansas,35.73,(32.74 - 38.84),21.78,(19.41 - 24.36),41.76,(38.52 - 45.08),38.95,(36.10 - 41.88)
Catchment Area 1,34.25,(28.65 - 40.33),19.75,(15.34 - 25.04),37.90,(31.98 - 44.21),35.14,(29.87 - 40.81)
Catchment Area 2,37.67,(31.78 - 43.94),*,(* - *),44.25,(37.69 - 51.01),41.44,(35.49 - 47.66)
Catchment Area 3,38.86,(33.52 - 44.48),25.52,(20.77 - 30.93),44.43,(38.13 - 50.91),41.66,(36.03 - 47.51)
Catchment Area 4,39.31,(33.08 - 45.90),26.04,(20.55 - 32.40),*,(* - *),*,(* - *)
Catchment Area 5,36.67,(31.38 - 42.29),17.54,(14.02 - 21.72),39.92,(34.25 - 45.87),36.40,(31.46 - 41.65)
Catchment Area 6,36.43,(30.44 - 42.87),*,(* - *),*,(* - *),*,(* - *)
Catchment Area 7,35.28,(29.31 - 41.75),*,(* - *),*,(* - *),*,(* - *)
Catchment Area 8,31.10,(26.31 - 36.33),19.46,(15.43 - 24.25),37.51,(31.83 - 43.56),35.20,(30.09 - 40.68)
California,26.88,(25.35 - 28.47),20.87,(19.49 - 22.31),35.90,(34.13 - 37.70),33.50,(31.99 - 35.05)
Region 1R,25.96,(21.28 - 31.25),13.66,(10.33 - 17.86),30.49,(24.83 - 36.81),27.59,(22.64 - 33.16)
Region 2R,22.97,(18.95 - 27.55),12.90,(9.92 - 16.61),27.49,(22.42 - 33.23),25.05,(20.62 - 30.07)
Region 3R (Sacramento),24.93,(20.47 - 29.99),17.42,(13.63 - 21.99),31.27,(25.73 - 37.40),29.12,(24.19 - 34.59)
Region 4R,20.99,(16.96 - 25.67),14.87,(11.40 - 19.18),27.80,(22.84 - 33.36),25.95,(21.49 - 30.97)
Region 5R (San Francisco),*,(* - *),14.14,(10.61 - 18.60),25.06,(19.78 - 31.20),24.08,(19.12 - 29.85)
Region 6 (Santa Clara),26.27,(21.92 - 31.13),19.68,(15.59 - 24.54),35.79,(30.47 - 41.48),33.67,(28.84 - 38.87)
Region 7R (Contra Costa),22.21,(18.16 - 26.86),19.19,(14.76 - 24.58),34.23,(28.19 - 40.83),32.11,(26.62 - 38.14)
Region 8R (Alameda),22.36,(18.43 - 26.86),16.25,(12.71 - 20.54),30.41,(25.09 - 36.32),28.46,(23.68 - 33.78)
Region 9R (San Mateo),21.96,(17.74 - 26.87),18.80,(14.48 - 24.05),31.40,(25.46 - 38.02),29.93,(24.47 - 36.02)
Region 10,23.32,(19.13 - 28.11),14.88,(11.50 - 19.04),30.08,(24.81 - 35.94),27.46,(22.87 - 32.58)
Region 11 (Los Angeles),27.33,(25.17 - 29.60),24.04,(21.94 - 26.28),38.70,(36.16 - 41.31),36.38,(34.16 - 38.66)
LA SPA 1 and 5,24.75,(20.25 - 29.87),15.19,(11.60 - 19.66),30.57,(24.90 - 36.90),28.26,(23.16 - 33.98)
LA SPA 2,28.28,(24.04 - 32.95),25.12,(20.84 - 29.95),36.53,(31.38 - 42.01),34.86,(30.27 - 39.75)
LA SPA 3,29.46,(25.10 - 34.23),23.81,(19.73 - 28.44),43.05,(37.70 - 48.58),40.03,(35.31 - 44.94)
LA SPA 4,27.04,(22.41 - 32.24),25.58,(20.53 - 31.38),40.38,(34.60 - 46.43),38.31,(33.06 - 43.84)
LA SPA 6,26.87,(22.43 - 31.84),28.46,(23.37 - 34.17),43.36,(37.05 - 49.90),40.22,(34.80 - 45.89)
LA SPA 7,25.38,(21.18 - 30.09),26.43,(21.61 - 31.88),41.96,(36.13 - 48.03),39.25,(34.14 - 44.62)
LA SPA 8,27.48,(23.22 - 32.18),21.82,(17.59 - 26.73),35.73,(30.25 - 41.60),33.60,(28.71 - 38.88)
Region 12R,27.61,(22.83 - 32.96),20.07,(15.58 - 25.47),36.14,(30.03 - 42.73),33.51,(28.08 - 39.42)
Regions 13 and 19R,29.51,(25.27 - 34.13),24.03,(19.90 - 28.72),40.90,(36.02 - 45.96),38.00,(33.72 - 42.49)
Region 13 (Riverside),29.22,(24.72 - 34.17),23.38,(19.02 - 28.40),40.00,(34.83 - 45.40),37.17,(32.63 - 41.96)
Region 19R (Imperial),32.76,(27.51 - 38.49),*,(* - *),*,(* - *),48.89,(42.66 - 55.15)
Region 14 (Orange),29.97,(26.05 - 34.22),21.83,(18.40 - 25.70),37.14,(32.78 - 41.72),34.87,(31.06 - 38.89)
Region 15R (Fresno),30.61,(25.67 - 36.03),25.65,(20.27 - 31.87),44.25,(38.04 - 50.64),40.76,(35.26 - 46.50)
Region 16R (San Diego),27.00,(23.29 - 31.06),17.23,(14.09 - 20.89),31.52,(27.33 - 36.04),29.04,(25.39 - 32.99)
Region 17R,28.92,(24.53 - 33.75),25.50,(21.03 - 30.55),44.23,(38.74 - 49.87),40.74,(35.96 - 45.70)
Region 18R (San Bernardino),28.66,(24.78 - 32.90),24.21,(20.30 - 28.61),42.54,(37.33 - 47.92),39.14,(34.64 - 43.83)
Region 20R,30.47,(25.49 - 35.95),25.31,(20.10 - 31.35),41.88,(35.41 - 48.63),38.96,(33.20 - 45.05)
Region 21R,24.96,(20.26 - 30.34),17.77,(13.73 - 22.69),32.26,(26.61 - 38.49),29.63,(24.67 - 35.11)
Colorado,23.62,(20.90 - 26.57),13.85,(11.90 - 16.06),26.03,(23.18 - 29.10),24.26,(21.76 - 26.95)
Region 1,24.45,(19.73 - 29.88),13.48,(10.25 - 17.53),25.64,(20.33 - 31.78),23.50,(18.90 - 28.83)
Regions 2 and 7,21.29,(18.10 - 24.87),12.68,(10.16 - 15.72),23.55,(20.01 - 27.49),22.06,(18.91 - 25.56)
Region 3,26.84,(22.19 - 32.06),13.13,(9.90 - 17.22),28.65,(23.56 - 34.34),26.27,(21.79 - 31.29)
Region 4,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Regions 5 and 6,27.10,(21.91 - 32.99),17.29,(13.01 - 22.61),28.25,(22.64 - 34.64),26.75,(21.66 - 32.54)
Connecticut,25.93,(22.97 - 29.14),16.05,(13.89 - 18.47),35.98,(32.72 - 39.37),33.21,(30.35 - 36.21)
Eastern,26.00,(20.78 - 32.01),12.35,(9.03 - 16.67),*,(* - *),27.60,(22.39 - 33.51)
North Central,25.69,(21.77 - 30.05),16.68,(13.37 - 20.61),39.43,(34.20 - 44.92),36.37,(31.72 - 41.29)
Northwestern,28.04,(23.19 - 33.45),16.96,(13.13 - 21.64),38.12,(32.46 - 44.12),35.38,(30.32 - 40.78)
South Central,25.14,(20.71 - 30.16),15.49,(12.22 - 19.45),34.18,(28.68 - 40.13),31.56,(26.69 - 36.88)
Southwest,25.22,(20.56 - 30.54),18.29,(13.98 - 23.58),34.22,(28.42 - 40.54),32.18,(26.94 - 37.92)
Delaware,30.36,(27.39 - 33.50),17.08,(14.95 - 19.45),34.97,(31.64 - 38.46),32.44,(29.53 - 35.49)
Kent,34.64,(29.38 - 40.30),20.44,(16.22 - 25.43),35.58,(29.59 - 42.06),33.25,(27.95 - 39.01)
New Castle (excluding Wilmington City),29.52,(25.71 - 33.64),14.78,(12.18 - 17.82),34.00,(29.60 - 38.69),31.09,(27.28 - 35.18)
Sussex,30.41,(25.47 - 35.86),19.73,(15.62 - 24.60),36.43,(30.72 - 42.54),34.56,(29.35 - 40.17)
Wilmington City,25.89,(20.98 - 31.49),19.05,(14.69 - 24.33),*,(* - *),33.35,(27.51 - 39.75)
District of Columbia,27.76,(24.47 - 31.30),15.93,(13.87 - 18.23),29.82,(26.75 - 33.08),27.31,(24.71 - 30.08)
Ward 1,*,(* - *),17.67,(13.48 - 22.81),28.48,(23.09 - 34.57),26.46,(21.71 - 31.83)
Ward 2,*,(* - *),9.79,(7.30 - 13.00),21.05,(16.29 - 26.75),18.17,(14.33 - 22.75)
Ward 3,23.49,(18.37 - 29.52),10.51,(7.73 - 14.13),18.72,(14.39 - 23.99),17.32,(13.52 - 21.92)
Ward 4,27.65,(22.51 - 33.45),*,(* - *),*,(* - *),32.26,(26.64 - 38.45)
Ward 5,29.35,(23.97 - 35.37),17.64,(13.37 - 22.91),*,(* - *),32.48,(26.67 - 38.88)
Ward 6,27.11,(21.58 - 33.46),15.70,(11.84 - 20.53),27.12,(21.77 - 33.24),25.61,(20.74 - 31.17)
Ward 7,30.19,(25.40 - 35.46),21.54,(16.72 - 27.29),39.21,(32.92 - 45.88),36.40,(30.87 - 42.31)
Ward 8,27.89,(23.34 - 32.96),21.77,(16.93 - 27.53),*,(* - *),35.45,(29.87 - 41.45)
Florida,33.77,(32.12 - 35.45),23.46,(22.01 - 24.96),45.31,(43.56 - 47.08),42.49,(40.93 - 44.06)
Region A - Northwest,31.05,(27.90 - 34.40),19.33,(16.52 - 22.49),40.51,(36.42 - 44.74),36.98,(33.40 - 40.71)
Circuit 1,32.64,(28.14 - 37.48),21.18,(16.92 - 26.17),41.20,(35.25 - 47.43),38.18,(32.90 - 43.75)
Circuit 2,26.20,(21.52 - 31.49),15.05,(11.47 - 19.50),*,(* - *),33.45,(27.94 - 39.45)
Circuit 14,33.03,(27.76 - 38.75),*,(* - *),41.20,(34.76 - 47.95),38.78,(32.90 - 45.00)
Region B - Northeast,32.14,(29.26 - 35.16),19.84,(17.23 - 22.73),42.09,(38.52 - 45.75),38.71,(35.56 - 41.95)
Circuits 3 and 8,33.87,(28.93 - 39.18),18.88,(15.02 - 23.46),43.91,(37.64 - 50.37),38.69,(33.44 - 44.21)
Circuit 4,31.38,(27.31 - 35.76),20.63,(16.62 - 25.30),41.89,(36.38 - 47.61),38.82,(33.93 - 43.95)
Circuit 7,32.18,(27.24 - 37.56),19.74,(15.41 - 24.93),41.30,(35.56 - 47.29),38.58,(33.36 - 44.08)
Region C - Central,33.84,(31.48 - 36.28),22.58,(20.51 - 24.79),43.76,(41.10 - 46.46),41.07,(38.68 - 43.50)
Circuit 5,35.66,(30.81 - 40.82),21.32,(17.06 - 26.31),44.45,(39.04 - 49.99),41.94,(36.96 - 47.09)
Circuit 9,33.58,(29.48 - 37.94),24.47,(20.79 - 28.56),45.19,(40.35 - 50.13),42.19,(37.90 - 46.59)
Circuit 10,35.83,(30.89 - 41.09),26.55,(21.99 - 31.68),45.83,(39.81 - 51.97),43.28,(37.87 - 48.86)
Circuit 18,30.11,(25.77 - 34.83),18.03,(14.42 - 22.32),40.80,(35.41 - 46.42),37.92,(33.08 - 43.01)
Circuit 19,35.60,(30.46 - 41.10),22.32,(17.70 - 27.74),41.92,(35.70 - 48.42),39.66,(33.95 - 45.68)
Region D - Southeast,34.50,(31.33 - 37.82),25.50,(22.54 - 28.70),44.09,(40.46 - 47.77),41.90,(38.63 - 45.24)
Circuit 15 (Palm Beach),32.77,(28.20 - 37.70),25.20,(20.91 - 30.04),41.00,(35.43 - 46.81),39.22,(34.14 - 44.54)
Circuit 17 (Broward),35.65,(31.65 - 39.86),25.71,(21.95 - 29.86),46.45,(42.12 - 50.83),43.93,(40.05 - 47.88)
Region E - Sun Coast,33.60,(30.97 - 36.33),22.36,(20.05 - 24.84),42.54,(39.65 - 45.48),40.24,(37.61 - 42.93)
Circuit 6,32.68,(28.40 - 37.27),18.42,(14.82 - 22.65),39.27,(34.24 - 44.54),37.03,(32.42 - 41.89)
Circuit 12,31.19,(26.41 - 36.41),20.03,(15.57 - 25.39),37.94,(32.08 - 44.18),36.14,(30.68 - 41.98)
Circuit 13 (Hillsborough),35.36,(31.06 - 39.92),25.85,(22.35 - 29.68),48.53,(43.44 - 53.65),45.34,(40.86 - 49.90)
Circuit 20,33.98,(29.42 - 38.86),24.06,(19.41 - 29.43),43.85,(38.48 - 49.37),41.78,(36.84 - 46.90)
Region F - Southern (Circuits 11 and 16),36.14,(32.28 - 40.18),31.63,(28.11 - 35.37),60.77,(56.69 - 64.71),56.90,(53.29 - 60.45)
Georgia,30.91,(27.93 - 34.06),21.32,(18.90 - 23.96),38.23,(34.94 - 41.62),35.74,(32.86 - 38.73)
Region 1,32.05,(27.37 - 37.11),23.25,(18.88 - 28.28),36.96,(31.66 - 42.59),35.15,(30.37 - 40.25)
Region 2,31.87,(26.67 - 37.57),20.95,(16.44 - 26.31),41.81,(35.42 - 48.49),38.14,(32.60 - 44.02)
Region 3,28.28,(23.91 - 33.11),19.94,(16.25 - 24.22),34.66,(29.52 - 40.19),32.73,(28.12 - 37.71)
Region 4,33.56,(27.53 - 40.18),*,(* - *),*,(* - *),*,(* - *)
Region 5,32.63,(26.93 - 38.89),20.11,(15.61 - 25.52),*,(* - *),36.99,(30.97 - 43.44)
Region 6,31.12,(26.31 - 36.37),21.18,(16.59 - 26.63),40.80,(34.48 - 47.45),37.72,(32.12 - 43.67)
Hawaii,27.58,(24.46 - 30.92),19.13,(16.40 - 22.20),34.48,(31.17 - 37.95),32.39,(29.46 - 35.46)
Hawaii Island,21.87,(17.27 - 27.30),14.81,(10.84 - 19.92),*,(* - *),26.92,(21.70 - 32.88)
Honolulu,29.21,(25.61 - 33.09),19.71,(16.54 - 23.31),36.18,(32.31 - 40.23),33.87,(30.47 - 37.45)
Kauai and Maui,25.68,(21.08 - 30.89),20.44,(16.08 - 25.60),31.85,(26.71 - 37.47),30.48,(25.73 - 35.69)
Kauai,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Maui,25.20,(20.07 - 31.13),*,(* - *),31.33,(25.45 - 37.87),30.03,(24.58 - 36.09)
Idaho,33.38,(30.55 - 36.33),21.17,(18.91 - 23.63),34.82,(31.78 - 37.98),32.73,(30.09 - 35.49)
Region 1,28.32,(23.44 - 33.78),15.35,(11.58 - 20.06),28.86,(23.42 - 34.99),27.15,(22.23 - 32.69)
Region 2,*,(* - *),15.54,(11.33 - 20.95),*,(* - *),*,(* - *)
Region 3,39.31,(34.04 - 44.85),25.56,(20.65 - 31.17),39.94,(34.41 - 45.74),37.82,(32.85 - 43.06)
Region 4,25.80,(21.24 - 30.94),17.23,(13.98 - 21.05),29.48,(24.80 - 34.63),27.79,(23.62 - 32.39)
Region 5,35.80,(30.22 - 41.80),*,(* - *),*,(* - *),38.00,(32.10 - 44.28)
Region 6,35.41,(29.72 - 41.55),19.14,(14.83 - 24.35),36.30,(30.31 - 42.75),33.40,(28.17 - 39.06)
Region 7,41.65,(35.77 - 47.78),29.12,(23.89 - 34.98),43.03,(36.65 - 49.66),40.25,(34.80 - 45.95)
Illinois,31.51,(29.89 - 33.17),20.44,(19.03 - 21.93),37.48,(35.66 - 39.34),34.88,(33.31 - 36.47)
Region I (Cook),29.87,(27.40 - 32.46),22.81,(20.57 - 25.23),36.47,(33.51 - 39.54),34.51,(31.94 - 37.17)
Region II,30.78,(28.33 - 33.34),19.93,(17.59 - 22.50),35.73,(33.01 - 38.56),33.36,(30.99 - 35.81)
Region III,32.35,(28.76 - 36.17),16.70,(14.16 - 19.58),40.03,(36.17 - 44.02),35.71,(32.47 - 39.08)
Region IV,37.79,(33.04 - 42.78),19.89,(16.34 - 23.98),41.02,(36.00 - 46.23),37.77,(33.37 - 42.38)
Region V,36.52,(32.64 - 40.57),18.71,(15.84 - 21.97),42.03,(37.68 - 46.51),38.36,(34.62 - 42.25)
Indiana,34.53,(31.61 - 37.56),19.83,(17.56 - 22.32),38.36,(35.22 - 41.60),35.65,(32.91 - 38.49)
Central,35.87,(31.01 - 41.04),19.54,(15.72 - 24.02),39.56,(34.13 - 45.26),36.91,(32.08 - 42.02)
East,34.73,(28.88 - 41.08),20.30,(15.84 - 25.64),*,(* - *),36.47,(30.34 - 43.07)
North Central,35.93,(30.69 - 41.53),22.35,(17.80 - 27.66),40.83,(34.69 - 47.27),38.21,(32.72 - 44.01)
Northeast,33.53,(28.07 - 39.47),21.11,(16.21 - 27.01),*,(* - *),34.94,(29.20 - 41.15)
Northwest,31.01,(25.77 - 36.80),17.75,(13.62 - 22.81),36.22,(30.15 - 42.77),33.59,(28.18 - 39.47)
Southeast,32.00,(26.88 - 37.60),22.19,(17.26 - 28.06),36.35,(30.29 - 42.88),34.57,(29.06 - 40.54)
Southwest,36.11,(30.26 - 42.41),*,(* - *),*,(* - *),37.99,(31.78 - 44.61)
West,35.55,(30.22 - 41.27),16.02,(12.43 - 20.41),34.92,(29.07 - 41.26),30.97,(26.06 - 36.34)
Iowa,35.51,(32.46 - 38.67),18.96,(16.81 - 21.31),36.81,(33.71 - 40.03),34.10,(31.40 - 36.91)
Central,31.20,(26.30 - 36.55),15.59,(12.12 - 19.83),28.83,(23.68 - 34.59),27.08,(22.46 - 32.24)
North Central,36.58,(30.88 - 42.69),16.94,(13.03 - 21.72),*,(* - *),36.77,(31.21 - 42.71)
Northeast,36.16,(31.14 - 41.51),18.95,(15.26 - 23.29),35.29,(30.13 - 40.82),32.75,(28.21 - 37.64)
Northwest,37.61,(32.23 - 43.32),23.38,(18.89 - 28.56),43.19,(36.98 - 49.63),40.34,(34.81 - 46.12)
Southeast,36.15,(31.47 - 41.12),18.98,(15.35 - 23.23),37.14,(32.09 - 42.50),34.26,(29.83 - 38.99)
Southwest,35.90,(29.78 - 42.53),*,(* - *),*,(* - *),36.66,(30.75 - 43.01)
Kansas,32.98,(29.90 - 36.20),19.18,(16.79 - 21.82),39.48,(36.25 - 42.80),36.25,(33.46 - 39.13)
Kansas City Metro,31.38,(27.39 - 35.66),17.61,(14.09 - 21.80),37.09,(32.53 - 41.90),33.99,(30.01 - 38.21)
Northeast,31.99,(26.74 - 37.74),16.82,(13.02 - 21.45),40.01,(34.06 - 46.26),35.92,(30.78 - 41.40)
South Central,36.07,(30.21 - 42.38),21.00,(16.26 - 26.69),*,(* - *),38.99,(32.75 - 45.61)
Southeast,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
West,32.88,(27.13 - 39.19),21.77,(16.96 - 27.49),42.40,(35.94 - 49.12),39.22,(33.52 - 45.23)
Wichita (Sedgwick),34.37,(29.01 - 40.15),22.52,(18.10 - 27.66),39.33,(33.25 - 45.75),36.87,(31.45 - 42.64)
Kentucky,39.19,(36.06 - 42.41),24.55,(21.94 - 27.37),43.18,(39.91 - 46.51),40.63,(37.75 - 43.58)
"Adanta, Cumberland River, and Lifeskills",43.30,(37.78 - 48.99),30.04,(24.46 - 36.28),45.10,(38.89 - 51.46),43.06,(37.44 - 48.87)
"Bluegrass, Comprehend, and North Key",38.72,(34.11 - 43.54),21.77,(18.10 - 25.95),41.14,(36.06 - 46.42),38.34,(33.86 - 43.04)
Communicare and River Valley,37.78,(31.74 - 44.22),22.74,(17.58 - 28.89),*,(* - *),38.43,(32.36 - 44.87)
Four Rivers and Pennyroyal,41.23,(35.25 - 47.48),24.58,(19.34 - 30.71),*,(* - *),43.50,(37.45 - 49.75)
"Kentucky River, Mountain, and Pathways",42.18,(36.04 - 48.57),28.53,(23.06 - 34.72),47.92,(41.20 - 54.72),45.36,(39.32 - 51.53)
Seven Counties,35.13,(30.04 - 40.58),22.91,(18.35 - 28.23),41.44,(35.56 - 47.58),39.06,(33.77 - 44.63)
Louisiana,37.16,(34.04 - 40.39),26.25,(23.59 - 29.08),45.83,(42.49 - 49.21),42.69,(39.80 - 45.62)
Regions 1 and 3,39.04,(33.56 - 44.81),26.11,(21.18 - 31.73),48.58,(42.13 - 55.08),45.16,(39.51 - 50.95)
Regions 2 and 9,36.35,(31.87 - 41.08),27.34,(23.06 - 32.10),44.44,(39.17 - 49.84),41.49,(36.92 - 46.20)
"Regions 4, 5, and 6",36.65,(31.79 - 41.81),26.88,(22.22 - 32.11),43.32,(37.81 - 49.00),40.72,(35.86 - 45.76)
Regions 7 and 8,39.61,(34.19 - 45.30),26.48,(22.01 - 31.49),49.97,(43.99 - 55.95),45.96,(40.81 - 51.21)
Region 10 (Jefferson),32.53,(26.86 - 38.77),20.37,(15.47 - 26.34),*,(* - *),40.27,(33.90 - 46.99)
Maine,27.54,(24.83 - 30.44),13.80,(11.92 - 15.94),27.79,(24.86 - 30.93),26.06,(23.45 - 28.86)
Aroostook/Downeast,32.60,(27.37 - 38.30),18.08,(14.19 - 22.74),33.43,(27.37 - 40.09),31.61,(26.14 - 37.63)
Central,28.48,(23.61 - 33.92),13.78,(10.37 - 18.08),29.13,(23.46 - 35.53),27.26,(22.13 - 33.07)
Cumberland,25.03,(20.90 - 29.68),11.76,(8.89 - 15.41),23.55,(19.15 - 28.61),22.07,(18.10 - 26.63)
Midcoast,28.86,(23.76 - 34.56),14.76,(11.26 - 19.11),29.08,(23.31 - 35.62),27.54,(22.25 - 33.53)
Penquis,28.70,(23.69 - 34.29),14.57,(11.12 - 18.87),30.46,(24.66 - 36.96),28.14,(23.04 - 33.88)
Western,25.79,(21.49 - 30.61),12.90,(9.63 - 17.07),26.49,(21.71 - 31.91),24.76,(20.45 - 29.64)
York,26.26,(21.66 - 31.46),12.83,(9.58 - 16.99),26.01,(20.79 - 32.00),24.49,(19.75 - 29.94)
Maryland,28.63,(25.68 - 31.78),18.61,(16.10 - 21.41),36.96,(33.51 - 40.55),34.31,(31.27 - 37.50)
Anne Arundel,27.97,(22.80 - 33.80),16.29,(12.08 - 21.61),*,(* - *),31.04,(25.18 - 37.58)
Baltimore City,36.15,(30.16 - 42.60),22.95,(17.73 - 29.15),*,(* - *),42.00,(35.78 - 48.48)
Baltimore County,27.48,(22.27 - 33.38),15.83,(11.95 - 20.67),*,(* - *),31.84,(25.90 - 38.43)
Montgomery,25.31,(20.51 - 30.79),19.47,(14.89 - 25.03),35.13,(29.06 - 41.72),33.16,(27.63 - 39.21)
North Central,25.69,(20.73 - 31.38),15.35,(11.16 - 20.75),*,(* - *),29.43,(23.83 - 35.73)
Northeast,27.37,(22.29 - 33.11),16.43,(12.10 - 21.94),*,(* - *),30.58,(25.06 - 36.72)
Prince George's,28.43,(23.24 - 34.27),19.58,(15.13 - 24.94),*,(* - *),38.09,(32.10 - 44.48)
South,30.46,(24.98 - 36.55),*,(* - *),*,(* - *),36.27,(30.14 - 42.89)
West,30.34,(25.03 - 36.22),17.73,(13.45 - 23.02),*,(* - *),33.79,(27.87 - 40.25)
Massachusetts,22.88,(20.32 - 25.65),12.46,(10.67 - 14.49),27.32,(24.50 - 30.34),25.09,(22.64 - 27.71)
Boston,24.65,(19.46 - 30.70),14.11,(10.54 - 18.63),29.00,(23.26 - 35.51),26.23,(21.26 - 31.89)
Central,22.99,(18.51 - 28.17),12.71,(9.42 - 16.93),27.16,(21.88 - 33.17),25.00,(20.31 - 30.36)
Metrowest,22.59,(18.84 - 26.84),12.21,(9.28 - 15.90),26.05,(21.50 - 31.19),24.11,(20.09 - 28.65)
Northeast,24.20,(20.14 - 28.79),13.91,(10.96 - 17.51),29.58,(24.53 - 35.18),27.44,(22.96 - 32.43)
Southeast,20.91,(16.88 - 25.62),10.76,(7.98 - 14.36),23.22,(18.78 - 28.35),21.54,(17.55 - 26.14)
Western,22.90,(18.66 - 27.79),11.30,(8.48 - 14.90),31.32,(25.92 - 37.28),27.78,(23.17 - 32.92)
Michigan,29.67,(28.15 - 31.23),17.15,(15.95 - 18.42),32.82,(31.21 - 34.48),30.54,(29.14 - 31.97)
Detroit City,28.00,(24.21 - 32.13),23.11,(19.52 - 27.15),41.06,(36.00 - 46.32),38.13,(33.75 - 42.71)
Genesee,25.96,(21.71 - 30.71),15.46,(12.12 - 19.52),28.78,(23.88 - 34.22),26.91,(22.53 - 31.78)
Kalamazoo,32.25,(28.17 - 36.62),17.26,(13.89 - 21.26),35.18,(30.63 - 40.03),32.38,(28.36 - 36.69)
Kent,29.07,(24.95 - 33.57),17.12,(13.85 - 20.99),31.60,(26.74 - 36.90),29.44,(25.15 - 34.12)
Lakeshore,29.79,(25.96 - 33.93),18.52,(15.27 - 22.28),34.30,(29.89 - 38.99),31.87,(28.01 - 35.99)
Macomb,32.20,(28.21 - 36.47),20.46,(16.76 - 24.74),32.71,(28.41 - 37.32),31.20,(27.29 - 35.39)
Mid South,28.91,(25.19 - 32.94),14.60,(12.08 - 17.54),29.79,(25.87 - 34.03),27.16,(23.81 - 30.78)
