State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Catchment Area 2,4.51,(2.93 - 6.89),6.68,(4.61 - 9.58),1.53,(0.87 - 2.69),2.20,(1.43 - 3.36)
Catchment Area 3,4.54,(3.08 - 6.63),6.63,(4.74 - 9.19),2.13,(1.24 - 3.62),2.79,(1.85 - 4.19)
Catchment Area 4,5.22,(3.41 - 7.90),6.90,(4.81 - 9.81),1.78,(0.99 - 3.18),2.44,(1.56 - 3.79)
Catchment Area 5,5.10,(3.41 - 7.56),7.06,(5.12 - 9.67),2.19,(1.28 - 3.70),2.95,(1.99 - 4.36)
Catchment Area 6,4.11,(2.64 - 6.33),6.96,(4.92 - 9.77),2.05,(1.17 - 3.57),2.78,(1.82 - 4.21)
Catchment Area 7,4.15,(2.63 - 6.49),6.10,(4.17 - 8.84),1.69,(0.91 - 3.09),2.28,(1.43 - 3.62)
Catchment Area 8,4.41,(2.92 - 6.60),7.40,(5.34 - 10.18),1.89,(1.11 - 3.21),2.60,(1.75 - 3.85)
California,5.30,(4.64 - 6.04),8.27,(7.33 - 9.31),1.83,(1.46 - 2.28),2.85,(2.48 - 3.29)
Region 1R,5.80,(3.86 - 8.64),10.44,(7.64 - 14.13),2.33,(1.37 - 3.94),3.73,(2.60 - 5.32)
Region 2R,5.36,(3.65 - 7.80),9.40,(7.03 - 12.45),2.07,(1.25 - 3.40),3.29,(2.35 - 4.60)
Region 3R (Sacramento),5.12,(3.42 - 7.59),8.62,(6.29 - 11.71),2.04,(1.23 - 3.38),3.07,(2.13 - 4.40)
Region 4R,6.27,(4.20 - 9.27),10.17,(7.41 - 13.80),1.97,(1.15 - 3.35),3.14,(2.17 - 4.54)
Region 5R (San Francisco),*,(* - *),10.81,(7.86 - 14.71),2.21,(1.32 - 3.69),2.98,(2.00 - 4.42)
Region 6 (Santa Clara),4.75,(3.15 - 7.10),8.19,(6.07 - 10.96),1.45,(0.86 - 2.43),2.33,(1.63 - 3.32)
Region 7R (Contra Costa),5.33,(3.56 - 7.90),9.14,(6.63 - 12.48),1.87,(1.11 - 3.13),2.89,(2.00 - 4.16)
Region 8R (Alameda),4.76,(3.21 - 7.00),8.47,(6.30 - 11.30),1.68,(0.99 - 2.83),2.62,(1.82 - 3.75)
Region 9R (San Mateo),5.12,(3.41 - 7.62),8.64,(6.19 - 11.95),1.46,(0.84 - 2.51),2.30,(1.55 - 3.39)
Region 10,6.34,(4.32 - 9.22),9.68,(7.22 - 12.87),2.22,(1.33 - 3.68),3.51,(2.49 - 4.93)
Region 11 (Los Angeles),5.28,(4.41 - 6.32),7.81,(6.69 - 9.10),1.76,(1.33 - 2.33),2.72,(2.26 - 3.27)
LA SPA 1 and 5,5.28,(3.48 - 7.94),8.13,(5.85 - 11.19),1.73,(1.00 - 2.95),2.69,(1.84 - 3.92)
LA SPA 2,5.02,(3.48 - 7.18),8.17,(6.15 - 10.79),1.58,(0.98 - 2.53),2.54,(1.84 - 3.50)
LA SPA 3,5.34,(3.69 - 7.67),8.02,(6.03 - 10.58),1.67,(1.01 - 2.75),2.67,(1.90 - 3.74)
LA SPA 4,6.02,(4.10 - 8.75),8.28,(6.08 - 11.17),2.18,(1.32 - 3.59),3.03,(2.09 - 4.38)
LA SPA 6,4.47,(2.97 - 6.67),6.77,(4.92 - 9.25),1.79,(1.02 - 3.13),2.84,(1.96 - 4.10)
LA SPA 7,5.30,(3.62 - 7.69),6.89,(5.09 - 9.26),1.46,(0.85 - 2.48),2.40,(1.69 - 3.41)
LA SPA 8,5.71,(3.88 - 8.34),8.23,(6.08 - 11.04),2.03,(1.21 - 3.39),2.97,(2.06 - 4.27)
Region 12R,5.90,(3.96 - 8.71),8.21,(5.92 - 11.26),1.98,(1.16 - 3.37),3.00,(2.06 - 4.37)
Regions 13 and 19R,4.95,(3.49 - 6.99),7.26,(5.47 - 9.58),1.85,(1.15 - 2.96),2.78,(1.99 - 3.85)
Region 13 (Riverside),4.98,(3.43 - 7.19),7.26,(5.36 - 9.75),1.87,(1.14 - 3.06),2.78,(1.96 - 3.94)
Region 19R (Imperial),4.65,(3.06 - 7.01),7.27,(5.21 - 10.07),*,(* - *),2.67,(1.84 - 3.85)
Region 14 (Orange),4.51,(3.22 - 6.30),7.36,(5.64 - 9.55),1.47,(0.91 - 2.37),2.34,(1.71 - 3.19)
Region 15R (Fresno),5.28,(3.53 - 7.83),8.42,(6.11 - 11.49),2.12,(1.25 - 3.55),3.30,(2.30 - 4.71)
Region 16R (San Diego),5.13,(3.66 - 7.15),8.75,(6.72 - 11.32),1.94,(1.25 - 2.99),3.12,(2.33 - 4.16)
Region 17R,6.49,(4.56 - 9.16),8.43,(6.25 - 11.28),1.95,(1.17 - 3.24),3.16,(2.26 - 4.42)
Region 18R (San Bernardino),5.24,(3.70 - 7.39),6.92,(5.19 - 9.17),1.72,(1.04 - 2.83),2.68,(1.91 - 3.75)
Region 20R,5.28,(3.52 - 7.83),7.22,(5.16 - 10.02),1.88,(1.11 - 3.17),2.82,(1.93 - 4.10)
Region 21R,5.77,(3.84 - 8.59),9.18,(6.65 - 12.55),1.90,(1.10 - 3.27),3.23,(2.24 - 4.64)
Colorado,6.22,(4.94 - 7.81),9.45,(7.80 - 11.41),1.76,(1.24 - 2.51),2.88,(2.29 - 3.61)
Region 1,7.12,(4.76 - 10.51),9.41,(6.77 - 12.94),2.14,(1.21 - 3.75),3.42,(2.33 - 4.98)
Regions 2 and 7,6.35,(4.69 - 8.56),9.99,(7.86 - 12.61),1.77,(1.13 - 2.78),2.90,(2.18 - 3.84)
Region 3,5.77,(3.96 - 8.34),9.20,(6.63 - 12.64),1.66,(0.96 - 2.86),2.82,(1.96 - 4.04)
Region 4,6.00,(3.85 - 9.23),7.61,(5.27 - 10.87),*,(* - *),2.43,(1.60 - 3.69)
Regions 5 and 6,5.12,(3.33 - 7.81),8.26,(5.82 - 11.60),1.54,(0.87 - 2.74),2.46,(1.65 - 3.67)
Connecticut,4.39,(3.45 - 5.57),8.75,(7.20 - 10.60),1.75,(1.22 - 2.50),2.72,(2.14 - 3.46)
Eastern,4.20,(2.69 - 6.50),7.62,(5.32 - 10.79),1.65,(0.90 - 2.97),2.69,(1.78 - 4.03)
North Central,4.00,(2.76 - 5.76),8.16,(6.12 - 10.81),1.63,(0.98 - 2.69),2.50,(1.77 - 3.54)
Northwestern,5.30,(3.52 - 7.90),9.42,(6.81 - 12.89),2.00,(1.15 - 3.45),2.96,(1.99 - 4.37)
South Central,4.52,(3.03 - 6.68),9.66,(7.25 - 12.76),1.90,(1.13 - 3.18),2.99,(2.11 - 4.22)
Southwest,4.09,(2.62 - 6.31),8.83,(6.27 - 12.30),1.58,(0.88 - 2.81),2.51,(1.67 - 3.76)
Delaware,4.87,(3.84 - 6.17),8.31,(6.81 - 10.10),1.50,(1.01 - 2.22),2.46,(1.91 - 3.17)
Kent,4.99,(3.34 - 7.40),9.23,(6.77 - 12.47),1.71,(0.99 - 2.95),2.87,(1.99 - 4.11)
New Castle (excluding Wilmington City),4.88,(3.52 - 6.73),8.40,(6.55 - 10.72),1.38,(0.81 - 2.35),2.45,(1.78 - 3.35)
Sussex,4.91,(3.32 - 7.19),7.04,(5.08 - 9.69),1.44,(0.83 - 2.51),2.07,(1.38 - 3.09)
Wilmington City,4.50,(2.92 - 6.88),8.25,(5.84 - 11.54),1.90,(1.07 - 3.35),2.77,(1.82 - 4.19)
District of Columbia,3.89,(3.02 - 5.01),7.68,(6.29 - 9.35),2.97,(2.15 - 4.09),3.82,(3.01 - 4.84)
Ward 1,3.94,(2.49 - 6.18),7.05,(5.02 - 9.82),2.72,(1.56 - 4.69),3.53,(2.34 - 5.29)
Ward 2,*,(* - *),6.91,(4.92 - 9.61),2.25,(1.24 - 4.02),3.44,(2.34 - 5.04)
Ward 3,4.10,(2.58 - 6.45),7.84,(5.71 - 10.69),2.13,(1.25 - 3.62),3.11,(2.14 - 4.49)
Ward 4,4.19,(2.66 - 6.54),8.29,(5.77 - 11.79),2.75,(1.56 - 4.81),3.49,(2.24 - 5.39)
Ward 5,3.42,(2.17 - 5.37),7.40,(5.23 - 10.37),2.75,(1.52 - 4.90),3.59,(2.33 - 5.51)
Ward 6,3.90,(2.50 - 6.03),8.77,(6.30 - 12.07),3.57,(2.12 - 5.96),4.26,(2.80 - 6.43)
Ward 7,4.26,(2.86 - 6.30),9.08,(6.47 - 12.61),4.42,(2.63 - 7.33),5.16,(3.41 - 7.74)
Ward 8,3.63,(2.35 - 5.57),7.51,(5.29 - 10.58),3.69,(2.08 - 6.48),4.50,(2.93 - 6.85)
Florida,4.28,(3.71 - 4.93),7.35,(6.52 - 8.28),1.84,(1.48 - 2.30),2.56,(2.20 - 2.97)
Region A - Northwest,4.45,(3.45 - 5.71),8.21,(6.69 - 10.05),2.08,(1.48 - 2.94),3.11,(2.45 - 3.94)
Circuit 1,4.43,(3.08 - 6.32),8.29,(6.18 - 11.03),2.01,(1.25 - 3.21),2.96,(2.11 - 4.13)
Circuit 2,4.45,(3.00 - 6.55),8.31,(6.08 - 11.26),2.35,(1.40 - 3.91),3.65,(2.58 - 5.15)
Circuit 14,4.50,(2.99 - 6.70),7.82,(5.61 - 10.79),1.94,(1.12 - 3.33),2.75,(1.84 - 4.08)
Region B - Northeast,4.80,(3.74 - 6.14),7.78,(6.38 - 9.45),2.32,(1.64 - 3.26),3.15,(2.46 - 4.02)
Circuits 3 and 8,3.78,(2.48 - 5.71),6.82,(4.97 - 9.30),1.98,(1.18 - 3.31),2.99,(2.10 - 4.25)
Circuit 4,5.40,(3.77 - 7.67),8.20,(6.12 - 10.91),2.63,(1.62 - 4.25),3.44,(2.40 - 4.91)
Circuit 7,4.55,(3.06 - 6.72),8.18,(5.98 - 11.09),2.13,(1.28 - 3.53),2.90,(1.97 - 4.24)
Region C - Central,4.50,(3.70 - 5.46),7.75,(6.62 - 9.06),1.84,(1.39 - 2.44),2.59,(2.13 - 3.15)
Circuit 5,4.15,(2.82 - 6.08),6.53,(4.85 - 8.74),1.68,(1.03 - 2.72),2.21,(1.52 - 3.18)
Circuit 9,4.38,(3.12 - 6.13),8.50,(6.61 - 10.86),1.89,(1.18 - 3.00),2.85,(2.09 - 3.87)
Circuit 10,4.07,(2.74 - 6.01),6.66,(4.95 - 8.89),1.66,(1.00 - 2.73),2.32,(1.62 - 3.32)
Circuit 18,4.36,(2.99 - 6.32),8.36,(6.27 - 11.07),1.77,(1.08 - 2.88),2.60,(1.83 - 3.69)
Circuit 19,6.17,(4.08 - 9.23),8.11,(5.87 - 11.11),2.35,(1.34 - 4.07),3.01,(1.95 - 4.62)
Region D - Southeast,3.47,(2.62 - 4.59),6.82,(5.52 - 8.41),1.52,(1.04 - 2.20),2.14,(1.65 - 2.78)
Circuit 15 (Palm Beach),3.71,(2.55 - 5.37),7.24,(5.35 - 9.74),1.47,(0.87 - 2.46),2.12,(1.46 - 3.06)
Circuit 17 (Broward),3.31,(2.29 - 4.76),6.53,(4.99 - 8.50),1.55,(0.98 - 2.45),2.16,(1.56 - 2.99)
Region E - Sun Coast,4.47,(3.62 - 5.51),7.33,(6.18 - 8.68),1.81,(1.35 - 2.43),2.44,(1.97 - 3.03)
Circuit 6,4.79,(3.35 - 6.80),7.49,(5.58 - 9.98),1.86,(1.15 - 2.97),2.46,(1.71 - 3.52)
Circuit 12,5.26,(3.56 - 7.70),8.96,(6.51 - 12.21),2.24,(1.32 - 3.78),2.92,(1.93 - 4.39)
Circuit 13 (Hillsborough),3.95,(2.79 - 5.57),6.91,(5.28 - 8.98),1.75,(1.10 - 2.77),2.48,(1.79 - 3.43)
Circuit 20,4.25,(2.91 - 6.16),6.69,(4.89 - 9.09),1.54,(0.93 - 2.54),2.08,(1.41 - 3.05)
Region F - Southern (Circuits 11 and 16),3.92,(2.77 - 5.52),6.16,(4.80 - 7.87),1.73,(1.11 - 2.68),2.31,(1.68 - 3.18)
Georgia,3.96,(3.11 - 5.01),6.41,(5.15 - 7.97),1.41,(0.95 - 2.09),2.15,(1.64 - 2.81)
Region 1,3.83,(2.57 - 5.67),6.28,(4.48 - 8.72),1.29,(0.74 - 2.24),1.95,(1.32 - 2.87)
Region 2,3.93,(2.57 - 5.98),6.52,(4.53 - 9.30),1.47,(0.81 - 2.66),2.36,(1.57 - 3.54)
Region 3,4.11,(2.84 - 5.92),6.67,(4.94 - 8.96),1.46,(0.84 - 2.51),2.14,(1.46 - 3.13)
Region 4,4.78,(3.00 - 7.52),7.10,(4.90 - 10.18),*,(* - *),2.68,(1.72 - 4.14)
Region 5,3.70,(2.33 - 5.82),6.22,(4.40 - 8.74),*,(* - *),2.25,(1.47 - 3.42)
Region 6,3.70,(2.43 - 5.59),5.87,(4.07 - 8.39),1.30,(0.71 - 2.36),2.01,(1.32 - 3.06)
Hawaii,3.93,(2.95 - 5.21),7.15,(5.58 - 9.12),1.65,(1.09 - 2.50),2.40,(1.78 - 3.23)
Hawaii Island,5.06,(3.24 - 7.81),8.74,(6.08 - 12.42),2.30,(1.28 - 4.12),3.19,(2.04 - 4.94)
Honolulu,3.62,(2.53 - 5.15),6.77,(5.07 - 8.98),1.45,(0.88 - 2.38),2.19,(1.55 - 3.10)
Kauai and Maui,4.25,(2.94 - 6.12),7.54,(5.44 - 10.37),1.99,(1.17 - 3.35),2.65,(1.76 - 3.98)
Kauai,4.52,(2.81 - 7.21),7.79,(5.18 - 11.56),*,(* - *),2.85,(1.71 - 4.73)
Maui,4.12,(2.62 - 6.43),7.43,(5.09 - 10.72),1.91,(1.04 - 3.49),2.57,(1.60 - 4.09)
Idaho,5.18,(4.21 - 6.35),8.23,(6.77 - 9.97),1.99,(1.44 - 2.75),2.94,(2.34 - 3.69)
Region 1,5.92,(4.05 - 8.57),9.19,(6.61 - 12.63),2.10,(1.23 - 3.57),3.00,(2.02 - 4.43)
Region 2,*,(* - *),7.86,(5.46 - 11.19),*,(* - *),2.93,(1.95 - 4.37)
Region 3,4.54,(3.05 - 6.70),7.46,(5.41 - 10.21),1.91,(1.11 - 3.27),2.73,(1.84 - 4.02)
Region 4,5.51,(3.85 - 7.83),9.27,(7.07 - 12.07),2.12,(1.33 - 3.36),3.10,(2.23 - 4.29)
Region 5,5.22,(3.48 - 7.76),7.82,(5.56 - 10.90),1.92,(1.10 - 3.34),2.76,(1.84 - 4.12)
Region 6,5.37,(3.57 - 8.01),8.18,(5.82 - 11.40),2.06,(1.21 - 3.48),3.10,(2.11 - 4.52)
Region 7,4.58,(3.02 - 6.90),7.08,(4.95 - 10.03),1.78,(1.00 - 3.15),2.85,(1.91 - 4.23)
Illinois,4.32,(3.71 - 5.03),7.36,(6.55 - 8.27),1.44,(1.12 - 1.86),2.35,(2.01 - 2.74)
Region I (Cook),4.59,(3.66 - 5.75),7.98,(6.70 - 9.47),1.66,(1.17 - 2.35),2.57,(2.06 - 3.20)
Region II,3.96,(3.10 - 5.04),6.73,(5.50 - 8.21),1.25,(0.85 - 1.83),2.07,(1.63 - 2.63)
Region III,4.67,(3.44 - 6.32),7.09,(5.56 - 9.01),1.43,(0.91 - 2.23),2.48,(1.89 - 3.25)
Region IV,4.49,(3.14 - 6.39),6.68,(5.06 - 8.78),1.25,(0.76 - 2.05),2.09,(1.51 - 2.88)
Region V,4.01,(2.86 - 5.60),7.93,(6.23 - 10.04),1.34,(0.84 - 2.12),2.38,(1.79 - 3.14)
Indiana,4.85,(3.91 - 6.01),7.92,(6.56 - 9.54),1.84,(1.32 - 2.57),2.73,(2.17 - 3.44)
Central,4.48,(3.06 - 6.50),7.98,(5.88 - 10.75),1.89,(1.14 - 3.12),2.70,(1.87 - 3.88)
East,5.51,(3.59 - 8.36),8.57,(6.22 - 11.69),*,(* - *),2.94,(1.96 - 4.39)
North Central,5.00,(3.36 - 7.39),7.51,(5.43 - 10.31),1.68,(0.96 - 2.93),2.51,(1.69 - 3.71)
Northeast,4.92,(3.26 - 7.37),8.35,(5.94 - 11.62),1.80,(1.03 - 3.12),2.72,(1.83 - 4.03)
Northwest,4.33,(2.86 - 6.51),8.22,(5.89 - 11.37),1.71,(0.97 - 3.00),2.64,(1.77 - 3.90)
Southeast,6.13,(4.08 - 9.11),8.54,(6.06 - 11.91),2.35,(1.32 - 4.14),3.13,(2.01 - 4.83)
Southwest,4.45,(2.87 - 6.85),*,(* - *),1.55,(0.85 - 2.81),2.42,(1.57 - 3.71)
West,4.65,(3.13 - 6.85),7.16,(5.16 - 9.85),1.76,(1.02 - 2.99),2.89,(2.02 - 4.11)
Iowa,4.45,(3.48 - 5.66),5.11,(3.98 - 6.54),0.93,(0.58 - 1.48),1.56,(1.15 - 2.11)
Central,5.22,(3.41 - 7.91),5.64,(3.90 - 8.08),1.02,(0.54 - 1.92),1.63,(1.05 - 2.52)
North Central,4.28,(2.74 - 6.62),5.16,(3.56 - 7.43),0.88,(0.45 - 1.73),1.67,(1.09 - 2.54)
Northeast,4.27,(2.82 - 6.41),4.77,(3.33 - 6.77),0.94,(0.50 - 1.76),1.53,(1.00 - 2.34)
Northwest,4.19,(2.76 - 6.30),4.91,(3.40 - 7.06),0.83,(0.43 - 1.60),1.42,(0.91 - 2.19)
Southeast,4.13,(2.80 - 6.06),5.11,(3.56 - 7.27),0.88,(0.47 - 1.62),1.55,(1.03 - 2.32)
Southwest,4.70,(3.02 - 7.25),5.38,(3.57 - 8.04),1.03,(0.52 - 2.04),1.63,(1.00 - 2.65)
Kansas,4.19,(3.32 - 5.28),6.95,(5.59 - 8.62),1.33,(0.90 - 1.96),2.23,(1.73 - 2.87)
Kansas City Metro,4.21,(2.95 - 5.97),7.40,(5.45 - 9.97),1.36,(0.80 - 2.31),2.32,(1.64 - 3.28)
Northeast,4.09,(2.67 - 6.21),6.35,(4.46 - 8.97),1.33,(0.73 - 2.41),2.21,(1.48 - 3.30)
South Central,3.87,(2.51 - 5.93),6.67,(4.60 - 9.58),*,(* - *),2.11,(1.38 - 3.21)
Southeast,4.58,(2.96 - 7.03),7.48,(5.15 - 10.75),*,(* - *),2.40,(1.57 - 3.67)
West,4.09,(2.60 - 6.40),6.26,(4.42 - 8.80),1.18,(0.64 - 2.17),1.96,(1.29 - 2.96)
Wichita (Sedgwick),4.39,(2.90 - 6.59),7.26,(5.20 - 10.06),1.38,(0.78 - 2.44),2.24,(1.51 - 3.31)
Kentucky,4.49,(3.56 - 5.66),8.29,(6.83 - 10.04),1.86,(1.34 - 2.57),2.74,(2.17 - 3.45)
"Adanta, Cumberland River, and Lifeskills",4.14,(2.74 - 6.20),7.17,(5.10 - 9.98),1.66,(0.99 - 2.77),2.41,(1.64 - 3.51)
"Bluegrass, Comprehend, and North Key",4.47,(3.05 - 6.51),8.40,(6.41 - 10.93),1.99,(1.23 - 3.22),2.92,(2.08 - 4.07)
Communicare and River Valley,4.42,(2.91 - 6.66),8.09,(5.71 - 11.35),1.75,(0.99 - 3.06),2.61,(1.73 - 3.92)
Four Rivers and Pennyroyal,5.16,(3.37 - 7.81),9.07,(6.47 - 12.58),2.13,(1.23 - 3.65),3.12,(2.09 - 4.64)
"Kentucky River, Mountain, and Pathways",4.54,(2.94 - 6.93),7.81,(5.61 - 10.77),1.67,(0.96 - 2.87),2.48,(1.67 - 3.67)
Seven Counties,4.54,(3.05 - 6.69),9.07,(6.62 - 12.30),1.87,(1.12 - 3.09),2.79,(1.94 - 4.00)
Louisiana,3.79,(2.97 - 4.84),6.95,(5.64 - 8.53),1.64,(1.13 - 2.38),2.49,(1.93 - 3.21)
Regions 1 and 3,3.40,(2.21 - 5.21),7.12,(5.09 - 9.87),1.81,(1.01 - 3.21),2.62,(1.73 - 3.94)
Regions 2 and 9,3.71,(2.59 - 5.31),6.88,(5.15 - 9.13),1.64,(0.99 - 2.71),2.55,(1.81 - 3.57)
"Regions 4, 5, and 6",3.97,(2.64 - 5.92),6.85,(4.98 - 9.35),1.59,(0.94 - 2.70),2.43,(1.67 - 3.50)
Regions 7 and 8,3.53,(2.28 - 5.42),6.69,(4.80 - 9.24),1.51,(0.84 - 2.69),2.39,(1.61 - 3.55)
Region 10 (Jefferson),4.72,(3.03 - 7.28),7.82,(5.39 - 11.22),1.71,(0.94 - 3.10),2.51,(1.61 - 3.90)
Maine,4.23,(3.37 - 5.30),9.40,(7.83 - 11.25),1.55,(1.10 - 2.17),2.51,(2.01 - 3.14)
Aroostook/Downeast,3.91,(2.57 - 5.91),8.40,(6.20 - 11.29),1.33,(0.76 - 2.30),2.17,(1.49 - 3.14)
Central,4.16,(2.76 - 6.24),8.83,(6.46 - 11.96),1.42,(0.83 - 2.42),2.32,(1.62 - 3.32)
Cumberland,4.92,(3.34 - 7.17),11.59,(8.63 - 15.40),1.82,(1.09 - 3.02),3.04,(2.16 - 4.28)
Midcoast,4.14,(2.67 - 6.36),9.11,(6.50 - 12.64),1.61,(0.91 - 2.84),2.42,(1.60 - 3.65)
Penquis,4.16,(2.73 - 6.29),9.94,(7.42 - 13.20),1.67,(0.97 - 2.85),2.88,(2.04 - 4.05)
Western,4.04,(2.66 - 6.08),9.01,(6.47 - 12.42),1.43,(0.82 - 2.47),2.39,(1.65 - 3.46)
York,3.92,(2.59 - 5.89),7.56,(5.40 - 10.50),1.42,(0.80 - 2.52),2.13,(1.41 - 3.21)
Maryland,3.93,(3.08 - 4.99),7.85,(6.35 - 9.68),1.82,(1.27 - 2.61),2.69,(2.08 - 3.48)
Anne Arundel,4.25,(2.74 - 6.54),9.20,(6.45 - 12.96),1.78,(0.99 - 3.18),2.78,(1.84 - 4.19)
Baltimore City,3.52,(2.21 - 5.56),8.11,(5.64 - 11.52),2.26,(1.24 - 4.08),3.27,(2.13 - 5.00)
Baltimore County,4.15,(2.64 - 6.45),8.12,(5.73 - 11.39),1.93,(1.08 - 3.44),2.77,(1.80 - 4.24)
Montgomery,4.30,(2.78 - 6.58),7.83,(5.47 - 11.09),1.51,(0.84 - 2.68),2.30,(1.52 - 3.47)
North Central,3.76,(2.40 - 5.85),8.50,(5.82 - 12.25),1.49,(0.83 - 2.67),2.39,(1.57 - 3.63)
Northeast,3.86,(2.44 - 6.06),8.24,(5.73 - 11.72),1.53,(0.85 - 2.76),2.41,(1.59 - 3.65)
Prince George's,3.58,(2.28 - 5.57),6.51,(4.52 - 9.30),2.15,(1.18 - 3.89),2.92,(1.87 - 4.52)
South,3.71,(2.34 - 5.82),7.70,(5.36 - 10.94),1.86,(1.04 - 3.32),2.72,(1.78 - 4.14)
West,4.24,(2.70 - 6.60),7.83,(5.41 - 11.20),1.77,(0.97 - 3.21),2.59,(1.66 - 4.04)
Massachusetts,5.02,(4.08 - 6.18),9.71,(8.10 - 11.60),2.07,(1.47 - 2.91),3.22,(2.55 - 4.05)
Boston,4.68,(3.03 - 7.14),8.88,(6.39 - 12.21),2.28,(1.28 - 4.05),3.51,(2.37 - 5.19)
Central,5.41,(3.67 - 7.91),10.27,(7.45 - 14.00),2.03,(1.18 - 3.49),3.27,(2.24 - 4.74)
Metrowest,4.06,(2.82 - 5.83),8.82,(6.52 - 11.84),1.61,(0.95 - 2.71),2.62,(1.84 - 3.72)
Northeast,4.81,(3.31 - 6.95),9.35,(6.87 - 12.60),1.69,(0.98 - 2.89),2.73,(1.89 - 3.94)
Southeast,5.71,(3.89 - 8.31),11.34,(8.45 - 15.05),2.51,(1.49 - 4.20),3.70,(2.56 - 5.33)
Western,5.76,(3.87 - 8.50),9.79,(7.20 - 13.18),2.68,(1.52 - 4.70),3.94,(2.67 - 5.78)
Michigan,4.73,(4.14 - 5.39),7.91,(7.10 - 8.81),1.83,(1.47 - 2.26),2.71,(2.36 - 3.11)
Detroit City,4.70,(3.35 - 6.56),8.27,(6.45 - 10.55),3.26,(2.11 - 5.01),4.08,(2.95 - 5.62)
Genesee,4.93,(3.40 - 7.09),7.65,(5.71 - 10.17),1.94,(1.18 - 3.16),2.74,(1.91 - 3.91)
Kalamazoo,4.42,(3.13 - 6.21),6.69,(5.01 - 8.87),1.47,(0.91 - 2.37),2.28,(1.65 - 3.16)
Kent,4.36,(3.02 - 6.26),7.87,(5.98 - 10.28),1.77,(1.11 - 2.83),2.69,(1.94 - 3.71)
Lakeshore,4.48,(3.17 - 6.29),7.15,(5.43 - 9.35),1.74,(1.11 - 2.71),2.57,(1.88 - 3.51)
Macomb,4.71,(3.36 - 6.56),7.77,(5.97 - 10.06),1.49,(0.94 - 2.37),2.27,(1.65 - 3.11)
